signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,stft_dynamic_cutoff_percentile_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
raw,gaus4,15.898106930854569,0.6703296703296703,462.9983678370108,-8.194043413138555,28,13,2785.0019479824696,,False,7.669858208148822,118499.24075948072,0.14243661305002625,7.057204759973528e-07,0.5614243569525862,3,5939.609397149069,879.8197343780106,8813.450652455487,"[5, 14, 20]","[8813.450652455487, 879.8197343780106, 8125.55780461371]","[0, 12, 0]","[12, 15, 27]",0.05,10,426070777.76667607,7475.0573396566,-7475.0573396566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032851,,,6098.0573396566,,0.0,1.5,0.0,809.8197343780106,,,5430.3871749268465,,,,,,,,,,,0.0,,,,0.0,6.0,5430.3871749268465,13235.828191447206,5430.387174926847,,,,,,,7716.450652455487,6098.0573396566,0.0,6.0,,,,,,6.0,,0.18958966634972657,0.17332163348718102,0.5416834903445672,0.5277127637831903,0.7313895700076808,0.37096774193548376,0.8891937186463378,0.04718137563953324,,0.7229889402660895,1.0,1.0,1.0,0.9604502605049687,0.5039469541026266,0.3333333333333333,,0.7435897435897436,0.7435897435897435,0.2683297082438008,0.2683297082438008,0.6666666666666667,2.3718117880657608,0.9072799483687849,3,1.5863717855417903,0.6666243898391239,4,0,0,0.6842687548783979,0.8971231915898792,3,1,0.11111111111111112,0.42832443946865695,0.7122988821273806,6,1.4142135623730951,0.8989847455447789,4.0,3.6923076923076925,0.8066352299152466,2,gaus,8.125,8.5,4.189698250300543,8,0.625,1.0,0.26249999999999996,1,1.75,1
raw,mexh,18.06526846038628,0.6538461538461539,1085.8439069516808,-18.983530961145753,28,13,10830.871055194248,,False,7.403322582927631,324429.0501968957,0.14682412947494078,1.8763760180821999e-06,0.5364076375657347,3,5453.428748679876,354.67707047364456,15443.068350775457,"[10, 14, 19]","[354.67707047364456, 562.540824790527, 15443.068350775457]","[0, 0, 0]","[12, 16, 27]",0.05,10,4382215683.000095,17325.308251029568,-17325.308251029568,0.46428571428571425,312659.7151392909,0.040174245526095095,0.07918357205801621,525726.30470546,6463125695.535743,0.0,,,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427]","[312659.7151392909, 95125.37141152992, 52861.29651965116, 15483.992255252668, 13293.197192691698, 10952.441247332654, 2558.2827167550577]",3.0,0.3,,,0.5,646345449.0129648,0.050196353214851386,0.035082149005999326,890926487.6078633,2.7014541537591164e+16,[0.03571428571428571],1.0,646345449.0129648,0.03571428571428571,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427]","[2.3161057151484775e-23, 646345449.0129648, 199594047.83846313, 17125286.868623197, 12622077.97169904, 8568283.519733842, 467486.46134626033]",3.0,0.3,boxcar,28.0,14.0,4838.186238549734,15.0,CWT,inu.32000013032851,0.0,0.0,15948.308251029568,,0.0,1.5,0.0,284.67707047364456,,,4944.206526457653,0.08801864995005745,1.0,2.701448300007173e+16,6.0,0.07594006674308519,,12.0,6443341378.194937,0.0,,0.0,0.0,294251.7151392909,487931.24998659524,0.0,1.5,4944.206526457653,11777.286246039628,4961.419676504204,,0.1973698944650188,644862350.3787144,,2.0,,14346.068350775457,15948.308251029568,0.0,1.5,0.0,,,0.0,887343065.4203633,6.0,0.07007978800910883,0.9939572626240162,0.6591074511418921,0.044190272782259454,0.03401819874758538,1.0,0.27419354838709703,0.8476251010579374,0.21152736498698538,,0.2531215424534027,0.9034749125737531,0.9034749125737531,0.90668514285714,0.8406568721819255,1.0,0.3333333333333333,,0.5128205128205129,0.5128205128205128,0.8099519299728841,0.8099519299728841,0.6666666666666667,2.5035669304483004,0.9576797310916955,2,1.572781082945729,0.6609133113213663,5,0,0,0.7044131890188974,0.9235339240982028,2,1,0.11111111111111112,0.502521844410416,0.8356883591843745,3,1.4142135623730951,0.8989847455447789,3.0,2.608695652173913,0.8423495156295323,1,mexh,1.0,1.0,,1,0.07692307692307693,,,5,2.0,2
raw,fbsp,12.12049887915858,0.717032967032967,834.8509116137972,-14.06672031339864,28,13,6108.586318055075,-38414.7286784284,True,7.850081445505939,317049.0663929236,0.14287456580586416,9.449750982433447e-07,0.31398832144643585,3,5513.838829366042,786.9355783874394,8498.596696438326,"[5, 14, 20]","[7255.984213272357, 786.9355783874394, 8498.596696438326]","[0, 12, 0]","[12, 15, 27]",0.05,10,1503166503.5906131,10953.448812332374,-10953.448812332374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032851,,,9576.448812332374,,0.0,1.5,0.0,716.9355783874394,,,5004.616607143819,,,,,,,,,,,0.0,,,,0.0,6.0,5004.616607143819,11958.516488098125,5004.616607143819,,,,,,,7401.596696438326,9576.448812332374,0.0,6.0,,,,,,6.0,,0.5218575090336025,0.2726048966821322,0.27089983043350424,0.861533928224124,0.2631711611437288,0.6451612903225807,0.47804572683766655,0.20563763613740577,0.0,0.6398815493166745,0.9154685785866206,0.9154685785866206,0.915280440879292,0.8555417267664304,0.48038839145206386,0.3333333333333333,,0.7435897435897436,0.7435897435897435,0.45959124405898893,0.45959124405898893,0.6666666666666667,2.28301591632822,0.8733132085411289,4,1.4947690259778106,0.6281311222088863,6,0,0,0.6773659367404307,0.8880731243542385,4,0,0.0,0.39099021986830484,0.6502124811752936,8,1.9148542155126762,0.8632246988919516,5.5,5.052631578947369,0.7351837780174044,3,fbsp,3.0,3.0,,1,0.23076923076923078,,,4,3.25,3
raw,gaus2,17.25171993304091,0.6401098901098901,722.0096303458587,-14.804217163967921,28,13,6704.248638960843,,False,7.385849626332158,201879.18566503024,0.18917877964312366,8.698985120955587e-07,0.6281095105069492,3,5727.869655414478,780.444922881401,12877.655487211992,"[6, 14, 20]","[3525.5085561500428, 780.444922881401, 12877.655487211992]","[0, 12, 0]","[12, 15, 27]",0.05,10,1784557431.8556042,12974.777008863895,-12974.777008863895,0.46428571428571425,190058.24768402983,0.05418309179657094,0.08830557835331339,367656.0319484277,2384791768.263965,2.0,59725.78035891501,0.07142857142857142,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427]","[190058.24768402983, 51270.905928611595, 59725.78035891501, 14869.786656249156, 15882.16937175789, 12640.0297586569, 1709.1921673569261]",3.0,0.3,3018.2230389227134,15.0,0.5,254797774.24866828,0.06756434863796693,0.04369636486988589,494481092.11546016,5639742750751826.0,[0.07142857142857142],2.0,254797774.24866828,0.07142857142857142,"[0.0, 0.03571428571428571, 0.07142857142857142, 0.10714285714285714, 0.14285714285714285, 0.17857142857142855, 0.21428571428571427]","[1.8463852958772937e-23, 187764699.6243242, 254797774.24866828, 15793611.08588324, 18017378.85380031, 11412168.021409413, 208666.99035387542]",3.0,0.3,boxcar,28.0,14.0,3018.2230389227134,15.0,CWT,inu.32000013032851,0.0,0.0,11597.777008863895,,0.0,6.0,0.0,710.444922881401,,56866.468187235754,5218.647433192255,0.0794044340861709,2.0,5639684213232391.0,6.0,0.06193122047260935,,12.0,2365007450.923159,0.0,,0.0,0.0,171650.24768402983,329860.977229563,0.0,6.0,5218.647433192255,12600.608966243435,5218.647433192257,,0.18000189904190325,253314675.61441788,2670.673038922713,0.0,,11780.655487211992,11597.777008863895,0.0,6.0,0.0,0.0,0.0,0.0,490897669.92796016,6.0,0.06095778171381165,0.5814075045497706,0.2414504370845855,0.23689453782815284,0.0016536557371372163,0.8991641293129273,0.19354838709677413,0.9999999999999999,0.11372424077729354,,0.6340740847506718,0.9579617223620587,0.9579617223620587,0.9578681596957438,0.9082782516335791,0.8080461162523069,0.3333333333333333,,0.7435897435897436,0.7435897435897435,0.5707352421661851,0.5707352421661851,0.9666666666666668,2.6142006029451927,1.0,1,1.3623120488618579,0.5724701148998713,9,0,0,0.7627366690473565,1.0,1,1,0.11111111111111112,0.4029248059927745,0.6700595680369686,7,4.123105625617661,0.7054924553130242,4.5,1.7746478873239437,0.6920319419422264,4,gaus,8.125,8.5,4.189698250300543,8,0.625,1.0,0.26249999999999996,1,3.25,4
raw,gaus6,15.714679954293741,0.6703296703296703,389.0949261466261,-7.8982371723619575,28,13,2754.9651560964826,,False,7.5586627486869045,125996.56851254706,0.1601986706001937,6.502049155169639e-07,0.43696696963022236,4,4575.091308610585,300.65699284676657,10997.007832589485,"[5, 14, 20, 24]","[10997.007832589485, 930.6559821826095, 6072.04442682348, 300.65699284676657]","[0, 12, 12, 23]","[12, 15, 27, 27]",0.05,10,357533050.6638117,6884.825864215185,-6884.825864215185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032851,,,5507.825864215185,,0.0,2.0,0.0,230.65699284676657,,,4065.8690863883626,,,,,,,,,,,0.0,,,,0.0,2.0,4065.8690863883626,13717.365234442339,4065.869086388363,,,,,,,9900.007832589485,5507.825864215185,0.0,11.0,,,,,,5.0,,0.18658680590454899,0.1502843941191461,0.5553228404846153,0.321749324759126,0.7086545784646916,0.37096774193548376,0.6823911615383131,0.053164752938846815,,0.20478748954011117,0.7290919986108453,0.7290919986108453,0.7284890510982382,1.0,0.6673289527917872,0.0,,1.0,0.5384615384615384,0.2358754605358655,0.2358754605358655,0.7000000000000001,1.9392989758144057,0.7418325026891839,5,1.392066478474844,0.5849735070217842,8,0,0,0.564083495848758,0.7395520875550503,5,1,0.11111111111111112,0.37308464446254086,0.6204357041107047,9,2.0615528128088303,0.8527462276565121,6.75,6.2882096069869,0.6853016852568274,5,gaus,8.125,8.5,4.189698250300543,8,0.625,1.0,0.26249999999999996,1,4.0,5
raw,cgau8,9.997221625445132,0.7252747252747253,465.8292230110007,-5.695012306454233,28,13,2372.193477486084,-24662.961346194028,True,7.924836453210032,137015.73804114404,0.18146160274197262,1.0477212938296395e-06,0.3371389689058561,4,3102.3435552155715,634.7631194751546,7245.9317825334865,"[5, 14, 20, 25]","[7245.9317825334865, 892.9768720658631, 3635.7024467877827, 634.7631194751546]","[0, 12, 12, 22]","[12, 15, 27, 27]",0.05,10,283802009.568418,4731.2246255903365,-4731.2246255903365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032851,,,3354.2246255903365,,0.0,6.5,0.0,564.7631194751546,,,2593.1213329933494,,,,,,,,,,,0.0,,,,0.0,6.5,2593.1213329933494,7826.374220862286,2593.12133299335,,,,,,,6148.9317825334865,3354.2246255903365,0.0,11.0,,,,,,5.0,,0.14832007164090677,0.3152413878099225,0.6569114861618759,1.0,0.0,0.6935483870967741,0.5165136169028328,0.06195879942930862,0.5207306801084569,0.5037264010065492,0.43669635081847946,0.43669635081847946,0.43544263172426734,0.5161594246093827,0.38665926945627604,0.0,,1.0,0.7692307692307692,0.11745834628390853,0.11745834628390853,1.0,1.4190842827798023,0.5428367972913185,9,1.7503159229473233,0.7355169165227976,3,0,0,0.47662732418600173,0.624891058117476,8,0,0.0,0.4348027143500085,0.7230721827632839,5,2.753785273643051,0.8033010518826392,6.25,5.1985559566787005,0.6784362402270339,6,cgau,6.0,6.0,,1,0.46153846153846156,,,2,5.0,6
raw,cmor,13.034153235527958,0.760989010989011,518.5265681770879,-8.74835126440088,28,13,3384.965958459951,-30134.859953688218,True,7.923572919147299,90430.86406162143,0.14264704120791608,2.6978651128087667e-06,0.33686536333925426,3,3044.7749377633013,489.96042616387194,4777.364745035626,"[5, 14, 20]","[3866.9996420904063, 489.96042616387194, 4777.364745035626]","[0, 12, 0]","[12, 15, 27]",0.05,10,510028517.4266623,6066.620490374623,-6066.620490374623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032851,,,4689.620490374623,,0.0,1.5,0.0,419.96042616387194,,,2535.552715541079,,,,,,,,,,,0.0,,,,0.0,6.0,2535.552715541079,4551.324813289904,2535.552715541079,,,,,,,3680.3647450356257,4689.620490374623,0.0,6.0,,,,,,6.0,,0.2495697135675332,1.0,0.5161248718080014,0.9976596002917391,0.37641472244936197,0.9032258064516127,0.5160589847429459,0.024780902631818494,0.3135292772250646,0.3741652943225351,0.42526682179447384,0.42526682179447384,0.4239876645217656,0.24717212075173645,0.20195175634236245,0.3333333333333333,,0.7435897435897436,0.7435897435897435,0.19088592510194718,0.19088592510194718,0.6666666666666667,1.2109069047024181,0.46320351366233886,11,2.074620986946188,0.871796234763538,2,0,0,0.41389681807589407,0.5426470692602773,9,0,0.0,0.5441515421297863,0.9049180935081804,2,4.69041575982343,0.664970302869755,6.0,3.327731092436975,0.6181994371491633,7,cmor,7.0,7.0,,1,0.5384615384615384,,,3,6.0,7
raw,gaus8,15.75936983649355,0.6236263736263736,360.10915208008055,-7.676028182885688,28,13,2617.9805884515063,,False,7.535845089893746,138340.77361430982,0.15799224547763552,5.95174753336545e-07,0.41883110962798525,4,4351.1149851556,471.5610577680784,10554.865335599778,"[5, 14, 20, 24]","[10554.865335599778, 1035.036024717625, 5342.997522536918, 471.5610577680784]","[0, 12, 12, 23]","[12, 15, 27, 27]",0.05,10,327202947.0979744,6635.28679763102,-6635.28679763102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032851,,,5258.28679763102,,0.0,2.0,0.0,401.5610577680784,,,3841.892762933378,,,,,,,,,,,0.0,,,,0.0,2.0,3841.892762933378,12821.4599406224,3841.8927629333775,,,,,,,9457.865335599778,5258.28679763102,0.0,11.0,,,,,,5.0,,0.17289208306789494,0.12744858002230514,0.5655686899426127,0.2794849778311281,0.7141936987888653,0.0967741935483874,0.6522560100257613,0.06301626790746345,,0.35770259962305645,0.6846243007068394,0.6846243007068394,0.6839223834786643,0.9264172476484718,0.6342461805516934,0.0,,1.0,0.5384615384615384,0.22215439851748908,0.22215439851748908,0.7000000000000001,1.886301702707852,0.7215596617117751,6,1.2511013397952693,0.525737204146689,11,0,0,0.5545256123510068,0.7270210478324042,6,1,0.11111111111111112,0.3283987570862468,0.5461235596426245,10,2.6299556396765835,0.8121460257373869,8.25,7.630057803468209,0.6114301557258364,8,gaus,8.125,8.5,4.189698250300543,8,0.625,1.0,0.26249999999999996,1,6.25,8
raw,gaus7,15.85593671523666,0.6868131868131868,436.72718618899063,-9.434669818775388,28,13,3042.712619968725,,False,7.671816478709048,161633.12823773487,0.16031586020906077,2.8804683582289806e-07,0.12050438414813144,3,4247.210031042927,339.77544407188225,11228.637784609786,"[9, 11, 21]","[11228.637784609786, 339.77544407188225, 1173.2168644471126]","[2, 10, 17]","[17, 17, 23]",0.05,10,403323892.32065904,6168.355562068998,-6168.355562068998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032851,,,4791.355562068998,,0.0,-7.5,0.0,269.77544407188225,,,3737.9878088207047,,,,,,,,,,,0.0,,,,0.0,-7.5,3737.9878088207047,8158.630093128781,3737.9878088207047,,,,,,,10131.637784609786,4791.355562068998,0.0,-7.5,,,,,,6.0,,0.2153537088661542,0.0,0.48447936275400094,0.5313399994731678,0.7261627516115261,0.4677419354838711,0.1565463457765947,0.081605150572272,,0.23978842575609322,0.6639952715356353,0.6639952715356353,0.663247441223452,0.5434483598740516,0.6846603810051893,0.3333333333333333,,0.05128205128205132,0.05128205128205121,0.19647989179930864,0.19647989179930864,0.06666666666666665,1.5188773270976654,0.5810102428201104,8,1.2664024785876888,0.532167041341415,10,0,0,0.36288825309106465,0.4757713478549617,10,1,0.11111111111111112,0.32734810126164277,0.5443763304387658,11,1.2583057392117916,0.9101210186277292,9.75,9.617486338797814,0.6068462235995788,9,gaus,8.125,8.5,4.189698250300543,8,0.625,1.0,0.26249999999999996,1,7.0,9
raw,gaus1,17.9724635788316,0.6071428571428571,1107.146844651838,-19.94191668600745,28,13,10891.314904749623,,False,7.538245417093201,1312405.8187176774,0.16122794647537267,1.0292669585089377e-06,0.042512176322870916,1,115.66704022856709,115.66704022856709,115.66704022856709,[15],[115.66704022856709],[2],[16],0.05,10,4851700064.820227,20781.630942172116,-20781.630942172116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,inu.32000013032851,,,19404.630942172116,,0.0,-8.5,0.0,45.66704022856709,,,393.55518199365514,,,,,,,,,,,0.0,,,,0.0,-8.5,393.55518199365514,4467.332959771433,404.7405332063516,,,,,,,981.3329597714329,19404.630942172116,0.0,-8.5,,,,,,8.0,,1.0,0.30758340982173,0.0,0.28393101948764043,0.988497230686272,0.0,0.02695188489507383,0.9999999999999999,,0.039269138751467536,0.0,0.0,0.0,0.2402736775796419,0.0,1.0,,0.0,0.0,0.9999999999999998,0.9999999999999998,0.0,0.9319175804152612,0.35648281136702004,12,1.4392699019915047,0.6048093069817317,7,0,0,0.27329523469425904,0.3583087660327116,13,1,0.11111111111111112,0.4453148875557839,0.7405538124188131,4,4.242640687119285,0.6969542366343369,9.0,7.231788079470198,0.527048546888597,11,gaus,8.125,8.5,4.189698250300543,8,0.625,1.0,0.26249999999999996,1,8.5,10
