wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
rbio3.1,1,periodization,1.4870395686113112e-26,315.909032201463,6682033.954289009,0.5865384615384616,377.9849410459661,207,smoothed,9.371833742277628e-14,-1.8674379820282663e-10,6.618794623022221,39211.7592631287,0.7384666931169789,0.00011826130089415468,1.0,434.59999999999997,,,,[],[],12,406.7166666666667,18.200000000000102,761.4,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.200000000000102, 545.4, 235.80000000000013, 476.1999999999998, 433.8, 761.4, 522.8, 566.1999999999999, 243.5999999999999, 233.80000000000007, 658.4, 185.0]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 206, 118, 143, 157, 164, 206, 206]",42883024.55999997,761.4,-761.4,0.0,,,,DWT,mdp.39015067403868,2.2351741790771484e-08,,0.0,23.5,11.0,0.0,37.0,,0.0,130.29927536231884,1477.000000000001,130.2992753623188,,0.0,130.29927536231884,,,13.600000000000101,0.0,37.0,0.0,0.0,,5.684341886080802e-14,1.605664705106429e-13,4.0847907839310854e-26,0.966926600134483,0.47769626369987706,0.032000467428221005,0.9333744247205782,0.06072372113674905,0.32591133866057687,0.9999999998570456,0.9999999998570456,0.9999999998570456,,9.889445523558741e-14,0.9999999997281337,0.0,,,,,1.0,,4.5298232838748907e-13,0.0,0.7297297297297298,0.0,0.0,0.0,1.9707463743068296,0.8833559587653363,188,1.232643583987718,0.6149523457140699,123,0,0.43254579054929504,0.7828684210735816,211,0,0.35296021101715275,0.5805222661266235,109,49.446098599046884,0.9481697079674561,157.75,146.18344985617117,0.8914066569187385,32,rbio,507.53333333333336,530.0,244.88354832206676,135,0.9247938111373954,0.7818054200865742,0.11810270617785093,5,25.25,32
db37,1,reflect,1.8323295257937906e-26,315.00222165163854,8717487.00015446,0.5321428571428571,119.45116510144733,207,smoothed,9.969051885658316e-14,-2.0681829582258632e-10,6.816530842390824,30867.166409976755,0.9775767430911076,0.00011826130089415474,1.0,434.6000000000002,,,,[],[],12,406.71666666666664,18.200000000000045,761.3999999999999,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.200000000000045, 545.4000000000002, 235.7999999999999, 476.1999999999998, 433.8000000000004, 761.3999999999999, 522.7999999999997, 566.1999999999999, 243.59999999999985, 233.79999999999978, 658.4000000000001, 185.00000000000017]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 206, 118, 143, 157, 164, 206, 206]",42883024.55999999,761.3999999999999,-761.3999999999999,0.0,,,,DWT,mdp.39015067403868,7.450580596923828e-09,,0.0,23.5,11.0,0.0,37.0,,1.1368683772161603e-13,130.29927536231878,1477.0000000000018,130.29927536231884,,0.0,130.29927536231878,,,13.600000000000044,0.0,37.0,1.1368683772161603e-13,1.1368683772161603e-13,,1.7053025658242404e-13,1.7439448322089596e-13,5.182662819892522e-26,0.9634643749837102,0.768913628932224,0.7566570252827922,0.1626770451770445,0.010385078189530099,0.325911338660219,0.9999999998570421,0.9999999998570421,0.9999999998570472,,2.966833657067622e-13,0.9999999997281382,6.717124060947382e-14,,,,,1.0,,1.5099410946249636e-13,0.0,0.7297297297297298,2.201666627402701e-13,2.201666627402701e-13,0.0,1.9707463743067923,0.8833559587653197,193,1.4100888014444162,0.7034778157917425,65,0,0.4325457905492982,0.7828684210735872,206,0,0.38029959322363943,0.6254880147226891,77,74.54025757937787,0.9218655580928953,135.25,104.14674737011377,0.8900470348116468,33,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,25.5,33
db31,1,antireflect,1.8777823954390613e-26,314.8958048180595,8314209.034220476,0.5298507462686567,116.81047872777044,207,smoothed,9.986214753671843e-14,-2.0573345249630418e-10,6.746194182211573,158916.11904258735,0.9954788502139977,0.00011826130089415455,1.0,434.5999999999999,,,,[],[],12,406.7166666666667,18.200000000000102,761.4000000000001,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.200000000000102, 545.4, 235.79999999999995, 476.1999999999998, 433.8000000000002, 761.4000000000001, 522.7999999999998, 566.1999999999999, 243.60000000000025, 233.80000000000018, 658.4000000000002, 185.00000000000006]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 206, 118, 143, 157, 164, 206, 206]",42883024.559999995,761.4000000000001,-761.4000000000001,0.0,,,,DWT,mdp.39015067403868,0.0,,0.0,23.5,11.0,0.0,37.0,,1.1368683772161603e-13,130.29927536231884,1477.000000000001,130.29927536231887,,0.0,130.29927536231884,,,13.600000000000101,0.0,37.0,1.1368683772161603e-13,1.1368683772161603e-13,,1.1368683772161603e-13,1.7479187295137534e-13,5.327183196172597e-26,0.9630580728760051,0.665324833100838,0.6130830807764683,0.1302015563209583,0.7828386442018742,0.32591133866057687,0.9999999998570456,0.9999999998570456,0.999999999857049,,1.9778891047117482e-13,0.9999999997281337,6.717124060947382e-14,,,,,1.0,,0.0,0.0,0.7297297297297298,2.201666627402701e-13,2.201666627402701e-13,0.0,1.9707463743067755,0.8833559587653121,197,1.5822548808734416,0.7893695818890939,35,0,0.4325457905493062,0.7828684210736018,198,0,0.4506437410394742,0.7411847500037376,35,93.82030697029295,0.9016558627145776,116.25,59.46230821999848,0.889900258401314,34,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,26.25,34
db38,1,reflect,2.353009734986537e-26,313.9160202099266,8761641.640133848,0.5283687943262412,120.01063572795888,207,smoothed,1.114041762758166e-13,-2.0403010392300326e-10,6.829803966324378,30648.93072628092,0.9771544954065897,0.00011826130089415474,1.0,434.59999999999997,,,,[],[],12,406.7166666666667,18.200000000000045,761.3999999999999,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.200000000000045, 545.3999999999999, 235.79999999999995, 476.2000000000003, 433.79999999999995, 761.3999999999999, 522.8000000000001, 566.2000000000004, 243.60000000000025, 233.79999999999978, 658.4000000000003, 185.00000000000023]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 206, 118, 143, 157, 164, 206, 206]",42883024.559999995,761.3999999999997,-761.3999999999997,0.0,,,,DWT,mdp.39015067403868,0.0,,0.0,23.5,11.0,0.0,37.0,,2.2737367544323206e-13,130.29927536231884,1477.000000000001,130.29927536231892,,0.0,130.29927536231884,,,13.600000000000044,0.0,37.0,1.1368683772161603e-13,2.2737367544323206e-13,,5.684341886080802e-14,2.0151633232611652e-13,6.838199650490713e-26,0.959317230962251,0.788461712700967,0.7723768422963881,0.1092047038855549,0.009068574394409959,0.325911338660219,0.9999999998570456,0.9999999998570456,0.9999999998570525,,9.889445523558741e-14,0.9999999997281337,6.717124060947382e-14,,,,,1.0,,0.0,0.0,0.7297297297297298,4.403333254805402e-13,4.403333254805402e-13,0.0,1.970746374306708,0.8833559587652818,211,1.4033189273880746,0.7001003999797298,67,0,0.43254579054930536,0.7828684210736002,200,0,0.376918437748539,0.619926945862051,82,76.01315675591957,0.9203216386206294,140.0,108.51921532760876,0.8867855572558074,35,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,27.0,35
db21,1,periodic,1.35423904036181e-26,316.31530415358446,7573376.56835648,0.5403225806451613,107.58467708544211,207,smoothed,8.292668752436871e-14,-2.016977695973312e-10,6.616169367208567,32141.000369770634,0.9792004083799476,0.00011826130089415468,1.0,434.59999999999997,,,,[],[],12,406.7166666666667,18.199999999999932,761.3999999999996,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.199999999999932, 545.4000000000003, 235.79999999999995, 476.1999999999998, 433.80000000000024, 761.3999999999996, 522.8, 566.2, 243.60000000000025, 233.80000000000007, 658.3999999999997, 184.99999999999994]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 206, 118, 143, 157, 164, 206, 206]",42883024.55999999,761.3999999999996,-761.3999999999996,0.0,,,,DWT,mdp.39015067403868,7.450580596923828e-09,,0.0,23.5,11.0,0.0,37.0,,3.410605131648481e-13,130.29927536231884,1477.000000000001,130.29927536231887,,0.0,130.29927536231884,,,13.59999999999993,0.0,37.0,3.410605131648481e-13,3.410605131648481e-13,,5.684341886080802e-14,1.3557944129631805e-13,3.6625428056935295e-26,0.9684777565154501,0.47382990030143446,0.3493338846206539,0.2785704438930234,0.018069464235026065,0.32591133865950334,0.9999999998570456,0.9999999998570456,0.999999999857049,,9.889445523558741e-14,0.9999999997281337,2.0151372182842146e-13,,,,,1.0,,1.5099410946249636e-13,0.0,0.7297297297297298,6.604999882208103e-13,6.604999882208103e-13,0.0,1.9707463743067226,0.8833559587652884,206,1.1113245096215747,0.5544275919811508,185,0,0.4325457905493058,0.782868421073601,199,0,0.298325921366532,0.49066391766066747,220,14.571661996262929,0.9847257211779215,202.5,201.71096778795425,0.8862307851172626,36,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,27.75,36
db38,1,periodic,2.676462522922839e-26,313.3566457838866,8417316.958801525,0.5319148936170213,119.90532822440069,207,smoothed,1.1608963924350996e-13,-2.0307060477620118e-10,6.829444643887188,30166.115509779465,0.9757558229661515,0.00011826130089415475,1.0,434.59999999999997,,,,[],[],12,406.71666666666675,18.19999999999999,761.3999999999997,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.19999999999999, 545.4000000000005, 235.80000000000013, 476.2000000000003, 433.79999999999995, 761.3999999999997, 522.8000000000001, 566.2000000000004, 243.6000000000002, 233.79999999999984, 658.3999999999999, 185.00000000000034]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 206, 118, 143, 157, 164, 206, 206]",42883024.55999999,761.3999999999997,-761.3999999999997,0.0,,,,DWT,mdp.39015067403868,7.450580596923828e-09,,0.0,23.5,11.0,0.0,37.0,,2.2737367544323206e-13,130.2992753623189,1477.0,130.29927536231895,,0.0,130.2992753623189,,,13.599999999999987,0.0,37.0,2.2737367544323206e-13,2.2737367544323206e-13,,5.684341886080802e-14,2.1236507196820473e-13,7.866638976460917e-26,0.9571815255418523,0.7879325181317497,0.6497912887433402,0.15944717221312887,0.006155998164430014,0.32591133865986116,0.9999999998570489,0.9999999998570489,0.9999999998570541,,9.889445523558741e-14,0.9999999997281291,1.3434248121894764e-13,,,,,1.0,,1.5099410946249636e-13,0.0,0.7297297297297298,4.403333254805402e-13,4.403333254805402e-13,0.0,1.9707463743067097,0.8833559587652826,208,1.3594120869137438,0.6781957595034993,87,0,0.4325457905492957,0.7828684210735828,208,0,0.3657869289706734,0.601618681929092,98,66.83499582304668,0.9299423523867435,150.25,127.73953756392712,0.8862237967384452,37,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,28.5,37
db26,1,periodic,1.4880345242216128e-26,315.9061273746659,7904918.673097226,0.5426356589147286,104.90348878652647,207,smoothed,8.590498146434149e-14,-2.133704990470167e-10,6.685512645673244,31645.740373271423,0.9784152940587043,0.00011826130089415468,1.0,434.6000000000001,,,,[],[],12,406.7166666666667,18.200000000000045,761.3999999999999,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.200000000000045, 545.4, 235.80000000000018, 476.20000000000016, 433.8000000000003, 761.3999999999999, 522.7999999999997, 566.2000000000002, 243.60000000000008, 233.79999999999995, 658.3999999999997, 185.00000000000006]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 206, 118, 143, 157, 164, 206, 206]",42883024.56,761.3999999999999,-761.3999999999999,0.0,,,,DWT,mdp.39015067403868,7.450580596923828e-09,,0.0,23.5,11.0,0.0,37.0,,1.1368683772161603e-13,130.29927536231884,1477.000000000001,130.29927536231887,,0.0,130.29927536231884,,,13.600000000000044,0.0,37.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,1.42475394963044e-13,4.0879543104653825e-26,0.9669155094337876,0.575955686439847,0.4673686193905414,0.3113430066918427,0.015081815038888495,0.325911338660219,0.9999999998570456,0.9999999998570456,0.999999999857049,,9.889445523558741e-14,0.9999999997281337,6.717124060947382e-14,,,,,1.0,,1.5099410946249636e-13,0.0,0.7297297297297298,2.201666627402701e-13,2.201666627402701e-13,0.0,1.9707463743066937,0.8833559587652755,212,1.232381387267802,0.6148215386502557,124,0,0.4325457905492844,0.7828684210735622,216,0,0.33380923385643574,0.5490241869866539,132,49.78620960332958,0.9478131974807866,171.0,160.08398347395507,0.8842839572309593,38,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,29.25,38
db32,1,smooth,2.278181514473515e-26,314.05637421353333,6743484.603041754,0.5814814814814815,55.65925629466078,207,smoothed,1.092416549061121e-13,-2.0991894889022e-10,6.359178834731371,55907.48997530865,0.990547973427967,0.00011826130089415468,1.0,434.6000000000001,,,,[],[],12,406.71666666666675,18.200000000000216,761.3999999999997,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.200000000000216, 545.4, 235.8000000000004, 476.1999999999999, 433.8000000000004, 761.3999999999997, 522.8000000000002, 566.2000000000003, 243.60000000000053, 233.79999999999973, 658.4000000000001, 184.99999999999994]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 204, 118, 143, 157, 164, 204, 204]",42883024.56,761.3999999999997,-761.3999999999997,0.0,,,,DWT,mdp.39015067403868,7.450580596923828e-09,,0.0,37.0,11.0,0.0,37.0,,2.2737367544323206e-13,130.2992753623189,1477.0,130.29927536231895,,0.0,130.2992753623189,,,13.600000000000215,0.0,37.0,2.2737367544323206e-13,2.2737367544323206e-13,,5.684341886080802e-14,1.9650922172207614e-13,6.600278421989452e-26,0.959853106026114,0.0953453414449904,0.05387796329753042,0.8617252295030067,0.16144048969015917,0.3259113386612925,0.9999999998570489,0.9999999998570489,0.9999999998570541,,9.889445523558741e-14,0.9999999997281291,1.3434248121894764e-13,,,,,1.0,,1.5099410946249636e-13,0.7297297297297298,0.7297297297297298,4.403333254805402e-13,4.403333254805402e-13,0.0,2.0437193472801116,0.9160649421967754,12,1.0597898036642541,0.5287174931936208,219,0,0.4846693426729501,0.8772072953462279,15,0,0.30460601856599956,0.50099294666715,198,112.91589790636215,0.8816395200142955,111.0,25.060032074899226,0.882643659378217,39,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,30.0,39
db32,1,constant,2.278181514473515e-26,314.05637421353333,6743484.603041754,0.5814814814814815,55.65925629466078,207,smoothed,1.092416549061121e-13,-2.0991894889022e-10,6.359178834731371,55907.48997530865,0.990547973427967,0.00011826130089415468,1.0,434.6000000000001,,,,[],[],12,406.71666666666675,18.200000000000216,761.3999999999997,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.200000000000216, 545.4, 235.8000000000004, 476.1999999999999, 433.8000000000004, 761.3999999999997, 522.8000000000002, 566.2000000000003, 243.60000000000053, 233.79999999999973, 658.4000000000001, 184.99999999999994]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 204, 118, 143, 157, 164, 204, 204]",42883024.56,761.3999999999997,-761.3999999999997,0.0,,,,DWT,mdp.39015067403868,7.450580596923828e-09,,0.0,37.0,11.0,0.0,37.0,,2.2737367544323206e-13,130.2992753623189,1477.0,130.29927536231895,,0.0,130.2992753623189,,,13.600000000000215,0.0,37.0,2.2737367544323206e-13,2.2737367544323206e-13,,5.684341886080802e-14,1.9650922172207614e-13,6.600278421989452e-26,0.959853106026114,0.0953453414449904,0.05387796329753042,0.8617252295030067,0.16144048969015917,0.3259113386612925,0.9999999998570489,0.9999999998570489,0.9999999998570541,,9.889445523558741e-14,0.9999999997281291,1.3434248121894764e-13,,,,,1.0,,1.5099410946249636e-13,0.7297297297297298,0.7297297297297298,4.403333254805402e-13,4.403333254805402e-13,0.0,2.0437193472801116,0.9160649421967754,11,1.0597898036642541,0.5287174931936208,221,0,0.4846693426729501,0.8772072953462279,16,0,0.30460601856599956,0.50099294666715,197,113.31482692039908,0.8812213554293511,111.25,24.538353827296692,0.8823035498320759,40,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,30.75,40
db32,1,zero,2.278181514473515e-26,314.05637421353333,6743484.603041754,0.5814814814814815,55.65925629466078,207,smoothed,1.092416549061121e-13,-2.0991894889022e-10,6.359178834731371,55907.48997530865,0.990547973427967,0.00011826130089415468,1.0,434.6000000000001,,,,[],[],12,406.71666666666675,18.200000000000216,761.3999999999997,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.200000000000216, 545.4, 235.8000000000004, 476.1999999999999, 433.8000000000004, 761.3999999999997, 522.8000000000002, 566.2000000000003, 243.60000000000053, 233.79999999999973, 658.4000000000001, 184.99999999999994]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 204, 118, 143, 157, 164, 204, 204]",42883024.56,761.3999999999997,-761.3999999999997,0.0,,,,DWT,mdp.39015067403868,7.450580596923828e-09,,0.0,37.0,11.0,0.0,37.0,,2.2737367544323206e-13,130.2992753623189,1477.0,130.29927536231895,,0.0,130.2992753623189,,,13.600000000000215,0.0,37.0,2.2737367544323206e-13,2.2737367544323206e-13,,5.684341886080802e-14,1.9650922172207614e-13,6.600278421989452e-26,0.959853106026114,0.0953453414449904,0.05387796329753042,0.8617252295030067,0.16144048969015917,0.3259113386612925,0.9999999998570489,0.9999999998570489,0.9999999998570541,,9.889445523558741e-14,0.9999999997281291,1.3434248121894764e-13,,,,,1.0,,1.5099410946249636e-13,0.7297297297297298,0.7297297297297298,4.403333254805402e-13,4.403333254805402e-13,0.0,2.0437193472801116,0.9160649421967754,10,1.0597898036642541,0.5287174931936208,220,0,0.4846693426729501,0.8772072953462279,14,0,0.30460601856599956,0.50099294666715,199,114.36017663505072,0.8801256010114772,110.75,22.099551100614757,0.8820177271304765,41,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,31.5,41
db18,1,antireflect,9.700062345932408e-27,317.76451219308245,7662040.670412834,0.5289256198347108,101.7464775074342,207,smoothed,7.075392338577329e-14,-2.0030643810287092e-10,6.579764744856186,120251.66313790652,0.9946722780746096,0.00011826130089415466,1.0,434.59999999999997,,,,[],[],12,406.71666666666664,18.200000000000045,761.3999999999999,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.200000000000045, 545.4, 235.8, 476.2000000000001, 433.80000000000007, 761.3999999999999, 522.7999999999998, 566.2, 243.59999999999968, 233.79999999999984, 658.3999999999999, 185.00000000000006]","[0, 0, 31, 31, 72, 0, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 204, 118, 143, 157, 164, 204, 204]",42883024.55999999,761.3999999999999,-761.3999999999999,0.0,,,,DWT,mdp.39015067403868,7.450580596923828e-09,,0.0,37.0,11.0,0.0,37.0,,1.1368683772161603e-13,130.29927536231878,1477.0000000000018,130.29927536231878,,0.0,130.29927536231878,,,13.600000000000044,0.0,23.5,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,1.0739457466206481e-13,2.4408494318275176e-26,0.9740108687228713,0.4202147445267791,0.3808998414634975,0.11709401709401668,0.5495958395755163,0.325911338660219,0.9999999998570421,0.9999999998570421,0.9999999998570439,,9.889445523558741e-14,0.9999999997281382,6.717124060947382e-14,,,,,1.0,,1.5099410946249636e-13,0.7297297297297298,0.0,2.201666627402701e-13,2.201666627402701e-13,0.0,1.9707463743066924,0.8833559587652748,217,1.2516397568967064,0.6244293277401158,117,0,0.4325457905492838,0.7828684210735612,221,0,0.34883075876896985,0.5737304553158,115,59.49509783727283,0.9376361657890222,167.5,151.65392330149146,0.8810298229364398,42,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,32.25,42
db32,1,periodic,2.2724716096701687e-26,314.06727278735127,8229315.780744945,0.5370370370370371,112.6682485829114,207,smoothed,1.0857659377058784e-13,-2.0960151392301917e-10,6.766189877332848,30719.90561155435,0.976558358476281,0.00011826130089415468,1.0,434.6000000000001,,,,[],[],12,406.7166666666667,18.19999999999999,761.3999999999997,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.19999999999999, 545.3999999999997, 235.80000000000047, 476.1999999999998, 433.8000000000004, 761.3999999999997, 522.8000000000002, 566.2000000000003, 243.60000000000048, 233.79999999999995, 658.4, 184.99999999999977]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 206, 118, 143, 157, 164, 206, 206]",42883024.559999995,761.3999999999997,-761.3999999999997,0.0,,,,DWT,mdp.39015067403868,0.0,,0.0,23.5,11.0,0.0,37.0,,2.2737367544323206e-13,130.29927536231884,1477.000000000001,130.29927536231892,,0.0,130.29927536231884,,,13.599999999999987,0.0,37.0,2.2737367544323206e-13,2.2737367544323206e-13,,5.684341886080802e-14,1.9496933651646831e-13,6.582123405658401e-26,0.9598947170510268,0.6947736294205049,0.5828596113755827,0.232019626464071,0.009496729424963608,0.32591133865986116,0.9999999998570456,0.9999999998570456,0.9999999998570525,,9.889445523558741e-14,0.9999999997281337,1.3434248121894764e-13,,,,,1.0,,0.0,0.0,0.7297297297297298,4.403333254805402e-13,4.403333254805402e-13,0.0,1.9707463743066342,0.8833559587652489,228,1.3113599929843323,0.6542230976065637,101,0,0.4325457905492846,0.7828684210735627,214,0,0.3541491876766206,0.5824778050320907,108,67.56416703154615,0.9291780219795114,162.75,141.74790743161398,0.8792902688513909,44,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,33.75,43
coif8,1,periodic,2.778072380622002e-26,313.1948218818605,7874355.119569293,0.5354330708661418,102.42321022563665,207,smoothed,1.2037177481288556e-13,-2.2654338405203614e-10,6.659680845521157,32162.94787447388,0.9798829434933349,0.00011826130089415455,1.0,434.6000000000002,,,,[],[],12,406.71666666666675,18.199999999999932,761.4000000000001,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.199999999999932, 545.3999999999999, 235.79999999999978, 476.2000000000003, 433.8000000000005, 761.4000000000001, 522.8, 566.2000000000003, 243.60000000000014, 233.80000000000024, 658.4000000000002, 184.9999999999999]","[0, 0, 31, 31, 72, 0, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 204, 118, 143, 157, 164, 204, 204]",42883024.56000002,761.4000000000001,-761.4000000000001,0.0,,,,DWT,mdp.39015067403868,2.2351741790771484e-08,,0.0,37.0,11.0,0.0,37.0,,1.1368683772161603e-13,130.2992753623189,1477.0,130.29927536231892,,0.0,130.2992753623189,,,13.59999999999993,0.0,23.5,1.1368683772161603e-13,1.1368683772161603e-13,,1.7053025658242404e-13,2.222799457436667e-13,8.189714174639872e-26,0.9565636778737815,0.5379117266457326,0.4564874646813506,0.2092940305538731,0.018201862258786065,0.32591133865950334,0.9999999998570489,0.9999999998570489,0.9999999998570525,,2.966833657067622e-13,0.9999999997281291,6.717124060947382e-14,,,,,1.0,,4.5298232838748907e-13,0.7297297297297298,0.0,2.201666627402701e-13,2.201666627402701e-13,0.0,1.9707463743067297,0.8833559587652916,203,1.162136159512941,0.5797769660388257,163,0,0.4325457905492694,0.7828684210735352,238,0,0.3112083945733924,0.5118520354879165,182,32.129944496269104,0.9663208128969926,196.5,192.70362537963385,0.8801729850648485,43,coif,521.0196078431372,632.0,313.2282560729104,153,0.9493676122709169,1.0,0.035442671410358145,7,34.0,44
