wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,max_autocorrelation_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
db18,1,smooth,2.7126296994199858e-27,328.37235734214,290664472.04353684,0.6132075471698113,156.32211229320464,72,smoothed,3.602056924339395e-14,,3.515903515415987,7286316.186167018,0.9996864915555493,1.7301438122999383e-05,0.9999999999999998,15,321.5146161596673,1.0994168971208964,978.9356657448495,"[2, 6, 15, 21, 27, 29, 34, 40, 42, 44, 46, 50, 54, 62, 66]","[35.766083563787475, 534.7368319506077, 978.9356657448495, 580.0350826419706, 1.0994168971208964, 412.03508264197063, 122.03508264197056, 521.6023324115165, 76.0994168971208, 66.09941689712085, 271.169582181062, 21.865500460908493, 327.6315840246963, 836.3742470040947, 37.233916436212155]","[0, 0, 11, 18, 26, 26, 31, 36, 41, 41, 41, 49, 49, 49, 65]","[3, 11, 71, 71, 28, 49, 36, 49, 43, 45, 49, 52, 57, 71, 71]",0.05,30,4725329.370660969,790.4830035514965,-790.4830035514965,DWT,mdp.39015038717792,0.0,0.0,410.5169964485035,0.0,37.0,0.0,32.5,38.00919336414222,210.6140909383239,50.05146372910217,410.5169964485035,0.0,50.5,24875380.851561256,0.0,0.0,12.900583102879104,0.0,0.927161678480957,0.4148722921481246,0.8344959766380389,0.25741014899045556,0.8713361703441651,,0.8128608626740632,0.4064304313370316,0.8128608626740632,195,1.6324796692155044,1.0,1,0,0,0.8128608626740632,0.8128608626740632,132,0,0,0.6610552533203483,1.0,1,97.28095051618962,0.8498750763639049,82.25,1.9873762232902887,0.861473032009113,1,db,257.91358024691357,275.5,137.27627287311708,162,0.5047748996197989,0.6907488096970869,0.43943292735701467,3,1.5
db17,1,smooth,3.452800356546523e-27,327.3245477871274,250288411.2777626,0.625,146.85670077544313,72,smoothed,3.969664103604172e-14,,3.44306305007683,6338635.654369531,0.9996280905730097,1.7301438122999386e-05,1.0,15,321.51461615966736,1.099416897121003,978.9356657448495,"[2, 6, 15, 21, 27, 29, 34, 40, 42, 44, 46, 50, 54, 62, 66]","[35.76608356378776, 534.7368319506079, 978.9356657448495, 580.0350826419705, 1.099416897121003, 412.0350826419705, 122.0350826419706, 521.6023324115164, 76.09941689712089, 66.09941689712085, 271.16958218106197, 21.865500460908493, 327.6315840246963, 836.3742470040945, 37.233916436212155]","[0, 0, 11, 18, 26, 26, 31, 36, 41, 41, 41, 49, 49, 49, 65]","[3, 11, 71, 71, 28, 49, 36, 49, 43, 45, 49, 52, 57, 71, 71]",0.05,30,4725329.370660968,790.4830035514963,-790.4830035514963,DWT,mdp.39015038717792,5.684341886080802e-14,0.0,410.51699644850373,0.0,37.0,0.0,32.5,38.00919336414216,210.614090938323,50.05146372910218,410.51699644850373,0.0,50.5,24875380.851561256,0.0,0.0,12.900583102878997,0.0,0.9165236321975914,0.3913279709181814,0.7182399875729543,0.31552587646076785,0.7573108496461928,,0.8128608626740632,0.4064304313370316,0.8128608626740632,186,1.5338328490069069,0.9395724050542065,2,0,0,0.8128608626740632,0.8128608626740632,153,0,0,0.6197856633591377,0.937570135395004,2,97.64007032634365,0.849320879126013,85.75,3.952911761641838,0.8584953161062163,2,db,257.91358024691357,275.5,137.27627287311708,162,0.5047748996197989,0.6907488096970869,0.43943292735701467,3,2.25
rbio3.5,1,antisymmetric,9.418999208338881e-28,332.96621486166885,1565177.9846946876,0.6951219512195121,211.9495267395678,72,smoothed,1.9490581987863858e-14,,4.221088023648943,80086.46747729914,0.5189832956409403,1.7301438122999383e-05,0.9999999999999998,15,321.5146161596673,1.0994168971209604,978.9356657448495,"[2, 6, 15, 21, 27, 29, 34, 40, 42, 44, 46, 50, 54, 62, 66]","[35.76608356378762, 534.7368319506078, 978.9356657448495, 580.0350826419706, 1.0994168971209604, 412.03508264197046, 122.03508264197052, 521.6023324115164, 76.09941689712083, 66.09941689712096, 271.16958218106197, 21.865500460908493, 327.6315840246962, 836.3742470040945, 37.233916436212155]","[0, 0, 11, 18, 26, 26, 31, 36, 41, 41, 41, 49, 49, 49, 65]","[3, 11, 71, 71, 28, 49, 36, 49, 43, 45, 49, 52, 57, 71, 71]",0.05,30,4725329.370660969,790.4830035514965,-790.4830035514965,DWT,mdp.39015038717792,0.0,0.0,410.5169964485035,0.0,37.0,0.0,32.5,38.00919336414222,210.6140909383239,50.05146372910218,410.5169964485035,0.0,50.5,24875380.851561256,0.0,0.0,12.90058310287904,0.0,0.9738015174461102,0.6428100258090707,0.002083806372077762,0.6611018363939898,0.004279575714820415,,0.8128608626740632,0.4064304313370316,0.8128608626740632,138,1.1728803914017645,0.7184655426461743,95,0,0,0.8128608626740632,0.8128608626740632,283,0,0,0.45681535234721377,0.6910395917023904,78,93.15399436774929,0.8562438358522387,148.5,117.2100228919703,0.813538584592786,3,rbio,216.6074074074074,129.0,198.73544615055746,135,0.4239326297836052,1.0,0.4032471591514763,4,3.25
rbio3.5,1,periodization,1.2803869875824705e-27,331.63284994749694,921707.7304613568,0.6388888888888888,189.14030517199748,72,smoothed,2.2204460492503118e-14,,4.916646878505574,62809.806840362304,0.7573608781417505,1.7301438122999386e-05,0.9999999999999998,15,321.5146161596673,1.09941689712101,978.9356657448495,"[2, 6, 15, 21, 27, 29, 34, 40, 42, 44, 46, 50, 54, 62, 66]","[35.76608356378761, 534.7368319506078, 978.9356657448495, 580.0350826419706, 1.09941689712101, 412.0350826419705, 122.03508264197055, 521.6023324115164, 76.09941689712079, 66.09941689712095, 271.169582181062, 21.865500460908493, 327.6315840246961, 836.3742470040947, 37.23391643621221]","[0, 0, 11, 18, 26, 26, 31, 36, 41, 41, 41, 49, 49, 49, 65]","[3, 11, 71, 71, 28, 49, 36, 49, 43, 45, 49, 52, 57, 71, 71]",0.05,30,4725329.370660968,790.4830035514965,-790.4830035514965,DWT,mdp.39015038717792,0.0,0.0,410.5169964485035,0.0,37.0,0.0,32.5,38.00919336414222,210.6140909383239,50.05146372910218,410.5169964485035,0.0,50.5,24875380.851561256,0.0,0.0,12.90058310287899,0.0,0.9602643268357359,0.8676364466292068,0.00023104338774845336,0.38397328881469084,0.002200840630983395,,0.8128608626740632,0.4064304313370316,0.8128608626740632,140,1.1645619928881885,0.7133699823948338,107,0,0,0.8128608626740632,0.8128608626740632,295,0,0,0.4428611892596731,0.669930670749941,115,88.29260067147945,0.8637459866180872,164.25,139.98674358828686,0.8051368821979326,4,rbio,216.6074074074074,129.0,198.73544615055746,135,0.4239326297836052,1.0,0.4032471591514763,4,4.0
db17,1,periodic,3.434798988945438e-27,327.3472492017271,1393959.836170522,0.625,162.68588016332643,72,smoothed,3.79819632535651e-14,,5.293901328839397,70876.17055138436,0.930918944481366,1.7301438122999386e-05,1.0,15,321.5146161596673,1.099416897121003,978.9356657448498,"[2, 6, 15, 21, 27, 29, 34, 40, 42, 44, 46, 50, 54, 62, 66]","[35.766083563787646, 534.7368319506077, 978.9356657448498, 580.0350826419703, 1.099416897121003, 412.0350826419706, 122.0350826419706, 521.6023324115164, 76.09941689712089, 66.09941689712085, 271.16958218106197, 21.865500460908493, 327.6315840246963, 836.3742470040945, 37.23391643621227]","[0, 0, 11, 18, 26, 26, 31, 36, 41, 41, 41, 49, 49, 49, 65]","[3, 11, 71, 71, 28, 49, 36, 49, 43, 45, 49, 52, 57, 71, 71]",0.05,30,4725329.370660968,790.4830035514965,-790.4830035514965,DWT,mdp.39015038717792,0.0,2.2737367544323206e-13,410.5169964485035,0.0,37.0,0.0,32.5,38.00919336414222,210.6140909383239,50.05146372910217,410.5169964485035,0.0,50.5,24875380.851561256,0.0,0.0,12.900583102878997,0.0,0.9167541117709584,0.9895769081944666,0.0015908128797695047,0.31552587646076785,0.0031713889098123694,,0.8128608626740632,0.4064304313370316,0.8128608626740632,187,1.1731152337479251,0.7186093988611025,94,0,0,0.8128608626740632,0.8128608626740632,282,0,0,0.445323819643155,0.6736559726382666,105,87.1741551913945,0.8654719827293295,167.0,137.66614455135377,0.8038779666733067,5,db,257.91358024691357,275.5,137.27627287311708,162,0.5047748996197989,0.6907488096970869,0.43943292735701467,3,4.5
rbio3.9,1,symmetric,9.830959903287631e-28,332.78030321776976,1087949.4761474403,0.6444444444444445,174.6418286047645,72,smoothed,1.9737298215558338e-14,,4.8931137051227855,59058.5116601084,0.9071517792912105,1.7301438122999386e-05,0.9999999999999998,15,321.5146161596673,1.099416897120932,978.9356657448495,"[2, 6, 15, 21, 27, 29, 34, 40, 42, 44, 46, 50, 54, 62, 66]","[35.7660835637876, 534.7368319506078, 978.9356657448495, 580.0350826419706, 1.099416897120932, 412.03508264197046, 122.03508264197053, 521.6023324115164, 76.09941689712083, 66.09941689712092, 271.169582181062, 21.865500460908436, 327.6315840246963, 836.3742470040945, 37.23391643621221]","[0, 0, 11, 18, 26, 26, 31, 36, 41, 41, 41, 49, 49, 49, 65]","[3, 11, 71, 71, 28, 49, 36, 49, 43, 45, 49, 52, 57, 71, 71]",0.05,30,4725329.370660969,790.4830035514965,-790.4830035514965,DWT,mdp.39015038717792,0.0,0.0,410.5169964485035,0.0,37.0,0.0,32.5,38.00919336414222,210.6140909383239,50.05146372910218,410.5169964485035,0.0,50.5,24875380.851561256,0.0,0.0,12.900583102879068,0.0,0.971914021132535,0.8600297874583124,0.0007097081757959434,0.4113522537562606,0.0017494832150513602,,0.8128608626740632,0.4064304313370316,0.8128608626740632,126,1.1787588552850998,0.7220664842040929,86,0,0,0.8128608626740632,0.8128608626740632,303,0,0,0.44915105074759104,0.6794455508697573,99,101.04949282406122,0.8440594246542266,153.5,121.3380368283661,0.8035883543024219,6,rbio,216.6074074074074,129.0,198.73544615055746,135,0.4239326297836052,1.0,0.4032471591514763,4,5.5
db4,1,antisymmetric,1.5093538653228692e-27,330.9183517528192,1210343.2582027882,0.6794871794871795,184.72167102161896,72,smoothed,2.1908401019269747e-14,,4.457552430301274,68641.99829664762,0.7153516847145174,1.7301438122999386e-05,0.9999999999999998,15,321.51461615966736,1.0994168971209248,978.9356657448498,"[2, 6, 15, 21, 27, 29, 34, 40, 42, 44, 46, 50, 54, 62, 66]","[35.766083563787646, 534.7368319506079, 978.9356657448498, 580.0350826419707, 1.0994168971209248, 412.0350826419706, 122.03508264197058, 521.6023324115165, 76.09941689712082, 66.09941689712088, 271.169582181062, 21.865500460908493, 327.6315840246963, 836.3742470040946, 37.23391643621221]","[0, 0, 11, 18, 26, 26, 31, 36, 41, 41, 41, 49, 49, 49, 65]","[3, 11, 71, 71, 28, 49, 36, 49, 43, 45, 49, 52, 57, 71, 71]",0.05,30,4725329.37066097,790.4830035514966,-790.4830035514966,DWT,mdp.39015038717792,5.684341886080802e-14,2.2737367544323206e-13,410.5169964485034,0.0,37.0,0.0,32.5,38.00919336414216,210.614090938323,50.05146372910213,410.5169964485034,0.0,50.5,24875380.851561256,0.0,0.0,12.900583102879075,0.0,0.9530102749634263,0.7192427328730313,0.0010621202219042766,0.5840503403107745,0.0029025723632091853,,0.8128608626740632,0.4064304313370316,0.8128608626740632,170,1.166739756595117,0.7147040043419342,104,0,0,0.8128608626740632,0.8128608626740632,292,0,0,0.4520536081464691,0.6838363448076303,94,91.13360156020025,0.8593617259873453,165.0,135.31482516281366,0.8023660481788578,7,db,257.91358024691357,275.5,137.27627287311708,162,0.5047748996197989,0.6907488096970869,0.43943292735701467,3,6.0
rbio2.6,1,zero,8.226942729338241e-28,333.5538777252308,905115.0737418588,0.6547619047619048,143.164376644053,72,smoothed,1.6628673746607893e-14,,4.7989756499089555,51613.8509091869,0.8100313863273605,1.7301438122999386e-05,0.9999999999999998,15,321.51461615966736,1.0994168971209248,978.9356657448495,"[2, 6, 15, 21, 27, 29, 34, 40, 42, 44, 46, 50, 54, 62, 66]","[35.76608356378763, 534.7368319506079, 978.9356657448495, 580.0350826419706, 1.0994168971209248, 412.0350826419705, 122.0350826419706, 521.6023324115165, 76.0994168971208, 66.09941689712099, 271.169582181062, 21.86550046090855, 327.63158402469634, 836.3742470040947, 37.23391643621227]","[0, 0, 11, 18, 26, 26, 31, 36, 41, 41, 41, 49, 49, 49, 65]","[3, 11, 71, 71, 28, 49, 36, 49, 43, 45, 49, 52, 57, 71, 71]",0.05,30,4725329.37066097,790.4830035514965,-790.4830035514965,DWT,mdp.39015038717792,5.684341886080802e-14,0.0,410.5169964485035,0.0,37.0,0.0,32.5,38.00919336414216,210.614090938323,50.05146372910215,410.5169964485035,0.0,50.5,24875380.851561256,0.0,0.0,12.900583102879075,0.0,0.9797678542786772,0.8296014177108576,0.00018326765922127065,0.46219890293346055,0.0008537384982095532,,0.8128608626740632,0.4064304313370316,0.8128608626740632,136,1.1879741118249136,0.7277114283425044,80,0,0,0.8128608626740632,0.8128608626740632,309,0,0,0.45452103621608525,0.6875689043133943,83,107.78064142816494,0.8336718496478936,152.0,113.8388807340797,0.7995519742066629,8,rbio,216.6074074074074,129.0,198.73544615055746,135,0.4239326297836052,1.0,0.4032471591514763,4,7.0
rbio2.6,1,periodization,1.1566673022803086e-27,332.07417787836647,904746.3085104023,0.6527777777777778,161.78927349765155,72,smoothed,2.1464311809419685e-14,,4.769522465932518,59802.81251456495,0.8513087757601041,1.7301438122999383e-05,0.9999999999999998,15,321.51461615966736,1.099416897120932,978.9356657448498,"[2, 6, 15, 21, 27, 29, 34, 40, 42, 44, 46, 50, 54, 62, 66]","[35.76608356378762, 534.7368319506079, 978.9356657448498, 580.0350826419706, 1.099416897120932, 412.0350826419706, 122.0350826419706, 521.6023324115165, 76.0994168971208, 66.09941689712096, 271.169582181062, 21.86550046090855, 327.63158402469634, 836.3742470040947, 37.23391643621227]","[0, 0, 11, 18, 26, 26, 31, 36, 41, 41, 41, 49, 49, 49, 65]","[3, 11, 71, 71, 28, 49, 36, 49, 43, 45, 49, 52, 57, 71, 71]",0.05,30,4725329.37066097,790.4830035514966,-790.4830035514966,DWT,mdp.39015038717792,5.684341886080802e-14,2.2737367544323206e-13,410.5169964485034,0.0,37.0,0.0,32.5,38.00919336414216,210.614090938323,50.05146372910213,410.5169964485034,0.0,50.5,24875380.851561256,0.0,0.0,12.900583102879068,0.0,0.9647449759501409,0.8200812255819767,0.00018220586255506053,0.4524207011686144,0.0018390378073190829,,0.8128608626740632,0.4064304313370316,0.8128608626740632,206,1.170682596882724,0.7171192505235308,99,0,0,0.8128608626740632,0.8128608626740632,287,0,0,0.44785362927412126,0.6774828987813682,102,90.5556918881046,0.8602535619010732,173.5,141.62489921026395,0.7962533241604131,9,rbio,216.6074074074074,129.0,198.73544615055746,135,0.4239326297836052,1.0,0.4032471591514763,4,7.75
db4,1,reflect,1.411184508228699e-27,331.2104244636771,1039790.1777822592,0.6538461538461539,169.58323230342057,72,smoothed,2.1316282072803002e-14,,4.618451519706067,61404.840649201884,0.9034465883594426,1.7301438122999386e-05,0.9999999999999998,15,321.51461615966736,1.0994168971209248,978.9356657448498,"[2, 6, 15, 21, 27, 29, 34, 40, 42, 44, 46, 50, 54, 62, 66]","[35.766083563787646, 534.7368319506079, 978.9356657448498, 580.0350826419707, 1.0994168971209248, 412.0350826419706, 122.03508264197058, 521.6023324115165, 76.09941689712082, 66.09941689712088, 271.169582181062, 21.865500460908493, 327.6315840246963, 836.3742470040946, 37.233916436212155]","[0, 0, 11, 18, 26, 26, 31, 36, 41, 41, 41, 49, 49, 49, 65]","[3, 11, 71, 71, 28, 49, 36, 49, 43, 45, 49, 52, 57, 71, 71]",0.05,30,4725329.37066097,790.4830035514965,-790.4830035514965,DWT,mdp.39015038717792,5.684341886080802e-14,2.2737367544323206e-13,410.5169964485035,0.0,37.0,0.0,32.5,38.00919336414216,210.614090938323,50.05146372910213,410.5169964485035,0.0,50.5,24875380.851561256,0.0,0.0,12.900583102879075,0.0,0.9559755876973582,0.771250361172947,0.0005710416799085931,0.4576858867343008,0.0020317945071667352,,0.8128608626740632,0.4064304313370316,0.8128608626740632,171,1.1433831265414296,0.7003965489450094,132,0,0,0.8128608626740632,0.8128608626740632,318,0,0,0.43750293435833626,0.6618250625206388,132,88.43217740166754,0.8635305904295254,188.25,165.67179061071874,0.786510665585133,10,db,257.91358024691357,275.5,137.27627287311708,162,0.5047748996197989,0.6907488096970869,0.43943292735701467,3,8.25
