signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
raw,gaus8,17.616033575852658,0.7507936507936508,533.0182106304869,-16.791643216977185,72,35,7785.198783756026,,False,10.553972758566875,186363.21951136677,0.051602488609728374,4.4646548413574145e-07,0.5142186952996982,6,9952.668993860496,646.98464252643,24926.163987309457,"[6, 21, 29, 41, 45, 64]","[4296.270073750737, 24926.163987309457, 646.98464252643, 7142.5541197363855, 729.8028526228995, 21974.23828721706]","[1, 10, 28, 37, 42, 52]","[10, 52, 52, 52, 52, 71]",0.05,20,7017480637.480423,21548.175034457152,-21548.175034457152,CWT,mdp.39015038717792,9314.502544599114,23761.54071571643,20326.175034457152,0.0,-11.0,0.0,-11.0,9307.016819947452,44866.01396316297,9307.016819947454,20326.175034457152,0.0,-15.5,,0.0,17.0,632.3613709334015,10.0,0.26151999797083847,0.8299607953773056,0.5064672848256876,0.9995851692145158,0.3268608414239484,0.9148899694649673,0.6101898218955711,,1.0,1.0,1.0,1.0,0.8438975728301176,0.659597407289451,1.0,,0.2105263157894737,0.6071428571428571,0.9640539412982098,0.9640539412982098,0.047619047619047616,2.828659793396111,1.0,1,2.0702349567515315,0.9386201678336047,2,0,0,0.7747409236056139,1.0,1,1,0.125,0.6293891257389763,0.9960703667983326,3,0.9574271077563381,0.9316123494459758,1.75,1.4117647058823528,0.9033061747229879,1,gaus,7.0,8.0,4.503966505838413,8,0.5,1.0,0.35,1,1.0
raw,gaus6,17.61597726716621,0.7503968253968254,534.9186486523364,-17.28919218604276,72,35,8382.33070047405,,False,10.560297177333847,186430.73679924876,0.04829841791464749,5.036002447009022e-07,0.49083576443322313,7,7934.85766562207,29.421265383589343,25351.536367538865,"[6, 21, 29, 41, 45, 51, 64]","[3618.9351989436727, 25351.536367538865, 413.49126204738013, 5866.57961687645, 608.9862423117447, 29.421265383589343, 19655.053706252787]","[0, 0, 28, 37, 43, 50, 50]","[10, 50, 50, 50, 50, 52, 71]",0.05,20,7838912951.834062,21309.584431054594,-21309.584431054594,CWT,mdp.39015038717792,7296.6912163606885,24186.913095945838,20087.584431054594,0.0,-10.5,0.0,-10.5,7289.205491709026,40694.003659354494,7306.0981112287955,20087.584431054594,0.0,-15.0,,0.0,16.0,14.797993790560895,10.0,0.36181770333207447,0.7833602053456163,0.5142907309953794,0.9995797706138255,0.3252427184466021,0.8658701873960821,0.6105579747923182,,0.0,0.7171093782422302,0.7171093782422302,0.7108131674446159,0.7365896321342877,0.6811154506748798,0.875,,0.2368421052631579,0.6428571428571428,0.9401436939672939,0.9401436939672939,0.0714285714285714,2.1806752352679686,0.770921706583114,3,2.0561650372655955,0.9322410319069189,3,0,0,0.6057626845184753,0.781890650230892,4,1,0.125,0.6309956129888425,0.9986127913156808,2,0.816496580927726,0.9416788156480196,3.0,2.823529411764706,0.8636965506811527,2,gaus,7.0,8.0,4.503966505838413,8,0.5,1.0,0.35,1,1.75
raw,gaus4,17.563641097956985,0.7488095238095238,514.382600743369,-17.526336378141703,72,35,8611.43074568182,,False,10.551213538259763,176900.9490837005,0.04692583752406525,5.64188839384785e-07,0.46663831955673907,7,7115.395292348007,200.29433172244762,24420.091809946298,"[6, 8, 21, 29, 41, 45, 65]","[2725.4391311737395, 356.61633787074635, 24420.091809946298, 200.29433172244762, 4747.272938032287, 592.9592233338308, 16765.093274356695]","[0, 7, 0, 28, 37, 43, 51]","[10, 10, 51, 51, 51, 51, 71]",0.05,30,8256909902.28665,19966.94253969928,-19966.94253969928,CWT,mdp.39015038717792,6477.2288430866265,23255.46853835327,18744.94253969928,0.0,-12.0,0.0,-1.5,6469.743118434964,34957.76704643605,6479.018045391198,18744.94253969928,0.0,-6.0,,0.0,16.0,185.67106012941917,0.0,0.4002986623784244,0.761149207109295,0.5030540681589255,0.9945620353933801,0.31877022653721704,0.8151428649213046,0.5585947063773371,,0.2766891183369765,0.6022234039995455,0.6022234039995455,0.5912777443076913,0.5890483526426258,0.633997054340381,0.875,,0.7105263157894737,0.5357142857142857,0.8055914557762986,0.8055914557762986,0.5,2.1301074471455266,0.753044764209026,4,2.0025902938896003,0.9079508737027869,4,0,0,0.6273235492235935,0.8097204240922943,3,1,0.125,0.6154031101251263,0.9739361176783178,4,0.5,0.9642857142857143,3.75,3.6923076923076925,0.8482142857142858,3,gaus,7.0,8.0,4.503966505838413,8,0.5,1.0,0.35,1,2.5
raw,morl,17.431304296722633,0.7357142857142858,459.43217685563354,-15.129082286322006,72,35,6228.214632563515,,False,10.465352774567652,153904.8312903012,0.060825327564915946,3.314895890502928e-07,0.5548170389897544,9,7309.455358908065,639.5483253735256,24278.813231247528,"[2, 6, 16, 21, 29, 33, 41, 44, 64]","[639.5483253735256, 2906.0403924981633, 1285.1446707247705, 24278.813231247528, 1517.7652730445702, 740.4610954665031, 1466.1219496921308, 9620.568999012561, 23330.634293112846]","[1, 1, 11, 11, 28, 32, 36, 36, 51]","[3, 11, 18, 51, 36, 36, 43, 51, 71]",0.05,20,4842710155.004969,19139.629861454647,-19139.629861454647,CWT,mdp.39015038717792,6671.288909646684,23114.1899596545,17917.629861454647,0.0,-9.5,0.0,4.0,6663.803184995022,50935.09823017259,6663.803184995023,17917.629861454647,0.0,-0.5,,0.0,14.0,624.9250537804971,10.0,0.0,0.9856767653604623,0.3968424007181529,0.9818742319383712,0.26537216828479004,1.0,0.43320330448374467,,0.987958616996836,0.6294299976583568,0.6294299976583568,0.6179841911975577,1.0,0.6268502842933171,0.625,,1.0,0.7142857142857142,0.7226826971130076,0.7226826971130076,0.7619047619047619,2.535748585854718,0.8964487676371566,2,1.9601945646519532,0.8887291489595677,5,0,0,0.7531840798517428,0.9721754161977835,2,1,0.125,0.5741741243979316,0.9086871814374945,6,2.0615528128088303,0.8527462276565121,3.75,2.926829268292683,0.7924445423996846,4,morl,4.0,4.0,,1,0.2857142857142857,,,6,4.5
raw,fbsp,9.581276653138758,0.8908730158730159,698.3423757600706,-25.653036126895547,72,35,12181.809628255307,-84809.38673955642,True,10.925700622360658,257852.33788299476,0.04300478399057171,3.843271021177304e-07,0.3539287078559068,8,6322.314028834763,118.07389227651402,22155.211163257314,"[6, 16, 21, 30, 40, 44, 51, 65]","[3507.206976420516, 1573.0329056894807, 22155.211163257314, 316.8928607873813, 5433.175132584072, 936.3155663392672, 118.07389227651402, 16538.60373332356]","[0, 0, 0, 28, 37, 42, 50, 50]","[11, 18, 50, 50, 50, 50, 52, 71]",0.05,20,13079391639.643223,21660.403689525963,-21660.403689525963,CWT,mdp.39015038717792,5684.147579573382,20990.587891664287,20438.403689525963,0.0,-5.5,0.0,-14.5,5676.66185492172,35728.512230678105,5684.2610461101995,20438.403689525963,0.0,-5.5,,0.0,15.0,103.45062068348557,10.0,1.0,0.0,0.9663028901705519,0.22925208202105551,0.8980582524271847,0.5788593710259842,1.0,0.0,0.14355227361939174,0.4910359760175825,0.4910359760175825,0.4764138778888135,0.608872627392557,0.5194249704829674,0.75,,0.02631578947368421,1.0,0.9753008842290837,0.9753008842290837,0.5238095238095238,1.9422740674016798,0.6866410983520116,5,1.8885445354770711,0.8562438688757371,7,0,0,0.5817552319300224,0.750902933102535,5,0,0.0,0.5840590744555971,0.9243310898354377,5,1.0,0.9285714285714286,5.5,5.384615384615384,0.7678571428571429,5,fbsp,5.0,5.0,,1,0.35714285714285715,,,4,4.75
raw,shan,11.202530397417327,0.805952380952381,502.40789987772297,-20.604930392598526,72,35,6640.557411889297,-68263.04127595041,True,10.72978470295332,154883.59157227114,0.06404660917121709,1.2760798781356574e-06,0.4167734920394505,10,5368.29306338827,347.05009400650056,17141.62676475547,"[2, 6, 16, 21, 29, 33, 41, 44, 55, 63]","[347.05009400650056, 2209.8769762210563, 1137.3697080474676, 15737.056791983552, 2566.8549853446157, 1303.4101479326905, 10614.543663554196, 1057.038188246578, 1568.1033137905697, 17141.62676475547]","[1, 1, 11, 11, 28, 32, 32, 42, 52, 52]","[3, 11, 17, 52, 32, 36, 52, 52, 57, 71]",0.05,20,4238130819.341393,12614.80231164095,-12614.80231164095,CWT,mdp.39015038717792,4730.126614126888,15977.003493162441,11392.80231164095,0.0,-13.5,0.0,-4.5,4722.640889475226,38832.930633882694,4722.640889475226,11392.80231164095,0.0,4.5,,0.0,13.0,332.4268224134721,10.0,0.0692594608172317,0.47280714138027,0.7239505561863938,0.38468993956512965,0.5517799352750812,0.710606654650735,0.4385402106944619,0.9999999999999999,0.5143258819725065,0.35728532237212085,0.35728532237212085,0.33743377539541364,0.6887211228773402,0.26580594955525955,0.5,,0.5526315789473684,0.42857142857142855,0.06880011212120085,0.06880011212120085,1.0,1.4728029724503087,0.5206716537240592,6,1.9391530911972044,0.8791891925014114,6,0,0,0.4283050505254966,0.5528364869796496,6,0,0.0,0.5439542373211629,0.8608612296150524,7,0.5,0.9642857142857143,6.25,6.222222222222223,0.7589285714285714,6,shan,6.0,6.0,,1,0.42857142857142855,,,7,6.25
raw,gaus2,17.39659682140538,0.7178571428571429,425.13405565210434,-17.112817462226456,72,35,8256.725423839634,,False,10.423952010243298,147974.92633976077,0.05144975312950594,6.686458774036834e-07,0.4401332473088471,9,4625.610968849306,156.54725729506004,20595.29314688755,"[6, 8, 16, 21, 29, 39, 41, 44, 65]","[418.02872049329835, 2250.3911120755397, 353.0308962068848, 20595.29314688755, 156.54725729506004, 158.85584171097435, 3579.716554245464, 881.0681871695488, 13237.56700355944]","[1, 1, 1, 1, 28, 37, 37, 43, 51]","[7, 11, 18, 51, 51, 40, 51, 51, 71]",0.05,30,7503769367.32725,17317.129834746873,-17317.129834746873,CWT,mdp.39015038717792,3987.444519587925,19430.669875294523,16095.129834746873,0.0,-18.5,0.0,-5.0,3979.9587949362626,26780.498719643758,4032.6193536163332,16095.129834746873,0.0,4.0,,0.0,14.0,141.9239857020316,0.0,0.3407203198645547,0.7998795164235835,0.3456287377698444,0.9785466494281589,0.19255663430420733,0.7595778515903825,0.4008691904596181,,0.2058509241587796,0.2531636948679736,0.2531636948679736,0.2377070141429195,0.37872149322324966,0.44051438504285556,0.625,,0.5263157894736843,0.07142857142857145,0.5400416970998589,0.5400416970998589,0.976190476190476,1.415612747712611,0.5004535190189893,8,1.7854329699542015,0.8094942984363865,9,0,0,0.42067828646635,0.5429922102327186,7,1,0.125,0.5391469856914786,0.8532532797820307,8,0.816496580927726,0.9416788156480196,8.0,7.937007874015748,0.6851251221097241,7,gaus,7.0,8.0,4.503966505838413,8,0.5,1.0,0.35,1,5.5
raw,cgau8,12.878957822781734,0.9047619047619048,595.4215433216068,-22.42949920362513,72,35,8025.8593945545545,-73038.04457599175,True,10.943995361675864,179860.99280855613,0.056418132914746275,6.268616732534835e-07,0.4002283484357744,8,5812.784688841868,71.10835474690475,18578.842336833128,"[6, 16, 21, 29, 33, 41, 45, 64]","[2613.158951827552, 246.2564402461703, 18578.842336833128, 627.0949441753576, 71.10835474690475, 6370.585973556274, 536.9864864714539, 17458.2440228781]","[1, 11, 11, 28, 32, 37, 42, 52]","[11, 17, 52, 52, 37, 52, 52, 71]",0.05,20,6353758942.166314,16098.02834155358,-16098.02834155358,CWT,mdp.39015038717792,5174.618239580486,17414.2190652401,14876.02834155358,0.0,-14.5,0.0,-14.5,5167.132514928824,31652.277510734944,5182.911894008113,14876.02834155358,0.0,-10.0,,0.0,15.0,56.4850831538763,10.0,0.3019427359926014,0.3019174633111122,0.9889338881317403,0.5454175790517701,0.9546925566343043,0.6759215530104856,0.5747349973456028,0.7114164387209219,0.06750252833349815,0.4196016105854817,0.4196016105854817,0.4039553753674523,0.5040281227683365,0.33850946410291777,0.75,,0.02631578947368421,0.35714285714285715,0.41787000295916665,0.41787000295916665,0.30952380952380953,1.381865758647284,0.4885231380151959,9,2.205615250660729,1.0,1,0,0,0.36932676448348767,0.47671002425514764,9,0,0.0,0.6318721515248172,1.0,1,4.618802153517006,0.670085560463071,5.0,1.7999999999999998,0.6564713516601068,8,cgau,8.0,8.0,,1,0.5714285714285714,,,2,6.5
raw,gaus5,17.61045874367964,0.7706349206349207,536.0345081337609,-17.558203800041852,72,35,8540.840818861667,,False,10.583469088040037,183909.62849717253,0.04947987459071009,2.2590512731787113e-07,0.10732330561324842,14,3367.6922509772626,89.23143843499747,31443.199310791853,"[3, 7, 9, 24, 27, 31, 34, 40, 42, 48, 56, 59, 68, 70]","[161.48785396327094, 89.23143843499747, 2937.0717163415375, 31443.199310791853, 289.84066850949057, 2786.422707939224, 959.1683585010342, 525.3980788013528, 2405.340836655161, 3714.317040913337, 365.96978858130024, 131.56410026303638, 111.73195972752, 1226.9476542585617]","[2, 5, 5, 14, 26, 28, 33, 38, 38, 38, 55, 58, 60, 60]","[5, 8, 14, 60, 28, 60, 60, 41, 43, 60, 60, 60, 69, 71]",0.05,30,7976120366.824205,21868.175162511303,-21868.175162511303,CWT,mdp.39015038717792,2729.5258017158812,30278.576039198826,20646.175162511303,0.0,-16.0,0.0,-11.5,2722.040077064219,32297.691513681675,2827.3421243299513,20646.175162511303,0.0,-16.0,,0.0,9.0,74.60816684196902,0.0,0.38844197295443184,0.7581644945369332,0.5429548980498262,0.9990506816475944,0.40776699029126245,0.06187785386824263,0.5968110759825699,,0.09684863977543506,0.07680755926721677,0.07680755926721677,0.06351187929325752,0.5206287643077985,0.9892705486425306,0.0,,0.18421052631578946,0.25,0.9961226066127026,0.9961226066127026,0.02380952380952378,1.2957743477946673,0.4580877314478849,10,1.7690164465140297,0.8020512398905889,10,0,0,0.35617835115868113,0.45973865624787325,10,1,0.125,0.5301882810472658,0.8390752461044998,9,0.5,0.9642857142857143,9.75,9.729729729729728,0.6339285714285714,9,gaus,7.0,8.0,4.503966505838413,8,0.5,1.0,0.35,1,7.0
raw,gaus7,17.62036035939712,0.7428571428571429,527.6324695789294,-17.167118276110052,72,35,7986.519140073071,,False,10.564803893884807,185181.23221978595,0.05288330064006715,1.9642512037950692e-07,0.12001148428842319,13,3946.9860786250565,185.5709774223542,31655.300949436798,"[3, 7, 9, 24, 27, 31, 34, 42, 48, 56, 59, 68, 70]","[198.20627402562968, 313.9959640567299, 2646.413452631729, 31655.300949436798, 424.22526484662376, 2895.6970710767455, 1140.2738349134615, 2238.408376524685, 7269.066946138824, 473.8329581005255, 185.5709774223542, 324.9849431787479, 1544.8420097728758]","[2, 5, 5, 14, 26, 28, 33, 38, 38, 55, 58, 60, 60]","[14, 8, 14, 60, 28, 60, 60, 43, 60, 60, 60, 69, 71]",0.05,30,7278658231.776021,20888.94540139336,-20888.94540139336,CWT,mdp.39015038717792,3308.819629363675,30490.67767784377,19666.94540139336,0.0,-16.5,0.0,-12.0,3301.333904712013,36460.81902212573,3337.6856064156773,19666.94540139336,0.0,-16.5,,0.0,10.0,170.94770582932574,0.0,0.2953349209648826,0.7947936854330603,0.519865639241908,1.0,0.29449838187702293,0.08847724626519338,0.6037447756123994,,0.25284807651838437,0.15802268022046723,0.15802268022046723,0.13727030558842984,0.6277082313401504,1.0000000000000002,0.125,,0.15789473684210525,0.2142857142857143,0.8979895475222762,0.8979895475222762,0.0,1.4721171025560924,0.5204291820433652,7,1.7200976686721012,0.7798720416703762,11,0,0,0.38558596000502254,0.4976966470423695,8,1,0.125,0.5075663784849238,0.8032738541492579,10,1.8257418583505538,0.8695898672606748,9.0,8.719037508846426,0.613366362201766,10,gaus,7.0,8.0,4.503966505838413,8,0.5,1.0,0.35,1,7.75
