signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
raw,mexh,845818451.6608877,0.6793269230769231,1100.0783289572641,-37.43478847889166,130,64,52491.356796524444,,False,11.999228690892323,209254.51406589057,0.03096188080477576,1.5827247227085801e-06,0.21567260194122706,54411.272328371684,,,,[],[],2,37701.51617880274,7113.949830797705,68289.08252680778,"[28, 87]","[7113.949830797705, 68289.08252680778]","[0, 0]","[54, 129]",400852296364.4688,77662.69922357507,-77662.69922357507,0.0,,,,CWT,txu.059172014879442,400834322311.4688,,0.0,-11.5,15.0,0.0,-16.0,,76920.69922357507,37192.92794350862,66757.03235760548,37192.92794350862,,0.0,37192.92794350862,,,7103.949830797705,0.0,-16.0,67548.08252680778,76920.69922357507,,54128.772328371684,1.0,0.0,0.7143016469933448,1.0,0.9607046070460704,0.6764523615612112,0.12274822952215972,,0.097536805478832,0.5894444946357769,0.5894444946357769,0.5894444946357769,,1.0000000000000002,0.8443620268104909,1.0,,,,,0.8,,0.9999999999999999,0.3125,0.07142857142857142,0.709538206776348,0.709538206776348,0.043478260869565216,3.1328458922484037,1.0,1,1.861112902748449,1.0,1,0,0.5969082544319635,1.0,1,0,0.6391724064461123,1.0,1,0.0,1.0,1.0,1.0,0.95,1,mexh,1.0,1.0,,1,0.125,,,2,1.25,1
raw,gaus2,374970967.11240965,0.6462740384615384,738.6724718647664,-33.65908198557748,130,64,32968.43579415011,,False,12.04593551036008,134839.22400261747,0.03280197663100614,1.405109473520161e-06,0.33712551840882476,35640.42832679133,,,,[],[],3,29112.702171010857,3260.098076443668,52438.69419988088,"[27, 88, 97]","[31639.31423670802, 52438.69419988088, 3260.098076443668]","[0, 0, 92]","[55, 129, 129]",169080146824.48737,53660.590991498284,-53660.590991498284,0.0,,,,CWT,txu.059172014879442,169062172771.48737,,0.0,-6.5,14.0,0.0,-11.0,,52918.590991498284,28604.113935716738,78692.10651303257,28604.11393571674,,0.0,28604.113935716738,,,3250.098076443668,0.0,-15.5,51697.69419988088,52918.590991498284,,35357.92832679133,0.5401901342277549,0.2858447332901343,0.8577142593801534,0.3884083680235493,0.5880758807588069,0.9888407815279112,0.036812202599422604,,0.03093880552659005,0.4264639169731485,0.4264639169731485,0.42646391697314856,,0.6513993784544679,1.0,0.7428986151160115,,,,,0.6,,0.39240315183180047,0.625,0.14285714285714285,0.3983653573306938,0.3983653573306938,0.47826086956521735,2.358233770765986,0.7527449009225,3,1.6021167398987146,0.860838016615083,3,0,0.48142003063800465,0.8065226558076986,3,0,0.5265551942582477,0.823807769152564,3,0.0,1.0,3.0,3.0,0.85,2,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,1.75,2
raw,gaus6,127808240.7596201,0.6704326923076923,419.9328667759116,-28.588476250467835,130,64,17616.302354257852,,False,12.008333395291146,165065.15855556767,0.03444569130733967,9.64507077014548e-07,0.2751673867196321,14354.144585844922,,,,[],[],4,18989.08865121463,3826.033415804097,42389.2312189436,"[16, 89, 99, 118]","[42389.2312189436, 3826.033415804097, 23939.701958969177, 5801.388011141651]","[0, 64, 64, 111]","[64, 92, 129, 129]",52545857332.274895,34239.35891358088,-34239.35891358088,0.0,,,,CWT,txu.059172014879442,52527883279.274895,,0.0,-1.5,13.0,0.0,-10.5,,33497.35891358088,18480.500415920513,67310.35460485853,18480.500415920513,,0.0,18480.500415920513,,,3816.033415804097,0.0,-10.5,41648.2312189436,33497.35891358088,,14071.644585844922,0.17861194541799919,0.6697214849757783,0.7422575099213744,0.0673645902941009,0.8604336043360431,0.8294785906031727,0.07171761952783402,,0.040718673592640066,0.23435911903565393,0.23435911903565393,0.23435911903565393,,0.2560835502549617,0.8515775624629417,0.579891198739337,,,,,0.39999999999999997,,0.08690541563043422,0.9375,0.8571428571428572,0.14658080294915554,0.14658080294915554,0.5217391304347826,1.6128121057346223,0.5148073544648976,6,1.5648794505054244,0.8408299400828645,4,0,0.3948426679473735,0.6614796579134562,5,0,0.4885121921537576,0.7642886132553085,4,0.9574271077563381,0.9042572892243662,4.75,4.615384615384615,0.7146286446121831,3,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,2.5,3
raw,gaus4,133329850.65044494,0.6828125,465.1534757634335,-29.00159463173114,130,64,18799.452682706058,,False,12.092275328660318,136625.24566332082,0.03478325372741152,1.0935173785820473e-06,0.2968246990194978,18995.279475983138,,,,[],[],4,20763.37911130319,3258.885757346572,43986.76357666217,"[20, 89, 99, 117]","[43986.76357666217, 3419.837173776261, 32388.029937427757, 3258.885757346572]","[0, 62, 62, 113]","[62, 92, 129, 129]",58104086874.779884,35173.777599032735,-35173.777599032735,0.0,,,,CWT,txu.059172014879442,58086112821.779884,,0.0,-6.0,13.0,0.0,-6.0,,34431.777599032735,20254.790876009072,74407.51644521276,20254.790876009072,,0.0,20254.790876009072,,,3248.885757346572,0.0,-15.0,43245.76357666217,34431.777599032735,,18712.779475983138,0.20647786741020488,0.6384458247202566,1.0,0.07453670125377872,1.0,0.8851832518566995,0.038874730413105685,,0.030917855569944912,0.26802789843455355,0.26802789843455355,0.26802789843455355,,0.34227586570133284,0.9441272919280397,0.6058039885773423,,,,,0.39999999999999997,,0.10147646205738568,0.65625,0.21428571428571427,0.15869497734233373,0.15869497734233373,0.9130434782608696,1.7404825274118108,0.5555595733956414,5,1.7519023985900266,0.9413197855986368,2,0,0.38068959331206853,0.6377690214291719,6,0,0.5490740536648636,0.8590390450642135,2,2.0615528128088303,0.793844718719117,3.75,2.926829268292683,0.7094223593595586,4,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,3.25,4
raw,gaus8,125024703.7787489,0.6606971153846154,375.55360724496785,-27.763419424948502,130,64,15705.811865912816,,False,11.891983983092548,167096.24900255934,0.03741921826831825,9.165554990123857e-07,0.2871333142501762,11152.866017865552,,,,[],[],4,18580.22203255092,5374.302825768291,41891.76986054839,"[16, 87, 99, 118]","[41891.76986054839, 5374.302825768291, 6004.077257478506, 21050.738186408482]","[0, 64, 64, 64]","[64, 92, 111, 129]",43449235663.406715,32086.745100431577,-32086.745100431577,0.0,,,,CWT,txu.059172014879442,43431261610.406715,,0.0,-6.0,13.0,0.0,-15.0,,31344.745100431577,18071.6337972568,65674.88813020368,18071.6337972568,,0.0,18071.6337972568,,,5364.302825768291,0.0,-10.5,41150.76986054839,31344.745100431577,,10870.366017865552,0.1336154833159272,0.7321834768327694,0.38500832568630394,0.06374900779517274,0.7506775067750676,0.8602560910817221,0.07406315689235657,,0.0674741516606168,0.22660050211411817,0.22660050211411817,0.22660050211411817,,0.196631364810128,0.8302504484442217,0.5718221217216842,,,,,0.39999999999999997,,0.06305838022970582,0.65625,0.8571428571428572,0.11867346383056235,0.11867346383056235,0.13043478260869565,1.4399594827720108,0.4596330404680615,8,1.3777720997348368,0.7402947439138026,6,0,0.33501518147295645,0.5612507097791223,7,0,0.42850757833990283,0.6704100083457368,6,0.9574271077563381,0.9042572892243662,6.75,6.653465346534654,0.6146286446121831,5,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,4.0,5
raw,gaus5,133158626.43081999,0.6557692307692308,438.0366851460853,-29.226926374386714,130,64,18272.21243132045,,False,12.064622057952663,192906.17414295272,0.03202425346007831,5.796077646469257e-07,-0.041335659957302345,2827.140394592314,,,,[],[],1,59337.13022569586,59337.13022569586,59337.13022569586,[41],[59337.13022569586],[3],[70],59824719386.363014,40931.74766360205,-40931.74766360205,0.0,,,,CWT,txu.059172014879442,59806745333.363014,,0.0,-16.5,16.0,0.0,-16.5,,40189.74766360205,58828.54199040174,50691.13022569586,58828.54199040174,,0.0,58828.54199040174,,,59327.13022569586,0.0,-16.5,58596.13022569586,40189.74766360205,,2544.640394592314,0.1940601421533206,0.6213867943122423,0.9150910329922567,0.07431429526595712,0.695121951219512,0.015402736834505548,0.10386889197519737,,0.9999999999999999,1.0,1.0,1.0,,0.04201108631619033,0.6348564625627464,0.85479476675525,,,,,1.0,,0.10598714590343293,0.0,0.0,0.23334358465176686,0.23334358465176686,0.0,2.5121621646295162,0.801878627622685,2,1.2515102153741344,0.672452602701283,8,0,0.507452616488654,0.8501350294972244,2,0,0.37417797782185597,0.5854100928767212,8,3.4641016151377544,0.6535898384862245,5.0,3.2,0.5767949192431123,6,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,4.75,6
raw,gaus1,677495291.8180254,0.5941105769230769,785.2585167208583,-37.2233609309866,130,64,44415.33007117301,,False,11.925875865769259,968900.3494187491,0.03570871803867219,1.3672718794792112e-06,0.042078569204444666,0.0,,,,[],[],1,6638.740448413142,6638.740448413142,6638.740448413142,[53],[6638.740448413142],[3],[69],377546898509.1991,100067.27407853778,-100067.27407853778,0.0,,,,CWT,txu.059172014879442,377528924456.1991,,0.0,-16.5,16.0,0.0,-16.5,,99325.27407853778,6130.152213119024,2007.259551586858,6130.152213119024,,0.0,6130.152213119024,,,6628.740448413142,0.0,-16.5,5897.740448413142,99325.27407853778,,282.5,0.8097909240064392,0.016006395398616147,0.48907286034659647,0.7813622469992616,0.0,0.22995204539335168,1.0,,0.08932476297107428,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,1.0,,0.9389042803016973,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,1.2962495690421711,0.4137610382462411,9,1.379739486271371,0.7413518461098213,5,0,0.28773064594805525,0.482034958993604,9,0,0.47516921030632364,0.7434132098228876,5,2.309401076758503,0.7690598923241497,7.0,6.428571428571429,0.5345299461620749,7,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,5.5,7
raw,morl,75946105.58763734,0.6753605769230769,288.5507818027316,-24.225846512898485,130,64,10032.674511432913,,False,11.766593935019849,102962.13086254333,0.054187861707398075,6.436046126207825e-07,0.34146409033501446,4944.883822346685,,,,[],[],6,11999.975928910979,1469.7504677801812,35460.340229663416,"[16, 59, 83, 98, 106, 121]","[35460.340229663416, 2320.5060706671575, 12588.846519143415, 4047.393257398816, 1469.7504677801812, 16113.019028812887]","[0, 58, 64, 92, 105, 64]","[64, 64, 109, 109, 109, 129]",19395166955.824314,22932.94736964955,-22932.94736964955,0.0,,,,CWT,txu.059172014879442,19377192902.824314,,0.0,-0.5,11.0,0.0,-5.0,,22190.94736964955,11491.387693616862,63353.85557346587,11491.38769361686,,0.0,11491.387693616862,,,1459.7504677801812,0.0,-9.5,34719.340229663416,22190.94736964955,,4662.383822346685,0.0,1.0,0.0,0.0,0.9159891598915988,1.0,0.0,,0.0,0.1017343319816,0.1017343319816,0.10173433198159998,,0.08134052057748326,0.7999832881289024,0.4675010520558134,,,,,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.1659733291645396,0.37217704581304356,10,1.3663956639566397,0.7341820380369067,7,0,0.3324305611933572,0.5569206971508687,8,0,0.41656987998451417,0.6517332034101735,7,1.4142135623730951,0.8585786437626906,8.0,7.8321678321678325,0.5292893218813453,8,morl,8.0,8.0,,1,1.0,,,3,6.75,8
raw,gaus7,132137701.54470178,0.6536057692307692,417.3580970983601,-28.64783805455353,130,64,16818.506870762878,,False,12.015895714769693,190544.55421226769,0.03483549996150184,5.370414718188938e-07,-0.04732406154508534,1473.2109043999326,,,,[],[],3,21795.662978023272,2162.635554555407,60852.69701221411,"[41, 78, 91]","[60852.69701221411, 2162.635554555407, 2371.6563673002975]","[4, 70, 70]","[70, 80, 93]",52348846897.50736,37263.35241846699,-37263.35241846699,0.0,,,,CWT,txu.059172014879442,52330872844.50736,,0.0,-15.5,14.0,0.0,-15.5,,36521.35241846699,21287.074742729154,56740.988934069814,21287.074742729154,,0.0,21287.074742729154,,,2152.635554555407,0.0,-15.5,60111.69701221411,36521.35241846699,,1190.7109043999326,0.15982201976420415,0.6652274229806143,0.7654775023010898,0.07298819894450143,0.6707317073170724,0.0,0.10114165361098404,,0.01197367307235725,0.28761642611220717,0.28761642611220717,0.28761642611220717,,0.01686673682555727,0.7137489549923863,0.8793780332128968,,,,,0.6,,0.08638894754115523,0.0625,0.14285714285714285,0.18578505394753303,0.18578505394753303,0.08695652173913043,1.4628792619212447,0.46694900171784537,7,1.175065254711648,0.6313777380062964,9,0,0.27393495689087966,0.45892305032967706,10,0,0.3479126435597809,0.5443173704794669,9,1.2583057392117916,0.8741694260788209,8.75,8.600682593856655,0.49958471303941043,9,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,7.0,9
raw,gaus3,197150353.1268044,0.6441105769230769,490.32072454695566,-30.81236663362244,130,64,20412.60650004788,,False,11.940442757314782,282646.578301267,0.041469083869798376,7.218815726391132e-07,-0.004367378910009447,1026.1418645849592,,,,[],[],1,43960.62883150439,43960.62883150439,43960.62883150439,[41],[43960.62883150439],[3],[70],86212770702.73938,56238.6510074139,-56238.6510074139,0.0,,,,CWT,txu.059172014879442,86194796649.73938,,0.0,-16.5,16.0,0.0,-16.5,,55496.6510074139,43452.040596210274,35314.62883150439,43452.040596210274,,0.0,43452.040596210274,,,43950.62883150439,0.0,-16.5,43219.62883150439,55496.6510074139,,743.6418645849592,0.24447136439417153,0.5013589931970971,0.5338002897606478,0.15743421381138292,0.5636856368563686,0.11048866182610295,0.20750261807166193,,0.7342803241045639,0.7082168647054186,0.7082168647054186,0.7082168647054187,,0.00856404435524838,0.43434095000102485,0.6053800696780027,,,,,1.0,,0.1751641235556387,0.0,0.0,0.4317883497377636,0.4317883497377636,0.0,2.0421192091563087,0.6518415777198366,4,1.0724448237241784,0.5762384550343057,10,0,0.42471120037759014,0.7115183903458641,4,0,0.33124882541677614,0.5182464419241215,10,3.4641016151377544,0.6535898384862245,7.0,5.714285714285714,0.4767949192431123,10,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,7.75,10
