amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,decomposition_levels,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,original_level,padded,positive_amplitudes,positive_amplitudes_dtw,positive_amplitudes_euclidean,positive_amplitudes_wasserstein,positive_frequencies,positive_frequencies_dtw,positive_frequencies_euclidean,positive_frequencies_wasserstein,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,positive_amplitudes_dtw_normalized,positive_amplitudes_euclidean_normalized,positive_amplitudes_wasserstein_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
,,517.9085767670668,217.09039494888503,159881.67782416168,0.10990996123029739,1,,,752.7151685730798,490.71516857307984,211.429146670349,,,inu.32000013032919,,-1227.3605954445497,513.3605954445497,48545077.0625,25200432.0625,,,False,False,[],,,,[],,,,1170.6152762543293,459.6152762543293,48.436814511278385,14.563185488721615,"[3, 8, 14, 14, 24, 24, 31, 36, 39, 46, 50, 50, 46, 72, 46]",0.0,-9.5,15,4.0,"[5, 9, 15, 19, 25, 29, 33, 37, 41, 48, 52, 57, 66, 74, 81]",0.0,-9.5,"[1170.6152762543293, 579.8275605729689, 561.9731143480087, 813.8799051457161, 48.436814511278385, 504.16713498600836, 741.4014600740948, 229.10259710444132, 1100.9652583074544, 449.18958274875416, 164.4023266258722, 174.12504486718717, 322.6174689163621, 257.03331496130977, 650.891792082217]",217.09039494888503,4459.628651506002,219.03215301404785,"[85, 14, 16, 85, 26, 31, 39, 39, 85, 50, 53, 63, 76, 76, 85]",0.0,-9.5,86,raw,3.892012499198143e-06,,,,,0.0,97920.11568476396,1227.3605954445497,513.3605954445497,1.0,rbio3.1,161.18481399477815,782569.1731511892,6.591960227542767,5.805379675284874,0.6162790697674418,SWT,0.5992253276143221,0.059430614455382,1.0,1.0,0.23076923076923056,0.29955514948459866,1.0,,0.07157512228769242,,,,1.0,1.0,0.9885491845002707,,1.0,0.9802159161296206,1.0,0.8427076909391877,,,,0.6666666666666666,1.0,0.021276595744680854,0.0,0.019417475728155345,0.0,0.6249779433142009,0.6249779433142009,0.0,0.021276595744680882,3.9544816658593596,0.8604489047476545,2,1.8275557190590574,1.0,1,0.2799999999999999,0.5338689519094085,0.9772132543651422,2,0.125,0.5921757603319333,1.0,1,0.5773502691896257,0.9945532993472677,1.5,1.3333333333333333,0.9902011779755207,1,rbio,17.666666666666668,11.0,15.949324511745079,15,0.2262667116054376,0.7347340482844649,0.6211930873908542,1,1.0,1
,,461.08801416295097,160.26983234476916,151426.60369625472,0.9613606460963463,1,,,746.9699259759391,484.9699259759391,207.39698765974543,,,inu.32000013032919,,-1163.544208442464,449.54420844246397,47066362.1875,23721717.1875,,,False,False,[],,,,[],,,,1113.339626978219,402.33962697821903,151.14407447862447,88.14407447862447,"[1, 1, 1, 17, 15, 27, 32, 41, 52, 47, 41, 74, 41]",0.0,24.0,13,2.0,"[3, 8, 14, 18, 24, 31, 36, 46, 53, 62, 67, 76, 82]",0.0,28.5,"[229.80970388562793, 533.8656197958433, 1113.339626978219, 411.18259325997747, 761.5540033379116, 452.1947865687971, 550.1290757631339, 468.81179592668093, 218.1424419960499, 151.14407447862447, 284.61047942758535, 214.60690809011714, 604.7530746097948]",160.26983234476916,2685.1441841183623,160.26983234476913,"[4, 9, 41, 19, 41, 41, 41, 47, 54, 64, 74, 77, 84]",0.0,28.5,86,raw,4.508001503935043e-06,,,,,0.0,97920.11568476396,1163.544208442464,449.54420844246397,1.0,bior2.2,96.71088839686695,203174.0501768259,6.3620664138829195,10.001848367381365,0.6976744186046512,SWT,0.22884435266164688,0.9198817264785146,0.21828011841109426,0.05006053575804255,0.7692307692307695,0.9695932599060813,0.28243883576531553,,0.43447612750534004,,,,0.7373366349675816,0.7373366349675816,0.6485164907012098,,1.0,0.9665172162460022,0.3971600124210523,0.7209679166550055,,,,0.3333333333333333,0.34615563822059026,0.8297872340425532,0.0,0.6699029126213591,0.0,0.44288186782071726,0.44288186782071726,0.0,0.8297872340425532,3.209112700150361,0.6982653458468128,11,1.5632578147310379,0.8553817530312581,9,0.2799999999999999,0.5158356178536442,0.944204380189823,3,0.125,0.48493994260163786,0.8189121796032544,6,3.5,0.9669811320754716,7.25,5.697841726618706,0.9492924528301887,2,bior,21.466666666666665,17.0,15.569506215982697,15,0.2749354005167958,0.7172370418217462,0.592374107091719,2,2.0,2
,,443.76421768040063,142.94603586221882,149496.19771437842,0.8672469434817563,1,,,733.4117878747684,471.4117878747684,206.5919870749472,,,inu.32000013032919,,-1186.341885221426,472.3418852214261,46857673.990300626,23513028.990300626,,,False,False,[],,,,[],,,,1218.8435495078752,507.8435495078752,27.30086456312847,35.69913543687153,"[2, 2, 2, 15, 15, 15, 15, 41, 48, 48, 48, 71, 74, 48]",0.0,0.5,14,3.0,"[3, 8, 14, 18, 24, 31, 36, 46, 50, 59, 67, 72, 76, 82]",0.0,23.0,"[131.95853771744873, 655.0218757328778, 1218.8435495078752, 434.1848407263676, 444.12080448805887, 489.1217377763735, 736.3267691163157, 676.6384373213656, 333.2860028992364, 170.2354396701868, 251.8272930748717, 27.30086456312847, 178.16311486687823, 465.66978006462404]",142.94603586221882,2903.699047525609,148.19751975925553,"[5, 13, 41, 19, 27, 32, 41, 84, 52, 66, 74, 74, 78, 84]",0.0,14.0,86,raw,4.01100701886715e-06,,,,,0.0,97920.11568476396,1186.341885221426,472.3418852214261,1.0,rbio2.8,123.09083743303515,359967.4546275594,6.4845659779312355,9.486362080511094,0.6395348837209303,SWT,0.15489962462613027,0.8141855372979374,0.6348217520377814,0.30712904861674106,0.38461538461538475,0.8955316981674002,0.11861006941200852,,0.1758176448734965,,,,0.6572542410119498,0.6572542410119498,0.5786591242445681,,1.0,0.9341897972226485,0.47140896391269776,0.9452172071857627,,,,0.5,0.2538798361605612,0.5212765957446808,0.0,0.21359223300970875,0.0,0.5079336149790489,0.5079336149790489,0.0,0.7127659574468084,3.1422569979398447,0.6837183279051648,13,1.5654594709717804,0.8565864529579317,8,0.2799999999999999,0.46584350398794044,0.8526969866458228,6,0.125,0.46657758782476905,0.7879038945519106,12,3.304037933599835,0.9688298308150959,9.75,8.851063829787234,0.9384243493698121,3,rbio,17.666666666666668,11.0,15.949324511745079,15,0.2262667116054376,0.7347340482844649,0.6211930873908542,1,2.5,3
,,441.9934296413331,141.17524782315127,149392.44510975268,0.8659268095264169,1,,,735.7694650473788,473.76946504737884,206.14353143345076,,,inu.32000013032919,,-1181.1652541869155,467.1652541869155,46787992.26804352,23443347.268043518,,,False,False,[],,,,[],,,,1201.4420935646126,490.4420935646126,30.669375566034432,32.33062443396557,"[2, 2, 2, 15, 15, 15, 15, 41, 48, 48, 48, 71, 74, 48]",0.0,0.5,14,3.0,"[3, 8, 14, 18, 24, 31, 36, 46, 50, 59, 67, 72, 76, 82]",0.0,23.0,"[149.6469968403311, 655.6744303307503, 1201.4420935646126, 427.2982749585433, 444.8488862384627, 491.1201862323576, 729.6154263423648, 674.5992042030144, 327.08522367639836, 170.966542506692, 255.26831014420782, 30.669375566034432, 167.3053314189467, 462.36773295594594]",141.17524782315127,2878.9080149786632,146.13243982003735,"[5, 13, 41, 19, 27, 32, 41, 84, 52, 66, 74, 74, 78, 84]",0.0,14.0,86,raw,4.078888206917598e-06,,,,,0.0,97920.11568476396,1181.1652541869155,467.1652541869155,1.0,rbio2.6,128.29365216036354,356714.5194830325,6.4831784179781025,9.503010584213284,0.6627906976744186,SWT,0.11370595213363113,0.8175991749478619,0.6301035598211542,0.30179574264664155,0.5384615384615382,0.8944928358155798,0.10980484326716605,,0.15920414582744624,,,,0.6490684518577441,0.6490684518577441,0.5667093801458829,,1.0,0.9398113373863523,0.46298678494898343,0.9082302965959506,,,,0.5,0.2230686216477644,0.5212765957446808,0.0,0.21359223300970875,0.0,0.4931624215607919,0.4931624215607919,0.0,0.7127659574468084,3.0875686921852874,0.6718187929559271,15,1.6077246288604181,0.8797130572238736,6,0.2799999999999999,0.457783727755036,0.8379440774649424,7,0.125,0.48031623529908185,0.811104181349553,10,4.041451884327381,0.9618730954308737,9.5,8.4,0.9361252269607199,4,rbio,17.666666666666668,11.0,15.949324511745079,15,0.2262667116054376,0.7347340482844649,0.6211930873908542,1,3.25,4
,,436.1089571847614,135.29077536657957,151482.11034766736,0.9575970019070681,1,,,748.9807608849383,486.98076088493826,207.33069639900918,,,inu.32000013032919,,-1150.6837038596336,436.6837038596336,46920513.10498047,23575868.10498047,,,False,False,[],,,,[],,,,1098.3578020518291,387.35780205182914,156.8119772715729,93.81197727157291,"[1, 1, 1, 15, 15, 27, 32, 41, 52, 47, 41, 74, 41]",0.0,24.0,13,2.0,"[3, 8, 14, 18, 24, 31, 36, 46, 53, 62, 67, 76, 82]",0.0,28.5,"[214.16496635187565, 492.66560124827106, 1098.3578020518291, 384.69923459584993, 725.2263924544527, 425.4462628617247, 506.4762805683208, 431.39037924107424, 183.70413204357385, 156.8119772715729, 272.6780524950624, 205.62444226035666, 572.1709199579334]",135.29077536657957,2360.4164434018976,135.29077536657948,"[4, 9, 41, 19, 41, 41, 41, 47, 54, 64, 74, 77, 84]",0.0,28.5,86,raw,5.189472921648829e-06,,,,,0.0,97920.11568476396,1150.6837038596336,436.6837038596336,1.0,bior2.4,96.71088839686695,203174.0501768259,6.360897533236582,10.026436913356097,0.6976744186046512,SWT,0.22275505367374338,0.9249234039648347,0.2143055128055741,0.05006053575804255,0.7692307692307695,0.9666315087609995,0.2871495475589543,,0.4624302287573534,,,,0.6218664097440015,0.6218664097440015,0.5039732538767558,,1.0,0.9713117612052684,0.2868412856145868,0.6891239479186337,,,,0.3333333333333333,0.2816654502280637,0.8297872340425532,0.0,0.6699029126213591,0.0,0.40618522102805527,0.40618522102805527,0.0,0.8297872340425532,2.9892459963393674,0.6504249256678678,18,1.5631683129831213,0.8553327795597611,10,0.2799999999999999,0.4812366612880318,0.880873184730347,4,0.125,0.4844723331075597,0.8181225331411701,7,6.020797289396148,0.9432000255717344,9.75,7.293777134587554,0.9256094467481314,5,bior,21.466666666666665,17.0,15.569506215982697,15,0.2749354005167958,0.7172370418217462,0.592374107091719,2,4.25,5
,,439.5402584032545,138.72207658507267,149361.26017052346,0.860814416255336,1,,,734.97120778268,472.97120778268004,205.33592787181672,,,inu.32000013032919,,-1173.023858727746,459.0238587277461,46659055.26513672,23314410.26513672,,,False,False,[],,,,[],,,,1173.896693660773,462.89669366077305,34.57089247394856,28.42910752605144,"[2, 2, 2, 15, 15, 15, 33, 41, 48, 48, 48, 71, 74, 48]",0.0,0.5,14,3.0,"[3, 8, 14, 18, 24, 31, 36, 46, 50, 59, 67, 72, 76, 82]",0.0,23.0,"[182.1020932424481, 656.4823550709732, 1173.896693660773, 421.65661245630304, 449.39950507441915, 731.3914797029231, 475.05422297934354, 672.4585489084068, 317.3141680574631, 170.82153037383137, 258.34809163257887, 34.57089247394856, 158.29248209468244, 451.77494191746774]",138.72207658507267,2844.5636176455628,142.83267393963973,"[5, 13, 41, 19, 27, 41, 41, 84, 52, 66, 74, 74, 81, 84]",0.0,9.5,86,raw,4.176269006233693e-06,,,,,0.0,97920.11568476396,1173.023858727746,459.0238587277461,1.0,rbio2.4,139.2348494873592,356278.55388817395,6.48244665178782,9.518181091385637,0.686046511627907,SWT,0.039522123136150056,0.8207097616635429,0.6276152972162934,0.3010809611319442,0.6923076923076924,0.8904697040147928,0.10715825484447569,,0.13996186121805565,,,,0.637728222495992,0.637728222495992,0.5476150307662399,,1.0,0.9379080084121382,0.45131907162592855,0.8496823655075524,,,,0.5,0.16605645939752256,0.42553191489361697,0.0,0.21359223300970875,0.0,0.46993145798231845,0.46993145798231845,0.0,0.7127659574468084,2.9858311430370765,0.6496818935761532,19,1.6446048835798739,0.8998931558850757,4,0.2799999999999999,0.43931957017967727,0.804146608163171,13,0.125,0.49073054204498456,0.8286906944146355,5,7.088723439378913,0.933125250571897,10.25,6.901851205029688,0.9182135686821749,6,rbio,17.666666666666668,11.0,15.949324511745079,15,0.2262667116054376,0.7347340482844649,0.6211930873908542,1,4.75,6
,,458.05648843861036,157.23830662042855,152593.5667010746,0.21167076155678946,1,,,754.0215347564346,492.02153475643456,208.93732948422158,,,inu.32000013032919,,-1114.167620361829,400.167620361829,47291521.949329,23946876.949329004,,,False,False,[],,,,[],,,,1138.297196896498,427.297196896498,71.55028110456803,8.550281104568029,"[0, 3, 3, 14, 14, 24, 31, 14, 40, 42, 50, 50, 46, 72, 40]",0.0,-5.0,15,4.0,"[1, 5, 9, 15, 22, 29, 33, 37, 41, 45, 54, 60, 66, 75, 81]",0.0,-9.5,"[71.55028110456803, 339.3306782873849, 1138.297196896498, 656.9733462999873, 675.6943479147213, 391.4183458769187, 181.60897646356966, 821.0924137350868, 610.7772389812344, 377.9299517063141, 154.6306128417508, 130.88649452482287, 290.44511380454367, 190.01116718043045, 840.2011609613245]",157.23830662042855,3561.8473265791554,157.23830662042855,"[3, 8, 85, 18, 31, 31, 36, 85, 46, 46, 55, 63, 76, 76, 85]",0.0,-9.5,86,raw,3.6455702370156394e-06,,,,,0.0,97920.11568476396,1114.167620361829,400.167620361829,1.0,rbio3.9,176.17365989721463,501946.528899761,6.547656160841443,6.575111441199962,0.7325581395348837,SWT,0.37033512849899564,0.2172577311424563,0.8493505796249494,0.5399089261126584,1.0,0.3796344959196388,0.3814760907544263,,0.04191947290315762,,,,0.7233228570068551,0.7233228570068551,0.6309743336415825,,1.0,0.983330757318884,0.6949995941275935,0.7740153978609543,,,,0.6666666666666666,0.4457146832132829,0.021276595744680854,0.0,0.10679611650485436,0.0,0.3019888569009972,0.3019888569009972,0.0,0.021276595744680882,3.0894168722288478,0.6722209352917955,14,1.6405291647736024,0.897663008391477,5,0.2799999999999999,0.3991996467523356,0.7307096330457912,23,0.125,0.5277447074361608,0.8911960650674777,2,9.486832980505138,0.9105015756556119,11.0,4.908536585365853,0.9033639953749757,7,rbio,17.666666666666668,11.0,15.949324511745079,15,0.2262667116054376,0.7347340482844649,0.6211930873908542,1,5.5,7
,,440.2014005678006,139.38321874961878,149124.3392998624,0.9086252516573914,1,,,736.4921533533443,474.4921533533443,206.2376542194965,,,inu.32000013032919,,-1146.178963530208,432.17896353020797,46677217.57172249,23332572.571722493,,,False,False,[],,,,[],,,,1155.2251826033507,444.22518260335073,104.24418627931573,41.24418627931573,"[2, 2, 2, 15, 15, 27, 15, 41, 48, 52, 41, 74, 41]",0.0,15.0,13,2.0,"[3, 8, 14, 18, 24, 31, 36, 44, 50, 59, 67, 76, 82]",0.0,19.5,"[104.24418627931573, 581.2376387901588, 1155.2251826033507, 396.4057595428826, 486.69030385014275, 429.5845205184405, 671.9452868178198, 398.3116498454389, 321.9399834779406, 138.75005274840248, 246.38598589620733, 180.7795212497408, 611.1181357615673]",139.38321874961878,2413.618207381408,140.47565827919027,"[4, 13, 41, 19, 32, 32, 41, 52, 52, 66, 74, 78, 84]",0.0,15.0,86,raw,5.01175838402671e-06,,,,,0.0,97920.11568476396,1146.178963530208,432.17896353020797,1.0,rbio6.8,111.73558111507019,277459.02687878854,6.430900929800221,9.795883583645248,0.6744186046511628,SWT,0.12235176425790709,0.8776503552455724,0.45234170004077334,0.171853468027186,0.6153846153846153,0.9280938229213452,0.08705136835108263,,0.2031658402042447,,,,0.6407844721659296,0.6407844721659296,0.5339759781348788,,1.0,0.9415344831100417,0.30491535237934253,0.809995944307552,,,,0.3333333333333333,0.17408729885061,0.5425531914893617,0.0,0.49514563106796117,0.0,0.3933312257826205,0.3933312257826205,0.0,0.6382978723404256,2.842975048495267,0.6185980802040371,23,1.5276052491215126,0.8358734199951078,15,0.2799999999999999,0.43295757339526936,0.7925013765764374,14,0.125,0.4587110134612118,0.7746197061563103,14,4.358898943540674,0.9588783118533899,16.5,15.810147299509001,0.9016089672474497,8,rbio,17.666666666666668,11.0,15.949324511745079,15,0.2262667116054376,0.7347340482844649,0.6211930873908542,1,6.25,8
,,383.68580694734476,82.86762512916295,151557.56110227658,0.9538926205383894,1,,,748.33096842293,486.33096842293,207.25393471627677,,,inu.32000013032919,,-1140.1323448591156,426.1323448591156,46876995.95703888,23532350.95703888,,,False,False,[],,,,[],,,,1077.9525233564557,366.9525233564557,27.299569811942206,35.700430188057794,"[1, 1, 1, 15, 15, 27, 32, 41, 47, 54, 47, 41, 69, 74, 41]",0.0,22.0,15,4.0,"[3, 8, 14, 18, 24, 31, 36, 44, 50, 56, 62, 67, 71, 76, 82]",0.0,22.0,"[210.44989361478224, 475.2089025877283, 1077.9525233564557, 379.67214732335196, 703.7231647531357, 421.5309352744906, 485.2285504344243, 436.8732189311337, 293.5459889476575, 57.33641626511849, 161.4316495041295, 268.04456958318576, 27.299569811942206, 203.7669058918102, 553.2226679308249]",82.86762512916295,2446.2871042101715,91.87392229576258,"[4, 9, 41, 19, 41, 41, 41, 47, 52, 57, 64, 74, 74, 78, 84]",0.0,26.5,86,raw,5.458395789948692e-06,,,,,0.0,97920.11568476396,1140.1323448591156,426.1323448591156,1.0,bior2.6,96.71088839686695,203174.0501768259,6.359434322622645,10.016604017173671,0.6976744186046512,SWT,0.21570397587282544,0.922907250128036,0.20933008171564357,0.05006053575804255,0.7692307692307695,0.9637163937265444,0.29355286590965696,,0.17582403058741558,,,,0.3795308816202014,0.3795308816202014,0.25273829008019905,,1.0,0.9697624250766046,0.3160138532230625,0.6457523920484372,,,,0.6666666666666666,0.26242344333181966,0.7872340425531914,0.0,0.6310679611650485,0.0,0.37607757696706545,0.37607757696706545,0.0,0.6914893617021276,2.75048905217811,0.5984742103875108,24,1.5587508631223008,0.8529156440301834,11,0.2799999999999999,0.42545496575606145,0.7787683291663695,16,0.125,0.4829645531916455,0.815576363546067,8,6.994045086119096,0.9340184425837821,14.75,12.497041420118343,0.8974337495937779,9,bior,21.466666666666665,17.0,15.569506215982697,15,0.2749354005167958,0.7172370418217462,0.592374107091719,2,7.25,9
,,457.47900567243573,156.66082385425392,152571.07332368632,0.20786754066939556,1,,,754.5190159257697,492.51901592576974,208.88282347032947,,,inu.32000013032919,,-1109.5208878294795,395.52088782947953,47287653.08841823,23943008.08841823,,,False,False,[],,,,[],,,,1127.907304158499,416.9073041584991,57.15601426650039,5.843985733499608,"[0, 3, 3, 14, 14, 24, 31, 3, 40, 42, 50, 50, 46, 72, 40]",0.0,-5.0,15,4.0,"[1, 5, 9, 15, 22, 29, 33, 37, 41, 45, 54, 60, 66, 74, 81]",0.0,-9.5,"[57.15601426650039, 369.5847408312419, 814.2276753143442, 654.293793982474, 686.8122468759715, 393.4548600177785, 182.2023933010098, 1127.907304158499, 617.5440942122962, 325.6671258604665, 157.25374637632308, 135.0308959656851, 296.87617531545015, 196.29990316718795, 847.8741154413069]",156.66082385425392,3553.1850850865358,157.44002195205383,"[3, 8, 14, 18, 31, 31, 36, 85, 46, 46, 55, 63, 76, 76, 85]",0.0,-9.5,86,raw,3.6901477215903267e-06,,,,,0.0,97920.11568476396,1109.5208878294795,395.52088782947953,1.0,rbio3.7,168.84138699790682,503584.9087651937,6.546041975110947,6.5647833403501155,0.7093023255813954,SWT,0.3653283838460556,0.21514003969438847,0.8438617800003855,0.5425951097374089,0.8461538461538466,0.37664160040355166,0.3795671336214508,,0.02857202189979495,,,,0.7206533380922242,0.7206533380922242,0.6321415749419923,,1.0,0.9845169292030558,0.6920567982622093,0.7519316115966853,,,,0.6666666666666666,0.4440039863536074,0.021276595744680854,0.0,0.10679611650485436,0.0,0.28872969577078345,0.28872969577078345,0.0,0.021276595744680882,3.0660818799645195,0.667143514220538,16,1.5728560159108864,0.8606336865727373,7,0.2799999999999999,0.39533360914690246,0.7236330964231025,24,0.125,0.5036482704938696,0.8505047052441977,3,9.39858145324779,0.9113341372335114,12.5,6.892307692307693,0.8967048044658124,10,rbio,17.666666666666668,11.0,15.949324511745079,15,0.2262667116054376,0.7347340482844649,0.6211930873908542,1,7.75,10
