signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,smoothness_normalized,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_spectral_magnitude_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
smoothed,gaus1,4342914172.475725,0.5967206441682673,186.37985220626612,-44.16556467615677,619,127,57296.0846780022,,False,14.024787639028666,773261.6641593305,0.023029973213307752,7.459591572819357e-06,0.12301519749357073,0.0,,,,[],[],2,18535.36815599469,13619.943228632139,23450.79308335724,"[205, 263]","[13619.943228632139, 23450.79308335724]","[3, 3]","[220, 382]",5303162804545.121,273642.2892372457,-273642.2892372457,0.0,,,,CWT,txu.059172014718840,5303102286596.961,,0.0,-75.0,74.0,0.0,-75.0,,273069.2892372457,18365.991840205214,24198.13631198938,18365.991840205214,,675693.7714042913,18365.991840205214,,,13617.943228632139,0.0,-75.0,22877.79308335724,273069.2892372457,,167.72,0.9238076237725328,0.0,0.0,1.0000000000000002,0.3470814400559247,0.2233436210211664,0.9999999999999999,,1.0,0.0,0.0,0.0,,0.00219002829522681,0.0,0.0,,,,,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.6010950141476132,0.49970959142892396,3,1.6667198310907856,0.9084959237576461,3,0,0.3572992877353735,0.5697420594934542,4,0,0.5456988854096152,1.0,1,1.2583057392117916,0.8741694260788209,2.75,2.0869565217391304,0.7995847130394105,1,gaus,0.7857142857142857,1.0,0.15,1,1.0,0.8713583984272975,0.9236459583598846,0.8802690615955716,0.0,0.0,1.0000000000000002,0.27201753184495286,0.2577394617885527,1.0,,1.0,0.05066329708203082,0.05066329708203082,0.050663297082030934,,0.0,0.0026506357663570145,0.04342161062112393,0.0,,,,,0.4782608695652174,,1.0,0.3472222222222222,0.4032258064516129,1.0,1.0,0.308641975308642,1.5967106363227672,0.4992147946417716,13,1.653077303440039,0.9440613773089429,2,7.7781745930520225,0.6110912703473989,7.5,3.466666666666667,0.6180456351736994,11,11.0625,11.5,5.836308764964376,16,0.9619565217391305,0.6349066930468915,0.1361584268685412,2,8.75
raw,gaus4,797892620.750151,0.6410008522763411,245.87082987065764,-31.396478049985973,619,127,23282.909836135837,,False,14.574229694298788,132689.4570229939,0.016349321684515417,4.252844348968298e-07,0.12337191198043766,1.0,,,,[],[],12,26581.127464195666,4430.634694111843,82305.38884670302,"[30, 81, 168, 239, 292, 353, 386, 420, 464, 509, 552, 597]","[82305.38884670302, 14040.130300927616, 18109.283340221773, 48013.539197675316, 8238.940055054954, 25330.8718099872, 22083.371433386816, 5442.356148709762, 9966.01635778191, 4430.634694111843, 6538.108510417129, 74474.8888753706]","[0, 65, 140, 140, 277, 313, 375, 412, 438, 488, 140, 140]","[140, 140, 210, 488, 313, 488, 488, 438, 488, 513, 556, 618]",726721685358.9666,97637.59699736052,-97637.59699736052,0.0,,,,CWT,txu.059172014718840,726638462087.9666,,0.0,-69.5,77.0,0.0,-65.0,,96717.59699736052,26120.633082173194,277989.529570348,26120.63308217319,,1620251.3218215576,26120.633082173194,,,4426.634694111843,0.0,-74.0,81386.38884670302,96717.59699736052,,4.0,0.2105308376944694,0.6203101594518063,0.5855616954722374,0.10012961800109306,0.7384856694709829,0.4470235306049845,0.08141732433834004,,0.27493296154495633,0.5603522379569321,0.5603522379569321,0.5603522379569322,,0.0,0.7433266092139856,0.5819716598357823,,,,,0.1818181818181818,,0.10315122827435169,0.9999999999999999,0.7105263157894737,0.14763107682208162,0.14763107682208162,0.9782608695652175,1.7995061602348819,0.5650730819476122,5,1.2849616134818127,0.6762955860430594,7,0,0.46787904953977927,0.6853004749824853,4,0,0.3976369764334164,0.6958647087584786,6,1.2909944487358056,0.8709005551264195,5.5,5.266457680250784,0.6604502775632097,4,gaus,1.0,1.0,0.0,1,3.25,,0.21472174027382251,0.04831923670949106,0.7097917692397686,0.5863190609689504,0.11527912818867178,0.7488015340364339,0.2586031443382898,0.09912354483099749,,0.21447399622546076,0.21802579459789345,0.21802579459789345,0.21802579459789342,,1.0,0.0,0.7433266092139855,0.5877899053369818,,,,,0.6086956521739131,,0.10139308771217558,0.5,0.43548387096774194,0.15447842231024256,0.15447842231024256,0.5555555555555556,2.086749343138861,0.6524263827809414,7,1.2981977384999548,0.7413920344058954,14,4.949747468305833,0.7525126265847084,10.5,9.333333333333334,0.6137563132923542,12,11.0625,11.5,5.836308764964376,16,0.9619565217391305,0.6349066930468915,0.1361584268685412,2,9.5
raw,gaus5,649635957.8529084,0.6439265770292445,237.3536547051822,-30.19388021128091,619,127,19141.54917651636,,False,14.710864219425563,121438.82300877392,0.015973834800600276,2.2266871850521815e-07,0.027862668301026232,903.6712135778735,,,,[],[],10,24501.173467550318,3288.1276993905267,95039.36510147733,"[48, 93, 196, 245, 308, 371, 404, 436, 470, 510]","[9904.870984443427, 95039.36510147733, 15994.022585136612, 44472.42382059785, 13444.389581916665, 17602.36331445816, 13730.400068500234, 3288.1276993905267, 21822.913328008024, 9712.858191574305]","[3, 3, 159, 220, 288, 325, 381, 432, 381, 501]","[67, 531, 220, 531, 531, 381, 441, 441, 531, 531]",546342532355.3219,119705.19728982869,-119705.19728982869,0.0,,,,CWT,txu.059172014718840,546259309084.3219,,0.0,-79.5,79.0,0.0,-79.5,,118785.19728982869,24040.679085527845,204027.73467550316,24040.679085527838,,1620251.3218215576,24040.679085527845,,,3284.1276993905267,0.0,-84.0,94120.36510147733,118785.19728982869,,898.6712135778735,0.12375330631731463,0.707770425866594,0.7316336850381544,0.06159735441064583,0.7712819050335092,0.04728557510053735,0.06489119577675091,,0.14000527788305167,0.4449794466637248,0.4449794466637248,0.44497944666372463,,0.014567504792661628,0.5393550352090938,0.7117055935317366,,,,,0.3636363636363636,,0.06648725577171855,0.4444444444444444,0.18421052631578944,0.25448948313373665,0.25448948313373665,0.34782608695652173,1.4882218331902408,0.46732493418792653,10,1.21178723750387,0.6377827565809843,8,0,0.3325825282000022,0.48713222951642243,10,0,0.35831620679192955,0.6270533618858766,9,0.9574271077563381,0.9042572892243662,9.25,9.171974522292993,0.4896286446121831,9,gaus,1.0,1.0,0.0,1,7.0,,0.12840486802997242,0.024355809115831496,0.7766402504669937,0.7321241112010152,0.07827913760005588,0.7803040679358992,0.02735470856823613,0.0833010798907146,,0.11683077703885408,0.17313573653657133,0.17313573653657133,0.17313573653657124,,1.0,0.014484775945758283,0.5393550352090938,0.7157181627101707,,,,,0.6956521739130435,,0.06597492208533623,0.2222222222222222,0.11290322580645168,0.2602819560224903,0.2602819560224903,0.19753086419753088,1.9140302135863365,0.5984253992409037,11,1.273397920382413,0.7272290243637537,16,3.5355339059327378,0.8232233047033631,13.5,13.037037037037036,0.5741116523516816,13,11.0625,11.5,5.836308764964376,16,0.9619565217391305,0.6349066930468915,0.1361584268685412,2,10.25
smoothed,gaus6,578635133.3806586,0.6224034192817982,213.63082548339054,-33.68281972254783,619,127,18932.45325124802,,False,14.675202945675785,102155.0518346694,0.015137852440405565,5.185957018660307e-06,0.2915039523269068,58.65712574262926,,,,[],[],12,26912.9278656891,2961.701041194624,80304.71886501454,"[24, 81, 168, 237, 292, 354, 387, 420, 464, 507, 551, 598]","[75705.71824799351, 14830.171494459672, 14519.252869455937, 62472.755368779435, 6927.133052525542, 22184.508214604713, 27998.294276394463, 2961.701041194624, 3682.985481786072, 5478.614799133376, 5889.280676927308, 80304.71886501454]","[0, 64, 139, 139, 285, 313, 313, 412, 458, 490, 490, 139]","[139, 139, 211, 490, 313, 375, 490, 490, 490, 514, 557, 618]",478355195844.6656,85465.32336967938,-85465.32336967938,0.0,,,,CWT,txu.059172014718840,478294677896.5056,,0.0,-65.5,64.0,0.0,-61.0,,84892.32336967938,26743.551549899625,310082.53438826924,26743.55154989962,,675693.7714042913,26743.551549899625,,,2959.701041194624,0.0,-56.5,79731.71886501454,84892.32336967938,,109.06287425737074,0.12406846965567583,0.7454006531660227,0.7179128667797173,0.06055966526121055,0.699930094372598,0.6501951682454903,0.05618111554621092,,0.08910397672816733,0.1904555784584165,0.1904555784584165,0.19045557845841643,,0.0012399276330386688,0.8892518587020213,0.5911605612232066,,,,,0.09090909090909088,,0.05262979586596381,0.40425531914893614,1.0,0.09778192063625013,0.09778192063625013,0.5,1.2811842218761704,0.3998638671670361,6,1.6109524841415432,0.8780982489732718,4,0,0.31324865048986966,0.4994998237886901,6,0,0.4545863099863003,0.8330350714296887,4,1.1547005383792515,0.8845299461620748,5.0,4.800000000000001,0.6922649730810374,3,gaus,0.7857142857142857,1.0,0.15,1,2.5,0.582442446863477,0.12404675779724625,0.6113655531050107,0.5827015122492458,0.6940693530379421,0.06055966526121054,0.5485549924667862,0.6656870017233925,0.056181115546210914,,0.08910397672816728,0.23146976798807858,0.23146976798807858,0.23146976798807856,,0.0,0.0017009736881435158,0.8318325833667874,0.5711667357118799,,,,,0.04347826086956513,,0.0526297958659638,0.6111111111111112,1.0,0.09778192063625014,0.09778192063625014,0.654320987654321,1.31219840976841,0.41026147428341997,16,1.4557283536643568,0.8313567137411862,7,6.363961030678928,0.6818019484660536,11.5,9.73913043478261,0.5534009742330268,14,11.0625,11.5,5.836308764964376,16,0.9619565217391305,0.6349066930468915,0.1361584268685412,2,11.0
smoothed,gaus5,636061460.8555969,0.6369811608766998,214.4289843018535,-34.4425842122116,619,127,19287.61734271828,,False,14.62728125775337,118272.74016167926,0.01621942627596263,4.439102638332381e-06,0.052109727608105255,694.6745611998308,,,,[],[],10,22996.713689485307,7154.685201414595,92387.31769668219,"[48, 92, 178, 245, 309, 361, 405, 470, 510, 554]","[7764.333941450505, 92387.31769668219, 13425.760506859971, 41437.31179779312, 10704.849282502042, 16078.76203122876, 9778.615922754989, 18571.481655094598, 7154.685201414595, 12664.018859072305]","[3, 3, 160, 220, 288, 330, 382, 382, 501, 531]","[68, 531, 220, 531, 531, 531, 441, 531, 531, 563]",565080915707.9839,120321.972029239,-120321.972029239,0.0,,,,CWT,txu.059172014718840,565020397759.8239,,0.0,-71.0,66.0,0.0,-71.0,,119748.972029239,22827.33737369583,217094.53689485305,22827.33737369583,,675693.7714042913,22827.33737369583,,,7152.685201414595,0.0,-71.0,91814.31769668219,119748.972029239,,526.9545611998308,0.13147232115569377,0.6913757818795426,0.6650180532571793,0.07489138927677254,0.9002097168822093,0.04371080482986059,0.07884842106429918,,0.4474531800975478,0.10142430179286928,0.10142430179286928,0.10142430179286928,,0.008008741540304521,0.6000099477603269,0.7167940299443405,,,,,0.2727272727272727,,0.06965873662257004,0.17021276595744678,0.21621621621621626,0.26490279253306526,0.26490279253306526,0.1428571428571429,1.2050199064695475,0.37609261149700984,9,1.3795908487783084,0.7519876101481238,9,0,0.24842975172627915,0.39614094750954887,10,0,0.3841330547625076,0.7039286042781042,9,0.5,0.95,9.25,9.230769230769232,0.5125,9,gaus,0.7857142857142857,1.0,0.15,1,7.0,0.4875379497545034,0.13144931363063717,0.5230348392555263,0.5404686887817687,0.642931296179692,0.07489138927677252,0.7055197918093413,0.08606205793859287,0.07884842106429918,,0.44745318009754775,0.14694910934183045,0.14694910934183045,0.14694910934183053,,0.0,0.008466662986170347,0.5753906157365909,0.6925511157475379,,,,,0.13043478260869562,,0.06965873662257004,0.4583333333333333,0.532258064516129,0.26490279253306526,0.26490279253306526,0.40740740740740744,1.2781993693064784,0.39963160584256774,19,1.227709910188036,0.7011369077150944,17,1.4142135623730951,0.9292893218813453,18.0,17.944444444444446,0.5146446609406726,15,11.0625,11.5,5.836308764964376,16,0.9619565217391305,0.6349066930468915,0.1361584268685412,2,11.75
smoothed,gaus8,489360435.31353706,0.6442445905893427,221.7845795462448,-32.4482401917349,619,127,16395.03982373728,,False,14.790429144349394,88899.1718375504,0.01575445313726697,4.414383966517929e-06,0.3420552110620788,2578.140161544715,,,,[],[],12,28370.565859267983,3144.647637629132,76195.97691969293,"[23, 83, 123, 168, 236, 292, 354, 387, 443, 507, 549, 599]","[70555.17316939871, 19471.912612437594, 3144.647637629132, 20994.82462009151, 62236.570923789215, 8136.994281639934, 23481.335117026247, 31337.78805329142, 8472.24464117256, 8601.66318768643, 7817.659147360046, 76195.97691969293]","[0, 64, 118, 139, 139, 277, 313, 313, 430, 496, 496, 496]","[496, 139, 139, 211, 496, 313, 375, 496, 496, 515, 557, 618]",360188961130.9393,78700.3747484182,-78700.3747484182,0.0,,,,CWT,txu.059172014718840,360128443182.7793,,0.0,-70.0,64.0,0.0,-56.5,,78127.3747484182,28201.189543478507,327574.1903112158,28201.189543478507,,675693.7714042913,28201.189543478507,,,3142.647637629132,0.0,-70.0,75622.97691969293,78127.3747484182,,2410.420161544715,0.07117282884449304,0.8331883836436724,0.8450967903013398,0.038279634645827953,1.0,0.7782623679027583,0.03753854871469588,,0.10473932486838214,0.2235935442706779,0.2235935442706779,0.2235935442706779,,0.038516235582000256,0.9436601707537556,0.5484383364880892,,,,,0.09090909090909088,,0.029427384706475955,0.21276595744680848,0.2702702702702703,0.06534724445827331,0.06534724445827331,0.6607142857142858,1.255626065130796,0.3918870413371794,8,1.83459252540951,1.0,1,0,0.26435115560483863,0.421528889067708,7,0,0.5109919306938454,0.9363990734748929,2,3.5118845842842465,0.6488115415715754,4.5,2.2626262626262625,0.5994057707857877,6,gaus,0.7857142857142857,1.0,0.15,1,4.75,0.48439689149797654,0.07116037367044123,0.5201113537886233,0.6513277511571184,0.8170292101462917,0.03827963464582795,0.7837282564032325,0.7880824794632684,0.03753854871469587,,0.10473932486838208,0.2629288551936992,0.2629288551936992,0.26292885519369924,,0.0,0.03896007420640755,0.8800710096465705,0.5298894326492133,,,,,0.04347826086956513,,0.029427384706475955,0.4861111111111111,0.564516129032258,0.06534724445827333,0.06534724445827333,0.7654320987654322,1.3089110636377366,0.4092336788982023,17,1.6395723051605289,0.9363487632347084,3,9.899494936611665,0.5050252531694167,10.0,5.1,0.5025126265847084,16,11.0625,11.5,5.836308764964376,16,0.9619565217391305,0.6349066930468915,0.1361584268685412,2,12.5
smoothed,gaus3,958174303.6583667,0.606871637006602,236.2599750872165,-36.75660976832657,619,127,26050.533788409524,,False,14.486914459598873,176379.0187255273,0.019596808380965537,4.953535073796652e-06,0.08177610355057374,0.0,,,,[],[],9,20940.652214973386,5714.035937973469,93587.7032064738,"[113, 178, 244, 309, 360, 393, 470, 510, 555]","[93587.7032064738, 10770.450825641106, 34098.80833656786, 7470.268409771136, 10409.377891974633, 12438.892866719732, 7589.556784828752, 6386.775674809978, 5714.035937973469]","[3, 160, 221, 288, 345, 382, 461, 501, 501]","[501, 221, 501, 501, 501, 501, 501, 521, 561]",962873739118.4961,152133.7704651562,-152133.7704651562,0.0,,,,CWT,txu.059172014718840,962813221170.336,,0.0,-71.5,67.0,0.0,-71.5,,151560.7704651562,20771.27589918391,175593.26993476046,20771.275899183915,,675693.7714042913,20771.27589918391,,,5712.035937973469,0.0,-71.5,93014.7032064738,151560.7704651562,,167.72,0.27245399772003087,0.5268314598909458,0.5100845370346618,0.1552801685685021,0.48654316672492187,0.11886797768752178,0.16056688726138285,,0.32432952969441137,0.05468176684906084,0.05468176684906084,0.054681766849060925,,0.00219002829522681,0.4709190318828396,0.7292754999905402,,,,,0.36363636363636365,,0.14776694297631038,0.14893617021276592,0.1891891891891892,0.41742507151464403,0.41742507151464403,0.12500000000000006,1.1928253106455353,0.37228661844662103,10,1.2027810580809672,0.6556120999198378,10,0,0.25000987138958,0.3986605736664358,9,0,0.3479420315940283,0.6376081038407369,10,0.5,0.95,9.75,9.72972972972973,0.4875,10,gaus,0.7857142857142857,1.0,0.15,1,7.75,0.5529080578642592,0.27240631854220687,0.5838769330408452,0.41183957523385384,0.4931434732495704,0.1552801685685021,0.3813176277222302,0.1578907393036097,0.16056688726138288,,0.3243295296944113,0.10257470533224741,0.10257470533224741,0.10257470533224755,,0.0,0.0026506357663570145,0.4609385698244748,0.7046104461068271,,,,,0.17391304347826086,,0.14776694297631038,0.4444444444444444,0.5161290322580645,0.41742507151464403,0.41742507151464403,0.39506172839506176,1.259204330390756,0.3936927686883522,20,1.1081106432391534,0.632834567318829,20,0.0,1.0,20.0,20.0,0.5,17,11.0625,11.5,5.836308764964376,16,0.9619565217391305,0.6349066930468915,0.1361584268685412,2,13.25
smoothed,morl,335976318.2034568,0.6370702046735273,193.70343128583752,-30.102329140898764,619,127,12980.866390644844,,False,14.85064067417794,62207.21994459453,0.015640964497289498,6.024050692788493e-07,0.42958048249355996,200.2324686241331,,,,[],[],13,27581.492856129764,1919.1102958520098,67359.77351929677,"[22, 86, 135, 168, 236, 293, 355, 387, 435, 465, 504, 546, 599]","[59765.41659457471, 30881.849425236753, 2041.1372860284391, 36889.33693017473, 46039.022664298696, 12395.23777168266, 27848.938749165216, 11934.139539363967, 1919.1102958520098, 33720.147906006256, 14436.797033746241, 13328.499414260412, 67359.77351929677]","[0, 62, 117, 117, 117, 271, 312, 375, 411, 375, 496, 516, 117]","[117, 117, 140, 212, 496, 312, 375, 411, 438, 496, 558, 558, 618]",210319914145.509,65070.8028397774,-65070.8028397774,0.0,,,,CWT,txu.059172014718840,210259396197.349,,0.0,-51.5,63.0,0.0,-47.0,,64497.8028397774,27412.11654034029,345686.80712968693,27412.116540340285,,675693.7714042913,27412.11654034029,,,1917.1102958520098,0.0,-65.0,66786.77351929677,64497.8028397774,,32.512468624133106,0.0,1.0,0.9115568375213794,0.0,0.9014330653617619,1.0,0.0,,0.0,0.20565474580592885,0.20565474580592885,0.20565474580592877,,0.0,0.9999999999999999,0.4565605129351219,,,,,0.0,,0.0,1.0,0.5405405405405406,0.0,0.0,1.0,1.2674235817469508,0.3955691040230552,7,1.8163516449053945,0.9900572578098541,2,0,0.32957609220667505,0.5255352248916493,5,0,0.4766237378603927,0.8734189323158082,3,2.217355782608345,0.7782644217391654,4.25,3.40080971659919,0.6766322108695827,4,morl,0.5714285714285714,,,3,3.75,0.0,0.0,0.06926735254643357,0.7817292750875295,0.8812819685399336,0.0,0.7064785645801948,1.0,0.0,,0.0,0.24589889540486443,0.24589889540486443,0.2458988954048644,,0.0,0.0004616184285503259,0.9300219196679352,0.4411190375902536,,,,,0.0,,0.0,1.0,0.7258064516129032,0.0,0.0,1.0,1.2796909388690378,0.4000979480688473,18,1.6130501809184925,0.9212021556991801,4,9.899494936611665,0.5050252531694167,11.0,6.545454545454545,0.47751262658470833,18,11.5,11.5,9.192388155425117,2,1.0,1.0,0.0,3,14.25
raw,gaus2,1538388300.2638528,0.606515461819292,248.35659440867298,-35.044018547879766,619,127,37971.119364111895,,False,14.576530738244617,157549.44660267685,0.013693222428361665,4.408120192779589e-07,0.08967417483283203,24312.15303525056,,,,[],[],9,32047.1388398515,6113.32327707396,108364.34636963982,"[35, 82, 167, 235, 292, 353, 386, 469, 581]","[10969.318134467598, 108364.34636963982, 13040.983501068371, 29530.40684808452, 6182.836347932262, 17276.499690387347, 6113.32327707396, 7894.436603688835, 89052.09878632078]","[0, 0, 140, 210, 286, 313, 313, 313, 313]","[52, 313, 210, 313, 313, 375, 412, 488, 618]",1684333512981.5173,117585.53665188079,-117585.53665188079,0.0,,,,CWT,txu.059172014718840,1684250289710.5173,,0.0,-71.0,80.0,0.0,-71.0,,116665.53665188079,31586.64445782903,247440.24955866352,31586.644457829032,,1620251.3218215576,31586.64445782903,,,6109.32327707396,0.0,-80.0,107445.34636963982,116665.53665188079,,24307.15303525056,0.5183056653293274,0.3550387167157811,0.588021674507068,0.2925862277278722,0.35191786681876513,0.305987291246575,0.11793432269721782,,0.4736549596354729,0.8635459579463874,0.8635459579463874,0.863545957946388,,0.3957166531624254,0.6590779138225521,0.8474606948258423,,,,,0.4545454545454545,,0.2977959703717939,0.9166666666666665,0.39473684210526316,0.24422540572202248,0.24422540572202248,0.7173913043478262,2.5734404219874465,0.8081005459137756,2,1.11915467305076,0.5890287752898737,9,0,0.5882953674833221,0.8616737491513597,2,0,0.3613988235775153,0.6324479412606516,8,3.774917217635375,0.6225082782364625,5.25,3.235955056179775,0.5487541391182312,7,gaus,1.0,1.0,0.0,1,5.5,,0.5208627430798195,0.05015568923473569,0.5070369208179961,0.588774544513805,0.30008251332831704,0.3774825366388167,0.17701366981024425,0.13408569123476188,,0.35828329532655545,0.33599454218211006,0.33599454218211006,0.33599454218211017,,1.0,0.39346937863720477,0.6590779138225521,0.8495837832407018,,,,,0.7391304347826088,,0.2894239868054346,0.4583333333333333,0.24193548387096775,0.250119202356783,0.250119202356783,0.40740740740740744,2.652865825872481,0.8294238407060962,3,1.1953889701797544,0.6826786353302272,18,10.606601717798213,0.4696699141100893,10.5,5.142857142857143,0.47233495705504464,19,11.0625,11.5,5.836308764964376,16,0.9619565217391305,0.6349066930468915,0.1361584268685412,2,14.75
raw,gaus3,957606306.2363908,0.6214366580590996,259.58461276627276,-32.48431406067278,619,127,25567.57815939957,,False,14.546205051519774,176891.03727185554,0.019441879710001008,2.3091614250017329e-07,0.04622163664981435,1.0,,,,[],[],8,25042.26240180985,8526.717311579145,96850.66098571013,"[114, 179, 245, 308, 360, 391, 470, 512]","[96850.66098571013, 12217.69974460546, 36322.774400529444, 9584.795665925061, 12154.385047492397, 13899.526749682303, 10781.53930895489, 8526.717311579145]","[3, 160, 220, 288, 346, 381, 441, 500]","[500, 220, 500, 500, 500, 500, 500, 522]",925996885658.6921,151918.46088984693,-151918.46088984693,0.0,,,,CWT,txu.059172014718840,925913662387.6921,,0.0,-85.0,81.0,0.0,-80.5,,150998.46088984693,24581.768019787378,159354.0992144788,24581.768019787385,,1620251.3218215576,24581.768019787378,,,8522.717311579145,0.0,-85.0,95931.66098571013,150998.46088984693,,4.0,0.2584034799015422,0.5411960747194443,0.5556013664572501,0.14163958934331214,0.5191786681876519,0.12412396466572884,0.1463453094540953,,0.7586717414527895,0.4749930627264234,0.4749930627264234,0.47499306272642405,,0.0,0.41615424276671065,0.7301591021175335,,,,,0.5454545454545454,,0.14365602244032843,0.13888888888888895,0.13157894736842102,0.4104764488560614,0.4104764488560614,0.30434782608695654,1.7703687091192695,0.5559234665332099,6,1.0667183436254006,0.5614307071712635,10,0,0.38677452874768353,0.5665070246736474,8,0,0.32664120753271786,0.5716221131822562,10,1.9148542155126762,0.8085145784487324,8.5,8.135593220338984,0.4792572892243662,10,gaus,1.0,1.0,0.0,1,7.75,,0.2623402502243292,0.025331234671445005,0.6493225227483561,0.5564134829729162,0.15513841507927084,0.5381454595260928,0.07180572241208627,0.16128697072404052,,0.5645416060271562,0.18481364562226488,0.18481364562226488,0.1848136456222651,,1.0,0.0,0.41615424276671065,0.7339148297543907,,,,,0.782608695652174,,0.14052156753930203,0.06944444444444442,0.08064516129032262,0.4147290674489794,0.4147290674489794,0.17283950617283952,2.109502049946893,0.6595400623659129,5,1.1401661692087273,0.6511412635236724,19,9.899494936611665,0.5050252531694167,12.0,7.916666666666666,0.45251262658470837,20,11.0625,11.5,5.836308764964376,16,0.9619565217391305,0.6349066930468915,0.1361584268685412,2,15.5
