signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
raw,rbio3.1,7385054.4782052,0.6904761904761905,351.98569950404413,6.844010749851902,294,1,False,False,355.3780116525483,,8.303041506820232,466023.6447270235,1.0,1.539144354857667e-06,0.32778178611486697,1217.637877203235,,,,[],[],15,1626.7698607977713,567.4531919022047,3215.2145340552315,"[14, 30, 46, 60, 82, 97, 125, 141, 164, 188, 204, 225, 243, 259, 282]","[1838.4776310850234, 722.8399070679483, 2368.277386889044, 573.1100461516969, 3215.2145340552315, 963.4329893666711, 2209.178361122071, 1177.6863440661946, 2203.1679534819855, 835.8002153624994, 2396.031328050616, 1452.7508819477619, 1031.3152403605795, 567.4531919022047, 2846.8119010570404]","[0, 29, 19, 58, 49, 84, 100, 127, 127, 176, 176, 223, 228, 253, 228]","[49, 32, 49, 63, 228, 100, 176, 162, 176, 191, 228, 228, 253, 262, 291]",451504243.375,2542.225655060935,-2542.225655060935,0.0,,,,SWT,inu.32000013025046,239160416.375,,0.0,-34.5,27.0,0.0,-34.5,,1115.225655060935,1045.7460512739617,1.4520880334312096,1045.7460512739617,,0.0,1045.7460512739617,,,559.4531919022047,0.0,-34.5,1789.2145340552315,1115.225655060935,,363.6378772032349,1.0,0.1439661654182599,1.0,1.0,0.6666666666666663,0.4258033939979041,1.0,0.6580283309488191,0.638672461595119,0.638672461595119,0.6386724615951187,,0.0,0.24899579620330325,0.0,1.0,,,,,0.6666666666666666,,1.0,0.00735294117647059,0.007874015748031482,0.945406719804617,0.945406719804617,0.007874015748031482,2.5446384662524744,0.8240937702902063,9,2.2233677235167844,1.0,1,0,0.49357483939239427,0.7846170056429791,2,0,0.748062318011833,1.0,1,3.8622100754188224,0.9635640558922752,3.25,1.5319148936170213,0.9664518392668924,1,rbio,38.266666666666666,35.0,37.38308759446226,15,0.5274332003385322,1.0,0.3307967597630274,3,1.5
raw,rbio2.8,2253352.8905737796,0.7006802721088435,213.40735256987443,11.317487609223686,294,1,False,False,328.11271533549547,,8.123855095983034,415044.09664323553,1.0,1.6854743338816766e-06,0.9102197385083411,1187.4468690421486,,,,[],[],14,1526.766634426678,713.8950321809621,2571.737782016695,"[9, 36, 58, 84, 98, 127, 143, 166, 182, 206, 228, 246, 271, 286]","[2113.9528640428707, 1965.91593346102, 1841.3635020040667, 713.8950321809621, 1564.155287741791, 2571.737782016695, 1412.4577502894153, 1175.530540182708, 939.6085748970092, 1884.228397943671, 886.5810905797463, 957.8797583704519, 1182.4947047049618, 2164.9316635581226]","[1, 27, 53, 82, 82, 53, 128, 158, 180, 180, 224, 230, 230, 180]","[53, 53, 104, 93, 104, 293, 180, 180, 183, 230, 230, 254, 282, 293]",421586169.9367545,2399.6932728307,-2399.6932728307,0.0,,,,SWT,inu.32000013025046,209242342.93675452,,0.0,-12.5,28.0,0.0,5.5,,972.6932728307002,945.7428249028684,3028.2671180265097,945.7428249028683,,0.0,945.7428249028684,,,705.8950321809621,0.0,-12.5,1145.7377820166948,972.6932728307002,,333.4468690421486,0.18724486534813925,0.8647274666720737,0.5565102729747566,0.20930983224161834,0.7575757575757573,0.9233113290154019,0.08353582190753614,0.845886010481647,0.5012802262662275,0.5012802262662275,0.501280226266227,,0.0,0.14383697450161198,0.45660120552921324,0.46311884967275047,,,,,1.0,,0.20322390486349595,0.3308823529411764,0.35433070866141736,0.694353149333859,0.694353149333859,0.6377952755905512,2.212130095079548,0.7164092874502912,39,1.6636891556153517,0.7482744028431932,4,0,0.4885481506472176,0.7766262711955041,5,0,0.5117450493907548,0.6840941417164926,7,16.879474715365603,0.8407596724965509,13.75,6.467278649689073,0.8555213456822377,2,rbio,38.266666666666666,35.0,37.38308759446226,15,0.5274332003385322,1.0,0.3307967597630274,3,2.25
raw,rbio2.4,2374452.2864975156,0.6938775510204082,216.11705726017334,11.273936574557474,294,1,False,False,327.29193204250515,,8.128027977151952,416273.8975670267,1.0,1.7655375300440375e-06,0.896546980132433,1175.8246644938522,,,,[],[],14,1499.6543164636773,686.4681020106651,2637.519342369278,"[9, 36, 58, 84, 98, 127, 143, 166, 182, 206, 228, 246, 271, 286]","[2112.7798194681236, 1962.7847935089274, 1831.914796272136, 686.4681020106651, 1595.2549954437634, 2637.519342369278, 1310.8212927114748, 1107.6275300114464, 888.766932690754, 1758.6740017020481, 874.3264863937103, 944.4736887961067, 1127.6032965799668, 2156.14535253308]","[1, 27, 53, 82, 82, 53, 128, 158, 180, 180, 224, 230, 230, 180]","[53, 53, 102, 93, 102, 180, 180, 180, 183, 230, 230, 254, 282, 293]",419058963.7792969,2444.578627996455,-2444.578627996455,0.0,,,,SWT,inu.32000013025046,206715136.77929688,,0.0,-12.5,28.0,0.0,5.5,,1017.578627996455,918.6305069398678,3407.8395695085164,918.6305069398676,,0.0,918.6305069398678,,,678.4681020106651,0.0,-12.5,1211.519342369278,1017.578627996455,,321.8246644938522,0.1627780182595525,0.8577105754700531,0.5668382321200156,0.22796877022607986,0.6969696969696967,0.9116323067991505,0.10564406992470649,0.8107023536203757,0.4640312083589307,0.4640312083589307,0.4640312083589302,,0.0,0.10335547320977465,0.5138604821004543,0.5180033185840706,,,,,1.0,,0.13591952251747405,0.3308823529411764,0.35433070866141736,0.7734132793891362,0.7734132793891362,0.6377952755905512,2.201853864849061,0.7130812793944027,40,1.646561681410367,0.7405710103616772,7,0,0.4895846447386905,0.7782739461284873,4,0,0.5042202385384651,0.6740350722097049,14,16.3783393541592,0.8454873645834038,16.25,8.175182481751824,0.8460927388954755,3,rbio,38.266666666666666,35.0,37.38308759446226,15,0.5274332003385322,1.0,0.3307967597630274,3,3.0
raw,rbio2.6,2282089.4003214524,0.673469387755102,206.00717388746995,11.309042050968102,294,1,False,False,327.78912589304696,,8.124057814662889,415280.9844138065,1.0,1.71739377284144e-06,0.9061719727194187,1191.3817042139221,,,,[],[],14,1518.1761144429242,709.1383321145269,2596.628683038475,"[9, 36, 58, 84, 98, 127, 143, 166, 182, 206, 228, 246, 271, 286]","[2114.768557290211, 1963.0610070953283, 1835.6505850282097, 709.1383321145269, 1580.132301588309, 2596.628683038475, 1375.3240704757673, 1152.6503445948088, 922.5409489679355, 1839.3214635914787, 879.1809401747075, 954.5278633411028, 1157.8970216684957, 2173.643483231583]","[1, 27, 53, 82, 82, 53, 128, 158, 180, 180, 224, 230, 230, 180]","[53, 53, 102, 93, 102, 180, 180, 180, 183, 230, 230, 254, 282, 293]",420697747.3686409,2417.3923057549373,-2417.3923057549373,0.0,,,,SWT,inu.32000013025046,208353920.3686409,,0.0,-12.5,28.0,0.0,5.5,,990.3923057549373,937.1523049191147,3148.5343977990597,937.1523049191147,,0.0,937.1523049191147,,,701.1383321145269,0.0,-12.5,1170.6286830384752,990.3923057549373,,337.38170421392215,0.1775989411736542,0.8633667283136408,0.5570120055088912,0.21373754015198132,0.5151515151515147,0.9198538008944994,0.08779437585940096,0.8397840478525705,0.4894778996210284,0.4894778996210284,0.48947789962102817,,0.0,0.15754246681396908,0.47474376937461316,0.48388643067846615,,,,,1.0,,0.1795634955088008,0.3308823529411764,0.35433070866141736,0.7255278574246263,0.7255278574246263,0.6377952755905512,2.2266249094508415,0.7211035048738326,36,1.5657943689328828,0.704244445204146,17,0,0.4918678640755936,0.7819034924026701,3,0,0.4763592724362262,0.6367908942429727,21,13.573871960498227,0.8719446041462431,19.25,8.55516724912631,0.8451704152806687,4,rbio,38.266666666666666,35.0,37.38308759446226,15,0.5274332003385322,1.0,0.3307967597630274,3,3.75
raw,bior2.2,1171798.849182835,0.7006802721088435,146.50782280175775,11.71034849159276,294,1,False,False,329.6454972791202,,7.981755083289931,432041.45159352,1.0,1.8641393771557944e-06,0.9728427772827573,1201.286032888296,,,,[],[],14,1502.24835663082,596.6213466261495,2414.9464344473563,"[9, 36, 58, 83, 98, 127, 143, 166, 189, 206, 228, 246, 271, 286]","[2045.3063645820885, 949.4676304382365, 1705.7183329172492, 869.2110107735632, 1960.0999974491097, 2414.9464344473563, 1605.6627233793529, 1150.285956295216, 596.6213466261495, 1978.3079970646631, 1202.965411493614, 985.883629669344, 1286.0504582830333, 2280.9496994125057]","[1, 27, 51, 82, 51, 51, 128, 163, 180, 180, 224, 230, 230, 180]","[51, 38, 82, 93, 102, 293, 180, 180, 193, 230, 230, 254, 282, 293]",428634665.6875,2254.9635252038997,-2254.9635252038997,0.0,,,,SWT,inu.32000013025046,216290838.6875,,0.0,-8.0,28.0,0.0,14.5,,827.9635252038997,921.2245471070104,3371.523007168522,921.2245471070106,,0.0,921.2245471070104,,,588.6213466261495,0.0,-0.5,988.9464344473563,827.9635252038997,,347.28603288829595,0.23293578249410501,0.928024747442588,0.20481007682090308,0.042664494077698636,0.7575757575757573,0.9768027929166638,0.389098886308496,0.6954456554802809,0.46759510314542596,0.46759510314542596,0.46759510314542607,,0.0,0.1920404049943133,0.5083820547830254,0.332300884955752,,,,,1.0,,0.39093896387147237,0.3970588235294118,0.5433070866141733,0.4394291852037459,0.4394291852037459,0.7795275590551181,2.167014220684129,0.7017982880790464,44,1.5998238433834522,0.7195498191603459,14,0,0.47470967420848786,0.7546277755684104,8,0,0.5045589339480304,0.6744878358383629,12,16.522711641858304,0.8441253618692612,19.5,13.22361359570662,0.8300815488591589,5,bior,26.6,22.0,20.063470715278978,15,0.36663039535727243,0.5366991333870207,0.582348983233803,1,4.0
raw,rbio4.4,1706982.4906290467,0.6904761904761905,180.08433332384004,11.550514051142573,294,1,False,False,329.8543024043153,,8.056472815133825,424536.2560558382,1.0,2.307854059769097e-06,0.9381286985115833,1211.48683214222,,,,[],[],14,1483.6137681437924,604.7719638264854,2473.919878995671,"[9, 36, 58, 84, 98, 127, 143, 166, 190, 206, 228, 246, 271, 286]","[1998.324735573811, 1912.781019006457, 1897.809325266292, 717.8217218616788, 1609.136075221825, 2473.919878995671, 1344.6297189008824, 1113.8932004339026, 604.7719638264854, 1889.6687780489076, 953.6655063164262, 932.213267777993, 1130.644368038378, 2191.313194744383]","[1, 27, 51, 82, 82, 51, 128, 158, 180, 180, 224, 230, 230, 180]","[51, 51, 102, 93, 102, 293, 180, 180, 193, 230, 230, 254, 282, 293]",422760162.01576453,2294.327220530384,-2294.327220530384,0.0,,,,SWT,inu.32000013025046,210416335.01576453,,0.0,-12.5,28.0,0.0,5.5,,867.3272205303838,902.5899586199829,3632.4072459869058,902.5899586199828,,0.0,902.5899586199829,,,596.7719638264854,0.0,-3.5,1047.9198789956708,867.3272205303838,,357.48683214222,0.2391600844664922,0.9022724114172644,0.3897378642829793,0.12512533791487152,0.6666666666666663,0.94715065645387,0.254177273261633,0.7059013833726704,0.44199345148304736,0.44199345148304736,0.4419934514830469,,0.0,0.2275709849681471,0.5477369729949644,0.3815050413569816,,,,,1.0,,0.23448958199225822,0.3308823529411764,0.49606299212598426,0.5087635785816221,0.5087635785816221,0.6377952755905512,2.1189748330601947,0.6862404944692753,47,1.6177409118420996,0.7276083459929237,11,0,0.46036347313034137,0.7318221695408742,11,0,0.5034700420662538,0.6730322193000634,15,17.435595774162696,0.8355132474135595,21.0,14.827915869980878,0.8187000199331949,6,rbio,38.266666666666666,35.0,37.38308759446226,15,0.5274332003385322,1.0,0.3307967597630274,3,5.25
raw,rbio5.5,1254844.5892725922,0.6768707482993197,146.86791907705936,9.927183913535844,294,1,False,False,350.36771525945784,,7.990480583667445,439996.2686652216,1.0,2.733929078049859e-06,0.8265201200816416,1189.3101393782295,,,,[],[],15,1620.5450189788728,133.43426022638323,2888.9418831155594,"[16, 30, 48, 62, 77, 97, 126, 142, 168, 189, 205, 227, 245, 270, 285]","[2599.236042025963, 521.852273472942, 2527.6709253838026, 213.48900900054014, 2067.3724898906607, 2291.332437207405, 2888.9418831155594, 1086.212675045285, 1221.3286822509506, 790.0556220465566, 1273.9490185055447, 2562.1779790255205, 1384.8625760238951, 133.43426022638323, 2746.2594114620824]","[0, 26, 0, 59, 52, 52, 0, 139, 127, 179, 179, 179, 230, 253, 0]","[26, 33, 52, 64, 81, 106, 179, 162, 179, 192, 224, 230, 281, 271, 293]",441132511.1101418,2519.661865239004,-2519.661865239004,0.0,,,,SWT,inu.32000013025046,228788684.1101418,,0.0,-16.5,27.0,0.0,-21.0,,1092.6618652390039,1039.5212094550634,94.8247153169068,1039.5212094550632,,0.0,1039.5212094550634,,,125.43426022638323,0.0,-34.5,1462.9418831155594,1092.6618652390039,,335.31013937822945,0.8506473550751366,0.6407233793942693,0.22640585388068274,0.0554601426636283,0.545454545454545,0.8518166330497645,0.5321033883788326,0.10126266054523617,0.6301202881992973,0.6301202881992973,0.6301202881992967,,0.0,0.15032696357413744,0.014085450798479116,0.7277762784717952,,,,,0.6666666666666666,,0.7237807323772775,0.2720588235294117,0.007874015748031482,0.9056633302007217,0.9056633302007217,0.2204724409448819,2.1064915410174585,0.682197718514433,49,1.552311059184515,0.698180081848614,18,0,0.43906610384368355,0.6979665578197802,18,0,0.5289444711281227,0.707086105518492,4,19.015344680897407,0.8206099558405905,22.25,10.48439821693908,0.805352147731616,7,rbio,38.266666666666666,35.0,37.38308759446226,15,0.5274332003385322,1.0,0.3307967597630274,3,6.0
raw,bior3.3,894899.6781526455,0.6700680272108843,130.65143053072674,9.260910832642939,294,1,False,False,341.50307670219365,,7.915018934219211,453005.7579534664,1.0,1.969187398189576e-06,0.7475245660030855,1197.0875863750007,,,,[],[],14,1700.3897782447364,472.45781526717394,2712.8372631091015,"[16, 30, 47, 77, 97, 126, 142, 165, 189, 205, 227, 245, 270, 285]","[2262.2334667979744, 472.45781526717394, 2301.3232135454427, 1092.369491498656, 2287.181077921712, 2712.8372631091015, 1272.394458571368, 1787.6543311872401, 758.6592849524293, 1601.4421797791456, 2245.6385545270027, 1491.5312694784616, 1056.041880615197, 2463.692608175404]","[0, 29, 26, 63, 26, 26, 127, 127, 179, 179, 179, 230, 253, 179]","[26, 32, 52, 81, 106, 179, 162, 179, 199, 223, 230, 281, 281, 293]",443849725.95214844,2382.4858137735114,-2382.4858137735114,0.0,,,,SWT,inu.32000013025046,231505898.95214844,,0.0,-35.0,28.0,0.0,-17.0,,955.4858137735114,1119.365968720927,597.5431045736914,1119.365968720927,,0.0,1119.365968720927,,,464.45781526717394,0.0,-35.0,1286.8372631091015,955.4858137735114,,343.0875863750007,0.5864000708912798,0.5333742485345209,0.03963685639750858,0.0,0.48484848484848436,0.7843400635307589,0.7659762129938774,0.536166908099761,0.7398172485166217,0.7398172485166217,0.7398172485166212,,0.0,0.17741672346768028,0.08992154263157581,0.5808443952802358,,,,,1.0,,0.7961454130753791,0.0,0.0,0.6640442892177174,0.6640442892177174,0.28346456692913385,2.3711602623952373,0.7679119947743994,21,1.329828903136099,0.5981146928914929,45,0,0.46743332489793776,0.743060841939694,9,0,0.4563679910280615,0.6100668086597066,34,15.628499608087784,0.8525613244520021,27.25,19.014647137150465,0.7977429263769444,8,bior,26.6,22.0,20.063470715278978,15,0.36663039535727243,0.5366991333870207,0.582348983233803,1,6.25
raw,bior3.9,894899.6781526455,0.6700680272108843,130.65143053072674,9.193352344335732,294,1,False,False,345.1367118788351,,7.920733516649879,454412.65098854643,1.0,2.2860472389618235e-06,0.7415178707841689,1205.1848470031089,,,,[],[],15,1646.001236066778,468.3532058461029,2735.5687565232593,"[16, 30, 47, 67, 82, 97, 126, 142, 165, 189, 205, 227, 245, 270, 284]","[2282.5718715945777, 468.3532058461029, 2488.052251206278, 760.8743560714668, 1225.013481283701, 2267.338638356597, 2597.1165668646418, 1247.4311377999038, 1707.4224844285977, 760.9295987887475, 1520.9099723244783, 2329.857501246971, 1382.4995168124312, 916.0792018539155, 2735.5687565232593]","[0, 26, 26, 63, 51, 51, 26, 127, 127, 178, 178, 178, 230, 253, 230]","[26, 32, 51, 69, 85, 106, 230, 162, 178, 192, 223, 230, 281, 281, 293]",444676979.05677557,2357.09203139099,-2357.09203139099,0.0,,,,SWT,inu.32000013025046,232333152.05677557,,0.0,-25.5,27.0,0.0,-21.0,,930.0920313909901,1064.9774265429683,287.0185410016675,1064.9774265429685,,0.0,1064.9774265429683,,,460.3532058461029,0.0,-25.5,1309.5687565232593,930.0920313909901,,351.18484700310887,0.6947156238537422,0.522489304793048,0.05378055507643681,0.0,0.48484848484848436,0.7792092534206653,0.791268062716427,0.5309014566429697,0.6650940255039943,0.6650940255039943,0.6650940255039943,,0.0,0.2056204317413531,0.04307828043403639,0.5998102868904402,,,,,0.6666666666666666,,0.8181767614426092,0.13970588235294115,0.14960629921259844,0.6193162096393416,0.6193162096393416,0.2204724409448819,2.178616797068639,0.7055558399059951,42,1.3709288679644005,0.616600148263352,42,0,0.44053020014127764,0.7002939755917343,17,0,0.47518732638697203,0.6352242519712848,23,12.935738607954837,0.8779647301136336,31.0,26.68074735987003,0.7927559499624772,9,bior,26.6,22.0,20.063470715278978,15,0.36663039535727243,0.5366991333870207,0.582348983233803,1,7.0
raw,bior3.1,894899.6781526455,0.6700680272108843,130.65143053072674,9.140946316976132,294,1,False,False,340.2814550580174,,7.8990041640860245,457326.6090127376,1.0,1.437910780883041e-06,0.7419607066893621,1196.8666155058797,,,,[],[],14,1889.7681265346616,834.0324484095327,2935.9073554865445,"[8, 35, 57, 77, 97, 126, 142, 165, 189, 205, 227, 245, 270, 285]","[2449.064336639607, 2356.963678390059, 2097.4554896945965, 1225.0624984056935, 2327.088416884928, 2935.9073554865445, 1735.4168177270842, 1360.2966703076206, 834.0324484095327, 1607.607267027616, 2190.7935848112206, 1161.5996647942009, 1520.8099096369672, 2654.655633269596]","[0, 26, 52, 64, 26, 26, 127, 162, 179, 179, 179, 229, 229, 179]","[26, 52, 81, 81, 106, 179, 179, 179, 199, 223, 229, 253, 281, 292]",446390386.37499994,2525.6086457030506,-2525.6086457030506,0.0,,,,SWT,inu.32000013025046,234046559.37499994,,0.0,-26.0,28.0,0.0,-26.0,,1098.6086457030506,1308.7443170108522,2053.7537714852624,1308.7443170108527,,0.0,1308.7443170108522,,,826.0324484095327,0.0,-21.5,1509.9073554865445,1098.6086457030506,,342.86661550587974,0.5499845758106299,0.514045707640172,0.0,0.0,0.48484848484848436,0.7795875158189841,0.8436525628937743,1.0,1.0,1.0,1.0,,0.0,0.17664705601890962,0.30959388449180614,0.7669616519174034,,,,,1.0,,0.8638081085014719,0.13235294117647056,0.2125984251968504,0.9161378654953964,0.9161378654953964,0.14173228346456693,3.0878020899931995,1.0,1,1.3166582227517893,0.5921909402683878,47,0,0.6290646721172183,1.0,1,0,0.45315983528743503,0.6057781876940724,36,23.81001189975903,0.7753772462286884,21.25,1.9521199884626477,0.7874527740577404,10,bior,26.6,22.0,20.063470715278978,15,0.36663039535727243,0.5366991333870207,0.582348983233803,1,7.75
