wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
dmey,1,antireflect,1.0661542892372755,62.38618855007406,57103637.543281436,0.5733471074380165,461.38551425008535,907,raw,0.7793733748741534,,8.747619465112834,209097.08759450645,0.9101780363492215,4.276075949021693e-06,0.999997831210522,708.0565701755875,,,,[],[],15,977.808967696959,54.23799111555513,1311.6384121968829,"[9, 84, 164, 254, 330, 397, 444, 513, 572, 617, 680, 734, 786, 851, 898]","[1311.6384121968829, 1253.138330086332, 1213.2735478429859, 1079.1246858453997, 1166.7770585421108, 451.0479945164732, 1287.7346726428002, 1200.5941131709376, 1069.336893332859, 54.23799111555513, 1226.9103311945182, 677.4946467777902, 1016.2929777452863, 541.8018187573871, 1117.7310416870673]","[2, 35, 139, 174, 317, 317, 317, 489, 558, 616, 665, 730, 730, 730, 870]","[665, 317, 317, 282, 351, 398, 665, 665, 665, 631, 870, 737, 797, 853, 906]",463377771.34541225,1362.8174347185136,-1362.8174347185136,0.0,,,,DWT,mdp.39015056038071,520059.34541225433,,0.0,-77.5,115.0,0.0,-64.0,,3.8174347185135957,437.8474292354206,55527.86548454562,438.40176806144905,,0.0,437.8474292354206,,,50.23799111555513,0.0,-64.0,3.638412196882882,3.8174347185135957,,0.05657017558746702,0.9731272564257691,0.8472278773352878,0.0027124423842844747,0.9533851392903702,0.001994666367577947,0.36722646281743443,0.009584920095634709,1.0,1.0,1.0,1.0,,0.9999999999999999,0.0,1.0,,,,,,0.9544409525294482,0.33333333333333337,1.0,0.7561382815299601,0.7561382815299601,1.0,3.313009122210042,1.0,1,1.4303168247536757,0.9197480923733061,13,0,0.8307731422248231,1.0,1,0,0.450751252102337,0.9951555593900426,2,5.852349955359813,0.9938654612627256,4.25,1.552238805970149,0.9947052673189938,1,dmey,5.222222222222222,5.0,3.1534813214040835,9,0.008189580066213627,0.010752137686563511,0.9910416526476813,1,1.0,1
dmey,1,antisymmetric,1.061897508384299,62.40356311682948,57543928.9514433,0.5692148760330579,450.5683596244045,907,raw,0.7820189312032566,,8.742829339108724,214911.17599805456,0.913501077660277,4.276200003144097e-06,0.9999978496026507,708.0565701755875,,,,[],[],15,956.4115748372844,54.23799111555513,1311.1529244866335,"[9, 84, 164, 254, 330, 397, 444, 513, 572, 617, 680, 734, 786, 857, 902]","[1311.1529244866335, 1253.1383297136692, 1213.2735478429859, 1079.1246858453997, 1166.7770585421108, 451.0479945164732, 1287.7346726428002, 1200.5941131709376, 1069.336893332859, 54.23799111555513, 1226.9103313780513, 677.4946467777902, 1016.2929777452863, 1117.9566478268932, 221.10080762182236]","[2, 35, 139, 174, 317, 317, 317, 489, 558, 616, 665, 730, 730, 730, 901]","[665, 317, 317, 282, 351, 398, 665, 665, 665, 631, 870, 737, 797, 870, 906]",463377159.16212416,1362.5370283312286,-1362.5370283312286,0.0,,,,DWT,mdp.39015056038071,519447.16212415695,,0.0,-77.5,115.0,0.0,-68.5,,3.537028331228612,416.450036375746,55848.82637744073,417.00437520177456,,0.0,416.450036375746,,,50.23799111555513,0.0,-68.5,3.1529244866335375,3.537028331228612,,0.05657017558746702,0.9764305036949948,0.8438451930064288,0.0027778974769100406,0.9522181341138427,0.0021813610076831316,0.2765954847996279,0.01007754106966588,1.0,0.10128850933429538,0.10128850933429538,0.10091980860767728,,0.9999999999999999,0.8987114906656931,0.8665660502498111,,,,,,0.9533174407499394,0.33333333333333337,0.75,0.7005967937388476,0.7005967937388476,0.0,2.638918589844475,0.7965322438001936,2,1.392771963306982,0.8956053191804063,20,0,0.5774322099809799,0.6950540173152536,2,0,0.43773230216702197,0.9664126987876102,3,8.845903006477066,0.9907275649827284,6.75,2.891566265060241,0.9918260466423077,2,dmey,5.222222222222222,5.0,3.1534813214040835,9,0.008189580066213627,0.010752137686563511,0.9910416526476813,1,1.75,2
dmey,1,periodization,1.0047408772631305,62.643848418427865,53541774.09270499,0.5737885462555066,454.14308914676604,907,raw,0.7620610345902031,,8.649042223873153,102397.33653194255,0.8181862418709654,4.276058968394414e-06,0.9999980664990913,708.0565701755872,,,,[],[],15,956.5376413937072,54.23799111555513,1311.0603493123594,"[9, 84, 164, 254, 330, 397, 444, 513, 572, 617, 680, 734, 786, 857, 902]","[1311.0603493123594, 1253.138329980158, 1213.2735478429854, 1079.1246858453992, 1166.7770585421106, 451.0479945164733, 1287.7346726428002, 1200.5941131709378, 1069.3368933328593, 54.23799111555513, 1227.500275178642, 677.4946467777902, 1016.2929777452864, 1117.956647826893, 222.49443707535988]","[2, 35, 139, 174, 317, 317, 317, 489, 558, 616, 665, 730, 730, 730, 901]","[665, 317, 317, 282, 351, 398, 665, 665, 665, 631, 906, 737, 797, 906, 906]",463313329.03774166,1360.964644608457,-1360.964644608457,0.0,,,,DWT,mdp.39015056038071,455617.0377416611,,0.0,-86.5,115.0,0.0,-68.5,,1.9646446084570925,416.57610293216874,55846.93537909439,417.1304417581973,,0.0,416.57610293216874,,,50.23799111555513,0.0,-68.5,3.060349312359449,1.9646446084570925,,0.056570175587239646,0.9515110314610008,0.798425227294837,0.0036831227348442797,0.9293690381030943,0.0004843466050702999,0.37690840650435775,0.0005443738140806122,1.0,0.10658342837367552,0.10658342837367552,0.10621689991314895,,0.9999999999959804,0.8934165716263218,0.8411222112165647,,,,,,0.8361729547347728,0.0,0.75,0.38914692918030486,0.38914692918030486,0.0,2.4118297674570917,0.7279876627228264,6,1.3826261239375663,0.8890811587677977,26,0,0.4937222578919036,0.5942925123574745,6,0,0.437275078073898,0.9654032526772839,5,10.177589760514683,0.9893316669176995,10.75,6.995515695067265,0.9890316615510929,3,dmey,5.222222222222222,5.0,3.1534813214040835,9,0.008189580066213627,0.010752137686563511,0.9910416526476813,1,2.5,3
dmey,1,zero,1.004194883516849,62.64620909199077,53545503.74156538,0.5723140495867769,378.5483792787677,907,raw,0.7678461393096734,,8.648723137157422,119765.03086232345,0.8543551116330856,4.276110109210012e-06,0.9999980929357764,708.0565701755875,,,,[],[],15,956.4470500469527,54.23799111555513,1311.170022556116,"[9, 84, 164, 254, 330, 397, 444, 513, 572, 617, 680, 734, 786, 857, 902]","[1311.170022556116, 1253.1383298712972, 1213.2735478429859, 1079.1246858453997, 1166.7770585421108, 451.0479945164732, 1287.7346726428002, 1200.5941131709376, 1069.336893332859, 54.23799111555513, 1226.9103314869124, 677.4946467777902, 1016.2929777452863, 1117.956647826891, 221.61583743087658]","[2, 35, 139, 174, 317, 317, 317, 489, 558, 616, 665, 730, 730, 730, 901]","[665, 317, 317, 282, 351, 398, 665, 665, 665, 631, 870, 737, 797, 870, 906]",463343673.00561064,1361.6190310403126,-1361.6190310403126,0.0,,,,DWT,mdp.39015056038071,485961.0056106448,,0.0,-77.5,115.0,0.0,-68.5,,2.6190310403126205,416.4855115854142,55848.29424929571,417.0398504114428,,0.0,416.4855115854142,,,50.23799111555513,0.0,-68.5,3.1700225561160096,2.6190310403126205,,0.05657017558746702,0.9587343255396612,0.7979913490772375,0.003692016085043659,0.9292912998872939,0.00048592807007007285,0.3445687183129834,0.0020159184318897724,1.0,0.10277850294107209,0.10277850294107209,0.10241041349152254,,0.9999999999999999,0.8972214970589164,0.8712653719751287,,,,,,0.8918618407280393,0.33333333333333337,0.75,0.5187645044698244,0.5187645044698244,0.0,2.5384037158144053,0.766192793976096,3,1.3721527854358981,0.8823464039631423,30,0,0.5453214208775947,0.6564023235238632,4,0,0.43382565077202573,0.9577877069851543,6,12.893796958227627,0.9864844895616063,10.75,5.106382978723405,0.9876080728730463,4,dmey,5.222222222222222,5.0,3.1534813214040835,9,0.008189580066213627,0.010752137686563511,0.9910416526476813,1,3.25,4
dmey,1,symmetric,1.0048520096872484,62.643368080356225,57534645.24963239,0.5712809917355371,454.14308914676604,907,raw,0.7609802084933277,,8.743077853374182,102806.93725463326,0.8183430903947694,4.276019772085343e-06,0.9999980584016368,708.0565701755875,,,,[],[],15,956.5311646433704,54.23799111555513,1311.1871206255983,"[9, 84, 164, 254, 330, 397, 444, 513, 572, 617, 680, 734, 786, 857, 902]","[1311.1871206255983, 1253.1383300289249, 1213.2735478429859, 1079.1246858453997, 1166.7770585421108, 451.0479945164732, 1287.7346726428002, 1200.5941131709376, 1069.336893332859, 54.23799111555513, 1227.6399223970166, 677.4946467777902, 1016.2929777452863, 1117.9566478268885, 222.13086723993]","[2, 35, 139, 174, 317, 317, 317, 489, 558, 616, 665, 730, 730, 730, 901]","[665, 317, 317, 282, 351, 398, 665, 665, 665, 631, 906, 737, 797, 906, 906]",463310239.78139144,1360.7010337493962,-1360.7010337493962,0.0,,,,DWT,mdp.39015056038071,452527.7813914418,,0.0,-86.5,115.0,0.0,-68.5,,1.7010337493961742,416.56962618183195,55847.03253034945,417.1239650078604,,0.0,416.56962618183195,,,50.23799111555513,0.0,-68.5,3.1871206255982543,1.7010337493961742,,0.05657017558746702,0.9501615096935994,0.7985135395482688,0.003681313160343036,0.9522786789583794,0.0021774244844253473,0.32191097380852995,0.0005790788087368049,1.0,0.10631139850592403,0.10631139850592403,0.1059447584438265,,0.9999999999999999,0.8936886014940773,0.8759646937003838,,,,,,0.8305033849067879,0.0,0.75,0.33693221520071087,0.33693221520071087,0.0,2.405421492767611,0.7260533865246355,8,1.3725894373015561,0.8826271877122529,29,0,0.4878914358429495,0.5872739633064795,7,0,0.432757502637469,0.9554294804702007,8,10.677078252031311,0.9888080940754389,13.0,9.360230547550433,0.9875906298469438,5,dmey,5.222222222222222,5.0,3.1534813214040835,9,0.008189580066213627,0.010752137686563511,0.9910416526476813,1,4.0,5
dmey,1,constant,1.0027528675588313,62.652450008634645,53546038.598567575,0.5723140495867769,381.9220809930735,907,raw,0.767768289430521,,8.650212163700646,117849.5503381397,0.8519847252495427,4.276109608819405e-06,0.999998097421804,708.0565701755875,,,,[],[],15,956.4471400443817,54.23799111555513,1311.1713725986756,"[9, 84, 164, 254, 330, 397, 444, 513, 572, 617, 680, 734, 786, 857, 902]","[1311.1713725986756, 1253.138329790173, 1213.2735478429859, 1079.1246858453997, 1166.7770585421108, 451.0479945164732, 1287.7346726428002, 1200.5941131709376, 1069.336893332859, 54.23799111555513, 1226.9103314869124, 677.4946467777902, 1016.2929777452863, 1117.956647826891, 221.61583743087658]","[2, 35, 139, 174, 317, 317, 317, 489, 558, 616, 665, 730, 730, 730, 901]","[665, 317, 317, 282, 351, 398, 665, 665, 665, 631, 870, 737, 797, 870, 906]",463342304.9526564,1361.5606580482972,-1361.5606580482972,0.0,,,,DWT,mdp.39015056038071,484592.9526563883,,0.0,-77.5,115.0,0.0,-68.5,,2.5606580482972277,416.4856015828433,55848.29289933427,417.0399404088718,,0.0,416.4856015828433,,,50.23799111555513,0.0,-68.5,3.171372598675589,2.5606580482972277,,0.05657017558746702,0.9586371220146821,0.7968454397735577,0.0037155274498300583,0.9296540673139625,0.00048615486290246105,0.3445687183129834,0.001853621986416861,1.0,0.10278228292137999,0.10278228292137999,0.10241419502258321,,0.9999999999999999,0.8972177170786092,0.8716364246449543,,,,,,0.8893511161803701,0.33333333333333337,0.75,0.5072022756106842,0.5072022756106842,0.0,2.532710500789176,0.7644743516732775,4,1.3715667641466298,0.8819695699963129,31,0,0.5433786079479983,0.6540637634153917,5,0,0.433680093102048,0.9574663489771297,7,12.893796958227627,0.9864844895616063,11.75,6.398820493918171,0.9870839638583713,6,dmey,5.222222222222222,5.0,3.1534813214040835,9,0.008189580066213627,0.010752137686563511,0.9910416526476813,1,4.75,6
dmey,1,reflect,0.9998587886795748,62.665002450926934,57650077.82424405,0.5712809917355371,459.3459540652318,907,raw,0.7621355074129975,,8.745438278096685,102155.6129311905,0.8187895082537562,4.276142812488246e-06,0.9999980760839904,708.0565701755875,,,,[],[],15,956.4887084705537,54.23799111555513,1310.7043330004676,"[9, 84, 164, 254, 330, 397, 444, 513, 572, 617, 680, 734, 786, 857, 902]","[1310.7043330004676, 1253.1383294940142, 1213.2735478429859, 1079.1246858453997, 1166.7770585421108, 451.0479945164732, 1287.7346726428002, 1200.5941131709376, 1069.336893332859, 54.23799111555513, 1227.857196163641, 677.4946467777902, 1016.2929777452863, 1117.9566478268919, 221.75953904109372]","[2, 35, 139, 174, 317, 317, 317, 489, 558, 616, 665, 730, 730, 730, 901]","[665, 317, 317, 282, 351, 398, 665, 665, 665, 631, 906, 737, 797, 906, 906]",463306893.44006073,1360.30388137808,-1360.30388137808,0.0,,,,DWT,mdp.39015056038071,449181.44006073475,,0.0,-86.5,115.0,0.0,-68.5,,1.30388137807995,416.5271700090152,55847.669372941695,417.0815088350438,,0.0,416.5271700090152,,,50.23799111555513,0.0,-68.5,2.7043330004676136,1.30388137807995,,0.05657017558746702,0.9516040183862161,0.7945456372679865,0.003762816184247675,0.9528537427182058,0.002226370801737124,0.32191097380852995,0.0005238928534581129,1.0,0.1045281975986769,0.1045281975986769,0.10416082596980544,,0.9999999999999999,0.8954718024013164,0.743272849289721,,,,,,0.8243619988604765,0.0,0.75,0.25826626969122807,0.25826626969122807,0.0,2.3038249995023956,0.6953874603175134,9,1.370980281011972,0.8815924390453409,32,0,0.46483510854624066,0.5595211074125545,9,0,0.43248963600291174,0.954838092272583,9,11.5,0.9879454926624738,14.75,10.971428571428572,0.9862421383647799,7,dmey,5.222222222222222,5.0,3.1534813214040835,9,0.008189580066213627,0.010752137686563511,0.9910416526476813,1,5.5,7
dmey,1,periodic,0.9999178503738679,62.66474592059819,57533231.76503693,0.5692148760330579,451.5817047125608,907,raw,0.7631183735957789,,8.743266137533109,102803.95821126852,0.818957864318154,4.276282468586245e-06,0.9999980711736113,708.0565701755875,,,,[],[],15,956.4819372227264,54.23799111555513,1311.2127405723286,"[9, 84, 164, 254, 330, 397, 444, 513, 572, 617, 680, 734, 786, 857, 902]","[1311.2127405723286, 1253.1383301636913, 1213.2735478429859, 1079.1246858453997, 1166.7770585421108, 451.0479945164732, 1287.7346726428002, 1200.5941131709376, 1069.336893332859, 54.23799111555513, 1227.6327252356996, 677.4946467777902, 1016.2929777452863, 1117.9566478268916, 221.37403301008794]","[2, 35, 139, 174, 317, 317, 317, 489, 558, 616, 665, 730, 730, 730, 901]","[665, 317, 317, 282, 351, 398, 665, 665, 665, 631, 906, 737, 797, 906, 906]",463309374.23764855,1360.687623404686,-1360.687623404686,0.0,,,,DWT,mdp.39015056038071,451662.2376485467,,0.0,-86.5,115.0,0.0,-68.5,,1.6876234046860645,416.52039876118795,55847.7709416591,417.07473758721653,,0.0,416.52039876118795,,,50.23799111555513,0.0,-68.5,3.2127405723285847,1.6876234046860645,,0.05657017558746702,0.9528312271961632,0.7945925711071062,0.003761849759204461,0.9523245501083111,0.002176825131376546,0.2765954847996279,0.0005788263978441316,1.0,0.10424379854742745,0.10424379854742745,0.10387631024247257,,0.9999999999999999,0.8957562014525623,0.8830062121826161,,,,,,0.828914892359327,0.0,0.75,0.334275961524741,0.334275961524741,0.0,2.406258209808348,0.7263059415312388,7,1.3529824327774678,0.8700191384352749,43,0,0.48758408741394715,0.5869040086059951,8,0,0.42612304778566207,0.9407821232005221,11,17.25060385416503,0.9819176060228878,17.25,10.470599861646408,0.9819179225082992,8,dmey,5.222222222222222,5.0,3.1534813214040835,9,0.008189580066213627,0.010752137686563511,0.9910416526476813,1,6.25,8
rbio3.7,1,periodic,7.424365768467889e-27,323.9577955379483,53869573.30743923,0.586767895878525,636.1194286450178,907,raw,4.9789157239071885e-14,-9.175427084784452e-10,8.85863139542448,112540.56139422508,0.6138734431040925,4.293740082320344e-06,0.9999999999999998,708.0000000000001,,,,[],[],15,954.0,54.000000000000114,1308.0,"[9, 84, 164, 254, 330, 397, 444, 513, 572, 617, 680, 734, 786, 857, 902]","[1308.0, 1250.0, 1209.9999999999998, 1077.0, 1165.0, 449.0, 1284.0, 1197.0, 1067.0, 54.000000000000114, 1223.0000000000002, 675.9999999999998, 1014.0, 1115.0, 221.0]","[2, 35, 139, 174, 317, 317, 317, 489, 558, 616, 595, 730, 762, 762, 901]","[595, 317, 317, 282, 351, 398, 595, 595, 595, 631, 870, 737, 797, 870, 906]",462857712.0,1359.0,-1359.0,0.0,,,,DWT,mdp.39015056038071,0.0,,0.0,-68.5,115.0,0.0,-68.5,,0.0,414.03846153846155,55885.0,414.6025641025641,,0.0,414.03846153846155,,,50.000000000000114,0.0,-64.0,0.0,0.0,,1.1368683772161603e-13,2.4032924447950074e-14,3.0439179652996732e-27,0.988129460523935,0.9804306694536357,0.0006233417235012125,0.6615805448937062,0.0014037975043749455,2.863773248845141e-09,4.4533174909138267e-10,4.4533174909138267e-10,4.362806667551004e-10,,2.0096603296879822e-12,0.9999999995546631,0.0,,,,,,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666677022183,0.20122693391725352,66,1.3485984188621691,0.8672000508277244,44,0,0.2051282054164659,0.2469124180725552,65,0,0.3760239734427397,0.8301748378738137,45,12.138094304022083,0.9872766307085722,55.0,52.99022130725682,0.9648123195471583,9,rbio,441.962962962963,482.0,290.64024557752543,135,0.6930940349654412,0.9909695410261004,0.21754331321636106,5,8.0,9
dmey,1,smooth,1.2584032203833493,61.66619092444061,263521346.4492801,0.5723140495867769,416.7164777788254,907,raw,0.8008956379834005,,5.819824485943593,1396941.3933252052,0.9875317397074809,4.276113491898173e-06,0.9999968338136507,708.0565701755875,,,,[],[],15,956.2741972655682,54.23799111555513,1308.5694181509857,"[9, 84, 164, 254, 330, 397, 444, 513, 572, 617, 680, 734, 786, 857, 902]","[1308.5694181509857, 1253.1383300076795, 1213.2735478429859, 1079.1246858453997, 1166.7770585421108, 451.0479945164732, 1287.7346726428002, 1200.5941131709376, 1069.336893332859, 54.23799111555513, 1226.9103314807976, 677.4946467777902, 1016.2929777452863, 1117.9566478268905, 221.6236499849732]","[2, 35, 139, 174, 317, 317, 317, 489, 558, 616, 665, 730, 730, 730, 901]","[665, 317, 317, 282, 351, 398, 665, 665, 665, 631, 870, 737, 797, 870, 906]",463402595.7290919,1364.0485933747323,-1364.0485933747323,0.0,,,,DWT,mdp.39015056038071,544883.7290918827,,0.0,-77.5,115.0,0.0,-68.5,,5.048593374732263,416.31265880402975,55850.887041016475,416.86699763005834,,0.0,416.31265880402975,,,50.23799111555513,0.0,-68.5,0.5694181509857117,5.048593374732263,,0.05657017558746702,1.0,1.0,0.0,0.24009452990555102,0.08952097090399307,0.3445687183129834,0.11022959184320187,1.0,0.095518516556633,0.095518516556633,0.09514744866262935,,0.9999999999999999,0.9044814834433546,0.15650182556928166,,,,,,1.0,0.33333333333333337,0.75,1.0,1.0,0.0,2.4246803323724206,0.7318664823823259,5,1.246727074467246,0.8016929037025617,86,0,0.5715770095478356,0.6880061240510781,3,0,0.3977734015665328,0.8781925953620011,24,38.83726732577014,0.959290076178438,29.5,6.818632309217047,0.9641838221563049,11,dmey,5.222222222222222,5.0,3.1534813214040835,9,0.008189580066213627,0.010752137686563511,0.9910416526476813,1,8.5,10
