wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,spectral_centroid_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_left_bases_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,relative_right_bases_global_alignment_score_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_relative_prominences_total_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
coif3,1,symmetric,1.6569263402286176e-26,319.61212903866533,9028866.05150423,0.5793650793650794,428.17070416694787,109,raw,8.259244460624284e-14,-1.1444811764960193e-10,5.840940169730265,91509.98366520148,0.7795786987215844,3.705486030941016e-06,1.0,645.0,,,,[],[],13,595.2307692307693,32.999999999999986,1225.0,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0, 159.00000000000023, 660.9999999999998, 543.0, 468.00000000000017, 1179.0000000000002, 455.0, 601.0000000000001, 470.9999999999999, 454.0, 1225.0, 381.0, 32.999999999999986]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.0,1231.0,-1231.0,0.0,,,,DWT,uc1.l0063472831,0.0,,0.0,50.0,2.0,0.0,50,,0.0,77.36410256410261,30.0,77.3641025641026,,0.0,77.36410256410261,,,22.999999999999986,0.0,50.0,0.0,0.0,,0.0,0.9300157042133177,0.4714896961074309,0.24672291684401243,0.34639659474533996,0.03405110998155868,,,,,,,0.0,1.0,0.1,0.16666666666666669,285,1.0692948108944718,0.5307266145364948,240,0,0.5,0.5,351,0,0.405735204378332,0.49468936857669804,253,49.580742229216376,0.9359421935023045,282.25,276.30013586713164,0.785639055407483,58,coif,0.6903092788983343,0.9206723830241559,0.24058178986391923,3,44.25,,3.9851455468919994e-13,0.9300157042133177,0.4714896961074308,0.3459302359065497,0.5003281762775436,0.12001392536249128,0.9999999992657634,0.9999999999304173,0.9999999999304173,0.9999999999304177,,0.9999999960886088,,,,,1.0,,0.0,1.0,1.0,1.0,2.4999999977614094,0.8333333327597334,387,1.2148562291911142,0.5822235437662772,394,4.949747468305833,0.9968024887155648,390.5,390.46862996158774,0.87227075340171,55,656.6666666666666,635.5,431.43644227940234,162,0.6444762661814968,0.9680293045583485,0.25845782230544767,2,41.75,55
bior3.9,1,antisymmetric,7.093900444132056e-27,323.29631016576934,9547700.189951992,0.5625,404.14143606495605,109,raw,5.0650615200513574e-14,-1.072414379521551e-10,5.7837116903163865,241457.11063240186,0.9344267322116392,3.705486030941016e-06,1.0,645.0,,,,[],[],13,595.2307692307693,33.0,1225.0,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0, 159.0, 661.0, 542.9999999999999, 468.0, 1179.0, 454.9999999999998, 600.9999999999999, 471.0, 453.9999999999998, 1225.0, 381.0, 33.0]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.0,1231.0,-1231.0,0.0,,,,DWT,uc1.l0063472831,0.0,,0.0,50.0,2.0,0.0,50,,0.0,77.36410256410261,30.0,77.36410256410251,,0.0,77.36410256410261,,,23.0,0.0,50.0,0.0,0.0,,0.0,0.9688031278922253,0.4042569030987907,0.41632321041668185,0.19418758256274737,0.5092431071211235,,,,,,,0.0,1.0,0.1,0.16666666666666669,352,1.2729442093666197,0.6318045910704924,124,0,0.5,0.5,451,0,0.49856278621831374,0.6078686474546112,125,164.9545391918634,0.7868804403205899,263.0,189.36954981388627,0.7235435793334215,201,bior,0.7137276469908377,0.743050173300698,0.27747559511620423,2,151.25,,3.9851455468919994e-13,0.9688031278922253,0.40425690309879064,0.493194007084206,0.38396624472573826,0.5529170992084912,0.9999999992657689,0.9999999999304173,0.9999999999304173,0.9999999999304159,,0.9999999960886088,,,,,1.0,,0.0,1.0,1.0,1.0,2.4999999977614107,0.8333333327597339,366,1.404760669400645,0.6732358244781789,209,111.01576464628796,0.9282843897633799,287.5,266.06608695652176,0.8712804377757468,56,782.9185185185186,761.5,444.2295289340627,270,0.7683843708718232,0.9967336085156983,0.16311085783501428,5,43.25,56
sym15,1,antireflect,8.426248478896185e-21,262.5488184411449,9565759.702922508,0.572463768115942,489.4923380227275,109,raw,7.304763929314837e-11,1.8020696045843833e-10,6.0296247541376315,287695.421844166,0.9275200513701995,3.7054860309434756e-06,1.0,644.9999999999831,,,,[],[],13,595.2307692305504,32.999999999942105,1224.999999999638,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1107.999999999654, 158.9999999999826, 660.9999999998588, 542.9999999996608, 467.99999999975773, 1178.9999999996799, 454.99999999981844, 600.9999999996774, 470.9999999998029, 453.9999999998132, 1224.999999999638, 380.99999999987074, 32.999999999942105]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852171.999995455,1230.9999999997779,-1230.9999999997779,0.0,,,,DWT,uc1.l0063472831,4.544854164123535e-06,,0.0,50.0,2.0,0.0,50,,2.2214408090803772e-10,77.36410256388376,30.00000000284399,77.3641025640393,,0.0,77.36410256388376,,,22.999999999942105,0.0,50.0,3.6197889130562544e-10,2.2214408090803772e-10,,1.693933882052079e-11,0.3292475203735227,0.6931589023716339,0.42222663595213816,0.28411157697241163,0.6557752607774261,,,,,,,0.025716694772344017,1.0,0.11285834738617201,0.18809724564362001,64,1.131196016485935,0.5614502437401224,191,0,0.512858347386172,0.512858347386172,55,0,0.47690397928942646,0.5814613221642351,152,66.69582695591481,0.9138296809355105,115.5,87.67821322612141,0.8823024373669801,14,sym,1.0,0.8203861380425154,0.053884158587245386,6,12.0,,4.2216230511371577e-13,0.3292475203735228,0.6931589023716338,0.4983199457774977,0.45271204060417025,0.6864088978291494,0.9999999992435016,0.9999999999260503,0.9999999999260503,0.9999999999291547,,0.999999996198841,,,,,1.0,,0.025716694772344013,1.0,1.0,1.0,2.51285834519302,0.837619448571158,100,1.248936311672134,0.5985565269762804,349,176.06958851545033,0.8862599557393732,224.5,155.456570155902,0.8706170579730458,57,1018.9152046783626,1142.5,414.0184893265156,342,1.0,0.9289480234437281,0.02131559296688158,6,44.25,57
bior2.4,1,antireflect,5.570026713144971e-27,324.346588278624,8800830.047600644,0.5847457627118644,393.91996005553113,109,raw,4.120359455767574e-14,-1.1266687582889331e-10,5.701227565712345,151476.8858455668,0.8838573984337823,3.7054860309410154e-06,1.0,645.0,,,,[],[],13,595.2307692307693,33.0,1225.0,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0, 159.0, 661.0, 543.0, 468.0000000000001, 1179.0, 455.0, 601.0, 471.0000000000001, 454.0, 1225.0, 381.0, 33.0]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.0,1231.0,-1231.0,0.0,,,,DWT,uc1.l0063472831,0.0,,0.0,50.0,2.0,0.0,50,,0.0,77.36410256410261,30.0,77.36410256410257,,0.0,77.36410256410261,,,23.0,0.0,50.0,0.0,0.0,,0.0,0.9798605598529603,0.30735343593000314,0.1721808419472184,0.3949577950428763,0.22409004294220106,,,,,,,0.0,1.0,0.1,0.16666666666666669,308,1.0753026100444179,0.5337084852714692,236,0,0.5,0.5,355,0,0.4156885351430518,0.5068248866636201,229,60.36003092554984,0.9220154639204783,282.0,272.70703629330745,0.7788371893245802,62,bior,0.7137276469908377,0.743050173300698,0.27747559511620423,2,47.0,,3.9851455468919994e-13,0.9798605598529604,0.3073534359300031,0.28120542423630523,0.5374526210398339,0.2931406988102497,0.9999999992657689,0.9999999999304173,0.9999999999304173,0.9999999999304172,,0.9999999960886088,,,,,1.0,,0.0,1.0,1.0,1.0,2.499999997761411,0.8333333327597341,353,1.2144330939350834,0.5820207549075307,395,29.698484809834994,0.9808149322933882,374.0,372.82085561497325,0.8696064325549628,58,782.9185185185186,761.5,444.2295289340627,270,0.7683843708718232,0.9967336085156983,0.16311085783501428,5,44.75,58
bior2.8,1,symmetric,1.699275867503767e-26,319.502522160995,9267538.52927875,0.5793650793650794,390.1728405606648,109,raw,8.622664254373142e-14,-1.174949026960807e-10,5.7815982408504185,98113.63763701514,0.8233707626144791,3.7054860309410154e-06,1.0,645.0,,,,[],[],13,595.2307692307693,33.00000000000002,1225.0000000000005,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0000000000002, 159.0, 661.0, 543.0, 468.0, 1179.0, 455.0000000000002, 601.0, 471.00000000000006, 454.0, 1225.0000000000005, 380.9999999999999, 33.00000000000002]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.0,1231.0000000000005,-1231.0000000000005,0.0,,,,DWT,uc1.l0063472831,0.0,,0.0,50.0,2.0,0.0,50,,4.547473508864641e-13,77.36410256410261,30.0,77.36410256410262,,0.0,77.36410256410261,,,23.00000000000002,0.0,50.0,4.547473508864641e-13,4.547473508864641e-13,,0.0,0.9288617521529685,0.4017739940308767,0.3247419200256053,0.34639659474533996,0.05497851007753494,,,,,,,0.0,1.0,0.1,0.16666666666666669,320,1.0811250502491723,0.5365983561908142,228,0,0.5,0.5,380,0,0.41135055420646505,0.5015358384684903,243,70.7642800665232,0.9085732815677995,292.75,280.548777593164,0.7651716537037965,83,bior,0.7137276469908377,0.743050173300698,0.27747559511620423,2,62.75,,3.9851455468919994e-13,0.9288617521529685,0.4017739940308766,0.41367406104987137,0.5003281762775436,0.13907893061600443,0.9999999992657771,0.9999999999304173,0.9999999999304173,0.9999999999304183,,0.9999999960886088,,,,,1.0,,0.0,1.0,1.0,1.0,2.499999997761414,0.833333332759735,300,1.220803921589694,0.5850739934428109,386,60.81118318204309,0.9607162899340806,343.0,337.6093294460641,0.8695700312719499,59,782.9185185185186,761.5,444.2295289340627,270,0.7683843708718232,0.9967336085156983,0.16311085783501428,5,45.5,59
db9,1,reflect,6.908395098052926e-27,323.41138938519407,9026535.360100046,0.5793650793650794,423.10030792257777,109,raw,5.23454877812257e-14,-1.0766065816625353e-10,5.8492157390464286,86680.3125904859,0.7815823183574354,3.7054860309410154e-06,1.0,644.9999999999999,,,,[],[],13,595.2307692307693,32.99999999999998,1225.0,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0000000000002, 159.0, 661.0, 543.0000000000002, 468.0, 1179.0, 455.0000000000002, 601.0, 470.99999999999994, 454.0, 1225.0, 381.0000000000001, 32.99999999999998]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.0,1231.0,-1231.0,0.0,,,,DWT,uc1.l0063472831,0.0,,0.0,50.0,2.0,0.0,50,,0.0,77.36410256410261,30.0,77.36410256410261,,0.0,77.36410256410261,,,22.99999999999998,0.0,50.0,0.0,0.0,,1.1368683772161603e-13,0.9700146933083843,0.48121194706640597,0.2459610434107037,0.34639659474533996,0.018745574690953885,,,,,,,0.0,1.0,0.1,0.16666666666666669,403,1.0916521789981029,0.5418233206672023,218,0,0.5,0.5,410,0,0.4124659706443576,0.5028958009450187,238,103.41945336025198,0.8663831351934729,317.25,291.7737895052363,0.7282497071316201,183,db,0.8026137903946103,0.8082656817640927,0.19569064219454493,5,138.5,,3.9851455468919994e-13,0.9700146933083844,0.48121194706640585,0.3452687019399175,0.5003281762775436,0.10607047756749663,0.9999999992657607,0.9999999999304173,0.9999999999304173,0.9999999999304179,,0.9999999960886088,,,,,1.0,,0.0,1.0,1.0,1.0,2.499999997761409,0.8333333327597333,398,1.237808602026328,0.5932235382749778,364,24.041630560342615,0.9844692309041715,381.0,380.24146981627297,0.8691725999482098,60,678.8292181069959,679.5,419.391033302627,486,0.6662273906505101,0.9410025916239845,0.2513400490574476,3,45.75,60
db6,1,antisymmetric,8.480124460517676e-27,322.5211387953524,8763556.384922136,0.575,392.956733736525,109,raw,5.760937089247601e-14,-1.072890665199115e-10,5.7608800464595555,164230.07393669384,0.878880727527171,3.705486030941016e-06,1.0,644.9999999999998,,,,[],[],13,595.2307692307693,33.00000000000003,1225.0,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0, 159.0000000000001, 661.0, 543.0, 467.9999999999999, 1179.0, 454.9999999999998, 601.0, 470.9999999999999, 454.0000000000001, 1225.0, 380.9999999999998, 33.00000000000003]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.0,1231.0,-1231.0,0.0,,,,DWT,uc1.l0063472831,0.0,,0.0,50.0,2.0,0.0,50,,0.0,77.36410256410261,30.0,77.36410256410252,,0.0,77.36410256410261,,,23.00000000000003,0.0,50.0,0.0,0.0,,2.2737367544323206e-13,0.960642046954341,0.37743397854802857,0.15999655478424077,0.30700132100396227,0.2645057083936957,,,,,,,0.0,1.0,0.1,0.16666666666666669,397,1.0737033065978023,0.5329146977255175,237,0,0.5,0.5,354,0,0.4139159219368537,0.5046636423391391,234,82.72242743053422,0.8931234787719196,305.5,289.08702269078765,0.7492103181973293,120,db,0.8026137903946103,0.8082656817640927,0.19569064219454493,5,91.25,,3.9851455468919994e-13,0.960642046954341,0.3774339785480285,0.27062581945535724,0.47021097046413457,0.3299596476822181,0.9999999992657799,0.9999999999304173,0.9999999999304173,0.9999999999304163,,0.9999999960886088,,,,,1.0,,0.0,1.0,1.0,1.0,2.4999999977614142,0.8333333327597351,293,1.220483374432958,0.5849203702427527,387,66.46803743153546,0.9570619913232975,340.0,333.5029411764706,0.8687118742146203,61,678.8292181069959,679.5,419.391033302627,486,0.6662273906505101,0.9410025916239845,0.2513400490574476,3,46.5,61
coif3,1,antisymmetric,1.614544969027019e-26,319.72465960177266,9027689.929287395,0.5793650793650794,428.17070416694787,109,raw,8.031088536297646e-14,-1.144864203439515e-10,5.841701124033595,211549.71453348166,0.905010541316368,3.7054860309410154e-06,1.0,645.0,,,,[],[],13,595.2307692307693,32.99999999999999,1225.0,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0000000000002, 159.00000000000023, 660.9999999999998, 543.0, 468.00000000000017, 1179.0000000000002, 455.0, 601.0000000000001, 470.9999999999999, 454.0, 1225.0, 381.0, 32.99999999999999]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.0,1231.0,-1231.0,0.0,,,,DWT,uc1.l0063472831,0.0,,0.0,50.0,2.0,0.0,50,,0.0,77.36410256410261,30.0,77.36410256410261,,0.0,77.36410256410261,,,22.999999999999993,0.0,50.0,0.0,0.0,,0.0,0.9312004371234233,0.4723836755332136,0.2463384574214898,0.34639659474533996,0.41446466375289126,,,,,,,0.0,1.0,0.1,0.16666666666666669,290,1.2224258321506982,0.6067306385566336,144,0,0.5,0.5,479,0,0.48215676571527155,0.5878657395582125,144,158.85082100301946,0.7947663811330498,264.25,205.92182336651604,0.7266790561995998,186,coif,0.6903092788983343,0.9206723830241559,0.24058178986391923,3,140.25,,3.9851455468919994e-13,0.9312004371234233,0.4723836755332135,0.34559641016112896,0.5003281762775436,0.4665732861954945,0.9999999992657662,0.9999999999304173,0.9999999999304173,0.9999999999304179,,0.9999999960886088,,,,,1.0,,0.0,1.0,1.0,1.0,2.4999999977614102,0.8333333327597338,379,1.35447089011056,0.6491342947580797,244,95.45941546018392,0.9383337109430336,311.5,296.8731942215088,0.8685531603810775,62,656.6666666666666,635.5,431.43644227940234,162,0.6444762661814968,0.9680293045583485,0.25845782230544767,2,47.0,62
rbio3.3,1,symmetric,5.7297066350445334e-27,324.2238371950483,8558018.0560053,0.6120689655172413,665.968475383303,109,raw,4.1296222303121415e-14,-1.0952372342387703e-10,5.935251933389842,116539.80525938708,0.5523092455025849,3.705486030941016e-06,0.9999999999999998,645.0,,,,[],[],13,595.2307692307693,32.99999999999999,1225.0,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0, 159.0, 661.0000000000002, 543.0, 468.0, 1179.0, 454.99999999999966, 601.0, 471.0000000000002, 454.0, 1225.0, 381.0, 32.99999999999999]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.0,1231.0,-1231.0,0.0,,,,DWT,uc1.l0063472831,0.0,,0.0,50.0,2.0,0.0,50,,0.0,77.36410256410261,30.0,77.36410256410257,,0.0,77.36410256410261,,,22.999999999999993,0.0,50.0,0.0,0.0,,0.0,0.9785682242914246,0.5822884338922825,0.0928086842462246,0.6415524074158422,0.11337220903795983,,,,,,,0.0,1.0,0.1,0.16666666666666669,240,1.226659340225629,0.6088318695598415,142,0,0.5,0.5,433,0,0.48171799177674673,0.5873307679800638,146,136.24579504214677,0.8239718410308181,240.25,196.38934190087346,0.7567856621174762,102,rbio,0.6592833486770525,1.0,0.23850165592606323,4,77.5,,3.9851455468919994e-13,0.9785682242914248,0.5822884338922824,0.21228665633011806,0.7259711916193796,0.19227599151926575,0.9999999992657662,0.9999999999304173,0.9999999999304173,0.9999999999304172,,0.9999999960886088,,,,,1.0,,0.0,1.0,1.0,1.0,2.4999999977614102,0.8333333327597338,380,1.3517273529416327,0.6478194462232775,245,95.45941546018392,0.9383337109430336,312.5,297.92,0.8682301629650568,63,705.2037037037037,681.5,445.68531164068423,270,0.6921122586705465,1.0,0.21552141893061744,4,48.25,63
rbio1.5,1,antisymmetric,1.2225751834603219e-26,320.9324052988051,8689263.82988435,0.6101694915254238,454.0898907472302,109,raw,8.154944609503538e-14,-1.1804834887385637e-10,5.703567358342756,136352.4995030132,0.8530955764402867,3.7054860309410154e-06,1.0,645.0,,,,[],[],13,595.2307692307693,33.00000000000003,1225.0,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0000000000002, 158.9999999999999, 661.0000000000001, 543.0000000000001, 468.0, 1179.0000000000002, 455.0000000000002, 601.0, 470.99999999999994, 454.00000000000034, 1225.0, 381.0, 33.00000000000003]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.00000001,1231.0,-1231.0,0.0,,,,DWT,uc1.l0063472831,7.450580596923828e-09,,0.0,50.0,2.0,0.0,50,,0.0,77.36410256410261,30.0,77.36410256410264,,0.0,77.36410256410261,,,23.00000000000003,0.0,50.0,0.0,0.0,,0.0,0.9439157034013327,0.3101022560142465,0.13571126164148678,0.6244094664487385,0.17615989918425834,,,,,,,4.215851602023609e-05,1.0,0.10002107925801013,0.16670179876335023,185,1.109483927121865,0.5506738109310382,210,0,0.5000210792580101,0.5000210792580101,144,0,0.43805971733801263,0.5341007697393715,198,28.709754439911183,0.9629072940052827,184.25,180.4870108444601,0.8624290991990238,25,rbio,0.6592833486770525,1.0,0.23850165592606323,4,19.75,,3.9851455468919994e-13,0.9439157034013327,0.31010225601424646,0.24953892286443563,0.7128656225416579,0.24947600857849397,0.9999999992657799,0.9999999999304173,0.9999999999304173,0.9999999999304185,,0.9999999960886088,,,,,1.0,,4.215851602023609e-05,1.0,1.0,1.0,2.500021077019425,0.8333403591790735,182,1.231106663928321,0.5900116140523708,372,134.35028842544403,0.9132104079938992,277.0,244.41877256317687,0.8671349197592235,64,705.2037037037037,681.5,445.68531164068423,270,0.6921122586705465,1.0,0.21552141893061744,4,49.0,64
db25,1,smooth,3.333213787738403e-26,316.5765293625926,9552490.594311409,0.5949367088607594,399.7823077704753,109,raw,1.3578536867782468e-13,-1.1105338870720558e-10,6.053570349613413,93183.40241058204,0.844851050514407,3.705486030941016e-06,0.9999999999999998,644.9999999999998,,,,[],[],13,595.2307692307693,32.99999999999999,1225.0000000000005,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1107.9999999999995, 159.0, 661.0000000000002, 543.0000000000001, 468.0, 1179.0, 454.9999999999999, 601.0000000000002, 471.0000000000001, 453.9999999999999, 1225.0000000000005, 381.00000000000034, 32.99999999999999]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.0,1231.0000000000005,-1231.0000000000005,0.0,,,,DWT,uc1.l0063472831,0.0,,0.0,50.0,2.0,0.0,50,,4.547473508864641e-13,77.36410256410261,30.0,77.36410256410265,,0.0,77.36410256410261,,,22.999999999999993,0.0,50.0,4.547473508864641e-13,4.547473508864641e-13,,2.2737367544323206e-13,0.8980566102672662,0.7212905123773574,0.41788913279048634,0.4869320937076728,0.039354280584101245,,,,,,,0.0,1.0,0.1,0.16666666666666669,278,1.3189383384609912,0.6546330086164364,108,0,0.5,0.5,358,0,0.5127045259453769,0.6251108493159848,108,125.56538801224909,0.837770816521642,213.0,160.58493441300385,0.7812885090360148,61,db,0.8026137903946103,0.8082656817640927,0.19569064219454493,5,47.0,,3.9851455468919994e-13,0.8980566102672662,0.7212905123773574,0.49455369596964477,0.6077658494899317,0.12484515021288205,0.9999999992657662,0.9999999999304173,0.9999999999304173,0.9999999999304188,,0.9999999960886088,,,,,1.0,,0.0,1.0,1.0,1.0,2.4999999977614107,0.8333333327597339,374,1.439800470215106,0.6900287556192106,191,129.4005409571382,0.9164079192783345,282.5,252.86371681415926,0.8669571896133275,65,678.8292181069959,679.5,419.391033302627,486,0.6662273906505101,0.9410025916239845,0.2513400490574476,3,49.5,65
coif3,1,antireflect,1.6524710854281217e-26,319.6238223682682,8980604.24191971,0.5634920634920635,435.7889303522911,109,raw,7.961012073825897e-14,-1.1450840275983907e-10,5.8862750953318566,214563.28549613076,0.8929838019348763,3.7054860309410154e-06,1.0,645.0,,,,[],[],13,595.2307692307693,32.999999999999986,1225.0,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0, 159.00000000000023, 660.9999999999998, 543.0, 468.00000000000017, 1179.0000000000002, 455.0, 601.0000000000001, 470.9999999999999, 454.0, 1225.0, 381.0, 32.999999999999986]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.0,1231.0,-1231.0,0.0,,,,DWT,uc1.l0063472831,0.0,,0.0,50.0,2.0,0.0,50,,0.0,77.36410256410261,30.0,77.3641025641026,,0.0,77.36410256410261,,,22.999999999999986,0.0,50.0,0.0,0.0,,0.0,0.9301388127451393,0.5247497809506902,0.23094674394534512,0.20314105386760567,0.4240148621009815,,,,,,,0.0,1.0,0.1,0.16666666666666669,291,1.186793916482536,0.5890453325219072,159,0,0.5,0.5,378,0,0.4625982507219524,0.564019178234633,167,105.24376466090521,0.8640261438489597,248.75,217.87369458111544,0.7713218574541956,74,coif,0.6903092788983343,0.9206723830241559,0.24058178986391923,3,56.25,,3.9851455468919994e-13,0.9301388127451394,0.5247497809506901,0.3322318002088954,0.3908110642287856,0.4752735824981126,0.9999999992657634,0.9999999999304173,0.9999999999304173,0.9999999999304177,,0.9999999960886088,,,,,1.0,,0.0,1.0,1.0,1.0,2.4999999977614094,0.8333333327597334,389,1.333007936917755,0.6388481091442273,258,92.63098833543772,0.9401608602484253,323.5,310.2380216383308,0.8655907660415253,66,656.6666666666666,635.5,431.43644227940234,162,0.6444762661814968,0.9680293045583485,0.25845782230544767,2,50.0,66
