wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,spectral_centroid_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_left_bases_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,relative_right_bases_global_alignment_score_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_relative_prominences_total_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
coif8,1,symmetric,5.729787692311859e-26,314.223775756519,10969395.3366563,0.5576923076923077,447.2059074295821,109,raw,1.8386108130379474e-13,-1.2155587647555465e-10,6.204272837784711,84611.92000094081,0.7469973262149231,3.7054860309410154e-06,1.0,644.9999999999999,,,,[],[],13,595.2307692307694,32.99999999999997,1225.0000000000005,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0000000000005, 158.99999999999943, 660.9999999999995, 543.0000000000002, 468.0000000000001, 1179.0000000000007, 454.99999999999966, 601.0000000000002, 471.0, 453.9999999999999, 1225.0000000000005, 381.0, 32.99999999999997]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.000000015,1231.0000000000005,-1231.0000000000005,0.0,,,,DWT,uc1.l0063472831,1.4901161193847656e-08,,0.0,50.0,2.0,0.0,50,,4.547473508864641e-13,77.36410256410272,29.99999999999818,77.36410256410262,,0.0,77.36410256410272,,,22.99999999999997,0.0,50.0,4.547473508864641e-13,4.547473508864641e-13,,1.1368683772161603e-13,0.873286587355122,0.898337837360988,0.8810573063134326,0.15079768316228007,0.01219070681602883,,,,,,,8.431703204047218e-05,1.0,0.10004215851602025,0.16673693086003374,143,1.478864880241607,0.7340098757151882,53,0,0.5000421585160202,0.5000421585160202,118,0,0.5631340242015703,0.6865966074675847,66,42.57542327055207,0.9449929931905012,95.0,80.82927123188624,0.911126987551323,2,coif,0.6903092788983343,0.9206723830241559,0.24058178986391923,3,2.25,,3.9851455468919994e-13,0.873286587355122,0.8983378373609878,0.8967221738987873,0.3507951963648166,0.10009894790311377,0.999999999265758,0.9999999999304197,0.9999999999304197,0.9999999999304183,,0.9999999960885383,,,,,1.0,,8.431703204047218e-05,1.0,1.0,1.0,2.5000421562773947,0.8333473855983982,177,1.6018596157502525,0.7676960941453768,90,61.518289963229634,0.9602595026077327,133.5,119.32584269662922,0.9370095962651066,1,656.6666666666666,635.5,431.43644227940234,162,0.6444762661814968,0.9680293045583485,0.25845782230544767,2,1.25,1
coif6,1,symmetric,2.5288130464101382e-26,317.7759938245482,10155963.526958933,0.5625,435.8194994382504,109,raw,1.1691361436566421e-13,-1.163147356209042e-10,6.081804705513185,86877.09567819574,0.7509296582160149,3.705486030941016e-06,1.0,644.9999999999999,,,,[],[],13,595.2307692307693,32.99999999999997,1225.0,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0, 159.0000000000001, 661.0, 543.0000000000001, 468.00000000000034, 1179.0000000000002, 454.99999999999955, 601.0000000000006, 471.0000000000001, 454.00000000000034, 1225.0, 380.9999999999999, 32.99999999999997]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.00000001,1231.0,-1231.0,0.0,,,,DWT,uc1.l0063472831,7.450580596923828e-09,,0.0,50.0,2.0,0.0,50,,0.0,77.36410256410261,30.0,77.36410256410264,,0.0,77.36410256410261,,,22.99999999999997,0.0,50.0,0.0,0.0,,1.1368683772161603e-13,0.9106846908823567,0.7544606162379417,0.6151567737487054,0.19418758256274737,0.01936919283118394,,,,,,,4.215851602023609e-05,1.0,0.10002107925801013,0.16670179876335023,198,1.3166422196803103,0.653493368421208,110,0,0.5000210792580101,0.5000210792580101,156,0,0.498771771252587,0.6081234507685238,124,39.07258203224694,0.949518627865314,147.0,139.7810282911448,0.8797980736225794,16,coif,0.6903092788983343,0.9206723830241559,0.24058178986391923,3,12.75,,3.9851455468919994e-13,0.9106846908823567,0.7544606162379416,0.6658409981722195,0.38396624472573826,0.10663859797734906,0.999999999265758,0.9999999999304173,0.9999999999304173,0.9999999999304185,,0.9999999960886088,,,,,1.0,,4.215851602023609e-05,1.0,1.0,1.0,2.5000210770194182,0.8333403591790712,194,1.4528035588158492,0.6962605253900851,184,7.0710678118654755,0.995432126736521,189.0,188.8677248677249,0.9366695517403536,2,656.6666666666666,635.5,431.43644227940234,162,0.6444762661814968,0.9680293045583485,0.25845782230544767,2,2.0,2
coif8,1,reflect,6.319184755784937e-26,313.79855052722905,11108015.952952288,0.5512820512820513,447.2059074295821,109,raw,1.9205024930194738e-13,-1.2506851110316616e-10,6.234603938045528,80765.13496717242,0.7289383161127277,3.705486030941014e-06,1.0,645.0,,,,[],[],13,595.2307692307694,32.99999999999998,1225.0000000000005,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0000000000005, 159.0, 661.0000000000002, 543.0000000000003, 468.0000000000002, 1179.0000000000007, 454.99999999999966, 601.0000000000002, 471.0, 453.9999999999999, 1225.0000000000005, 381.00000000000057, 32.99999999999998]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.000000015,1231.0000000000005,-1231.0000000000005,0.0,,,,DWT,uc1.l0063472831,1.4901161193847656e-08,,0.0,50.0,2.0,0.0,50,,4.547473508864641e-13,77.36410256410272,29.99999999999727,77.36410256410277,,0.0,77.36410256410272,,,22.99999999999998,0.0,50.0,4.547473508864641e-13,4.547473508864641e-13,,0.0,0.8688097740393786,0.9339712249058835,0.9263706260756228,0.09294448396165703,0.0,,,,,,,8.431703204047218e-05,1.0,0.10004215851602025,0.16673693086003374,136,1.488634583499043,0.7388589047032817,50,0,0.5000421585160202,0.5000421585160202,126,0,0.5644192217965085,0.6881635742475819,65,43.06874349997533,0.9443556285530035,94.25,78.93584301274919,0.9112928013566051,1,coif,0.6903092788983343,0.9206723830241559,0.24058178986391923,3,1.5,,3.984035323867374e-13,0.8688097740393788,0.9339712249058834,0.9360676857029867,0.3065671318835877,0.08899313024656144,0.9999999992657607,0.9999999999304197,0.9999999999304197,0.999999999930421,,0.999999996088503,,,,,1.0,,8.431703204047218e-05,1.0,1.0,1.0,2.5000421562773787,0.8333473855983928,181,1.6145294245802415,0.7737681385721885,86,67.17514421272202,0.9566052039969496,133.5,116.5992509363296,0.9351824469597151,3,656.6666666666666,635.5,431.43644227940234,162,0.6444762661814968,0.9680293045583485,0.25845782230544767,2,2.75,3
coif8,1,antisymmetric,5.374942135180223e-26,314.5014231271819,10964966.656173892,0.5576923076923077,447.2059074295821,109,raw,1.7949352503811348e-13,-1.2319900655199989e-10,6.206778704230621,380351.7176305362,0.944007437073285,3.705486030941014e-06,1.0,645.0,,,,[],[],13,595.2307692307694,32.99999999999996,1225.0000000000005,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0000000000002, 158.99999999999977, 661.0000000000007, 543.0000000000002, 468.0000000000001, 1179.0000000000007, 454.99999999999966, 601.0000000000002, 471.0, 453.9999999999998, 1225.0000000000005, 381.0000000000001, 32.99999999999996]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.000000015,1231.0000000000005,-1231.0000000000005,0.0,,,,DWT,uc1.l0063472831,1.4901161193847656e-08,,0.0,50.0,2.0,0.0,50,,4.547473508864641e-13,77.36410256410272,29.99999999999818,77.3641025641027,,0.0,77.36410256410272,,,22.999999999999957,0.0,50.0,4.547473508864641e-13,4.547473508864641e-13,,0.0,0.8762096863634768,0.9012817632138265,0.8796096268831562,0.15079768316228007,0.9494089644222485,,,,,,,8.431703204047218e-05,1.0,0.10004215851602025,0.16673693086003374,139,1.8562541659003888,0.9213207425588112,4,0,0.5000421585160202,0.5000421585160202,125,0,0.7514615448089976,0.9162134148078516,5,73.8348382088925,0.9046061521848934,68.25,8.598558658872289,0.908213928805625,6,coif,0.6903092788983343,0.9206723830241559,0.24058178986391923,3,5.25,,3.984035323867374e-13,0.8762096863634768,0.9012817632138264,0.8954651552470627,0.3507951963648166,0.9539112190407282,0.9999999992657524,0.9999999999304197,0.9999999999304197,0.9999999999304197,,0.9999999960885383,,,,,1.0,,8.431703204047218e-05,1.0,1.0,1.0,2.5000421562773933,0.8333473855983977,178,1.9459818372108681,0.9326177156947234,7,120.91525958289962,0.9218893671945093,92.5,13.47027027027027,0.9310674226153426,4,656.6666666666666,635.5,431.43644227940234,162,0.6444762661814968,0.9680293045583485,0.25845782230544767,2,3.5,4
coif8,1,antireflect,6.795589436057524e-26,313.48288973311423,10597693.109224848,0.5512820512820513,447.2059074295821,109,raw,1.9825120138811057e-13,-1.2535283921977271e-10,6.226104521495861,363044.33782527846,0.9396554806641777,3.7054860309410145e-06,1.0,644.9999999999998,,,,[],[],13,595.2307692307694,32.999999999999936,1225.0000000000007,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0000000000002, 158.99999999999966, 661.0000000000002, 543.0, 468.0000000000002, 1179.0000000000007, 454.99999999999966, 601.0000000000002, 471.0, 453.9999999999999, 1225.0000000000007, 381.0000000000002, 32.999999999999936]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.000000015,1231.0000000000007,-1231.0000000000007,0.0,,,,DWT,uc1.l0063472831,1.4901161193847656e-08,,0.0,50.0,2.0,0.0,50,,6.821210263296962e-13,77.36410256410272,29.99999999999818,77.36410256410268,,0.0,77.36410256410272,,,22.999999999999936,0.0,50.0,6.821210263296962e-13,6.821210263296962e-13,,2.2737367544323206e-13,0.8654864659451927,0.9239859951840641,0.7595525667012827,0.09294448396165703,0.8945607753221508,,,,,,,8.431703204047218e-05,1.0,0.10004215851602025,0.16673693086003374,138,1.7560632642233123,0.8715926624141472,11,0,0.5000421585160202,0.5000421585160202,123,0,0.7073060574228696,0.8623771936997812,11,69.26458931758228,0.9105108665147515,70.75,20.284527010510878,0.9095512988904507,5,coif,0.6903092788983343,0.9206723830241559,0.24058178986391923,3,4.5,,3.9851455468919994e-13,0.8654864659451927,0.9239859951840639,0.7912197257937813,0.3065671318835877,0.9039441419770031,0.9999999992657443,0.9999999999304197,0.9999999999304197,0.9999999999304194,,0.9999999960885383,,,,,1.0,,8.431703204047218e-05,1.0,1.0,1.0,2.5000421562773907,0.8333473855983968,180,1.8610992496003942,0.8919374773462504,18,114.5512985522207,0.9260004531316404,99.0,32.72727272727273,0.9310234823797736,5,656.6666666666666,635.5,431.43644227940234,162,0.6444762661814968,0.9680293045583485,0.25845782230544767,2,4.25,5
db23,1,symmetric,3.238284148090669e-26,316.7020115195376,10418301.942292374,0.577922077922078,426.76386957068996,109,raw,1.3500311979441898e-13,-1.177480335456953e-10,6.139963129135592,93197.29125725325,0.7750876226882799,3.7054860309410154e-06,1.0,645.0,,,,[],[],13,595.2307692307693,33.0000000000001,1224.9999999999998,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0, 158.9999999999999, 661.0000000000002, 542.9999999999999, 467.99999999999983, 1179.0000000000005, 455.0000000000001, 601.0000000000006, 471.0, 454.0000000000001, 1224.9999999999998, 381.0000000000001, 33.0000000000001]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.00000001,1231.0,-1231.0,0.0,,,,DWT,uc1.l0063472831,7.450580596923828e-09,,0.0,50.0,2.0,0.0,50,,0.0,77.36410256410261,29.99999999999909,77.36410256410268,,0.0,77.36410256410261,,,23.0000000000001,0.0,50.0,2.2737367544323206e-13,0.0,,0.0,0.899377698839639,0.8227859203026491,0.7009118714935314,0.3333733637564548,0.03939829522393559,,,,,,,4.215851602023609e-05,1.0,0.10002107925801013,0.16670179876335023,146,1.45058417879403,0.7199732220411331,60,0,0.5000210792580101,0.5000210792580101,150,0,0.559169429923242,0.6817628079376324,71,47.870484991624366,0.9381518281761959,106.75,90.36044805392919,0.9001159657676845,8,db,0.8026137903946103,0.8082656817640927,0.19569064219454493,5,7.25,,3.9851455468919994e-13,0.8993776988396391,0.8227859203026489,0.7403020667563998,0.4903720751822018,0.12488524785214086,0.9999999992658072,0.9999999999304173,0.9999999999304173,0.9999999999304194,,0.9999999960885735,,,,,1.0,,4.215851602023609e-05,1.0,1.0,1.0,2.5000210770194156,0.8333403591790703,203,1.5672735420471644,0.751120613102833,104,70.0035713374682,0.954778054691558,153.5,137.53745928338762,0.9278089239866059,6,678.8292181069959,679.5,419.391033302627,486,0.6662273906505101,0.9410025916239845,0.2513400490574476,3,5.25,6
coif8,1,smooth,4.912161272718773e-26,314.892434890361,9013873.408066384,0.5897435897435898,358.24117657708183,109,raw,1.6853185513809881e-13,-1.2305456653649615e-10,6.0069515677406375,154358.63834956448,0.9024033222403063,3.7054860309410154e-06,1.0,644.9999999999999,,,,[],[],13,595.2307692307694,32.99999999999996,1225.0000000000005,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0, 159.0, 661.0000000000002, 543.0000000000002, 468.0000000000001, 1179.0000000000007, 454.99999999999966, 601.0000000000002, 471.00000000000006, 453.9999999999999, 1225.0000000000005, 381.0000000000001, 32.99999999999996]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.000000015,1231.0000000000005,-1231.0000000000005,0.0,,,,DWT,uc1.l0063472831,1.4901161193847656e-08,,0.0,50.0,2.0,0.0,50,,4.547473508864641e-13,77.36410256410272,29.99999999999818,77.36410256410268,,0.0,77.36410256410272,,,22.999999999999957,0.0,50.0,4.547473508864641e-13,4.547473508864641e-13,,1.1368683772161603e-13,0.8803262969205117,0.666522135791641,0.24182201202673045,0.4400636791653963,0.23322250019785848,,,,,,,8.431703204047218e-05,1.0,0.10004215851602025,0.16673693086003374,141,1.2516823238067947,0.6212516093980301,129,0,0.5000421585160202,0.5000421585160202,124,0,0.4923913248204276,0.6003441430261787,132,7.14142842854285,0.9907733482835364,131.5,131.21460984355662,0.9104383537283315,4,coif,0.6903092788983343,0.9206723830241559,0.24058178986391923,3,3.75,,3.9851455468919994e-13,0.8803262969205117,0.6665221357916409,0.341674784985019,0.5719355187709618,0.30146043010788326,0.9999999992657524,0.9999999999304197,0.9999999999304197,0.9999999999304194,,0.9999999960885383,,,,,1.0,,8.431703204047218e-05,1.0,1.0,1.0,2.5000421562773933,0.8333473855983977,179,1.3816526180922946,0.6621612205876108,219,28.284271247461902,0.981728506946084,199.0,196.9899497487437,0.9265877676849283,7,656.6666666666666,635.5,431.43644227940234,162,0.6444762661814968,0.9680293045583485,0.25845782230544767,2,5.75,7
coif6,1,antireflect,2.5654625108508647e-26,317.7135043317782,9957320.860522069,0.5555555555555556,444.9700596938333,109,raw,1.166854584413376e-13,-1.1622891538110068e-10,6.102528645913939,321355.6423614634,0.9303765323290085,3.705486030941016e-06,1.0,644.9999999999999,,,,[],[],13,595.2307692307693,33.00000000000001,1225.0,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0000000000002, 159.0000000000001, 660.9999999999998, 543.0000000000002, 468.00000000000034, 1179.0000000000002, 454.99999999999955, 601.0000000000006, 471.0000000000001, 454.0000000000001, 1225.0, 381.0, 33.00000000000001]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.00000001,1231.0,-1231.0,0.0,,,,DWT,uc1.l0063472831,7.450580596923828e-09,,0.0,50.0,2.0,0.0,50,,0.0,77.36410256410261,29.99999999999909,77.36410256410267,,0.0,77.36410256410261,,,23.000000000000007,0.0,50.0,0.0,0.0,,1.1368683772161603e-13,0.9100267953153558,0.7788073822110629,0.5502230077391234,0.13151328342873905,0.7624466437861283,,,,,,,4.215851602023609e-05,1.0,0.10002107925801013,0.16670179876335023,202,1.5681152430502536,0.7783078021775487,35,0,0.5000210792580101,0.5000210792580101,167,0,0.626603422496082,0.7639811583456936,33,88.06200467095141,0.8862248001667294,109.25,57.295937255409434,0.8725374646828479,21,coif,0.6903092788983343,0.9206723830241559,0.24058178986391923,3,16.5,,3.9851455468919994e-13,0.9100267953153559,0.7788073822110628,0.6094590718329158,0.33605250820440696,0.7835872605561773,0.9999999992657717,0.9999999999304173,0.9999999999304173,0.9999999999304192,,0.9999999960885735,,,,,1.0,,4.215851602023609e-05,1.0,1.0,1.0,2.500021077019405,0.8333403591790668,204,1.6880052117155562,0.8089816330903203,63,99.7020561473032,0.9355929869849462,133.5,96.26966292134831,0.9246763384537133,8,656.6666666666666,635.5,431.43644227940234,162,0.6444762661814968,0.9680293045583485,0.25845782230544767,2,6.5,8
coif6,1,reflect,3.04188528426348e-26,316.97373273972994,10326149.6215237,0.5555555555555556,444.9700596938333,109,raw,1.324771077750884e-13,-1.1784695441718934e-10,6.11130294320921,83390.6133385543,0.7308926718075681,3.7054860309410154e-06,1.0,645.0,,,,[],[],13,595.2307692307694,33.000000000000064,1225.0,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1108.0000000000002, 159.00000000000023, 661.0000000000002, 543.0000000000002, 468.00000000000034, 1179.0000000000002, 454.99999999999955, 601.0000000000006, 471.00000000000006, 454.0, 1225.0, 380.9999999999998, 33.000000000000064]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.00000001,1231.0,-1231.0,0.0,,,,DWT,uc1.l0063472831,7.450580596923828e-09,,0.0,50.0,2.0,0.0,50,,0.0,77.36410256410272,29.99999999999818,77.36410256410267,,0.0,77.36410256410272,,,23.000000000000064,0.0,50.0,0.0,0.0,,0.0,0.9022384067490881,0.7891155455571985,0.6707884476522851,0.13151328342873905,0.008320308204481944,,,,,,,4.215851602023609e-05,1.0,0.10002107925801013,0.16670179876335023,209,1.327228477307483,0.6587476805284375,103,0,0.5000210792580101,0.5000210792580101,147,0,0.5003951983183587,0.6101028010970895,122,46.16185293796888,0.9403593631292392,145.25,135.62600386029683,0.8763489322106144,18,coif,0.6903092788983343,0.9206723830241559,0.24058178986391923,3,14.25,,3.9851455468919994e-13,0.9022384067490882,0.7891155455571985,0.7141459269160869,0.33605250820440696,0.0965729881793104,0.9999999992657935,0.9999999999304197,0.9999999999304197,0.9999999999304192,,0.9999999960885383,,,,,1.0,,4.215851602023609e-05,1.0,1.0,1.0,2.5000210770193956,0.8333403591790637,242,1.466023978839702,0.7025964519066665,174,48.08326112068523,0.9689384618083429,208.0,202.44230769230768,0.9172857683718717,9,656.6666666666666,635.5,431.43644227940234,162,0.6444762661814968,0.9680293045583485,0.25845782230544767,2,7.25,9
db24,1,smooth,3.666301258397961e-26,316.1628795797937,9406560.477612121,0.5833333333333334,388.92692144402486,109,raw,1.3497052609094382e-13,-1.118243275755053e-10,6.028933659686412,92925.81640006545,0.8455675509883082,3.705486030941018e-06,1.0,645.0000000000001,,,,[],[],13,595.2307692307692,32.99999999999999,1225.0000000000002,"[5, 17, 23, 30, 41, 50, 58, 65, 74, 80, 87, 96, 107]","[1107.9999999999995, 158.99999999999977, 660.9999999999998, 542.9999999999999, 467.9999999999999, 1179.0000000000002, 455.0000000000001, 600.9999999999998, 470.99999999999983, 454.0000000000001, 1225.0000000000002, 380.9999999999999, 32.99999999999999]","[1, 8, 6, 29, 34, 34, 55, 61, 70, 70, 34, 95, 106]","[34, 18, 34, 34, 47, 70, 70, 70, 75, 81, 108, 108, 108]",47852172.0,1231.0000000000002,-1231.0000000000002,0.0,,,,DWT,uc1.l0063472831,0.0,,0.0,50.0,2.0,0.0,50,,2.2737367544323206e-13,77.3641025641025,30.00000000000091,77.36410256410255,,0.0,77.3641025641025,,,22.999999999999993,0.0,50.0,2.2737367544323206e-13,2.2737367544323206e-13,,1.1368683772161603e-13,0.8937016643982715,0.692346995246647,0.3701864301361485,0.38221047996477325,0.03853797410829016,,,,,,,0.0,1.0,0.1,0.16666666666666669,263,1.235787092959586,0.6133622771307592,138,0,0.5,0.5,431,0,0.47539670877082607,0.5796235947669708,155,134.73028612750736,0.8259298628843574,246.75,201.81169691738924,0.7535657066359771,109,db,0.8026137903946103,0.8082656817640927,0.19569064219454493,5,83.0,,3.9851455468919994e-13,0.8937016643982715,0.6923469952466469,0.453133485306895,0.5277074542897329,0.12410148940559393,0.9999999992657662,0.9999999999304151,0.9999999999304151,0.9999999999304168,,0.999999996088644,,,,,1.0,,0.0,1.0,1.0,1.0,2.4999999977614262,0.8333333327597391,257,1.3696848163939843,0.6564256152143546,229,19.79898987322333,0.9872099548622588,243.0,242.19341563786008,0.9151166053381061,10,678.8292181069959,679.5,419.391033302627,486,0.6662273906505101,0.9410025916239845,0.2513400490574476,3,8.25,10
