wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,stft_amplitude_max_diff,stft_frequency_max_diff,avg_prominence_diff,fft_variance_magnitude_diff,stft_noverlap_diff,prominence_max_diff,stft_spectral_magnitude_diff,upper_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_num_peaks_diff,fft_peak_amplitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,stft_window_diff,stft_nperseg_diff,prominence_threshold_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_dominant_frequency_diff,relative_num_peaks_diff,max_autocorrelation_diff,stft_variance_magnitude_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,fft_snr_threshold_diff,stft_stationarity_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,stft_dynamic_cutoff_percentile_diff,lower_envelope_diff,fft_stationarity_threshold_diff,stft_dynamic_cutoff_diff,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,fft_dynamic_cutoff_diff,prominence_min_diff,fft_spectral_centroid_diff,stft_peak_amplitude_diff,fft_spectral_bandwidth_diff,stft_spectral_bandwidth_diff,fft_spectral_magnitude_diff,distance_factor_diff,stft_snr_threshold_diff,stft_spectral_centroid_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,max_autocorrelation_diff_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_right_bases_array_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_left_bases_array_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
rbio3.3,1,reflect,5.7500867479720785e-27,324.2084170919362,8621328.115778055,0.6120689655172413,695.0276074998413,109,raw,4.1556971930923285e-14,-1.0955825135994287e-10,"[2, 5, 9, 15, 19, 23, 27, 30, 33, 38, 41, 46, 50, 54, 58, 62, 65, 68, 74, 77, 80, 87, 92, 96, 99, 102, 107]","[347.0, 1108.0, 309.0, 306.0, 163.0, 661.0000000000002, 64.0, 543.0, 82.0, 98.99999999999994, 468.0, 243.0, 1179.0, 70.99999999999989, 454.99999999999966, 248.0, 601.0, 64.99999999999989, 471.0000000000002, 171.9999999999999, 454.0, 1225.0, 326.0, 381.0, 282.0, 10.0, 32.99999999999996]",27,5.948574860920638,111888.53924422656,0.5372437964918758,3.705486030941016e-06,0.9999999999999998,0.48623853211009177,64666.0,0.14081663387696028,0.16163657537147413,186499.1381001681,74924106.46437408,9,13655.685461841547,0.027522935779816515,"[0.0, 0.009174311926605505, 0.01834862385321101, 0.027522935779816515, 0.03669724770642202, 0.045871559633027525, 0.05504587155963303, 0.06422018348623854, 0.07339449541284404, 0.08256880733944955, 0.09174311926605505, 0.10091743119266056, 0.11009174311926606, 0.11926605504587157, 0.12844036697247707, 0.13761467889908258, 0.14678899082568808, 0.1559633027522936, 0.1651376146788991, 0.1743119266055046, 0.1834862385321101, 0.1926605504587156, 0.2018348623853211, 0.21100917431192662, 0.22018348623853212, 0.22935779816513763, 0.23853211009174313]","[64666.0, 2113.5955404777264, 1255.5874457079124, 13655.685461841547, 2816.98599447514, 1418.4366129933976, 8019.1814808161835, 3352.361762573351, 1669.694784348812, 6109.491514234726, 511.0442885407129, 346.50404693819746, 4752.147411642127, 2277.2888198721835, 2403.1085827292372, 627.0569997386415, 2062.7908955439957, 1323.9420313156884, 2264.3839572281486, 1527.306547609262, 2125.6069724308895, 2000.8175089839153, 858.2802623007966, 1260.2858380628754, 3490.052898826842, 1185.6342026970156, 203.3312523453385]",3.0,0.7,250.79999999999998,15,0.5,6126329.7538465485,0.1397407947668952,0.15019279679966852,14013558.280152062,100173535993.87984,"[0.03125, 0.03125, 0.03125, 0.03125, 0.03125]",1,6126329.7538465485,0.03125,"[0.0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875]","[187134.33991817408, 6126329.7538465485, 1609271.145660364, 1003869.5472517945, 848009.9736408874, 322180.0196962113, 313603.0305693472, 278963.5333202353]",3.0,0.3,tukey,32,16,250.79999999999998,15,27,383.9259259259259,10.0,1225.0,"[2, 5, 9, 15, 19, 23, 27, 30, 33, 38, 41, 46, 50, 54, 58, 62, 65, 68, 74, 77, 80, 87, 92, 96, 99, 102, 107]","[347.0, 1108.0, 309.0, 306.0, 163.0, 661.0000000000002, 64.0, 543.0, 82.0, 98.99999999999994, 468.0, 243.0, 1179.0, 70.99999999999989, 454.99999999999966, 248.0, 601.0, 64.99999999999989, 471.0000000000002, 171.9999999999999, 454.0, 1225.0, 326.0, 381.0, 282.0, 10.0, 32.99999999999996]","[1, 1, 8, 8, 6, 6, 26, 29, 32, 34, 34, 45, 34, 53, 55, 61, 61, 67, 70, 70, 70, 34, 89, 95, 97, 101, 106]","[3, 34, 13, 16, 22, 34, 34, 34, 34, 39, 47, 47, 70, 55, 70, 64, 70, 70, 75, 79, 81, 108, 95, 108, 108, 108, 108]",0.05,30,47852172.0,1231.0,-1231.0,DWT,uc1.l0063472831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108,0.0,1.8189894035458565e-12,1.0,108.0,,0.0,0.0,1.0,108.0,0.0,0.0,0.0,1.52587890625e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.579053186009536e-14,0.0,0.0,0.0,2.842170943040401e-14,0.0,0.0,0.0,2.842170943040401e-14,0.0,2.7755575615628914e-17,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,2.7755575615628914e-17,0.9784058799191079,0.5979403896688653,0.11350393910298215,0.6415524074158422,0.098632050745664,0.0,1.0,1.0,0.2,0.28571428571428575,316,1.238839475601991,0.6148772762587531,136,0,0,0.6666666666666667,0.6666666666666667,426,0,0,0.48600693337049233,0.5925600253527958,140,141.82971009864846,0.8167574804927022,254.5,199.92229898168736,0.7439730554918291,145,rbio,0.6791548037737956,1.0,0.2245916373583431,3,109.5,,,8.832379272405433e-13,0.9784058799191079,0.8346272854058581,0.002951046336935615,0.7093205872311363,0.01118732894594566,0.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5454545454545456,317,1.2940358602939595,0.7148410410086857,297,14.142135623730951,0.990864253473042,307.0,306.6742671009772,0.8962719200181748,1,754.7185185185185,770.5,501.04270684202294,270,0.732543027399606,1.0,0.1872198808202758,5,2.0
rbio3.7,1,symmetric,5.253089903170818e-27,324.60101272332156,8978455.605849512,0.6129032258064516,643.6539152084307,109,raw,4.194809637262607e-14,-1.1131018329280136e-10,"[2, 5, 9, 15, 19, 23, 27, 30, 33, 38, 41, 46, 50, 54, 58, 62, 65, 68, 74, 77, 80, 87, 92, 96, 99, 102, 107]","[346.99999999999994, 1108.0, 309.00000000000006, 306.0, 163.0, 661.0000000000001, 64.00000000000011, 543.0, 82.0, 99.0, 468.0, 242.9999999999999, 1179.0, 71.0, 454.9999999999999, 248.0000000000001, 601.0, 65.0, 471.0000000000002, 171.9999999999999, 454.0, 1225.0, 326.0, 381.0, 282.0, 10.0, 32.99999999999997]",27,6.031489336261691,109939.8832587265,0.5583448184566749,3.705486030941016e-06,1.0,0.48623853211009177,64666.0,0.14081663387696022,0.16163657537147413,186499.1381001681,74924106.46437408,9,13655.685461841545,0.027522935779816515,"[0.0, 0.009174311926605505, 0.01834862385321101, 0.027522935779816515, 0.03669724770642202, 0.045871559633027525, 0.05504587155963303, 0.06422018348623854, 0.07339449541284404, 0.08256880733944955, 0.09174311926605505, 0.10091743119266056, 0.11009174311926606, 0.11926605504587157, 0.12844036697247707, 0.13761467889908258, 0.14678899082568808, 0.1559633027522936, 0.1651376146788991, 0.1743119266055046, 0.1834862385321101, 0.1926605504587156, 0.2018348623853211, 0.21100917431192662, 0.22018348623853212, 0.22935779816513763, 0.23853211009174313]","[64666.0, 2113.595540477727, 1255.5874457079124, 13655.685461841545, 2816.9859944751415, 1418.4366129933974, 8019.181480816183, 3352.361762573351, 1669.694784348812, 6109.491514234726, 511.0442885407129, 346.50404693819746, 4752.147411642127, 2277.2888198721835, 2403.108582729237, 627.0569997386416, 2062.7908955439966, 1323.942031315688, 2264.383957228148, 1527.306547609263, 2125.606972430889, 2000.8175089839153, 858.2802623007966, 1260.285838062876, 3490.052898826843, 1185.6342026970162, 203.33125234533875]",3.0,0.7,250.79999999999995,15,0.5,6126329.753846549,0.1397407947668952,0.1501927967996685,14013558.280152064,100173535993.87985,"[0.03125, 0.03125, 0.03125, 0.03125, 0.03125]",1,6126329.753846549,0.03125,"[0.0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875]","[187134.33991817414, 6126329.753846549, 1609271.1456603638, 1003869.5472517946, 848009.9736408876, 322180.01969621144, 313603.0305693473, 278963.5333202354]",3.0,0.3,tukey,32,16,250.79999999999995,15,27,383.9259259259259,10.0,1225.0,"[2, 5, 9, 15, 19, 23, 27, 30, 33, 38, 41, 46, 50, 54, 58, 62, 65, 68, 74, 77, 80, 87, 92, 96, 99, 102, 107]","[346.99999999999994, 1108.0, 309.00000000000006, 306.0, 163.0, 661.0000000000001, 64.00000000000011, 543.0, 82.0, 99.0, 468.0, 242.9999999999999, 1179.0, 71.0, 454.9999999999999, 248.0000000000001, 601.0, 65.0, 471.0000000000002, 171.9999999999999, 454.0, 1225.0, 326.0, 381.0, 282.0, 10.0, 32.99999999999997]","[1, 1, 8, 8, 6, 6, 26, 29, 32, 34, 34, 45, 34, 53, 55, 61, 61, 67, 70, 70, 70, 34, 89, 95, 97, 101, 106]","[3, 34, 13, 16, 22, 34, 34, 34, 34, 39, 47, 47, 70, 55, 70, 64, 70, 70, 75, 79, 81, 108, 95, 108, 108, 108, 108]",0.05,30,47852172.0,1231.0,-1231.0,DWT,uc1.l0063472831,9.313225746154785e-10,0.0,0.0,0.0,0.0,0.0,1.862645149230957e-09,0.0,1.0,108,0.0,3.637978807091713e-12,1.0,108.0,,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89482684787018e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,9.313225746154785e-10,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.9825391655974376,0.6953494387143504,0.23024438208963424,0.6490816891805513,0.09245663579629797,0.0,1.0,1.0,0.2,0.28571428571428575,290,1.3489357397511945,0.6695217175762458,95,0,0,0.6666666666666667,0.6666666666666667,333,0,0,0.5299342622756544,0.6461180660770434,91,127.37706491620328,0.8354301486870759,202.25,143.0277256733006,0.7870626195631762,53,rbio,0.6791548037737956,1.0,0.2245916373583431,3,40.5,,,8.832379272405433e-13,0.9825391655974376,0.8746929832595137,0.004615328322469427,0.7154263813478122,0.010822353502760586,0.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5454545454545456,302,1.3196771490899484,0.7290055986829725,167,95.45941546018392,0.9383337109430336,234.5,215.07036247334756,0.8934239614146693,2,754.7185185185185,770.5,501.04270684202294,270,0.732543027399606,1.0,0.1872198808202758,5,2.75
rbio3.9,1,symmetric,5.371086125177455e-27,324.5045398953453,9202222.43604307,0.6171875,658.3560451383502,109,raw,4.1198441192695634e-14,-1.108948488592891e-10,"[2, 5, 9, 15, 19, 23, 27, 30, 33, 38, 41, 46, 50, 54, 58, 62, 65, 68, 74, 77, 80, 87, 92, 96, 99, 102, 107]","[347.0, 1108.0000000000002, 309.00000000000006, 306.0, 163.0, 661.0, 64.00000000000011, 543.0, 82.0, 98.99999999999997, 468.0, 242.9999999999999, 1179.0, 71.0, 454.9999999999999, 248.0000000000001, 601.0, 65.0, 471.0000000000001, 172.0, 454.0, 1225.0, 326.0, 381.0000000000002, 282.0, 10.0, 32.999999999999964]",27,6.0737806036342,105908.39351523458,0.5663494416239214,3.705486030941016e-06,0.9999999999999998,0.48623853211009177,64666.0,0.14081663387696022,0.16163657537147413,186499.1381001681,74924106.46437408,9,13655.68546184155,0.027522935779816515,"[0.0, 0.009174311926605505, 0.01834862385321101, 0.027522935779816515, 0.03669724770642202, 0.045871559633027525, 0.05504587155963303, 0.06422018348623854, 0.07339449541284404, 0.08256880733944955, 0.09174311926605505, 0.10091743119266056, 0.11009174311926606, 0.11926605504587157, 0.12844036697247707, 0.13761467889908258, 0.14678899082568808, 0.1559633027522936, 0.1651376146788991, 0.1743119266055046, 0.1834862385321101, 0.1926605504587156, 0.2018348623853211, 0.21100917431192662, 0.22018348623853212, 0.22935779816513763, 0.23853211009174313]","[64666.0, 2113.595540477727, 1255.5874457079115, 13655.68546184155, 2816.9859944751397, 1418.4366129933971, 8019.181480816183, 3352.36176257335, 1669.6947843488138, 6109.4915142347245, 511.04428854071335, 346.504046938197, 4752.147411642127, 2277.2888198721835, 2403.108582729237, 627.0569997386424, 2062.7908955439966, 1323.9420313156882, 2264.383957228149, 1527.3065476092627, 2125.60697243089, 2000.817508983915, 858.2802623007966, 1260.2858380628759, 3490.052898826843, 1185.634202697016, 203.3312523453386]",3.0,0.7,250.79999999999995,15,0.5,6126329.7538465485,0.13974079476689522,0.1501927967996685,14013558.280152062,100173535993.87985,"[0.03125, 0.03125, 0.03125, 0.03125, 0.03125]",1,6126329.7538465485,0.03125,"[0.0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875]","[187134.3399181741, 6126329.7538465485, 1609271.1456603643, 1003869.5472517945, 848009.9736408875, 322180.0196962115, 313603.0305693474, 278963.53332023544]",3.0,0.3,tukey,32,16,250.79999999999995,15,27,383.9259259259259,10.0,1225.0,"[2, 5, 9, 15, 19, 23, 27, 30, 33, 38, 41, 46, 50, 54, 58, 62, 65, 68, 74, 77, 80, 87, 92, 96, 99, 102, 107]","[347.0, 1108.0000000000002, 309.00000000000006, 306.0, 163.0, 661.0, 64.00000000000011, 543.0, 82.0, 98.99999999999997, 468.0, 242.9999999999999, 1179.0, 71.0, 454.9999999999999, 248.0000000000001, 601.0, 65.0, 471.0000000000001, 172.0, 454.0, 1225.0, 326.0, 381.0000000000002, 282.0, 10.0, 32.999999999999964]","[1, 1, 8, 8, 6, 6, 26, 29, 32, 34, 34, 45, 34, 53, 55, 61, 61, 67, 70, 70, 70, 34, 89, 95, 97, 101, 106]","[3, 34, 13, 16, 22, 34, 34, 34, 34, 39, 47, 47, 70, 55, 70, 64, 70, 70, 75, 79, 81, 108, 95, 108, 108, 108, 108]",0.05,30,47852172.0,1231.0,-1231.0,DWT,uc1.l0063472831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108,0.0,0.0,1.0,108.0,,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2369400169398603e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815234901126771,0.745033792631316,0.303390918295201,0.6877476882430644,0.07968058798928229,0.0,1.0,1.0,0.2,0.28571428571428575,281,1.4200977600238036,0.7048417974251945,74,0,0,0.6666666666666667,0.6666666666666667,295,0,0,0.5594752954543082,0.6821357320142216,70,124.84924242194397,0.8386960692222947,180.0,115.11527717458327,0.8030689648437055,46,rbio,0.6791548037737956,1.0,0.2245916373583431,3,35.25,,,8.832379272405433e-13,0.9815234901126771,0.8951288496558863,0.005658124284148625,0.7467821782178217,0.010067271658260742,0.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5454545454545456,290,1.342047360988322,0.7413631739648396,87,143.54267658086914,0.9072721727513765,188.5,133.84615384615384,0.8927510734557916,3,754.7185185185185,770.5,501.04270684202294,270,0.732543027399606,1.0,0.1872198808202758,5,3.5
rbio3.7,1,antisymmetric,5.121082353526495e-27,324.7115434596369,8977943.809530595,0.6129032258064516,643.6539152084307,109,raw,4.018803638496344e-14,-1.1129430710354922e-10,"[2, 5, 9, 15, 19, 23, 27, 30, 33, 38, 41, 46, 50, 54, 58, 62, 65, 68, 74, 77, 80, 87, 92, 96, 99, 102, 107]","[347.0, 1108.0, 309.00000000000006, 306.0, 163.0, 661.0000000000001, 64.00000000000011, 543.0, 82.0, 99.0, 468.0, 242.9999999999999, 1179.0, 71.0, 454.9999999999999, 248.0000000000001, 601.0, 65.0, 471.0000000000002, 171.9999999999999, 454.0, 1225.0, 326.0, 381.0, 282.0, 10.0, 32.999999999999915]",27,6.027893061634073,213887.1659216597,0.77326422971712,3.705486030941016e-06,0.9999999999999998,0.48623853211009177,64666.0,0.14081663387696022,0.16163657537147413,186499.1381001681,74924106.46437408,9,13655.685461841545,0.027522935779816515,"[0.0, 0.009174311926605505, 0.01834862385321101, 0.027522935779816515, 0.03669724770642202, 0.045871559633027525, 0.05504587155963303, 0.06422018348623854, 0.07339449541284404, 0.08256880733944955, 0.09174311926605505, 0.10091743119266056, 0.11009174311926606, 0.11926605504587157, 0.12844036697247707, 0.13761467889908258, 0.14678899082568808, 0.1559633027522936, 0.1651376146788991, 0.1743119266055046, 0.1834862385321101, 0.1926605504587156, 0.2018348623853211, 0.21100917431192662, 0.22018348623853212, 0.22935779816513763, 0.23853211009174313]","[64666.0, 2113.595540477727, 1255.5874457079124, 13655.685461841545, 2816.9859944751415, 1418.4366129933974, 8019.181480816183, 3352.361762573351, 1669.694784348812, 6109.491514234726, 511.0442885407129, 346.50404693819746, 4752.147411642127, 2277.2888198721835, 2403.108582729237, 627.0569997386416, 2062.790895543997, 1323.942031315688, 2264.383957228148, 1527.306547609263, 2125.606972430889, 2000.8175089839153, 858.2802623007964, 1260.285838062876, 3490.052898826843, 1185.6342026970162, 203.33125234533875]",3.0,0.7,250.79999999999995,15,0.5,6126329.753846549,0.1397407947668952,0.1501927967996685,14013558.280152064,100173535993.87985,"[0.03125, 0.03125, 0.03125, 0.03125, 0.03125]",1,6126329.753846549,0.03125,"[0.0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875]","[187134.33991817414, 6126329.753846549, 1609271.145660364, 1003869.5472517946, 848009.9736408876, 322180.01969621144, 313603.0305693474, 278963.5333202354]",3.0,0.3,tukey,32,16,250.79999999999995,15,27,383.9259259259259,10.0,1225.0,"[2, 5, 9, 15, 19, 23, 27, 30, 33, 38, 41, 46, 50, 54, 58, 62, 65, 68, 74, 77, 80, 87, 92, 96, 99, 102, 107]","[347.0, 1108.0, 309.00000000000006, 306.0, 163.0, 661.0000000000001, 64.00000000000011, 543.0, 82.0, 99.0, 468.0, 242.9999999999999, 1179.0, 71.0, 454.9999999999999, 248.0000000000001, 601.0, 65.0, 471.0000000000002, 171.9999999999999, 454.0, 1225.0, 326.0, 381.0, 282.0, 10.0, 32.999999999999915]","[1, 1, 8, 8, 6, 6, 26, 29, 32, 34, 34, 45, 34, 53, 55, 61, 61, 67, 70, 70, 70, 34, 89, 95, 97, 101, 106]","[3, 34, 13, 16, 22, 34, 34, 34, 34, 39, 47, 47, 70, 55, 70, 64, 70, 70, 75, 79, 81, 108, 95, 108, 108, 108, 108]",0.05,30,47852172.0,1231.0,-1231.0,DWT,uc1.l0063472831,9.313225746154785e-10,0.0,0.0,0.0,0.0,0.0,1.862645149230957e-09,0.0,1.0,108,0.0,3.637978807091713e-12,1.0,108.0,,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89482684787018e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,9.313225746154785e-10,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.9837028441330734,0.6911244865556136,0.23007708236992544,0.6490816891805513,0.42187219609999616,0.0,1.0,1.0,0.2,0.28571428571428575,285,1.4792040450548325,0.734178214503761,52,0,0,0.6666666666666667,0.6666666666666667,205,0,0,0.595171659667832,0.7256582355650991,41,119.25148496629576,0.8459283139970339,145.75,76.911490142717,0.8288104102284911,33,rbio,0.6791548037737956,1.0,0.2245916373583431,3,25.5,,,8.832379272405433e-13,0.9837028441330734,0.8729552016232404,0.004612943254342454,0.7154263813478122,0.030291262248114438,0.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5454545454545456,300,1.3272928363572711,0.733212596325938,142,111.72287142747452,0.927827602437032,221.0,192.7601809954751,0.8925313722779475,4,754.7185185185185,770.5,501.04270684202294,270,0.732543027399606,1.0,0.1872198808202758,5,4.25
