amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_amplitudes_dtw,positive_amplitudes_euclidean,positive_amplitudes_wasserstein,positive_frequencies,positive_frequencies_dtw,positive_frequencies_euclidean,positive_frequencies_wasserstein,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,positive_amplitudes_dtw_normalized,positive_amplitudes_euclidean_normalized,positive_amplitudes_wasserstein_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,positive_frequencies_dtw_normalized,positive_frequencies_euclidean_normalized,positive_frequencies_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
,,36424.59915044495,35958.46121941046,340106.0718106588,0.3726845961261515,,,63125.75124014002,63082.95124014002,71268.26518037135,,,mdp.39015067403801,False,,-125778.7818474825,124999.7818474825,1239690885045.8555,1239653718150.8555,,,[],,,,[],,,,117263.1544116677,116498.1544116677,4027.3327412776125,4024.3327412776125,"[0, 0, 120, 165, 165]",0.0,-22.0,5,24.0,"[54, 68, 144, 171, 181]",0.0,-26.5,"[4743.443723377917, 117263.1544116677, 50523.12385792334, 4027.3327412776125, 5565.941017978163]",35958.46121941046,168604.99575222473,35958.46121941046,"[59, 120, 194, 175, 194]",0.0,-17.5,96,195,raw,9.974520692460398e-07,,,,,0.0,331829.81242450053,125778.7818474825,124999.7818474825,0.02174220994163556,gaus2,1057.5458780351519,1705365264.0251644,13.101140355854044,-40.16177916591495,0.7039529914529915,CWT,0.5434020638319088,0.27183703047295954,0.0,0.4000356654972217,0.9999999999999998,0.8733268501308362,0.06762067963515654,,0.013491550231035335,,,,0.2236736768877196,0.2236736768877196,0.22367367688771972,,,,,0.0,0.5744371652313294,0.9499157930577982,0.6282935536726425,,,,,0.4285714285714286,,0.3960520608188533,0.6470588235294117,0.6190476190476191,0.3912455878113097,0.3912455878113097,0.15999999999999998,1.9662405114693684,0.5256643435844781,4,1.3025196820883562,0.7813176960861609,6,0.44444444444444436,0.3691364578075042,0.5277119095347054,3,0.125,0.4446388985097261,0.8752977131914008,3,1.4142135623730951,0.8585786437626906,4.0,3.6923076923076925,0.7292893218813452,1,gaus,5.25,5.5,3.1052950170405937,8,0.5833333333333334,1.0,0.29166666666666663,1,1.0,1
,,48321.901939266914,47855.76400823243,308558.7335128068,0.37077784430110755,,,36005.09446836093,35962.294468360924,40291.546419431055,,,mdp.39015067403801,False,,-71185.53072510338,70406.53072510338,391431824370.07495,391394657475.07495,,,[],,,,[],,,,94916.40927317766,94151.40927317766,6133.134823931687,6130.134823931687,"[0, 60, 119]",0.0,-18.5,3,26.0,"[38, 67, 183]",0.0,-27.5,"[94916.40927317766, 6133.134823931687, 43916.1617206914]",47855.76400823243,131447.70581780074,47855.764008232436,"[119, 119, 194]",0.0,-23.0,96,195,raw,1.1162816738475028e-06,,,,,0.0,331829.81242450053,71185.53072510338,70406.53072510338,0.018362928976261895,gaus4,650.7765099913632,592908137.7138609,13.213018066061208,-35.141193085767405,0.6728632478632479,CWT,0.2181570335971241,0.6337491588826689,0.5452958313732262,0.08052095572597481,0.594989561586639,0.8695985945094116,0.050908074579733884,,0.035328954218248,,,,0.3709045318837257,0.3709045318837257,0.37090453188372585,,,,,0.0,0.32730715540875077,0.7063042992121112,0.4528505872590774,,,,,0.7142857142857143,,0.09550199144901851,0.32352941176470584,0.9523809523809524,0.06179964283572391,0.06179964283572391,0.08,1.5894199608884478,0.42492329679247837,7,1.3648034912286529,0.8186786994784042,4,0.44444444444444436,0.30603124093119144,0.43749764379353445,5,0.125,0.42135274432211123,0.829457554856725,5,1.2583057392117916,0.8741694260788209,5.25,5.045045045045045,0.6745847130394105,2,gaus,5.25,5.5,3.1052950170405937,8,0.5833333333333334,1.0,0.29166666666666663,1,1.75,2
,,37235.347067245326,36769.20913621084,2100100.144782974,-0.07396330960691833,,,45815.25274196544,45772.45274196544,101900.63306545703,,,mdp.39015067403801,False,,-226656.88644499492,225877.88644499492,2719412685474.6616,2719375518579.6616,,,[],,,,[],,,,37235.347067245326,36470.347067245326,37235.347067245326,37232.347067245326,[3],0.0,-28.5,1,28.0,[113],0.0,-28.5,[37235.347067245326],36769.20913621084,23717.347067245326,36769.20913621084,[130],0.0,-28.5,96,195,raw,4.0266654524381473e-07,,,,,0.0,331829.81242450053,226656.88644499492,225877.88644499492,0.024048513718005312,gaus1,1286.124952466812,2999407245.911208,13.139988485297133,-43.614071119977204,0.6271901709401709,CWT,0.8650315267791108,0.022976377744211463,0.18934712734769038,0.7717043244459952,0.0,0.0,1.0,,0.3578623866086482,,,,0.2337068004532475,0.2337068004532475,0.2337068004532476,,,,,0.0,0.4166996996571509,0.0,0.0,,,,,1.0,,0.9203382257230421,0.0,0.0,1.0,1.0,0.0,1.7862137990806137,0.4775351228490215,5,1.153821010577103,0.6921206535892905,8,0.44444444444444436,0.33751249200101674,0.48250276524719016,4,0.125,0.4007584794738583,0.7889165383443347,6,1.707825127659933,0.8292174872340067,5.75,5.393258426966293,0.6271087436170033,3,gaus,5.25,5.5,3.1052950170405937,8,0.5833333333333334,1.0,0.29166666666666663,1,2.5,3
,,94881.09064061861,94414.95270958413,500221.1463055969,0.24346311970735743,,,109828.06628828998,109785.26628828997,114755.1890091372,,,mdp.39015067403801,False,-394548.0245126607,-181907.5967704174,181128.5967704174,2944246510872.276,2944209343977.276,,,[],,,,[],,,,164608.62167212684,163843.62167212684,25153.559609110394,25150.559609110394,"[0, 123]",0.0,-23.5,2,27.0,"[71, 139]",0.0,-23.5,"[164608.62167212684, 25153.559609110394]",94414.95270958413,176244.18128123722,94414.95270958415,"[194, 194]",0.0,-19.0,96,195,raw,4.220763214004945e-07,,,,,0.0,331829.81242450053,181907.5967704174,181128.5967704174,0.019500407402338653,mexh,1423.6380906130325,3794266272.457849,13.12436757968085,-43.93280838579276,0.6314636752136752,CWT,1.0,0.0,0.11321029277125233,0.9999999999999999,0.055671537926235026,0.6206611966674891,0.15244368366132124,0.0,0.23257289440793577,,,,0.9470812739652099,0.9470812739652099,0.9470812739652104,,,,,0.0,1.0,1.0,0.9999999999999998,,,,,0.8571428571428571,,1.0,0.5588235294117647,0.4761904761904763,0.7299579761099058,0.7299579761099058,0.39999999999999997,3.7404867487523985,1.0,1,1.1881157136876443,0.7126923645513283,7,0.44444444444444436,0.6995037465290096,1.0,1,0.0,0.3677483388782872,0.7239341432541355,8,3.774917217635375,0.6225082782364625,4.25,1.763779527559055,0.5987541391182312,4,mexh,4.0,4.0,,1,0.4444444444444444,,,2,3.5,4
,,32288.069486470064,31821.93155543558,331812.1283714078,0.3581209139636041,,,22603.68339861941,22560.88339861941,30985.3414372693,,,mdp.39015067403801,False,,-78173.66814875278,77394.66814875278,259234347358.44812,259197180463.44812,,,[],,,,[],,,,59889.244798810025,59124.244798810025,10140.772525866374,10137.772525866374,"[0, 0, 60, 119]",0.0,-18.0,4,25.0,"[17, 37, 70, 185]",0.0,-18.0,"[10140.772525866374, 59889.244798810025, 13005.508744267676, 46116.75187693617]",31821.93155543558,115634.27794588025,31821.931555435578,"[24, 119, 119, 194]",0.0,-18.0,96,195,raw,6.282378582898221e-07,,,,,0.0,331829.81242450053,78173.66814875278,77394.66814875278,0.022671215433288133,gaus8,602.4943105115148,496000242.08655906,13.249955397675958,-33.3611223723164,0.6730235042735043,CWT,0.12044504078880558,0.7620666840362084,0.7253296639773891,0.05268752519317872,0.5970772442588729,0.8448506063019324,0.06322685725484961,,0.07688860707091777,,,,0.1724835197610498,0.1724835197610498,0.17248351976104984,,,,,0.0,0.20519024366980343,0.602627933322719,0.17785440314570117,,,,,0.5714285714285714,,0.04866257324733326,0.6176470588235293,1.0,0.10396993842762167,0.10396993842762167,0.84,1.2953934364238286,0.34631680939810683,9,1.4844440003699124,0.8904451750612915,2,0.44444444444444436,0.3021570995675757,0.4319592297638176,6,0.125,0.4459905174016052,0.8779584541412666,2,3.4034296427770228,0.6596570357222977,4.75,3.130434782608696,0.5923285178611488,5,gaus,5.25,5.5,3.1052950170405937,8,0.5833333333333334,1.0,0.29166666666666663,1,4.0,5
,,33590.33774513874,33124.19981410426,339712.2866770264,0.34651944683549424,,,28670.846454832346,28628.046454832347,35791.367345596125,,,mdp.39015067403801,False,,-79854.33141886523,79075.33141886523,325212932741.07275,325175765846.07275,,,[],,,,[],,,,74792.13246892672,74027.13246892672,6050.930370259208,6047.930370259208,"[0, 0, 60, 119]",0.0,-18.0,4,25.0,"[17, 38, 67, 185]",0.0,-22.5,"[6050.930370259208, 74792.13246892672, 8513.83792839414, 45004.45021297488]",33124.19981410426,120843.35098055497,33124.19981410425,"[22, 119, 119, 194]",0.0,-22.5,96,195,raw,8.433976472735717e-07,,,,,0.0,331829.81242450053,79854.33141886523,79075.33141886523,0.020055263020043273,gaus6,655.3626992155301,525327901.8223274,13.306309190402844,-34.347001457863456,0.6876068376068376,CWT,0.17090668115576185,0.6909989655449706,1.0,0.06111087784840876,0.7870563674321496,0.8221663563282098,0.0674120669353161,,0.03447648480567552,,,,0.18859927915300975,0.18859927915300975,0.18859927915300975,,,,,0.0,0.2604757066397598,0.6367797798585653,0.2948560874970395,,,,,0.5714285714285714,,0.07203971041327592,0.3529411764705882,1.0,0.11411199239628489,0.11411199239628489,0.48,1.3176682820607335,0.35227187544514854,8,1.6670807388761857,1.0,1,0.44444444444444436,0.2775790670687828,0.3968228454045473,8,0.125,0.507985902177831,1.0,1,4.041451884327381,0.5958548115672619,4.5,1.7777777777777777,0.572927405783631,6,gaus,5.25,5.5,3.1052950170405937,8,0.5833333333333334,1.0,0.29166666666666663,1,4.75,6
2953516.7365134237,2945056.6888760533,66526.10251006791,66059.96457903343,363647.3030453043,0.1188043942535937,0.005128205128205128,0.030769230769230767,0.0,42.800000000000004,33281.25600330634,0.49230769230769234,0.0,mdp.39015067403801,False,,-76694.33015063545,75915.33015063545,294577385290.0862,294540218395.0862,12.0,5.0,"[773484.8695823344, 2937467.6707262024, 2953516.7365134237, 1733496.4091175655, 813454.4388970252, 1463617.6901601637, 939102.0610279412, 819934.5196285701, 939268.0580319415, 613998.816976207, 584127.0827828295, 406948.4243161667, 499548.74074400135, 402445.72916350834, 348262.2677673505, 291130.4224277863, 294159.9051666062, 306028.2645866583, 268411.9131210092, 251139.95181736088, 303426.4960950764, 197532.92065579075, 200350.11109334233, 188469.83574619592, 173248.2229182075, 192091.90224830038, 183629.63892043396, 155057.02495462415, 137764.45197703515, 164027.81709679976, 167924.42715919443, 119960.31348058929, 140790.30255940446, 158619.63286951487, 131848.07286086492, 137601.093951111, 140602.99290446908, 143543.53706384392, 129253.38742848787, 126437.11896491483, 109922.61868078855, 113068.75378748616, 123168.7168077401, 118829.44044821722, 126657.02047392308, 109583.27411556192, 102360.65895442756, 103071.48039414793, 104958.24268902477, 100008.56431538545, 87985.41880734943, 98495.8231328205, 93578.57023124775, 94290.42912964862, 99755.98884983888, 90499.65705037424, 91610.96950884345, 90070.45287395397, 90985.0493559642, 81906.2013349304, 88867.06561425535, 84028.2652115618, 84830.75476684739, 83297.66029575585, 82815.58625517909, 74725.44840869251, 80885.50076314449, 78960.21617840754, 79027.30412175352, 76948.7228770555, 84555.70007242876, 89844.38726853466, 78384.40193638268, 75870.10399876676, 82581.20317697445, 71873.81884010765, 73335.51722690299, 83028.66868046929, 76410.2274026147, 70355.73279738957, 72759.3702920132, 68762.37837012643, 70966.67438607947, 65014.06448172292, 80191.75039719912, 73386.59565897545, 75880.73748344588, 70070.65549548226, 70827.34194918844, 72006.01310468098, 82239.07728160349, 72016.47007521702, 72722.61857243303, 74193.1809104059, 64323.14760607098, 71619.35938897717, 70170.69626349644]",25435845.652448587,5356045.87805986,262458.5279343338,"[0.0, 0.005128205128205128, 0.010256410256410256, 0.015384615384615385, 0.020512820512820513, 0.02564102564102564, 0.03076923076923077, 0.035897435897435895, 0.041025641025641026, 0.046153846153846156, 0.05128205128205128, 0.05641025641025641, 0.06153846153846154, 0.06666666666666667, 0.07179487179487179, 0.07692307692307693, 0.08205128205128205, 0.08717948717948718, 0.09230769230769231, 0.09743589743589744, 0.10256410256410256, 0.1076923076923077, 0.11282051282051282, 0.11794871794871795, 0.12307692307692308, 0.1282051282051282, 0.13333333333333333, 0.13846153846153847, 0.14358974358974358, 0.14871794871794872, 0.15384615384615385, 0.15897435897435896, 0.1641025641025641, 0.16923076923076924, 0.17435897435897435, 0.1794871794871795, 0.18461538461538463, 0.18974358974358974, 0.19487179487179487, 0.2, 0.20512820512820512, 0.21025641025641026, 0.2153846153846154, 0.2205128205128205, 0.22564102564102564, 0.23076923076923078, 0.2358974358974359, 0.24102564102564103, 0.24615384615384617, 0.2512820512820513, 0.2564102564102564, 0.26153846153846155, 0.26666666666666666, 0.2717948717948718, 0.27692307692307694, 0.28205128205128205, 0.28717948717948716, 0.2923076923076923, 0.29743589743589743, 0.30256410256410254, 0.3076923076923077, 0.3128205128205128, 0.31794871794871793, 0.3230769230769231, 0.3282051282051282, 0.3333333333333333, 0.3384615384615385, 0.3435897435897436, 0.3487179487179487, 0.35384615384615387, 0.358974358974359, 0.3641025641025641, 0.36923076923076925, 0.37435897435897436, 0.37948717948717947, 0.38461538461538464, 0.38974358974358975, 0.39487179487179486, 0.4, 0.40512820512820513, 0.41025641025641024, 0.4153846153846154, 0.4205128205128205, 0.4256410256410256, 0.4307692307692308, 0.4358974358974359, 0.441025641025641, 0.4461538461538462, 0.4512820512820513, 0.4564102564102564, 0.46153846153846156, 0.4666666666666667, 0.4717948717948718, 0.47692307692307695, 0.48205128205128206, 0.48717948717948717, 0.49230769230769234]",0.0,0.0,0.0,123748.3187328252,122983.3187328252,9303.886287310628,9300.886287310628,"[4, 4]",0.0,-28.0,2,27.0,"[57, 93]",0.0,-28.0,"[9303.886287310628, 123748.3187328252]",66059.96457903343,119534.20502013582,66059.96457903343,"[61, 130]",0.0,-28.0,96,195,raw,3.0798412688449787e-07,0.12702118902480966,0.032200767825742604,0.10161767311856928,0.059412019247080755,25790307.02205487,25458477.20963037,76694.33015063545,75915.33015063545,0.02136838468792031,gaus7,637.0588646558381,516633258.47195363,13.28536579169685,-33.963670167578314,0.6683760683760683,CWT,0.14455136425740955,0.7186316444670018,0.8979211499053867,0.058613643230594134,0.5365344467640909,0.37691705134752235,0.08009194730371288,,0.06821000283112759,0.0,0.0,0.0,0.5961841656067571,0.5961841656067571,0.5961841656067572,0.0,0.0,0.0,0.0,1.0,0.0,0.6281967264754311,0.6792081928799237,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.061185106745097535,0.02941176470588236,0.04761904761904756,0.09504279276935046,0.09504279276935046,0.04000000000000001,2.237901104143022,0.598291413514418,3,1.3502291706915446,0.8099362791521199,5,0.0,0.19961525113919787,0.2853669506842584,10,0.125,0.39564446389653124,0.7788492991642664,7,2.9860788111948193,0.7013921188805181,6.25,5.153374233128835,0.5381960594402591,7,gaus,5.25,5.5,3.1052950170405937,8,0.5833333333333334,1.0,0.29166666666666663,1,5.5,7
,,66609.60514923578,66143.4672182013,390093.9337507601,0.10005919882768852,,,0.0,42.800000000000004,36756.942275496694,,,mdp.39015067403801,False,,-90335.15880595765,89556.15880595765,364049970203.00336,364012803308.00336,,,[],,,,[],,,,126654.54939896156,125889.54939896156,6564.660899509983,6561.660899509983,"[4, 4]",0.0,-28.0,2,27.0,"[57, 93]",0.0,-28.0,"[6564.660899509983, 126654.54939896156]",66143.4672182013,119701.21029847156,66143.46721820129,"[61, 130]",0.0,-28.0,96,195,raw,2.7762452918007855e-07,,,,,0.0,331829.81242450053,90335.15880595765,89556.15880595765,0.018584901933181273,gaus5,647.2189069502163,554308168.5165167,13.254552861186644,-34.88281039687255,0.6506944444444445,CWT,0.18104489010207078,0.6523748387115491,0.7477378602358355,0.0694344539062029,0.3061934585942937,0.3402647302098602,0.09410238741925794,,0.03980392806362611,,,,0.5972175229296168,0.5972175229296168,0.5972175229296168,,,,,0.0,0.0,0.6292916503896155,0.7020248369141738,,,,,0.8571428571428571,,0.08580021689581563,0.02941176470588236,0.04761904761904756,0.17735911565198792,0.17735911565198792,0.04000000000000001,1.6874991715059768,0.451144272084061,6,1.1505487578179348,0.6901577895942484,9,0.44444444444444436,0.28294211789936746,0.4044897819394787,7,0.125,0.3353432313112958,0.6601427911160848,9,1.5,0.85,7.75,7.522388059701493,0.5375,8,gaus,5.25,5.5,3.1052950170405937,8,0.5833333333333334,1.0,0.29166666666666663,1,6.25,8
,,18350.171341854697,17884.033410820215,212462.7481452804,0.437469386715376,,,12541.491730355987,12498.691730355988,19514.014259813215,,,mdp.39015067403801,False,,-60944.568673334805,60165.568673334805,121891279165.52403,121854112270.52403,,,[],,,,[],,,,45332.88007864318,44567.88007864318,2726.3294447601947,2723.3294447601947,"[0, 25, 31, 47, 58, 118, 157, 118]",0.0,-20.5,8,21.0,"[16, 26, 38, 52, 72, 143, 161, 186]",0.0,-16.0,"[45332.88007864318, 2726.3294447601947, 9868.64131696097, 3094.962478822887, 26686.474128637135, 11714.337906388664, 3754.6842408249104, 43623.06113979963]",17884.033410820215,133283.37073483758,17884.033410820215,"[118, 31, 58, 58, 118, 157, 164, 194]",0.0,-11.5,96,195,raw,2.0375196596440076e-07,,,,,0.0,331829.81242450053,60944.568673334805,60165.568673334805,0.029995173437228736,morl,473.4681827497987,312557630.2868674,13.192320581015192,-30.060418692171062,0.6761217948717949,CWT,0.0,1.0,0.4444155729678348,0.0,0.6374391092553932,1.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.11350110993163534,0.7183393285005408,0.06357324985572377,,,,,0.0,,0.0,0.9999999999999998,0.761904761904762,0.0,0.0,1.0,0.823897320334426,0.22026473442506608,10,1.4771834301860745,0.8860899149862861,3,0.44444444444444436,0.22159900779062194,0.31679459744170485,9,0.125,0.4340149546033183,0.8543838573917398,4,3.5118845842842465,0.6488115415715754,6.5,5.034965034965035,0.4994057707857877,9,morl,9.0,9.0,,1,1.0,,,3,7.5,9
,,99157.3009964689,98691.16306543442,610460.7669815533,0.016931212891413708,,,4749.368460432276,4706.568460432276,43155.04488934578,,,mdp.39015067403801,False,,-128207.24526635004,127428.24526635004,588616800782.5436,588579633887.5436,,,[],,,,[],,,,99157.3009964689,98392.3009964689,99157.3009964689,99154.3009964689,[4],0.0,-28.5,1,28.0,[93],0.0,-28.5,[99157.3009964689],98691.16306543442,85639.3009964689,98691.16306543442,[130],0.0,-28.5,96,195,raw,2.8090753805216633e-07,,,,,0.0,331829.81242450053,128207.24526635004,127428.24526635004,0.02969002893769305,gaus3,805.5852755696396,874521093.9956989,13.101868699429058,-36.9687565304698,0.6885149572649573,CWT,0.24822279535879377,0.5020080901075699,0.0035499717908717976,0.16140450608136622,0.7988865692414746,0.17772528653712072,0.21084452954004662,,1.0000000000000002,,,,1.0,1.0,1.0000000000000002,,,,,0.0,0.042497390647123795,0.4059741634861994,0.48614557583848467,,,,,1.0,,0.1653673911681126,0.0,0.0,0.4059002824744656,0.4059002824744656,0.0,2.3123523735597464,0.6181955795809218,2,0.9331314857357558,0.5597398278170974,10,0.44444444444444436,0.4385634501837014,0.6269636901301621,2,0.125,0.29412739266532056,0.5790069988248515,10,4.618802153517006,0.5381197846482995,6.0,3.333333333333333,0.46905989232414974,10,gaus,5.25,5.5,3.1052950170405937,8,0.5833333333333334,1.0,0.29166666666666663,1,7.75,10
