wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,positive_frequencies_dtw,positive_frequencies_euclidean,positive_frequencies_wasserstein,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,positive_amplitudes_dtw,positive_amplitudes_euclidean,positive_amplitudes_wasserstein,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,positive_amplitudes_dtw_normalized,positive_amplitudes_euclidean_normalized,positive_amplitudes_wasserstein_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,spectral_bandwidth_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
dmey,1,antireflect,0.29936199278251235,61.811231319086644,6391745.913715108,0.5363636363636364,106.00897018150795,160,smoothed,0.4567124389245603,-25.63742894483397,6.498644794757831,156783.6087484989,0.996593222987344,0.00015691312157254362,0.999996810972499,161.48877653691954,0.0125,9193.435088520433,11,"[0.0, 0.00625, 0.0125, 0.018750000000000003, 0.025, 0.03125, 0.037500000000000006, 0.043750000000000004, 0.05, 0.05625, 0.0625, 0.06875, 0.07500000000000001, 0.08125, 0.08750000000000001, 0.09375, 0.1, 0.10625000000000001, 0.1125, 0.11875000000000001, 0.125, 0.13125, 0.1375, 0.14375000000000002, 0.15000000000000002, 0.15625, 0.1625, 0.16875, 0.17500000000000002, 0.18125000000000002, 0.1875, 0.19375, 0.2, 0.20625000000000002, 0.21250000000000002, 0.21875, 0.225, 0.23125, 0.23750000000000002, 0.24375000000000002, 0.25, 0.25625000000000003, 0.2625, 0.26875, 0.275, 0.28125, 0.28750000000000003, 0.29375, 0.30000000000000004, 0.30625, 0.3125, 0.31875000000000003, 0.325, 0.33125000000000004, 0.3375, 0.34375, 0.35000000000000003, 0.35625, 0.36250000000000004, 0.36875, 0.375, 0.38125000000000003, 0.3875, 0.39375000000000004, 0.4, 0.40625, 0.41250000000000003, 0.41875, 0.42500000000000004, 0.43125, 0.4375, 0.44375000000000003, 0.45, 0.45625000000000004, 0.4625, 0.46875, 0.47500000000000003, 0.48125, 0.48750000000000004, 0.49375]","[64135.96553566525, 7753.284559356213, 3352.6787019841618, 9193.435088520433, 3125.8527084234265, 2588.706869243706, 7222.769024707681, 1871.695775789104, 6769.308530540733, 3735.056825868371, 1673.674043688927, 910.3394782954987, 2587.974026711816, 3213.8324083429948, 3059.981104557761, 3679.610897200084, 2004.3726693213382, 1210.7824324670853, 1116.3981510707636, 1245.8194586505456, 1906.831117260684, 1817.7789165949464, 669.66355857697, 886.5833502500084, 1156.2979195231228, 317.46235801778926, 1137.7667501141616, 724.9057776731597, 101.5712246276481, 577.3344182871131, 405.68813209500905, 156.54001164476907, 149.34551130817434, 61.49469737065352, 345.57361775319515, 232.58810198464764, 57.3905530644147, 621.8662944218332, 809.5249888168693, 476.9735804627876, 331.38792426742276, 857.6273355075837, 467.70291301374664, 229.86200767893033, 558.8767648003037, 152.48722813687732, 626.5935197581091, 435.5678016420388, 354.1865505637961, 801.6457074806625, 265.54601593064626, 557.9154903388928, 948.8929275934927, 692.4308421524539, 156.2896983788436, 224.48097528058216, 116.19603930734556, 294.29514767196963, 236.61307550745934, 152.0673507785616, 330.6426038153171, 265.14032371271315, 201.97080456597922, 178.33575488303092, 149.7890415672405, 129.09983984900904, 170.79525868373088, 153.1429370466029, 177.832959232518, 29.380299296300613, 202.14968153207465, 195.38905932192117, 331.302826352225, 140.3872056843868, 118.76233610938584, 165.13128001118363, 247.98985788988787, 469.75479313896847, 253.42003047258663, 624.4283771016941]",11,314.0751828549598,58.15344091348612,674.5967782123564,"[15, 33, 51, 64, 74, 83, 91, 114, 129, 137, 147]","[371.9206621562014, 674.5967782123564, 284.41181039798596, 344.3791694389812, 451.2051459030715, 172.92964300145076, 84.0261568085428, 545.1696801603781, 282.1973388761321, 58.15344091348612, 185.83718553597134]","[0, 0, 46, 56, 56, 79, 88, 109, 122, 134, 143]","[24, 159, 159, 69, 159, 109, 109, 159, 159, 159, 159]",30206949.38699662,674.5967782123564,-674.5967782123564,156060.2297563103,0.06287962065554853,0.10261550948767902,0.49375,DWT,mdp.39015067403983,0.0,0.0,0.0,37376.14699662104,0.0,0.0,6.5,6.0,244.0109691275226,55.93089985141391,3.044960919659184,0.0,38,4.9919148747107345e-05,0.596778212356412,101.87518285495975,152.5729885954429,101.87518285495977,1.3779844005662456e-05,211.6538512057159,101.87518285495975,0.0,8.825998597927537,57.15344091348612,0.0,29.0,0.596778212356412,0.596778212356412,0.0,0.39122346308045053,0.9999999999999999,1.0,0.0,0.8296298544195618,0.6616765195935217,0.2678700361010834,0.8322199059650994,0.0,0.9266444317145998,1.0,1.0000000000000002,1.0,0.9377092778518121,0.9377092778518121,0.9377092778022111,0.9999999999999999,1.0,0.754341159740933,0.06229072214820608,0.3621042786814879,0.33493783429909035,0.6880485328372908,0.9999999999999999,0.0,0.0,0.9999989982790021,0.9999989982790021,5.372792542731235,0.880757847288917,9,2.0856891638330146,0.8484359207070757,36,0,0.7337627783939711,0.8200417189067962,9,0.0,0.5739245395099083,0.887762319432958,25,13.200378782444085,0.9856205024156383,19.75,13.793103448275863,0.9820531705977973,1,dmey,241.88888888888889,13.0,288.82713015073756,9,0.3712016512608812,1.0,0.4401588441173831,2,1.25,1
dmey,1,antisymmetric,0.2879422200954793,61.98014444239263,6304293.183838352,0.5363636363636364,92.53465660279183,160,smoothed,0.4512252718578994,-24.420565589222385,6.482575730892491,151813.59205561684,0.9970490849515152,0.0001568921660125924,0.9999968982257506,161.4884491294945,0.0125,9193.441956865274,11,"[0.0, 0.00625, 0.0125, 0.018750000000000003, 0.025, 0.03125, 0.037500000000000006, 0.043750000000000004, 0.05, 0.05625, 0.0625, 0.06875, 0.07500000000000001, 0.08125, 0.08750000000000001, 0.09375, 0.1, 0.10625000000000001, 0.1125, 0.11875000000000001, 0.125, 0.13125, 0.1375, 0.14375000000000002, 0.15000000000000002, 0.15625, 0.1625, 0.16875, 0.17500000000000002, 0.18125000000000002, 0.1875, 0.19375, 0.2, 0.20625000000000002, 0.21250000000000002, 0.21875, 0.225, 0.23125, 0.23750000000000002, 0.24375000000000002, 0.25, 0.25625000000000003, 0.2625, 0.26875, 0.275, 0.28125, 0.28750000000000003, 0.29375, 0.30000000000000004, 0.30625, 0.3125, 0.31875000000000003, 0.325, 0.33125000000000004, 0.3375, 0.34375, 0.35000000000000003, 0.35625, 0.36250000000000004, 0.36875, 0.375, 0.38125000000000003, 0.3875, 0.39375000000000004, 0.4, 0.40625, 0.41250000000000003, 0.41875, 0.42500000000000004, 0.43125, 0.4375, 0.44375000000000003, 0.45, 0.45625000000000004, 0.4625, 0.46875, 0.47500000000000003, 0.48125, 0.48750000000000004, 0.49375]","[64135.06697298855, 7753.2764951992, 3353.0197628996207, 9193.441956865274, 3126.0818942421647, 2588.1267047551773, 7221.839532969035, 1870.9279003297227, 6768.847650995055, 3734.5900850722505, 1673.8213637693768, 910.4128649843022, 2587.9530916734457, 3214.000260620994, 3059.906859762316, 3679.6722956201947, 2003.6723216208743, 1211.0314986874173, 1115.4049464952773, 1244.9217537979077, 1906.1737751055057, 1818.2169472898559, 669.3782759429569, 886.5841104777589, 1156.3470568188493, 317.3624976184235, 1137.1900033531383, 724.3181920196595, 100.6912534948817, 576.6265156838458, 405.17697808044517, 156.2131639418925, 149.45800696385726, 61.196567781098, 345.56345592174284, 232.5436981738269, 57.40307285939637, 622.3888443507509, 808.8553122572819, 476.1963163830761, 330.98569044065596, 857.9266093204337, 467.7507613815188, 229.7093130458779, 558.9317870604814, 152.68083274950462, 626.4179980877849, 435.5939421320814, 353.885081025289, 802.5548879105908, 265.8715352702079, 557.7661327097082, 949.3922318516975, 693.1163912624035, 156.4607451967016, 224.33562621343927, 116.31351325494384, 294.1342989908104, 236.75506710168452, 152.25311969902987, 330.85699024051974, 265.2668230624238, 202.20373612471346, 178.36665477922443, 149.60571250475542, 128.74286398864422, 170.43983513266522, 152.76875383467794, 177.58954924005621, 29.52355899790435, 202.1092948209476, 195.58260986389666, 331.54439822580923, 140.5050483160765, 118.73832281807314, 164.96522069499747, 248.24314012127613, 469.46852077734815, 253.15887553532093, 624.7312800033183]",11,314.0582756615733,58.16544012224108,674.4186798211551,"[15, 33, 51, 64, 74, 83, 91, 114, 129, 137, 147]","[371.9422480861394, 674.4186798211551, 284.41181039799324, 344.3791694389812, 451.2051459030715, 172.92964300145076, 84.0261568085428, 545.1696801603742, 282.19733804208124, 58.16544012224108, 185.7957204952753]","[1, 1, 46, 56, 56, 79, 88, 109, 122, 134, 143]","[24, 159, 159, 69, 159, 109, 109, 159, 159, 159, 159]",30205810.828520015,674.5967783291222,-674.5967783291222,156051.14701165393,0.06287807395940927,0.10261860077224713,0.49375,DWT,mdp.39015067403983,0.0,0.0,0.0,36237.58852001652,0.0,0.0,6.5,6.0,235.2009453318823,54.630081614635564,2.924006315846923,0.0,38,4.837245260784495e-05,0.5967783291222304,101.85827566157326,152.75896772269425,101.85827566157323,1.687112857377826e-05,202.5711065493524,101.85827566157326,0.0,8.832866942768305,57.16544012224108,0.0,38.0,0.4186798211551377,0.5967783291222304,0.0,0.3915508705054833,0.987985509920461,0.961852964095781,0.0006455618669314322,0.8042015013746425,0.6218391072881467,0.2678700361010834,0.8008185206940923,0.04746432871747197,0.9991088067336464,0.9638949682174436,0.9767424046415446,0.9602771244020377,0.9154281870000776,0.9154281870000776,0.9154281869326595,0.9690159752703711,0.9570867971235942,0.7549724534132561,0.08457181299993999,0.25404036457573026,0.33519848112796324,0.8424010647527916,0.9695378317966414,0.0,1.0,0.9999991939391301,0.9999991939391301,5.414960429686489,0.8876703973351081,8,2.033376227090219,0.8271555806545356,46,0,0.7796384754666338,0.8713116750714505,8,0.0,0.5615846912573262,0.8686747015459138,30,18.51125783588643,0.9798352311155921,23.0,13.11163895486936,0.9773903824423277,2,dmey,241.88888888888889,13.0,288.82713015073756,9,0.3712016512608812,1.0,0.4401588441173831,2,2.0,2
coif10,1,periodic,2.1925678885803323e-26,313.1636674374437,6130627.7998303,0.5412844036697247,97.6798192407879,160,smoothed,1.0473844014313728e-13,-1.6777967903891548e-10,6.475809946250633,26001.813728184385,0.9825377673879548,0.00015739203862456417,0.9999999999999998,161.88,0.0125,9184.609089922506,11,"[0.0, 0.00625, 0.0125, 0.018750000000000003, 0.025, 0.03125, 0.037500000000000006, 0.043750000000000004, 0.05, 0.05625, 0.0625, 0.06875, 0.07500000000000001, 0.08125, 0.08750000000000001, 0.09375, 0.1, 0.10625000000000001, 0.1125, 0.11875000000000001, 0.125, 0.13125, 0.1375, 0.14375000000000002, 0.15000000000000002, 0.15625, 0.1625, 0.16875, 0.17500000000000002, 0.18125000000000002, 0.1875, 0.19375, 0.2, 0.20625000000000002, 0.21250000000000002, 0.21875, 0.225, 0.23125, 0.23750000000000002, 0.24375000000000002, 0.25, 0.25625000000000003, 0.2625, 0.26875, 0.275, 0.28125, 0.28750000000000003, 0.29375, 0.30000000000000004, 0.30625, 0.3125, 0.31875000000000003, 0.325, 0.33125000000000004, 0.3375, 0.34375, 0.35000000000000003, 0.35625, 0.36250000000000004, 0.36875, 0.375, 0.38125000000000003, 0.3875, 0.39375000000000004, 0.4, 0.40625, 0.41250000000000003, 0.41875, 0.42500000000000004, 0.43125, 0.4375, 0.44375000000000003, 0.45, 0.45625000000000004, 0.4625, 0.46875, 0.47500000000000003, 0.48125, 0.48750000000000004, 0.49375]","[64109.80000000002, 7750.751147798821, 3362.346928662463, 9184.609089922506, 3104.6688052363866, 2583.0339922345674, 7194.578026788375, 1865.4540628995405, 6755.894603425349, 3730.038290140487, 1676.57935458336, 910.2989719542769, 2584.6425061572972, 3205.3653556045965, 3049.4032316070675, 3661.507391249996, 1996.5972089859956, 1206.7746755403778, 1113.9233257591013, 1244.2981146049358, 1906.6493510074329, 1819.091930011855, 668.7833587688981, 883.6896865283618, 1150.9407902577698, 315.8268511104562, 1132.4290858852576, 722.4496964739153, 100.76266635657382, 576.49704470615, 405.256814631258, 155.52039940134716, 148.13293255524923, 60.95634848954455, 343.5815405000446, 231.32568154745252, 56.94154901860195, 619.7651869801746, 808.9515893945983, 477.02445198111786, 331.45503465779746, 858.8791470964717, 467.9169653886388, 229.49714329235303, 556.2997422993013, 151.56987887405216, 623.0252867865712, 433.56117871377984, 353.75130398251866, 801.7802640550676, 265.5105865258998, 557.8335236910173, 947.863678528642, 690.8031246450983, 155.5123296401996, 223.41244746753506, 115.41673787298927, 293.2723348269864, 236.4875158004704, 152.18100777137096, 330.8660337703704, 265.1034216405035, 201.87610403993847, 177.99482403676328, 149.3476290156033, 128.64688284175855, 170.24060266066346, 152.77412977987424, 177.4717653586107, 29.528049988253127, 202.23844941662347, 195.28628147118917, 330.7726429857869, 139.98613861693576, 118.19320861371095, 164.44366094935214, 247.12831963463094, 468.49371639159114, 252.71797654299633, 624.2947966711196]",11,313.3636363636363,58.0,673.9999999999998,"[15, 33, 51, 64, 74, 83, 91, 114, 129, 137, 147]","[370.80000000000047, 673.9999999999998, 283.59999999999974, 343.39999999999986, 450.1999999999998, 171.9999999999999, 84.00000000000006, 543.8000000000002, 282.19999999999976, 58.0, 184.99999999999994]","[1, 1, 46, 56, 56, 79, 88, 109, 122, 134, 143]","[24, 158, 158, 69, 158, 109, 109, 158, 158, 158, 158]",30169573.24000001,673.9999999999998,-673.9999999999998,155848.57590510463,0.06282970150680137,0.1026017296436733,0.49375,DWT,mdp.39015067403983,0.0,0.0,0.0,1.1175870895385742e-08,0.0,0.0,38.0,6.0,9.6413543815288e-11,1.8676827673525207e-11,1.205169297691099e-12,0.0,38,5.551115123125783e-17,2.2737367544323206e-13,101.16363636363627,160.400000000001,101.16363636363634,5.551115123125783e-17,5.820766091346741e-11,101.16363636363627,0.0,0.0,57.0,0.0,38.0,2.2737367544323206e-13,2.2737367544323206e-13,0.0,0.0,1.7873198357261388e-13,6.640677926212772e-26,0.9606331630276912,0.7934950431801399,0.542729175378076,0.3300102672804954,0.005918952540062056,0.999999999415613,6.6370310127102704e-09,2.4480591183645646e-13,2.3199871004177794e-13,2.4522206266134366e-13,4.8814950704789e-09,4.8814950704789e-09,4.085266924690741e-09,1.1120211907554717e-12,2.7501347403734584e-13,0.0,0.9999999951184777,1.379624440584617e-13,0.0,2.7717560623386574e-12,2.990107807633592e-13,1.0,1.0,3.810015898208654e-13,3.810015898208654e-13,0.7000000037076669,0.11475047500240688,112,1.7788636947902448,0.7236226197426734,96,0,0.15789473766367615,0.17646067079534833,113,0.0,0.45409832510278203,0.7024118234918364,104,7.932002689527196,0.9913594741944148,106.25,105.79161419959811,0.937809366726837,3,coif,318.11965811965814,260.0,244.22111103617596,117,0.48818506271615847,0.8455615333252041,0.40460199610112785,3,3.0,3
db22,1,antireflect,1.057643565000178e-26,316.3298046169921,6318574.680393996,0.5297029702970297,104.97118211939994,160,smoothed,6.942224572981103e-14,-1.5876948644688604e-10,6.344583555043389,148315.56238922465,0.9964860830897879,0.00015739203862456396,0.9999999999999998,161.87999999999997,0.0125,9184.609089922506,11,"[0.0, 0.00625, 0.0125, 0.018750000000000003, 0.025, 0.03125, 0.037500000000000006, 0.043750000000000004, 0.05, 0.05625, 0.0625, 0.06875, 0.07500000000000001, 0.08125, 0.08750000000000001, 0.09375, 0.1, 0.10625000000000001, 0.1125, 0.11875000000000001, 0.125, 0.13125, 0.1375, 0.14375000000000002, 0.15000000000000002, 0.15625, 0.1625, 0.16875, 0.17500000000000002, 0.18125000000000002, 0.1875, 0.19375, 0.2, 0.20625000000000002, 0.21250000000000002, 0.21875, 0.225, 0.23125, 0.23750000000000002, 0.24375000000000002, 0.25, 0.25625000000000003, 0.2625, 0.26875, 0.275, 0.28125, 0.28750000000000003, 0.29375, 0.30000000000000004, 0.30625, 0.3125, 0.31875000000000003, 0.325, 0.33125000000000004, 0.3375, 0.34375, 0.35000000000000003, 0.35625, 0.36250000000000004, 0.36875, 0.375, 0.38125000000000003, 0.3875, 0.39375000000000004, 0.4, 0.40625, 0.41250000000000003, 0.41875, 0.42500000000000004, 0.43125, 0.4375, 0.44375000000000003, 0.45, 0.45625000000000004, 0.4625, 0.46875, 0.47500000000000003, 0.48125, 0.48750000000000004, 0.49375]","[64109.8, 7750.75114779882, 3362.3469286624654, 9184.609089922506, 3104.668805236388, 2583.0339922345693, 7194.578026788373, 1865.4540628995383, 6755.894603425349, 3730.0382901404855, 1676.5793545833615, 910.2989719542787, 2584.6425061572972, 3205.365355604595, 3049.4032316070684, 3661.507391249997, 1996.5972089859945, 1206.7746755403757, 1113.9233257591018, 1244.2981146049344, 1906.6493510074329, 1819.091930011855, 668.7833587688965, 883.6896865283603, 1150.9407902577707, 315.8268511104577, 1132.429085885261, 722.4496964739157, 100.76266635657359, 576.4970447061518, 405.25681463126017, 155.52039940134947, 148.13293255524792, 60.956348489542336, 343.58154050004526, 231.32568154745235, 56.941549018601904, 619.7651869801783, 808.9515893945963, 477.0244519811191, 331.4550346577938, 858.8791470964702, 467.9169653886377, 229.4971432923522, 556.2997422993, 151.5698788740526, 623.0252867865732, 433.56117871378075, 353.7513039825194, 801.7802640550681, 265.5105865259019, 557.8335236910166, 947.8636785286421, 690.8031246450993, 155.51232964019857, 223.4124474675334, 115.41673787298939, 293.27233482698887, 236.48751580047096, 152.1810077713732, 330.8660337703714, 265.1034216405027, 201.87610403994174, 177.99482403676615, 149.34762901560248, 128.64688284175742, 170.24060266066488, 152.77412977987527, 177.47176535861115, 29.528049988255106, 202.238449416627, 195.28628147119184, 330.7726429857878, 139.98613861693408, 118.19320861371415, 164.44366094935313, 247.1283196346307, 468.4937163915928, 252.71797654299368, 624.2947966711207]",11,313.36363636363643,58.00000000000023,674.0000000000003,"[15, 33, 51, 64, 74, 83, 91, 114, 129, 137, 147]","[370.79999999999995, 674.0000000000003, 283.60000000000025, 343.4, 450.1999999999997, 172.00000000000028, 84.0, 543.8000000000002, 282.19999999999993, 58.00000000000023, 184.99999999999994]","[1, 1, 46, 56, 56, 79, 88, 109, 122, 134, 143]","[24, 158, 158, 69, 158, 109, 109, 158, 158, 158, 158]",30169573.24,674.0000000000003,-674.0000000000003,155848.5759051046,0.06282970150680145,0.10260172964367341,0.49375,DWT,mdp.39015067403983,0.0,0.0,0.0,0.0,0.0,0.0,38.0,6.0,6.52455867111712e-11,9.170864327255991e-12,8.155698338896402e-13,0.0,38,2.7755575615628914e-17,3.410605131648481e-13,101.16363636363639,160.39999999999964,101.16363636363641,5.551115123125783e-17,2.9103830456733704e-11,101.16363636363639,0.0,0.0,57.00000000000023,0.0,38.0,3.410605131648481e-13,3.410605131648481e-13,0.0,2.842170943040401e-14,1.0140500185849956e-13,2.8495342575350946e-26,0.9727336877742943,0.5858369597726798,0.6283447688887254,0.18375808700003626,0.7787173922610413,0.9999999994159644,6.638404144191125e-09,1.1707412495997066e-13,6.203964677757625e-14,1.1727314177827217e-13,4.881644892315204e-09,4.881644892315204e-09,4.085360563338506e-09,5.560105953777359e-13,1.3750673701867292e-13,5.4801583434534326e-14,0.9999999951183143,2.0694366608769256e-13,0.0,2.7717560623386574e-12,0.0,1.0,1.0,5.715023847312981e-13,5.715023847312981e-13,0.7000000037075388,0.11475047500238587,113,1.9757212684661263,0.8037021635529847,58,0,0.15789473766371248,0.17646067079538894,109,0.0,0.5186738618891054,0.8022990462354546,49,33.44024521441193,0.9635727176313595,82.25,71.84758135981195,0.936987883870146,4,db,371.140350877193,324.5,254.1402807440228,342,0.5695503903796105,0.8799044626153649,0.3373433879496631,4,4.0,4
db23,1,antireflect,1.863750941761584e-26,313.86931917158614,6417541.432346613,0.5343137254901961,100.34289882534098,160,smoothed,1.0507150705052479e-13,-1.7147245845450272e-10,6.35983536691754,153467.33047380642,0.996674933173572,0.00015739203862456415,1.0,161.88000000000002,0.0125,9184.609089922507,11,"[0.0, 0.00625, 0.0125, 0.018750000000000003, 0.025, 0.03125, 0.037500000000000006, 0.043750000000000004, 0.05, 0.05625, 0.0625, 0.06875, 0.07500000000000001, 0.08125, 0.08750000000000001, 0.09375, 0.1, 0.10625000000000001, 0.1125, 0.11875000000000001, 0.125, 0.13125, 0.1375, 0.14375000000000002, 0.15000000000000002, 0.15625, 0.1625, 0.16875, 0.17500000000000002, 0.18125000000000002, 0.1875, 0.19375, 0.2, 0.20625000000000002, 0.21250000000000002, 0.21875, 0.225, 0.23125, 0.23750000000000002, 0.24375000000000002, 0.25, 0.25625000000000003, 0.2625, 0.26875, 0.275, 0.28125, 0.28750000000000003, 0.29375, 0.30000000000000004, 0.30625, 0.3125, 0.31875000000000003, 0.325, 0.33125000000000004, 0.3375, 0.34375, 0.35000000000000003, 0.35625, 0.36250000000000004, 0.36875, 0.375, 0.38125000000000003, 0.3875, 0.39375000000000004, 0.4, 0.40625, 0.41250000000000003, 0.41875, 0.42500000000000004, 0.43125, 0.4375, 0.44375000000000003, 0.45, 0.45625000000000004, 0.4625, 0.46875, 0.47500000000000003, 0.48125, 0.48750000000000004, 0.49375]","[64109.80000000002, 7750.751147798821, 3362.3469286624654, 9184.609089922507, 3104.6688052363875, 2583.033992234568, 7194.578026788373, 1865.4540628995396, 6755.894603425351, 3730.038290140486, 1676.5793545833592, 910.2989719542782, 2584.642506157302, 3205.3653556045947, 3049.4032316070666, 3661.507391249998, 1996.5972089859952, 1206.7746755403782, 1113.9233257591018, 1244.2981146049349, 1906.6493510074342, 1819.091930011856, 668.7833587688981, 883.6896865283609, 1150.9407902577698, 315.82685111045487, 1132.429085885259, 722.4496964739154, 100.7626663565747, 576.4970447061512, 405.25681463125903, 155.52039940134972, 148.13293255524854, 60.95634848954397, 343.5815405000436, 231.3256815474537, 56.941549018599844, 619.7651869801782, 808.951589394599, 477.0244519811176, 331.45503465779376, 858.8791470964715, 467.91696538864056, 229.49714329235346, 556.2997422993002, 151.56987887405143, 623.0252867865706, 433.5611787137794, 353.75130398252026, 801.7802640550681, 265.5105865259028, 557.8335236910157, 947.8636785286427, 690.8031246450979, 155.5123296402, 223.41244746753424, 115.41673787299028, 293.272334826988, 236.48751580046869, 152.1810077713731, 330.86603377037005, 265.1034216404998, 201.87610403993926, 177.9948240367643, 149.34762901560225, 128.64688284175736, 170.24060266066172, 152.77412977987458, 177.47176535861104, 29.528049988255937, 202.23844941662477, 195.28628147118982, 330.77264298578757, 139.9861386169337, 118.19320861371305, 164.44366094935256, 247.12831963463046, 468.49371639159295, 252.71797654299368, 624.29479667112]",11,313.36363636363643,58.000000000000114,674.0000000000002,"[15, 33, 51, 64, 74, 83, 91, 114, 129, 137, 147]","[370.7999999999997, 674.0000000000002, 283.59999999999985, 343.4000000000003, 450.20000000000033, 172.0000000000001, 84.00000000000006, 543.8, 282.2000000000002, 58.000000000000114, 185.0000000000001]","[1, 1, 46, 56, 56, 79, 88, 109, 122, 134, 143]","[24, 158, 158, 69, 158, 109, 109, 158, 158, 158, 158]",30169573.240000013,674.0000000000002,-674.0000000000002,155848.57590510463,0.0628297015068014,0.10260172964367331,0.49375,DWT,mdp.39015067403983,0.0,0.0,0.0,1.4901161193847656e-08,0.0,0.0,38.0,6.0,8.320810707118653e-11,1.7485684741856237e-11,1.040101338389831e-12,0.0,38,2.7755575615628914e-17,2.2737367544323206e-13,101.16363636363639,160.39999999999964,101.16363636363644,4.163336342344337e-17,5.820766091346741e-11,101.16363636363639,0.0,1.8189894035458565e-12,57.000000000000114,0.0,38.0,2.2737367544323206e-13,2.2737367544323206e-13,0.0,2.842170943040401e-14,1.794612540697604e-13,5.542285495822869e-26,0.9633300633157237,0.6099720593752858,0.673427172921353,0.2419834359736675,0.8112671128047404,0.9999999994154689,6.6377175784506974e-09,1.9068770235054542e-13,2.1070202189920408e-13,1.9101185646934809e-13,4.881644892315204e-09,4.881644892315204e-09,4.0853980187976126e-09,5.560105953777359e-13,2.7501347403734584e-13,5.4801583434534326e-14,0.9999999951183143,1.379624440584617e-13,6.902883165874318e-14,2.078817046753993e-12,3.986810410178123e-13,1.0,1.0,3.810015898208654e-13,3.810015898208654e-13,0.7000000037073065,0.11475047500234781,114,2.040997873415358,0.8302559844104286,45,0,0.15789473766366555,0.17646067079533648,115,0.0,0.5374974804758024,0.831415939043205,43,40.71342939784529,0.9556498590437416,79.25,63.54691741895485,0.9346604415044416,5,db,371.140350877193,324.5,254.1402807440228,342,0.5695503903796105,0.8799044626153649,0.3373433879496631,4,4.75,5
