signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
raw,morl,3745877087.338558,0.6522886019423231,571.4547133035285,-31.962064459885838,797,127,40968.72259183464,,False,15.177977420594566,559014.96100218,0.03522738852766616,3.2054485000481614e-08,0.61869756346328,8145.431417517313,,,,[],[],14,118475.32244478563,69094.86422598167,168499.3556019077,"[23, 96, 146, 198, 243, 318, 364, 422, 478, 543, 601, 662, 705, 777]","[154340.64286717566, 77330.67069557877, 75981.2465365602, 106530.97576704835, 114800.39894468203, 85081.52364234067, 147961.0867816801, 132483.3879659326, 114576.06891848243, 168499.3556019077, 117922.210808137, 151264.17508724122, 69094.86422598167, 142787.90638425032]","[0, 62, 111, 111, 220, 280, 280, 389, 446, 280, 564, 623, 682, 739]","[739, 111, 161, 220, 280, 335, 503, 503, 503, 739, 623, 739, 739, 796]",2038355922237.0254,137314.07468157538,-137314.07468157538,0.0,,,,CWT,mdp.39015056038246,2038003158459.0254,,0.0,-88.5,95.0,0.0,-84.0,,136045.07468157538,117969.34079340949,1603502.514226999,117969.34079340947,,0.0,117969.34079340949,,,69088.86422598167,0.0,-88.5,167230.3556019077,136045.07468157538,,7485.431417517313,0.0,0.9999999999999999,0.936426062618821,0.0,1.0,0.9999999999999999,0.0,,1.0,1.0,1.0,1.0,,0.11358056915451446,1.0,0.3501321302805979,,,,,0.0,,0.0,0.7105263157894737,0.7837837837837838,0.0,0.0,0.59375,2.2000373596748815,0.987284989647386,2,1.86821303130941,1.0,1,0,0.5394123427863122,1.0,1,0,0.5623465803741173,1.0,1,0.5,0.95,1.25,1.1428571428571428,0.9125,1,morl,0.16,,,3,1.5,0.0,0.9999999999999999,0.9364260626188209,0.0020045665311062763,0.9999999999999999,0.8513375894536858,0.0032066247212575623,,0.958850727242057,0.9999999999999999,0.9999999999999999,1.0,,0.11162548138219804,0.9763070648816707,0.366295910086631,,,,,0.9375,,0.0,0.3970588235294117,0.232,0.0018880046860179078,0.0018880046860179078,0.4318181818181818,2.439794166938851,1.0,1,1.8110330002449406,1.0,1,0.0,1.0,1.0,1.0,0.975,1,1.5,1.5,0.7071067811865476,2,0.1276595744680851,0.12618861628126718,0.8727817129879603,1,1.0
smoothed,morl,3719030123.8768444,0.6463213428308915,537.2655330486285,-33.963281090259436,797,127,41305.812287648005,,False,15.124265496155635,553022.3794264203,0.03639789048488517,5.701887560428712e-07,0.730689211547753,7620.850778460099,,,,[],[],14,117870.89046082563,71747.51101283132,168747.3198197983,"[22, 95, 144, 200, 243, 318, 363, 421, 478, 542, 600, 658, 705, 777]","[154559.6671599748, 78124.23857598913, 74639.87864825997, 105077.03232299746, 120263.74583673672, 84563.22756555481, 146856.67993436905, 126082.74564810457, 112857.39481567904, 168747.3198197983, 113860.4980697887, 151414.69795704843, 71747.51101283132, 141397.82908442628]","[0, 62, 62, 62, 62, 281, 281, 389, 448, 281, 566, 622, 683, 281]","[281, 112, 162, 220, 281, 336, 504, 504, 504, 738, 622, 738, 738, 796]",2060219359603.5615,136350.46898072967,-136350.46898072967,0.0,,,,CWT,mdp.39015056038246,2059901431745.9614,,0.0,-72.0,65.0,0.0,-63.0,,135337.06898072967,117562.4676760155,1625827.0664515588,117562.4676760155,,0.0,117562.4676760155,,,71744.71101283132,0.0,-40.5,167733.9198197983,135337.06898072967,,6960.450778460099,0.0,1.0,0.9012578284416188,0.0,0.9616935483870972,0.9999999999999999,0.0,,1.0,1.0,1.0,1.0,,0.1030338975432949,1.0,0.37829103748572407,,,,,0.0,,0.0,0.2,1.0,0.0,0.0,0.7142857142857143,2.2035196103716523,0.9257719160554502,3,1.835306333575648,0.9954429731757983,2,0,0.5282579035224811,1.0,1,0,0.5518501966898166,0.9942669534470824,2,0.816496580927726,0.9183503419072274,2.0,1.7142857142857144,0.8591751709536137,1,morl,0.16,,,3,1.5,0.006124242107603331,0.8332573811710353,0.8773537819854295,0.0,0.9170557539137607,1.0,0.0,,1.0,0.9930005693645259,0.9930005693645259,0.9930005693645261,,0.10303976526164678,1.0,0.3695541551929027,,,,,0.0,,0.0011722484549069531,0.8823529411764706,1.0,0.0,0.0,0.9090909090909091,2.3006370728186303,0.9429635925825588,3,1.7072908938931213,0.9427166118244182,4,0.7071067811865476,0.9646446609406726,3.5,3.428571428571429,0.8948223304703362,2,1.5,1.5,0.7071067811865476,2,0.1276595744680851,0.12618861628126718,0.8727817129879603,1,1.75
raw,gaus8,3869413541.0729303,0.6468647190744821,570.5677163087701,-32.41409881204024,797,127,41413.29097516797,,False,15.224899700024885,575733.6236484814,0.0321157290749539,3.139593100975124e-07,0.5597460673446275,8320.291522573329,,,,[],[],14,111712.09702445481,41782.007462457696,174414.41677312666,"[23, 92, 146, 201, 242, 319, 363, 420, 483, 543, 600, 662, 721, 777]","[174414.41677312666, 41782.007462457696, 64545.79672377884, 96029.43250447517, 125055.15435374374, 74650.53174108951, 146382.52612009185, 114334.33188254354, 107237.03842331537, 172432.77441026707, 97627.92659641695, 108682.32603195639, 86150.38315131448, 154644.7121677902]","[0, 66, 112, 112, 112, 280, 280, 388, 447, 280, 564, 623, 683, 623]","[623, 112, 162, 221, 280, 335, 447, 447, 504, 623, 623, 683, 737, 796]",2261251986139.3423,149606.5958228621,-149606.5958228621,0.0,,,,CWT,mdp.39015056038246,2260899222361.3423,,0.0,-97.5,95.0,0.0,-93.0,,148337.5958228621,111206.11537307866,1508817.3583423672,111206.11537307868,,0.0,111206.11537307866,,,41776.007462457696,0.0,-97.5,173145.41677312666,148337.5958228621,,7660.291522573329,0.00807691379100045,0.9553243781144807,0.9880311035370201,0.009242551504196995,0.9224576271186443,0.9080803087795561,0.008974919735127686,,0.5567846596778188,0.88116796410152,0.88116796410152,0.8811679641015204,,0.11649037939796784,0.8970724643292805,0.38938095754164465,,,,,0.0,,0.011931971214835968,0.2368421052631579,0.2972972972972973,0.03284187941421046,0.03284187941421046,0.3125,1.7965751438583077,0.8062279781317078,5,1.8100596707799284,0.9688722005708724,2,0,0.3948205347039276,0.7319456812287579,5,0,0.5428839717971466,0.9653903673353492,2,1.7320508075688772,0.8267949192431123,3.5,2.857142857142857,0.7383974596215561,3,gaus,1.0,1.0,0.0,1,2.5,0.008076913791000437,0.9623362156125956,0.9880311035370201,0.011228590725895937,0.9246086240043944,0.7730829011067462,0.012152765256891289,,0.5356696166727836,0.8836523594753957,0.8836523594753957,0.8836523594753962,,0.11448520441030215,0.8758181846354871,0.40456852444186575,,,,,0.9375,,0.011931971214835968,0.13235294117647056,0.08800000000000002,0.0346678784779967,0.0346678784779967,0.22727272727272724,2.115746941844328,0.8671825560182,5,1.7633923667835283,0.9736942212234846,2,2.1213203435596424,0.8939339828220179,3.5,2.857142857142857,0.8594669914110089,3,11.75,12.5,5.6035702904487605,16,1.0,1.0,0.0,3,3.0
smoothed,gaus4,4212197600.5393195,0.6388721485096671,542.0034141847653,-35.78502557360582,797,127,47257.53645283413,,False,15.179403246228553,599792.0095141353,0.024021715846420093,1.7638763541748017e-06,0.5002883980265427,13246.057856819585,,,,[],[],12,107084.1908648452,59425.688183593025,207642.93398077422,"[39, 200, 243, 319, 363, 414, 483, 542, 600, 664, 721, 774]","[207642.93398077422, 78451.42955564661, 99162.728235763, 59425.688183593025, 152477.8457745477, 84409.78006336042, 88643.39194111804, 136283.33014950436, 72837.3936550433, 70236.86950532712, 70599.48716638722, 164839.41216707713]","[0, 162, 162, 280, 280, 390, 447, 447, 566, 622, 622, 622]","[622, 220, 280, 335, 622, 447, 504, 622, 622, 681, 738, 796]",3131181760268.9263,170653.7829862676,-170653.7829862676,0.0,,,,CWT,mdp.39015056038246,3130863832411.326,,0.0,-73.0,67.0,0.0,-59.5,,169640.3829862676,106775.76808003506,1260644.8903781425,106775.76808003504,,0.0,106775.76808003506,,,59422.88818359302,0.0,-64.0,206629.53398077423,169640.3829862676,,12585.657856819586,0.10917070113006921,0.8178367321554133,0.9639321822515279,0.03756601929078944,0.8531105990783401,0.6936442391515372,0.025526437989510386,,0.8090876134173335,0.8131286151203247,0.8131286151203247,0.8131286151203243,,0.19503109409814157,0.6066596984608826,0.6359097970384922,,,,,1.0,,0.05843346846981493,0.0,0.27692307692307694,0.09272140434029923,0.09272140434029923,0.9642857142857143,2.380197078952728,1.0,1,1.6531148608911825,0.8966250167734122,4,0,0.5122256511953592,0.9696507099653084,2,0,0.500112415863884,0.9010511386689517,4,1.5,0.85,2.75,2.0,0.7875,2,gaus,1.0,1.0,0.0,1,1.75,0.1142551051923473,0.681468493661297,0.9379941831593713,0.03682304776693089,0.8135127712166981,0.6941562972262054,0.025026384730411643,,0.8090876134173333,0.8074371777810708,0.8074371777810708,0.8074371777810706,,0.19503635999482252,0.6124339911929266,0.6212230387094981,,,,,0.0625,,0.05850252299268862,0.8529411764705881,0.624,0.0914749944965683,0.0914749944965683,0.9886363636363636,2.12002908864609,0.8689376822742542,4,1.5436444244869598,0.8523557683809093,8,2.8284271247461903,0.8585786437626906,6.0,5.333333333333333,0.7792893218813453,4,11.75,12.5,5.6035702904487605,16,1.0,1.0,0.0,3,3.75
smoothed,gaus8,3867002261.3756027,0.648949307936257,561.0460026549702,-34.418017667575086,797,127,41758.59365204767,,False,15.197194162015435,574386.5602205683,0.03293058795075846,1.2193697678461813e-06,0.666992280985571,8540.286387032616,,,,[],[],14,112356.65337243116,48638.327902398654,176861.9087235037,"[24, 93, 144, 201, 242, 319, 363, 421, 479, 542, 600, 660, 721, 777]","[176066.1667052618, 48638.327902398654, 64473.68443621682, 95809.76880228214, 126071.87361951775, 75650.5536336228, 149561.15226412273, 109566.24217743523, 106662.5197815679, 176861.9087235037, 95350.36831869051, 110234.51807872971, 85591.92741432822, 152454.13535635822]","[0, 63, 111, 111, 111, 280, 280, 389, 447, 280, 566, 623, 682, 623]","[623, 111, 161, 220, 280, 336, 447, 447, 504, 623, 623, 682, 738, 796]",2287086415126.463,148921.22139904412,-148921.22139904412,0.0,,,,CWT,mdp.39015056038246,2286768487268.863,,0.0,-72.0,65.0,0.0,-63.0,,147907.82139904413,112048.23058762103,1548627.7472140363,112048.23058762103,,0.0,112048.23058762103,,,48635.52790239865,0.0,-72.0,175848.5087235037,147907.82139904413,,7879.886387032617,0.00830523351523546,0.9545291330976788,0.9841548817478761,0.011271473555791889,1.0,0.9153044586611557,0.011660375231014616,,0.641949948418364,0.9044700269907274,0.9044700269907274,0.9044700269907275,,0.11807076591508808,0.9168480679040671,0.4320366942325616,,,,,0.0,,0.012378239355089561,0.2,0.030769230769230785,0.03397857762816031,0.03397857762816031,0.7142857142857143,1.9258003895058968,0.8090928295539449,5,1.84370816112188,1.0,1,0,0.4176932783649014,0.7906995344124095,5,0,0.5550322222583933,1.0,1,2.309401076758503,0.7690598923241497,3.0,1.6666666666666667,0.7345299461620749,3,gaus,1.0,1.0,0.0,1,2.5,0.01435036925368427,0.7953684456964304,0.95756060125118,0.011048549113916534,0.9535841801702831,0.9154460229513486,0.011431952893398253,,0.641949948418364,0.8981392517749404,0.8981392517749404,0.8981392517749407,,0.11807653526616806,0.9180687503392975,0.4220585203673348,,,,,0.0,,0.013316792995990319,0.8823529411764706,0.496,0.03352181973139376,0.03352181973139376,0.9090909090909091,2.069732814435737,0.8483227161054243,8,1.7180156157825235,0.948638492810547,3,3.5355339059327378,0.8232233047033631,5.5,4.363636363636364,0.7741116523516816,5,11.75,12.5,5.6035702904487605,16,1.0,1.0,0.0,3,4.5
raw,gaus6,3868084646.8996882,0.6367579209436963,557.4261566329711,-32.752836043108296,797,127,42601.61332413723,,False,15.234354180235488,570187.794804663,0.02883768585561058,3.907839579092658e-07,0.5082034353515735,13187.054284412725,,,,[],[],14,103412.1253092599,27259.974528000246,184262.9404781942,"[27, 92, 142, 201, 242, 319, 363, 420, 484, 543, 600, 665, 721, 776]","[184262.9404781942, 27259.974528000246, 44764.25657526956, 85414.13930246042, 123513.94184766451, 68120.6209578974, 143920.11196521955, 102297.65863736148, 97743.47477011125, 160724.71899480987, 82596.77296845606, 90591.07280257158, 77767.57930394684, 158792.49119767576]","[0, 66, 112, 161, 161, 280, 280, 388, 447, 280, 565, 623, 623, 623]","[623, 161, 161, 220, 280, 335, 447, 447, 504, 623, 623, 682, 737, 796]",2444494372961.761,153561.2812685344,-153561.2812685344,0.0,,,,CWT,mdp.39015056038246,2444141609183.761,,0.0,-93.0,95.0,0.0,-97.5,,152292.2812685344,102906.14365788376,1392617.7543296388,102906.14365788375,,0.0,102906.14365788376,,,27253.974528000246,0.0,-97.5,182993.9404781942,152292.2812685344,,12527.054284412725,0.02966634193831752,0.9218461781024263,0.9984291243504173,0.009143128439437286,0.7779661016949153,0.8277128350185057,0.005997805489148383,,0.3211305197633441,0.7353348038091688,0.7353348038091688,0.7353348038091688,,0.1974771552684344,0.7707576394213898,0.45472990229260185,,,,,0.0,,0.021741219734635484,0.4736842105263158,0.2972972972972973,0.04340759665277426,0.04340759665277426,0.171875,1.609329627159257,0.7222000014235936,7,1.710464432718906,0.9155617716251878,3,0,0.3572508963597911,0.6622964808599416,6,0,0.5101087878618812,0.9071074772474237,3,2.0615528128088303,0.793844718719117,4.75,4.097560975609757,0.6594223593595585,5,gaus,1.0,1.0,0.0,1,4.0,0.0296663419383175,0.9341124180756863,0.9984291243504173,0.011129366961284262,0.7841252403185934,0.704663049724531,0.00918519749905115,,0.3106675204755651,0.7408681011567304,0.7408681011567304,0.7408681011567304,,0.1940779367713698,0.7524961286786221,0.4682920834756199,,,,,0.9375,,0.021741219734635484,0.2647058823529411,0.08800000000000002,0.04521364759290296,0.04521364759290296,0.125,1.9316412787863055,0.7917230498218165,10,1.673335994099628,0.9239676990277431,5,3.5355339059327378,0.8232233047033631,7.5,6.666666666666666,0.7241116523516815,6,11.75,12.5,5.6035702904487605,16,1.0,1.0,0.0,3,5.25
raw,gaus7,3869002713.8340764,0.6441972356968554,560.5314468390573,-32.74402802072616,797,127,42480.52685787354,,False,15.235782510973504,582283.9846725441,0.030472634266936274,2.808586382008651e-07,-0.01934110448343471,0.0,,,,[],[],14,109101.93109790482,8889.574444633414,206383.0053580852,"[55, 104, 155, 213, 272, 329, 381, 438, 496, 555, 613, 675, 731, 791]","[186838.1883013149, 64975.109576850984, 46959.07299644365, 96313.65554934957, 134808.45282403872, 84614.9298645329, 146399.91756332567, 119833.99179001946, 112712.23488276856, 206383.0053580852, 102615.31763938947, 130684.7741993296, 85398.81038058524, 8889.574444633414]","[6, 72, 122, 173, 232, 295, 295, 404, 458, 6, 578, 636, 693, 6]","[517, 295, 173, 232, 295, 346, 517, 517, 517, 753, 753, 753, 753, 796]",2412493303458.8906,181046.40584311096,-181046.40584311096,0.0,,,,CWT,mdp.39015056038246,2412140539680.8906,,0.0,-102.0,95.0,0.0,-102.0,,179777.40584311096,108595.94944652867,1472275.0353706675,108595.94944652867,,0.0,108595.94944652867,,,8883.574444633414,0.0,-102.0,205114.0053580852,179777.40584311096,,660.0,0.02746644427142607,0.9227166957425745,1.0,0.009211814893264333,0.8843220338983061,0.005142851229374967,0.012491287381918879,,0.023027571569449276,0.8353065131209898,0.8353065131209898,0.83530651312099,,0.0,0.8573491178762906,0.6015054943521299,,,,,0.0,,0.02002815296500623,0.0,0.05405405405405406,0.11683949370528654,0.11683949370528654,0.03125,1.556516718763959,0.6984997712938629,8,1.4272583271774446,0.7639697953381124,5,0,0.30905806554217674,0.572953269748612,9,0,0.40876444677383794,0.7268906063266102,7,1.707825127659933,0.8292174872340067,7.25,6.908841672378342,0.5521087436170034,7,gaus,1.0,1.0,0.0,1,5.5,0.027466444271426062,0.9348463079986513,1.0,0.011197915728544824,0.8875308981049169,0.004378302568535053,0.01565785723225725,,0.026039428431266304,0.838749723815951,0.838749723815951,0.8387497238159514,,0.0,0.8370360008526908,0.6114170128981803,,,,,0.9375,,0.020028152965006228,0.0,0.01600000000000007,0.11850690487967688,0.11850690487967688,0.022727272727272707,1.925475379819,0.7891958288574998,11,1.4377734991071747,0.7938969079595551,9,1.4142135623730951,0.9292893218813453,10.0,9.9,0.7146446609406727,7,11.75,12.5,5.6035702904487605,16,1.0,1.0,0.0,3,6.0
raw,mexh,10870882470.96588,0.582341260040111,724.7468261118051,-39.62673971995893,797,127,94262.74855251746,,False,15.17216827749329,838080.9354616333,0.01308652019953271,4.0409756024648e-08,0.1966579178842565,61413.30177093961,,,,[],[],13,74642.77233669467,12340.236201245629,266438.7966209539,"[45, 90, 179, 242, 318, 363, 414, 485, 545, 604, 666, 720, 761]","[29494.750962220336, 266438.7966209539, 12340.236201245629, 41175.78623870228, 40473.87324823949, 78424.94380722613, 50656.65431904716, 51528.673228461324, 64276.55891254469, 41623.61609158923, 35901.33685561057, 233101.98479676282, 24918.829094427172]","[0, 0, 163, 222, 280, 280, 389, 448, 448, 448, 448, 448, 741]","[60, 448, 448, 448, 336, 448, 448, 503, 564, 620, 680, 796, 796]",11868000998274.648,242792.37153533098,-242792.37153533098,0.0,,,,CWT,mdp.39015056038246,11867648234496.648,,0.0,-93.5,96.0,0.0,-71.0,,241523.37153533098,74136.79068531853,915204.0403770307,74136.79068531851,,0.0,74136.79068531853,,,12334.236201245629,0.0,-93.5,265169.7966209539,241523.37153533098,,60753.30177093961,0.9682453125260335,0.2424820543785592,0.9300371771878351,0.5330671816713621,0.0,0.34193775461900766,0.14980831748123474,,0.07902267446312011,0.2298480615020217,0.2298480615020217,0.22984806150202164,,1.0,0.251784875280612,1.0,,,,,0.5,,0.5261961115236896,0.4473684210526316,0.5135135135135136,0.2818059425134928,0.2818059425134928,1.0,2.2283711215549182,1.0,1,1.3642134346546413,0.7302237013615513,6,0,0.4693601189547585,0.8701323305475328,2,0,0.45222539969486186,0.8041756018041505,6,2.6299556396765835,0.7370044360323417,3.75,2.1818181818181817,0.6810022180161708,4,mexh,0.64,,,2,3.5,0.9682453125260332,0.36137447293770825,0.9300371771878351,0.5340031795712589,0.02773963196923812,0.291104463760552,0.15253456314820701,,0.07950343942817645,0.24594945956963044,0.24594945956963044,0.2459494595696302,,0.9827867760580004,0.24581935256681187,1.0,,,,,0.96875,,0.5261961115236896,0.24999999999999994,0.15200000000000002,0.28316189625949745,0.28316189625949745,0.7272727272727273,2.309025969473716,0.9464019550349173,2,1.4278699194511808,0.7884284379456712,10,5.656854249492381,0.717157287525381,6.0,3.3333333333333335,0.7085786437626904,8,9.5,9.5,2.1213203435596424,2,0.8085106382978723,0.3785658488438015,0.3204727985383489,2,6.5
smoothed,gaus6,3845123195.423534,0.6366887639672394,543.6476167460219,-34.72341916970302,797,127,42566.984847208434,,False,15.211133901589157,566073.5886053239,0.029723875797930174,1.4292331130572084e-06,0.6068976030405141,11799.418205652199,,,,[],[],14,104034.07752246523,32556.852752718583,185376.6291794581,"[25, 92, 144, 201, 243, 319, 363, 421, 483, 542, 600, 663, 721, 776]","[185376.6291794581, 32556.852752718583, 47183.792325285256, 85942.6828590025, 122218.11417552279, 68748.3660088687, 147050.81698195802, 97680.38953794054, 96917.7178194196, 166212.85579098974, 80712.96560975631, 92229.9075189654, 76999.14114292679, 156646.85361170076]","[0, 63, 112, 161, 161, 280, 280, 389, 447, 280, 566, 622, 622, 622]","[622, 161, 161, 220, 280, 335, 447, 447, 504, 622, 622, 682, 738, 796]",2453657193887.54,153046.37714392046,-153046.37714392046,0.0,,,,CWT,mdp.39015056038246,2453339266029.94,,0.0,-72.0,65.0,0.0,-63.0,,152032.97714392046,103725.6547376551,1432111.6853145133,103725.6547376551,,0.0,103725.6547376551,,,32554.052752718584,0.0,-67.5,184363.2291794581,152032.97714392046,,11139.018205652199,0.023133312087710023,0.9239908572083635,1.0,0.009604880658826812,0.8212845622119818,0.8353987044086588,0.007123231061879204,,0.3927860995996533,0.7602877160799069,0.7602877160799069,0.760287716079907,,0.1713720908866022,0.7913477945487348,0.48843255708545746,,,,,0.0,,0.02146661476647733,0.2,0.16923076923076924,0.045128819080797744,0.045128819080797744,0.7142857142857143,1.7362360504079866,0.7294505424617695,6,1.7316595473537524,0.9392264914096019,3,0,0.38000303048605183,0.7193513394729171,7,0,0.5172193639482029,0.9318726791098143,3,2.0615528128088303,0.793844718719117,4.75,4.097560975609757,0.6594223593595585,5,gaus,1.0,1.0,0.0,1,4.0,0.029037212127577393,0.7699222019034209,0.9728915024738973,0.009414917682863646,0.7831639659434226,0.835673827103512,0.00698368966134107,,0.39278609959965327,0.7549661349482024,0.7549661349482024,0.7549661349482026,,0.17137751155431294,0.7944108392170484,0.47715188338089354,,,,,0.0,,0.022233584538262696,0.8823529411764706,0.5680000000000001,0.04452217377879371,0.04452217377879371,0.9090909090909091,1.874554606125883,0.7683248986851379,12,1.6121462879420165,0.8901805145041395,6,4.242640687119285,0.7878679656440357,9.0,8.0,0.6689339828220179,9,11.75,12.5,5.6035702904487605,16,1.0,1.0,0.0,3,7.5
raw,gaus4,4274959683.148366,0.6360367124749305,554.7748136685975,-33.88322376623049,797,127,47590.61756432269,,False,15.191818475817664,608997.2022321064,0.023130090865736964,4.6847133734036573e-07,0.41704486060565127,12589.090291470246,,,,[],[],13,99466.79141008208,7923.286062516519,207857.13072841367,"[41, 91, 201, 242, 320, 362, 420, 484, 542, 599, 665, 721, 775]","[207857.13072841367, 7923.286062516519, 78217.73569754083, 100235.65299030361, 59188.37488751878, 146037.91155060008, 88462.06605881634, 89683.95548308664, 133564.4313369676, 74648.50867718167, 69780.81443007076, 71549.14684732896, 165919.2735807216]","[0, 83, 161, 161, 280, 280, 389, 447, 447, 564, 622, 622, 622]","[622, 622, 220, 280, 335, 622, 447, 504, 622, 622, 681, 738, 796]",3168870907658.0483,171755.79136492976,-171755.79136492976,0.0,,,,CWT,mdp.39015056038246,3168518143880.0483,,0.0,-83.0,96.0,0.0,-98.0,,170486.79136492976,98960.80975870593,1237916.288331067,98960.80975870595,,0.0,98960.80975870593,,,7917.286062516519,0.0,-84.5,206588.13072841367,170486.79136492976,,11929.090291470246,0.12030651938139138,0.81012729155862,0.9516484309651787,0.039584049840551645,0.767655367231638,0.6855744908808805,0.026831488421690038,,0.007347269877197721,0.6660140240922543,0.6660140240922543,0.6660140240922547,,0.1875265621853356,0.6025893504101546,0.6112869134019729,,,,,0.5,,0.06051821655269764,1.0,1.0,0.09201779627891085,0.09201779627891085,0.15625,1.800634442432833,0.8080496219931185,4,1.6098091097661378,0.8616839101255173,4,0,0.45054256980442475,0.8352470532601566,3,0,0.48596109118285014,0.8641665267343681,4,0.5,0.95,3.75,3.6923076923076925,0.7875,2,gaus,1.0,1.0,0.0,1,1.75,0.12030651938139134,0.8399278073819811,0.9516484309651786,0.04150926751018191,0.7741005218346599,0.5836553344574668,0.029952074628866475,,0.011067908087758455,0.6729965958138516,0.6729965958138516,0.6729965958138521,,0.18429862547536613,0.5883122400278906,0.6209551444874809,,,,,0.96875,,0.06051821655269765,0.5588235294117647,0.29600000000000004,0.09373207093435712,0.09373207093435712,0.11363636363636365,1.8692618759727038,0.7661555639826862,13,1.5917106618496837,0.8788965533120634,7,4.242640687119285,0.7878679656440357,10.0,9.1,0.6439339828220179,10,11.75,12.5,5.6035702904487605,16,1.0,1.0,0.0,3,8.25
