signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,rbio5.5,45242.77520637143,0.6054421768707483,22.84810093757705,11.660822117222923,294,1,False,False,252.57913091821226,,8.000951114781783,215832.03998814276,1.0,7.2326329591724e-05,0.9740896815140581,871.9980049998954,,,,[],[],14,703.6628510533992,86.89421780338239,1682.0229942156118,"[4, 20, 44, 69, 86, 104, 118, 156, 174, 198, 224, 238, 258, 279]","[215.12229621473, 506.4295303936144, 1008.7109451850312, 775.750314358779, 86.89421780338239, 1056.910012065187, 127.53209912131672, 456.524127731956, 915.6487871538087, 597.9885183737117, 1682.0229942156118, 669.2661475700048, 1208.3060175033947, 544.1739070570602]","[0, 0, 0, 49, 81, 0, 116, 122, 122, 190, 0, 230, 230, 263]","[8, 29, 49, 81, 88, 190, 122, 161, 190, 202, 293, 243, 293, 293]",234562797.5825672,1559.7178271371615,-1559.7178271371615,0.0,,,,SWT,uc1.c2693406,118778380.86256716,,0.0,-9.0,20.0,0.0,4.5,,523.9178271371616,477.19226281810506,2151.279914747589,477.19226281810506,,0.0,477.19226281810506,,,82.09421780338232,0.0,-13.5,646.2229942156118,523.9178271371616,,251.09800499989535,0.9299780134798633,0.815000163011669,0.8993013525791403,0.0211350754133513,0.020224417585523142,0.0,0.9768201748249189,0.8075607422571989,,0.3729817768412227,0.9999999999999998,0.9999999999999998,1.0,,0.0,0.9365523772745808,0.9951890096507989,0.9998602526986954,,,,,0.5,,0.9400825870674518,0.27007299270072993,0.20437956204379562,1.0,1.0,0.46715328467153283,3.68861255880689,1.0,1,1.7975063778272284,0.6976552115218155,11,0,0.7124181228632539,1.0,1,0,0.5587524923939582,0.7577824584921077,3,4.760952285695233,0.9550853557953279,4.0,1.65,0.958674753369362,1,rbio,44.0,46.0,28.620671849955883,15,0.5992831541218638,1.0,0.2805017921146953,3,1.5,1
smoothed,rbio3.1,808447.9792582361,0.6530612244897959,106.04126136957288,10.458672973519027,294,1,False,False,252.77734476168357,,8.149626463175744,217509.25348413852,1.0,4.2371687938268266e-05,0.7249851229426,873.7364941731576,,,,[],[],15,657.4419578986084,129.7894496867907,1321.3704420033012,"[2, 17, 37, 52, 68, 85, 102, 117, 144, 173, 197, 222, 236, 257, 278]","[250.9521966431057, 577.4941081950533, 1046.3766147998535, 140.926381490479, 664.9985723668888, 421.01137751847034, 1001.8288875851005, 129.7894496867907, 436.2141733139813, 807.7987868275118, 574.5949703921883, 1270.175911045395, 648.6290503824199, 1321.3704420033012, 569.4684462285861]","[0, 0, 0, 47, 47, 47, 0, 113, 120, 120, 189, 0, 229, 0, 261]","[6, 28, 47, 55, 80, 92, 189, 120, 159, 189, 214, 229, 241, 291, 291]",234947048.8249999,1515.2591214046524,-1515.2591214046524,0.0,,,,SWT,uc1.c2693406,119162632.10499987,,0.0,-26.5,19.0,0.0,-26.5,,479.4591214046525,430.97136966331425,2161.6293684791253,430.97136966331425,,0.0,430.97136966331425,,,124.98944968679064,0.0,-26.5,285.5704420033012,479.4591214046525,,252.83649417315746,1.0,0.0,0.5848499863125003,1.0,1.0000000000000002,0.5599999999999994,0.7539668694464026,1.0,,0.6290180750810348,0.7751628104389248,0.7751628104389248,0.7751628104389248,,0.0,0.9447243354258065,1.0,0.42432231661233133,,,,,0.25,,1.0,0.014598540145985384,0.01459854014598539,0.7386497407368497,0.7386497407368497,0.014598540145985384,2.972174590291546,0.805770338550525,9,2.576496739566061,1.0,1,0,0.5396432173565069,0.7574810354173002,9,0,0.7373521069698628,1.0,1,4.618802153517006,0.9564263947781415,5.0,1.7999999999999998,0.9546282917286935,2,rbio,44.0,46.0,28.620671849955883,15,0.5992831541218638,1.0,0.2805017921146953,3,2.25,2
smoothed,sym16,52187.565928055985,0.6598639455782312,27.693463527782676,11.861092790562601,294,1,False,False,251.27045987367336,,8.02272022441148,211763.98922391367,1.0,7.086849233782004e-05,0.9722974582340312,878.0213974425671,,,,[],[],14,631.0293475662021,76.57477173680195,1517.6753071299233,"[4, 20, 44, 69, 89, 104, 125, 147, 174, 198, 224, 238, 257, 279]","[132.24985178343502, 464.38127079441324, 873.6574269960568, 678.9564726387813, 76.57477173680195, 976.4234422064325, 289.19101677951215, 396.15775283965445, 832.6890441588761, 523.580146137418, 1517.6753071299233, 581.2381879363953, 1030.9167329820184, 460.71944180711114]","[0, 0, 0, 49, 81, 0, 122, 122, 122, 190, 0, 230, 230, 263]","[8, 29, 49, 81, 90, 190, 129, 161, 190, 202, 293, 243, 293, 293]",231566399.93557847,1515.0486781297166,-1515.0486781297166,0.0,,,,SWT,uc1.c2693406,115781983.21557844,,0.0,-9.0,20.0,0.0,-4.5,,479.2486781297166,404.55875933090795,1134.4108659268295,404.5587593309079,,0.0,404.55875933090795,,,71.77477173680188,0.0,-13.5,481.8753071299234,479.2486781297166,,257.12139744256706,0.46767051449198116,0.7753356057346452,0.9516870213496316,0.16446090640132618,0.02913989187469314,0.6399999999999995,0.9752168204574968,0.34080283016235235,,0.31138628814088953,0.6466811505059964,0.6466811505059964,0.6466811505059962,,0.0,0.9648659910301153,0.5224928358062922,0.7375902977361085,,,,,0.5,,0.4728455939270131,0.27007299270072993,0.20437956204379562,0.7374126510924596,0.7374126510924596,0.33576642335766416,2.633889881730397,0.7140597825710242,11,1.8231223082637158,0.7075973667138309,8,0,0.5156179158963679,0.7237574387131908,12,0,0.5430391988090157,0.7364720242553141,8,2.0615528128088303,0.9805513885584073,9.75,9.428571428571429,0.9442851282414678,3,sym,32.78947368421053,24.0,25.524669869164313,19,0.44659498207885306,0.8918263695198216,0.41983560168885636,2,2.75,3
smoothed,bior3.9,29488.77905946639,0.6394557823129252,19.447013330752128,11.564324597323235,294,1,False,False,252.01023337588248,,7.997892003862586,215675.17811231146,1.0,6.383591120305655e-05,0.9462285235143383,874.2279892761751,,,,[],[],14,692.8423977761403,103.74472682954251,1678.457482639532,"[3, 19, 44, 69, 85, 103, 117, 156, 174, 198, 224, 238, 257, 279]","[208.81027034463818, 522.8724053738301, 939.832200006062, 763.3835860283469, 103.74472682954251, 1028.202757773081, 109.39777882638543, 427.43084021666675, 880.6466632551071, 597.9375928400143, 1678.457482639532, 624.8856398628076, 1273.1474793875377, 541.0441454824124]","[0, 0, 0, 49, 81, 0, 115, 122, 122, 189, 0, 229, 229, 262]","[7, 29, 49, 81, 88, 189, 122, 160, 189, 202, 293, 243, 293, 293]",233868612.5063657,1541.0081403543095,-1541.0081403543095,0.0,,,,SWT,uc1.c2693406,118084195.78636566,,0.0,-18.0,20.0,0.0,-13.5,,505.20814035430953,466.37180954084613,1999.7935688659636,466.3718095408462,,0.0,466.37180954084613,,,98.94472682954245,0.0,-27.0,642.657482639532,505.20814035430953,,253.327989276175,0.7290065003770412,0.583994482795062,0.8740600777067831,0.0009941683190085038,0.0,0.4000000000000006,0.951895094418855,0.7895628051876572,,0.47356036716662775,0.9473649222552147,0.9473649222552147,0.9473649222552151,,0.0,0.947034661814469,0.9247698970118895,0.9941703243701666,,,,,0.5,,0.8318362907144579,0.1386861313868613,0.007299270072992692,0.8900152082507609,0.8900152082507609,0.2043795620437956,3.455082662990222,0.9366889603899724,3,1.7754165855778103,0.689081634885682,13,0,0.6429241125232286,0.9024533372891688,4,0,0.5411891411005509,0.7339629682819507,9,4.645786621588784,0.9561718243246341,7.25,5.185595567867036,0.9438877989547698,4,bior,23.2,20.0,16.085485915658783,15,0.31598566308243725,0.5620233515127485,0.6102030303884693,1,3.25,4
smoothed,sym20,52348.55459815017,0.6666666666666666,28.316173092101117,11.857505394439363,294,1,False,False,251.29544780810815,,8.022755648784214,211763.9892237388,1.0,7.057473504852952e-05,0.9715424260646739,880.2537589880851,,,,[],[],14,630.8704770971423,75.45774724843386,1519.116968913666,"[4, 20, 44, 69, 89, 104, 125, 147, 174, 198, 224, 238, 257, 279]","[128.01903127709375, 463.99200612350967, 876.949309615228, 682.5865942701532, 75.45774724843386, 976.821735111093, 284.9076476999776, 395.556689955768, 835.9791681020711, 523.5378304264756, 1519.116968913666, 584.5737699751705, 1027.585201738846, 457.1029789025042]","[0, 0, 0, 49, 81, 0, 122, 122, 122, 190, 0, 230, 230, 264]","[8, 29, 49, 81, 90, 190, 129, 161, 190, 202, 293, 243, 293, 293]",231561072.48524868,1516.673938880474,-1516.673938880474,0.0,,,,SWT,uc1.c2693406,115776655.76524866,,0.0,-9.0,20.0,0.0,-4.5,,480.87393888047404,404.3998888618481,1132.186679359991,404.399888861848,,0.0,404.3998888618481,,,70.6577472484338,0.0,-18.0,483.31696891366596,480.87393888047404,,259.353758988085,0.47649787375971175,0.7673431135717481,0.9507486505840739,0.16469413723831494,0.02934656337950765,0.7199999999999996,0.9745413554416283,0.34080283014228985,,0.30471890805019913,0.6459083400445448,0.6459083400445448,0.6459083400445442,,0.0,0.9753594501835866,0.5214589126268228,0.7398909359610706,,,,,0.5,,0.472014869114606,0.27007299270072993,0.1386861313868613,0.746966737554992,0.746966737554992,0.33576642335766416,2.6339111545004816,0.7140655497178159,10,1.8547595110923607,0.719876521716361,4,0,0.512641807908344,0.7195799649902278,13,0,0.5529968155146593,0.7499765855246434,5,4.242640687119285,0.9599750878573652,8.0,6.38036809815951,0.9422516948720788,5,sym,32.78947368421053,24.0,25.524669869164313,19,0.44659498207885306,0.8918263695198216,0.41983560168885636,2,4.25,5
smoothed,bior3.7,29488.77905946639,0.6394557823129252,19.447013330752128,11.56690031047698,294,1,False,False,251.9333963667342,,7.997808125956953,215656.8713972112,1.0,6.176069706877535e-05,0.9465731170939945,874.0842298150872,,,,[],[],14,692.1644498706274,99.97024227634904,1682.110564847746,"[3, 19, 44, 69, 85, 103, 117, 156, 174, 198, 224, 238, 257, 279]","[209.89772539221758, 523.07469729917, 937.1472097335663, 761.3973729710735, 99.97024227634904, 1021.6606260316615, 101.9817677193148, 425.171913717032, 880.0558294462833, 604.9439899880452, 1682.110564847746, 620.3947047407001, 1276.0498519104497, 546.4458021151751]","[0, 0, 0, 49, 81, 0, 115, 122, 122, 189, 0, 229, 229, 262]","[7, 29, 49, 81, 88, 189, 122, 160, 189, 202, 293, 243, 293, 293]",233857848.15788674,1542.5160852708927,-1542.5160852708927,0.0,,,,SWT,uc1.c2693406,118073431.43788671,,0.0,-18.0,20.0,0.0,-13.5,,506.7160852708928,465.6938616353333,1990.3022981887843,465.6938616353333,,0.0,465.6938616353333,,,95.17024227634897,0.0,-27.0,646.310564847746,506.7160852708928,,253.18422981508706,0.7018626847655591,0.5275324533944139,0.8747338181694767,0.00044192384365629445,0.0,0.4000000000000006,0.9522033738766016,0.7874623387449433,,0.4510309388285376,0.9440671084022056,0.9440671084022056,0.9440671084022056,,0.0,0.9463589047732854,0.9203578369347063,1.0,,,,,0.5,,0.8301577745730935,0.1386861313868613,0.007299270072992692,0.8988796542216972,0.8988796542216972,0.2043795620437956,3.4484332515945124,0.9348862740710112,4,1.7497460793201243,0.6791182975123113,16,0,0.6418820701508855,0.9009906535941569,5,0,0.5305295740993314,0.7195064190967524,11,5.597618541248888,0.9471922779127463,9.0,6.629001883239171,0.9311433087676939,6,bior,23.2,20.0,16.085485915658783,15,0.31598566308243725,0.5620233515127485,0.6102030303884693,1,4.75,6
smoothed,sym13,52201.31886171451,0.6496598639455783,26.604076351750045,11.909307823778807,294,1,False,False,251.44811856464472,,8.021943628077203,211763.98922393317,1.0,6.325689849301417e-05,0.98150979289779,871.9561166388146,,,,[],[],13,644.703652215537,122.01508813671467,1343.5995195374278,"[3, 20, 43, 68, 90, 104, 146, 173, 196, 223, 237, 258, 280]","[122.01508813671467, 491.7959918153774, 878.5348390087078, 622.9572812525173, 322.8235680769427, 880.0533548625792, 389.7603659513097, 732.7954931132347, 455.3398289278049, 1343.5995195374278, 545.5682803718532, 1139.7594038626335, 456.14446388487795]","[0, 0, 0, 48, 48, 0, 121, 121, 188, 0, 230, 230, 263]","[8, 29, 48, 80, 94, 188, 160, 188, 215, 292, 242, 292, 292]",231568552.60955432,1467.2885450688593,-1467.2885450688593,0.0,,,,SWT,uc1.c2693406,115784135.88955429,,0.0,4.0,21.0,0.0,4.0,,431.48854506885937,418.23306398024283,681.1474788019805,418.23306398024283,,0.0,418.23306398024283,,,117.2150881367146,0.0,-18.5,307.79951953742784,431.48854506885937,,251.0561166388145,0.5304310878531558,0.568240815682976,0.9642988367377909,0.15934786701451883,0.029157547399725797,0.5200000000000007,0.9834583365575837,0.3408028301645897,,0.5826138789720188,0.7131985199618855,0.7131985199618855,0.7131985199618857,,0.0,0.9363554764603331,0.311791301438435,0.4597960081933729,,,,,0.75,,0.47318126663610793,0.45985401459854014,0.13138686131386862,0.4566549692787395,0.4566549692787395,0.45985401459854014,2.5409817362438725,0.688871952728419,12,1.740138046999506,0.6753891903983483,18,0,0.5078492213769569,0.7128527546939407,14,0,0.5119671651762927,0.6943320027662414,17,2.753785273643051,0.9740208936448769,15.25,14.862098872506506,0.9150764845582875,7,sym,32.78947368421053,24.0,25.524669869164313,19,0.44659498207885306,0.8918263695198216,0.41983560168885636,2,5.75,7
smoothed,rbio4.4,62381.36120958702,0.6564625850340136,28.408275325985137,11.957119880222088,294,1,False,False,250.53732160888217,,8.01935514628823,212853.31217655545,1.0,6.403641049417726e-05,0.9911516432198406,878.6059935360344,,,,[],[],14,608.746345763883,59.4577906112994,1463.8921157829184,"[4, 20, 40, 69, 90, 104, 146, 175, 196, 211, 225, 243, 258, 280]","[168.43756578263594, 472.3460787015831, 853.1345520547701, 592.4803022438512, 335.4982999415463, 888.9560414396357, 386.0390178835514, 724.6918857713183, 500.2493360784496, 427.05666076845773, 1463.8921157829184, 59.4577906112994, 1133.5173423910242, 516.6918512433219]","[1, 1, 1, 50, 50, 1, 130, 130, 130, 203, 1, 242, 230, 263]","[8, 30, 50, 82, 95, 130, 160, 191, 203, 216, 293, 244, 293, 293]",231620781.57165885,1460.20195938774,-1460.20195938774,0.0,,,,SWT,uc1.c2693406,115836364.85165882,,0.0,9.0,20.0,0.0,22.5,,424.40195938774013,382.2757575285889,822.4488406943619,382.275757528589,,0.0,382.2757575285889,,,54.65779061129933,0.0,31.5,428.0921157829184,424.40195938774013,,257.70599353603427,0.20867852485309196,0.5894496291739624,0.9768052437434016,0.1423055391603914,0.0422263221767293,0.5999999999999994,0.9920841048958116,0.46578900571427573,,0.20921715903286944,0.5382875830463747,0.5382875830463747,0.5382875830463751,,0.0,0.967613948788299,0.37747587823129203,0.6517617994928161,,,,,0.5,,0.4813254804833891,0.5328467153284672,0.8613138686131387,0.4149965139877938,0.4149965139877938,0.7299270072992701,2.437712591398628,0.6608752078280417,16,1.7409367673667524,0.6756991928737952,17,0,0.517089175625617,0.7258226019677918,11,0,0.5021672962147079,0.6810413796447354,20,3.7416573867739413,0.9647013454077931,16.0,15.25363242416518,0.906878974590689,8,rbio,44.0,46.0,28.620671849955883,15,0.5992831541218638,1.0,0.2805017921146953,3,6.75,8
smoothed,bior3.5,29488.77905946639,0.6394557823129252,19.447013330752128,11.570290112013545,294,1,False,False,251.85116974291722,,7.997741004151106,215621.63317266622,1.0,5.8464009516590195e-05,0.946934197258818,874.2784252296763,,,,[],[],14,690.4007126765912,94.34075043525957,1675.272414142613,"[3, 19, 44, 69, 85, 103, 117, 156, 174, 198, 224, 238, 257, 279]","[206.2984034111754, 521.8994948057798, 932.8119511782565, 757.8947257452712, 94.34075043525957, 1019.9512609888699, 94.77937761046485, 421.4571862469214, 878.9072125105839, 615.2005773018261, 1675.272414142613, 613.0836763756488, 1279.4401147332846, 554.2728319863218]","[0, 0, 0, 49, 81, 0, 116, 122, 122, 190, 0, 229, 229, 262]","[7, 29, 49, 81, 88, 190, 122, 160, 190, 202, 293, 243, 293, 293]",233837128.08185425,1544.041129534809,-1544.041129534809,0.0,,,,SWT,uc1.c2693406,118052711.36185423,,0.0,-9.0,20.0,0.0,-13.5,,508.24112953480903,463.93012444129704,1965.609977472277,463.93012444129704,,0.0,463.93012444129704,,,89.5407504352595,0.0,-22.5,639.4724141426129,508.24112953480903,,253.37842522967617,0.6728149076594041,0.4378368087756951,0.8756205032618618,0.0,0.0,0.4000000000000006,0.9525264025224802,0.7834191934973062,,0.41742920295538843,0.9354875746293851,0.9354875746293851,0.9354875746293854,,0.0,0.9472717415200361,0.9088795000342271,0.9890875161721774,,,,,0.5,,0.8269268329012526,0.27007299270072993,0.072992700729927,0.9078446186127063,0.9078446186127063,0.2043795620437956,3.4415707025638165,0.9330258051490826,5,1.7129460552955618,0.6648353281378729,23,0,0.6506128006780737,0.9132457187686626,3,0,0.5152772269645935,0.6988211223564783,16,9.429563439877091,0.9110418543407821,11.75,6.2567299518277135,0.9000963988685042,9,bior,23.2,20.0,16.085485915658783,15,0.31598566308243725,0.5620233515127485,0.6102030303884693,1,7.0,9
smoothed,sym2,74154.85825764886,0.6224489795918368,26.449528698791802,11.792876842484215,294,1,False,False,251.46962361289744,,8.027262692802124,211763.9892239297,1.0,7.358661143253311e-05,0.978130104405425,876.243820349538,,,,[],[],14,651.5059123699147,81.18329142873404,1556.9454807180664,"[5, 20, 44, 70, 89, 104, 118, 156, 174, 198, 224, 238, 258, 279]","[162.03204783313777, 493.8968384416585, 939.6549354792887, 723.5947027588638, 81.18329142873404, 1023.6400788814078, 116.64565307686962, 428.869661220976, 848.8016985293667, 534.5649029608549, 1556.9454807180664, 586.383587105959, 1130.7573054602462, 494.1125892833743]","[0, 0, 0, 49, 82, 0, 116, 122, 122, 190, 0, 230, 230, 263]","[8, 30, 49, 82, 90, 190, 122, 161, 190, 202, 293, 243, 293, 293]",233023340.84185508,1556.9454807180664,-1556.9454807180664,0.0,,,,SWT,uc1.c2693406,117238924.12185505,,0.0,-9.0,20.0,0.0,4.5,,521.1454807180664,425.0353241346205,1421.082773178805,425.0353241346204,,0.0,425.0353241346205,,,76.38329142873397,0.0,-13.5,521.1454807180664,521.1454807180664,,255.34382034953796,0.5380280658063372,0.8492896703802733,0.9338434798999142,0.19436810370523294,0.05734071718619521,0.20000000000000034,0.9804348079798954,0.3408028301641923,,0.33889396837664953,0.7462874750076416,0.7462874750076416,0.746287475007641,,0.0,0.9565102958447643,0.6557535677204581,0.8002585764382317,,,,,0.5,,0.7000306235628855,0.27007299270072993,0.20437956204379562,0.9837027766899663,0.9837027766899663,0.46715328467153283,3.0639604728877883,0.8306539177101456,8,1.7108508744992807,0.664022138365844,24,0,0.606621389984127,0.8514962920174979,8,0,0.511763459390255,0.6940557361303803,18,7.895146188218008,0.9255174887903962,14.5,11.52,0.8943625179801038,10,sym,32.78947368421053,24.0,25.524669869164313,19,0.44659498207885306,0.8918263695198216,0.41983560168885636,2,8.0,10
