wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,stft_amplitude_max_diff,stft_frequency_max_diff,avg_prominence_diff,fft_variance_magnitude_diff,stft_noverlap_diff,prominence_max_diff,stft_spectral_magnitude_diff,upper_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_num_peaks_diff,fft_peak_amplitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,stft_window_diff,stft_nperseg_diff,prominence_threshold_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_dominant_frequency_diff,relative_num_peaks_diff,max_autocorrelation_diff,stft_variance_magnitude_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,fft_snr_threshold_diff,stft_stationarity_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,stft_dynamic_cutoff_percentile_diff,lower_envelope_diff,fft_stationarity_threshold_diff,stft_dynamic_cutoff_diff,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,fft_dynamic_cutoff_diff,prominence_min_diff,fft_spectral_centroid_diff,stft_peak_amplitude_diff,fft_spectral_bandwidth_diff,stft_spectral_bandwidth_diff,fft_spectral_magnitude_diff,distance_factor_diff,stft_snr_threshold_diff,stft_spectral_centroid_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,max_autocorrelation_diff_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
db37,1,smooth,1.3830075766143618e-26,316.5808684533605,67337781.23949163,0.5210843373493976,129.69530221775835,260,smoothed,8.929267581746755e-14,-2.6461159189731687e-10,"[4, 14, 28, 39, 51, 66, 78, 87, 104, 117, 125, 140, 156, 166, 175, 190, 201, 210, 225, 243, 255]","[263.33333333333337, 571.3333333333336, 793.3333333333336, 193.00000000000028, 585.666666666667, 298.3333333333335, 539.0000000000001, 129.99999999999994, 137.99999999999994, 274.66666666666663, 240.99999999999997, 132.66666666666634, 597.3333333333331, 399.0000000000002, 206.00000000000006, 475.3333333333332, 203.66666666666688, 215.00000000000009, 91.00000000000034, 186.33333333333331, 530.0000000000001]",21,5.132578209575719,1026415.5270382917,0.9992538969396761,5.743833628498436e-05,1.0,0.49615384615384617,85972.33333333334,0.09977423748068716,0.12967944058330688,301318.4590592869,57880754.03768069,20,10023.892405546185,0.08076923076923077,"[0.0, 0.0038461538461538464, 0.007692307692307693, 0.011538461538461539, 0.015384615384615385, 0.019230769230769232, 0.023076923076923078, 0.026923076923076925, 0.03076923076923077, 0.03461538461538462, 0.038461538461538464, 0.04230769230769231, 0.046153846153846156, 0.05, 0.05384615384615385, 0.057692307692307696, 0.06153846153846154, 0.06538461538461539, 0.06923076923076923, 0.07307692307692308, 0.07692307692307693, 0.08076923076923077, 0.08461538461538462, 0.08846153846153847, 0.09230769230769231, 0.09615384615384616, 0.1, 0.10384615384615385, 0.1076923076923077, 0.11153846153846154, 0.11538461538461539, 0.11923076923076924, 0.12307692307692308, 0.12692307692307692, 0.13076923076923078, 0.13461538461538464, 0.13846153846153847, 0.1423076923076923, 0.14615384615384616, 0.15000000000000002, 0.15384615384615385, 0.1576923076923077, 0.16153846153846155, 0.1653846153846154, 0.16923076923076924, 0.17307692307692307, 0.17692307692307693, 0.1807692307692308, 0.18461538461538463, 0.18846153846153846, 0.19230769230769232, 0.19615384615384618, 0.2, 0.20384615384615384, 0.2076923076923077, 0.21153846153846156, 0.2153846153846154, 0.21923076923076923, 0.2230769230769231, 0.22692307692307695, 0.23076923076923078, 0.23461538461538461, 0.23846153846153847, 0.24230769230769234, 0.24615384615384617]","[85972.33333333334, 8667.11246556178, 5220.576097393805, 5588.836716708189, 3227.50678719513, 2145.565018120273, 4668.22846813148, 4189.102216405218, 4785.605186879301, 694.2614754154971, 3287.934787388313, 4197.65611253087, 7092.839962719033, 6790.008707030275, 5806.052156982184, 6353.6019268783375, 4007.1453998947118, 2161.5381769843248, 4823.191307320826, 2947.6608635869547, 3413.7215151771306, 10023.892405546185, 3469.8126627901797, 5277.653542935769, 7192.734256388934, 1869.766817280404, 3226.7552658818267, 4441.297876100539, 1674.5967125381173, 2625.280058377052, 1135.0274693916692, 2136.1380442850777, 2554.687204618556, 1044.36574817394, 1955.06662119831, 993.0235960953107, 1804.5207722976481, 2130.6756952569317, 1952.0993398864855, 1925.3036038197047, 1629.3984024063093, 1420.06801249139, 1863.6878390614356, 1760.2877720422985, 1832.5633872135363, 1065.966215529877, 2072.4555386400634, 2768.191264340532, 2529.763882090738, 1499.3198726478176, 206.0309943221326, 901.8248266566409, 1685.731671871356, 2027.8579335917348, 66.77217295124903, 952.3918571337905, 1063.75973018718, 225.73366977878638, 1357.2811026020818, 1230.3416315183763, 1200.364480137378, 892.0459374509096, 448.2642857505345, 1088.7276372683223, 323.90878928023767]",3.0,0.3,175.86666666666665,15,0.5,1611863.2130888263,0.09452675371878282,0.09739724081230015,8702175.380208336,11531807605.637857,"[0.046875, 0.015625, 0.078125, 0.015625, 0.09375, 0.09375, 0.09375]",5,1611863.2130888263,0.046875,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[1.924189520015092e-25, 1237585.681225685, 719804.6064824762, 1611863.2130888263, 670250.0856982907, 1527550.1228137722, 975799.4939495232, 328524.9520185636, 141439.16969362597, 161931.25807924024, 89103.85836304854, 111364.5900472434, 259389.0214758497, 172620.41059994756, 58179.41170726882, 64116.409021076404]",3.0,0.7,boxcar,64,32,175.86666666666665,15,21,336.3809523809524,91.00000000000034,793.3333333333336,"[4, 14, 28, 39, 51, 66, 78, 87, 104, 117, 125, 140, 156, 166, 175, 190, 201, 210, 225, 243, 255]","[263.33333333333337, 571.3333333333336, 793.3333333333336, 193.00000000000028, 585.666666666667, 298.3333333333335, 539.0000000000001, 129.99999999999994, 137.99999999999994, 274.66666666666663, 240.99999999999997, 132.66666666666634, 597.3333333333331, 399.0000000000002, 206.00000000000006, 475.3333333333332, 203.66666666666688, 215.00000000000009, 91.00000000000034, 186.33333333333331, 530.0000000000001]","[0, 0, 0, 35, 35, 61, 61, 84, 95, 95, 123, 133, 35, 161, 172, 172, 193, 193, 219, 193, 193]","[6, 22, 259, 40, 61, 72, 133, 133, 111, 133, 133, 148, 259, 259, 181, 259, 207, 235, 235, 247, 259]",0.05,30,34826483.44444446,793.3333333333336,-793.3333333333336,DWT,txu.059172014718851,0.0,0.0,0.0,2.2351741790771484e-08,0.0,2.2737367544323206e-13,1.862645149230957e-09,2.2737367544323206e-13,1.0,84,0.0,0.0,1.0,84.0,,0.0,0.0,1.0,84,0.0,0.0,0.0,1.9073486328125e-06,1.4551915228366852e-11,0.0,0.0,0.0,0.0,0.0,1.6105635343895603e-13,0.0,2.2737367544323206e-13,0.0,2.842170943040401e-14,0.0,0.0,0.0,2.842170943040401e-14,3.410605131648481e-13,1.3877787807814457e-17,0.0,0.0,1.3877787807814457e-17,5.820766091346741e-11,0.0,0.0,1.3877787807814457e-17,1.6191445509974327e-13,3.547560738685327e-26,0.9617160625702625,0.0016308451025264237,0.7642989777955196,0.06752443299208383,0.8160062841725412,0.9999999993937931,1.6800493385107213e-12,0.0,0.0,1.3813973987819233e-13,0.0,1.0525950744897578e-13,0.0,1.0,1.0,1.8241517703264814e-13,1.8241517703264814e-13,0.20000000000067103,0.06503002621144989,132,1.7134068356145964,0.8639197819491085,14,0,0,0.18181818181838982,0.1895554274851422,128,0,0.0,0.45139707525336104,0.8637132621573256,14,66.9925368977769,0.9297772149918481,72.0,25.27719598204745,0.9271527584393202,1,db,361.0438596491228,256.5,295.26396730282795,342,0.5012299673632422,1.0,0.34913902284573045,2,1.25
db33,1,periodic,1.1932076428181863e-26,317.2219537820096,5942204.510804514,0.5432098765432098,158.5663962576964,260,smoothed,7.950221677569616e-14,-2.6321459826543114e-10,"[4, 14, 28, 39, 51, 66, 78, 87, 104, 117, 125, 140, 156, 166, 175, 190, 201, 210, 225, 243, 255]","[263.3333333333333, 571.3333333333333, 793.3333333333329, 192.99999999999983, 585.6666666666666, 298.3333333333337, 539.0, 130.00000000000006, 138.00000000000006, 274.66666666666674, 240.99999999999986, 132.66666666666652, 597.3333333333333, 399.0000000000002, 206.0, 475.33333333333354, 203.66666666666677, 215.00000000000009, 90.99999999999977, 186.33333333333354, 529.9999999999999]",21,6.96887333144246,22760.424819055603,0.9467097442512136,5.743833628498439e-05,1.0,0.49615384615384617,85972.33333333334,0.09977423748068717,0.12967944058330688,301318.4590592868,57880754.03768069,20,10023.892405546187,0.08076923076923077,"[0.0, 0.0038461538461538464, 0.007692307692307693, 0.011538461538461539, 0.015384615384615385, 0.019230769230769232, 0.023076923076923078, 0.026923076923076925, 0.03076923076923077, 0.03461538461538462, 0.038461538461538464, 0.04230769230769231, 0.046153846153846156, 0.05, 0.05384615384615385, 0.057692307692307696, 0.06153846153846154, 0.06538461538461539, 0.06923076923076923, 0.07307692307692308, 0.07692307692307693, 0.08076923076923077, 0.08461538461538462, 0.08846153846153847, 0.09230769230769231, 0.09615384615384616, 0.1, 0.10384615384615385, 0.1076923076923077, 0.11153846153846154, 0.11538461538461539, 0.11923076923076924, 0.12307692307692308, 0.12692307692307692, 0.13076923076923078, 0.13461538461538464, 0.13846153846153847, 0.1423076923076923, 0.14615384615384616, 0.15000000000000002, 0.15384615384615385, 0.1576923076923077, 0.16153846153846155, 0.1653846153846154, 0.16923076923076924, 0.17307692307692307, 0.17692307692307693, 0.1807692307692308, 0.18461538461538463, 0.18846153846153846, 0.19230769230769232, 0.19615384615384618, 0.2, 0.20384615384615384, 0.2076923076923077, 0.21153846153846156, 0.2153846153846154, 0.21923076923076923, 0.2230769230769231, 0.22692307692307695, 0.23076923076923078, 0.23461538461538461, 0.23846153846153847, 0.24230769230769234, 0.24615384615384617]","[85972.33333333334, 8667.11246556178, 5220.576097393806, 5588.836716708187, 3227.506787195131, 2145.5650181202745, 4668.228468131481, 4189.102216405217, 4785.605186879301, 694.2614754154957, 3287.9347873883107, 4197.656112530865, 7092.839962719031, 6790.008707030278, 5806.052156982186, 6353.601926878339, 4007.1453998947118, 2161.538176984322, 4823.1913073208225, 2947.660863586951, 3413.7215151771284, 10023.892405546187, 3469.812662790179, 5277.653542935767, 7192.734256388932, 1869.7668172804063, 3226.7552658818254, 4441.297876100539, 1674.5967125381128, 2625.2800583770522, 1135.0274693916658, 2136.138044285078, 2554.687204618555, 1044.365748173938, 1955.0666211983093, 993.0235960953123, 1804.5207722976493, 2130.6756952569312, 1952.0993398864848, 1925.3036038197108, 1629.3984024063077, 1420.0680124913893, 1863.6878390614304, 1760.2877720422948, 1832.5633872135356, 1065.9662155298763, 2072.455538640066, 2768.1912643405317, 2529.763882090737, 1499.3198726478158, 206.03099432213332, 901.8248266566396, 1685.7316718713575, 2027.857933591733, 66.77217295124818, 952.3918571337875, 1063.7597301871776, 225.73366977878533, 1357.2811026020802, 1230.3416315183788, 1200.3644801373785, 892.0459374509122, 448.2642857505335, 1088.7276372683236, 323.908789280239]",3.0,0.3,175.86666666666673,15,0.5,1611863.2130888265,0.09452675371878283,0.09739724081230014,8702175.380208334,11531807605.637856,"[0.046875, 0.015625, 0.078125, 0.015625, 0.09375, 0.09375, 0.09375]",5,1611863.2130888265,0.046875,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[1.0855988233289476e-25, 1237585.6812256852, 719804.6064824762, 1611863.2130888265, 670250.0856982906, 1527550.1228137715, 975799.4939495234, 328524.9520185633, 141439.16969362603, 161931.25807924027, 89103.85836304846, 111364.59004724337, 259389.0214758497, 172620.4105999476, 58179.411707268635, 64116.40902107644]",3.0,0.7,boxcar,64,32,175.86666666666673,15,21,336.3809523809524,90.99999999999977,793.3333333333329,"[4, 14, 28, 39, 51, 66, 78, 87, 104, 117, 125, 140, 156, 166, 175, 190, 201, 210, 225, 243, 255]","[263.3333333333333, 571.3333333333333, 793.3333333333329, 192.99999999999983, 585.6666666666666, 298.3333333333337, 539.0, 130.00000000000006, 138.00000000000006, 274.66666666666674, 240.99999999999986, 132.66666666666652, 597.3333333333333, 399.0000000000002, 206.0, 475.33333333333354, 203.66666666666677, 215.00000000000009, 90.99999999999977, 186.33333333333354, 529.9999999999999]","[0, 0, 0, 35, 35, 61, 61, 84, 95, 95, 123, 133, 35, 161, 172, 172, 193, 193, 219, 193, 193]","[6, 22, 259, 40, 61, 72, 133, 133, 111, 133, 133, 148, 259, 259, 181, 259, 207, 235, 235, 247, 259]",0.05,30,34826483.44444446,793.3333333333329,-793.3333333333329,DWT,txu.059172014718851,2.3283064365386963e-10,0.0,0.0,2.2351741790771484e-08,0.0,4.547473508864641e-13,0.0,4.547473508864641e-13,1.0,84,0.0,1.8189894035458565e-12,1.0,84.0,,0.0,0.0,1.0,84,0.0,0.0,0.0,0.0,1.4551915228366852e-11,0.0,0.0,0.0,0.0,9.094947017729282e-13,1.3128122927377093e-13,0.0,4.547473508864641e-13,0.0,5.684341886080802e-14,0.0,0.0,0.0,5.684341886080802e-14,2.2737367544323206e-13,0.0,2.3283064365386963e-10,0.0,0.0,5.820766091346741e-11,0.0,0.0,2.7755575615628914e-17,1.3881203166530397e-13,3.0081537062720454e-26,0.9641428627745274,0.9568503281359096,0.01070148158756228,0.2698089868931224,0.001438563491283038,0.9999999993938357,1.1200328923404809e-12,0.0,0.0,1.0648271615610666e-13,5.120251503566552e-14,2.1051901489795157e-13,0.0,1.0,1.0,3.6483035406529627e-13,3.6483035406529627e-13,0.20000000000064477,0.06503002621144136,134,1.5707606424377905,0.7919959016752374,117,0,0,0.18181818181838347,0.1895554274851356,129,0,0.0,0.4003677777845474,0.7660726627855923,139,9.429563439877091,0.9901157615934202,129.75,129.21617142886691,0.927054736142622,2,db,361.0438596491228,256.5,295.26396730282795,342,0.5012299673632422,1.0,0.34913902284573045,2,2.0
db28,1,constant,1.2739366527411024e-26,316.93763571689266,5249983.262659887,0.5636942675159236,72.88210203034524,260,smoothed,8.045273848831759e-14,-2.550925026767464e-10,"[4, 14, 28, 39, 51, 66, 78, 87, 104, 117, 125, 140, 156, 166, 175, 190, 201, 210, 225, 243, 255]","[263.3333333333335, 571.3333333333331, 793.3333333333329, 192.99999999999983, 585.6666666666666, 298.33333333333314, 538.9999999999999, 129.9999999999999, 138.0000000000004, 274.6666666666665, 240.9999999999999, 132.66666666666669, 597.3333333333334, 399.0000000000002, 206.0000000000001, 475.333333333333, 203.6666666666665, 214.99999999999997, 91.00000000000023, 186.33333333333326, 530.0000000000001]",21,6.633637042644536,35944.20136494155,0.9755409044498491,5.7438336284984385e-05,0.9999999999999998,0.49615384615384617,85972.33333333331,0.0997742374806872,0.12967944058330688,301318.4590592868,57880754.037680656,20,10023.892405546185,0.08076923076923077,"[0.0, 0.0038461538461538464, 0.007692307692307693, 0.011538461538461539, 0.015384615384615385, 0.019230769230769232, 0.023076923076923078, 0.026923076923076925, 0.03076923076923077, 0.03461538461538462, 0.038461538461538464, 0.04230769230769231, 0.046153846153846156, 0.05, 0.05384615384615385, 0.057692307692307696, 0.06153846153846154, 0.06538461538461539, 0.06923076923076923, 0.07307692307692308, 0.07692307692307693, 0.08076923076923077, 0.08461538461538462, 0.08846153846153847, 0.09230769230769231, 0.09615384615384616, 0.1, 0.10384615384615385, 0.1076923076923077, 0.11153846153846154, 0.11538461538461539, 0.11923076923076924, 0.12307692307692308, 0.12692307692307692, 0.13076923076923078, 0.13461538461538464, 0.13846153846153847, 0.1423076923076923, 0.14615384615384616, 0.15000000000000002, 0.15384615384615385, 0.1576923076923077, 0.16153846153846155, 0.1653846153846154, 0.16923076923076924, 0.17307692307692307, 0.17692307692307693, 0.1807692307692308, 0.18461538461538463, 0.18846153846153846, 0.19230769230769232, 0.19615384615384618, 0.2, 0.20384615384615384, 0.2076923076923077, 0.21153846153846156, 0.2153846153846154, 0.21923076923076923, 0.2230769230769231, 0.22692307692307695, 0.23076923076923078, 0.23461538461538461, 0.23846153846153847, 0.24230769230769234, 0.24615384615384617]","[85972.33333333331, 8667.112465561777, 5220.576097393806, 5588.836716708189, 3227.5067871951287, 2145.565018120274, 4668.228468131477, 4189.102216405218, 4785.605186879301, 694.2614754154974, 3287.9347873883116, 4197.656112530865, 7092.839962719034, 6790.0087070302725, 5806.052156982184, 6353.601926878336, 4007.1453998947127, 2161.5381769843248, 4823.191307320822, 2947.6608635869525, 3413.7215151771265, 10023.892405546185, 3469.8126627901793, 5277.653542935769, 7192.7342563889315, 1869.766817280404, 3226.7552658818236, 4441.297876100541, 1674.5967125381137, 2625.280058377053, 1135.0274693916679, 2136.1380442850786, 2554.6872046185545, 1044.365748173937, 1955.0666211983119, 993.0235960953091, 1804.5207722976497, 2130.6756952569303, 1952.0993398864873, 1925.3036038197065, 1629.3984024063077, 1420.0680124913863, 1863.6878390614304, 1760.2877720422937, 1832.563387213534, 1065.9662155298781, 2072.4555386400652, 2768.19126434053, 2529.7638820907355, 1499.3198726478186, 206.03099432213432, 901.8248266566419, 1685.7316718713619, 2027.8579335917311, 66.77217295124709, 952.3918571337907, 1063.7597301871792, 225.73366977878854, 1357.2811026020822, 1230.3416315183777, 1200.3644801373787, 892.0459374509142, 448.26428575053507, 1088.727637268321, 323.9087892802365]",3.0,0.3,175.86666666666665,15,0.5,1611863.2130888258,0.09452675371878283,0.09739724081230017,8702175.380208332,11531807605.63785,"[0.046875, 0.015625, 0.078125, 0.015625, 0.09375, 0.09375, 0.09375]",5,1611863.2130888258,0.046875,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[6.704434170164753e-25, 1237585.6812256845, 719804.6064824766, 1611863.2130888258, 670250.0856982905, 1527550.122813771, 975799.493949523, 328524.9520185635, 141439.16969362606, 161931.25807924027, 89103.8583630484, 111364.59004724339, 259389.02147584956, 172620.41059994753, 58179.41170726882, 64116.40902107654]",3.0,0.7,boxcar,64,32,175.86666666666665,15,21,336.3809523809523,91.00000000000023,793.3333333333329,"[4, 14, 28, 39, 51, 66, 78, 87, 104, 117, 125, 140, 156, 166, 175, 190, 201, 210, 225, 243, 255]","[263.3333333333335, 571.3333333333331, 793.3333333333329, 192.99999999999983, 585.6666666666666, 298.33333333333314, 538.9999999999999, 129.9999999999999, 138.0000000000004, 274.6666666666665, 240.9999999999999, 132.66666666666669, 597.3333333333334, 399.0000000000002, 206.0000000000001, 475.333333333333, 203.6666666666665, 214.99999999999997, 91.00000000000023, 186.33333333333326, 530.0000000000001]","[0, 0, 0, 35, 35, 61, 61, 84, 95, 95, 123, 133, 35, 161, 172, 172, 193, 193, 219, 193, 193]","[6, 22, 259, 40, 61, 72, 133, 133, 111, 133, 133, 148, 259, 259, 181, 259, 207, 235, 235, 247, 259]",0.05,30,34826483.444444455,793.3333333333329,-793.3333333333329,DWT,txu.059172014718851,4.656612873077393e-10,0.0,1.1368683772161603e-13,1.4901161193847656e-08,0.0,4.547473508864641e-13,1.862645149230957e-09,4.547473508864641e-13,1.0,84,0.0,0.0,1.0,84.0,,0.0,0.0,1.0,84,0.0,0.0,7.450580596923828e-09,5.7220458984375e-06,1.4551915228366852e-11,0.0,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,1.5970293870417494e-13,0.0,4.547473508864641e-13,0.0,2.842170943040401e-14,0.0,0.0,0.0,2.842170943040401e-14,2.2737367544323206e-13,2.7755575615628914e-17,4.656612873077393e-10,0.0,2.7755575615628914e-17,5.820766091346741e-11,0.0,0.0,2.7755575615628914e-17,1.4105496583160997e-13,3.2375836897352953e-26,0.9630665892931861,0.7824642881871411,0.002204840180820771,0.45708920879201753,0.012138532820595061,0.999999999394083,1.1200328923404809e-12,1.34406601968628e-13,1.34406601968628e-13,1.3670078425446123e-13,1.0240503007133104e-13,2.1051901489795157e-13,1.4764222593654865e-13,1.0,1.0,3.6483035406529627e-13,3.6483035406529627e-13,0.2000000000008339,0.06503002621150285,122,1.5578656141626133,0.7854940774825478,150,0,0,0.1818181818184287,0.18955542748518275,123,0,0.0,0.40212043233349803,0.7694262312088244,130,12.996794476587935,0.9863765257058826,131.25,130.35355121514436,0.9243989546768407,3,db,361.0438596491228,256.5,295.26396730282795,342,0.5012299673632422,1.0,0.34913902284573045,2,2.75
