signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,wavelet_type,htid,max_autocorrelation_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,prominence_max_diff,fft_variance_magnitude_diff,avg_prominence_diff,upper_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,fft_peak_amplitude_diff,fft_stationarity_threshold_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,prominence_min_diff,fft_dynamic_cutoff_diff,fft_spectral_centroid_diff,fft_spectral_bandwidth_diff,prominence_threshold_diff,distance_factor_diff,fft_spectral_magnitude_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,smoothness_normalized,relative_right_bases_array_alignment_score_normalized,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_right_bases_array_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_array_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
smoothed,gaus8,21.589849884100122,0.6554845464261566,548.2378050668209,-31.111040585414006,722,127,35936.32578180456,,False,"[21, 47, 85, 114, 141, 170, 215, 242, 271, 323, 364, 389, 419, 454, 501, 548, 584, 612, 679]","[9786.792286005977, 117061.69400206472, 16201.399434790881, 59944.393586687984, 10718.891024115776, 42271.55038878465, 35182.29425062835, 17571.963481338138, 34930.311937503495, 41065.30851680626, 29067.348725371507, 60576.820971994275, 26005.723555442728, 98131.3154235222, 68173.31178590271, 31988.972539249175, 335.2773770816093, 83591.95463662862, 122469.00506070445]",19,15.226921496681625,385559.8659507952,0.019177198608043802,6.053210020889939e-07,0.3092229358100839,20,49475.090054443215,1779.0624210940932,159445.09407608936,"[21, 47, 103, 130, 159, 189, 215, 242, 271, 323, 348, 378, 407, 454, 478, 524, 548, 572, 621, 679]","[9786.792286005977, 144755.23704800758, 20362.96657972822, 10718.891024115776, 48168.198850069086, 15247.450094261381, 59176.97351474192, 28279.77137724113, 57628.24534596996, 101596.03665959885, 12638.730513017743, 29067.348725371507, 26005.723555442728, 159445.09407608936, 3126.248235759743, 1779.0624210940932, 103013.73308857741, 7670.506806330997, 3412.593852202961, 147622.19703523794]","[0, 0, 85, 114, 114, 170, 114, 224, 255, 114, 336, 364, 389, 389, 475, 501, 501, 556, 612, 612]","[29, 612, 114, 141, 170, 197, 307, 255, 307, 389, 389, 389, 419, 612, 501, 527, 612, 612, 626, 721]",0.05,30,1650636048877.6318,128750.60196700638,-128750.60196700638,,,,,,,,,,,,,,,,CWT,inu.32000013025079,,,,158120.760742756,,48531.14560999877,127426.26863367305,48531.14560999877,966847.1344221977,48531.14560999878,,127426.26863367305,0.0,8.5,,,0.0,-5.0,,,,1727.0624210940932,,,,0.0,0.0,,0.0,4.0,4.0,0.07969683507993576,0.7800026392454348,0.6667181022221838,0.7459796108946154,0.380839788014676,0.7813204548572437,0.02409140026852937,,0.6329991464509399,0.9381733094225633,0.9381733094225633,0.9381733094225638,0.9919920591706572,0.2844788377003794,0.6666666666666666,,0.7297297297297297,0.5,0.11963721394404786,0.11963721394404786,,0.9574468085106382,2.3014750577704937,0.9303296106950827,3,1.6773014168176912,0.7443305825477442,4,0,0,0.6013159695680613,1.0,1,1,0.11111111111111112,0.42866774365555105,0.7658493479722241,4,1.4142135623730951,0.8912143413559157,3.0,2.181818181818182,0.8302225552933424,1,gaus,0.5795454545454546,1.0,0.29431818181818176,1,1.0,0.015137563106234262,0.0,0.07969683507993576,0.020912008679559467,0.7599840930142963,0.6382002480850971,0.7459279538823473,0.35762958425847946,0.7821422334195328,0.024064110135478094,,0.4929174459071608,0.9400741469211508,0.9400741469211508,0.9400370240114144,0.8925394212642306,0.2827596350525223,0.6666666666666667,,0.7777777777777777,0.0,0.41860465116279066,0.11962710261450489,0.11962710261450489,0.0,0.96,2.207736107893165,0.9160311877723603,4,1.6437715810455447,0.7434604451976226,7,2.1213203435596424,0.9184107560169368,5.5,5.090909090909091,0.8534361472392376,1,11.25,9.0,7.758865896508329,16,0.5,1.0,0.35,3,1.5,1
smoothed,gaus6,21.740907368403104,0.6514057626453204,559.4740347624685,-32.282133341771285,722,127,40645.83987574626,,False,"[21, 47, 89, 114, 141, 170, 197, 243, 271, 323, 364, 389, 419, 454, 501, 527, 556, 584, 612, 679]","[2264.0383708015434, 140738.38310527164, 4120.031094757505, 36378.259958407056, 16832.39753114251, 52501.10513091359, 12165.546284868335, 18007.39607302933, 36840.16135965178, 34983.37668883674, 27784.808597135343, 57551.365200901724, 20697.665474437454, 99945.66519846293, 64228.239513759996, 2810.5834876512454, 9217.547453613079, 8916.74722973815, 69379.56897407056, 146185.32862119167]",20,15.12923872280138,437926.73287642514,0.015166666528697317,6.860860147086748e-07,0.2565092554054865,20,48568.038058849386,448.81207166957756,173842.85208574278,"[21, 47, 103, 129, 159, 189, 215, 243, 271, 323, 348, 378, 406, 454, 478, 546, 572, 596, 623, 679]","[2264.0383708015434, 173842.85208574278, 12039.868624745477, 16832.39753114251, 36378.259958407056, 12165.546284868335, 42967.712807742544, 31817.151124775948, 93121.80129549853, 57123.07028670003, 10252.695178936676, 27784.808597135343, 20697.665474437454, 161405.59653334564, 2125.0623145105064, 81429.73860213262, 9217.547453613079, 8916.74722973815, 448.81207166957756, 170529.3893510439]","[0, 0, 97, 114, 114, 170, 170, 224, 170, 308, 336, 364, 389, 389, 475, 501, 556, 584, 612, 612]","[28, 612, 170, 141, 170, 197, 255, 255, 389, 389, 389, 389, 419, 612, 501, 612, 612, 612, 624, 721]",0.05,30,2160290106222.4395,151972.20325881056,-151972.20325881056,,,,,,,,,,,,,,,,CWT,inu.32000013025079,,,,172518.51875240944,,47624.09361440494,150647.86992547722,47624.09361440494,948706.0945103212,47624.09361440494,,150647.86992547722,0.0,-0.5,,,0.0,-5.0,,,,396.81207166957756,,,,0.0,0.0,,0.0,-5.0,4.0,0.1253798282265524,0.7088456163898061,0.5992860603316782,0.7622868196466918,0.3503465144720751,0.6469336400709153,0.03867035020553797,,0.13612641117635418,0.9104639144896524,0.9104639144896524,0.9104639144896527,0.9626931018652213,0.3549699328559818,0.6666666666666666,,0.24324324324324326,0.5,0.16511118307434994,0.16511118307434994,,0.574468085106383,2.0410160449962027,0.8250437718856597,6,1.5634983885597347,0.6938285836406812,5,0,0,0.4999831961947313,0.831481652738876,6,1,0.11111111111111112,0.4006673932662219,0.7158244734486758,5,0.5773502691896257,0.9555884408315672,5.5,5.454545454545454,0.766255758877322,2,gaus,0.5795454545454546,1.0,0.29431818181818176,1,1.75,0.01803476123096307,0.0,0.12537982822655241,0.02379221995185115,0.6906532949430908,0.573652509363187,0.7622340334055946,0.32899471709670014,0.6482604325034942,0.038626545404219406,,0.1113850814850087,0.9132166665329084,0.9132166665329084,0.913162905932276,0.8661778449236881,0.3528247284766022,0.6666666666666667,,0.37777777777777777,0.0,0.41860465116279066,0.16509722843993258,0.16509722843993258,0.0,0.5999999999999999,1.9971394837817718,0.8286506919622404,7,1.5334395408055317,0.6935584340530891,9,1.4142135623730951,0.9456071706779579,8.0,7.875,0.8189574314928251,2,11.25,9.0,7.758865896508329,16,0.5,1.0,0.35,3,2.25,2
smoothed,gaus4,22.006932092172605,0.6682443780400026,562.2298770105407,-34.02715800462666,722,127,45983.42217459198,,False,"[48, 89, 118, 142, 170, 197, 224, 255, 279, 308, 336, 364, 389, 419, 454, 478, 502, 527, 556, 584, 611, 676]","[177178.21668260993, 2507.582928879099, 1639.3550684988609, 16522.69431940133, 54449.21709732163, 12372.029615391944, 26248.219960372662, 28119.60411541449, 8969.250827871738, 31557.704948761177, 8934.740864585985, 26715.603712842763, 60849.42047520527, 15475.852044532032, 93694.35059843423, 1302.4257068586712, 60661.545662529934, 2644.06813295804, 16958.282010276944, 8880.96817298791, 30085.11501141923, 177165.67807370215]",22,14.884029710747411,533549.713452324,0.016442703311400905,8.27839897972969e-07,0.20484475342987077,18,51498.95319562711,1302.4257068586712,215506.40147016203,"[48, 89, 128, 159, 189, 215, 243, 271, 322, 348, 378, 406, 454, 478, 547, 572, 601, 676]","[215506.40147016203, 2507.582928879099, 12726.283083187502, 5201.29929383003, 12372.029615391944, 36102.455513078196, 30105.05976461059, 76431.28266423242, 50175.466070183866, 8934.740864585985, 26715.603712842763, 15475.852044532032, 154755.19377983286, 1302.4257068586712, 41744.93453153595, 8880.96817298791, 24064.776587668974, 203978.8017168871]","[0, 86, 118, 156, 170, 170, 224, 170, 308, 336, 364, 389, 389, 476, 502, 556, 556, 389]","[389, 389, 170, 170, 197, 255, 255, 389, 389, 389, 389, 419, 502, 502, 611, 584, 611, 721]",0.05,30,3228156273765.0625,183844.3404913706,-183844.3404913706,,,,,,,,,,,,,,,,CWT,inu.32000013025079,,,,214182.0681368287,,50555.008751182664,182520.00715803725,50555.008751182664,904326.4908546213,50555.00875118266,,182520.00715803725,0.0,7.5,,,0.0,-10.5,,,,1250.4257068586712,,,,0.0,0.0,,0.0,-6.0,6.0,0.17715517717207147,0.6028157915579346,0.43001420495803766,0.7910051630226583,0.4762331838565017,0.5152215720700735,0.0652918138998127,,0.4549666520134078,1.0,1.0,1.0,0.8910171605158362,0.5589537213186087,1.0,,0.1891891891891892,0.19444444444444445,0.22752516419552782,0.22752516419552782,,0.9148936170212767,2.4738275889670747,1.0,1,1.4549802646457333,0.6456718495080968,6,0,0,0.5891165471456783,0.9797121263365978,2,1,0.11111111111111112,0.37955152636093403,0.6780992815240943,8,3.304037933599835,0.7458432358769358,4.25,2.2325581395348837,0.7094600794769295,4,gaus,0.5795454545454546,1.0,0.29431818181818176,1,3.25,0.023119748794826367,0.0,0.17715517717207147,0.0288473932159416,0.587344695455187,0.41162100049426875,0.7909503881161949,0.4472092489089651,0.5170433269089773,0.06521785297314905,,0.3562121012092113,0.9999999999999999,0.9999999999999999,1.0,0.8016878093239743,0.5555757733296175,1.0,,0.3333333333333333,0.0,0.1627906976744186,0.22750593454416215,0.22750593454416215,0.0,0.9199999999999999,2.410110198608,1.0,1,1.4272814542111845,0.6455442578555909,11,7.0710678118654755,0.7280358533897894,6.0,1.8333333333333335,0.7486333113102792,4,11.25,9.0,7.758865896508329,16,0.5,1.0,0.35,3,3.75,3
raw,gaus7,21.722512186590635,0.6641546884201802,575.3088546573438,-31.56619935317356,722,127,38953.87951554915,,False,"[2, 31, 55, 82, 109, 135, 166, 201, 231, 258, 304, 355, 394, 426, 470, 496, 531, 581, 607, 644, 692, 719]","[5743.309848202567, 6580.375777688605, 29833.11019065923, 74244.79975398272, 37329.46882946493, 11182.720274126477, 30611.40252162038, 47213.201138032404, 15862.327430649459, 31568.35413008998, 27514.055343525986, 46136.377293754216, 12507.443620689475, 96263.97774596309, 75629.693367771, 8359.056874428425, 35330.08051477005, 13277.04134509533, 25947.121252575565, 123728.172443803, 5718.079351975757, 4854.728139324492]",22,15.207232811994965,450447.8932205168,0.016250226127345474,1.6051597671638523e-07,0.026601291056110452,24,39856.392621197,3625.0559327079936,202855.80896017895,"[28, 55, 82, 109, 135, 166, 192, 220, 249, 276, 304, 355, 382, 410, 444, 470, 496, 526, 553, 581, 607, 665, 692, 719]","[6580.375777688605, 29833.11019065923, 172930.43017576588, 37329.46882946493, 11182.720274126477, 45249.7532842173, 11850.421894359106, 30110.365109753642, 46678.66576370783, 28397.097820686522, 55343.07327826724, 94091.86257376382, 21770.96313180164, 12507.443620689475, 8666.178539650686, 202855.80896017895, 8359.056874428425, 3625.0559327079936, 67210.10757280124, 13277.04134509533, 25947.121252575565, 12184.49321503796, 5718.079351975757, 4854.728139324492]","[2, 2, 2, 101, 125, 146, 182, 201, 201, 201, 201, 201, 372, 394, 426, 2, 492, 520, 531, 567, 592, 644, 644, 2]","[31, 65, 426, 426, 146, 201, 201, 231, 258, 287, 317, 426, 426, 426, 448, 644, 644, 531, 644, 592, 644, 669, 696, 721]",0.05,30,2042622918417.0896,183366.29807072878,-183366.29807072878,,,,,,,,,,,,,,,,CWT,inu.32000013025079,,,,201450.80896017895,,38842.112621197004,181960.29807072878,38842.112621197004,931196.422908728,38842.11262119701,,181960.29807072878,0.0,-13.0,,,0.0,-13.0,,,,3495.0559327079936,,,,0.0,0.0,,0.0,-13.0,1.0,0.1069624934857107,0.7246421778506452,0.6237563472295103,0.7512709280437256,0.41165078627314294,0.07256232710123967,0.037298421531591866,,1.0,0.6857926738699431,0.6857926738699431,0.6850542255235997,0.8331376524179438,0.4880061382316185,0.16666666666666666,,0.04166666666666674,0.02380952380952378,0.22359681566752512,0.22359681566752512,0.0,0.21739130434782605,1.7836950401546878,0.7627613005744328,6,1.3629923063551082,0.6123248037795387,7,0,0,0.40573162744144464,0.646945453706158,8,1,0.125,0.38348478307365236,0.6371732844038712,10,1.707825127659933,0.8686288363338512,7.75,7.4832962138084635,0.6362374950900025,7,gaus,0.7125,1.0,0.20124999999999998,1,5.5,,,0.10896755893561605,0.005049540433773711,0.7330378750938356,0.6251901745127535,0.7602483436606424,0.41849781793124574,0.06434194918411723,0.0421084911020462,,1.0,0.6531853966159243,0.6531853966159243,0.6529705516607787,0.8407337388048852,0.49362051175208177,0.16666666666666669,,0.0222222222222222,0.0,0.04651162790697677,0.22640997038967753,0.22640997038967753,0.0,0.09999999999999998,1.739083568581729,0.7215784446645495,12,1.37672641724078,0.6226787510379755,14,1.4142135623730951,0.9456071706779579,13.0,12.923076923076923,0.7228035853389789,6,11.25,9.0,7.758865896508329,16,0.5,1.0,0.35,3,5.25,4
smoothed,gaus2,22.783278308023107,0.6532597552729732,723.7351613342199,-38.26557869871295,722,127,83743.99969641502,,False,"[49, 89, 127, 158, 183, 215, 255, 279, 308, 336, 364, 389, 418, 454, 479, 525, 549, 576, 602, 675]","[241281.99225593024, 3016.7331073555397, 3686.87169068816, 1382.8303014166013, 3098.1581287505214, 28314.205668311944, 26552.795430567625, 7627.97786147857, 40985.00305227985, 8766.92717024474, 62927.38317684178, 22866.34842862317, 6506.11801419828, 105274.99576198042, 2471.9880239294653, 1039.4203722480088, 19331.5934861774, 2472.9155666853767, 28823.484148610878, 226773.13254604026]",20,14.8699489754503,790052.4389904202,0.017941115482701046,1.0927722146669118e-06,0.16989655544255378,19,45697.27284869179,1039.4203722480088,279751.33136138343,"[49, 89, 127, 158, 183, 215, 241, 271, 322, 348, 379, 413, 454, 479, 525, 549, 576, 602, 675]","[279751.33136138343, 3016.7331073555397, 3686.87169068816, 1382.8303014166013, 3098.1581287505214, 28314.205668311944, 13415.10741309705, 34945.013615881704, 40985.00305227985, 8766.92717024474, 22866.34842862317, 6506.11801419828, 105274.99576198042, 2471.9880239294653, 1039.4203722480088, 19331.5934861774, 2472.9155666853767, 28823.484148610878, 262099.13881328155]","[0, 86, 120, 156, 178, 197, 224, 255, 308, 336, 364, 364, 364, 475, 501, 501, 501, 364, 364]","[364, 364, 364, 364, 197, 364, 255, 364, 364, 364, 389, 418, 501, 501, 527, 556, 582, 611, 721]",0.05,30,8567267505653.005,247751.87327262363,-247751.87327262363,,,,,,,,,,,,,,,,CWT,inu.32000013025079,,,,278426.9980280501,,44753.328404247346,246427.5399392903,44753.328404247346,845593.5174584774,44753.32840424735,,246427.5399392903,0.0,3.5,,,0.0,-10.0,,,,987.4203722480088,,,,0.0,0.0,,0.0,-1.0,5.0,0.5434384432866763,0.34528418565936914,0.4202940394192496,0.8748145807696529,0.3642070933550755,0.42612559216524604,0.13670224216998123,,0.35672936904156605,0.8227653400371043,0.8227653400371043,0.8227653400371048,0.7961595951108705,0.8734954342152061,0.8333333333333333,,0.45945945945945943,0.22222222222222224,0.35267282892242835,0.35267282892242835,,0.7446808510638299,2.3738419346921416,0.95958261007321,2,1.3983573414721637,0.6205444794547749,7,0,0,0.5738247648002043,0.9542815987614555,3,1,0.11111111111111112,0.3873806398475869,0.6920866214807287,7,2.6299556396765835,0.7976957200248782,4.75,3.5744680851063837,0.7161555523201314,3,gaus,0.5795454545454546,1.0,0.29431818181818176,1,2.5,0.032623386399888904,0.0,0.5434384432866763,0.03829530909171155,0.3364225650882007,0.40231660027233596,0.8747540022942213,0.34201056580659983,0.4282821618869235,0.13654738930399402,,0.2807788963143162,0.8282143505625006,0.8282143505625006,0.8281079326672106,0.7163402344654977,0.8682166033695333,0.8333333333333334,,0.5555555555555556,0.0,0.18604651162790697,0.3526430222170017,0.3526430222170017,0.0,0.7599999999999999,2.322423826887954,0.9636172770146815,2,1.3776450128487225,0.6230942220848732,13,7.7781745930520225,0.7008394387287684,7.5,3.466666666666667,0.7061889501336149,8,11.25,9.0,7.758865896508329,16,0.5,1.0,0.35,3,6.75,5
