signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
raw,gaus4,3652685012.9052424,0.6658014701070953,567.7702392813507,-33.52153660359633,722,127,46007.88265606827,,False,14.903827503030765,541268.5618890906,0.01634769793207501,2.99209968527346e-07,0.17643940485677354,1.0,,,,[],[],10,84865.16093681919,13690.126682265154,216447.5347604851,"[48, 127, 215, 272, 323, 407, 454, 546, 601, 675]","[216447.5347604851, 13690.126682265154, 39939.13496908387, 77789.69633347371, 51744.65218812971, 17000.299093724912, 158131.8455295236, 43533.436532890126, 25289.01271041592, 205085.87056819978]","[0, 119, 169, 169, 308, 388, 388, 502, 556, 388]","[388, 169, 255, 388, 388, 418, 502, 611, 611, 721]",3234330028520.1455,184886.55762133191,-184886.55762133191,0.0,,,,CWT,inu.32000013025079,3233910232888.1455,,0.0,-89.0,93.0,0.0,-89.0,,183480.55762133191,84230.05414070268,783235.6093681919,84230.05414070269,,0.0,84230.05414070268,,,13689.126682265154,0.0,-89.0,215042.5347604851,183480.55762133191,,733.0,0.1534330522511715,0.682111574608155,0.6300550367832103,0.07481387106071175,1.0,0.5396806456305479,0.06268110138915876,,0.31440372024745505,0.5693871305093029,0.5693871305093029,0.5693871305093031,,0.0029952010753806838,0.9063638477048493,0.4491008176805816,,,,,0.4444444444444444,,0.06980338142071343,1.0,0.7419354838709676,0.19243499935693872,0.19243499935693872,0.5111111111111111,1.8520687056032439,0.5863695143203483,3,1.4486760131700882,0.767100527287348,4,0,0.4666563855569493,0.7605008018882441,3,0,0.4489678973889937,0.7913775475563724,5,0.9574271077563381,0.9042572892243662,3.75,3.582089552238806,0.764628644612183,1,gaus,0.6875,1.0,0.21875,1,1.0,0.15530912375466605,0.6958842427164638,0.6329867328961507,0.08156331249948015,0.9915611814345987,0.46850560759915655,0.07036430505445224,,0.31440372024745505,0.6026152105889756,0.6026152105889756,0.6026152105889757,,0.004923712834085643,0.9063638477048493,0.45804791404021195,,,,,0.8611111111111112,,0.07019464865341962,0.23333333333333336,0.2771084337349397,0.19317433499923875,0.19317433499923875,0.20720720720720726,1.870639663813007,0.5858654671404939,5,1.4335707430893765,0.779466644967911,7,1.4142135623730951,0.9292893218813453,6.0,5.833333333333333,0.8146446609406726,1,10.4375,11.0,5.921359641163506,16,0.8697916666666666,0.523379194513882,0.23413207497916871,2,1.25,1
smoothed,gaus4,3565761920.8114667,0.6663249503784326,553.8414050620203,-34.13799142521149,722,127,45867.55240665488,,False,14.862384914907127,525629.9461722027,0.016671256330921494,1.4361540530469955e-06,0.21586267131035466,0.0,,,,[],[],10,81953.59983677157,11555.81539851894,217451.12539857306,"[48, 128, 215, 271, 323, 407, 454, 547, 600, 677]","[217451.12539857306, 11555.81539851894, 33556.76009107468, 74226.13125967006, 49185.42838133698, 13948.414995029434, 152139.74009120927, 39827.80109735568, 22217.0632321218, 205427.71842282574]","[0, 117, 170, 170, 308, 389, 389, 502, 556, 389]","[389, 170, 254, 389, 389, 418, 502, 611, 611, 721]",3220132228562.245,182808.87326732845,-182808.87326732845,0.0,,,,CWT,inu.32000013025079,3219760108176.165,,0.0,-54.5,63.0,0.0,-54.5,,181502.87326732845,81550.643672388,790120.1983677156,81550.643672388,,0.0,81550.643672388,,,11553.41539851894,0.0,-63.5,216145.12539857306,181502.87326732845,,701.2,0.15391720120349114,0.6793608343718084,0.6225430897459973,0.07784041997142528,1.0,0.558137165209576,0.06603891303396102,,0.2407218527612005,0.5877275407519267,0.5877275407519267,0.5877275407519266,,0.004650247534499504,0.9422715519883165,0.464567062522788,,,,,0.16666666666666663,,0.06973063153312352,1.0,0.6086956521739131,0.1895474540144039,0.1895474540144039,0.6274509803921569,1.770626498862709,0.5599675084001411,3,1.4536538471402587,0.8035982469515409,4,0,0.44764515541837535,0.7134276434432009,4,0,0.45111966050517993,0.8371058583527169,6,1.2583057392117916,0.8741694260788209,4.25,4.000000000000001,0.7245847130394104,4,gaus,1.0,1.0,0.0,1,3.25,0.15391720120349114,0.6552984183594579,0.5923178633137051,0.0778404199714253,1.0,0.5581371652095759,0.066038913033961,,0.23233023232396804,0.5521697983949506,0.5521697983949506,0.5521697983949505,,0.004650247534499504,0.9174300779533897,0.464567062522788,,,,,0.027777777777777735,,0.0697306315331235,0.9999999999999999,0.8915662650602408,0.18911986378191964,0.18911986378191964,0.8288288288288289,1.7365223469202151,0.5438612767915826,6,1.424103784316702,0.774319233423585,8,1.4142135623730951,0.9292893218813453,7.0,6.857142857142858,0.7896446609406726,2,10.4375,11.0,5.921359641163506,16,0.8697916666666666,0.523379194513882,0.23413207497916871,2,2.0,2
smoothed,gaus8,2316812918.3161187,0.653815953061269,535.908096554564,-31.203488504023472,722,127,35768.49941026157,,False,15.207836803234033,374821.8381998484,0.018445623298867717,1.002233640358154e-06,0.3238565865295395,861.6444751824752,,,,[],[],10,85362.46023955967,17087.34026493197,156267.76528392656,"[47, 103, 159, 215, 271, 324, 377, 454, 547, 678]","[147180.93393534617, 17087.34026493197, 44832.72776829757, 56804.14541079168, 54822.48685600086, 99623.53265645873, 26625.68107574457, 156267.76528392656, 100898.3536541614, 149481.63548993715]","[0, 86, 114, 114, 254, 114, 364, 389, 502, 612]","[612, 114, 170, 308, 308, 389, 389, 612, 612, 721]",1639315935564.8804,128914.12772405744,-128914.12772405744,0.0,,,,CWT,inu.32000013025079,1638943815178.8003,,0.0,-59.0,63.0,0.0,-50.0,,127608.12772405744,84959.50407517611,824208.8023955966,84959.50407517611,,0.0,84959.50407517611,,,17084.940264931967,0.0,-59.0,154961.76528392656,127608.12772405744,,160.44447518247512,0.05374564396653153,0.8796553464375172,0.9788443748807911,0.02434827194365794,0.7983473980309426,0.803668895690114,0.02432779239144866,,0.48330775278311117,0.6560392316375789,0.6560392316375789,0.6560392316375787,,0.0,0.9999999999999999,0.10281593252771681,,,,,0.16666666666666663,,0.017891807570478348,0.71875,1.0,0.07880746431308755,0.07880746431308755,0.803921568627451,1.7266304704752438,0.5460535935166493,4,1.6960508589096963,0.9375983833027209,2,0,0.4585061679795955,0.7307372166691556,3,0,0.5089911033344292,0.9444931616891288,2,0.9574271077563381,0.9042572892243662,2.75,2.5263157894736845,0.8146286446121831,1,gaus,1.0,1.0,0.0,1,1.0,0.05374564396653153,0.8484986594126607,0.9313202864119613,0.024348271943657948,0.7983473980309428,0.803668895690114,0.024327792391448638,,0.4449018204300528,0.6163486056975505,0.6163486056975505,0.6163486056975502,,0.0,0.9722238123433369,0.10281593252771681,,,,,0.027777777777777735,,0.017891807570478334,0.8999999999999999,1.0,0.07862968665755349,0.07862968665755349,0.9099099099099099,1.6491950352336917,0.5165112439418232,8,1.6535948024603677,0.8990989799586054,4,2.8284271247461903,0.8585786437626906,6.0,5.333333333333333,0.7792893218813453,3,10.4375,11.0,5.921359641163506,16,0.8697916666666666,0.523379194513882,0.23413207497916871,2,2.75,3
smoothed,morl,1748322942.1661313,0.6522018888913124,463.76171738883636,-29.44032617977262,722,127,30349.994180685055,,False,15.228348238221987,286863.8000271866,0.025536920583894642,4.267085209799851e-07,0.41021025084915536,1181.2497914020087,,,,[],[],10,82686.50036497557,28869.12978157288,138878.3953448411,"[47, 104, 159, 215, 272, 324, 378, 454, 548, 678]","[103862.98385635464, 40940.91881738914, 51635.434585622024, 69425.64815535187, 53424.394486304445, 97046.97026015598, 28869.12978157288, 138878.3953448411, 130316.76264973605, 112464.3657124275]","[0, 85, 113, 113, 254, 113, 363, 113, 501, 501]","[113, 113, 170, 254, 307, 419, 419, 501, 612, 721]",1093708247030.7646,90560.24808653949,-90560.24808653949,0.0,,,,CWT,inu.32000013025079,1093336126644.6847,,0.0,-63.5,63.0,0.0,-54.5,,89254.24808653949,82283.544200592,797449.2036497556,82283.54420059199,,0.0,82283.544200592,,,28866.729781572878,0.0,-63.5,137572.3953448411,89254.24808653949,,480.0497914020086,0.0,1.0,0.9999999999999999,0.0,0.7723277074542886,1.0,0.0,,1.0,0.6024144649485451,0.6024144649485451,0.6024144649485447,,0.002748457973248346,0.9546830928086901,0.0,,,,,0.16666666666666663,,0.0,0.4375,0.6086956521739131,0.0,0.0,0.6274509803921569,1.617665221807149,0.5115929103414756,5,1.8089310829817151,1.0,1,0,0.400356303204308,0.6380617560034393,5,0,0.5389039582077556,1.0,1,2.309401076758503,0.7690598923241497,3.0,1.6666666666666667,0.7345299461620749,3,morl,0.5106382978723404,,,3,3.0,0.0,0.9645808018435438,0.9514487801244017,0.0,0.7723277074542887,1.0,0.0,,0.8976655282262415,0.5659681580265469,0.5659681580265469,0.5659681580265464,,0.002748457973248346,0.9292106591833563,0.0,,,,,0.027777777777777735,,0.0,0.7999999999999999,0.8915662650602408,0.0,0.0,0.8288288288288289,1.590684062652968,0.49818619773063744,9,1.7634039541500428,0.9588048378431417,2,4.949747468305833,0.7525126265847084,5.5,3.2727272727272725,0.7387563132923542,4,12.0,12.0,11.313708498984761,2,1.0,1.0,0.0,3,3.75,4
raw,gaus6,2815847986.3262916,0.6555608872990599,571.5885150189313,-31.782112628219252,722,127,40678.99249016834,,False,15.148331156316312,446614.21105687274,0.015386761910380773,2.584991553943072e-07,0.2213766649369915,73.9342744046755,,,,[],[],11,79566.7323757009,9079.903549441206,174434.8098198627,"[47, 103, 159, 215, 272, 323, 407, 454, 546, 596, 680]","[174434.8098198627, 13799.202197283967, 37329.41414742326, 47233.20877712762, 95158.37071777822, 58914.001849348366, 21699.552309767543, 163228.7112656177, 83418.22446935606, 9079.903549441206, 170938.65702970308]","[0, 97, 114, 169, 169, 308, 390, 390, 502, 585, 611]","[611, 169, 169, 255, 390, 390, 419, 611, 611, 611, 721]",2167323784017.2507,152003.36947651347,-152003.36947651347,0.0,,,,CWT,inu.32000013025079,2166903988385.2507,,0.0,-97.5,92.0,0.0,-88.5,,150597.36947651347,78931.62557958439,809818.0561327098,78931.62557958438,,0.0,78931.62557958439,,,9078.903549441206,0.0,-88.5,173029.8098198627,150597.36947651347,,660.0657255953245,0.1001925393640676,0.8018171453849121,0.8719105206241473,0.03860501398059091,0.8281793229643185,0.6585925451758565,0.036226979001361834,,0.13723693956130248,0.4612922131523335,0.4612922131523335,0.4612922131523331,,0.002366679885398521,0.9490922482653004,0.19325789326136966,,,,,0.33333333333333326,,0.03458771630242573,0.19047619047619044,0.7741935483870968,0.12495905905077422,0.12495905905077422,0.5333333333333332,1.4324369400693762,0.45351306369027333,5,1.5756053551991516,0.8343119426166213,3,0,0.34154804574030706,0.5566141827436054,5,0,0.4765034380707508,0.839913331032418,3,1.1547005383792515,0.8845299461620748,4.0,3.75,0.7422649730810373,2,gaus,0.6875,1.0,0.21875,1,1.75,0.10245236317983256,0.8104035123720281,0.8729255889887211,0.04572180895414653,0.826476793248945,0.570673615936999,0.04418441923806701,,0.13723693956130245,0.5028613968650469,0.5028613968650469,0.5028613968650465,,0.0042965117900550685,0.9490922482653004,0.20964457867314987,,,,,0.8333333333333333,,0.035204910047580945,0.04444444444444451,0.28915662650602403,0.12576016974229792,0.12576016974229792,0.21621621621621628,1.5531062150035189,0.486417195023615,10,1.5528354467182048,0.8443137122290062,5,3.5355339059327378,0.8232233047033631,7.5,6.666666666666666,0.7241116523516815,5,10.4375,11.0,5.921359641163506,16,0.8697916666666666,0.523379194513882,0.23413207497916871,2,4.25,5
smoothed,gaus2,7816844319.904508,0.6546884201801645,717.7845325447408,-38.385003168279056,722,127,83734.58715631526,,False,14.858001166518164,784529.3064023744,0.01806577418132269,1.985137084296635e-06,0.18373343194409106,70315.48863408575,,,,[],[],8,98824.20155060262,17239.627524591328,281788.77389416297,"[49, 214, 271, 323, 455, 548, 601, 675]","[281788.77389416297, 25682.334524788617, 32957.55851941786, 40023.65541942757, 102500.85945426182, 17239.627524591328, 26972.929704644062, 263427.8733635267]","[0, 197, 255, 308, 363, 501, 363, 363]","[363, 363, 363, 363, 501, 556, 611, 721]",8563621196700.0625,246714.8467523564,-246714.8467523564,0.0,,,,CWT,inu.32000013025079,8563249076313.982,,0.0,-69.0,65.0,0.0,-60.0,,245408.8467523564,98421.24538621906,761177.8124048209,98421.24538621906,,0.0,98421.24538621906,,,17237.227524591326,0.0,-69.0,280482.77389416297,245408.8467523564,,69614.28863408575,0.5295167589218448,0.3894810258791755,0.6180216636444942,0.2599131295185617,0.8124120956399437,0.4850890890785171,0.13764635240857076,,0.48998633470012454,0.9258051365336677,0.9258051365336677,0.9258051365336675,,0.5972709528403612,0.8932581332508847,0.8449681552527999,,,,,0.4999999999999999,,0.2449566746810066,0.09375,0.13043478260869565,0.32085796998859384,0.32085796998859384,0.411764705882353,2.703562088735642,0.8550120127575048,2,1.4055700546363994,0.7770169178140033,5,0,0.5446800777710299,0.8680755719370263,2,0,0.4617257307273012,0.8567866754270508,4,1.5,0.85,3.25,2.7586206896551726,0.7625,2,gaus,1.0,1.0,0.0,1,1.75,0.5295167589218448,0.37568592024538117,0.5880159579650073,0.2599131295185617,0.8124120956399439,0.4850890890785171,0.13764635240857076,,0.4507540845734671,0.8697935695488833,0.8697935695488833,0.869793569548883,,0.5972709528403612,0.8709083310445076,0.8449681552527997,,,,,0.08333333333333331,,0.24495667468100657,0.6777777777777778,0.7590361445783131,0.3201341631999707,0.3201341631999707,0.7297297297297298,2.648106831670248,0.8293603391323728,3,1.3822901384163793,0.7515841556878582,10,4.949747468305833,0.7525126265847084,6.5,4.615384615384615,0.7137563132923542,6,10.4375,11.0,5.921359641163506,16,0.8697916666666666,0.523379194513882,0.23413207497916871,2,5.0,6
raw,mexh,15631779292.225801,0.6077169716666303,943.5350856171337,-40.92016592218866,722,127,128701.45198508647,,False,15.023747764093653,1177592.7656536857,0.014643383468160262,2.8006252917321376e-08,0.12421379510457901,117160.50842349514,,,,[],[],7,105972.27292951368,14722.344880895223,306912.32236147264,"[71, 270, 322, 455, 550, 601, 650]","[306912.32236147264, 22152.962036871002, 31298.836977075458, 40821.78029404285, 14722.344880895223, 27615.49672772421, 298282.1672285144]","[0, 257, 308, 363, 363, 363, 363]","[363, 363, 363, 500, 556, 611, 721]",17737627602084.875,280292.8619685245,-280292.8619685245,0.0,,,,CWT,inu.32000013025079,17737207806452.875,,0.0,-99.5,96.0,0.0,-99.5,,278886.8619685245,105337.16613339717,676389.9105065957,105337.16613339719,,0.0,105337.16613339717,,,14721.344880895223,0.0,-95.0,305507.32236147264,278886.8619685245,,116426.50842349514,0.9796178499253981,0.17294465608517184,0.7486764658373772,0.5931338054479475,0.025434583714546655,0.4014824900362932,0.24052182626555174,,0.3540709489147432,1.0,1.0,0.9999999999999999,,1.0,0.7346209731846078,1.0,,,,,0.7777777777777777,,0.5484728110447913,0.0,0.3548387096774194,0.38820768625735225,0.38820768625735225,0.04444444444444445,3.158535122259805,1.0,1,1.3355328442779415,0.7071891435638039,7,0,0.6136172169684637,1.0,1,0,0.45168738247318385,0.7961710738843314,4,2.8722813232690143,0.7127718676730985,3.25,1.671641791044776,0.6938859338365493,3,mexh,0.375,,,2,2.75,0.9755388637242004,0.20877722452455827,0.7506681248717058,0.5946246810163129,0.05520393811533031,0.34976702578339514,0.24636144465016424,,0.35407094891474317,1.0,1.0,1.0,,0.9998344028090097,0.7346209731846078,0.992927644053393,,,,,0.9444444444444444,,0.5457931689396311,0.0,0.13253012048192764,0.38876778960863045,0.38876778960863045,0.018018018018018056,3.19295088844077,1.0,1,1.3511073601955603,0.7346293345618491,12,7.7781745930520225,0.6110912703473989,6.5,1.8461538461538463,0.6430456351736995,8,9.5,9.5,2.1213203435596424,2,0.7916666666666666,0.18749999999999997,0.38958333333333334,1,6.25,7
raw,gaus1,25035022695.104736,0.6062010600475495,668.1701853829477,-43.433199185852786,722,127,130741.51946758345,,False,14.26687374941743,3895048.7618213706,0.022517666956476487,2.5410010039890696e-07,0.0012677436830254502,1.0,,,,[],[],5,56955.82802469995,31530.67114806109,154595.0089018275,"[166, 220, 276, 331, 497]","[32849.83628507295, 154595.0089018275, 31530.67114806109, 34070.51897009593, 31733.10481844226]","[3, 3, 259, 317, 3]","[201, 425, 425, 425, 516]",31418537179108.7,578438.862855234,-578438.862855234,0.0,,,,CWT,inu.32000013025079,31418117383476.7,,0.0,-96.0,98.0,0.0,-100.5,,577032.862855234,56320.72122858345,219363.14012349973,56320.72122858344,,0.0,56320.72122858345,,,31529.67114806109,0.0,-100.5,153190.0089018275,577032.862855234,,733.0,1.0,0.0,0.0,1.0,0.0,0.07614559833363344,1.0,,1.0,0.0,0.0,0.0,,0.0029952010753806838,0.0,0.07244038632891175,,,,,0.9999999999999999,,0.9999999999999999,0.33333333333333326,0.0,1.0,1.0,0.0,1.6710511270354793,0.5290589030524724,4,1.2304582393334536,0.6515502124814523,8,0,0.3863406371955448,0.6296117946367864,4,0,0.43944937119051913,0.774599626544409,6,1.9148542155126762,0.8085145784487324,5.5,5.052631578947369,0.6292572892243662,6,gaus,0.6875,1.0,0.21875,1,4.75,0.9957741012918404,0.04332547840120904,0.007924681789011068,0.9973630530739024,0.030766526019690876,0.0702405663526458,0.9979664904322358,,1.0,0.07716462380460853,0.07716462380460853,0.07716462380460837,,0.004923712834085643,0.0,0.09234029222127854,,,,,1.0,,0.9944235799202107,0.07777777777777783,0.0,1.0,1.0,0.0,1.7230697316897128,0.539648053444113,7,1.2669608179815632,0.6888768502415787,15,5.656854249492381,0.717157287525381,11.0,9.545454545454547,0.5835786437626904,12,10.4375,11.0,5.921359641163506,16,0.8697916666666666,0.523379194513882,0.23413207497916871,2,9.5,8
raw,gaus5,3297723203.8290954,0.6488865138395097,559.1467805054635,-32.99109033309341,722,127,44727.90485541206,,False,15.027370324803364,540426.5029192116,0.015857504954390075,1.517371242777366e-07,-0.02147456075466,1.0,,,,[],[],11,63447.33131721367,7252.673818069088,223989.51003738816,"[55, 109, 166, 220, 276, 332, 382, 470, 553, 607, 665]","[16738.6281786541, 223989.51003738816, 33288.824626106536, 44142.16470379011, 24938.217315147824, 83948.38303636675, 18130.713796881144, 170163.19794075942, 52162.49481857476, 23165.83621761263, 7252.673818069088]","[3, 3, 147, 201, 201, 201, 372, 426, 531, 593, 643]","[63, 643, 426, 258, 287, 426, 426, 643, 643, 643, 669]",2836415177508.7827,217231.416876715,-217231.416876715,0.0,,,,CWT,inu.32000013025079,2835995381876.7827,,0.0,-97.5,92.0,0.0,-97.5,,215825.416876715,62812.22452109717,632504.6444893504,62812.22452109718,,0.0,62812.22452109717,,,7251.673818069088,0.0,-97.5,222584.51003738816,215825.416876715,,733.0,0.1406448970313246,0.718616402916727,0.7522597913272719,0.05945513213602249,0.7161939615736507,0.015965457935768645,0.062445761641423285,,0.06701812373515241,0.13243521240921763,0.13243521240921763,0.13243521240921804,,0.0029952010753806838,0.6640801670015689,0.49502883147800525,,,,,0.33333333333333326,,0.05667052843976588,0.19047619047619044,0.1935483870967742,0.2588062947044498,0.2588062947044498,0.1333333333333333,1.0506094679252784,0.3326255454691951,9,1.1970628450514178,0.6338667385163795,9,0,0.21795730875757557,0.35520077131208866,10,0,0.3522259149374556,0.6208543692545897,9,0.5,0.95,9.25,9.230769230769232,0.5125,9,gaus,0.6875,1.0,0.21875,1,7.0,0.14261314428349564,0.730807481874613,0.7542230536473465,0.06636039420788556,0.7188818565400842,0.01853434427182843,0.07013140495542593,,0.0670181237351524,0.19938052286978547,0.19938052286978547,0.1993805228697857,,0.004923712834085643,0.6640801670015689,0.5026403992143214,,,,,0.8333333333333333,,0.0571460496447462,0.04444444444444451,0.07228915662650598,0.25948486661350617,0.25948486661350617,0.05405405405405411,1.2735545229473555,0.39886442586947424,15,1.214579198644368,0.6603957129976916,17,1.4142135623730951,0.9292893218813453,16.0,15.9375,0.5646446609406726,14,10.4375,11.0,5.921359641163506,16,0.8697916666666666,0.523379194513882,0.23413207497916871,2,11.0,9
raw,gaus7,2716233965.1749244,0.6641546884201802,575.3088546573438,-31.56619935317356,722,127,38953.87951554915,,False,15.207232811994965,450447.8932205168,0.016250226127345474,1.6051597671638523e-07,-0.026601291056110452,2987.722322192774,,,,[],[],11,67416.28504315398,6580.375777688605,202855.80896017895,"[28, 82, 166, 249, 304, 355, 410, 470, 553, 607, 665]","[6580.375777688605, 172930.43017576588, 45249.7532842173, 46678.66576370783, 55343.07327826724, 94091.86257376382, 12507.443620689475, 202855.80896017895, 67210.10757280124, 25947.121252575565, 12184.49321503796]","[2, 2, 146, 201, 201, 201, 394, 2, 531, 592, 644]","[31, 426, 201, 258, 317, 426, 426, 644, 644, 644, 669]",2042622918417.0896,183366.29807072878,-183366.29807072878,0.0,,,,CWT,inu.32000013025079,2042203122785.0896,,0.0,-97.5,92.0,0.0,-97.5,,181960.29807072878,66781.17824703747,676163.1354746938,66781.17824703747,,0.0,66781.17824703747,,,6579.375777688605,0.0,-97.5,201450.80896017895,181960.29807072878,,2253.722322192774,0.08295707443655728,0.8166760999546401,0.9301742244247444,0.03429484397079665,0.9723696248856368,0.002399227206220156,0.03729842153159188,,0.04118230710671511,0.2134070930433134,0.2134070930433134,0.21340709304331346,,0.01610023586703095,0.7342564569124207,0.36633192131480197,,,,,0.33333333333333326,,0.030472066609127275,0.19047619047619044,0.1935483870967742,0.18931544348435714,0.18931544348435714,0.1333333333333333,1.0521300513737264,0.3331069659345658,8,1.4019542259509012,0.7423604837677363,5,0,0.21842045701059876,0.35595555497886927,9,0,0.41088135948716975,0.7242439481722194,8,1.7320508075688772,0.8267949192431123,7.5,7.128712871287129,0.5383974596215562,7,gaus,0.6875,1.0,0.21875,1,5.5,0.08534112976626373,0.8246186956264809,0.9307275714768493,0.04145536736652059,0.9650140646976094,0.006878363839344592,0.045244754662884606,,0.04118230710671514,0.27410423879599954,0.27410423879599954,0.2741042387959995,,0.018001221809738968,0.7342564569124207,0.3776858326241099,,,,,0.8333333333333333,,0.031115664353143377,0.04444444444444451,0.07228915662650598,0.1900576351182404,0.1900576351182404,0.05405405405405411,1.271418653196656,0.3981954930154076,16,1.413319899007388,0.7684557774746619,9,4.949747468305833,0.7525126265847084,12.5,11.52,0.5637563132923542,15,10.4375,11.0,5.921359641163506,16,0.8697916666666666,0.523379194513882,0.23413207497916871,2,11.75,10
