signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,max_autocorrelation_diff,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
raw,gaus8,21.945894203865425,0.6700612776225553,573.8556607134656,-29.334186643880926,992,127,34530.37587499544,,False,"[21, 58, 91, 129, 166, 215, 262, 295, 331, 390, 435, 500, 546, 611, 644, 699, 740, 774, 828, 886, 926, 974]","[136206.66469654342, 508.61372139912964, 75618.97428495358, 8959.376175999685, 97935.02406913777, 67639.44927484897, 14372.79761932895, 4970.405684806241, 74530.08096799845, 55873.07092737253, 44135.278243959736, 48764.93250449758, 27222.08139506319, 55686.87266556578, 620.7769763476244, 93811.38084910126, 2238.621626627504, 52852.98304770739, 29748.12871514928, 62541.32917042696, 30876.093032439618, 108873.38908727319]",22,15.673810060031416,418052.1684982604,0.016429394346494097,1.99351950851805e-07,0.374910679127753,19,72139.58720822065,508.11655660241377,188536.9445654062,"[21, 91, 150, 215, 262, 295, 332, 368, 435, 490, 546, 592, 656, 699, 763, 809, 873, 926, 974]","[188536.9445654062, 88730.03423965488, 28819.913202845528, 144217.31877875092, 14372.79761932895, 40121.324247348006, 508.11655660241377, 110985.35738725145, 101412.20294090925, 23974.930927853216, 76963.25872084222, 21862.20980250438, 24363.855086428834, 160487.58225482388, 59914.11856056687, 40081.31264086577, 94106.8835195934, 41396.093117466145, 109797.90278714985]","[0, 60, 141, 166, 248, 277, 331, 331, 390, 469, 500, 582, 611, 166, 723, 723, 723, 723, 166]","[166, 166, 166, 331, 331, 331, 333, 390, 611, 500, 611, 611, 665, 723, 774, 828, 886, 937, 991]",0.05,30,2110715632702.729,141796.3911625049,-141796.3911625049,CWT,mdp.39015056038386,0.0,-8.0,,306.11655660241377,186973.9445654062,70947.17811731156,140229.3911625049,0.0,70947.17811731156,1344419.1569561923,70947.17811731156,0.0,140229.3911625049,0.0,-12.5,0.0,1.0,3.0,0.08576977834886484,0.8442046289392977,0.6693617707425596,0.8439453681592177,0.30298822483892507,0.798445146167966,0.03562622923769795,,0.12032415551672482,0.9502112139159515,0.9502112139159515,0.9502112139159518,0.9784383701679022,0.3552728247533261,0.6666666666666666,,0.1,0.4761904761904761,0.12098317086753868,0.12098317086753868,0.4666666666666666,2.024155252606051,0.8061189984936152,3,1.7437311204169623,0.7938317233699672,3,0,0,0.5213465952870577,0.8800931378477354,2,1,0.125,0.5052273066335042,0.851715957751275,3,0.5,0.9583333333333334,2.75,2.666666666666667,0.8645833333333334,1,gaus,6.25,6.0,3.5757117173668083,8,0.5208333333333334,1.0,0.33541666666666664,1,1.0,1
raw,gaus6,22.044620848035816,0.6683150241300483,583.2347330144204,-30.43551119462387,992,127,38989.58480690388,,False,"[23, 90, 129, 166, 215, 262, 295, 334, 390, 434, 500, 546, 611, 656, 699, 740, 774, 828, 886, 926, 974]","[155527.43704489522, 65116.87393685346, 3840.345881617992, 112660.9097401145, 63589.48372890865, 12755.888694756886, 5739.457244875804, 77656.3593056467, 52313.383891381156, 47931.143730371725, 41221.29447728518, 20438.63146306827, 57688.84423993367, 20446.980269844687, 97613.46874449258, 803.6067192618265, 62340.50701048531, 33304.70769441555, 42426.03677410739, 39249.22362593304, 109185.46472120385]",21,15.611771803514186,455766.2483564219,0.01357108356813476,2.3592234717068045e-07,0.3198213538156455,19,68082.37257665128,346.4799278779392,200454.4672282729,"[23, 90, 150, 215, 262, 295, 332, 368, 434, 490, 546, 594, 656, 699, 740, 809, 873, 926, 974]","[200454.4672282729, 65116.87393685346, 23920.09059561872, 142538.11360631176, 12755.888694756886, 31296.509393850945, 346.4799278779392, 98149.22731082927, 106322.21963715943, 20516.815251506505, 62611.200072499036, 20519.887325211817, 21065.978599303937, 160332.97020225564, 59242.60813667748, 33304.70769441555, 80822.9274791707, 39249.22362593304, 114998.8902378695]","[0, 60, 141, 166, 247, 277, 331, 334, 334, 469, 500, 582, 611, 166, 723, 774, 774, 774, 166]","[166, 166, 166, 334, 334, 334, 334, 390, 611, 500, 611, 611, 665, 774, 774, 828, 886, 937, 991]",0.05,30,2716689838925.5576,156540.13386370416,-156540.13386370416,CWT,mdp.39015056038386,0.0,-8.0,,144.4799278779392,198891.4672282729,66889.96348574219,154973.13386370416,0.0,66889.96348574219,1267332.0789563744,66889.9634857422,0.0,154973.13386370416,0.0,-12.5,0.0,1.0,3.0,0.15600283571719442,0.759286488218697,0.636709883461058,0.8524165978621714,0.2907687180626529,0.6743263425481821,0.05404601278500791,,0.04216256939088353,0.8499524762333889,0.8499524762333889,0.8499524762333894,0.8752013272277895,0.4188823928533985,0.6666666666666666,,0.1,0.4761904761904761,0.15233122460583604,0.15233122460583604,0.4666666666666666,1.9031993969292913,0.7579483786191995,4,1.6545924136663284,0.75325142267435,4,0,0,0.4916908314089766,0.8300307906056648,6,1,0.125,0.48282955409356626,0.8139576596435529,4,1.0,0.9166666666666666,4.5,4.363636363636364,0.7708333333333333,3,gaus,6.25,6.0,3.5757117173668083,8,0.5208333333333334,1.0,0.33541666666666664,1,2.5,2
raw,morl,21.741574483237994,0.6731727838455677,550.3587331777519,-27.643614602864602,992,127,29084.715725313123,,False,"[22, 58, 92, 125, 165, 215, 277, 331, 368, 402, 435, 468, 501, 545, 610, 666, 699, 739, 773, 809, 843, 886, 938, 981]","[119769.5596443503, 61620.38274388942, 64747.463597405986, 12209.654749610898, 68486.49366044065, 54447.250637372024, 45678.96869214818, 61694.78817333764, 67478.30015086032, 2026.738363500419, 40809.86980821679, 1882.6765867007744, 54203.65950943079, 32212.449554972984, 48461.43311280399, 20860.58557989505, 82481.83130672011, 2183.929914008392, 44275.607429974494, 23106.442892322986, 27782.169923849782, 66407.54487864157, 35503.25935707751, 99219.53845069354]",24,15.778997897139309,345108.28991984297,0.02092553438396862,2.2235412134880795e-08,0.46436949267707534,21,66035.82006498131,1841.793307259617,163049.74579247352,"[22, 92, 147, 182, 215, 265, 299, 332, 368, 401, 435, 489, 545, 593, 657, 699, 764, 809, 861, 926, 981]","[163049.74579247352, 133456.5177432927, 1841.793307259617, 2645.549122282844, 119200.45748431968, 28305.115408782563, 5498.0032151481, 2415.8171099618266, 129317.70608055984, 2026.738363500419, 97430.0093818477, 31589.66338934782, 82152.5084161698, 27454.561559829475, 36788.286589221236, 151379.9292456316, 61640.864620852204, 46009.58323581904, 105223.04314527809, 54264.073883558245, 105062.25426947122]","[0, 58, 118, 165, 165, 247, 298, 331, 165, 391, 391, 470, 501, 582, 610, 165, 721, 721, 721, 886, 721]","[721, 165, 148, 183, 331, 331, 331, 333, 391, 402, 501, 501, 610, 610, 666, 721, 773, 828, 886, 938, 991]",0.05,30,1434013146892.9463,121806.93306192645,-121806.93306192645,CWT,mdp.39015056038386,0.0,-7.0,,1639.793307259617,161486.74579247352,64843.41097407222,120239.93306192645,0.0,64843.41097407222,1360519.2213646073,64843.41097407222,0.0,120239.93306192645,0.0,-11.5,0.0,11.0,1.0,0.0,0.9745569709264919,0.7247240841511898,0.82641373522646,0.32476116418573636,1.0,0.0,,0.7652416536923167,0.7993796596452405,0.7993796596452405,0.7993796596452407,1.0,0.21923534851856635,0.0,,0.30000000000000004,0.5714285714285714,0.07848170977751262,0.07848170977751262,0.8,1.8371674051015567,0.7316511649780126,5,1.8902075579190143,0.8605149645267477,2,0,0,0.5175839976775167,0.8737414394448408,3,1,0.125,0.5438151363556969,0.9167676085980523,2,1.4142135623730951,0.882148869802242,3.0,2.608695652173913,0.8160744349011211,2,morl,2.0,2.0,,1,0.16666666666666666,,,4,2.5,3
raw,gaus4,22.186842116978386,0.6706010287020574,572.6878505003804,-31.85638978370301,992,127,45313.52574385467,,False,"[34, 79, 119, 166, 215, 262, 334, 390, 434, 501, 566, 609, 656, 699, 774, 827, 873, 920, 955]","[180309.80800197477, 51674.43730988096, 2440.802159000261, 112192.58407940084, 50444.25062989636, 11625.495553470591, 81505.02552183911, 53013.13570334074, 49627.96731398691, 34209.23617482917, 15947.726648355425, 59522.294148642504, 17829.68338683301, 92728.00062904619, 70453.21429388154, 25668.76453060892, 63287.51630676905, 1543.6265200586786, 128661.54886004807]",19,15.43959634805311,505631.6468823554,0.01220442660715041,2.6888511275439377e-07,0.25668120730355637,20,59081.59295181701,144.71143955070875,223714.2538620609,"[34, 79, 117, 150, 215, 262, 308, 368, 434, 490, 543, 593, 656, 699, 739, 781, 820, 873, 920, 955]","[223714.2538620609, 51674.43730988096, 144.71143955070875, 15532.828079555547, 132525.7169433272, 11625.495553470591, 9813.76532250132, 83167.42380979958, 110574.46298443232, 15920.620253573707, 47105.01049364044, 19431.48630381333, 17829.68338683301, 163529.00475675572, 48552.2926015058, 382.47492104756384, 25668.76453060892, 64416.286711170746, 1543.6265200586786, 138479.51325275312]","[0, 60, 116, 141, 166, 247, 304, 334, 334, 469, 501, 582, 609, 166, 723, 774, 774, 774, 166, 166]","[166, 166, 166, 166, 334, 334, 334, 390, 609, 609, 609, 609, 665, 774, 774, 782, 827, 886, 922, 991]",0.05,30,3765628669646.658,185420.8282067244,-185420.8282067244,CWT,mdp.39015056038386,0.0,-3.0,,57.28856044929125,222151.2538620609,57889.18386090792,183853.8282067244,0.0,57889.18386090792,1155398.8590363401,57896.82226384289,0.0,183853.8282067244,0.0,-12.0,0.0,0.0,2.0,0.25560563823237226,0.6497289850349938,0.5460907416611124,0.8646198794381027,0.30676516329704506,0.5320686655652334,0.0784005734902527,,0.0,0.6275321989517421,0.6275321989517421,0.6277209532341044,0.7252974142615081,0.5430310958791658,0.33333333333333337,,0.2,0.9523809523809523,0.2137371767180291,0.2137371767180291,0.4333333333333333,1.6197328263369204,0.6450579332355545,8,1.538768153981328,0.7005225526110523,5,0,0,0.45813631948016154,0.7733869073246776,8,1,0.125,0.45564709238844464,0.7681332631763813,5,1.7320508075688772,0.8556624327025936,6.5,6.153846153846153,0.6569978830179635,4,gaus,6.25,6.0,3.5757117173668083,8,0.5208333333333334,1.0,0.33541666666666664,1,3.25,4
raw,gaus2,22.690665038914737,0.6578136906273813,589.3464680301851,-34.96903993080457,992,127,61046.476536201175,,False,"[38, 79, 121, 166, 215, 251, 289, 333, 390, 434, 501, 535, 568, 609, 658, 700, 740, 774, 820, 874, 919, 953]","[52420.96860451432, 228705.73308484507, 643.1877326420799, 32317.88473682488, 73982.87217185885, 5385.067134745776, 3642.3654723998934, 76441.89437428198, 51953.36780466612, 40487.27615053163, 33417.6951156409, 4130.217660631435, 14049.188657711207, 56733.242651961424, 13631.12483803673, 98943.64826453826, 22914.9798595235, 19070.4795323743, 16549.965269879154, 50947.1255328634, 174980.27239516185, 34996.057558782035]",22,15.204293969524004,648059.8301158923,0.01528022985141485,2.8872176409512175e-07,0.18665678281802922,20,57860.537115075604,554.7142611373056,263246.7744901154,"[38, 79, 121, 156, 215, 251, 289, 323, 369, 434, 490, 543, 593, 658, 700, 740, 820, 874, 919, 953]","[52420.96860451432, 263246.7744901154, 643.1877326420799, 597.7695594622164, 111111.2473970105, 5385.067134745776, 16289.630015735698, 554.7142611373056, 68403.51922618087, 98257.76657544564, 11881.934427003835, 33988.53801486751, 18024.980304347533, 13631.12483803673, 120747.62718747041, 43792.669330897625, 16549.965269879154, 50947.1255328634, 195740.074840374, 34996.057558782035]","[0, 0, 119, 155, 166, 247, 277, 322, 333, 333, 469, 501, 582, 609, 333, 723, 774, 333, 333, 940]","[57, 333, 166, 166, 333, 333, 333, 333, 390, 609, 609, 609, 609, 665, 774, 774, 826, 886, 991, 991]",0.05,30,7716086042889.723,233235.1179104344,-233235.1179104344,CWT,mdp.39015056038386,0.0,-3.0,,352.7142611373056,261683.7744901154,56668.128024166515,231668.1179104344,0.0,56668.128024166515,1130977.742301512,56669.67744963991,0.0,231668.1179104344,0.0,-12.0,0.0,-7.5,2.0,0.5034014361967158,0.4097266505485244,0.4222467271429454,0.907850354222296,0.2172850477671629,0.3743003911841828,0.14796335524351387,,0.14285710813403568,0.5973584152236023,0.5973584152236023,0.5973967034228234,0.6925920122354394,0.7540352310668441,0.33333333333333337,,0.2,0.9523809523809523,0.31539962115071024,0.31539962115071024,0.1833333333333333,1.71520275795074,0.6830787943131333,7,1.3577244795486938,0.6181026138961183,7,0,0,0.47345372888794884,0.799244459730818,7,1,0.125,0.41986056604362026,0.7078040704344623,9,1.0,0.9166666666666666,7.5,7.411764705882353,0.6458333333333333,5,gaus,6.25,6.0,3.5757117173668083,8,0.5208333333333334,1.0,0.33541666666666664,1,4.0,5
raw,mexh,23.29384410329163,0.6267621285242571,675.241538887813,-37.70554031081135,992,127,89945.47436247508,,False,"[48, 90, 124, 157, 215, 250, 287, 333, 391, 435, 500, 565, 610, 657, 699, 764, 804, 839, 873, 918, 952]","[17877.98079686414, 288921.2276399611, 5723.782313312753, 785.72871758361, 45964.915418288176, 9137.124994956379, 2557.181555240979, 53101.19483404554, 44032.53769656079, 24822.029898188634, 27311.26475993672, 13157.08100835214, 42222.425696996914, 11520.11852498064, 74659.85558370623, 25436.996612737923, 2758.2180485065473, 999.7167515038745, 231380.31843558786, 31302.722139523103, 8929.82055408979]",21,15.26027277847908,968545.300439232,0.017200674177456892,2.455024647230468e-08,0.12965368138867908,21,46642.25895043059,664.9475712987369,309329.31828943925,"[48, 90, 124, 157, 215, 250, 287, 321, 368, 435, 489, 530, 593, 657, 699, 764, 804, 839, 873, 918, 952]","[17877.98079686414, 309329.31828943925, 5723.782313312753, 785.72871758361, 45964.915418288176, 9137.124994956379, 2557.181555240979, 664.9475712987369, 53373.98571638549, 67225.97489744259, 15547.942855680521, 15193.20566885157, 17649.17008282712, 11520.11852498064, 74659.85558370623, 25436.996612737923, 2758.2180485065473, 999.7167515038745, 262848.7308658229, 31302.722139523103, 8929.82055408979]","[0, 0, 123, 156, 167, 247, 285, 320, 333, 333, 473, 525, 580, 333, 333, 721, 333, 333, 333, 886, 942]","[55, 333, 333, 167, 333, 333, 333, 333, 391, 610, 610, 610, 610, 663, 721, 772, 805, 840, 991, 991, 991]",0.05,30,14467749277672.94,290059.1590124188,-290059.1590124188,CWT,mdp.39015056038386,0.0,-7.0,,462.9475712987369,307766.31828943925,45449.8498595215,288492.1590124188,0.0,45449.8498595215,953254.4379590424,45449.84985952149,0.0,288492.1590124188,0.0,-8.5,0.0,17.0,1.0,0.9585640005018784,0.1987275184628623,0.45170941456786107,0.9596060727447508,0.0,0.24586976125825855,0.30449038747167123,,0.19616192174040037,0.3201410358403213,0.3201410358403213,0.3201410358403211,0.4545802873403073,0.9999999999999999,0.0,,0.9000000000000001,0.5714285714285714,0.43621854279041916,0.43621854279041916,1.0,1.5958959267075874,0.6355648977425252,9,1.3326075143765588,0.6066681424257395,9,0,0,0.49625258113425663,0.8377315498819139,5,1,0.125,0.43931673642961183,0.7406034274306145,6,2.0615528128088303,0.8282039322659308,7.25,6.792452830188679,0.6120186327996321,6,mexh,6.0,6.0,,1,0.5,,,3,5.25,6
raw,gaus7,22.013633523974743,0.6570437515875032,577.5511523652198,-30.144258763216826,992,127,35473.785398259846,,False,"[6, 107, 175, 270, 343, 415, 494, 550, 647, 713, 768, 838, 913, 988]","[16442.57670593451, 151193.70392911017, 101673.76717209195, 70776.2850631948, 65445.45523670633, 47113.22004550231, 44760.735134082446, 27035.71475429547, 29464.427336349298, 106521.22653615673, 48384.203446827174, 33807.71862641038, 69859.19666390386, 2327.2689679123287]",14,15.64630214201687,451280.6538768236,0.014541419070790542,1.7205431375749612e-07,0.020525983833210207,18,74154.41201110077,2327.2689679123287,253226.26075764088,"[51, 107, 160, 218, 270, 326, 383, 438, 494, 550, 606, 662, 713, 768, 824, 879, 933, 988]","[72016.12942412801, 253226.26075764088, 11832.278175949104, 31860.00573234199, 139742.4632220071, 5045.216696237785, 122781.71278726305, 56421.46011840858, 93543.46591903837, 27035.71475429547, 66914.30348872504, 29464.427336349298, 180004.96446864255, 61077.685408029174, 36673.017523834555, 86186.56707575862, 58626.474343251786, 2327.2689679123287]","[6, 6, 156, 175, 175, 323, 343, 415, 415, 509, 509, 647, 175, 733, 786, 838, 913, 6]","[65, 175, 175, 229, 343, 343, 674, 449, 674, 571, 674, 674, 913, 838, 838, 913, 944, 991]",0.05,20,2515935284171.843,197201.85207675604,-197201.85207675604,CWT,mdp.39015056038386,0.0,-13.0,,2125.2689679123287,251663.26075764088,72962.00292019168,195634.85207675604,0.0,72962.00292019168,1308546.4161998138,72962.00292019168,10.0,195634.85207675604,0.0,-13.0,0.0,-13.0,4.0,0.10062858765361304,0.7817436421419035,0.6548838423031894,0.8497577336598375,0.21189735614307925,0.0,0.05185522144909445,,1.0,0.9999999999999999,0.9999999999999999,1.0,0.9303966519715721,0.7005509148465279,1.0,,0.0,0.0,0.23878591616326345,0.23878591616326345,0.0,2.5109881498743554,1.0,1,1.357056580599609,0.6177985536155045,8,0,0,0.5923766165953855,1.0,1,1,0.125,0.37243091190724537,0.6278468061136755,10,4.69041575982343,0.6091320200147141,5.0,1.797752808988764,0.5962326766740237,7,gaus,6.25,6.0,3.5757117173668083,8,0.5208333333333334,1.0,0.33541666666666664,1,5.5,7
raw,fbsp,17.85002470984713,0.7233696342392685,968.5006258359489,-35.20948087808137,992,127,69319.8014200082,-2593712.3198960377,True,"[6, 41, 92, 127, 175, 215, 268, 333, 366, 401, 435, 492, 547, 590, 624, 668, 704, 766, 807, 841, 875, 917, 950, 986]","[12740.44696190185, 12647.589841538604, 68550.31648054022, 2706.65063861799, 5187.835968128158, 82738.78466616814, 33834.59449510875, 3607.405184983545, 32183.619891276445, 2482.404008611127, 45306.504029384494, 35099.396806841105, 30389.895728949494, 5147.772079621236, 16080.936445816053, 11.50268518741359, 121354.3499045599, 36255.75565380314, 3123.5448857171577, 5250.710787749515, 66155.34251494097, 5038.112958972793, 9580.857019432748, 7178.009759700042]",24,15.73570378445933,862991.1178346236,0.015343756456834166,1.6240356861142216e-08,0.17285527477199505,23,55362.721730899575,87.94926559713258,220948.12023421814,"[37, 79, 118, 178, 215, 264, 297, 331, 366, 402, 435, 491, 547, 590, 623, 659, 701, 738, 781, 821, 871, 921, 954]","[220948.12023421814, 74315.3497077727, 9591.81796731815, 2156.08098860868, 144689.3225437607, 16338.918933404937, 5904.821824345596, 657.0741590663238, 92295.6999123841, 87.94926559713258, 103052.88628048083, 27071.40734635535, 54015.01508222273, 26414.62598699006, 721.5036594015855, 31738.33686266638, 140620.774661926, 59267.28566212738, 5541.134430796897, 42106.833842673106, 68139.35586900084, 13875.166619320647, 133793.1179702521]","[0, 57, 116, 167, 167, 247, 296, 330, 333, 393, 333, 471, 501, 581, 611, 611, 333, 722, 774, 722, 722, 722, 333]","[333, 333, 167, 179, 333, 333, 333, 333, 393, 403, 611, 611, 611, 611, 625, 665, 722, 774, 783, 827, 887, 923, 991]",0.05,30,8172265726289.215,287523.0284870528,-287523.0284870528,CWT,mdp.39015056038386,0.0,-4.5,,114.05073440286742,219385.12023421814,54170.31263999049,285956.0284870528,0.0,54170.31263999049,1247109.5998106902,54180.23009515595,0.0,285956.0284870528,0.0,-12.0,0.0,-12.0,1.0,0.6337072617509734,0.39118733969590397,0.7019375880995692,0.4924997010982945,0.6760164407909355,0.3432049537810659,0.2529370895149834,0.0,0.02744811979297765,0.5356343409207582,0.5356343409207582,0.5358794133722319,0.8481188511229945,0.5282669061770218,0.0,,0.2,0.8095238095238094,0.4308262378914709,0.4308262378914709,0.03333333333333334,1.4585212859276617,0.5808555034402066,10,1.5309066205765602,0.6969435979557353,6,0,0,0.40962429924556876,0.6914930261762119,10,0,0.0,0.4364362968414657,0.7357475609120174,7,2.0615528128088303,0.8282039322659308,8.25,7.850467289719627,0.5703519661329655,8,fbsp,8.0,8.0,,1,0.6666666666666666,,,2,6.5,8
raw,gaus5,22.13023716217904,0.659012255524511,584.0056475834991,-31.392533012189993,992,127,40560.27993988279,,False,"[6, 52, 107, 178, 229, 270, 310, 345, 415, 449, 495, 550, 586, 624, 672, 713, 768, 801, 838, 912, 988]","[14540.201166512124, 46448.518813438284, 173975.11669997204, 89964.10923669692, 25177.23158015543, 69464.99191785554, 97.00648978969548, 61137.6001052201, 52739.24553485108, 14409.031238078278, 47227.2775679859, 32427.767257854615, 2774.5411494286564, 15543.53007581349, 60466.80053195816, 106884.42373829172, 48899.78516329097, 21936.3466738991, 53005.637129223986, 70712.95075242531, 2391.767825320363]",21,15.552248165315591,504053.35984981945,0.012619991014336807,1.7320098250802117e-07,0.02490978449658724,19,65302.580247225975,1620.7421486594103,266128.17552458873,"[52, 107, 146, 182, 218, 270, 317, 383, 438, 495, 550, 605, 662, 713, 768, 824, 880, 933, 988]","[50411.937117722366, 266128.17552458873, 2779.7449150566317, 1620.7421486594103, 27676.294976961486, 132244.20444507443, 13691.120436175253, 98011.31758458677, 49219.81181919201, 110441.55835421511, 49655.27739413545, 29392.629976338594, 29772.1785032046, 178310.25263277095, 50881.96238333213, 21936.3466738991, 80524.53245500561, 45659.169531054446, 2391.767825320363]","[6, 6, 145, 178, 178, 178, 306, 345, 415, 345, 509, 587, 647, 178, 733, 801, 838, 912, 6]","[64, 178, 178, 184, 229, 345, 345, 415, 449, 672, 672, 672, 672, 912, 912, 838, 912, 943, 991]",0.05,30,3354505203072.742,234335.00953976266,-234335.00953976266,CWT,mdp.39015056038386,0.0,-12.5,,1418.7421486594103,264565.17552458873,64110.17115631689,232768.00953976266,0.0,64110.17115631689,1214516.0246972935,64110.17115631689,0.0,232768.00953976266,0.0,-12.5,0.0,-12.5,3.0,0.18074146605884386,0.6854948767251169,0.6053814865305992,0.8597628970250979,0.22567207287269486,0.009876906107731676,0.07762972860621539,,0.6583493650601491,0.7812604066053032,0.7812604066053032,0.7812604066053033,0.8044686778272644,0.7694146585293183,0.6666666666666666,,0.1,0.047619047619047616,0.3177382038702582,0.3177382038702582,0.016666666666666677,2.0994380299511173,0.8361003336699016,2,1.3233630406652286,0.6024596056783086,10,0,0,0.5035368924937949,0.8500283069710171,4,1,0.125,0.37154420484661427,0.6263519887443957,11,4.425306015783918,0.6312244986846736,6.75,4.251207729468599,0.5343622493423368,9,gaus,6.25,6.0,3.5757117173668083,8,0.5208333333333334,1.0,0.33541666666666664,1,7.0,9
raw,gaus1,23.764608918154714,0.6340408305816612,511.7343095610131,-40.28288707245891,992,127,92576.31211876927,,False,"[6, 61, 120, 175, 271, 320, 415, 495, 588, 649, 714, 768, 824, 880, 934, 988]","[8776.581555810058, 7307.742753782368, 10637.221078186387, 67968.55313757109, 69835.9265371116, 1114.8192153604905, 43957.644160528995, 33386.215695486084, 13730.637399338379, 74550.72775544524, 60680.9020493834, 45014.936818414484, 20633.729507543467, 14534.780560532497, 10313.356323497486, 3866.5829152618535]",16,14.402029446612477,2392585.110768224,0.022086830986995546,2.8060761955331905e-07,0.03178827674298964,19,33686.970216498805,730.8805563246133,145403.926303912,"[4, 55, 108, 160, 219, 271, 320, 383, 438, 495, 550, 605, 662, 714, 768, 824, 880, 934, 988]","[730.8805563246133, 7307.742753782368, 67968.55313757109, 18947.284786890035, 13741.08100020555, 145403.926303912, 1114.8192153604905, 59678.9072814043, 31045.750141086588, 77925.99453778945, 22734.222741163838, 13730.637399338379, 20787.065129070295, 64572.183004328566, 45014.936818414484, 20633.729507543467, 14534.780560532497, 10313.356323497486, 3866.5829152618535]","[3, 6, 6, 144, 6, 6, 319, 344, 415, 415, 510, 588, 649, 649, 733, 786, 6, 6, 6]","[6, 61, 175, 175, 228, 649, 649, 415, 448, 649, 649, 649, 672, 733, 786, 831, 889, 941, 991]",0.05,20,25995807096510.586,555219.1212288394,-555219.1212288394,CWT,mdp.39015056038386,0.0,-12.5,,528.8805563246133,143840.926303912,32494.561125589713,553652.1212288394,0.0,32494.561125589713,613819.4341134774,32494.56112558972,10.0,553652.1212288394,0.0,-8.0,0.0,-12.5,3.0,1.0,0.0,0.0,0.9999999999999999,0.050933125972006166,0.025374467994622174,1.0,,0.22804471172619226,0.0,0.0,0.0,0.0,0.12505109662395003,0.6666666666666666,,1.0,0.047619047619047616,1.0,1.0,0.016666666666666677,0.9057008665917373,0.36069499835634694,11,1.2305230375866514,0.5601942937970152,11,0,0,0.3403373491085436,0.5745286690494169,11,1,0.125,0.43322251342380413,0.7303297408820237,8,1.5,0.875,10.25,10.057142857142857,0.5104166666666667,10,gaus,6.25,6.0,3.5757117173668083,8,0.5208333333333334,1.0,0.33541666666666664,1,7.75,10
