amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_amplitudes_dtw,positive_amplitudes_euclidean,positive_amplitudes_wasserstein,positive_frequencies,positive_frequencies_dtw,positive_frequencies_euclidean,positive_frequencies_wasserstein,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,positive_amplitudes_dtw_normalized,positive_amplitudes_euclidean_normalized,positive_amplitudes_wasserstein_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,positive_frequencies_dtw_normalized,positive_frequencies_euclidean_normalized,positive_frequencies_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,smoothness_normalized,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_positive_amplitudes_dtw_normalized,across_positive_amplitudes_euclidean_normalized,across_positive_amplitudes_wasserstein_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_positive_frequencies_dtw_normalized,across_positive_frequencies_euclidean_normalized,across_positive_frequencies_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_spectral_magnitude_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
,,132769.75364244686,132582.74411863732,1072230.633109002,0.4216594863192831,,,210548.02274119822,209952.4227411982,185504.99303886897,,,inu.32000013032885,False,,-266122.1836535573,265331.38365355734,7952713567588.623,7952648751322.543,,,[],,,,[],,,,257478.71131932017,256687.91131932018,8060.795965573547,8058.9959655735465,"[0, 133]",0.0,-20.0,2,19.0,"[88, 144]",0.0,-15.5,"[257478.71131932017, 8060.795965573547]",132582.74411863732,261612.3072848937,132582.74411863735,"[201, 201]",0.0,-20.0,100,202,smoothed,6.097306989854707e-06,,,,,0.0,0.0,266122.1836535573,265331.38365355734,0.022017697749157794,mexh,2192.392732532464,9666936755.254059,13.154486838043583,-47.96699667213396,0.6460891089108911,CWT,1.0,0.0,0.43241903807418947,1.0,0.6233467510063254,0.7135264548859939,0.15639310690878896,,0.10441215514472649,,,,1.0,1.0,1.0,,,,,,1.0,1.0,0.9999999999999999,,,,,0.5,,1.0,0.0,0.0,0.7291545552909913,0.7291545552909913,0.8181818181818181,3.5866218322961783,1.0,1,1.8473794011661948,1.0,1,0.0,0.705778791707752,0.9018337792261456,2,0,0.5881537342796859,1.0,1,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,0.14285714285714285,,,2,1.25,0.7795445233621897,0.9977644414906779,0.8436829851458467,0.0,0.4312282095531794,1.0,0.6099948480164863,0.7135264548859936,0.156393106908789,,0.12087752154931142,,,,1.0,1.0,0.9999999999999999,,,,,0.0,1.0,1.0,1.0,,,,,0.15384615384615385,,1.0,0.47368421052631576,0.6206896551724139,0.7271134263324084,0.7271134263324084,0.9310344827586208,3.5842913716578155,0.9585773283049472,2,1.8600140966920549,1.0,1,0.7071067811865476,0.9646446609406726,1.5,1.3333333333333333,0.9448223304703363,1,5.5,5.5,6.363961030678928,2,0.4888888888888889,1.0,0.35777777777777775,1,1.0,1
,,54260.59750306308,53932.83083639641,382367.5940970392,0.25961709387841014,,,17799.241167613935,17581.041167613934,38035.74513473003,,,inu.32000013032885,False,,-86319.17960415584,85446.17960415584,439369369198.12524,439300344575.12524,,,[],,,,[],,,,126136.7307703836,125269.7307703836,8566.424599691505,8556.424599691505,"[0, 61, 131, 131]",0.0,-14.5,4,26.0,"[29, 74, 160, 184]",0.0,-19.0,"[126136.7307703836, 22414.70596469839, 8566.424599691505, 59924.52867747883]",53932.83083639641,207209.39001225232,53932.83083639642,"[131, 131, 167, 201]",0.0,-10.0,100,202,raw,1.471917246023256e-06,,,,,0.0,341096.24989298836,86319.17960415584,85446.17960415584,0.016843850572583176,gaus6,744.9123963657374,678475057.7729942,13.443890362034045,-34.499387388453286,0.6835643564356436,CWT,0.0652916791907505,0.8172538061834356,0.9726444426205593,0.021711637764855116,0.9999999999999999,0.5594494642902155,0.016828806900090396,,0.19738920088455297,,,,0.23268403161739162,0.23268403161739162,0.23268403161739168,,,,,0.0,0.12566315924953467,0.8395703561438745,0.4285329116293032,,,,,0.0,,0.027297845421065704,1.0,1.0,0.0921654103299265,0.0921654103299265,0.6896551724137931,1.3539617235576367,0.3411231035861752,4,1.637629136136116,0.9527347869973442,4,0.44444444444444436,0.3238105485280547,0.5020712098462021,5,0,0.4933114052785581,0.8957145182868241,5,0.5773502691896257,0.9422649730810374,4.5,4.444444444444445,0.7461324865405188,3,gaus,1.0,1.0,0.0,1,2.5,,0.06529167919075053,0.16967402668118103,0.8272659564646014,0.9726444426205592,0.022592292534842115,1.0,0.4312815113821165,0.017776437369656277,,0.14184799181043456,,,,0.2268635603134528,0.2268635603134528,0.2268635603134528,,,,,0.005779418997130095,0.07486891297695583,0.7340124528531777,0.392355769693936,,,,,0.6923076923076923,,0.027329403369050848,1.0,1.0000000000000002,0.09293658431306821,0.09293658431306821,0.6896551724137931,1.5165112678011392,0.4055734226653562,6,1.6440908327187502,0.8839131034773803,7,0.7071067811865476,0.9646446609406726,6.5,6.461538461538462,0.8198223304703363,2,11.25,11.5,5.904800307094785,16,1.0,0.9278498530442513,0.02164504408672462,3,2.25,2
,,53787.87205287689,53460.10538621022,418153.8782396554,0.2647063134783092,,,9699.18230001377,9480.98230001377,36881.90970451161,,,inu.32000013032885,False,,-79479.99013951914,78606.99013951914,396078164306.3375,396009139683.3375,,,[],,,,[],,,,116706.66673377194,115839.66673377194,9728.544217991192,9718.544217991192,"[0, 61, 131, 131]",0.0,-14.5,4,26.0,"[29, 83, 160, 187]",0.0,-28.0,"[116706.66673377194, 32195.55605647812, 9728.544217991192, 56520.72120326628]",53460.10538621022,205318.48821150756,53460.10538621021,"[131, 131, 167, 201]",0.0,-10.0,100,202,raw,1.2865571148759299e-06,,,,,0.0,341096.24989298836,79479.99013951914,78606.99013951914,0.01858265403306015,gaus8,739.2395024349075,685221487.644428,13.438227854167835,-34.05663962010682,0.6810891089108911,CWT,0.057995784445598685,0.846026559743027,0.9620510205489637,0.02244891556539002,0.9742400824317361,0.5733757996750628,0.024209746494821327,,0.26556471442311547,,,,0.22739675827032926,0.22739675827032926,0.22739675827032915,,,,,0.0,0.06028127503853642,0.8289958094497498,0.3789312831009772,,,,,0.0,,0.021648355320913623,1.0,1.0,0.068033669867467,0.068033669867467,0.06896551724137931,1.1702614296205822,0.29484083924501997,6,1.6459948906773207,0.9576017896629736,2,0.44444444444444436,0.2739540823858175,0.42476830421673795,6,0,0.4943354155578,0.8975738324323667,4,1.9148542155126762,0.8085145784487324,4.5,3.6923076923076925,0.6792572892243662,4,gaus,1.0,1.0,0.0,1,3.25,,0.057995784445598705,0.14266346198182803,0.854462331733487,0.9620510205489637,0.02332590110727009,0.9742400824317362,0.4401458985144927,0.02496710456373466,,0.1908403360863821,,,,0.22221662230355804,0.22221662230355804,0.2222166223035579,,,,,0.005779418997130095,0.035915009315006026,0.724767427823453,0.3487535528672463,,,,,0.6923076923076923,,0.021724967129523827,1.0,1.0000000000000002,0.06882534292678882,0.06882534292678882,0.06896551724137934,1.3445415084070782,0.3595820967891458,7,1.6413048680004223,0.8824152843354272,8,0.7071067811865476,0.9646446609406726,7.5,7.466666666666667,0.7948223304703363,3,11.25,11.5,5.904800307094785,16,1.0,0.9278498530442513,0.02164504408672462,3,3.0,3
,,56964.51320667814,56777.50368286861,322556.9157088854,0.49385152454488984,,,37376.70840969731,36781.10840969731,42865.07290872825,,,inu.32000013032885,False,,-93619.85247183741,92829.0524718374,527372497895.5434,527307681629.4634,,,[],,,,[],,,,111208.65684485741,110417.85684485741,10285.132813491713,10283.332813491714,"[0, 62, 130, 130]",0.0,-19.0,4,17.0,"[31, 75, 158, 180]",0.0,-14.5,"[111208.65684485741, 19933.55017632117, 10285.132813491713, 86430.71299204223]",56777.50368286861,223930.85282671254,56777.50368286861,"[130, 130, 167, 201]",0.0,-19.0,100,202,smoothed,5.187793747592993e-06,,,,,0.0,0.0,93619.85247183741,92829.0524718374,0.016812188873150457,gaus4,789.2583517612518,870647244.0390174,13.374069994295922,-36.12621738743064,0.6631683168316832,CWT,0.09582240835281416,0.7660892921074061,0.8616276106518695,0.04348914700655656,0.8217366302472685,0.8392703262488594,0.005758461956860909,,0.19994148920635418,,,,0.25482697622596745,0.25482697622596745,0.25482697622596734,,,,,,0.1620977882513869,0.8147937847212658,0.32368448340475675,,,,,0.0,,0.038722745512437734,1.0,1.0,0.11929850941231801,0.11929850941231801,1.0,1.4066955300751276,0.39220625866054915,3,1.7854541081189361,0.9664793853346166,2,0.0,0.39587987418562437,0.5058494917260508,4,0,0.5033030946290542,0.8557339098517354,4,0.9574271077563381,0.9042572892243662,3.25,3.0,0.7896286446121832,2,gaus,0.8392857142857143,1.0,0.11249999999999998,1,1.75,0.5926308804607995,0.09582832783765458,0.7111492729447983,0.727335742663396,0.8420244696122159,0.04348914700655655,0.7877382792375065,0.8392703262488592,0.005758461956860909,,0.21465055052401055,,,,0.2548269762259675,0.2548269762259675,0.2548269762259674,,,,,0.0,0.16720374434993604,0.8157672759711242,0.3236844834047568,,,,,0.0,,0.03872274551243774,0.5263157894736842,0.6896551724137933,0.11896455601312392,0.11896455601312392,1.0,1.3356114869736984,0.35719386569973083,8,1.77435836111945,0.9539488782773532,2,4.242640687119285,0.7878679656440357,5.0,3.2,0.7689339828220179,4,11.25,11.5,5.904800307094785,16,1.0,0.9278498530442513,0.02164504408672462,3,3.75,4
,,54220.92046108765,53893.15379442098,300773.5832291302,0.37076272253468984,,,11760.590774460874,11542.390774460873,27709.958458763496,,,inu.32000013032885,False,,-60198.53139343379,59325.53139343379,230190027650.84256,230121003027.84256,,,[],,,,[],,,,95129.23622614334,94262.23622614334,13827.181485389903,13817.181485389903,"[0, 61, 131, 131]",0.0,-14.5,4,26.0,"[26, 87, 160, 187]",0.0,-28.0,"[95129.23622614334, 62530.15453235962, 13827.181485389903, 45397.10960045773]",53893.15379442098,207050.6818443506,53893.15379442098,"[131, 131, 168, 201]",0.0,-14.5,100,202,raw,3.075284156530414e-07,,,,,0.0,341096.24989298836,60198.53139343379,59325.53139343379,0.023390345739400735,morl,587.6349362870152,479803618.77360994,13.366608305364462,-31.687335725809316,0.6738118811881189,CWT,0.0,1.0,0.8280651388553276,0.0,0.8985059247810405,0.8635926184307362,0.0,,0.5060104448910606,,,,0.23224025740036067,0.23224025740036067,0.23224025740036067,,,,,0.0,0.07692050845534275,0.8386828077098126,0.2654351617088125,,,,,0.0,,0.0,0.763157894736842,1.0,0.0,0.0,0.06896551724137931,1.1414474969865869,0.28758132964765504,7,1.7188719867123745,1.0,1,0.44444444444444436,0.25883731824073336,0.40132962348881684,7,0,0.5128805260095863,0.9312465278072444,2,3.2015621187164243,0.6798437881283576,4.25,2.24,0.6274218940641787,5,morl,0.8333333333333334,,,3,4.5,,0.0,0.0,1.0,0.8280651388553276,0.0009887075982105073,0.8985059247810407,0.6248746274072403,0.001381458364768301,,0.36362964701843786,,,,0.22647353105989093,0.22647353105989093,0.22647353105989085,,,,,0.005779418997130095,0.045828506048064974,0.7332364945331341,0.24898500411680738,,,,,0.6923076923076923,,0.000249254288922543,0.7631578947368421,1.0000000000000002,0.0008494653011866526,0.0008494653011866526,0.06896551724137934,1.2979041089166876,0.34710946296364525,10,1.6244317274479887,0.8733437721450402,9,0.7071067811865476,0.9646446609406726,9.5,9.473684210526315,0.7448223304703363,5,9.5,9.5,6.363961030678928,2,0.8444444444444444,1.0,0.10888888888888888,2,4.25,5
,,79205.41906666406,79018.40954285454,576348.5592614275,0.5861296024000491,,,127754.05666545077,127158.45666545077,115735.67845060295,,,inu.32000013032885,False,,-157328.7298943598,156537.9298943598,3017456842126.042,3017392025859.962,,,[],,,,[],,,,168218.3711831182,167427.5711831182,28913.96178555164,28912.16178555164,"[0, 0, 131]",0.0,-19.5,3,18.0,"[43, 85, 154]",0.0,-15.0,"[28913.96178555164, 168218.3711831182, 40483.92423132238]",79018.40954285454,233689.05719999218,79018.40954285456,"[61, 201, 201]",0.0,-19.5,100,202,smoothed,7.17003326183148e-06,,,,,0.0,0.0,157328.7298943598,156537.9298943598,0.03358549404619743,gaus2,1419.2800818023825,4067897477.5741873,13.098798773881168,-43.74295347630171,0.6332673267326733,CWT,0.5577405625456233,0.2732923386137854,0.3235682731216289,0.3911589848641077,0.47441058079355947,1.0,0.05675373260725161,,1.0,,,,0.4734572843139976,0.4734572843139976,0.4734572843139975,,,,,,0.5993952718895024,0.8627558426056618,0.5872828975993701,,,,,0.25,,0.36108658299785784,0.5,0.5,0.3445316631100454,0.3445316631100454,0.9090909090909092,2.4510027004909936,0.6833736075603616,2,1.6011269262851509,0.8667017318014956,7,0.0,0.5485033345246705,0.7008695088380525,3,0,0.5096155590682446,0.8664665875026242,3,2.217355782608345,0.7782644217391654,3.75,3.054545454545455,0.7016322108695827,5,gaus,0.8392857142857143,1.0,0.11249999999999998,1,4.0,0.9999999999999999,0.5566013758176002,1.0,0.2594675165385362,0.3270469559530214,0.3911589848641077,0.47655847501287996,0.9999999999999998,0.056753732607251625,,1.0,,,,0.47345728431399764,0.47345728431399764,0.47345728431399764,,,,,0.0,0.6018364519292766,0.8634772330088754,0.5872828975993702,,,,,0.07692307692307687,,0.3610865829978579,0.5,0.6551724137931035,0.3435672125012961,0.3435672125012961,0.9655172413793104,2.4097699440752094,0.6444651383776236,3,1.5950887761250188,0.8575681114255032,11,5.656854249492381,0.717157287525381,7.0,4.714285714285714,0.6835786437626905,7,11.25,11.5,5.904800307094785,16,1.0,0.9278498530442513,0.02164504408672462,3,6.0,6
,,54377.72671259801,54049.96004593134,472579.27054685564,0.16910828874399395,,,9046.057620796804,8827.857620796804,37894.35943305705,,,inu.32000013032885,False,,-110550.99748658722,109677.99748658722,457727762431.4499,457658737808.4499,,,[],,,,[],,,,132021.4248208469,131154.4248208469,10841.19164364893,10831.19164364893,"[6, 69, 141]",0.0,-28.5,3,27.0,"[52, 101, 166]",0.0,-28.5,"[132021.4248208469, 20270.563673298206, 10841.19164364893]",54049.96004593134,153300.18013779403,54049.96004593135,"[141, 141, 170]",0.0,-28.5,100,202,raw,8.694920504383922e-07,,,,,0.0,341096.24989298836,110550.99748658722,109677.99748658722,0.017576729849459787,gaus7,765.2908453726094,711999643.1524395,13.458512743526896,-34.73471872268282,0.6810891089108911,CWT,0.0643976737105407,0.8019603796125361,1.0,0.025375343316299433,0.9742400824317361,0.31177770424105583,0.03543501177908704,,0.330837951736294,,,,0.23399408198064706,0.23399408198064706,0.2339940819806472,,,,,0.0,0.05500939703741262,0.5380922694255164,0.459486085134879,,,,,0.25,,0.02969361059058727,0.02631578947368418,0.034482758620689724,0.17766617662628492,0.17766617662628492,0.034482758620689655,1.0350296175817573,0.26076993855142105,8,1.5417643209195848,0.8969628528698421,6,0.44444444444444436,0.16549212576672873,0.25659705090343154,8,0,0.45902659929875084,0.8334629705947134,6,1.1547005383792515,0.8845299461620748,7.0,6.857142857142858,0.5922649730810374,7,gaus,1.0,1.0,0.0,1,5.5,,0.06439767371054073,0.08188899642064287,0.8128104137474993,1.0,0.026237764835027398,0.9742400824317362,0.2736335514441762,0.03590299501351133,,0.2377470442059187,,,,0.2280149520475818,0.2280149520475818,0.22801495204758185,,,,,0.005779418997130095,0.032774074631774855,0.47043874721402384,0.4195650977484278,,,,,0.7692307692307693,,0.029706062660320658,0.02631578947368418,0.03448275862068961,0.17836472067523299,0.17836472067523299,0.03448275862068961,1.1482618151261266,0.3070893598778757,14,1.558201783261138,0.8377365451328161,14,0.0,1.0,14.0,14.0,0.65,9,11.25,11.5,5.904800307094785,16,1.0,0.9278498530442513,0.02164504408672462,3,7.5,7
,,,,5149246.285561386,0.055172701284170726,,,19500.25506624872,19282.05506624872,166649.06736973143,,,inu.32000013032885,False,,-343609.0659661917,342736.0659661917,7614394710023.852,7614325685400.852,,,[],,,,[],,,,,,,,[],,,0,30.0,[],,,[],,,,[],,,100,202,raw,1.5802545848288808e-06,,,,,0.0,341096.24989298836,343609.0659661917,342736.0659661917,0.023572044911002992,gaus1,1839.974508009534,7896833721.441992,13.180840778933126,-46.942835049740836,0.5874752475247524,CWT,0.8785352642600984,0.008594161602845651,0.4805311731320431,0.8105637714772939,0.0,0.0,0.9999999999999999,,,,,,,,,,,,,0.0,0.13939336733563817,,,,,,,1.0,,0.963636640625741,,,1.0,1.0,,1.3515150039806896,0.3405066662370453,5,1.3142645485444053,0.7646087426546246,9,0.7777777777777772,0.644949445771341,1.0,1,0,0.4540320529246116,0.8243942816252232,8,3.593976442141304,0.6406023557858695,5.75,2.7852998065764023,0.5328011778929348,8,gaus,1.0,1.0,0.0,1,6.25,,0.8785352642600989,0.1854608772895205,0.06291050076349047,0.4805311731320431,0.807518526919882,0.0,0.07518089370886921,0.9756025723285818,,,,,,,,,,,,,0.005779418997130095,0.08304924013483592,,,,,,,1.0,,0.956201033072214,,,1.0,1.0,,1.323092788001803,0.3538458842523456,9,1.4212833793639232,0.7641250579184357,15,4.242640687119285,0.7878679656440357,12.0,11.250000000000002,0.5939339828220178,12,11.25,11.5,5.904800307094785,16,1.0,0.9278498530442513,0.02164504408672462,3,9.75,8
,,62250.538577213054,62063.52905340353,530113.9933994258,0.12526906761168935,,,8381.436379613782,7785.836379613782,38615.668414098036,,,inu.32000013032885,False,,-129465.43562039666,128674.63562039666,558786408547.1714,558721592281.0914,,,[],,,,[],,,,103617.32766853238,102826.52766853238,20883.749485893728,20881.94948589373,"[6, 69]",0.0,-20.0,2,19.0,"[53, 101]",0.0,-20.0,"[103617.32766853238, 20883.749485893728]",62063.52905340353,120573.87715442611,62063.52905340353,"[139, 139]",0.0,-20.0,100,202,smoothed,3.5000001346799013e-06,,,,,0.0,0.0,129465.43562039666,128674.63562039666,0.019855399735815682,gaus5,737.8525803840903,807623936.5461224,13.283832759354414,-36.45954369183007,0.6712871287128713,CWT,0.06888593560111925,0.7445233371615163,0.6852452529900946,0.03663597584482541,0.9160437032777458,0.19727453016981344,0.047463654468615134,,0.6551238028189001,,,,0.3067891293233559,0.3067891293233559,0.3067891293233558,,,,,,0.021802020109606142,0.3067891293233558,0.28858410874517687,,,,,0.5,,0.04278955907702499,0.0,0.0,0.24602517711263322,0.24602517711263322,0.0,1.1010398367093255,0.30698520451609274,8,1.366365112859355,0.7396234428059607,9,0.0,0.23053616873352853,0.2945757321415285,9,0,0.36773069881345777,0.6252288770449089,9,0.5,0.95,8.75,8.727272727272728,0.5375,9,gaus,0.8392857142857143,1.0,0.11249999999999998,1,7.0,0.2457732009939318,0.06895863124970342,0.46520502215815107,0.7068607275203637,0.6732086129467743,0.036635975844825405,0.8722308088614117,0.19727453016981328,0.04746365446861515,,0.661464345495341,,,,0.30678912932335595,0.30678912932335595,0.30678912932335584,,,,,0.0,0.027762901786462586,0.3104328230076889,0.28858410874517687,,,,,0.15384615384615385,,0.04278955907702499,0.47368421052631576,0.6206896551724139,0.2453364766033911,0.2453364766033911,0.6206896551724138,1.2025825861319732,0.32161682267121594,12,1.3860754243303104,0.7451961932951898,16,2.8284271247461903,0.8585786437626906,14.0,13.714285714285715,0.5792893218813453,13,11.25,11.5,5.904800307094785,16,1.0,0.9278498530442513,0.02164504408672462,3,10.5,9
,,31041.37913441311,30854.369610603586,1263344.0131573728,0.06566700848614192,,,3875.5591727935816,3279.9591727935817,57934.818613780815,,,inu.32000013032885,False,,-184447.5117876096,183656.71178760962,1323063130758.4617,1322998314492.3816,,,[],,,,[],,,,41203.83534009362,40413.035340093615,20878.922928732605,20877.122928732606,"[6, 6]",0.0,-20.0,2,19.0,"[56, 119]",0.0,-20.0,"[20878.922928732605, 41203.83534009362]",30854.369610603586,58155.55826882622,30854.369610603586,"[67, 137]",0.0,-20.0,100,202,smoothed,4.336745540534675e-06,,,,,0.0,0.0,184447.5117876096,183656.71178760962,0.038529014676393365,gaus3,808.7184619972263,1974566752.0376766,12.93326120726533,-40.20195303000154,0.6423267326732673,CWT,0.19134774491987205,0.5023923378648967,0.0,0.163529646911163,0.5796434732604945,0.09345984589364087,0.19479420792242408,,0.6549165150639703,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,0.5,,0.14173206182543946,0.0,0.0,0.44040603756728797,0.44040603756728797,0.0,0.643503400458826,0.17941768899757438,10,0.9130832683970307,0.49425866057650575,10,0.0,0.15553290371599904,0.19873766114850375,10,0,0.2678624520615305,0.4554293145644695,10,0.0,1.0,10.0,10.0,0.5,10,gaus,0.8392857142857143,1.0,0.11249999999999998,1,7.75,0.41773235971975275,0.19111685479808424,0.5871350498390404,0.4769782164219756,0.01735920746782671,0.163529646911163,0.5708397733127254,0.0934598458936407,0.19479420792242416,,0.6612608687220539,,,,0.0,0.0,0.0,,,,,0.0,0.006093737463580079,0.0052562558356541444,0.0,,,,,0.15384615384615385,,0.14173206182543946,0.47368421052631576,0.6206896551724139,0.43917320495273393,0.43917320495273393,0.6206896551724138,0.7457023493028639,0.1994294803591385,20,0.9537444592853337,0.5127619521709659,19,0.7071067811865476,0.9646446609406726,19.5,19.487179487179485,0.4948223304703363,18,11.25,11.5,5.904800307094785,16,1.0,0.9278498530442513,0.02164504408672462,3,14.25,10
