issue_number,dates,page_number,type_of_page,original_volumes,notes,start_issue,end_issue,link,htid,original_source,record_url,periodical_name,publication_type,id,metadata_schema_version,enumeration_chronology,type_of_resource,title,date_created,pub_date,language,access_profile,isbn,issn,lccn,oclc,page_count,feature_schema_version,access_rights,alternate_title,category,genre_ld,genre,contributor_ld,contributor,handle_url,source_institution_ld,source_institution,lcc,type,is_part_of,last_rights_update_date,pub_place_ld,pub_place,main_entity_of_page,publisher_ld,publisher,lowercase_periodical_name,publication_directory,volume_directory
Vol. 1 no. 1,March 1964,1,scanner_page,v.1-3 1964,Record 000495647,1964-03-01,1964-03-01,https://hdl.handle.net/2027/mdp.39015035518128,mdp.39015035518128,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000495647,Afro Asian and World Affairs,News/politics magazines,mdp.39015035518128,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,v.1-3 1964,http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian and world affairs.,20200209.0,1964.0,eng,google,,0002-0605,sa 66007754,1773608.0,1144.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/134777751', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,http://hdl.handle.net/2027/mdp.39015035518128,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,DS1.A28,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1773608', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian and world affairs.'}",20161130.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ii', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'India'}",India,"['https://catalog.hathitrust.org/Record/000495647', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1773608.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1773608.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Institute%20of%20Afro-Asian%20and%20World%20Affairs.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,afro_asian_and_world_affairs,datasets/ht_ef_datasets/afro_asian_and_world_affairs/volumes,mdp_39015035518128
Vol. 1 no. 1,March 1964,17,cover_page,v.1-3 1964,,1964-03-01,1964-03-01,https://hdl.handle.net/2027/mdp.39015035518128,mdp.39015035518128,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000495647,Afro Asian and World Affairs,News/politics magazines,mdp.39015035518128,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,v.1-3 1964,http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian and world affairs.,20200209.0,1964.0,eng,google,,0002-0605,sa 66007754,1773608.0,1144.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/134777751', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,http://hdl.handle.net/2027/mdp.39015035518128,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,DS1.A28,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1773608', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian and world affairs.'}",20161130.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ii', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'India'}",India,"['https://catalog.hathitrust.org/Record/000495647', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1773608.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1773608.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Institute%20of%20Afro-Asian%20and%20World%20Affairs.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,afro_asian_and_world_affairs,datasets/ht_ef_datasets/afro_asian_and_world_affairs/volumes,mdp_39015035518128
Vol. 1 no. 1,March 1964,18,toc,v.1-3 1964,18-19,1964-03-01,1964-03-01,https://hdl.handle.net/2027/mdp.39015035518128,mdp.39015035518128,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000495647,Afro Asian and World Affairs,News/politics magazines,mdp.39015035518128,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,v.1-3 1964,http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian and world affairs.,20200209.0,1964.0,eng,google,,0002-0605,sa 66007754,1773608.0,1144.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/134777751', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,http://hdl.handle.net/2027/mdp.39015035518128,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,DS1.A28,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1773608', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian and world affairs.'}",20161130.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ii', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'India'}",India,"['https://catalog.hathitrust.org/Record/000495647', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1773608.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1773608.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Institute%20of%20Afro-Asian%20and%20World%20Affairs.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,afro_asian_and_world_affairs,datasets/ht_ef_datasets/afro_asian_and_world_affairs/volumes,mdp_39015035518128
no. 3,September 1964,125,cover_page,v.1-3 1964,,1964-09-01,1964-09-01,https://hdl.handle.net/2027/mdp.39015035518128,mdp.39015035518128,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000495647,Afro Asian and World Affairs,News/politics magazines,mdp.39015035518128,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,v.1-3 1964,http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian and world affairs.,20200209.0,1964.0,eng,google,,0002-0605,sa 66007754,1773608.0,1144.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/134777751', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,http://hdl.handle.net/2027/mdp.39015035518128,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,DS1.A28,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1773608', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian and world affairs.'}",20161130.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ii', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'India'}",India,"['https://catalog.hathitrust.org/Record/000495647', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1773608.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1773608.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Institute%20of%20Afro-Asian%20and%20World%20Affairs.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,afro_asian_and_world_affairs,datasets/ht_ef_datasets/afro_asian_and_world_affairs/volumes,mdp_39015035518128
no. 3,September 1964,126,toc,v.1-3 1964,126-127,1964-09-01,1964-09-01,https://hdl.handle.net/2027/mdp.39015035518128,mdp.39015035518128,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000495647,Afro Asian and World Affairs,News/politics magazines,mdp.39015035518128,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,v.1-3 1964,http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian and world affairs.,20200209.0,1964.0,eng,google,,0002-0605,sa 66007754,1773608.0,1144.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/134777751', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,http://hdl.handle.net/2027/mdp.39015035518128,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,DS1.A28,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1773608', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian and world affairs.'}",20161130.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ii', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'India'}",India,"['https://catalog.hathitrust.org/Record/000495647', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1773608.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1773608.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Institute%20of%20Afro-Asian%20and%20World%20Affairs.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,afro_asian_and_world_affairs,datasets/ht_ef_datasets/afro_asian_and_world_affairs/volumes,mdp_39015035518128
no. 4,December 1964,227,cover_page,v.1-3 1964,,1964-12-01,1964-12-01,https://hdl.handle.net/2027/mdp.39015035518128,mdp.39015035518128,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000495647,Afro Asian and World Affairs,News/politics magazines,mdp.39015035518128,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,v.1-3 1964,http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian and world affairs.,20200209.0,1964.0,eng,google,,0002-0605,sa 66007754,1773608.0,1144.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/134777751', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,http://hdl.handle.net/2027/mdp.39015035518128,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,DS1.A28,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1773608', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian and world affairs.'}",20161130.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ii', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'India'}",India,"['https://catalog.hathitrust.org/Record/000495647', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1773608.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1773608.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Institute%20of%20Afro-Asian%20and%20World%20Affairs.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,afro_asian_and_world_affairs,datasets/ht_ef_datasets/afro_asian_and_world_affairs/volumes,mdp_39015035518128
no. 4,December 1964,228,toc,v.1-3 1964,229-231,1964-12-01,1964-12-01,https://hdl.handle.net/2027/mdp.39015035518128,mdp.39015035518128,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000495647,Afro Asian and World Affairs,News/politics magazines,mdp.39015035518128,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,v.1-3 1964,http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian and world affairs.,20200209.0,1964.0,eng,google,,0002-0605,sa 66007754,1773608.0,1144.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/134777751', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,http://hdl.handle.net/2027/mdp.39015035518128,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,DS1.A28,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1773608', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian and world affairs.'}",20161130.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ii', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'India'}",India,"['https://catalog.hathitrust.org/Record/000495647', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1773608.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1773608.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Institute%20of%20Afro-Asian%20and%20World%20Affairs.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,afro_asian_and_world_affairs,datasets/ht_ef_datasets/afro_asian_and_world_affairs/volumes,mdp_39015035518128
Vol. 2 no. 1,February 1965,331,cover_page,v.1-3 1964,,1965-02-01,1965-02-01,https://hdl.handle.net/2027/mdp.39015035518128,mdp.39015035518128,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000495647,Afro Asian and World Affairs,News/politics magazines,mdp.39015035518128,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,v.1-3 1964,http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian and world affairs.,20200209.0,1964.0,eng,google,,0002-0605,sa 66007754,1773608.0,1144.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/134777751', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,http://hdl.handle.net/2027/mdp.39015035518128,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,DS1.A28,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1773608', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian and world affairs.'}",20161130.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ii', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'India'}",India,"['https://catalog.hathitrust.org/Record/000495647', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1773608.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1773608.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Institute%20of%20Afro-Asian%20and%20World%20Affairs.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,afro_asian_and_world_affairs,datasets/ht_ef_datasets/afro_asian_and_world_affairs/volumes,mdp_39015035518128
Vol. 2 no. 1,February 1965,332,toc,v.1-3 1964,332-334,1965-02-01,1965-02-01,https://hdl.handle.net/2027/mdp.39015035518128,mdp.39015035518128,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000495647,Afro Asian and World Affairs,News/politics magazines,mdp.39015035518128,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,v.1-3 1964,http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian and world affairs.,20200209.0,1964.0,eng,google,,0002-0605,sa 66007754,1773608.0,1144.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/134777751', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,http://hdl.handle.net/2027/mdp.39015035518128,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,DS1.A28,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1773608', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian and world affairs.'}",20161130.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ii', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'India'}",India,"['https://catalog.hathitrust.org/Record/000495647', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1773608.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1773608.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Institute%20of%20Afro-Asian%20and%20World%20Affairs.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,afro_asian_and_world_affairs,datasets/ht_ef_datasets/afro_asian_and_world_affairs/volumes,mdp_39015035518128
Vol. 2 no. 2,June 1965,429,cover_page,v.1-3 1964,,1965-06-01,1965-06-01,https://hdl.handle.net/2027/mdp.39015035518128,mdp.39015035518128,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000495647,Afro Asian and World Affairs,News/politics magazines,mdp.39015035518128,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,v.1-3 1964,http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian and world affairs.,20200209.0,1964.0,eng,google,,0002-0605,sa 66007754,1773608.0,1144.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/134777751', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,http://hdl.handle.net/2027/mdp.39015035518128,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,DS1.A28,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1773608', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian and world affairs.'}",20161130.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ii', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'India'}",India,"['https://catalog.hathitrust.org/Record/000495647', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1773608.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1773608.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Institute%20of%20Afro-Asian%20and%20World%20Affairs.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Institute of Afro-Asian and World Affairs.'}",Institute of Afro-Asian and World Affairs.,afro_asian_and_world_affairs,datasets/ht_ef_datasets/afro_asian_and_world_affairs/volumes,mdp_39015035518128
