signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,prominence_threshold_diff,prominence_min_diff,fft_peak_amplitude_diff,fft_dynamic_cutoff_diff,avg_prominence_diff,fft_num_peaks_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,fft_spectral_centroid_diff,relative_num_peaks_diff,fft_variance_magnitude_diff,fft_spectral_bandwidth_diff,distance_factor_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
raw,gaus4,20.192509575231874,0.6516914265258636,788.2749763566787,-29.85218816363904,151,74,35835.34066605166,,False,12.461257775638488,401503.3558800706,0.029240719881314128,2.840293143871095e-07,0.304875589938734,10,21631.82443806479,138.4652947710565,107864.00451871828,"[24, 33, 39, 52, 77, 95, 106, 118, 126, 135]","[3009.3509868281035, 138.4652947710565, 107864.00451871828, 313.301830221586, 1968.1127106603599, 4245.559820908475, 293.01874029780083, 95296.17436697744, 1816.6866748993998, 1373.5694363653674]","[0, 0, 0, 51, 76, 86, 86, 86, 123, 133]","[26, 34, 150, 86, 86, 97, 107, 150, 150, 150]",0.05,30,273144644511.19016,76174.49831862871,-76174.49831862871,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,,0.0,-14.0,,74822.49831862871,0.0,8.5,20691.56128017005,198453.24438064787,20878.705914354156,,0.0,29.465294771056506,,,20691.56128017005,,106512.00451871828,74822.49831862871,0.0,-5.0,,,,9.0,,,0.0,0.20294739142463383,0.5149148140433273,0.540974149863833,0.7106169467295198,0.27422389463781766,0.8236050019611185,0.03533856314305911,,0.0,0.53144967320082,0.53144967320082,0.5369744627509861,0.8610669909720862,0.49641871776256435,0.6,,0.5714285714285715,0.0,0.25,0.0,0.19631623252998323,0.19631623252998323,0.0,0.8225806451612905,1.7238904763002214,0.6404967459339631,4,1.448895638046861,0.6591559682895086,4,0,0,0.37293341330247376,0.622228570649701,4,1,0.125,0.4369815374004728,0.7374235623198424,4,0.0,1.0,4.0,4.0,0.8571428571428572,2,gaus,7.25,7.0,4.267819784654187,8,0.5178571428571429,1.0,0.33749999999999997,1,1.75,1
raw,mexh,22.459047590209128,0.6505280114551638,2241.0988060143145,-40.670560760294954,151,74,135481.99806141586,,False,12.299638168399058,1163855.9147363752,0.028460795464779087,2.7939958918701965e-07,0.2943237250006687,10,23037.859611768843,226.78661700765952,207373.12330454364,"[42, 47, 54, 62, 68, 76, 88, 93, 101, 115]","[947.9008581798116, 3600.5818239725777, 207373.12330454364, 2078.1493357631844, 226.78661700765952, 1023.05780820176, 457.959989826486, 8078.762188369117, 2580.3119731642946, 4011.962218659901]","[0, 0, 0, 61, 67, 75, 87, 87, 100, 110]","[43, 51, 150, 150, 150, 150, 89, 150, 150, 150]",0.05,30,3247924185399.587,195696.76885375212,-195696.76885375212,0.4900662251655629,20479783.012193196,0.010834686349970491,0.03869229160715733,32334458.754433945,5879847640300.9,8.0,400989.2235259728,0.039735099337748346,"[0.0, 0.006622516556291391, 0.013245033112582781, 0.019867549668874173, 0.026490066225165563, 0.033112582781456956, 0.039735099337748346, 0.046357615894039736, 0.052980132450331126, 0.059602649006622516, 0.06622516556291391, 0.0728476821192053, 0.07947019867549669, 0.08609271523178808, 0.09271523178807947, 0.09933774834437085, 0.10596026490066225, 0.11258278145695365, 0.11920529801324503, 0.12582781456953643, 0.13245033112582782, 0.1390728476821192, 0.1456953642384106, 0.152317880794702, 0.15894039735099338, 0.16556291390728478, 0.17218543046357615, 0.17880794701986755, 0.18543046357615894, 0.19205298013245034, 0.1986754966887417, 0.2052980132450331, 0.2119205298013245, 0.2185430463576159, 0.2251655629139073, 0.23178807947019867, 0.23841059602649006]","[20479783.012193196, 5146127.999873233, 2715618.451773674, 935169.8500167466, 487701.68345772865, 394006.0517741036, 400989.2235259728, 297611.3399476989, 187095.14154660574, 156273.4953400792, 151272.3114699859, 106677.95227618447, 144852.06432911253, 38318.42875455729, 51143.09314222832, 56955.809119481906, 46651.23991554074, 40109.086075091036, 23603.992215210677, 41460.32237231276, 24982.199523282827, 12797.514057347258, 13032.379626065675, 12412.689061093117, 7341.673736198637, 12955.075672495417, 13941.343918950151, 9189.174614918404, 9224.445205107142, 7125.448914102694, 6783.903089822441, 3396.7495129448926, 10124.453157323773, 14380.272537292598, 13033.543079113406, 12642.963932583123, 9596.559617863659]",3.0,0.7,68220.55124840024,15.0,CWT,mdp.39015065389036,0.0,0.0,20387261.012193196,31934978.612413008,0.0,-14.0,0.0,194344.76885375212,0.0,-14.0,22097.596453874106,212513.59611768843,22155.161929485927,,0.0,117.78661700765952,390371.84852254257,68088.55124840024,22097.596453874106,3.0,206021.12330454364,194344.76885375212,0.0,-14.0,0.08609271523178808,0.0,0.1675294585863856,9.0,5879739238578.39,0.12348067845913514,0.0,1.0,0.00945685001693436,0.30852606230206936,0.9999999999999999,0.2681091251175919,0.7950832391269067,0.1812560964176399,,0.07260961831203688,0.5729590804003608,0.5729590804003608,0.5746584061855553,0.9231189878142301,1.0,0.6,,0.1428571428571429,0.0,0.25,0.0,0.7486008986393968,0.7486008986393968,0.0,0.09677419354838723,2.0975962619477597,0.7793439307955253,2,1.4577165254260507,0.6631689147080928,3,0,0,0.4202092204531246,0.7011068820596839,3,1,0.125,0.5026687675687346,0.8482733514385317,2,0.5773502691896257,0.9587606950578839,2.5,2.4000000000000004,0.8900946332432276,1,mexh,1.0,1.0,,1,0.07142857142857142,,,5,2.0,2
raw,gaus2,21.619508323849537,0.6081976015750851,1350.722526794366,-36.6085119461251,151,74,85401.58691794574,,False,12.236151842186734,666236.874711206,0.041161658119515415,3.2464524240762527e-07,0.3701343962010157,6,37502.883182971775,1354.8512817768787,168366.30892786468,"[42, 52, 78, 94, 105, 117]","[168366.30892786468, 1354.8512817768787, 1687.2863217437844, 6004.285429861164, 2372.088245234321, 45232.47889134982]","[0, 51, 76, 86, 86, 86]","[150, 150, 86, 97, 107, 150]",0.05,20,1281199256898.2363,139057.7935643678,-139057.7935643678,0.4900662251655629,12656029.577567663,0.0166293769736927,0.04624814385707733,22528600.86556025,2267343721143.074,9.0,2977913.45611905,0.013245033112582781,"[0.0, 0.006622516556291391, 0.013245033112582781, 0.019867549668874173, 0.026490066225165563, 0.033112582781456956, 0.039735099337748346, 0.046357615894039736, 0.052980132450331126, 0.059602649006622516, 0.06622516556291391, 0.0728476821192053, 0.07947019867549669, 0.08609271523178808, 0.09271523178807947, 0.09933774834437085, 0.10596026490066225, 0.11258278145695365, 0.11920529801324503, 0.12582781456953643, 0.13245033112582782, 0.1390728476821192, 0.1456953642384106, 0.152317880794702, 0.15894039735099338, 0.16556291390728478, 0.17218543046357615, 0.17880794701986755, 0.18543046357615894, 0.19205298013245034, 0.1986754966887417, 0.2052980132450331, 0.2119205298013245, 0.2185430463576159, 0.2251655629139073, 0.23178807947019867, 0.23841059602649006]","[12656029.577567663, 2434813.845545014, 2977913.45611905, 943243.6376609217, 479507.52456601115, 422776.84810572333, 490422.1031636496, 353410.75519586576, 211631.12942064588, 180572.5999976235, 180505.4907207601, 130635.5235691176, 169062.21710823476, 70597.09237905382, 58741.1654270249, 64892.22191838736, 47537.714074961776, 42552.1442098855, 20299.68648616946, 45793.60888517206, 19655.556949659283, 21094.38829284686, 16402.81980763007, 14054.733829645367, 8739.89017223668, 30462.47634489056, 23683.124989967077, 17907.873351323455, 12864.483987387308, 16559.030457265395, 14928.489113967076, 7547.020813324937, 13758.494739020322, 15870.321314722487, 20055.633029666646, 10493.589562334779, 9316.116447040027]",3.0,0.7,49739.55784245342,15.0,CWT,mdp.39015065389036,0.0,0.0,12563507.577567663,22129120.72353931,0.0,-16.0,0.0,137705.7935643678,0.0,-7.0,36562.620025077034,207152.29909783066,36562.620025077034,,0.0,1245.8512817768787,2967296.0811156197,49607.55784245342,36562.620025077034,2.0,167014.30892786468,137705.7935643678,0.0,-11.5,0.11258278145695365,0.0,0.16173476796266337,13.0,2267235319420.563,0.11592482620921514,10.0,0.5994173474173482,0.19924463048409863,0.21721736921438659,0.8928107825087436,0.0456255879586078,1.0000000000000002,0.08600968845664288,,1.0,1.0,1.0,0.9999999999999999,0.8994581867213527,0.8025999844086279,0.8666666666666667,,0.261904761904762,0.0,0.08333333333333334,0.0,0.4868853420621429,0.4868853420621429,0.0,0.3225806451612904,2.691489827612581,1.0,1,1.3070401689433293,0.5946206928433437,7,0,0,0.547354284154688,0.9132447287374844,2,1,0.125,0.4280822008628326,0.7224055812607125,5,2.753785273643051,0.8033010518826392,3.75,2.170542635658915,0.7677219545127483,3,gaus,7.25,7.0,4.267819784654187,8,0.5178571428571429,1.0,0.33749999999999997,1,2.5,3
raw,gaus6,19.958724886023536,0.6514229461249329,658.5553091896575,-29.001243226963595,151,74,33580.64894363701,,False,12.364720933370766,444892.83388665423,0.03263874940001699,2.456233323613923e-07,0.2185948746710656,10,19844.13144728342,383.8973870929658,92018.26154191128,"[16, 24, 33, 39, 52, 77, 95, 118, 126, 135]","[791.3166865254098, 4886.887438371312, 517.1379186742633, 92018.26154191128, 383.8973870929658, 2534.3513137924747, 4132.205425037653, 86129.80161500807, 4227.7429243841325, 2819.7122220366364]","[0, 0, 0, 0, 51, 76, 86, 86, 122, 133]","[17, 27, 34, 86, 86, 86, 97, 150, 150, 150]",0.05,30,222970627458.33688,60942.120244037935,-60942.120244037935,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,,0.0,-14.0,,59590.120244037935,0.0,8.5,18903.868289388683,180576.3144728342,18950.34513842221,,0.0,274.8973870929658,,,18903.868289388683,,90666.26154191128,59590.120244037935,0.0,-5.0,,,,9.0,,,0.0,0.1849125875901854,0.5546728175089772,0.4021308204703859,0.6807681964663665,0.2728127939793039,0.5903876406250096,0.04364349440778874,,0.20177155520021173,0.4786728453590098,0.4786728453590098,0.4800447781083392,0.7821714399266206,0.4162288852765593,0.6,,0.5714285714285715,0.0,0.25,0.0,0.12593094950856043,0.12593094950856043,0.0,0.8225806451612905,1.6279801357881003,0.604862080133574,5,1.292464546855659,0.587989705739558,8,0,0,0.35556223098911566,0.5932452573938048,5,1,0.125,0.3836540501497168,0.6474313263733177,7,1.5,0.8928571428571429,6.25,5.989304812834224,0.7232142857142858,4,gaus,7.25,7.0,4.267819784654187,8,0.5178571428571429,1.0,0.33749999999999997,1,3.25,4
raw,gaus8,19.96679176440505,0.6494540898514408,612.6763514035888,-28.379348788962837,151,74,31257.977576231588,,False,12.261798402371959,477430.85852019733,0.034698809878161194,2.2449603612602063e-07,0.20835922965858986,12,15637.049383912328,143.19459104938142,81472.99786772144,"[16, 24, 33, 39, 52, 63, 79, 95, 118, 126, 135, 141]","[1299.932640794199, 6374.029407774804, 364.73964415772207, 79502.47509838166, 931.2136565527762, 143.19459104938142, 2824.895063202377, 5065.3018015368725, 81472.99786772144, 5035.736973890984, 4215.592878267111, 414.48298361862544]","[0, 0, 0, 0, 51, 62, 76, 86, 86, 122, 132, 140]","[17, 27, 35, 86, 86, 86, 86, 97, 150, 150, 150, 150]",0.05,30,192830285683.95874,56928.54885586422,-56928.54885586422,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,,0.0,-13.0,,55576.54885586422,0.0,14.0,14696.786226017592,169779.59260694793,14807.559087032438,,0.0,34.194591049381415,,,14696.786226017592,,80120.99786772144,55576.54885586422,0.0,-4.0,,,,7.0,,,0.0,0.16633402890448348,0.5837290820869201,0.2541033261191171,0.6817981451727099,0.26246472248353697,0.5627206224045751,0.0498714111859222,,0.0038879897736788724,0.35447006170438683,0.35447006170438683,0.3577401210176062,0.7345226923236325,0.3628629478893535,0.4666666666666667,,0.6190476190476191,0.0,0.3333333333333333,0.0,0.10738516783875501,0.10738516783875501,0.0,1.0,1.3947221194067747,0.5181970613814016,6,1.2181110959990242,0.5541635835482187,9,0,0,0.32011812194254496,0.5341077906951256,6,1,0.125,0.35961019119389503,0.6068563670086873,8,1.5,0.8928571428571429,7.25,7.024390243902439,0.6875,5,gaus,7.25,7.0,4.267819784654187,8,0.5178571428571429,1.0,0.33749999999999997,1,4.0,5
raw,cmor,18.051762907901832,0.6867728655808126,914.2670403183832,-30.961821799756443,151,74,45405.6365263634,-371656.2410555586,True,12.758877675468419,321832.03083460155,0.031232750258232553,7.830580693125486e-07,0.16572613815257004,11,10066.723707297528,43.30145597525552,62128.27353353656,"[12, 24, 41, 54, 63, 78, 95, 105, 118, 125, 134]","[77.88757475400416, 726.1194667394302, 62128.27353353656, 43.30145597525552, 53.96883838419308, 1102.2999616775123, 2510.481478015088, 292.90405680358526, 43313.34032420199, 289.993369267082, 195.39072091810522]","[0, 0, 0, 53, 62, 76, 86, 86, 86, 123, 133]","[13, 26, 150, 86, 86, 86, 97, 107, 150, 150, 150]",0.05,20,352931655983.45844,67227.71475895209,-67227.71475895209,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,,0.0,-13.5,,65875.71475895209,0.0,13.5,9126.460549402791,92868.96078027281,9775.996975758157,,0.0,65.69854402474448,,,9126.460549402791,,60776.27353353656,65875.71475895209,0.0,-4.5,,,,8.0,,,10.0,0.27949817074514893,0.4630703103052624,0.969023553753938,0.43729445984557974,0.45860771401693345,0.44748308553681304,0.020089131514216832,0.20952454558381922,0.029787624685546913,0.19002117659183765,0.19002117659183765,0.2091967323374971,0.3950960284327436,0.2649659792134918,0.5333333333333333,,0.5952380952380953,0.0,0.2916666666666667,0.0,0.15497522261704688,0.15497522261704688,0.0,0.9838709677419356,1.076527109004149,0.3999744297599875,9,1.5191324348671742,0.6911092730009896,2,0,0,0.26620988173780535,0.44416345733063284,9,0,0.0,0.41057387141271395,0.6928595854500393,6,3.3166247903554,0.7630982292603286,6.5,4.5,0.6494062574873072,6,cmor,6.0,6.0,,1,0.42857142857142855,,,3,5.25,6
raw,cgau8,14.70092125160794,0.6726328977984607,719.5786704099944,-27.337271223659222,151,74,30456.518330572373,-335584.7117755088,True,12.646340921797869,457695.9545852513,0.04047099739961881,8.22577142188892e-07,0.15959270392722244,13,10567.221991053919,174.40352143575365,56866.5487448152,"[12, 22, 34, 39, 54, 63, 79, 95, 105, 118, 126, 135, 141]","[3428.076758584213, 6280.229859408082, 174.40352143575365, 50603.931533158655, 1706.8946186030885, 886.0052545955796, 2611.803965824889, 5389.143534677049, 670.6206711996731, 56866.5487448152, 3585.8047271431533, 4403.688418456564, 766.7342757990446]","[0, 0, 0, 0, 51, 62, 74, 86, 86, 86, 122, 122, 140]","[17, 27, 35, 86, 86, 86, 86, 98, 107, 150, 132, 150, 150]",0.05,30,155042234573.54562,52824.79775187559,-52824.79775187559,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,,0.0,-12.5,,51472.79775187559,0.0,10.0,9626.958833159182,119508.88588370095,9636.512791479885,,0.0,65.40352143575365,,,9626.958833159182,,55514.5487448152,51472.79775187559,0.0,1.0,,,,6.0,,,0.0,0.15992332533331444,0.6324172188477821,0.8071684817243685,0.009471593819672774,0.38428974600188137,0.430904371028866,0.04609406634967179,0.39379489736855244,0.029545084412851863,0.20479704241060284,0.20479704241060284,0.20507883556075873,0.5126649612239522,0.23833820732468838,0.4,,0.8571428571428572,0.0,0.375,0.0,0.08842268663658884,0.08842268663658884,0.0,0.870967741935484,1.0615438944687834,0.39440754469074085,10,1.3377805989802727,0.6086056462068254,6,0,0,0.2716784763796651,0.45328764869051824,8,0,0.0,0.35800796255926365,0.6041525430566974,9,1.707825127659933,0.8780124908814334,8.25,7.955801104972376,0.6443633882978596,7,cgau,7.0,7.0,,1,0.5,,,2,5.75,7
raw,gaus1,22.315407078908283,0.5995167352783247,2049.093959824711,-40.87296676505729,151,74,125792.06893219454,,False,12.374097692121142,5441419.384572965,0.030447411511802105,3.187143916713459e-07,0.03280351118847937,4,3630.1957956267215,782.8587082413578,9770.229202321294,"[73, 84, 97, 146]","[1301.0877768703504, 2666.607495073884, 782.8587082413578, 9770.229202321294]","[4, 4, 4, 4]","[74, 87, 98, 150]",0.05,20,3374163788345.378,250103.11624844174,-250103.11624844174,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,,0.0,-17.0,,248751.11624844174,0.0,-17.0,2689.932637731985,3344.216817493114,2689.943792344509,,0.0,673.8587082413578,,,2689.932637731985,,8418.229202321294,248751.11624844174,0.0,-17.0,,,,15.0,,,10.0,0.9224922993782669,0.0,0.4156168675922796,0.9816605194976231,0.0,0.08819231903982289,1.0,,0.5297606354842174,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9589281906452651,0.3562815585655988,12,1.4106633109743605,0.6417626751428698,5,0,0,0.2353173756989478,0.3926202080783726,10,1,0.125,0.4806017150725703,0.8110343308647466,3,4.203173404306164,0.6997733282638454,7.5,5.5813953488372094,0.5820295212747799,9,gaus,7.25,7.0,4.267819784654187,8,0.5178571428571429,1.0,0.33749999999999997,1,7.0,8
raw,morl,19.500673495203458,0.6576874888133166,461.69498418434017,-24.590185940566194,151,74,19614.34216728906,,False,12.085122051981713,304268.11904916994,0.052483717209673285,1.4795096304884362e-07,0.27228820203704546,13,13656.646356554274,63.85597402535586,69418.55544194169,"[11, 22, 33, 39, 55, 63, 68, 79, 94, 105, 118, 126, 136]","[7013.2172890260135, 10427.833477046928, 945.475882031631, 57097.763688480445, 3333.9559406819117, 2347.845954382852, 63.85597402535586, 4005.999296011498, 9414.309368684895, 2322.373162480099, 69418.55544194169, 4728.407142700071, 6416.810017712178]","[0, 0, 27, 0, 52, 62, 67, 76, 86, 86, 86, 123, 123]","[17, 27, 34, 86, 86, 86, 86, 86, 97, 107, 150, 130, 150]",0.05,30,81245547671.00261,42007.059907250405,-42007.059907250405,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,,0.0,-12.5,,40655.059907250405,0.0,10.0,12716.383198659538,159671.40263520557,12726.729243141466,,0.0,45.14402597464414,,,12716.383198659538,,68066.55544194169,40655.059907250405,0.0,-3.5,,,,6.0,,,0.0,0.07319904356146392,0.7607670350325457,0.0,0.6222859168159041,0.3057384760112888,0.7355210703932037,0.01672732384057643,,0.012889601961118768,0.29600398829510843,0.29600398829510843,0.29630919570205105,0.6899126154253451,0.30185957807259445,0.4,,0.6428571428571429,0.0,0.375,0.0,0.03843643129832283,0.03843643129832283,0.0,0.870967741935484,1.2176019642171263,0.45238958428357495,7,1.2127576405939462,0.5517280995916339,10,0,0,0.2839117810093733,0.4736985622277613,7,1,0.125,0.3529269808078547,0.5955781861502354,10,1.7320508075688772,0.8762820851736516,8.5,8.23529411764706,0.6345696140153972,8,morl,8.0,8.0,,1,0.5714285714285714,,,6,7.5,9
raw,gaus7,20.08339082691852,0.6395203150170038,711.0378541980389,-29.659855710305614,151,74,35427.33091601047,,False,12.417587610862677,585147.0756530864,0.03188055819541037,1.3394521857154329e-07,0.00017602443416378594,13,11616.726622367698,61.86360593812242,106278.16878110384,"[17, 25, 36, 44, 49, 56, 64, 70, 79, 96, 106, 122, 145]","[2062.3476336662425, 3328.0113539936283, 339.91886180097026, 63.09065378912055, 106278.16878110384, 5464.519409166271, 2588.715276645009, 3639.0600881639402, 61.86360593812242, 8738.696390072713, 4991.059194205038, 377.23902688914404, 13084.755815346041]","[4, 4, 4, 4, 4, 53, 63, 65, 78, 91, 104, 111, 4]","[18, 29, 37, 45, 111, 111, 65, 111, 111, 111, 111, 123, 150]",0.05,30,254918163338.42447,82513.03949724884,-82513.03949724884,,,,,,,,,,,,,,,,CWT,mdp.39015065389036,,,,,0.0,-12.5,,81161.03949724884,0.0,-12.5,10676.463464472961,133152.44609078008,10890.907749331825,,0.0,47.13639406187758,,,10676.463464472961,,104926.16878110384,81161.03949724884,0.0,-12.5,,,,6.0,,,0.0,0.19968380743601882,0.5239010057657464,0.47816589003056753,0.696685075149467,0.21025399811853254,0.0,0.07048875484812525,,0.014527542638269886,0.2357808441772698,0.2357808441772698,0.24211148539430713,0.5728775484137142,0.48839335080212865,0.4,,0.21428571428571433,0.0,0.375,0.0,0.22560515988035731,0.22560515988035731,0.0,0.14516129032258074,1.0872985579692869,0.4039764693941823,8,1.073968329466934,0.4885877322926602,11,0,0,0.22500859599813125,0.3754203084995724,11,1,0.125,0.30506121876406544,0.5148028266934889,12,1.7320508075688772,0.8762820851736516,10.5,10.25242718446602,0.5631410425868257,10,gaus,7.25,7.0,4.267819784654187,8,0.5178571428571429,1.0,0.33749999999999997,1,7.75,10
