signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,rbio5.5,26368.67012979767,0.5930232558139535,15.180842184938243,9.679931460793762,86,1,False,False,204.93754944510863,,6.29622030509294,139191.9301599515,1.0,7.328147269167814e-05,0.9618836643779154,737.9538358007278,,,,[],[],10,238.36024931028496,31.49342863432014,1089.8511691105111,"[8, 15, 23, 29, 36, 45, 50, 60, 68, 82]","[218.7826112502829, 48.57744670194734, 199.8225845634887, 65.75974761392263, 487.60973107029065, 97.4700247843839, 39.661858291078715, 104.57389108262328, 31.49342863432014, 1089.8511691105111]","[1, 14, 1, 26, 1, 41, 48, 41, 65, 1]","[16, 16, 26, 33, 41, 48, 52, 72, 72, 85]",44085824.5778373,1010.4190091884903,-1010.4190091884903,0.0,,,,SWT,inu.32000013032919,22295945.177837305,,0.0,7.5,1.0,0.0,12.0,,345.0190091884904,108.12388567392134,951.0024931028497,108.3230975558169,,0.0,108.12388567392134,,,20.49342863432014,0.0,3.0,424.45116911051116,345.0190091884904,,216.25383580072776,0.4864829283837122,0.9404324110800784,0.9031962401288072,0.05138773821072275,0.03014421441726948,0.14285714285714307,0.9706187987261998,0.7654257474464701,,0.26217075713414095,0.8936532434620224,0.8936532434620224,0.8432582274031621,,0.0,0.9593424117482285,0.9084544736757361,0.9999999999999998,,,,,0.25,,0.8849404600937794,0.3764705882352941,0.0,0.3676470588235293,0.0,0.8403667847378683,0.8403667847378683,0.0,0.5394736842105263,3.3626425296404117,1.0,1,1.762318997842343,0.6699448781467215,9,0,0.5477665398735653,0.9189582586531061,7,0,0.5363181526563003,0.7111744071419654,4,3.5,0.9669811320754716,5.25,2.6596306068601585,0.9587264150943395,1,rbio,36.333333333333336,37.0,23.627062772128387,15,0.4609905397885365,1.0,0.3773066221480244,3,1.5
smoothed,bior1.3,66910.06923390548,0.627906976744186,18.76558159679048,10.02150631913594,86,1,False,False,201.8613041232337,,6.312598926389197,137669.14575632103,1.0,6.5013507471639e-05,0.9993485535804335,739.2182678871817,,,,[],[],9,239.75437508881544,50.46974650718971,956.8392186321066,"[8, 12, 22, 29, 36, 44, 51, 60, 81]","[205.06096654409885, 107.3388093841179, 956.8392186321066, 69.80911697264185, 177.37773606064547, 151.6390492254552, 50.46974650718971, 101.29304640497287, 337.9616860681104]","[0, 11, 0, 27, 27, 41, 49, 41, 41]","[17, 17, 85, 31, 85, 49, 52, 72, 85]",43736344.66125,945.0835683948802,-945.0835683948802,0.0,,,,SWT,inu.32000013032919,21946465.261250004,,0.0,20.5,2.0,0.0,25.0,,279.68356839488024,109.51801145245182,725.1893757993389,109.51801145245182,,0.0,109.51801145245182,,,39.46974650718971,0.0,20.5,291.43921863210664,279.68356839488024,,217.51826788718165,0.18108725818301014,0.704862958318085,0.9819500599359321,0.2225623424030721,0.17087811904518024,0.35714285714285715,0.9994978457907876,0.4916940166972874,,0.6829133054062912,0.9053945280898839,0.9053945280898839,0.8583283556653476,,0.0,0.9649843121919248,0.6882742290525649,0.605867501257696,,,,,0.5,,0.5911942463703223,0.6823529411764706,0.0,0.8823529411764706,0.0,0.3830686289644232,0.3830686289644232,0.0,0.8815789473684211,3.1167831889064237,0.9268850796458941,6,1.7910092194883869,0.6808514546905788,6,0,0.5508207274318956,0.9240821037146373,6,0,0.5137094321895265,0.6811945466905509,11,2.5,0.9764150943396226,7.25,6.769230769230769,0.9540094339622641,2,bior,22.2,20.0,15.667071929915393,15,0.281669449081803,0.6630985866087857,0.6039018096601022,1,1.75
smoothed,bior1.5,66910.06923390548,0.627906976744186,18.76558159679048,10.007595528225853,86,1,False,False,202.12492750895228,,6.3120297452035,137841.64496628477,1.0,6.582479440980237e-05,0.9987617874584019,739.5674018603926,,,,[],[],10,223.05915431942222,42.39105153213336,959.7494049784275,"[8, 12, 16, 22, 29, 36, 44, 51, 60, 81]","[205.04439372891466, 109.13198798703331, 42.39105153213336, 959.7494049784275, 72.364645074024, 182.11756120328653, 151.13855020689664, 49.558241672066515, 101.10411631187458, 357.991590499565]","[0, 11, 15, 0, 27, 27, 41, 49, 41, 41]","[17, 17, 17, 85, 31, 85, 49, 52, 72, 85]",43766014.52536377,946.2569237099117,-946.2569237099117,0.0,,,,SWT,inu.32000013032919,21976135.125363775,,0.0,19.5,1.0,0.0,28.5,,280.8569237099117,92.8227906830586,797.9915431942222,92.82279068305854,,0.0,92.8227906830586,,,31.39105153213336,0.0,19.5,294.3494049784275,280.8569237099117,,217.86740186039253,0.2072585911354266,0.7279780071807593,0.9787427749325082,0.216613773081324,0.17087811904518024,0.35714285714285715,0.999045549072053,0.5227020222847291,,0.503792638620969,0.7647878898674318,0.7647878898674318,0.6477699890175042,,0.0,0.9665421492157323,0.7592603578369145,0.6144907791838955,,,,,0.25,,0.6161324755258522,0.6588235294117647,0.0,0.8529411764705881,0.0,0.39128121948364625,0.39128121948364625,0.0,0.9736842105263158,2.884980203580155,0.8579503108493259,13,1.8131187619174685,0.6892563886024675,4,0,0.5086430846950939,0.853322956702024,9,0,0.5225452117343548,0.6929110628075381,6,3.9157800414902435,0.9630586788538656,8.0,6.614840989399294,0.9437934903703291,3,bior,22.2,20.0,15.667071929915393,15,0.281669449081803,0.6630985866087857,0.6039018096601022,1,2.5
smoothed,rbio3.1,305756.28877574246,0.6627906976744186,51.736393955397126,8.440747590160463,86,1,False,False,210.11019805608714,,6.3869870462584295,140496.87939730936,1.0,4.244039672893826e-05,0.7177211004901453,741.7550134646883,,,,[],[],10,247.74900292433068,22.167797590198234,975.206317273427,"[7, 11, 21, 28, 35, 43, 49, 59, 66, 79]","[257.2808023347252, 134.66848647697793, 975.206317273427, 84.60532636897028, 185.50946404429078, 230.97643007458578, 71.09958684830724, 124.45079348883257, 22.167797590198234, 391.5250247429913]","[0, 9, 0, 26, 26, 38, 48, 48, 63, 38]","[16, 16, 83, 30, 83, 48, 51, 71, 71, 83]",44222714.8475,975.206317273427,-975.206317273427,0.0,,,,SWT,inu.32000013032919,22432835.447499998,,0.0,-6.0,1.0,0.0,-6.0,,309.806317273427,117.51263928796706,1044.8900292433068,117.51263928796698,,0.0,117.51263928796706,,,11.167797590198234,0.0,-6.0,309.806317273427,309.806317273427,,220.05501346468827,0.9999999999999998,0.06171374284899489,0.6174888443052309,1.0,1.0,0.5714285714285712,0.7824110574511658,1.0,,0.055403048243712755,0.9727250389778983,0.9727250389778983,0.9591557602414793,,0.0,0.9763032799345243,1.0,0.660291712436565,,,,,0.25,,0.9999999999999999,0.05882352941176469,0.0,0.1029411764705882,0.0,0.5939048511076319,0.5939048511076319,0.0,0.06578947368421051,3.073196467885971,0.9139230354689551,9,2.630543280989732,1.0,1,0,0.45899820892188337,0.7700364372258076,17,0,0.7541302770042453,1.0,1,7.659416862050705,0.9277413503580122,7.0,1.8433734939759034,0.9308518072544778,4,rbio,36.333333333333336,37.0,23.627062772128387,15,0.4609905397885365,1.0,0.3773066221480244,3,3.75
smoothed,bior3.9,17684.987042900964,0.6511627906976745,10.929116656231283,9.553035647449637,86,1,False,False,203.67523086298792,,6.2913033356196015,139173.79940475264,1.0,6.048706163275581e-05,0.9321369235982649,745.7893200542646,,,,[],[],9,248.10525361732113,27.250520321169574,991.5068700201226,"[8, 15, 21, 28, 36, 43, 60, 68, 81]","[222.57099169016647, 45.94230155954892, 227.4877294769783, 63.69618877570997, 991.5068700201226, 128.24926330775077, 106.53956810851753, 27.250520321169574, 419.7038492959259]","[1, 14, 1, 26, 1, 41, 41, 65, 41]","[16, 16, 26, 30, 85, 48, 71, 71, 85]",43995145.088780254,955.3292409561608,-955.3292409561608,0.0,,,,SWT,inu.32000013032919,22205265.688780256,,0.0,-6.5,2.0,0.0,7.0,,289.9292409561608,117.8688899809575,800.3472825558902,117.8688899809575,,0.0,117.8688899809575,,,16.250520321169574,0.0,7.0,326.10687002012264,289.9292409561608,,224.0893200542646,0.3611656701493803,0.5758962366586692,0.8739390223497087,0.0,0.0,0.5000000000000003,0.9476891292335197,0.7621666104415593,,0.16809707710202476,0.9757253714082208,0.9757253714082208,0.9636487564749143,,0.0,0.9943043702117976,0.7615573336508719,0.7085924670817573,,,,,0.5,,0.8087221845688339,0.04705882352941175,0.0,0.48529411764705876,0.0,0.45478050708173473,0.45478050708173473,0.0,0.40789473684210525,3.078273594993407,0.9154328977462216,8,1.6894242813222717,0.642233980155853,17,0,0.48367675689381573,0.811438300646689,14,0,0.5026070836041047,0.6664724901388296,12,3.774917217635375,0.9643875734185342,12.75,11.813857290589453,0.9220522772753048,5,bior,22.2,20.0,15.667071929915393,15,0.281669449081803,0.6630985866087857,0.6039018096601022,1,4.0
smoothed,sym16,29220.05084514639,0.6744186046511628,21.496692654156735,9.846818775010098,86,1,False,False,201.3293763468492,,6.305588719353904,136758.7628420629,1.0,6.598814162054218e-05,0.9579294087875434,739.7257499305088,,,,[],[],9,227.5405528486032,31.791011580920667,990.1572335620555,"[8, 15, 21, 29, 36, 45, 50, 60, 82]","[193.3738043784016, 41.12420215090651, 165.88943854312163, 31.791011580920667, 419.74196968292176, 80.50156271259516, 32.66712193498586, 92.61863109152023, 990.1572335620555]","[1, 14, 1, 26, 1, 41, 48, 41, 1]","[16, 16, 26, 32, 41, 48, 51, 72, 85]",43578789.05985961,973.0132460189942,-973.0132460189942,0.0,,,,SWT,inu.32000013032919,21788909.659859613,,0.0,-2.0,2.0,0.0,11.5,,307.61324601899423,97.30418921223958,615.264975637429,97.58260070534018,,0.0,97.30418921223958,,,20.791011580920667,0.0,2.5,324.7572335620555,307.61324601899423,,218.0257499305087,0.12827988335754914,0.7326320680071052,0.9416739358692886,0.14929796972678522,0.040042391355398166,0.6428571428571428,0.967570741312164,0.32804597159632304,,0.2687687603987283,0.8025300910893736,0.8025300910893736,0.7078002118991917,,0.0,0.9672486988648735,0.5810918757565264,0.7045933107074729,,,,,0.5,,0.4587650017622458,0.15294117647058822,0.0,0.3529411764705882,0.0,0.5785550282863563,0.5785550282863563,0.0,0.5263157894736842,2.7176115943919563,0.8081773695649319,19,1.6933376697783133,0.6437216532476902,16,0,0.44347979114196434,0.744002028144564,19,0,0.4913000130102195,0.651478965891531,21,2.0615528128088303,0.9805513885584073,18.75,18.571636363636365,0.9018322980527886,6,sym,29.105263157894736,31.0,17.30412518846335,19,0.36928213689482475,0.7323857965483599,0.5217867652091147,2,5.0
smoothed,sym5,30358.503264579118,0.6046511627906976,16.712527856320254,9.807298016674203,86,1,False,False,207.0508252781063,,6.3105826396291205,136758.76284262698,1.0,6.153467321423323e-05,0.9500736866419294,741.6926182783936,,,,[],[],9,230.52187807880193,45.99468958383795,918.9115358680034,"[8, 12, 22, 29, 35, 44, 51, 60, 80]","[185.9635708671591, 112.60832111576178, 918.9115358680034, 74.5103906112198, 127.96534018851196, 184.9676505370652, 45.99468958383795, 323.1054501009812, 100.66995383667665]","[0, 11, 0, 27, 27, 39, 49, 39, 72]","[17, 17, 84, 31, 84, 49, 52, 84, 84]",43571360.84847206,942.2197493402773,-942.2197493402773,0.0,,,,SWT,inu.32000013032919,21781481.44847206,,0.0,29.5,2.0,0.0,25.0,,276.8197493402773,100.28551444243831,642.0969027092174,100.28551444243828,,0.0,100.28551444243831,,,34.99468958383795,0.0,11.5,253.51153586800342,276.8197493402773,,219.9926182783936,0.6962793593601322,0.6057446068910001,0.9325619927487323,0.2014899284402908,0.04399437273148308,0.21428571428571397,0.961515317837049,0.3280459716977225,,0.5836924309348611,0.8276387209096222,0.8276387209096222,0.7418890753850069,,0.0,0.9760248723925046,0.6072544846294061,0.49348261910570895,,,,,0.5,,0.4525214127424863,0.8941176470588236,0.0,0.6176470588235293,0.0,0.3630240841319217,0.3630240841319217,0.0,0.8815789473684211,2.831601272591475,0.8420762087055016,15,1.6744253376386602,0.6365321375775517,22,0,0.5071963421402129,0.8508958350686733,10,0,0.4979896579990155,0.6603496414137635,17,4.96655480858378,0.9531457093529832,16.0,14.763157894736839,0.901101156563284,7,sym,29.105263157894736,31.0,17.30412518846335,19,0.36928213689482475,0.7323857965483599,0.5217867652091147,2,5.75
smoothed,sym14,29301.116512781606,0.6744186046511628,21.48425734710709,9.8489021180672,86,1,False,False,201.52566820171242,,6.306300747115457,136758.76284207465,1.0,6.63420214691888e-05,0.958349466356492,739.4374951648097,,,,[],[],9,227.7445214089916,31.203030953793927,988.7653661708825,"[8, 15, 21, 29, 36, 45, 50, 60, 82]","[195.3696449304599, 43.46941795806242, 167.09155790781097, 31.203030953793927, 417.39196518211094, 81.9185753798456, 31.379625410303788, 93.11150878765443, 988.7653661708825]","[1, 14, 1, 26, 1, 41, 48, 41, 1]","[16, 16, 26, 32, 41, 48, 52, 72, 85]",43579305.82726388,965.974612647366,-965.974612647366,0.0,,,,SWT,inu.32000013032919,21789426.42726388,,0.0,2.5,2.0,0.0,11.5,,300.57461264736605,97.50815777262798,617.1006926809246,97.77661214055418,,0.0,97.50815777262798,,,20.203030953793927,0.0,2.5,323.36536617088257,300.57461264736605,,217.73749516480962,0.14776684759431535,0.7427147522069774,0.94215427339914,0.15673944285527575,0.04032379969822017,0.6428571428571428,0.9678945341369053,0.3280459715984366,,0.2557320654482473,0.8042479080607947,0.8042479080607947,0.7102470636943206,,0.0,0.9659625050803925,0.5828818011272148,0.7004690183350368,,,,,0.5,,0.4591993571033512,0.2588235294117647,0.0,0.3529411764705882,0.0,0.5292899736557646,0.5292899736557646,0.0,0.5263157894736842,2.7047544423475225,0.8043538432962004,21,1.7064877246936139,0.6487206414834408,13,0,0.4433137816432064,0.743723522999044,20,0,0.49606209554330166,0.6577936341634366,18,3.559026084010437,0.9664242822263166,18.0,17.383921464579466,0.8983064807357999,8,sym,29.105263157894736,31.0,17.30412518846335,19,0.36928213689482475,0.7323857965483599,0.5217867652091147,2,6.5
smoothed,sym20,29049.78982809965,0.6744186046511628,22.21212292829974,9.842175627727928,86,1,False,False,201.17066431121805,,6.305032065654908,136758.76284194354,1.0,6.554016519181526e-05,0.9570390307839302,737.7028118293099,,,,[],[],9,227.60239163412643,33.953369689749366,987.1152126721801,"[8, 15, 21, 28, 36, 45, 50, 60, 82]","[192.92564377360645, 37.913757126525184, 166.5441648310092, 33.953369689749366, 423.20158430815445, 79.3933611293412, 34.515244737761805, 92.8591864388103, 987.1152126721801]","[1, 12, 1, 26, 1, 41, 48, 41, 1]","[16, 16, 26, 32, 41, 48, 51, 72, 85]",43578345.10605773,976.5860246181071,-976.5860246181071,0.0,,,,SWT,inu.32000013032919,21788465.706057735,,0.0,-2.0,2.0,0.0,7.0,,311.1860246181071,97.36602799776281,615.821524707138,97.63957978687777,,0.0,97.36602799776281,,,22.953369689749366,0.0,2.5,321.7152126721801,311.1860246181071,,216.00281182930985,0.11252367297152305,0.7198684001206345,0.9406034074756805,0.14348032641760175,0.03945135359487649,0.6428571428571428,0.9668844115559855,0.32804597157486814,,0.31671252204314454,0.8030508954479552,0.8030508954479552,0.708518826076708,,0.0,0.9582223418995639,0.5816345417972623,0.6955793890993723,,,,,0.5,,0.45839184799237204,0.15294117647058822,0.0,0.3529411764705882,0.0,0.6035617481387912,0.6035617481387912,0.0,0.40789473684210525,2.709905884017069,0.8058858056217043,20,1.680660516814493,0.6389024385039394,20,0,0.44144788032584414,0.7405932014101833,21,0,0.486714335821039,0.6453982165448837,22,0.9574271077563381,0.9909676687947515,20.75,20.71748878923767,0.8976064759068096,9,sym,29.105263157894736,31.0,17.30412518846335,19,0.36928213689482475,0.7323857965483599,0.5217867652091147,2,7.25
smoothed,bior3.7,17684.987042900964,0.6511627906976745,10.929116656231283,9.554756246514023,86,1,False,False,203.83245099401017,,6.291620924443114,139174.02675254157,1.0,5.873837689787321e-05,0.9324621215382582,746.4161522619036,,,,[],[],10,226.6889979017617,22.836217205939533,997.8952435844183,"[8, 15, 21, 28, 36, 43, 47, 60, 68, 81]","[226.55266232818383, 48.96403719432135, 228.76225017594766, 66.65049376870263, 997.8952435844183, 132.4831191080715, 22.836217205939533, 106.3938309149928, 27.133876186800308, 409.2182485502393]","[1, 14, 1, 26, 1, 41, 46, 41, 65, 41]","[16, 16, 26, 30, 85, 48, 48, 71, 71, 85]",43995184.192599945,953.3734804467875,-953.3734804467875,0.0,,,,SWT,inu.32000013032919,22205304.792599946,,0.0,-6.0,1.0,0.0,7.5,,287.97348044678756,96.45263426539807,834.289979017617,96.45263426539806,,0.0,96.45263426539807,,,11.836217205939533,0.0,7.5,332.4952435844183,287.97348044678756,,224.71615226190352,0.3767737710186959,0.5260730098928947,0.8743357252842708,0.003319152459620861,0.0,0.5000000000000003,0.9479398014446027,0.7622074778838552,,0.07022323487455351,0.7953583213960618,0.7953583213960618,0.6935491941230585,,0.0,0.9971012977402024,0.7946533348901093,0.727522086764343,,,,,0.25,,0.8087550522628875,0.05882352941176469,0.0,0.49999999999999994,0.0,0.4410916781214136,0.4410916781214136,0.0,0.4210526315789474,2.7868921578712222,0.8287803812941252,18,1.6811739574052336,0.6390976227438077,19,0,0.4330322422600453,0.7264747411913711,23,0,0.49883111724799256,0.6614654423232824,14,3.696845502136472,0.9651240990364484,18.5,17.9296646043634,0.8952978985748279,10,bior,22.2,20.0,15.667071929915393,15,0.281669449081803,0.6630985866087857,0.6039018096601022,1,7.75
