signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,gaus8,13.451184914932664,0.6707616707616708,54.77400353730516,-5.252217641801357,77,37,972.1540418312547,,False,10.490028055662496,2554.5492402355094,0.03831818912922241,1.914997785434852e-05,0.4581691039604839,5,1154.8310100983495,13.318986768269724,3244.4957467908935,"[8, 25, 47, 54, 56]","[3244.4957467908935, 79.9727993132102, 13.318986768269724, 2393.9348402098726, 42.432677409500684]","[0, 23, 28, 28, 55]","[71, 28, 48, 71, 71]",0.05,30,120183316.39544974,3463.763014855677,-3463.763014855677,CWT,inu.32000013032836,1094.638417505757,2937.229080124227,3101.763014855677,0.0,-6.5,0.0,7.0,1094.638417505757,5232.421717158413,1094.6384175057567,3101.763014855677,0.0,-2.0,,0.0,4.0,12.252320101603061,0.0,0.4220044012806608,0.09912215637923881,0.8451214308717625,0.41743344951654987,0.9943333290295219,0.1008717310087176,0.8994878769033471,0.6409728109806645,,0.4321372381117038,0.8341272815422548,0.8341272815422548,0.8341115143780717,0.7973977608370839,0.731381885845132,0.8,,0.8918918918918918,0.0,0.25000000000000006,0.0,0.8780982293401282,0.8780982293401282,0.0,0.24324324324324326,2.4788179475872822,0.9485864533119754,2,2.025827182651155,0.9183182800617763,4,0,0,0.5603076370714596,1.0,1,1,0.11111111111111112,0.5468628426907522,0.9109848977218825,4,1.5,0.8928571428571429,2.75,2.0,0.8482142857142858,1,gaus,6.875,6.5,4.67325215607779,8,0.5288461538461539,1.0,0.3298076923076923,1,1.0
smoothed,gaus6,13.390029929623912,0.6454896454896455,48.537511416387986,-5.309892324126015,77,37,976.6603624625011,,False,10.39608075659684,2381.2014136396238,0.03843284184207949,2.142558772703402e-05,0.4540149664291936,5,1094.4362399404763,6.216255700461602,3090.6570886936433,"[8, 25, 47, 54, 56]","[3090.6570886936433, 61.11090350656468, 6.216255700461602, 2284.6163063309896, 29.580645470721265]","[0, 24, 28, 28, 55]","[71, 28, 48, 71, 71]",0.05,30,121714742.98925044,3429.957797575968,-3429.957797575968,CWT,inu.32000013032836,1034.2436473478838,2783.390422026977,3067.957797575968,0.0,-2.0,0.0,7.0,1034.2436473478838,4930.447866369048,1034.2436473478836,3067.957797575968,0.0,-2.0,,0.0,4.0,5.149589033794939,0.0,0.428278395772592,0.12247945396656983,0.8388943141104902,0.284873718533361,0.9841315131407492,0.01120797011207983,0.8892884259847038,0.5705864442824051,,0.17172826062058055,0.7786533242266828,0.7786533242266828,0.7786322839410302,0.7296400965758211,0.6657306255951551,0.8,,0.8918918918918918,0.0,0.6250000000000001,0.0,0.8588773877137268,0.8588773877137268,0.0,0.24324324324324326,2.3138743119133096,0.8854663284505885,3,1.8914996953767735,0.8574269127550163,6,0,0,0.5453951883832363,0.9733852482072783,3,1,0.11111111111111112,0.5106619739323133,0.8506801153360751,6,1.7320508075688772,0.8762820851736516,4.5,4.000000000000001,0.7774267568725401,2,gaus,6.875,6.5,4.67325215607779,8,0.5288461538461539,1.0,0.3298076923076923,1,1.75
smoothed,cgau8,9.144552273474863,0.9241839241839241,75.22525135267948,-10.322414374912386,77,37,1066.5545159659198,-3188.447244095931,True,10.90290271630025,2586.650357603978,0.036441214574701716,3.336226543099427e-05,0.36085315429031095,5,848.856808186791,28.807609779559016,2495.004740502673,"[8, 25, 46, 54, 56]","[2495.004740502673, 97.05792509960668, 33.374265272385344, 28.807609779559016, 1590.039500279731]","[0, 23, 28, 28, 28]","[71, 28, 48, 55, 71]",0.05,30,112658648.83520864,2719.2184902940767,-2719.2184902940767,CWT,inu.32000013032836,788.6642155941985,2187.738073836006,2357.2184902940767,0.0,-6.5,0.0,2.5,788.6642155941985,3702.550707600622,788.6642155941985,2357.2184902940767,0.0,-6.5,,0.0,4.0,27.740943112892353,0.0,0.5534349192624175,0.24499981067711174,0.2976939325809765,1.0,0.27590500978596366,1.0,0.660552780319342,0.6540071885260392,0.3426689817167553,1.0,0.5530830823154231,0.5530830823154231,0.5530406002696543,0.45412139449713185,0.4115336128724193,0.8,,0.6486486486486486,0.0,0.25000000000000006,0.0,0.45476794064552806,0.45476794064552806,0.0,0.0,1.8223615742780022,0.6973757407553746,7,2.118990863648281,0.9605498741632742,3,0,0,0.4088697534806505,0.7297236846844991,9,0,0.0,0.5588069580965116,0.930881858900953,3,3.0,0.7857142857142857,5.5,4.344827586206898,0.6964285714285714,3,cgau,3.0,3.0,,1,0.23076923076923078,,,2,2.75
smoothed,gaus4,13.349704221323867,0.6423306423306423,47.2445717549148,-5.341607078037313,77,37,931.7161472636753,,False,10.33647522215471,2274.0312210426196,0.0387857879212265,2.452537583202061e-05,0.45638931291110507,6,786.0960401080034,6.621263804052774,2916.528773389389,"[8, 25, 32, 45, 47, 54]","[2916.528773389389, 32.71182849856052, 6.621263804052774, 7.474918524266798, 10.173922116626727, 1743.0655343151252]","[0, 24, 29, 29, 29, 29]","[71, 29, 33, 46, 48, 71]",0.05,30,122615712.47534874,3459.3466678722284,-3459.3466678722284,CWT,inu.32000013032836,725.9034475154109,2609.262106722722,3097.3466678722284,0.0,-1.5,0.0,3.0,725.9034475154109,4174.842907314687,726.6693080209708,3097.3466678722284,0.0,-1.5,,0.0,3.0,5.554597137386111,0.0,0.36570411806887365,0.15429627551181846,0.8354700824077655,0.2007702510644777,0.9774044172288721,0.0,0.8951180428964453,0.5270709262433988,,0.1865771610118413,0.495435902594493,0.495435902594493,0.4960914678499523,0.5600955250974692,0.5914206732962796,0.6000000000000001,,0.6756756756756755,0.0,0.6666666666666667,0.0,0.8755871996007321,0.8755871996007321,0.0,0.2702702702702703,1.8563433975406896,0.7103798007095161,6,1.8152450893214793,0.822860292621188,9,0,0,0.452589576283907,0.807751931866289,6,1,0.11111111111111112,0.4889237086221508,0.8144676871835408,8,1.5,0.8928571428571429,7.25,7.024390243902439,0.6875,4,gaus,6.875,6.5,4.67325215607779,8,0.5288461538461539,1.0,0.3298076923076923,1,3.25
smoothed,gaus2,13.45752550105321,0.6609336609336609,53.09176705392377,-6.45254857876027,77,37,952.8284012727406,,False,10.399254060010318,2548.9384919914,0.03459194708270744,3.063138241431801e-05,0.42058534833617245,5,677.5444386640164,5.965758678902773,2614.2009482372428,"[8, 32, 38, 44, 52]","[2614.2009482372428, 5.965758678902773, 16.715124705503428, 97.29180308259006, 653.5485586158434]","[0, 29, 29, 29, 29]","[71, 33, 40, 48, 71]",0.05,20,157220814.01252344,3652.2651169822734,-3652.2651169822734,CWT,inu.32000013032836,617.3518460714239,2306.934281570576,3290.2651169822734,0.0,-6.5,0.0,2.5,617.3518460714239,2845.988859986749,617.3518460714238,3290.2651169822734,0.0,-6.5,,0.0,4.0,4.89909201223611,10.0,0.3950979797587582,0.2169695019399554,0.715522088572225,0.289351252757359,0.9953910595138339,0.06600249066002492,0.8072103179778047,0.6386946157986613,,0.16254423371234555,0.39572881058471054,0.39572881058471054,0.3956713711025388,0.26192385839288373,0.46240106941150116,0.8,,0.6486486486486486,0.0,0.25000000000000006,0.0,0.9852760362815973,0.9852760362815973,0.0,0.0,1.5710397110749876,0.6012006605775227,10,1.8600676235631417,0.8431785867507724,7,0,0,0.38287992500003565,0.6833387583314424,10,1,0.11111111111111112,0.5099743578167721,0.8495346582894672,7,1.7320508075688772,0.8762820851736516,8.5,8.23529411764706,0.6345696140153972,5,gaus,6.875,6.5,4.67325215607779,8,0.5288461538461539,1.0,0.3298076923076923,1,4.0
smoothed,morl,13.343894591427395,0.6718146718146718,50.518913741797924,-3.8177540504130816,77,37,771.1633265701743,,False,10.487024902820155,2294.797910102309,0.04095092141764134,1.4408699930514948e-05,0.49910671778264215,10,563.0455894855364,5.298209015642158,3299.0485407897777,"[8, 18, 24, 28, 33, 44, 53, 55, 58, 61]","[3299.0485407897777, 31.03164889530285, 44.95821179271013, 121.18962200702481, 5.298209015642158, 89.19187029434704, 80.27746720012237, 49.68654736767769, 1836.2819819715253, 73.49179552123371]","[0, 17, 22, 22, 22, 22, 22, 22, 22, 60]","[71, 22, 27, 29, 34, 46, 54, 57, 71, 71]",0.05,30,87325120.23235674,3290.881476805958,-3290.881476805958,CWT,inu.32000013032836,502.85299689294385,2991.7818741231113,2928.881476805958,0.0,-5.5,0.0,5.0,502.85299689294385,5088.72256152203,502.8529968929436,2928.881476805958,0.0,-2.5,,0.0,1.0,4.231542348975495,0.0,0.14217197397098497,0.05045676749140954,0.9999999999999999,0.4131959979150523,0.9764352603516937,0.1046077210460773,1.0,0.535503058448157,,0.13806971488646444,0.29055903751651874,0.29055903751651874,0.290491601037285,0.765154177106953,0.7546625080273671,0.20000000000000007,,0.7837837837837838,0.0,0.33333333333333337,0.0,0.7798019031994623,0.7798019031994623,0.0,0.21621621621621623,1.6096878760889362,0.615990421888264,9,2.0086485633697846,0.9105311202055938,5,0,0,0.37482888105489104,0.6689697877651571,11,1,0.11111111111111112,0.5222407918473663,0.869968550078111,5,3.0,0.7857142857142857,7.5,6.644295302013422,0.625,6,morl,6.0,6.0,,1,0.46153846153846156,,,6,6.0
smoothed,fbsp,10.21696526879103,0.73008073008073,69.37803214446994,-13.079613838132055,77,37,1387.3015996794925,-3439.558603500705,True,10.507410558554994,3438.762843306331,0.035181118685531344,4.684439960219614e-05,0.3685931664977823,9,515.3222295826092,6.082635508193107,2825.483228824999,"[8, 25, 32, 38, 45, 47, 51, 54, 58]","[2825.483228824999, 97.9085792462592, 15.74545278871824, 43.56888171407138, 66.63067357547726, 15.571575990215308, 11.982219514655299, 1554.926819080894, 6.082635508193107]","[0, 24, 28, 28, 28, 46, 28, 28, 57]","[71, 28, 33, 40, 46, 48, 53, 71, 71]",0.05,30,210529438.23588637,3678.161318740445,-3678.161318740445,CWT,inu.32000013032836,455.12963699001665,2518.2165621583326,3316.161318740445,0.0,-3.0,0.2222222222222222,6.0,455.12963699001665,4096.166732910149,455.1296369900166,3316.161318740445,0.1111111111111111,1.5,,0.0,0.0,5.015968841526444,0.0,1.0,0.38338302993141127,0.0,0.44196017812035804,0.45480391524244224,0.31133250311332505,0.6795564541325397,1.0,0.0,0.16682931438305337,0.24672405605553627,0.24672405605553627,0.24665245280701062,0.5424419640466426,0.5525666244198324,0.0,,0.8378378378378377,0.6666666666666666,0.5416666666666667,0.0,1.0,1.0,0.5,0.43243243243243246,1.610686861627182,0.6163727106116279,8,1.6597525385591698,0.7523746890113113,10,0,0,0.46536947142474766,0.8305606431800182,5,0,0.0,0.47455956450445286,0.7905393502434441,10,2.362907813126304,0.8312208704909783,8.25,7.619047619047619,0.620967578102632,7,fbsp,7.0,7.0,,1,0.5384615384615384,,,4,6.25
smoothed,gaus1,13.362912355584161,0.6907686907686907,54.62258962255935,-6.452806829796218,77,37,1346.0963957851955,,False,10.47024012584011,1482.440513933505,0.06021174503774817,3.26797274408056e-05,0.0918164073114116,9,492.7295907113087,5.820411617319223,3307.9792408194894,"[14, 16, 20, 26, 39, 46, 54, 62, 65]","[28.529257588214477, 29.157481814891526, 3307.9792408194894, 21.220467129452572, 5.820411617319223, 106.10473739440681, 14.680365442653056, 7.1045330589151945, 913.9698215364352]","[1, 1, 1, 25, 38, 42, 42, 42, 42]","[15, 17, 76, 42, 42, 49, 55, 63, 76]",0.05,30,151365249.52176175,1919.3820760420065,-1919.3820760420065,CWT,inu.32000013032836,432.5369981187161,3000.7125741528225,1557.3820760420065,0.1111111111111111,0.0,0.1111111111111111,0.0,432.5369981187161,3892.8329830684447,432.53699811871616,1557.3820760420065,0.2222222222222222,4.5,,0.0,0.0,4.75374495065256,0.0,0.942631418528197,0.23799410941748336,0.7154942052915592,0.3895126611590639,0.9796077854952107,0.17185554171855544,0.0,0.205652452878824,,0.1572153427087345,0.22597220815353247,0.22597220815353247,0.2258986323214741,0.49681741768693827,0.7584737198457543,0.0,,0.5135135135135134,0.3333333333333333,0.7916666666666667,1.0,0.0,0.0,1.0,0.5945945945945946,1.4609333564377986,0.5590654983184057,11,1.6190476027247285,0.7339229242282015,11,0,0,0.42156384246520495,0.7523792548475299,8,1,0.11111111111111112,0.449787966255556,0.749273880850527,11,1.5,0.8928571428571429,10.25,10.057142857142857,0.5803571428571429,8,gaus,6.875,6.5,4.67325215607779,8,0.5288461538461539,1.0,0.3298076923076923,1,6.25
smoothed,gaus7,13.38173586376863,0.6588276588276588,47.77960001641386,-5.185131757637954,77,37,1051.2519908135032,,False,10.374890660166201,2318.236776899096,0.036726830991617804,9.49289501695651e-06,0.13051694992360627,5,1335.4174544677153,13.298142724429226,3873.9406358128585,"[13, 16, 38, 48, 66]","[2726.0773810862956, 13.298142724429226, 24.168433848931727, 39.60267886606039, 3873.9406358128585]","[3, 15, 37, 42, 3]","[42, 42, 42, 49, 76]",0.05,20,112263423.05604368,2247.258992646303,-2247.258992646303,CWT,inu.32000013032836,1275.2248618751228,3566.6739691461917,1885.2589926463029,0.0,2.5,0.0,-2.0,1275.2248618751228,6135.353939005243,1275.2248618751225,1885.2589926463029,0.0,-2.0,,0.0,4.0,12.231476057762563,10.0,0.5321297422953833,0.0,0.8523646720458901,0.25497447171850374,0.982747905044079,0.05853051058530516,0.0950195514531601,0.5450202050184244,,0.4313730283885052,1.0,1.0,1.0,0.9999999999999999,1.0,0.8,,0.4054054054054054,0.0,1.0,0.0,0.1864230078706441,0.1864230078706441,0.0,0.24324324324324326,2.6131703008539984,1.0,1,1.569347021120196,0.711393385179656,12,0,0,0.5501911795185629,0.9819448158769135,2,1,0.11111111111111112,0.4095428267145377,0.6822319985602906,12,6.075908711186061,0.566006520629567,6.75,2.4000000000000004,0.5419318317433549,9,gaus,6.875,6.5,4.67325215607779,8,0.5288461538461539,1.0,0.3298076923076923,1,7.0
smoothed,mexh,13.485153885136342,0.7234117234117234,62.924540272992814,-6.908937050890561,77,37,1118.9870019261937,,False,10.61141451293177,2674.1331401863035,0.03285113505456395,4.121137060993324e-05,0.3617183119462499,9,246.71253633273676,0.601016196287901,1838.739777933269,"[8, 25, 34, 37, 43, 45, 51, 54, 60]","[1838.739777933269, 30.501856423884192, 53.930886160213596, 49.11769289553085, 102.37615462529001, 0.601016196287901, 101.5535336238035, 38.82167873375522, 4.770230402596667]","[0, 24, 33, 36, 41, 44, 49, 53, 59]","[71, 71, 71, 71, 71, 71, 71, 71, 71]",0.05,30,173618605.81759417,3344.122065132066,-3344.122065132066,CWT,inu.32000013032836,186.51994374014419,1531.4731112666022,2982.122065132066,0.0,-3.0,0.3333333333333333,9.0,186.51994374014419,1678.6794936612978,186.62342162245062,2982.122065132066,0.0,-4.5,,0.0,0.0,0.46565047037876184,0.0,0.6264348575783993,0.3255645364938361,0.6662459731277381,0.5887098595959077,1.0,0.2876712328767126,0.6626769596422873,0.6895288061634985,,0.0,0.0,0.0,0.0,0.0,0.13146992547760938,0.0,,0.9999999999999999,1.0,0.5416666666666667,0.0,0.8100732340371078,0.8100732340371078,0.0,0.10810810810810811,0.6655525446419363,0.2546916075176693,13,2.135653131369267,0.9681029690997536,2,0,0,0.29342607788844,0.5236874503836497,12,1,0.11111111111111112,0.600298472629242,1.0,1,6.377042156569663,0.5444969888164526,7.0,2.4092664092664093,0.5222484944082263,10,mexh,10.0,10.0,,1,0.7692307692307693,,,5,8.75
