signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_dynamic_cutoff_percentile_diff,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
raw,gaus4,20.45553800520091,0.7032178217821782,810.0684112149335,-34.12114767219546,202,100,45382.855624955,,False,13.444962508600302,378924.6759748032,0.01890995298956547,7.509766399603871e-07,0.3772663360794542,7,33161.60924851919,252.25670192901453,100987.07191870574,"[22, 34, 56, 75, 86, 102, 173]","[88837.86725020842, 2789.024200595042, 8645.898962664774, 29610.36741225367, 1008.7782932776827, 252.25670192901453, 100987.07191870574]","[0, 31, 49, 62, 84, 101, 119]","[119, 62, 62, 119, 119, 119, 201]",0.05,20,550024738889.3683,97558.70446408368,-97558.70446408368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015067403876,,,96537.70446408368,0.0,-18.5,,0.0,217.25670192901453,,,32588.10924851919,,,,,,,,,,,10.0,,,,0.0,-5.0,32588.10924851919,219514.26473963432,32589.22279784479,,,,,,,99982.07191870574,96537.70446408368,0.0,-14.0,,,,,,15.0,,0.14484205822055188,0.6746304126317241,0.49567676381744763,0.7885152863219641,0.5375995281627836,0.8464653517885629,0.08727005754424227,,0.29773499014300847,0.9113324682550945,0.9113324682550945,0.9104763986849576,0.6389637261769464,0.5118805590248559,0.9333333333333333,,0.016393442622950782,0.5384615384615385,0.2802720202804987,0.2802720202804987,0.03125,2.0318626797563293,0.8640135645523705,4,1.6788608651131414,0.7843238510150315,4,0,0,0.521808580459898,0.8294205831510424,4,1,0.125,0.5044642083553252,0.8684530363678244,5,0.5,0.9642857142857143,4.25,4.2105263157894735,0.8303571428571428,1,gaus,7.125,7.5,4.882549100038392,8,0.5089285714285714,1.0,0.34375,1,1.0,1
raw,gaus2,21.38021382338918,0.7035643564356435,1281.241324754065,-38.42876812659089,202,100,78497.86471811961,,False,13.43826020979451,342926.71530659444,0.018073933182801698,8.746215341420703e-07,0.4141815246484384,7,35799.87475992451,47.46059282099304,120026.5095564797,"[25, 36, 58, 75, 86, 102, 169]","[11002.377112479167, 6995.269823922514, 4586.479335950309, 120026.5095564797, 1167.8681425419782, 47.46059282099304, 106773.1587552769]","[0, 30, 0, 0, 84, 101, 121]","[47, 47, 62, 201, 121, 121, 201]",0.05,20,1479841000104.2542,124284.83985403835,-124284.83985403835,0.49504950495049505,15898244.116582815,0.018853845551147178,0.05442316370101321,28705901.02870617,2650319791360.277,16.0,3667739.0225657793,0.009900990099009901,"[0.0, 0.0049504950495049506, 0.009900990099009901, 0.01485148514851485, 0.019801980198019802, 0.024752475247524754, 0.0297029702970297, 0.034653465346534656, 0.039603960396039604, 0.04455445544554455, 0.04950495049504951, 0.054455445544554455, 0.0594059405940594, 0.06435643564356436, 0.06930693069306931, 0.07425742574257425, 0.07920792079207921, 0.08415841584158416, 0.0891089108910891, 0.09405940594059406, 0.09900990099009901, 0.10396039603960396, 0.10891089108910891, 0.11386138613861387, 0.1188118811881188, 0.12376237623762376, 0.12871287128712872, 0.13366336633663367, 0.13861386138613863, 0.14356435643564355, 0.1485148514851485, 0.15346534653465346, 0.15841584158415842, 0.16336633663366337, 0.16831683168316833, 0.17326732673267328, 0.1782178217821782, 0.18316831683168316, 0.18811881188118812, 0.19306930693069307, 0.19801980198019803, 0.20297029702970298, 0.2079207920792079, 0.21287128712871287, 0.21782178217821782, 0.22277227722772278, 0.22772277227722773, 0.23267326732673269, 0.2376237623762376, 0.24257425742574257]","[15898244.116582815, 998834.2078431718, 3667739.0225657793, 2462581.7743096617, 1147776.3416225219, 720225.2902723814, 367038.4946426298, 525062.2610468591, 237835.06167305686, 195690.79997656535, 235215.50856915372, 74772.45331347668, 203012.9389737456, 232333.30408876284, 100542.47578629207, 121178.16436851112, 75282.34582949129, 89015.63513579931, 42677.546705663815, 63267.98316343226, 71058.67035483723, 70513.48061573009, 29989.085615968586, 26529.81366601873, 49079.11732826161, 24522.741130850805, 19377.8608801926, 27020.099846464873, 16793.140003580495, 30146.076891073226, 32427.04714592274, 17741.737722050566, 30294.232376848537, 21343.18822316865, 19159.56984681898, 27056.333458340872, 20599.241915862633, 24162.591334629662, 12009.467332988646, 35045.541507334616, 19132.920477019245, 18477.284697604515, 8017.465532487356, 18075.40205544935, 19943.99073662792, 16471.890529390465, 14130.42624035113, 12870.075011683637, 16055.060464886526, 10315.169827382602]",3.0,0.7,36914.07709192467,15.0,0.5,202491739625.30954,0.027997602344241673,0.044817106915889214,257307736923.50983,6.615399369964333e+19,"[0.015625, 0.015625, 0.015625, 0.015625, 0.015625]",3.0,202491739625.30954,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[5.143615844007864e-21, 202491739625.30954, 25102701329.91396, 11673831375.370203, 4073555274.2838526, 3054157651.985853, 1563821102.8770185, 1489105620.9634972, 1047377216.7931247, 848962130.5163972, 565474834.5047115, 587857031.986006, 515518369.0924953, 386352692.3273613, 396601982.0150345, 348143541.7384601]",3.0,0.7,boxcar,64.0,32.0,36914.07709192467,15.0,CWT,mdp.39015067403876,0.0,0.0,123263.83985403835,0.0,-5.0,0.0,0.0,12.460592820993043,,3656890.931464537,35226.37475992451,0.08912271370413571,1.0,6.615399366731927e+19,16.0,0.14887033841269232,0.046875,32.0,2650264913251.112,0.0,36861.92709192467,10.0,0.0,15822823.116582815,28300189.651055995,0.0,-9.5,35226.37475992451,237982.12331947158,35239.24607301133,,0.15798812398731896,202487982061.0803,36861.92709192467,2.0,202487982061.0803,119021.5095564797,123263.83985403835,0.0,-9.5,0.39999999999999997,0.00495049504950495,0.0,0.0,257283086139.48306,15.0,0.09841840491299297,0.5004656429957873,0.31273895812239255,0.48503588093957,0.902006621425617,0.5396638159834855,0.9307354755181523,0.06937662750687204,,0.009432512410655625,1.0,1.0,1.0,0.6992124787649414,0.6577203396910101,0.9333333333333333,,0.16393442622950818,0.3653846153846154,0.4227364890339713,0.4227364890339713,0.875,2.351655996059506,1.0,1,1.6472146865581692,0.7695395093522266,6,0,0,0.6291242236568338,1.0,1,1,0.125,0.5280390032131252,0.9090378823031859,2,2.3804761428476167,0.8299659897965987,2.5,1.5,0.8256972806125851,2,gaus,7.125,7.5,4.882549100038392,8,0.5089285714285714,1.0,0.34375,1,1.75,2
raw,gaus6,20.458926409656847,0.665940594059406,740.9672703049984,-33.95643294588021,202,100,42824.60213044303,,False,13.36254841876983,463358.2635869035,0.01623469637234156,6.079877305151276e-07,0.36263915280047704,9,25338.80319180636,263.925792814116,96836.76577052564,"[22, 34, 55, 75, 86, 102, 122, 173, 179]","[81646.2517259025, 1639.0151662131393, 9032.756926080741, 34786.03951367448, 1609.4317754543918, 509.2932293128033, 263.925792814116, 96836.76577052564, 1725.7488262794504]","[0, 31, 49, 62, 84, 101, 119, 119, 176]","[119, 119, 62, 119, 119, 119, 123, 201, 201]",0.05,30,528114977909.42303,93784.3694571454,-93784.3694571454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015067403876,,,92763.3694571454,0.0,-13.0,,0.0,228.925792814116,,,24765.30319180636,,,,,,,,,,,0.0,,,,0.0,-4.0,24765.30319180636,215432.22872625725,24765.303191806364,,,,,,,95831.76577052564,92763.3694571454,0.0,-4.0,,,,,,13.0,,0.11736885789852902,0.6884684126404086,0.3648323024193437,0.7889311667181108,0.3155411383072842,0.8130743657874664,0.12923928204188279,,0.3141621958634271,0.648421513550482,0.648421513550482,0.6461672259710274,0.6256466663368982,0.48008971783177823,0.7999999999999999,,0.3442622950819672,0.576923076923077,0.26015281397492857,0.26015281397492857,0.375,1.8211995895554398,0.7744328220654244,5,1.5283153539771845,0.7139925701442832,7,0,0,0.49828331942158294,0.7920269172362687,6,1,0.125,0.4533865036875751,0.7805209552118069,6,0.816496580927726,0.9416788156480196,6.0,5.91549295774648,0.7565536935382955,3,gaus,7.125,7.5,4.882549100038392,8,0.5089285714285714,1.0,0.34375,1,2.5,3
raw,cgau8,15.331409774425754,0.7113861386138614,863.9706941088021,-32.91721145271805,202,100,42170.709956332,-325149.51430175477,True,13.664153311622158,462963.7634956655,0.01855673929427965,2.099891866947855e-06,0.2897758159613684,9,19926.122550886652,688.9712753534332,68706.29526943387,"[20, 33, 57, 77, 86, 102, 122, 173, 179]","[51924.077444186536, 796.1986244764794, 5261.044525018329, 46079.46040360744, 2968.4247996898703, 959.2937974073429, 688.9712753534332, 68706.29526943387, 1951.3368188065579]","[0, 32, 49, 49, 84, 101, 121, 121, 176]","[121, 49, 62, 121, 121, 121, 123, 201, 201]",0.05,30,418484761959.50385,64729.138814559905,-64729.138814559905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015067403876,,,63708.138814559905,0.0,-13.0,,0.0,653.9712753534332,,,19352.622550886652,,,,,,,,,,,0.0,,,,0.0,-8.5,19352.622550886652,166718.10295797986,19352.622550886652,,,,,,,67701.29526943387,63708.138814559905,0.0,-4.0,,,,,,13.0,,0.1103466801796699,0.7757754030541211,0.8436743286004601,0.15959848898166062,0.5862577410793273,0.64674168136116,0.1290431887173924,0.889521210337293,0.9125215411593526,0.4665106973422447,0.4665106973422447,0.46331499660225234,0.4667237842785671,0.26461372920406967,0.7999999999999999,,0.3442622950819672,0.40384615384615385,0.10527303290634282,0.10527303290634282,0.375,1.570246194530496,0.6677193420983512,8,1.900831183275503,0.8880231023168377,2,0,0,0.43115416338912804,0.6853243718434663,7,0,0.0,0.5176198402888855,0.8911009235891724,4,2.753785273643051,0.8033010518826392,5.25,3.929824561403509,0.7141505259413197,4,cgau,4.0,4.0,,1,0.2857142857142857,,,2,3.5,4
raw,gaus8,20.471891983620296,0.644009900990099,679.3503873482856,-33.48223685239119,202,100,39346.35858399217,,False,13.289772849417563,484390.9356601706,0.016979411151738445,5.075677502775922e-07,0.38189042972762527,9,26114.764970236192,751.1117333274451,95941.3506755897,"[20, 34, 57, 75, 86, 102, 122, 173, 179]","[76128.04997108587, 1420.7526995475382, 8520.002791726263, 46448.641360210335, 2645.814625586041, 871.3361435343613, 751.1117333274451, 95941.3506755897, 2305.824731518209]","[0, 32, 49, 49, 84, 101, 120, 120, 176]","[120, 49, 62, 120, 120, 120, 123, 201, 201]",0.05,30,473376093569.27356,93826.86938747647,-93826.86938747647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015067403876,,,92805.86938747647,0.0,-13.0,,0.0,716.1117333274451,,,25541.264970236192,,,,,,,,,,,0.0,,,,0.0,-8.5,25541.264970236192,222415.88473212573,25541.2649702362,,,,,,,94936.3506755897,92805.86938747647,0.0,-4.0,,,,,,13.0,,0.08001584267723756,0.7283065357555217,0.2492904066776655,0.7905225139454883,0.18490120908286653,0.8570212492111209,0.1396939477856098,,0.9999999999999999,0.6745002441878362,0.6745002441878362,0.6723809175785089,0.6484298472367458,0.4732309469197877,0.7999999999999999,,0.3442622950819672,0.40384615384615385,0.2603793611321712,0.2603793611321712,0.375,2.0412074082102016,0.8679872445759499,3,1.4535416969999,0.6790600966954197,8,0,0,0.5489091142752648,0.872497185189735,3,1,0.125,0.4265716721622158,0.7343582711755845,9,3.2015621187164243,0.7713169915202553,5.75,4.430769230769231,0.6803013529029849,5,gaus,7.125,7.5,4.882549100038392,8,0.5089285714285714,1.0,0.34375,1,4.0,5
raw,mexh,22.178619335383054,0.6925247524752475,1703.3087737311514,-42.1513228211218,202,100,125013.57819364099,-416244.20590332244,False,13.330906091992304,490902.98554779834,0.019010407147665435,3.088702857639984e-07,0.25838522255430446,11,19887.144047634363,29.239806898112874,164711.24658340428,"[31, 39, 58, 80, 86, 102, 124, 139, 150, 161, 178]","[369.0649503513996, 2932.5034219699737, 1739.4242196718405, 164711.24658340428, 3078.595838074514, 1880.5547983294236, 106.00990104797529, 924.3401776480168, 29.239806898112874, 42807.61534432034, 179.98948226212815]","[0, 0, 0, 0, 84, 101, 123, 123, 123, 123, 177]","[32, 41, 61, 201, 201, 201, 125, 140, 151, 201, 201]",0.05,30,3475649674550.3574,183820.64633748328,-183820.64633748328,0.49504950495049505,25328163.795115482,0.013738327082368213,0.04946695671933794,39292116.78942911,6500125267602.861,16.0,422642.6711297338,0.034653465346534656,"[0.0, 0.0049504950495049506, 0.009900990099009901, 0.01485148514851485, 0.019801980198019802, 0.024752475247524754, 0.0297029702970297, 0.034653465346534656, 0.039603960396039604, 0.04455445544554455, 0.04950495049504951, 0.054455445544554455, 0.0594059405940594, 0.06435643564356436, 0.06930693069306931, 0.07425742574257425, 0.07920792079207921, 0.08415841584158416, 0.0891089108910891, 0.09405940594059406, 0.09900990099009901, 0.10396039603960396, 0.10891089108910891, 0.11386138613861387, 0.1188118811881188, 0.12376237623762376, 0.12871287128712872, 0.13366336633663367, 0.13861386138613863, 0.14356435643564355, 0.1485148514851485, 0.15346534653465346, 0.15841584158415842, 0.16336633663366337, 0.16831683168316833, 0.17326732673267328, 0.1782178217821782, 0.18316831683168316, 0.18811881188118812, 0.19306930693069307, 0.19801980198019803, 0.20297029702970298, 0.2079207920792079, 0.21287128712871287, 0.21782178217821782, 0.22277227722772278, 0.22772277227722773, 0.23267326732673269, 0.2376237623762376, 0.24257425742574257]","[25328163.795115482, 3828859.3267053077, 3120324.665952494, 2003447.1645866144, 985147.1136899088, 620549.4611290797, 334447.8597119138, 422642.6711297338, 204370.11789380264, 161305.1698297647, 191766.80163512396, 40623.506547678226, 159821.29607969345, 181357.06237473094, 85608.53417973888, 96806.2000902597, 65399.665726575164, 74369.67479897279, 35471.37624173867, 56115.98293615013, 59950.20727091843, 60850.668825602166, 28613.98517949623, 24887.424238710522, 46961.654339619505, 25559.379067173937, 22133.17142139826, 24168.112661313196, 14664.420033393171, 27009.352068010714, 22764.0931122675, 14153.339684817254, 23339.16425612184, 22902.245364262733, 17778.73708609177, 25526.292851282073, 16741.850346491137, 23598.937125718883, 13521.039720161534, 30012.025055879272, 13306.99132739621, 17094.042170599863, 7280.8179342358535, 18012.665215906814, 19465.636745128635, 29226.395359185244, 17629.432561252106, 14730.335030197783, 35437.976935845625, 5548.6068367637745]",3.0,0.7,89682.76672832924,15.0,0.5,97510166961.19804,0.01724260444255964,0.014447801288981531,115628396599.68098,1.4491471078182564e+19,"[0.015625, 0.015625, 0.015625, 0.015625, 0.015625]",3.0,97510166961.19804,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[8011696976.4846115, 97510166961.19804, 5228098886.926727, 2899763933.0309567, 1483838818.092182, 150527011.9410782, 86431282.90021233, 31409802.433576472, 33868116.615236856, 10725002.17152467, 19510089.31273681, 11957871.253528, 9310718.073310968, 7915096.3423974225, 16291636.380308013, 29043688.541917406]",3.0,0.5,tukey,64.0,32.0,89682.76672832924,15.0,CWT,mdp.39015067403876,0.0,0.0,182799.64633748328,0.0,-3.0,0.0,0.0,5.7601931018871255,,411794.5800284917,19313.644047634363,0.1194920193310434,1.0,1.4491471045858505e+19,16.0,0.15398585688147126,0.046875,32.0,6500070389493.696,0.0,89630.61672832925,0.0,0.0,25252742.795115482,38886405.41177894,0.0,-3.0,19313.644047634363,206141.584523978,19384.861476623526,,0.16874312188900098,97506409396.9688,89630.61672832925,2.0,97506409396.9688,163706.24658340428,182799.64633748328,0.0,4.5,0.2,0.019801980198019806,0.0,0.0,115603745815.6542,11.0,0.10337461189466825,1.0,0.0,0.31459546533111404,0.9999999999999999,0.4739015039811262,0.5750831231117497,0.14293087862561257,0.0,0.0,0.4652006973973756,0.4652006973973756,0.46440409825714696,0.5953372657365854,0.9999999999999999,0.6666666666666666,,0.6229508196721312,0.6153846153846154,0.7400938966321342,0.7400938966321342,1.0,2.102648049609057,0.8941137875319805,2,1.4340639349529525,0.6699605497018177,9,0,0,0.6146110544813471,0.9769311550410064,2,0,0.0,0.4383138713812003,0.7545728838209681,8,3.774917217635375,0.7303630558831875,5.25,3.235955056179775,0.6776815279415938,6,mexh,6.0,6.0,,1,0.42857142857142855,,,5,5.75,6
raw,fbsp,18.03705044531022,0.7552970297029703,1297.3159146089295,-38.21490350794583,202,100,77988.15391902732,-380579.7174431847,True,13.704091867713219,748762.30564268,0.015152409904229398,1.3864674251953875e-08,0.22009522295988235,24,14283.273579141462,125.8263085037106,110244.01981735673,"[10, 20, 26, 34, 44, 51, 57, 64, 71, 78, 85, 91, 101, 107, 119, 135, 144, 152, 159, 166, 174, 181, 187, 195]","[3230.358501847397, 42642.75647937359, 4412.439929978384, 9709.967915439032, 2562.0409778861795, 125.8263085037106, 9689.63858924646, 4152.64040268361, 2647.6521556754305, 92072.80329013728, 13171.992807435614, 9161.341269528406, 10616.940912003764, 3149.7918838559417, 254.81342390740247, 2584.138170121045, 1380.0019383684557, 5386.406174743257, 1962.7738384961121, 4005.9415004112816, 110244.01981735673, 2907.024374099885, 4350.425016897265, 2376.8302213988427]","[0, 0, 25, 33, 42, 50, 50, 50, 50, 0, 83, 90, 100, 106, 118, 122, 122, 122, 122, 122, 122, 180, 186, 194]","[11, 50, 50, 50, 50, 52, 62, 66, 72, 122, 122, 122, 122, 122, 122, 136, 146, 153, 160, 168, 201, 201, 201, 201]",0.05,30,1408434266289.77,128834.28649530966,-128834.28649530966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015067403876,,,127813.28649530966,0.0,-13.0,,0.0,90.8263085037106,,,13709.773579141462,,,,,,,,,,,0.0,,,,0.0,-8.5,13709.773579141462,330181.5658993951,13709.773579141462,,,,,,,109239.01981735673,127813.28649530966,0.0,0.5,,,,,,2.0,,0.49499183560343885,0.3307061348337417,0.9070826471477167,0.49167895005726386,0.847832497788263,0.4876745758846896,0.27110446451644943,0.3482565052185346,0.11975213761740058,0.276864322414874,0.276864322414874,0.27268717594819925,1.0000000000000002,0.5827876560127856,0.06666666666666665,,0.4918032786885246,0.40384615384615385,0.44698745122563166,0.44698745122563166,0.375,1.4452708059353843,0.614575774839992,10,1.8282492475469414,0.8541145488877158,3,0,0,0.3966872180050618,0.6305387761089316,8,0,0.0,0.5224159513812622,0.8993575990320376,3,3.559026084010437,0.7457838511421117,6.0,4.4859813084112155,0.6586062112853415,7,fbsp,7.0,7.0,,1,0.5,,,4,6.25,7
raw,morl,20.16637165785093,0.6327722772277228,505.2746648102272,-31.441096539797186,202,100,31895.431617130133,,False,13.132754036773303,360367.45537315146,0.020318499913281503,1.281679467595671e-07,0.4445233927889574,13,18864.91269556632,0.26149558504403103,85057.11569784777,"[18, 33, 57, 80, 86, 102, 122, 133, 140, 150, 173, 179, 193]","[61452.84486952449, 1729.5228513164457, 5935.603691641161, 73643.57490547345, 8073.821767619396, 2993.722770358864, 0.26149558504403103, 429.6376956316162, 615.3683821862942, 903.5465649709477, 85057.11569784777, 4327.646508179678, 81.19784202703158]","[0, 31, 49, 49, 84, 100, 121, 123, 123, 123, 123, 177, 192]","[123, 49, 61, 123, 123, 123, 123, 134, 141, 151, 201, 201, 201]",0.05,30,296478221300.0543,75908.50704864041,-75908.50704864041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015067403876,,,74887.50704864041,0.0,-6.5,,0.0,34.73850441495597,,,18291.41269556632,,,,,,,,,,,0.0,,,,0.0,7.0,18291.41269556632,232626.86504236216,18312.088821025358,,,,,,,84052.11569784777,74887.50704864041,0.0,16.0,,,,,,9.0,,0.0,0.8997866474326188,0.0,0.753024064228478,0.11795930404010624,1.0,0.07804585921855907,,0.0407943246014042,0.43084527317327964,0.43084527317327964,0.4281634839118204,0.6817417130241512,0.38985902848016524,0.5333333333333333,,1.0,1.0,0.1648649916100448,0.1648649916100448,0.78125,1.570524207187445,0.6678375620494897,7,1.3947860858772765,0.6516108731522097,10,0,0,0.5038802010764603,0.8009232233144944,5,1,0.125,0.40072369641710887,0.689860063675423,11,2.753785273643051,0.8033010518826392,8.25,7.4939172749391725,0.6070076687984625,8,morl,8.0,8.0,,1,0.5714285714285714,,,6,7.5,8
raw,gaus5,20.447790049984054,0.6626732673267327,747.2978384682378,-34.249546423384054,202,100,42881.91084220335,,False,13.387875292883688,501896.50181159726,0.015909350767396274,4.256873457269159e-07,0.017744939270753147,10,19715.04361307328,166.26608300217498,151542.9940662029,"[4, 29, 41, 59, 70, 82, 93, 107, 139, 199]","[398.651990348415, 1254.088293246645, 22607.012187885117, 10226.868866276553, 166.26608300217498, 679.9577485590926, 151542.9940662029, 6965.425484834319, 1068.3510643387708, 2240.8203460388613]","[3, 3, 3, 52, 66, 3, 3, 102, 138, 3]","[5, 32, 66, 66, 71, 83, 147, 147, 147, 201]",0.05,20,559978940832.05,102791.42174741857,-102791.42174741857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015067403876,,,101770.42174741857,0.0,-17.0,,0.0,131.26608300217498,,,19141.54361307328,,,,,,,,,,,10.0,,,,0.0,-17.0,19141.54361307328,184533.43613073282,19141.54361307328,,,,,,,150537.9940662029,101770.42174741857,0.0,-12.5,,,,,,12.0,,0.11798429875369287,0.6638433873316173,0.4050424316477575,0.7875643305766227,0.29607785314066665,0.025748628754963643,0.14839540246195038,,0.17668137927938604,0.45941670004048013,0.45941670004048013,0.45618428690174256,0.5248437658648324,0.8991327845180137,0.7333333333333333,,0.06557377049180327,0.07692307692307693,0.3081651771859155,0.3081651771859155,0.125,1.633347084019237,0.6945518761060778,6,1.2180934568803006,0.5690642809356241,12,0,0,0.3827363459804149,0.6083637087691997,9,1,0.125,0.3429866189524673,0.590463635931526,12,2.8722813232690143,0.7948370483379276,9.75,9.0,0.549204238454678,10,gaus,7.125,7.5,4.882549100038392,8,0.5089285714285714,1.0,0.34375,1,7.75,9
raw,gaus3,20.75844943320889,0.6610396039603961,808.7581055268539,-35.51002453235533,202,100,49021.10065774389,,False,13.288521480143077,680400.848515624,0.024959965498183318,5.237796733603773e-07,0.019830166049767683,11,12883.694637957571,44.411361402249895,109943.50710611283,"[4, 30, 44, 59, 82, 95, 107, 132, 139, 146, 198]","[468.9438007778808, 44.411361402249895, 8568.242089911226, 9311.347044343516, 220.57559608849988, 109943.50710611283, 8302.621423025528, 726.7931987679985, 1914.797098719835, 317.205527109596, 1902.1967712741462]","[3, 3, 3, 3, 3, 3, 102, 131, 138, 145, 3]","[5, 31, 52, 65, 83, 147, 147, 147, 147, 147, 201]",0.05,30,748619584077.3134,132750.8325422004,-132750.8325422004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015067403876,,,131729.8325422004,0.0,-12.0,,0.0,9.411361402249895,,,12310.194637957571,,,,,,,,,,,0.0,,,,0.0,-16.5,12310.194637957571,129103.64101753329,12333.885727802126,,,,,,,108938.50710611283,131729.8325422004,0.0,-12.0,,,,,,11.0,,0.18391333666142495,0.5579482043501797,0.2473036743231965,0.825693529449525,0.28634621055735787,0.030508791860819895,0.2371241798656042,,0.005139945637625293,0.2298268996610051,0.2298268996610051,0.22620666514975266,0.3440119711366403,0.5804857651308695,0.6666666666666666,,0.08196721311475408,0.09615384615384615,0.4678647177580957,0.4678647177580957,0.4375,1.228673650863336,0.5224716765216224,11,1.148033198408409,0.5363337951225075,14,0,0,0.3194596089856963,0.5077846265858471,11,1,0.125,0.3321554181525869,0.5718173393928027,13,1.5,0.8928571428571429,12.25,12.114977307110438,0.5089285714285714,11,gaus,7.125,7.5,4.882549100038392,8,0.5089285714285714,1.0,0.34375,1,8.5,10
