signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,prominence_threshold_diff,prominence_min_diff,fft_peak_amplitude_diff,fft_dynamic_cutoff_diff,avg_prominence_diff,fft_num_peaks_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,fft_spectral_centroid_diff,relative_num_peaks_diff,fft_variance_magnitude_diff,fft_spectral_bandwidth_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,morl,19.724875698649836,0.6669757294791383,526.7049698216522,-30.69144260549203,193,95,21758.023527072823,,False,13.185590945324655,255079.45716313773,0.0257436122988176,1.0428740234116907e-06,0.5376060975895316,8,23138.190305891476,2509.7497546417753,74502.38319815125,"[14, 40, 57, 69, 87, 96, 145, 158]","[57344.604230528465, 2644.811970234443, 3237.009995462312, 21824.034197559296, 19667.111322261444, 2509.7497546417753, 3375.817778292825, 74502.38319815125]","[0, 36, 48, 48, 79, 93, 119, 119]","[119, 48, 61, 119, 119, 119, 149, 192]",0.05,20,158078986227.23676,68263.52657532763,-68263.52657532763,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-13.5,,67433.52657532763,0.0,-4.5,22824.402427103596,178202.18911379846,22824.402427103596,,0.0,2503.416421308442,,,22824.402427103596,,73672.38319815125,67433.52657532763,0.0,-18.0,,,,14.0,,,10.0,0.0,0.004334304733282774,0.9029796288298384,0.3007535794523196,0.7678083596503809,0.28555124400821763,0.9999999999999999,0.03196902559195044,,1.0,0.5680259135657262,0.5680259135657262,0.5680259135657262,0.8191929409852988,0.3566993663307654,0.4444444444444445,,0.07142857142857144,0.31111111111111117,0.1158060544076487,0.1158060544076487,0.9696969696969695,1.8554630376013852,0.6754620722725183,3,1.604377146109305,0.6837560439437999,4,0,0,0.4923552711258029,0.6366498558195454,4,1,0.11111111111111112,0.4061189622276931,0.7224364603909507,4,0.5,0.9642857142857143,3.75,3.6923076923076925,0.8482142857142858,1,morl,1.0,1.0,,1,0.07142857142857142,,,6,2.25
smoothed,gaus8,20.099900116971973,0.6685028633760567,648.6043899616337,-33.36128005848826,193,95,31946.901977703023,,False,13.217207484244813,361830.57588607457,0.020122009856336626,1.6546130191022245e-06,0.42809861653437453,8,23567.85035729042,526.2749840412434,94533.30110932697,"[15, 40, 53, 67, 86, 96, 146, 158]","[66157.05379188847, 1051.5299200685076, 1958.1534435498888, 8766.171514705355, 14318.37903524793, 1231.939059494991, 526.2749840412434, 94533.30110932697]","[0, 37, 49, 62, 80, 93, 119, 119]","[119, 119, 62, 119, 119, 119, 149, 192]",0.05,20,291237006539.7135,72891.17847601029,-72891.17847601029,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-9.0,,72061.17847601029,0.0,-13.5,23254.06247850254,181639.46952499,23254.06247850254,,0.0,519.9416507079101,,,23254.06247850254,,93703.30110932697,72061.17847601029,0.0,-13.5,,,,14.0,,,10.0,0.10043553826367267,0.012290199227483667,0.7209292727438584,0.3456993332707781,0.8032287200363126,0.29194247888609903,0.7890963272674815,0.0776037576798093,,0.20698354149365497,0.5841700880507894,0.5841700880507894,0.5841700880507894,0.8366776678913685,0.4908739514696472,0.4444444444444445,,0.7142857142857143,0.5111111111111112,0.1405253729294755,0.1405253729294755,0.4242424242424242,1.6930000457120502,0.6163191052905272,5,1.5042963370805633,0.6411034430748984,5,0,0,0.47184832207914024,0.6101329341584779,5,1,0.11111111111111112,0.3870976478663813,0.6885998452676576,7,1.0,0.9285714285714286,5.5,5.384615384615384,0.7678571428571429,2,gaus,7.5,7.5,4.44007721940573,8,0.5357142857142857,1.0,0.325,1,1.75
smoothed,gaus2,21.354134013853162,0.661248977365694,1145.5142203109824,-39.97654299862328,193,95,77086.95907889835,,False,13.103476775245452,327975.4647868613,0.026114409683213866,3.3413436221540572e-06,0.5151916701140052,9,24006.773992399692,108.96422710035404,147087.9526164386,"[23, 41, 56, 68, 87, 96, 105, 143, 153]","[2395.8303269134776, 6224.129187219194, 2383.8982566149352, 41787.709055397594, 12344.77245735297, 1592.0497127120907, 108.96422710035404, 147087.9526164386, 2135.660091848011]","[0, 0, 0, 0, 79, 92, 103, 0, 150]","[28, 47, 61, 118, 118, 118, 118, 192, 192]",0.05,20,1335299125104.3684,133409.31361847493,-133409.31361847493,0.4922279792746114,14864450.939706927,0.011866445815323748,0.03086284745991929,25758162.390442636,2421052450227.023,16.0,3069240.952594791,0.010362694300518135,"[0.0, 0.0051813471502590676, 0.010362694300518135, 0.015544041450777202, 0.02072538860103627, 0.02590673575129534, 0.031088082901554404, 0.036269430051813475, 0.04145077720207254, 0.046632124352331605, 0.05181347150259068, 0.05699481865284974, 0.06217616580310881, 0.06735751295336788, 0.07253886010362695, 0.07772020725388601, 0.08290155440414508, 0.08808290155440415, 0.09326424870466321, 0.09844559585492228, 0.10362694300518135, 0.10880829015544041, 0.11398963730569948, 0.11917098445595856, 0.12435233160621761, 0.1295336787564767, 0.13471502590673576, 0.13989637305699482, 0.1450777202072539, 0.15025906735751296, 0.15544041450777202, 0.1606217616580311, 0.16580310880829016, 0.17098445595854922, 0.1761658031088083, 0.18134715025906736, 0.18652849740932642, 0.1917098445595855, 0.19689119170984457, 0.20207253886010362, 0.2072538860103627, 0.21243523316062177, 0.21761658031088082, 0.2227979274611399, 0.22797927461139897, 0.23316062176165803, 0.2383419689119171, 0.24352331606217617]","[14864450.939706927, 1757690.8835364198, 3069240.952594791, 2045391.6069546025, 348104.84716369264, 943364.4293551293, 536165.1438669302, 203360.3983402591, 434725.78022865613, 178671.56519281244, 186084.23159255023, 47573.833439025104, 162358.66476773712, 177348.04879831936, 37121.90447780144, 104314.2100700011, 15741.181427253456, 74852.15304640647, 31015.537063664277, 50265.150713202725, 22694.585047160326, 56533.26218675373, 40559.95823219521, 26333.07267149685, 12960.354984921929, 26858.345802232503, 14169.197542203123, 21476.3766668858, 9346.33054428915, 9251.950068495913, 7342.405296892779, 22205.609561609086, 12095.841359655724, 17430.549726587018, 3827.197899654937, 18402.95396821676, 10430.97313237844, 8334.148456578116, 7116.956627285772, 3110.3635702770084, 9354.994744831998, 5687.090624746513, 6421.2720403671265, 7904.023642791397, 4186.792643446976, 3770.832381940298, 6020.18222923432, 6646.3875103270675]",3.0,0.7,50419.01902518921,15.0,CWT,mdp.39015067403934,0.0,0.0,14788638.273040261,25513515.463405944,0.0,0.5,0.0,132579.31361847493,0.0,-4.0,23692.986113611812,209157.63259826388,23692.986113611816,,0.0,102.63089376702071,3059991.6969554536,50255.95235852255,23692.986113611812,1.0,146257.9526164386,132579.31361847493,0.0,-17.5,0.031088082901554404,0.0,0.07490906462574408,13.0,2420991392152.7646,0.08582890565791229,10.0,0.5453977540933314,0.03422676173625801,0.2698490122199732,0.18402090094164944,0.921688784142386,0.26158411321616065,0.9568313960723456,0.0631311325373307,,0.040137810218903225,0.6006623351837276,0.6006623351837276,0.6006623351837277,0.9766568109156915,0.8429046768889257,0.33333333333333337,,0.14285714285714285,0.9333333333333333,0.46379235390374973,0.46379235390374973,0.9999999999999999,2.0888875111472154,0.7604378305739137,2,1.4012702613532133,0.5971956236864091,8,0,0,0.5832329017421677,0.7541609983261264,2,1,0.11111111111111112,0.3990356763143738,0.709836152404626,5,2.8722813232690143,0.7948370483379276,4.25,3.018867924528302,0.7456328098832494,3,gaus,7.5,7.5,4.44007721940573,8,0.5357142857142857,1.0,0.325,1,2.5
smoothed,gaus6,20.09612666403396,0.6641396236705754,652.7826552700312,-33.95852280283756,193,95,34836.53347279722,,False,13.224711354373818,342675.004926252,0.018749999648684863,1.8793549441570469e-06,0.40816710453237287,8,23920.09002292087,8.572447002501576,101826.36613115719,"[15, 39, 52, 67, 86, 96, 148, 158]","[67634.78610222432, 745.8980283662931, 954.0928806190495, 6573.167732893238, 12427.725876505865, 1190.1109845985193, 8.572447002501576, 101826.36613115719]","[0, 37, 49, 62, 80, 93, 118, 118]","[118, 118, 118, 118, 118, 118, 149, 192]",0.05,20,334340450493.2013,78988.64984570921,-78988.64984570921,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-9.0,,78158.64984570921,0.0,-13.5,23606.30214413299,184457.38685003362,23606.99895180684,,0.0,2.239113669168244,,,23606.30214413299,,100996.36613115719,78158.64984570921,0.0,-18.0,,,,14.0,,,10.0,0.12891970322841387,0.015213052040130412,0.6802046008517414,0.35636675959330055,0.8028723244086312,0.2736818078064372,0.7507096431448038,0.06941499713847693,,0.0,0.5974052459482553,0.5974052459482553,0.5974314280069142,0.8510118242528479,0.5397256305606491,0.4444444444444445,,0.07142857142857144,0.5111111111111112,0.17309595952503876,0.17309595952503876,0.4242424242424242,1.6231599180680227,0.5908945312676485,6,1.4685047083284615,0.6258497089132083,6,0,0,0.41503315374946254,0.5366669415171392,6,1,0.11111111111111112,0.3791173054709363,0.6744037824163969,8,1.0,0.9285714285714286,6.5,6.4,0.7321428571428572,4,gaus,7.5,7.5,4.44007721940573,8,0.5357142857142857,1.0,0.325,1,3.25
smoothed,gaus4,20.181781546010086,0.6502863376056722,674.9246548149529,-34.41377429188316,193,95,35057.33606629926,,False,13.22157608366647,284177.0432480012,0.018217851259372492,2.327598907711091e-06,0.459079648090727,10,20702.79834957936,44.977135200282646,114317.81814913586,"[15, 21, 40, 52, 67, 86, 96, 105, 146, 158]","[69753.43019446683, 557.6327746704119, 1552.1588765685083, 1287.8804230945752, 6128.819643915238, 11632.496841426611, 1298.5311400712671, 44.977135200282646, 454.23831724403135, 114317.81814913586]","[0, 19, 36, 49, 62, 80, 93, 103, 118, 118]","[118, 118, 118, 118, 118, 118, 118, 118, 149, 192]",0.05,30,372706890600.02783,89968.93539630102,-89968.93539630102,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-8.0,,89138.93539630102,0.0,-12.5,20389.01047079148,200124.65016246025,20389.01047079148,,0.0,38.64380186694932,,,20389.01047079148,,113487.81814913586,89138.93539630102,0.0,-17.0,,,,12.0,,,0.0,0.13109623594846223,0.02104263247691928,0.6491620010124091,0.35190969028148983,0.810962269063389,0.21570417712850964,0.8487636054964978,0.04440786989888927,,0.014555020984154649,0.47651777229402215,0.47651777229402215,0.47651777229402215,0.9307079175629375,0.6233980513516821,0.22222222222222224,,0.2142857142857143,0.5555555555555556,0.23174885343558801,0.23174885343558801,0.48484848484848475,1.5658277400341243,0.5700233465563993,7,1.460125101817058,0.6222784746732184,7,0,0,0.41155199921366603,0.5321655648420551,7,1,0.11111111111111112,0.3785755046077652,0.6734399842827685,9,1.0,0.9285714285714286,7.5,7.411764705882353,0.6964285714285714,5,gaus,7.5,7.5,4.44007721940573,8,0.5357142857142857,1.0,0.325,1,4.0
smoothed,mexh,22.183279111619182,0.6556858467412053,1654.5085067892985,-43.93398101175555,193,95,123204.96777385341,,False,13.09033105013745,536382.6689370654,0.021569356637871618,2.9105314373727495e-06,0.33574408313994175,6,34634.72166164977,533.2879334638128,170540.70649088058,"[43, 70, 88, 96, 104, 141]","[601.361895799826, 7482.961853513523, 1687.5886101135693, 26962.4231861273, 533.2879334638128, 170540.70649088058]","[0, 0, 0, 0, 103, 0]","[45, 78, 93, 120, 120, 192]",0.05,30,3309178700923.019,177128.4117632815,-177128.4117632815,0.4922279792746114,23851078.953833986,0.009748486420232261,0.03600747893757711,36854084.69994975,6141922198010.647,17.0,784610.1790298516,0.02590673575129534,"[0.0, 0.0051813471502590676, 0.010362694300518135, 0.015544041450777202, 0.02072538860103627, 0.02590673575129534, 0.031088082901554404, 0.036269430051813475, 0.04145077720207254, 0.046632124352331605, 0.05181347150259068, 0.05699481865284974, 0.06217616580310881, 0.06735751295336788, 0.07253886010362695, 0.07772020725388601, 0.08290155440414508, 0.08808290155440415, 0.09326424870466321, 0.09844559585492228, 0.10362694300518135, 0.10880829015544041, 0.11398963730569948, 0.11917098445595856, 0.12435233160621761, 0.1295336787564767, 0.13471502590673576, 0.13989637305699482, 0.1450777202072539, 0.15025906735751296, 0.15544041450777202, 0.1606217616580311, 0.16580310880829016, 0.17098445595854922, 0.1761658031088083, 0.18134715025906736, 0.18652849740932642, 0.1917098445595855, 0.19689119170984457, 0.20207253886010362, 0.2072538860103627, 0.21243523316062177, 0.21761658031088082, 0.2227979274611399, 0.22797927461139897, 0.23316062176165803, 0.2383419689119171, 0.24352331606217617]","[23851078.953833986, 4743744.58382497, 2903633.2703245077, 1668338.999545729, 332072.39870079694, 784610.1790298516, 401963.67442958755, 207910.91203896495, 363770.3870644522, 132838.52208702546, 170491.9732011991, 42943.16644636561, 132510.8172077484, 150053.6121471881, 27282.9991194181, 87689.11118712605, 20585.14671840954, 68913.40392766653, 12327.878593253989, 42813.89419695313, 24913.164483663448, 59151.5749639892, 53108.00815125565, 32841.58055821088, 6908.058553150592, 31358.70049517786, 13380.588776941535, 16272.942387981424, 7841.984475160451, 13643.325378212565, 13290.873618424781, 24442.446478646838, 12719.131073162675, 18151.934105341417, 12517.78579928249, 18494.677362037815, 9761.234641909583, 7302.278323786468, 6128.73887721092, 6877.049512803581, 15198.913436363862, 7381.30386574829, 7218.290406397369, 16284.730761224904, 7301.433820780475, 12111.957131752974, 6086.56699132038, 8988.190014365091]",3.0,0.7,75234.48824553167,15.0,CWT,mdp.39015067403934,0.0,0.0,23775266.28716732,36609437.77291305,0.0,-1.0,0.0,176298.4117632815,0.0,-10.0,34320.93378286189,200904.99663656528,34320.93378286189,,0.0,526.9546001304794,775360.9233905142,75071.421578865,34320.93378286189,0.0,169710.70649088058,176298.4117632815,0.0,-14.5,0.015544041450777202,0.0,0.07702702402083555,16.0,6141861139936.389,0.08068427418025446,0.0,1.0,0.028623888103742084,0.0,0.16533307031093258,1.0,0.2383017575895915,0.6112280200184708,0.15222253542237416,,0.2097874008606618,1.0,1.0,1.0,0.9346773769493222,1.0,0.6666666666666667,,0.5714285714285714,0.8666666666666668,0.69732467995642,0.69732467995642,0.6363636363636362,2.7469536984643455,1.0,1,1.2919546267987636,0.5506073099564252,10,0,0,0.773353306570697,1.0,1,1,0.11111111111111112,0.39390810337508325,0.7007148209988282,6,4.358898943540674,0.6886500754613805,4.5,1.7647058823529411,0.6836107520164045,6,mexh,6.0,6.0,,1,0.42857142857142855,,,5,5.75
smoothed,fbsp,17.52636164929875,0.7062448868284701,1153.695705704336,-39.29347709549335,193,95,68565.9694755833,-373232.04051928764,True,13.424005647380653,634711.9336601754,0.018405511560526278,7.096037385319956e-07,0.25569721820417624,11,20059.086121148925,676.5269053945194,110457.33611409365,"[16, 22, 32, 40, 56, 67, 86, 95, 104, 145, 158]","[2162.7710839401843, 69460.82910246434, 1796.4869684002551, 3639.6036193299005, 3963.8664359712857, 9073.065644180439, 14049.45201588892, 2453.3603805918938, 676.5269053945194, 2916.649062382785, 110457.33611409365]","[0, 0, 28, 36, 48, 61, 80, 92, 102, 119, 119]","[18, 119, 36, 119, 61, 119, 119, 119, 119, 149, 192]",0.05,30,1140841318407.5103,118950.82738807214,-118950.82738807214,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-7.5,,118120.82738807214,0.0,-12.0,19745.298242361045,213746.61399930483,19745.29824236104,,0.0,670.193572061186,,,19745.298242361045,,109627.33611409365,118120.82738807214,0.0,-12.0,,,,11.0,,,0.0,0.46140321225097847,0.0,0.316425776942275,0.6396815225890027,0.56016278742351,0.44989728372517684,0.4570634127879061,0.1942570330999253,0.0,0.26705602051957844,0.45233073768348875,0.45233073768348875,0.45233073768348864,1.0,0.5975390978187088,0.11111111111111116,,0.9285714285714286,0.5777777777777778,0.38656011298691445,0.38656011298691445,0.515151515151515,1.7387177322848018,0.6329621548615155,4,1.3686856766921183,0.5833086727562915,9,0,0,0.5106099491645344,0.6602544332922644,3,0,0.0,0.342099003202086,0.6085527049042943,11,3.8622100754188224,0.7241278517557984,6.75,5.093247588424437,0.6209924973064707,7,fbsp,7.0,7.0,,1,0.5,,,4,6.25
smoothed,cgau8,11.595458597204273,0.7995091355331333,797.2627379713499,-32.612641040630606,193,95,31281.11516926083,-303508.3889925258,True,13.647094204620155,347539.13261640735,0.02305019980112427,1.617403729423311e-05,0.34421642050590473,8,17542.98166925648,1097.3597379614057,63683.45487064909,"[15, 40, 55, 68, 87, 96, 146, 158]","[46704.63758951372, 1249.8507757855605, 3519.0592665533986, 9666.340432089979, 13210.922666875143, 1097.3597379614057, 1212.2280146235425, 63683.45487064909]","[0, 37, 48, 48, 79, 93, 119, 119]","[119, 119, 61, 119, 119, 119, 149, 192]",0.05,20,247310089085.1107,64026.102300177015,-64026.102300177015,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-13.5,,63196.102300177015,0.0,-13.5,17229.1937904686,133440.52002071848,17229.1937904686,,0.0,1091.0264046280724,,,17229.1937904686,,62853.45487064909,63196.102300177015,0.0,-18.0,,,,14.0,,,10.0,0.09387263177708008,0.20112074372969696,0.7719773242377397,0.9568219723619165,0.0,0.8402191280529561,0.6275451432861545,0.07149434924866406,0.8149380946905083,0.4353099189063696,0.3577898811115581,0.3577898811115581,0.3577898811115581,0.5914996875038185,0.2842301351938337,0.4444444444444445,,0.07142857142857144,0.31111111111111117,0.09317119711552668,0.09317119711552668,0.4242424242424242,1.228617489747581,0.4472654527939172,10,1.9717740794869485,0.8403338625275274,3,0,0,0.3184981941996917,0.4118404763949578,11,0,0.0,0.48644326526496834,0.8653236697231876,3,4.349329450233296,0.6893336106976218,6.75,4.664310954063605,0.6035953767773823,8,cgau,8.0,8.0,,1,0.5714285714285714,,,2,6.5
smoothed,cmor,18.10937776963616,0.7276793018816471,693.1069169727507,-34.68392699805,193,95,41437.82628605543,-339643.71855949465,True,13.510586673520654,180295.86382785736,0.018146848626448945,7.760089435788781e-05,0.2720395083228901,11,10999.135453401745,205.52934711021953,62466.8567781015,"[15, 22, 31, 40, 55, 67, 87, 96, 104, 145, 157]","[709.763132419328, 38363.16734359429, 481.89064891856833, 1726.245964689624, 2399.777996474684, 4637.6213021025105, 7397.496781440128, 1333.4307284794013, 205.52934711021953, 1268.7099640889355, 62466.8567781015]","[0, 0, 29, 36, 48, 61, 80, 93, 102, 0, 0]","[17, 119, 36, 119, 61, 119, 119, 119, 119, 149, 192]",0.05,30,397596164457.4292,67520.7953077945,-67520.7953077945,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-3.0,,66690.7953077945,0.0,-7.5,10685.347574613867,114087.15665408586,10685.347574613865,,0.0,199.1960137768862,,,10685.347574613867,,61636.8567781015,66690.7953077945,0.0,-12.0,,,,11.0,,,0.0,0.193991084749772,1.0,0.6307408809175994,0.7627642387605984,0.6152275780991412,0.5396028304040174,0.4885375091116182,0.0,0.3925841877523983,0.078745676888303,0.11190945827912036,0.11190945827912036,0.11190945827912019,0.4930531737781022,0.27608090583389244,0.11111111111111116,,0.9285714285714286,0.7777777777777779,0.11183864044214206,0.11183864044214206,0.7878787878787877,0.9262998341556762,0.3372098461919886,13,1.9939275733125748,0.8497752743143241,2,0,0,0.33438537646342065,0.43238371598383074,9,0,0.0,0.5137164788661271,0.9138394144434767,2,5.446711546122731,0.6109491752769478,6.5,3.366906474820144,0.5733317304956167,9,cmor,9.0,9.0,,1,0.6428571428571429,,,3,7.5
smoothed,gaus1,21.988228639419926,0.5987455685846741,1334.6799316215115,-43.832234993650594,193,95,105306.30164427345,,False,13.057889112086123,2519547.4347018325,0.024165537372985196,3.3316271610978926e-06,0.04258891807820491,3,8020.7841204969955,1106.0703846686156,21250.75049480227,"[77, 114, 190]","[1106.0703846686156, 21250.75049480227, 1705.531482020102]","[3, 3, 3]","[81, 127, 192]",0.05,10,3212919238398.404,233791.62514647518,-233791.62514647518,,,,,,,,,,,,,,,,CWT,mdp.39015067403934,,,,,0.0,-20.5,,232961.62514647518,0.0,-20.5,7706.9962417091165,17159.01902815765,7706.996241709117,,0.0,1099.7370513352823,,,7706.9962417091165,,20420.75049480227,232961.62514647518,0.0,-16.0,,,,19.0,,,20.0,0.823566236888915,0.034100395525235944,0.006937837659573676,0.11921393738715172,0.9815778448516668,0.0,0.046631881048873836,1.0,,0.43879253754384295,0.0,0.0,0.0,0.0,0.0,1.0,,0.35714285714285715,0.0,1.0,1.0,0.0,0.9673520469774386,0.3521544784385067,12,1.2305113358589481,0.5244213089642159,12,0,0,0.316327949557225,0.40903419804322966,12,1,0.11111111111111112,0.3709479611146215,0.659871507961352,10,1.0,0.9285714285714286,11.5,11.428571428571429,0.5535714285714286,10,gaus,7.5,7.5,4.44007721940573,8,0.5357142857142857,1.0,0.325,1,7.75
