wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_dynamic_cutoff_percentile_diff,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_mse_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_right_bases_array_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_left_bases_array_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
db37,1,reflect,1.686793871097382e-26,316.5695409169174,6875391.722568428,0.5610687022900763,113.78077596425491,190,smoothed,9.194049030874774e-14,-1.8845687973131025e-10,6.513339041790292,41650.163830022786,0.9761651019142741,4.390323871493454e-05,1.0,0.49473684210526314,69718.0,0.09759361531843978,0.11847715790088933,247297.35163848306,52716975.56125987,14,12258.766805469508,0.010526315789473684,"[0.0, 0.005263157894736842, 0.010526315789473684, 0.015789473684210527, 0.021052631578947368, 0.02631578947368421, 0.031578947368421054, 0.03684210526315789, 0.042105263157894736, 0.04736842105263158, 0.05263157894736842, 0.05789473684210526, 0.06315789473684211, 0.06842105263157895, 0.07368421052631578, 0.07894736842105263, 0.08421052631578947, 0.08947368421052632, 0.09473684210526316, 0.09999999999999999, 0.10526315789473684, 0.11052631578947368, 0.11578947368421053, 0.12105263157894737, 0.12631578947368421, 0.13157894736842105, 0.1368421052631579, 0.14210526315789473, 0.14736842105263157, 0.15263157894736842, 0.15789473684210525, 0.1631578947368421, 0.16842105263157894, 0.17368421052631577, 0.17894736842105263, 0.18421052631578946, 0.18947368421052632, 0.19473684210526315, 0.19999999999999998, 0.20526315789473684, 0.21052631578947367, 0.21578947368421053, 0.22105263157894736, 0.2263157894736842, 0.23157894736842105, 0.23684210526315788, 0.24210526315789474]","[69718.0, 1006.0976623016802, 12258.766805469508, 4176.172498910089, 4195.908595204545, 7316.742542827212, 2999.099483095559, 2000.3558117040552, 8390.967060272718, 2577.447603513188, 5952.702173139949, 6304.016064986673, 4713.707475485141, 1209.2391956067581, 3287.714699285038, 4896.035894776078, 1963.7980671734438, 7121.156874029599, 7372.857759186439, 4222.845117894097, 1875.3992759656799, 4576.483167664802, 1507.8365637970041, 6841.830732320332, 1731.4543491899424, 2763.705864963044, 3926.54332922082, 1635.8886348262092, 2019.1885623901594, 1548.9357565556195, 4360.376172403224, 1414.0156128958934, 1534.280301261115, 1778.5302343483904, 2131.417520061326, 2136.1982906514454, 2750.672171471989, 1087.9695764481862, 2181.735902661109, 1989.9474756127775, 832.5692205174446, 1562.7691401774612, 2026.0152595303075, 2689.555392907494, 1206.3787759462891, 1195.3873464170008, 1282.377815192149]",3.0,0.7,104.66666666666666,15,0.5,3209863.213036531,0.09621236077308432,0.07490753565217914,11616779.125000002,20503683765.28939,"[0.03125, 0.09375, 0.09375, 0.0625, 0.0625, 0.0625, 0.03125, 0.03125, 0.09375, 0.125]",2,3209863.213036531,0.03125,"[0.0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875]","[1.5247103576111716e-25, 3209863.213036531, 2033682.4061811878, 3089550.1157944165, 1458902.6077110097, 566184.1434497363, 457864.82170935563, 285524.5383231113]",3.0,0.3,boxcar,32,16,104.66666666666666,15,21,380.69841269841265,1.3333333333333712,874.9999999999993,"[2, 12, 18, 28, 34, 41, 50, 60, 67, 77, 83, 90, 99, 110, 119, 130, 141, 151, 165, 174, 181]","[40.333333333333286, 554.3333333333334, 47.33333333333309, 500.3333333333335, 1.3333333333333712, 418.9999999999996, 666.3333333333335, 143.66666666666657, 577.0000000000001, 406.6666666666668, 735.6666666666666, 159.66666666666674, 467.33333333333337, 167.66666666666674, 17.33333333333332, 528.6666666666665, 495.6666666666668, 531.3333333333331, 874.9999999999993, 538.3333333333334, 121.66666666666691]","[0, 0, 16, 25, 33, 36, 0, 55, 55, 74, 0, 88, 95, 104, 116, 116, 116, 0, 0, 171, 180]","[3, 25, 25, 36, 36, 46, 55, 62, 80, 80, 116, 116, 116, 116, 123, 138, 144, 157, 188, 188, 188]",0.05,30,33911767.11111111,874.9999999999993,-874.9999999999993,DWT,mdp.39015067403843,0.0,0.0,6.821210263296962e-13,1.0,84,0.0,0.0,2.842170943040401e-14,,5.4569682106375694e-12,0.0,1.3877787807814457e-17,0.0,0.0,0.0,4.163336342344337e-17,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,2.9103830456733704e-11,1.0,84.0,0.0,9.094947017729282e-13,1.4126266294278186e-13,7.450580596923828e-09,2.7755575615628914e-17,4.656612873077393e-10,1.4210854715202004e-14,0.0,4.656612873077393e-10,6.821210263296962e-13,6.821210263296962e-13,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,1.1367125492966417e-13,2.5307963686604174e-26,0.9631215793781738,0.9462958939713884,0.004564157031227046,0.25124961224444076,0.0009427923990429469,0.9999999992398075,9.26936161853747e-14,0.0,0.0,1.2895325937899112e-13,4.92458059983449e-14,3.504020869683196e-13,1.2549553010344976e-13,1.0,1.0,,,7.669741761002812e-13,7.669741761002812e-13,0.2000000000006359,0.06921346712226718,106,1.5541799346815623,0.7740389949585308,153,0,0,0.18181818181838916,0.23365732345371887,105,0,0.0,0.3957717542830243,0.7432094212901439,189,40.574006457336694,0.9570645434313897,138.25,129.93457070369877,0.9053841235675467,14,db,0.6193273071263401,0.8112101834806079,0.3231078299673795,4,11.5,7.609362272022994e-14,0.999999999969329,7.783695001422765e-27,0.9613957150237894,0.8793491153993455,0.0012264525507728538,0.17354046443904342,0.0002731602383446532,0.9999999996988245,2.682709131008504e-14,0.0,0.0,8.421760267463359e-14,3.550482748796837e-14,2.2268227551594612e-13,6.025152155310448e-14,1.0,1.0,1.0,0.9999999999999999,2.914691827836008e-13,2.914691827836008e-13,0.4000000000003091,0.14037537181186904,237,1.7866506627306395,0.8575873842991352,183,38.18376618407357,0.9797969491089558,210.0,206.52857142857144,0.9343429189989223,1,807.8567251461989,732.5,494.16935342740413,684,0.4423380499066612,0.8605472232890199,0.4321991980786312,2,1.25
coif15,1,symmetric,2.5726070271399065e-26,314.73642654454903,7379757.207206758,0.5611510791366906,128.58931952960114,190,smoothed,1.0498736383181643e-13,-1.8856446034239638e-10,6.568228774099254,43537.239542370655,0.9730019149841639,4.390323871493453e-05,1.0,0.49473684210526314,69718.0,0.09759361531843977,0.11847715790088932,247297.351638483,52716975.56125987,14,12258.766805469506,0.010526315789473684,"[0.0, 0.005263157894736842, 0.010526315789473684, 0.015789473684210527, 0.021052631578947368, 0.02631578947368421, 0.031578947368421054, 0.03684210526315789, 0.042105263157894736, 0.04736842105263158, 0.05263157894736842, 0.05789473684210526, 0.06315789473684211, 0.06842105263157895, 0.07368421052631578, 0.07894736842105263, 0.08421052631578947, 0.08947368421052632, 0.09473684210526316, 0.09999999999999999, 0.10526315789473684, 0.11052631578947368, 0.11578947368421053, 0.12105263157894737, 0.12631578947368421, 0.13157894736842105, 0.1368421052631579, 0.14210526315789473, 0.14736842105263157, 0.15263157894736842, 0.15789473684210525, 0.1631578947368421, 0.16842105263157894, 0.17368421052631577, 0.17894736842105263, 0.18421052631578946, 0.18947368421052632, 0.19473684210526315, 0.19999999999999998, 0.20526315789473684, 0.21052631578947367, 0.21578947368421053, 0.22105263157894736, 0.2263157894736842, 0.23157894736842105, 0.23684210526315788, 0.24210526315789474]","[69718.0, 1006.0976623016762, 12258.766805469506, 4176.172498910089, 4195.908595204547, 7316.742542827212, 2999.099483095555, 2000.3558117040577, 8390.967060272722, 2577.447603513189, 5952.70217313995, 6304.016064986674, 4713.707475485144, 1209.2391956067584, 3287.7146992850367, 4896.035894776078, 1963.7980671734435, 7121.156874029597, 7372.857759186441, 4222.845117894098, 1875.3992759656794, 4576.4831676648, 1507.8365637970066, 6841.830732320331, 1731.4543491899449, 2763.705864963041, 3926.5433292208218, 1635.88863482621, 2019.1885623901592, 1548.935756555615, 4360.376172403218, 1414.0156128958906, 1534.280301261112, 1778.5302343483895, 2131.417520061326, 2136.198290651446, 2750.6721714719883, 1087.9695764481849, 2181.735902661108, 1989.9474756127754, 832.5692205174445, 1562.7691401774664, 2026.0152595303095, 2689.5553929074977, 1206.3787759462932, 1195.387346416999, 1282.3778151921524]",3.0,0.7,104.66666666666666,15,0.5,3209863.2130365307,0.09621236077308433,0.07490753565217914,11616779.125,20503683765.289394,"[0.03125, 0.09375, 0.09375, 0.0625, 0.0625, 0.0625, 0.03125, 0.03125, 0.09375, 0.125]",2,3209863.2130365307,0.03125,"[0.0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875]","[8.951362463723865e-26, 3209863.2130365307, 2033682.4061811874, 3089550.1157944174, 1458902.6077110094, 566184.1434497354, 457864.8217093553, 285524.5383231119]",3.0,0.3,boxcar,32,16,104.66666666666666,15,21,380.6984126984127,1.3333333333333002,874.9999999999995,"[2, 12, 18, 28, 34, 41, 50, 60, 67, 77, 83, 90, 99, 110, 119, 130, 141, 151, 165, 174, 181]","[40.3333333333334, 554.3333333333334, 47.33333333333309, 500.33333333333354, 1.3333333333333002, 418.9999999999998, 666.3333333333336, 143.66666666666674, 577.0, 406.6666666666665, 735.6666666666663, 159.6666666666672, 467.33333333333366, 167.66666666666652, 17.333333333333346, 528.6666666666665, 495.6666666666662, 531.3333333333338, 874.9999999999995, 538.3333333333336, 121.66666666666686]","[0, 0, 16, 25, 33, 36, 0, 55, 55, 74, 0, 88, 95, 104, 116, 116, 116, 0, 0, 171, 180]","[3, 25, 25, 36, 36, 46, 55, 62, 80, 80, 116, 116, 116, 116, 123, 138, 144, 157, 188, 188, 188]",0.05,30,33911767.111111104,874.9999999999995,-874.9999999999995,DWT,mdp.39015067403843,0.0,0.0,4.547473508864641e-13,1.0,84,0.0,0.0,4.263256414560601e-14,,7.275957614183426e-12,5.684341886080802e-14,1.3877787807814457e-17,0.0,3.814697265625e-06,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,2.9103830456733704e-11,1.0,84.0,5.684341886080802e-14,9.094947017729282e-13,2.1789977229976407e-13,1.4901161193847656e-08,4.163336342344337e-17,0.0,1.4210854715202004e-14,0.0,0.0,4.547473508864641e-13,4.547473508864641e-13,1.0,84.0,0.0,0.0,0.0,0.0,1.862645149230957e-09,0.0,1.3877787807814457e-17,1.3525626462545223e-13,4.015973702725534e-26,0.9562111467297995,0.9705276781632515,0.00604261016092787,0.25196432715578626,0.0012921719314393403,0.9999999992398036,1.3904042427806204e-13,6.463512037282509e-14,6.463512037282509e-14,2.0897493951417322e-13,4.92458059983449e-14,2.336013913122131e-13,2.509910602068995e-13,1.0,1.0,,,5.113161174001875e-13,5.113161174001875e-13,0.20000000000061463,0.06921346712225981,107,1.5633144315308218,0.7785883116771908,89,0,0,0.18181818181836673,0.23365732345369003,108,0,0.0,0.39825474167264285,0.7478721583372892,167,33.974254958718376,0.9640484074510917,117.75,111.6413060311046,0.9197226164239585,11,coif,0.5689515450914442,0.7733375225513955,0.3697326616705704,3,9.0,8.971715861170225e-14,0.9999999999693285,1.2322863071956978e-26,0.9546228416867931,0.8979013755973613,0.0016237334943761902,0.17403412473387297,0.00037438782189223234,0.999999999698823,4.0240636965127564e-14,4.660008607795951e-14,4.660008607795951e-14,1.3647866296450892e-13,3.550482748796837e-14,1.484548503439641e-13,1.2050304310620896e-13,1.0,1.0,1.0,0.9999999999999999,1.9431278852240051e-13,1.9431278852240051e-13,0.4000000000003109,0.14037537181186965,235,1.7922996644506053,0.860298889525077,119,82.02438661763951,0.9566008536414605,177.0,157.99435028248587,0.9314750299953334,2,816.8159722222222,917.0,523.393367921032,288,0.447243642392164,0.9114379641887265,0.4134980610688673,3,2.25
coif10,1,symmetric,1.883397211213651e-26,316.0907418302955,6496016.83436086,0.5645161290322581,129.810451640654,190,smoothed,9.926328764801207e-14,-1.961521685818945e-10,6.412307390096228,42524.926647458626,0.9693545345805228,4.390323871493455e-05,1.0,0.49473684210526314,69718.0,0.09759361531843977,0.11847715790088931,247297.351638483,52716975.56125987,14,12258.766805469511,0.010526315789473684,"[0.0, 0.005263157894736842, 0.010526315789473684, 0.015789473684210527, 0.021052631578947368, 0.02631578947368421, 0.031578947368421054, 0.03684210526315789, 0.042105263157894736, 0.04736842105263158, 0.05263157894736842, 0.05789473684210526, 0.06315789473684211, 0.06842105263157895, 0.07368421052631578, 0.07894736842105263, 0.08421052631578947, 0.08947368421052632, 0.09473684210526316, 0.09999999999999999, 0.10526315789473684, 0.11052631578947368, 0.11578947368421053, 0.12105263157894737, 0.12631578947368421, 0.13157894736842105, 0.1368421052631579, 0.14210526315789473, 0.14736842105263157, 0.15263157894736842, 0.15789473684210525, 0.1631578947368421, 0.16842105263157894, 0.17368421052631577, 0.17894736842105263, 0.18421052631578946, 0.18947368421052632, 0.19473684210526315, 0.19999999999999998, 0.20526315789473684, 0.21052631578947367, 0.21578947368421053, 0.22105263157894736, 0.2263157894736842, 0.23157894736842105, 0.23684210526315788, 0.24210526315789474]","[69718.0, 1006.0976623016788, 12258.766805469511, 4176.172498910091, 4195.9085952045425, 7316.742542827211, 2999.099483095562, 2000.3558117040518, 8390.967060272718, 2577.447603513189, 5952.702173139949, 6304.016064986675, 4713.707475485144, 1209.2391956067563, 3287.714699285038, 4896.035894776079, 1963.7980671734406, 7121.1568740296, 7372.8577591864405, 4222.845117894092, 1875.3992759656817, 4576.483167664802, 1507.8365637970082, 6841.830732320332, 1731.454349189942, 2763.705864963045, 3926.543329220826, 1635.8886348262067, 2019.1885623901596, 1548.935756555618, 4360.376172403227, 1414.0156128958915, 1534.2803012611184, 1778.530234348392, 2131.4175200613217, 2136.198290651443, 2750.67217147199, 1087.9695764481849, 2181.7359026611093, 1989.9474756127768, 832.5692205174436, 1562.7691401774591, 2026.0152595303077, 2689.5553929074968, 1206.378775946293, 1195.3873464170003, 1282.37781519215]",3.0,0.7,104.66666666666671,15,0.5,3209863.2130365307,0.09621236077308433,0.07490753565217913,11616779.125,20503683765.28939,"[0.03125, 0.09375, 0.09375, 0.0625, 0.0625, 0.0625, 0.03125, 0.03125, 0.09375, 0.125]",2,3209863.2130365307,0.03125,"[0.0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875]","[7.494809688323789e-26, 3209863.2130365307, 2033682.4061811876, 3089550.1157944156, 1458902.6077110101, 566184.1434497365, 457864.8217093556, 285524.53832311137]",3.0,0.3,boxcar,32,16,104.66666666666671,15,21,380.69841269841277,1.3333333333333286,875.0000000000005,"[2, 12, 18, 28, 34, 41, 50, 60, 67, 77, 83, 90, 99, 110, 119, 130, 141, 151, 165, 174, 181]","[40.33333333333323, 554.3333333333333, 47.33333333333371, 500.33333333333337, 1.3333333333333286, 418.99999999999983, 666.3333333333334, 143.66666666666663, 577.0000000000001, 406.66666666666674, 735.6666666666667, 159.66666666666674, 467.33333333333326, 167.66666666666688, 17.333333333333314, 528.6666666666666, 495.6666666666665, 531.3333333333335, 875.0000000000005, 538.333333333333, 121.66666666666657]","[0, 0, 16, 25, 33, 36, 0, 55, 55, 74, 0, 88, 95, 104, 116, 116, 116, 0, 0, 171, 180]","[3, 25, 25, 36, 36, 46, 55, 62, 80, 80, 116, 116, 116, 116, 123, 138, 144, 157, 188, 188, 188]",0.05,30,33911767.11111112,875.0000000000005,-875.0000000000005,DWT,mdp.39015067403843,0.0,0.0,4.547473508864641e-13,1.0,84,0.0,0.0,1.4210854715202004e-14,,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,4.263256414560601e-14,0.0,0.0,0.0,2.9103830456733704e-11,1.0,84.0,1.1368683772161603e-13,1.8189894035458565e-12,1.341572355851808e-13,0.0,4.163336342344337e-17,0.0,4.263256414560601e-14,0.0,0.0,4.547473508864641e-13,4.547473508864641e-13,1.0,84.0,0.0,0.0,0.0,0.0,1.862645149230957e-09,0.0,0.0,1.2578623797819565e-13,2.860426632729514e-26,0.961316613528755,0.9016941610531477,0.003452090468618028,0.2811600470289338,0.0011047489236877546,0.99999999923953,4.634680809268735e-14,1.2927024074565018e-13,1.2927024074565018e-13,1.215340307571861e-13,9.84916119966898e-14,2.336013913122131e-13,0.0,1.0,1.0,,,5.113161174001875e-13,5.113161174001875e-13,0.2000000000004985,0.06921346712221964,120,1.542269011955034,0.7681069156345497,189,0,0,0.18181818181834378,0.23365732345366053,114,0,0.0,0.3935909575303497,0.7391141601327555,212,49.175705383857995,0.947962216525018,158.75,147.5293467886886,0.8899863992678,21,coif,0.5689515450914442,0.7733375225513955,0.3697326616705704,3,16.5,8.374008240277778e-14,0.999999999969329,8.791148546144452e-27,0.9596266788870152,0.8452012809753554,0.0009276247797278348,0.19419988236890928,0.0003200847605601025,0.9999999996987213,1.3413545655042519e-14,9.320017215591902e-14,9.320017215591902e-14,7.937220635636697e-14,7.100965497593674e-14,1.484548503439641e-13,0.0,1.0,1.0,1.0,0.9999999999999999,1.9431278852240051e-13,1.9431278852240051e-13,0.4000000000002712,0.14037537181185572,259,1.7766484469318509,0.8527863483366999,228,21.920310216782973,0.9884019522662524,243.5,242.5133470225873,0.9297829867151368,3,816.8159722222222,917.0,523.393367921032,288,0.447243642392164,0.9114379641887265,0.4134980610688673,3,3.0
