wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,spectral_centroid_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_relative_prominences_total_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
rbio1.1,1,antisymmetric,2.909227556321153e-27,318.6173797078936,1335542.8079082333,0.6714285714285714,333.3773713843218,69,raw,4.3250427394093045e-14,-7.188005746172646e-11,5.177852749498056,21601.70204081633,0.5058688308196425,1.3207638667392622e-05,1.0,323.00000000000006,,,,[],[],16,213.18750000000006,25.0,450.00000000000006,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.00000000000006, 268.0000000000001, 189.00000000000006, 25.0, 450.00000000000006, 204.00000000000006, 45.0, 52.0, 357.00000000000006, 48.99999999999994, 288.00000000000006, 41.99999999999994, 206.00000000000003, 408.0000000000001, 109.00000000000003, 370.00000000000006]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.0,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,0.0,,0.0,34.0,6.0,0.0,34.0,,5.684341886080802e-14,79.31249999999994,486.0000000000009,79.31249999999997,,0.0,79.31249999999994,,,17.0,0.0,34.0,5.684341886080802e-14,5.684341886080802e-14,,5.684341886080802e-14,0.93086721905886,0.803730803438102,0.000491004200012382,0.7588235294117645,0.002251140974275915,,,,,,,0.0,0.0,0.0,277,1.2650611034087895,0.8632842670053432,95,0,0.0,0.0,370,0,0.499232739416603,0.8496287821369995,85,140.11513123142697,0.7743717693535798,206.75,139.84139975435866,0.7207205062548898,65,rbio,0.6645997696604647,0.9500318207572005,0.24977061501051454,3,49.5,,,7.822631431508853e-13,0.9308672190588599,0.803730803438102,0.001483281121126838,0.7904109589041093,0.004163583964851081,1.0218714763254866e-11,0.9999999999916256,0.9999999999916256,0.9999999999916265,,0.9999999999653172,,,,,1.0,,0.0,1.0,1.0,1.0,2.199999999978188,0.8148148148047168,369,1.2789571908627495,0.8720167454362234,333,25.45584412271571,0.9795041512699552,351.0,350.0769230769231,0.8484477278088907,41,555.837037037037,510.5,400.5350085160476,270,0.668768320890794,1.0,0.2318621753764442,4,31.75,41
haar,1,zero,2.909227556321153e-27,318.6173797078936,1299600.886727477,0.6857142857142857,338.0949756963641,69,raw,4.3250427394093045e-14,-7.188005746172646e-11,5.205213438284257,16267.57306122449,0.5310597865481934,1.3207638667392622e-05,1.0,323.00000000000006,,,,[],[],16,213.18750000000006,25.0,450.00000000000006,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.00000000000006, 268.0000000000001, 189.00000000000006, 25.0, 450.00000000000006, 204.00000000000006, 45.0, 52.0, 357.00000000000006, 48.99999999999994, 288.00000000000006, 41.99999999999994, 206.00000000000003, 408.0000000000001, 109.00000000000003, 370.00000000000006]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.0,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,0.0,,0.0,34.0,6.0,0.0,34.0,,5.684341886080802e-14,79.31249999999994,486.0000000000009,79.31249999999997,,0.0,79.31249999999994,,,17.0,0.0,34.0,5.684341886080802e-14,5.684341886080802e-14,,5.684341886080802e-14,0.93086721905886,0.8132489608530755,0.0001606755336065102,0.8392156862745098,0.0004615026358122784,,,,,,,0.0,0.0,0.0,333,1.3010960251927859,0.8878746847765232,52,0,0.0,0.0,473,0,0.5167908088711729,0.8795103183214971,48,211.67349070364637,0.6591409167413103,226.5,88.53226034185391,0.647203308612201,184,haar,0.3003528998762079,0.2935386684325232,0.7016913695568975,1,138.25,,,7.822631431508853e-13,0.9308672190588599,0.8132489608530755,0.0011532803932522194,0.8602739726027395,0.002377375929780025,1.0218714763254866e-11,0.9999999999916256,0.9999999999916256,0.9999999999916265,,0.9999999999653172,,,,,1.0,,0.0,1.0,1.0,1.0,2.199999999978188,0.8148148148047168,341,1.3107819914717225,0.8937154850417866,166,123.74368670764582,0.9003674020067264,253.5,223.29783037475346,0.8481305609067449,42,192.33333333333334,157.5,192.8992422148382,18,0.23141034478436878,0.4816039500005644,0.6935315736507726,1,31.75,42
rbio1.3,1,zero,2.1687501199536966e-27,319.89306147207344,1293956.375756187,0.6756756756756757,313.7862090329239,69,raw,3.851347582235906e-14,-7.174227878437049e-11,5.179287291338158,18647.41090668371,0.6583827892307831,1.3207638667392624e-05,0.9999999999999999,323.00000000000006,,,,[],[],16,213.18750000000003,25.0,450.00000000000006,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.0, 268.0, 189.0, 25.0, 450.00000000000006, 204.00000000000006, 45.0, 52.0, 357.00000000000006, 48.99999999999994, 288.00000000000006, 41.99999999999994, 206.00000000000003, 408.00000000000006, 109.00000000000006, 370.00000000000006]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.0,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,0.0,,0.0,34.0,6.0,0.0,34.0,,5.684341886080802e-14,79.31249999999997,486.00000000000045,79.31249999999999,,0.0,79.31249999999997,,,17.0,0.0,34.0,5.684341886080802e-14,5.684341886080802e-14,,5.684341886080802e-14,0.9446692215458619,0.8042298477114076,0.00010879895827592238,0.782723900370959,0.0012599552161408514,,,,,,,0.0,0.0,0.0,537,1.2825643984971988,0.8752286064762667,67,0,0.0,0.0,452,0,0.5065983447605291,0.8621640784105868,67,249.24469235405329,0.5986397868694794,280.75,117.90599063640204,0.5732731945619538,397,rbio,0.6645997696604647,0.9500318207572005,0.24977061501051454,3,298.5,,,7.822631431508853e-13,0.9446692215458617,0.8042298477114076,0.0011014553191373917,0.811181044057756,0.003174298069831225,1.0218714763254866e-11,0.999999999991626,0.999999999991626,0.9999999999916267,,0.9999999999653162,,,,,1.0,,0.0,1.0,1.0,1.0,2.199999999978188,0.8148148148047168,355,1.2952093212940592,0.8830977495436052,239,82.02438661763951,0.9339578207587443,297.0,285.6734006734007,0.8474136929880678,43,555.837037037037,510.5,400.5350085160476,270,0.668768320890794,1.0,0.2318621753764442,4,33.25,43
haar,1,reflect,2.9560561688977508e-27,318.5480298140403,1299673.4782126034,0.6857142857142857,338.0949756963641,69,raw,4.407424505874244e-14,-7.192313411508191e-11,5.205145071748066,16129.40816326531,0.5330427499016247,1.3207638667392622e-05,1.0,323.00000000000006,,,,[],[],16,213.18750000000006,25.0,450.00000000000006,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.00000000000006, 268.0000000000001, 189.00000000000006, 25.0, 450.00000000000006, 204.00000000000006, 45.0, 52.0, 357.00000000000006, 48.99999999999994, 288.00000000000006, 41.99999999999994, 206.00000000000003, 408.0000000000001, 109.00000000000003, 370.00000000000006]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.0,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,0.0,,0.0,34.0,6.0,0.0,34.0,,5.684341886080802e-14,79.31249999999994,486.0000000000009,79.31249999999997,,0.0,79.31249999999994,,,17.0,0.0,34.0,5.684341886080802e-14,5.684341886080802e-14,,5.684341886080802e-14,0.9301169007315839,0.8132251776998636,0.0001613426946175656,0.8392156862745098,0.0004151473265642852,,,,,,,0.0,0.0,0.0,340,1.3006157340766207,0.8875469316244813,57,0,0.0,0.0,468,0,0.5166268509454279,0.879231283390945,55,207.6037893038885,0.6656943811531586,230.0,98.0305504625017,0.6476620053913942,181,haar,0.3003528998762079,0.2935386684325232,0.7016913695568975,1,136.0,,,7.822631431508853e-13,0.9301169007315839,0.8132251776998636,0.0011539468919295923,0.8602739726027395,0.0023311094724364416,1.0218714763254866e-11,0.9999999999916256,0.9999999999916256,0.9999999999916265,,0.9999999999653172,,,,,1.0,,0.0,1.0,1.0,1.0,2.199999999978188,0.8148148148047168,344,1.310301735565152,0.893388037652917,171,122.32947314527271,0.9015060602695066,257.5,228.44271844660196,0.8470895840800029,44,192.33333333333334,157.5,192.8992422148382,18,0.23141034478436878,0.4816039500005644,0.6935315736507726,1,33.25,44
rbio1.1,1,symmetric,2.909227556321153e-27,318.6173797078936,1335542.8079082333,0.6714285714285714,333.3773713843218,69,raw,4.3250427394093045e-14,-7.188005746172646e-11,5.177852749498056,15111.808163265307,0.5752597846852022,1.3207638667392622e-05,1.0,323.00000000000006,,,,[],[],16,213.18750000000006,25.0,450.00000000000006,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.00000000000006, 268.0000000000001, 189.00000000000006, 25.0, 450.00000000000006, 204.00000000000006, 45.0, 52.0, 357.00000000000006, 48.99999999999994, 288.00000000000006, 41.99999999999994, 206.00000000000003, 408.0000000000001, 109.00000000000003, 370.00000000000006]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.0,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,0.0,,0.0,34.0,6.0,0.0,34.0,,5.684341886080802e-14,79.31249999999994,486.0000000000009,79.31249999999997,,0.0,79.31249999999994,,,17.0,0.0,34.0,5.684341886080802e-14,5.684341886080802e-14,,5.684341886080802e-14,0.93086721905886,0.803730803438102,0.000491004200012382,0.7588235294117645,7.373526469097889e-05,,,,,,,0.0,0.0,0.0,526,1.2641901411249556,0.8626899178195506,100,0,0.0,0.0,375,0,0.498797258274686,0.8488876502298995,94,213.21409428084252,0.6566600736218318,273.75,158.69171236672452,0.6079194087915922,273,rbio,0.6645997696604647,0.9500318207572005,0.24977061501051454,3,205.5,,,7.822631431508853e-13,0.9308672190588599,0.803730803438102,0.001483281121126838,0.7904109589041093,0.001990351814824008,1.0218714763254866e-11,0.9999999999916256,0.9999999999916256,0.9999999999916265,,0.9999999999653172,,,,,1.0,,0.0,1.0,1.0,1.0,2.199999999978188,0.8148148148047168,374,1.2780878980027386,0.8714240454334138,343,21.920310216782973,0.9823507969269059,358.5,357.82984658298466,0.8468517269658684,45,555.837037037037,510.5,400.5350085160476,270,0.668768320890794,1.0,0.2318621753764442,4,34.75,45
bior1.1,1,zero,2.909227556321153e-27,318.6173797078936,1299600.886727477,0.6857142857142857,338.0949756963641,69,raw,4.3250427394093045e-14,-7.188005746172646e-11,5.205213438284257,16267.57306122449,0.5310597865481934,1.3207638667392622e-05,1.0,323.00000000000006,,,,[],[],16,213.18750000000006,25.0,450.00000000000006,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.00000000000006, 268.0000000000001, 189.00000000000006, 25.0, 450.00000000000006, 204.00000000000006, 45.0, 52.0, 357.00000000000006, 48.99999999999994, 288.00000000000006, 41.99999999999994, 206.00000000000003, 408.0000000000001, 109.00000000000003, 370.00000000000006]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.0,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,0.0,,0.0,34.0,6.0,0.0,34.0,,5.684341886080802e-14,79.31249999999994,486.0000000000009,79.31249999999997,,0.0,79.31249999999994,,,17.0,0.0,34.0,5.684341886080802e-14,5.684341886080802e-14,,5.684341886080802e-14,0.93086721905886,0.8132489608530755,0.0001606755336065102,0.8392156862745098,0.0004615026358122784,,,,,,,0.0,0.0,0.0,356,1.3010960251927859,0.8878746847765232,48,0,0.0,0.0,477,0,0.5167908088711729,0.8795103183214971,44,219.54403506662015,0.646466932259871,231.25,82.53203175699,0.6370418397209178,201,bior,0.7773306480916924,0.9625172382852065,0.16711337485025335,4,151.75,,,7.822631431508853e-13,0.9308672190588599,0.8132489608530755,0.0011532803932522194,0.8602739726027395,0.002377375929780025,1.0218714763254866e-11,0.9999999999916256,0.9999999999916256,0.9999999999916265,,0.9999999999653172,,,,,1.0,,0.0,1.0,1.0,1.0,2.199999999978188,0.8148148148047168,343,1.3107819914717225,0.8937154850417866,161,128.69343417595164,0.8963820980869954,252.0,219.1388888888889,0.8467417736811789,46,584.1037037037037,540.0,324.68714765509674,270,0.7027780214760876,0.810633629399933,0.2648652961467588,3,35.25,46
db1,1,reflect,2.9560561688977508e-27,318.5480298140403,1299673.4782126034,0.6857142857142857,338.0949756963641,69,raw,4.407424505874244e-14,-7.192313411508191e-11,5.205145071748066,16129.40816326531,0.5330427499016247,1.3207638667392622e-05,1.0,323.00000000000006,,,,[],[],16,213.18750000000006,25.0,450.00000000000006,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.00000000000006, 268.0000000000001, 189.00000000000006, 25.0, 450.00000000000006, 204.00000000000006, 45.0, 52.0, 357.00000000000006, 48.99999999999994, 288.00000000000006, 41.99999999999994, 206.00000000000003, 408.0000000000001, 109.00000000000003, 370.00000000000006]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.0,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,0.0,,0.0,34.0,6.0,0.0,34.0,,5.684341886080802e-14,79.31249999999994,486.0000000000009,79.31249999999997,,0.0,79.31249999999994,,,17.0,0.0,34.0,5.684341886080802e-14,5.684341886080802e-14,,5.684341886080802e-14,0.9301169007315839,0.8132251776998636,0.0001613426946175656,0.8392156862745098,0.0004151473265642852,,,,,,,0.0,0.0,0.0,407,1.3006157340766207,0.8875469316244813,58,0,0.0,0.0,467,0,0.5166268509454279,0.879231283390945,53,221.62637478423005,0.6431137282057486,246.25,98.26166777418835,0.6232879430078663,231,db,0.9607397529157442,0.8667375194865046,0.06746091711302768,5,174.5,,,7.822631431508853e-13,0.9301169007315839,0.8132251776998636,0.0011539468919295923,0.8602739726027395,0.0023311094724364416,1.0218714763254866e-11,0.9999999999916256,0.9999999999916256,0.9999999999916265,,0.9999999999653172,,,,,1.0,,0.0,1.0,1.0,1.0,2.199999999978188,0.8148148148047168,346,1.310301735565152,0.893388037652917,172,123.03657992645927,0.9009367311381166,259.0,229.77606177606177,0.8462010547800083,47,528.3398692810457,496.5,346.3863031290249,306,0.6356844609028862,0.8648090572965405,0.2955781601790175,2,35.75,47
rbio1.3,1,periodization,2.313901362743761e-27,319.61170821508495,1335566.4394749356,0.6714285714285714,332.19797030631116,69,raw,4.144844380730214e-14,-7.18298753810134e-11,5.167615530765606,14918.234948979592,0.582724131905343,1.3207638667392624e-05,0.9999999999999999,323.00000000000006,,,,[],[],16,213.18750000000003,25.0,450.00000000000006,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.00000000000006, 268.0, 189.0, 25.0, 450.00000000000006, 204.00000000000006, 45.0, 52.0, 357.00000000000006, 48.99999999999994, 288.00000000000006, 41.99999999999994, 206.00000000000003, 408.00000000000006, 109.00000000000006, 370.00000000000006]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.0,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,0.0,,0.0,34.0,6.0,0.0,34.0,,5.684341886080802e-14,79.31249999999997,486.00000000000045,79.31249999999999,,0.0,79.31249999999997,,,17.0,0.0,34.0,5.684341886080802e-14,5.684341886080802e-14,,5.684341886080802e-14,0.941625172111497,0.8001695093439227,0.0004912213888452945,0.7588235294117645,8.790069906458066e-06,,,,,,,0.0,0.0,0.0,532,1.2688383964259504,0.8658619113774588,88,0,0.0,0.0,364,0,0.5002236444651873,0.8513151728385107,82,220.52890966945807,0.6448809828189082,266.5,141.91588418292773,0.607867222488359,274,rbio,0.6645997696604647,0.9500318207572005,0.24977061501051454,3,206.25,,,7.822631431508853e-13,0.9416251721114969,0.8001695093439227,0.0014834980943424152,0.7904109589041093,0.0019255311042535393,1.0218714763254866e-11,0.999999999991626,0.999999999991626,0.9999999999916267,,0.9999999999653162,,,,,1.0,,0.0,1.0,1.0,1.0,2.199999999978188,0.8148148148047168,373,1.2827362029896106,0.8745933460287784,315,41.012193308819754,0.9669789103793722,344.0,341.55523255813955,0.8450031427903302,48,555.837037037037,510.5,400.5350085160476,270,0.668768320890794,1.0,0.2318621753764442,4,37.0,48
coif5,1,reflect,4.551155784788122e-27,316.67393961823814,1669555.2061811427,0.6326530612244898,303.9280105660774,69,raw,5.00469231274505e-14,-7.009826052950554e-11,5.651134705815067,16584.915497383234,0.5873411263908193,1.3207638667392627e-05,1.0,323.0,,,,[],[],16,213.1875,24.999999999999943,450.0000000000001,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.0000000000001, 268.0, 189.00000000000003, 24.999999999999943, 450.0000000000001, 203.99999999999994, 45.00000000000017, 52.0, 356.9999999999999, 49.00000000000006, 287.99999999999994, 42.000000000000114, 205.99999999999991, 408.0, 109.00000000000003, 370.0]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.0,460.0000000000001,-460.0000000000001,0.0,,,,DWT,inu.32000013032828,0.0,,0.0,34.0,6.0,0.0,34.0,,1.1368683772161603e-13,79.3125,486.0,79.3125,,0.0,79.3125,,,17.000000000000057,0.0,34.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9098405290928023,0.9683747638695297,0.0035607864058559337,0.5406162464985995,0.0005679732877863885,,,,,,,0.0,0.0,0.0,414,1.2483457805079283,0.8518776438475014,130,0,0.0,0.0,407,0,0.4845920598309148,0.824712261676858,132,161.39676783215538,0.7401018231366259,270.75,198.60453835570172,0.6520557424861874,174,coif,0.566413539530329,0.6920306630483438,0.39590132341426654,2,131.0,,,7.822631431508853e-13,0.9098405290928023,0.9683747638695297,0.004550015756564814,0.6007827788649708,0.0024836425032926787,1.0223155655353366e-11,0.9999999999916266,0.9999999999916266,0.9999999999916269,,0.9999999999653152,,,,,1.0,,0.0,1.0,1.0,1.0,2.1999999999781887,0.8148148148047171,330,1.273673275816269,0.8684140741076505,376,32.526911934581186,0.9738108599560538,353.0,351.50141643059493,0.8447959291728739,49,662.4222222222222,608.0,375.132305582491,90,0.7970087773168398,0.9365780708466117,0.1611204346242286,5,38.0,49
rbio3.5,1,antireflect,1.1977881060607967e-27,322.47135667102697,1645910.6232807694,0.65,377.98371250317643,69,raw,2.1728190905127713e-14,-6.888745129884936e-11,5.521733524702418,38531.275073204044,0.5882850183953043,1.3207638667392627e-05,1.0,322.99999999999994,,,,[],[],16,213.1875,25.0,449.99999999999994,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.0, 268.0, 189.0, 25.0, 449.99999999999994, 203.99999999999991, 45.00000000000006, 52.0, 356.9999999999999, 49.00000000000006, 287.9999999999999, 41.99999999999994, 206.00000000000006, 407.99999999999994, 109.0, 369.99999999999994]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.0,460.0,-460.0,0.0,,,,DWT,inu.32000013032828,0.0,,0.0,34.0,6.0,0.0,34.0,,0.0,79.3125,486.0,79.31250000000003,,0.0,79.3125,,,17.0,0.0,34.0,5.684341886080802e-14,0.0,,5.684341886080802e-14,0.9725646087399082,0.9233590546109656,0.003343477945968007,0.6382352941176471,0.007931133540728531,,,,,,,0.0,0.0,0.0,329,1.3053566025857617,0.8907821249166112,45,0,0.0,0.0,480,0,0.5090867137910435,0.8663989568189501,63,211.67014432838656,0.6591463054293292,229.25,92.55384615384617,0.6449918322637789,187,rbio,0.6645997696604647,0.9500318207572005,0.24977061501051454,3,141.0,,,7.822631431508853e-13,0.9725646087399081,0.9233590546109656,0.004332923032773727,0.6856164383561645,0.009832689360777802,1.0218714763254866e-11,0.9999999999916266,0.9999999999916266,0.9999999999916276,,0.9999999999653152,,,,,1.0,,0.0,1.0,1.0,1.0,2.199999999978188,0.8148148148047168,340,1.3255644051528264,0.9037944089963816,106,165.46298679765212,0.8667769832547084,223.0,161.61434977578475,0.8436139344614927,50,555.837037037037,510.5,400.5350085160476,270,0.668768320890794,1.0,0.2318621753764442,4,38.5,50
db1,1,constant,2.909227556321153e-27,318.6173797078936,1335542.8079082333,0.6714285714285714,333.3773713843218,69,raw,4.3250427394093045e-14,-7.188005746172646e-11,5.177852749498056,15111.808163265307,0.5752597846852022,1.3207638667392622e-05,1.0,323.00000000000006,,,,[],[],16,213.18750000000006,25.0,450.00000000000006,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.00000000000006, 268.0000000000001, 189.00000000000006, 25.0, 450.00000000000006, 204.00000000000006, 45.0, 52.0, 357.00000000000006, 48.99999999999994, 288.00000000000006, 41.99999999999994, 206.00000000000003, 408.0000000000001, 109.00000000000003, 370.00000000000006]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.0,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,0.0,,0.0,34.0,6.0,0.0,34.0,,5.684341886080802e-14,79.31249999999994,486.0000000000009,79.31249999999997,,0.0,79.31249999999994,,,17.0,0.0,34.0,5.684341886080802e-14,5.684341886080802e-14,,5.684341886080802e-14,0.93086721905886,0.803730803438102,0.000491004200012382,0.7588235294117645,7.373526469097889e-05,,,,,,,0.0,0.0,0.0,412,1.2641901411249556,0.8626899178195506,102,0,0.0,0.0,359,0,0.498797258274686,0.8488876502298995,92,168.0146322992931,0.7294450365550835,241.25,154.52256703847922,0.6704793620778638,132,db,0.9607397529157442,0.8667375194865046,0.06746091711302768,5,100.25,,,7.822631431508853e-13,0.9308672190588599,0.803730803438102,0.001483281121126838,0.7904109589041093,0.001990351814824008,1.0218714763254866e-11,0.9999999999916256,0.9999999999916256,0.9999999999916265,,0.9999999999653172,,,,,1.0,,0.0,1.0,1.0,1.0,2.199999999978188,0.8148148148047168,380,1.2780878980027386,0.8714240454334138,337,30.405591591021544,0.9755188473502242,358.5,357.21059972106,0.8434357521775275,51,528.3398692810457,496.5,346.3863031290249,306,0.6356844609028862,0.8648090572965405,0.2955781601790175,2,38.75,51
