signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,stft_amplitude_max_diff,stft_frequency_max_diff,avg_prominence_diff,fft_variance_magnitude_diff,stft_noverlap_diff,prominence_max_diff,stft_spectral_magnitude_diff,upper_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_num_peaks_diff,fft_peak_amplitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,stft_window_diff,stft_nperseg_diff,prominence_threshold_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_dominant_frequency_diff,relative_num_peaks_diff,stft_variance_magnitude_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,fft_snr_threshold_diff,stft_stationarity_threshold_diff,stft_dynamic_cutoff_percentile_diff,lower_envelope_diff,fft_stationarity_threshold_diff,stft_dynamic_cutoff_diff,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,fft_dynamic_cutoff_diff,prominence_min_diff,fft_spectral_centroid_diff,stft_peak_amplitude_diff,fft_spectral_bandwidth_diff,stft_spectral_bandwidth_diff,fft_spectral_magnitude_diff,distance_factor_diff,stft_snr_threshold_diff,stft_spectral_centroid_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
raw,gaus4,17.082109333788686,0.6307506053268765,331.4037564105268,-18.845232530928897,59,28,6045.628170251929,,False,"[9, 12, 15, 18, 22, 39, 51]","[6195.40503560115, 67.19226547618928, 245.4090580149923, 675.0941016868292, 1108.7184896454419, 497.1035256138375, 8175.831170096135]",7,9.434075152583102,93860.38307132015,0.13168911778877768,2.7980496869628158e-06,0.7329311457238078,7,3415.102819474018,67.19226547618928,15116.797260279682,"[9, 12, 15, 18, 22, 39, 51]","[6195.40503560115, 67.19226547618928, 245.4090580149923, 675.0941016868292, 1108.7184896454419, 497.1035256138375, 15116.797260279682]","[0, 11, 13, 16, 16, 35, 0]","[35, 16, 16, 20, 35, 43, 58]",0.05,20,2874820462.6468287,12141.412527153836,-12141.412527153836,0.4745762711864407,291838.2641218823,0.05674083834100479,0.08546038440396059,859154.8794408535,3514886424.4103413,2.0,111965.61327350678,0.03389830508474576,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745]","[291838.2641218823, 90893.56880665742, 111965.61327350678, 105605.83585342918, 79189.31032462347, 52608.68691675313, 21344.562493798872, 17515.817594889333, 6764.646802616772, 3138.3946304564156, 9227.512808295574, 8007.900940383655, 7865.182412826154, 1985.808739965897]",3.0,0.5,2797.025860254784,15.0,0.4915254237288136,424959273.0749994,0.0470953740481132,0.03129577113644111,1431268387.974396,1.2934090217240744e+16,[0.03389830508474576],2.0,424959273.0749994,0.03389830508474576,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745, 0.23728813559322035]","[1.7174512718262014e-23, 280055622.0478158, 424959273.0749994, 378053985.2983536, 212574470.1589666, 93819455.56287986, 15443740.611921536, 10400131.051438479, 1551201.5716662165, 333882.0629314462, 2886338.733127426, 2173778.8973219516, 2096986.2504077922, 133675.80853304942, 426260.1961518588]",3.0,0.3,boxcar,59.0,29.0,2797.025860254784,15.0,CWT,mdp.39015061285097,424284389.7536014,0.0,3181.165319474018,3486450168.2404838,0.0,14375.797260279682,1428923875.4659214,11394.412527153836,0.0,-3.5,3.0,108971.77731802916,0.0,-8.0,,0.0,0.0,0.0,-3.5,0.01694915254237288,9.0,1.2934072715583266e+16,261766.26412188233,0.03389830508474576,3181.165319474018,20162.719736318126,3181.165319474018,0.0,0.0,0.0,11394.412527153836,0.2,2533.9258602547843,0.0,1.0,0.0,2533.9258602547843,59.19226547618928,0.04393104033144853,424284389.7536014,0.054426473407461234,0.10300815919931011,793688.6856005192,0.0,0.0,0.08113976281891622,0.12248476952194476,0.1432896829367702,0.7076327196492767,0.1663397365227603,0.6748522401839473,0.16086956521739137,1.0,0.027830897773941425,,0.0012624891813561633,0.0623157040364284,0.0623157040364284,0.06224996605086558,0.4672239788206225,0.3140342616264722,0.33333333333333337,0.7058823529411764,0.6,0.11835831081470152,0.11835831081470152,0.7272727272727273,0.903791717622948,0.30323170450170034,6,1.4003881410770673,0.6763493449198732,6,0,0,0.297717261577401,0.3933437632439942,5,1,0.11111111111111112,0.3698568959201984,0.7263469584102331,7,0.816496580927726,0.9416788156480196,6.0,5.915492957746478,0.7565536935382955,2,gaus,7.375,5.5,4.838461975226661,8,0.6704545454545454,1.0,0.23068181818181818,1,1.75,1
raw,mexh,19.596408820036377,0.6004842615012107,980.9131926487034,-32.13782136554918,59,28,27100.09862854399,,False,[27],[42261.00283684449],1,9.450720806976468,438667.9334710549,0.07192267695276908,6.714209537612782e-06,0.6705884492546154,1,45974.42800906098,45974.42800906098,45974.42800906098,[27],[45974.42800906098],[0],[58],0.05,10,55404730425.57933,44117.71542295274,-44117.71542295274,0.4745762711864407,1586920.9431187774,0.02322361801178653,0.058958952323098945,2679599.3923798646,91241177345.75339,1.0,10070.985010828907,0.1694915254237288,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745]","[1586920.9431187774, 578144.663306053, 150529.012026106, 100530.5755556884, 68064.22756611081, 45753.13064351442, 23226.801407525472, 18161.12033117229, 9704.674854489776, 7025.810583498648, 10070.985010828907, 8369.666806592211, 8280.802658327586, 3220.0758550842634]",3.0,0.5,19817.074969241337,5.0,0.4915254237288136,6326154315.282295,0.017938220246664173,0.015099213398550573,14630434400.974232,2.0469059207040246e+18,[0.01694915254237288],3.0,6326154315.282295,0.01694915254237288,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745, 0.23728813559322035]","[4235995166.3881464, 6326154315.282295, 3136535316.8864202, 857711492.6431583, 68927974.73033917, 2516870.065436094, 434219.87211061025, 650090.5417945229, 399545.70242792263, 228798.85553489276, 134240.80780178984, 275846.156158908, 214040.14005915239, 97410.46276281914, 53374.282537469895]",3.0,0.3,flattop,59.0,29.0,10012.358382285629,15.0,CWT,mdp.39015061285097,6325479431.960897,0.0,45740.49050906098,91212741089.58353,0.0,45233.42800906098,14628089888.465757,43370.71542295274,0.0,-15.5,2.0,7077.149055351274,0.0,-11.0,,0.0,0.0,0.0,-15.5,0.0,15.0,2.046905903202367e+18,1556848.9431187774,0.10169491525423728,45740.49050906098,42231.42800906098,45740.49050906098,0.0,0.0,0.0,43370.71542295274,0.2,9749.258382285629,0.0,2.0,10.0,19553.97496924134,45966.42800906098,0.07744826066066679,6325479431.960897,0.08092790548832288,0.11920471693720065,2614133.1985395304,10.0,0.0,0.11029691662036525,0.9324016523750545,0.5267650644131215,0.03422208381921099,0.18491353768409796,1.0,0.052173913043478376,0.9073825037134567,0.22928645990234167,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.36,0.8613293317081221,0.8613293317081221,0.0,2.9805317326832492,1.0,1,1.5262771848337393,0.7371503255765129,5,0,0,0.7568882219513537,1.0,1,1,0.11111111111111112,0.4778375963132896,0.9384058767721368,4,2.0615528128088303,0.8527462276565121,2.75,1.6326530612244896,0.8281588281139703,1,mexh,1.0,1.0,,1,0.09090909090909091,,,5,2.0,2
raw,gaus2,18.77549744417128,0.6579903147699758,686.7379388680887,-27.965742823481975,59,28,17177.843485461035,,False,"[27, 50]","[26310.75572018836, 458.5755515963265]",2,9.285003148312645,262784.9624273239,0.10987013416573041,3.3954610268366236e-06,0.7286480743419838,2,16758.143212811454,458.5755515963265,33057.71087402658,"[27, 50]","[33057.71087402658, 458.5755515963265]","[0, 49]","[58, 58]",0.05,10,21630327497.47688,27576.96645845282,-27576.96645845282,0.4745762711864407,954795.1456945632,0.03221424954247593,0.06866387495855569,1859829.3795286934,33607763446.95123,1.0,10473.596274477388,0.1694915254237288,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745]","[954795.1456945632, 373759.5705209278, 141138.79478197737, 110301.43495727367, 78611.1953393971, 52242.48561279689, 23671.099996260255, 19060.623798521083, 8791.052200509777, 5583.87521930596, 10473.596274477388, 8918.423583280317, 8810.946859666159, 2805.6452553505014]",3.0,0.3,7974.082237182052,5.0,0.4915254237288136,4735464967.999606,0.0250819950178795,0.0214072804945726,6178907662.868374,7.277020946139169e+17,[0.01694915254237288],2.0,4735464967.999606,0.01694915254237288,"[0.0, 0.01694915254237288, 0.03389830508474576, 0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.1016949152542373, 0.11864406779661017, 0.13559322033898305, 0.15254237288135594, 0.1694915254237288, 0.1864406779661017, 0.2033898305084746, 0.22033898305084745, 0.23728813559322035]","[1.2920841568285938e-22, 4735464967.999606, 675259640.4240383, 412420561.1401245, 209482035.00640196, 92517874.67807783, 18993931.35704924, 12315504.392838914, 2619749.111596205, 1056937.7106704905, 3718515.8956185565, 2696212.85460377, 2631619.8157241168, 266835.4338600341, 709697.9306435366]",3.0,0.3,boxcar,59.0,29.0,6279.859848892021,15.0,CWT,mdp.39015061285097,4734790084.678208,0.0,16524.205712811454,33579327190.781372,0.0,32316.710874026583,6176563150.3598995,26829.96645845282,0.0,-10.5,3.0,7479.760318999755,0.0,-10.5,,0.0,0.0,0.0,-15.0,0.0,14.0,7.277020771122595e+17,924723.1456945632,0.10169491525423728,16524.205712811454,29773.286425622908,16524.205712811454,0.0,0.0,0.0,26829.96645845282,0.0,6016.75984889202,0.0,2.0,10.0,7710.982237182052,450.5755515963265,0.06845762912997738,4734790084.678208,0.07122298285286613,0.11289664984117861,1794363.1856883592,10.0,0.0,0.10315314184914992,0.5507153985090011,0.20178896544649308,0.24558212050590256,0.0,0.8938402142107603,0.2586956521739131,0.9936369876462255,0.12652594100027292,,0.009777250800612904,0.3562949760644851,0.3562949760644851,0.3562498480061905,0.6992393473109904,0.7128611240755802,0.8888888888888888,0.02941176470588236,0.4,0.47700418991348137,0.47700418991348137,0.3030303030303031,1.6795398195716142,0.5635034182506737,2,1.3715641209237344,0.6624281279537899,8,0,0,0.42217140489786503,0.5577724592007175,2,1,0.11111111111111112,0.40329260438101544,0.792009990276606,6,3.0,0.7857142857142857,4.5,3.096774193548387,0.7321428571428572,3,gaus,7.375,5.5,4.838461975226661,8,0.6704545454545454,1.0,0.23068181818181818,1,2.5,3
raw,gaus1,19.517630515981576,0.6325665859564165,1352.312669545956,-32.81333800438569,59,28,28857.374520960348,,False,"[5, 57]","[5433.610004669994, 990.2122930590776]",2,9.720530591457202,1757806.7302028295,0.07793887255908566,3.890242104763517e-06,0.059811066162227,1,990.2122930590776,990.2122930590776,990.2122930590776,[57],[990.2122930590776],[5],[58],0.05,10,62512692060.7975,50085.88264262688,-50085.88264262688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015061285097,,,756.2747930590776,,,249.21229305907764,,49338.88264262688,0.0,-15.5,,,0.0,-15.5,,,0.0,0.0,-15.5,,15.0,,,,756.2747930590776,2752.7877069409224,756.2747930590776,,,,49338.88264262688,,,,,,,982.2122930590776,,,,,,10.0,,,1.0,0.2502385614388031,0.0,0.48597669626592976,0.9898124351432164,0.167391304347826,0.0,0.9999999999999999,,0.021343304544165553,0.008889533486937246,0.008889533486937246,0.00882004996693029,0.04691871215164789,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8378420825213151,0.2811049026366314,8,1.5799226558753443,0.7630596275283286,4,0,0,0.25790509446971815,0.3407439658722739,8,1,0.11111111111111112,0.4811218190939163,0.9448556286998784,3,2.6299556396765835,0.8121460257373869,5.75,4.800000000000001,0.7007158700115506,4,gaus,7.375,5.5,4.838461975226661,8,0.6704545454545454,1.0,0.23068181818181818,1,3.25,4
raw,gaus6,16.309899418917727,0.6579903147699758,272.04095783544125,-16.05432001082108,59,28,3701.1477279733695,,False,"[9, 18, 22, 35, 41, 53]","[7300.449831679956, 239.98184047953373, 603.6668331663877, 3169.331828830687, 1.623051587848522, 9701.461656995416]",6,9.716048890448358,60485.284015555575,0.049420292680164776,2.4812169688886657e-06,0.41390403140309495,5,5355.504546620623,1.623051587848522,13745.413254744512,"[9, 18, 22, 40, 53]","[12186.83775312483, 239.98184047953373, 603.6668331663877, 1.623051587848522, 13745.413254744512]","[0, 17, 20, 35, 0]","[35, 35, 35, 41, 58]",0.05,20,1482620211.792443,10532.876947742627,-10532.876947742627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015061285097,,,5121.567046620623,,,13004.413254744512,,9785.876947742627,0.0,-9.0,,,0.0,-9.0,,,0.0,0.0,-13.5,,11.0,,,,5121.567046620623,23034.522733103113,5131.992825985483,,,,9785.876947742627,,,,,,,6.376948412151478,,,,,,0.0,,,0.032298018186553326,0.11226501794320282,0.849022045543188,0.48097585812309246,0.5749904992491991,0.2586956521739131,0.5260472477236116,0.008331326683994472,,0.00011346250956388907,0.10506742106438396,0.10506742106438396,0.10523440136112351,0.5365541704806329,0.2835483682145895,0.5555555555555556,0.11764705882352941,0.52,0.08098390497819845,0.08098390497819845,0.393939393939394,0.9018644500311812,0.3025850857891286,7,1.3979950074835932,0.6751935265501124,7,0,0,0.24039125524746277,0.31760469812531056,9,1,0.11111111111111112,0.3497726526477888,0.6869043275608316,8,0.9574271077563381,0.9316123494459758,7.75,7.665399239543728,0.6890204604372736,5,gaus,7.375,5.5,4.838461975226661,8,0.6704545454545454,1.0,0.23068181818181818,1,4.0,5
raw,gaus8,16.25688678369323,0.6592009685230025,268.2830186795636,-16.061316936931252,59,28,3603.6271234944415,,False,"[8, 18, 22, 35, 41, 53]","[8445.843304749871, 162.11115801112442, 732.3572199976944, 4498.294887815363, 39.57552763224248, 9432.696717091845]",6,9.749583817356026,63050.11883651219,0.05746842239725966,2.2327008502159453e-06,0.2642767687411476,5,5674.851127292024,39.57552763224248,13943.202318847663,"[8, 18, 22, 40, 53]","[13943.202318847663, 162.11115801112442, 732.3572199976944, 39.57552763224248, 13497.009411971396]","[0, 17, 20, 35, 0]","[35, 35, 35, 41, 58]",0.05,20,1425276463.9749289,11226.285634735055,-11226.285634735055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015061285097,,,5440.913627292024,,,13202.202318847663,,10479.285634735055,0.0,-4.5,,,0.0,-9.0,,,0.0,0.0,-13.5,,11.0,,,,5440.913627292024,24631.25563646012,5443.052298147189,,,,10479.285634735055,,,,,,,31.575527632242483,,,,,,0.0,,,0.028546625618880495,0.08793000174226129,0.8486675770104343,0.5183952980335619,0.5681349358290613,0.26304347826086966,0.3037581388332584,0.009829844451436923,,0.0006616716508637326,0.11210339431657507,0.11210339431657507,0.11208827014970123,0.5751020090139577,0.28794522299920666,0.5555555555555556,0.11764705882352941,0.52,0.09709529101772765,0.09709529101772765,0.6666666666666667,0.9907690129816962,0.3324135093471217,4,1.3180612359641406,0.6365876911975112,9,0,0,0.2711719854606738,0.35827216964951314,6,1,0.11111111111111112,0.3229826819169149,0.63429259050546,9,2.449489742783178,0.8250364469440588,7.0,6.260869565217392,0.6625182234720294,6,gaus,7.375,5.5,4.838461975226661,8,0.6704545454545454,1.0,0.23068181818181818,1,4.75,6
raw,cmor,14.691475683772088,0.7518159806295399,507.307515405139,-21.44699090536829,59,28,8629.435159010634,-82580.05012125532,True,"[5, 18, 22, 26, 40, 56]","[2664.1012665321323, 277.2572994309721, 703.2423120781841, 47.77616121563733, 527.8653300816204, 1057.2180831017322]",6,10.048906635346372,86728.42794290434,0.11183733626365762,1.15470195280099e-05,0.36152771875934664,10,1251.7446447503467,2.201923507160245,9061.011956162898,"[9, 12, 15, 18, 22, 24, 26, 39, 47, 51]","[203.98103856596754, 32.91910785742948, 54.44025390864681, 120.32215886549238, 2.201923507160245, 60.14097246327583, 9061.011956162898, 527.2009136728493, 26.053477738091715, 2429.1746447616533]","[0, 11, 0, 0, 0, 0, 0, 36, 43, 43]","[11, 13, 16, 20, 23, 25, 58, 43, 48, 58]",0.05,20,5093163182.868526,12492.078384390461,-12492.078384390461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015061285097,,,1017.8071447503467,,,8320.011956162898,,11745.078384390461,0.0,1.0,,,0.0,-6.5,,,0.0,0.0,-2.0,,6.0,,,,1017.8071447503467,8774.446447503466,1097.3980320560381,,,,11745.078384390461,,,,,,,5.798076492839755,,,,,,0.0,,,0.22187786071248367,1.0,0.5758260578315091,0.8523901277363493,0.36569687500355774,0.5956521739130431,0.44823600091329163,0.023664016776689806,0.2897019182143761,0.00010086882818857354,0.014651720222156606,0.014651720222156606,0.016336342284189717,0.19229176004586415,0.17941403522642393,0.0,0.7941176470588235,0.72,0.12650604980731003,0.12650604980731003,1.0,0.6015892777319579,0.2018395815535814,11,1.8640041382095647,0.9002632490420319,3,0,0,0.26538134945853525,0.35062158686304895,7,0,0.0,0.48589389234458885,0.9542273098262044,2,4.112987559751022,0.7062151743034984,5.75,3.7484787018255576,0.6477504442946064,7,cmor,7.0,7.0,,1,0.6363636363636364,,,3,6.0,7
raw,cgau8,12.51020239926057,0.864406779661017,369.89863756304504,-15.736180157793989,59,28,3655.6450117303534,-47830.45298563324,True,"[5, 15, 19, 23, 35, 56]","[1689.4400995412834, 9.081601371702163, 484.12256100931154, 152.01157037748237, 1104.327794107291, 948.8257216694492]",6,10.181193123039813,67104.43318882909,0.06442047277129632,5.516630178394678e-06,0.1821942773022351,6,3486.123045513854,72.5514405787791,9812.899115976945,"[8, 18, 22, 27, 40, 53]","[9756.614168625198, 221.14600991330872, 876.6034419732994, 72.5514405787791, 176.9240960155912, 9812.899115976945]","[0, 17, 20, 25, 35, 0]","[35, 35, 35, 35, 41, 58]",0.05,20,1432350172.9852214,9486.29222795774,-9486.29222795774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015061285097,,,3252.185545513854,,,9071.899115976945,,8739.29222795774,0.0,-4.0,,,0.0,-8.5,,,0.0,0.0,-13.0,,10.0,,,,3252.185545513854,17173.738273083123,3252.1855455138543,,,,8739.29222795774,,,,,,,64.5514405787791,,,,,,0.0,,,0.03054763371718859,0.4094965618140394,0.8651392040121145,1.0,0.08361587157306394,0.9999999999999999,0.18181482748177596,0.012198598198112044,1.0,0.0013790810239122633,0.06388045043117695,0.06388045043117695,0.06381482214487683,0.3950649003788585,0.19612850157526335,0.4444444444444444,0.14705882352941177,0.56,0.05666645588960503,0.05666645588960503,0.696969696969697,0.7640273240669043,0.2563392684898819,10,2.070510087125124,1.0,1,0,0,0.22882950689233564,0.3023293271790968,10,0,0.0,0.5092014107551437,1.0,1,5.196152422706632,0.6288462555209549,5.5,1.8181818181818181,0.617994556331906,9,cgau,9.0,9.0,,1,0.8181818181818182,,,2,7.25,8
raw,morl,16.014447292018808,0.6440677966101694,227.08905787237083,-14.360770093940062,59,28,2861.5335846372586,,False,"[8, 17, 20, 23, 26, 28, 36, 42, 53]","[7629.37881334176, 419.28500456051734, 1275.3557630814764, 6.547246862730702, 1.7184603648861412, 540.8684904048359, 3361.765465638466, 836.6005222134074, 8531.178871905495]",9,9.7094073491152,50898.16939081503,0.07439804923838851,2.076149804571781e-06,0.28611276381204936,7,3888.668448071518,1.7184603648861412,12271.00328639499,"[8, 18, 23, 26, 28, 39, 53]","[11449.95823551301, 419.28500456051734, 212.95117401134286, 1.7184603648861412, 2029.1624534424723, 836.6005222134074, 12271.00328639499]","[0, 17, 20, 20, 20, 36, 0]","[36, 20, 24, 27, 36, 42, 58]",0.05,20,960508906.916397,9889.309317459723,-9889.309317459723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015061285097,,,3654.730948071518,,,11530.00328639499,,9142.309317459723,0.0,1.0,,,0.0,-8.0,,,0.0,0.0,-3.5,,9.0,,,,3654.730948071518,23477.679136500625,3659.0613879672646,,,,9142.309317459723,,,,,,,6.281539635113859,,,,,,0.0,,,0.0,0.07260032311871026,0.9348183144661018,0.47356499489046155,0.536782800556376,0.20869565217391278,0.33619810866022315,0.002730006284607997,,0.00011138683842086853,0.0727494938360994,0.0727494938360994,0.07277990402467886,0.5472527171488083,0.2507722056232955,0.33333333333333337,0.7058823529411764,0.6,0.06603057842123528,0.06603057842123528,1.0,0.9548633449425865,0.3203667769988688,5,1.3068944901861907,0.631194457014598,10,0,0,0.3156410037020318,0.41702459431627736,4,1,0.11111111111111112,0.3151182194632436,0.6188478916347159,10,3.2015621187164243,0.7713169915202553,7.25,6.153846153846153,0.6267299243315563,8,morl,8.0,8.0,,1,0.7272727272727273,,,6,7.5,9
raw,fbsp,13.776015241673147,0.6864406779661016,816.4551969569486,-26.25157387144881,59,28,14713.862780675772,-96753.00821521347,True,"[5, 18, 22, 26, 40, 57]","[4311.817874380653, 698.055301295466, 845.9936296464039, 121.60272479769446, 602.8022536180943, 1010.4466244918913]",6,9.9266378995366,311001.7699276344,0.10886576346699257,2.3434536418981094e-06,0.32878845647041083,8,2867.1762124982934,120.99041706466414,16352.628017451641,"[9, 14, 18, 22, 26, 39, 47, 51]","[408.7944840391647, 407.16780703873883, 281.2168977367164, 16352.628017451641, 166.84840793828153, 715.9330726926455, 120.99041706466414, 4483.8305960244925]","[0, 0, 0, 0, 25, 35, 44, 44]","[12, 16, 20, 58, 58, 44, 48, 58]",0.05,20,14677071051.131643,23245.727156143606,-23245.727156143606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015061285097,,,2633.2387124982934,,,15611.628017451641,,22498.727156143606,0.0,-3.0,,,0.0,-3.0,,,0.0,0.0,1.5,,8.0,,,,2633.2387124982934,19194.409699986347,2633.2387124982934,,,,22498.727156143606,,,,,,,112.99041706466414,,,,,,0.0,,,0.45593174789270474,0.09877505676033975,0.3324229622915416,0.7159584120758441,0.2473100584859645,0.360869565217391,0.39959792981272413,0.15469685560974428,0.0,0.002432897966242016,0.05024356303294632,0.05024356303294632,0.050176978708978956,0.4438473333890417,0.3415068036615297,0.2222222222222222,1.0,1.0,0.37636762487164954,0.37636762487164954,0.7575757575757576,1.02955725970032,0.3454273774074038,3,1.2135657943076865,0.5861192378892037,11,0,0,0.3892486974444136,0.5142750093810168,3,0,0.0,0.30728473201625045,0.6034640233234004,11,4.618802153517006,0.670085560463071,7.0,4.714285714285714,0.5850427802315354,11,fbsp,11.0,11.0,,1,1.0,,,4,9.25,10
