signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,stft_amplitude_max_diff,stft_frequency_max_diff,avg_prominence_diff,fft_variance_magnitude_diff,stft_noverlap_diff,prominence_max_diff,stft_spectral_magnitude_diff,upper_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_num_peaks_diff,fft_peak_amplitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,stft_window_diff,stft_nperseg_diff,prominence_threshold_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_dominant_frequency_diff,relative_num_peaks_diff,max_autocorrelation_diff,stft_variance_magnitude_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,fft_snr_threshold_diff,stft_stationarity_threshold_diff,stft_dynamic_cutoff_percentile_diff,lower_envelope_diff,fft_stationarity_threshold_diff,stft_dynamic_cutoff_diff,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,fft_dynamic_cutoff_diff,prominence_min_diff,fft_spectral_centroid_diff,stft_peak_amplitude_diff,fft_spectral_bandwidth_diff,stft_spectral_bandwidth_diff,fft_spectral_magnitude_diff,distance_factor_diff,stft_snr_threshold_diff,stft_spectral_centroid_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
raw,gaus2,19.692283567576723,0.6563600782778864,1274.1751097004762,-29.205692576912476,73,35,28234.074194876634,,False,"[15, 58]","[37826.88592475618, 52696.92686321119]",2,10.38701169810395,462131.5067721952,0.05710343193618883,1.299454844207274e-06,0.6829234332119302,2,48325.47029933876,37826.88592475618,58824.054673921346,"[15, 58]","[37826.88592475618, 58824.054673921346]","[0, 0]","[36, 72]",0.05,10,80029870707.29865,55760.49076856627,-55760.49076856627,0.4794520547945205,2068639.4517557814,0.02692285736501742,0.05697871201964035,3937070.166686694,128615156035.6769,7.0,769182.5269328043,0.0273972602739726,"[0.0, 0.0136986301369863, 0.0273972602739726, 0.0410958904109589, 0.0547945205479452, 0.0684931506849315, 0.0821917808219178, 0.0958904109589041, 0.1095890410958904, 0.1232876712328767, 0.136986301369863, 0.1506849315068493, 0.1643835616438356, 0.1780821917808219, 0.1917808219178082, 0.2054794520547945, 0.2191780821917808, 0.2328767123287671]","[2068639.4517557814, 321210.54245367966, 769182.5269328043, 164716.79665793228, 206112.36008089848, 70552.35432581381, 70798.54228179558, 42072.921691339194, 60168.312202100555, 9199.09527276062, 22298.130917473954, 4312.605744144102, 20033.691984602072, 2202.255702822578, 6678.530707566717, 6745.875258162693, 13010.188099721363, 4913.374392119586]",3.0,0.7,8096.306767192785,15.0,0.5,19345727791.226402,0.04240190542875856,0.04392281361903012,22474755396.24584,2.797760372919234e+18,"[0.03125, 0.03125, 0.03125]",1.0,19345727791.226402,0.03125,"[0.0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875]","[1.7215696498759888e-22, 19345727791.226402, 1810617030.7782314, 523440928.88229966, 215269286.1229599, 98691798.10520512, 94028895.94069499, 74259472.32307583]",3.0,0.5,boxcar,32.0,16.0,8096.306767192785,15.0,CWT,uc1.l0063473003,19343451967.12573,0.0,47986.910299338764,128560782308.17085,8.0,57702.054673921346,22465867257.68334,54628.49076856627,0.0,-19.5,0.0,760689.471409099,0.0,-15.0,,16.0,0.0,0.0,-19.5,0.03125,23.0,,2.797760345556596e+18,2022796.4517557814,0.0,47986.910299338764,88186.94059867752,47986.910299338764,0.0,0.0,0.0,54628.49076856627,0.0,7826.906767192785,0.0,0.0,0.0,7826.906767192785,37813.88592475618,0.09255690496141014,19343451967.12573,0.08859549897624833,0.09104046817434258,3819810.9789035493,20.0,0.0,0.17050470127465028,0.5976759254699527,0.16200380814000107,0.17773282135802237,0.7361046970292627,0.9065958688389296,0.3406593406593406,1.0,0.14453781051961312,,0.937586926720489,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9497698670807273,1.0,,0.0,0.32727272727272727,0.5453958859466225,0.5453958859466225,0.19565217391304346,2.8461770734450402,1.0,1,1.749972756303477,0.7961444019491416,4,0,0,0.7084227889066858,1.0,1,1,0.11111111111111112,0.5026082284463347,0.8859861088891033,4,1.7320508075688772,0.8762820851736516,2.5,1.6,0.8488553283011115,1,gaus,7.5,8.0,4.898979485566356,8,0.5769230769230769,1.0,0.29615384615384616,1,1.0
raw,gaus4,18.948120118542416,0.6403131115459882,759.3015146130333,-25.984231067664574,73,35,19597.065630135156,,False,"[12, 36, 60]","[27003.880282067617, 29009.41371958222, 36800.15724902996]",3,10.250437033484873,525803.6669464895,0.06997489189227056,1.0340953410662508e-06,0.5907670606130271,2,45277.41491629173,40342.85678687719,50211.97304570627,"[12, 60]","[40342.85678687719, 50211.97304570627]","[0, 36]","[36, 72]",0.05,10,38134977156.91953,40418.485189511935,-40418.485189511935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0063473003,,,44938.85491629173,,,49089.97304570627,,39286.485189511935,0.0,-24.0,,,0.0,-19.5,,,0.0,0.0,-19.5,,23.0,,,,,44938.85491629173,82090.82983258346,44938.85491629173,,,,39286.485189511935,,,,,,,40329.85678687719,,,,,,20.0,,,0.38093098284159094,0.11021381951942681,0.34612736321307547,0.5858344769595953,0.8116462350633352,0.22802197802197818,0.8646454293919128,0.17145607497284251,,1.0,0.9323966121742389,0.9323966121742389,0.9323580170738373,0.925949426615124,0.7749783443270033,1.0,,0.0,0.16363636363636364,0.35452136333639517,0.35452136333639517,0.0,2.5477814395959526,0.8951591464097114,2,1.5594096076023096,0.7094483185331287,5,0,0,0.6142298418894663,0.8670385135935729,2,1,0.11111111111111112,0.43180398944241405,0.7611740412437846,6,2.0615528128088303,0.8527462276565121,3.75,2.926829268292683,0.7924445423996846,2,gaus,7.5,8.0,4.898979485566356,8,0.5769230769230769,1.0,0.29615384615384616,1,1.75
raw,fbsp,15.455569566824035,0.6677103718199608,1282.355356955305,-29.635512753649586,73,35,32095.300956368217,-172427.79679016778,True,"[2, 5, 15, 20, 39, 52, 62, 69]","[5.691251022297365, 5030.634197104708, 337.25373013520584, 388.36894770629806, 188.46771800555143, 666.7864765645718, 189.4450922266842, 4642.654998569364]",8,10.577593574071395,975748.9398404288,0.05257816685605727,1.4545063619613505e-06,0.36846610129729007,3,30493.22647579671,367.9353183723979,49369.46602350722,"[13, 15, 60]","[367.9353183723979, 41742.278085510516, 49369.46602350722]","[0, 0, 36]","[14, 36, 72]",0.05,30,88012551763.0603,52820.897145581184,-52820.897145581184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0063473003,,,30154.66647579671,,,48247.46602350722,,51688.897145581184,0.0,-19.0,,,0.0,-14.5,,,0.0,0.0,-14.5,,22.0,,,,,30154.66647579671,83015.67942739013,30154.666475796716,,,,51688.897145581184,,,,,,,354.9353183723979,,,,,,0.0,,,0.6945730590806611,0.1922650810359593,0.15526495342481167,0.9457979115269497,0.3660231716640972,0.4203296703296705,0.5381411405902332,0.36167650745204843,0.0,0.008351908792305351,0.6044953442409792,0.6044953442409792,0.6042695487240797,0.9371837439393949,0.7578787519522154,0.9,,0.136986301369863,0.34545454545454546,0.5088235143251847,0.5088235143251847,0.21739130434782608,2.0492666430273885,0.7200067283751029,5,1.5431798830341774,0.7020646582369601,7,0,0,0.5111794851427132,0.7215740277520156,5,0,0.0,0.40823016612271446,0.7196186531451396,8,1.5,0.8928571428571429,6.25,5.989304812834224,0.7232142857142858,3,fbsp,3.0,3.0,,1,0.23076923076923078,,,4,3.25
raw,gaus6,18.952523856330586,0.6371819960861057,687.367750188171,-25.602419281007606,73,35,18823.050830747292,,False,"[12, 36, 60]","[25209.641094619, 35970.884579297315, 32460.931315735754]",3,10.15192673753033,615935.8254439678,0.06958113682673564,9.431448781341286e-07,0.5561311943431176,2,42378.32404093992,38355.6371974255,46401.01088445434,"[12, 60]","[38355.6371974255, 46401.01088445434]","[0, 36]","[36, 72]",0.05,10,34644006080.26059,37755.81027439495,-37755.81027439495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0063473003,,,42039.764040939925,,,45279.01088445434,,36623.81027439495,0.0,-24.0,,,0.0,-19.5,,,0.0,0.0,-19.5,,23.0,,,,,42039.764040939925,76292.64808187984,42039.764040939925,,,,36623.81027439495,,,,,,,38342.6371974255,,,,,,20.0,,,0.36150715200603045,0.09246309499464013,0.3660857022167813,0.4774456781036358,0.8122081187338824,0.2060439560439565,0.8137740390106195,0.2095606605803372,,0.9507035301059212,0.8680971358987746,0.8680971358987746,0.8680218319170222,0.8555178515168868,0.6976307403354575,1.0,,0.0,0.16363636363636364,0.3213942209513701,0.3213942209513701,0.0,2.3879715108165045,0.8390101702021233,3,1.4924208561029944,0.6789720043690166,8,0,0,0.5762077526009951,0.8133670480734547,3,1,0.11111111111111112,0.4118304946556798,0.7259652286429281,7,2.6299556396765835,0.8121460257373869,5.25,4.280254777070064,0.7185730128686935,4,gaus,7.5,8.0,4.898979485566356,8,0.5769230769230769,1.0,0.29615384615384616,1,3.25
raw,mexh,20.424334209953617,0.6798434442270058,1808.7245411262168,-32.45716457503582,73,35,44266.173654174505,,False,"[16, 21, 24, 52, 57]","[187.16405653599213, 14096.491702565574, 54.71175935275096, 61298.92300896281, 960.9471675948298]",5,10.35329726113855,611868.3314180367,0.04914588116207584,2.1616567923791467e-06,0.5687754724639598,5,15319.64753900239,54.71175935275096,61298.92300896281,"[16, 21, 24, 52, 57]","[187.16405653599213, 14096.491702565574, 54.71175935275096, 61298.92300896281, 960.9471675948298]","[0, 0, 23, 0, 54]","[17, 36, 36, 72, 72]",0.05,20,167178568939.8024,67461.47029436154,-67461.47029436154,0.4794520547945205,3264134.114400492,0.023714998400380435,0.061056533865799074,5248479.637362876,296224595220.9849,7.0,651841.6105946371,0.0273972602739726,"[0.0, 0.0136986301369863, 0.0273972602739726, 0.0410958904109589, 0.0547945205479452, 0.0684931506849315, 0.0821917808219178, 0.0958904109589041, 0.1095890410958904, 0.1232876712328767, 0.136986301369863, 0.1506849315068493, 0.1643835616438356, 0.1780821917808219, 0.1917808219178082, 0.2054794520547945, 0.2191780821917808, 0.2328767123287671]","[3264134.114400492, 526395.4615472582, 651841.6105946371, 163010.38255476908, 173144.733020324, 66966.33562806182, 65064.8854014306, 42368.81825025753, 54712.18448421663, 15633.070375772124, 21980.986723606147, 11011.831921715426, 20536.140626881057, 7563.882555199972, 10767.581755740106, 9291.275080838042, 13378.953630817536, 8403.018085204387]",3.0,0.7,29040.706965291858,15.0,0.5,8692093245.783037,0.055832587666441766,0.07000721968342129,17362971985.19625,2.4336048745171256e+18,[0.03125],2.0,8692093245.783037,0.03125,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[3.2311742677852644e-21, 3140767332.948, 8692093245.783037, 1308850317.6660903, 1180395600.751963, 656010350.4977373, 458116642.943985, 359692483.9476951, 192103672.60803112, 183734797.62243652, 105831406.7658206, 136455152.40786326, 97582956.47484985, 79050087.92666097, 73918526.29415512, 66904055.5064742]",3.0,0.3,boxcar,64.0,32.0,29040.706965291858,15.0,CWT,uc1.l0063473003,8689817421.682365,0.0,14981.08753900239,296170221493.4789,24.0,60176.92300896281,17354083846.63375,66329.47029436154,0.0,-18.0,1.0,643348.5550709318,0.0,-9.0,,48.0,0.0,0.0,-18.0,0.03125,20.0,,2.433604847154488e+18,3218291.114400492,0.0,14981.08753900239,68134.23769501195,14982.75441447951,0.0,0.2,0.0,66329.47029436154,0.0,28771.306965291857,0.0,0.0,0.0,28771.306965291857,41.71175935275096,0.09576476392604713,8689817421.682365,0.08451767713008962,0.0649560621099514,5131220.449579731,10.0,0.0,0.15707401903696705,1.0,0.3302790293244767,0.007769549747695614,0.699009413826876,0.9999999999999998,0.5054945054945055,0.832345308554232,0.20784107262302226,,0.0005818486392708266,0.2679577119938037,0.2679577119938037,0.267576776566198,0.7564161471290939,1.0,0.7,,0.04109589041095891,0.5454545454545454,0.6909713043330811,0.6909713043330811,0.2608695652173913,1.7866477666857308,0.6277359842981081,8,1.8715225002281022,0.851443061791341,3,0,0,0.45748773383926894,0.6457834798698574,7,1,0.11111111111111112,0.5672868043907954,1.0,1,3.304037933599835,0.7639972904571546,4.75,2.4981412639405205,0.7123557880857201,5,mexh,5.0,5.0,,1,0.38461538461538464,,,5,5.0
raw,gaus8,18.910599566305336,0.6540117416829746,588.4023176959071,-24.617806825013496,73,35,16761.1420609314,,False,"[12, 36, 60]","[22563.129934641962, 35590.49696169693, 27841.710584965793]",3,9.977549611390293,599485.9852171601,0.0770111953120893,8.884389627413206e-07,0.5694514093845949,2,39984.380765281225,36711.12399810553,43257.637532456916,"[12, 60]","[36711.12399810553, 43257.637532456916]","[0, 36]","[36, 72]",0.05,10,27645547628.634487,36366.91344626387,-36366.91344626387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0063473003,,,39645.82076528123,,,42135.637532456916,,35234.91344626387,0.0,-24.0,,,0.0,-19.5,,,0.0,0.0,-19.5,,23.0,,,,,39645.82076528123,71504.76153056245,39645.82076528123,,,,35234.91344626387,,,,,,,36698.12399810553,,,,,,20.0,,,0.3097637393801524,0.08178618799814967,0.4175540692781081,0.28558220772086323,0.806858896074042,0.32417582417582474,0.8333380901608707,0.20260626876723598,,0.909908493739024,0.8150014222849874,0.8150014222849874,0.8148958057040632,0.797358517142791,0.6338325741663123,1.0,,0.0,0.16363636363636364,0.3041145362544545,0.3041145362544545,0.0,2.2600471397238886,0.7940641363498532,4,1.4582660449193805,0.6634333843387809,9,0,0,0.546488639288953,0.7714159508227467,4,1,0.11111111111111112,0.4021526048888503,0.7089052693914124,9,2.886751345948129,0.7938034752894194,6.5,5.538461538461537,0.6647588805018525,6,gaus,7.5,8.0,4.898979485566356,8,0.5769230769230769,1.0,0.29615384615384616,1,4.75
raw,cgau8,12.5868795569628,0.6477495107632094,627.3584302616595,-23.20734478761418,73,35,15975.88773734743,-140606.462049128,True,"[5, 12, 27, 36, 45, 61, 70]","[1653.0698302529618, 181.7164336471742, 159.50381479624775, 10575.82836067455, 285.869675741189, 652.5458998444774, 2049.8535775611635]",7,10.336006384192157,527559.4075140761,0.09499225456753459,1.8612083657657987e-06,0.4209181802089949,2,26377.506305877294,24276.158169048773,28478.854442705815,"[12, 60]","[24276.158169048773, 28478.854442705815]","[0, 37]","[37, 72]",0.05,10,20770330826.017815,23317.936544570155,-23317.936544570155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0063473003,,,26038.946305877293,,,27356.854442705815,,22185.936544570155,0.0,-24.0,,,0.0,-15.0,,,0.0,0.0,-15.0,,23.0,,,,,26038.946305877293,44291.01261175459,26038.946305877293,,,,22185.936544570155,,,,,,,24263.158169048773,,,,,,20.0,,,0.29005785370942594,0.27164076534225423,0.49128275047140096,0.6799846269736255,0.0,0.2802197802197806,0.6151800736382536,0.17219833797727313,0.3259552210568029,0.6014373404352609,0.5132120203299726,0.5132120203299726,0.5129341107228677,0.46678812747761794,0.3338811672681906,1.0,,0.12328767123287672,0.32727272727272727,0.14176827560238428,0.14176827560238428,0.0,1.5443366450098406,0.5426003390367278,10,1.3606929146420015,0.619042806730544,11,0,0,0.3896301446895212,0.5499966274247619,10,0,0.0,0.3473910454876463,0.612372864658304,11,0.5773502691896257,0.9587606950578839,10.5,10.476190476190476,0.604380347528942,7,cgau,7.0,7.0,,1,0.5384615384615384,,,2,5.75
raw,cmor,16.163690224564427,0.677495107632094,761.1969010694769,-24.720955929783536,73,35,18217.194707079332,-148099.0814216035,True,"[5, 34, 52, 62, 69]","[3701.0780164717144, 7.32158935431471, 59.5988287672626, 349.7799562368091, 3782.8654567311532]",5,10.626855710317875,282232.7358229854,0.052282868847215454,5.593146714564229e-06,0.3807060989893606,2,25245.264420146235,23349.981835643564,27140.547004648906,"[14, 60]","[23349.981835643564, 27140.547004648906]","[0, 36]","[36, 72]",0.05,10,29181247207.159157,28825.235658271762,-28825.235658271762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0063473003,,,24906.704420146234,,,26018.547004648906,,27693.235658271762,0.0,-24.0,,,0.0,-19.5,,,0.0,0.0,-19.5,,23.0,,,,,24906.704420146234,42026.52884029247,24906.704420146234,,,,27693.235658271762,,,,,,,23336.981835643564,,,,,,20.0,,,0.3463032478092093,1.0,0.41216218544195293,1.0,0.456374017581932,0.4890109890109896,0.5561186237000003,0.06848317882554328,0.24920613357431043,0.5784619108558273,0.48809981674621417,0.48809981674621417,0.4878075704608777,0.43928102858594914,0.3067187685463516,1.0,,0.0,0.16363636363636364,0.210286246332018,0.210286246332018,0.0,1.4862187679053338,0.5221807110217497,11,1.924502864443238,0.875546305816811,2,0,0,0.3643898140201528,0.5143677190036734,11,0,0.0,0.5086287084382153,0.8965988711555304,3,4.924428900898052,0.648255078507282,6.75,3.940298507462687,0.5830561106822124,8,cmor,8.0,8.0,,1,0.6153846153846154,,,3,6.75
raw,morl,18.31516635774166,0.6696673189823875,425.7356702037165,-20.42745575540433,73,35,10303.283748761567,,False,"[9, 12, 15, 20, 37, 51, 61]","[587.0796244738303, 12321.039935531455, 229.17420190099256, 640.2264516679024, 24635.832644384427, 300.86269449233623, 15532.78298548504]",7,9.7179952284755,329175.76259270683,0.1250206898777931,6.378335136770167e-07,0.647535692449025,6,10294.390587831484,229.17420190099256,32756.38865977402,"[9, 12, 15, 20, 51, 61]","[587.0796244738303, 27252.611894679823, 229.17420190099256, 640.2264516679024, 300.86269449233623, 32756.38865977402]","[0, 0, 14, 18, 37, 37]","[10, 37, 37, 37, 54, 72]",0.05,20,10740189461.948948,25301.489395097335,-25301.489395097335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0063473003,,,9955.830587831484,,,31634.38865977402,,24169.489395097335,0.0,-13.0,,,0.0,-4.0,,,0.0,0.0,5.0,,19.0,,,,,9955.830587831484,53302.3435269889,9955.830587831484,,,,24169.489395097335,,,,,,,216.17420190099256,,,,,,10.0,,,0.1477043737003135,0.03287573556789811,0.6365950997399021,0.0,0.7308861172922911,0.43406593406593463,0.948024294786421,0.08832897650797435,,0.0049096957440288025,0.15650160247439654,0.15650160247439654,0.15602004516805368,0.5762504136528268,0.42069835638806097,0.6,,0.6712328767123288,0.7272727272727273,0.16644625537925434,0.16644625537925434,0.4782608695652174,1.1827355052419573,0.4155523267603174,12,1.3897418334146823,0.6322585176496084,10,0,0,0.3567117250175455,0.5035294327107425,12,1,0.11111111111111112,0.3717545109020363,0.6553202154970984,10,1.1547005383792515,0.9175213901157677,11.0,10.909090909090908,0.565903552200741,9,morl,9.0,9.0,,1,0.6923076923076923,,,6,8.25
raw,gaus5,19.00302976789561,0.6461839530332681,807.8347364552487,-26.52945663745955,73,35,21065.262327854987,,False,"[2, 26, 45, 70]","[4475.876649228743, 24492.360756274906, 33137.35010805497, 5073.496389483538]",4,10.298984174965351,721392.0447402257,0.06581156457184868,5.207714946873176e-07,0.06794918204729487,2,32082.86736220883,5073.496389483538,59092.238334934125,"[26, 70]","[59092.238334934125, 5073.496389483538]","[2, 45]","[45, 72]",0.05,10,41419098378.059685,44742.25634319476,-44742.25634319476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uc1.l0063473003,,,31744.30736220883,,,57970.238334934125,,43610.25634319476,0.0,-19.5,,,0.0,-24.0,,,0.0,0.0,-19.5,,23.0,,,,,31744.30736220883,55701.73472441766,31744.30736220883,,,,43610.25634319476,,,,,,,5060.496389483538,,,,,,20.0,,,0.41777524513785746,0.010028840847281964,0.31762694196957586,0.6392498717868267,0.8186522914661294,0.2692307692307698,0.09675724690568,0.25414369956446864,,0.12508161038546603,0.6397522854191202,0.6397522854191202,0.6395466182601088,0.6053962577428721,0.9552129448997431,1.0,,0.0,0.0,0.4083147054507937,0.4083147054507937,0.19565217391304346,1.9960007581293784,0.7012918404663416,6,1.2959211588841326,0.5895751075533452,12,0,0,0.46808529891175515,0.6607428589841876,6,1,0.11111111111111112,0.3473775578080181,0.6123490888899911,12,3.4641016151377544,0.7525641703473033,9.0,8.000000000000002,0.5548535137450802,10,gaus,7.5,8.0,4.898979485566356,8,0.5769230769230769,1.0,0.29615384615384616,1,7.75
