amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
,,37817.67525682783,37342.72788840678,291179.84103360574,0.11059942695324672,,,140028.6820903844,139757.6820903844,127857.48190541725,,,uc1.b4952553,False,-410141.27591319685,-182482.4367825052,181721.4367825052,4707186933035.949,4707157922018.949,,,[],[],169145.6418559827,168385.6418559827,4302.705142920371,4192.705142920371,"[0, 92, 114, 149, 167]",0.0,-31.0,5,33.0,"[80, 93, 118, 152, 171]",0.0,-35.5,"[169145.6418559827, 4589.157288575749, 6628.912117519067, 4302.705142920371, 4421.959879141272]",37342.72788840678,171040.37628413917,37342.72788840678,"[260, 260, 260, 260, 260]",0.0,-31.0,127,261,raw,4.414646516429802e-08,,,,,0.0,0.0,182482.4367825052,181721.4367825052,0.019090301870069822,mexh,1266.2023454275109,4355174877.132157,13.889847026446635,-44.92780970812028,0.6658822819561347,CWT,1.0,0.0,0.6153299588698424,1.0,0.960880999342538,0.5065470919213724,0.14426800236645748,0.0,0.0324844560819458,0.5294076285971638,0.5294076285971638,0.529407628597164,,1.0000000000000002,0.8268111587490113,1.0000000000000002,,,,,0.6428571428571429,,0.9999999999999999,0.26530612244897955,0.32500000000000007,0.6879618530056308,0.6879618530056308,0.09999999999999999,3.010975992526545,1.0,1,1.7523434168870686,1.0,1,0.0,0.5826146765671312,0.7443109158691181,2,0.0,0.5283782565625262,1.0,1,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,1.0,1.0,,1,0.1111111111111111,,,2,1.25
,,56379.327415611326,55904.38004719027,123168.43623168061,0.1562205512776818,,,31611.711291795014,31340.711291795014,33524.35883575015,,,uc1.b4952553,False,,-74287.21917553479,73526.21917553479,437683376315.05035,437654365298.05035,,,[],[],80587.41564558033,79827.41564558033,15678.942060573543,15568.942060573543,"[0, 69, 0]",0.0,-29.0,3,35.0,"[43, 78, 240]",0.0,-32.0,"[80587.41564558033, 15678.942060573543, 72871.62454068007]",55904.38004719027,151089.98224683397,55904.38004719027,"[148, 148, 260]",0.0,-27.5,127,261,raw,6.86598461784217e-07,,,,,0.0,0.0,74287.21917553479,73526.21917553479,0.016342933974613887,gaus4,439.8353709623648,472804353.23159426,14.031185223175349,-34.58496551920182,0.649470540320391,CWT,0.14637373250898938,0.6551974928362119,1.0,0.05707356522369235,0.7820512820512825,0.7157626425523779,0.021415743004238465,,0.3031716067512281,0.9729498557388566,0.9729498557388566,0.9729498557388568,,0.22274878201547577,0.7123593795975037,0.28686123598338126,,,,,0.7857142857142857,,0.06819504181614017,0.40816326530612235,0.42500000000000004,0.08767840082956443,0.08767840082956443,0.275,2.0993619730447426,0.6972363706172042,2,1.5732592651094297,0.8978030504455736,3,0.0,0.47010142614713124,0.6005712473785112,3,0.125,0.47630349402525607,0.9014441607115833,3,0.5,0.95,2.75,2.666666666666667,0.8374999999999999,2,gaus,5.625,5.5,2.669269563007828,8,0.625,1.0,0.26249999999999996,1,1.75
,,32824.040708661756,32349.093340240703,151003.37988940408,0.18650833306179018,,,78786.09345355483,78515.09345355483,79283.56719204491,,,uc1.b4952553,False,,-125347.49275847219,124586.49275847219,1809478932373.9856,1809449921356.9856,,,[],[],120760.38803964375,120000.38803964375,3095.14130659122,2985.14130659122,"[0, 0, 113, 136, 165]",0.0,-26.5,5,33.0,"[62, 80, 118, 140, 222]",0.0,-35.5,"[4769.821328823935, 120760.38803964375, 4058.0073856562813, 3095.14130659122, 31436.84548259357]",32349.093340240703,146072.20354330877,32349.093340240695,"[67, 260, 165, 165, 260]",0.0,-31.0,127,261,raw,7.142497137014077e-07,,,,,0.0,0.0,125347.49275847219,124586.49275847219,0.023908903169770762,gaus2,814.3621879547597,1800017979.8838868,13.885389750769274,-40.76477530422592,0.6313090174073068,CWT,0.5604516402623427,0.2637195005745998,0.6031989110864208,0.37941910268889295,0.5841551610782383,0.8546604675663044,0.04176903819632899,,0.0037515792551649635,0.4100816240972259,0.4100816240972259,0.4100816240972258,,0.5609462590600226,0.6835732965290123,0.6103648234638961,,,,,0.6428571428571429,,0.3675848616789512,0.26530612244897955,0.55,0.370968531145319,0.370968531145319,0.09999999999999999,1.9884944376758769,0.6604152416397409,3,1.4099100660474684,0.8045854782004361,6,0.0,0.41118328713396335,0.5253012348402294,4,0.125,0.46337483163616117,0.876975586866011,4,1.2583057392117916,0.8741694260788209,4.25,4.000000000000001,0.7245847130394104,3,gaus,5.625,5.5,2.669269563007828,8,0.625,1.0,0.26249999999999996,1,2.5
,,32890.11545526822,32415.168086847167,150674.86629847254,0.13498164044768454,,,22646.154440074653,22375.154440074653,32834.65099001426,,,uc1.b4952553,False,,-76075.49971387423,75314.49971387423,370400996343.95605,370371985326.95605,,,[],[],71222.6799062045,70462.6799062045,3435.188483978134,3325.188483978134,"[0, 0, 69, 114, 135]",0.0,-22.0,5,33.0,"[25, 43, 80, 121, 240]",0.0,-31.0,"[3435.188483978134, 66807.8540273421, 17174.396509985472, 5810.458348830871, 71222.6799062045]",32415.168086847167,146402.5772763411,32415.168086847167,"[33, 135, 135, 135, 260]",0.0,-26.5,127,261,raw,5.413359260536048e-07,,,,,0.0,0.0,76075.49971387423,75314.49971387423,0.017028400434912955,gaus6,400.8856083040701,412809082.74464524,14.002193139430297,-33.87233670431083,0.647026880260657,CWT,0.14013252353746003,0.7003410340431536,0.9210943233691864,0.04250228044923891,0.7554240631163708,0.6183623594620131,0.04152882452199708,,0.011842690771765148,0.4116605212781962,0.4116605212781962,0.41166052127819625,,0.15847388177080102,0.6854685904996362,0.21144920080266452,,,,,0.6428571428571429,,0.05351088605363111,0.44897959183673464,0.7750000000000001,0.09760005207031686,0.09760005207031686,0.32499999999999996,1.4120793930999298,0.4689773005845316,7,1.5101687782364952,0.8617995557738437,4,0.0,0.33876883232625715,0.43278920013202676,8,0.125,0.45366220121420286,0.858593622238727,5,1.8257418583505538,0.8174258141649446,6.0,5.5721393034825875,0.6087129070824724,4,gaus,5.625,5.5,2.669269563007828,8,0.625,1.0,0.26249999999999996,1,3.25
,,57511.339967958134,57036.39259953708,173311.1834416925,0.05271102234251434,,,1.0,270.0,30147.281941449633,,,uc1.b4952553,False,,-84933.17090566849,84172.17090566849,348377080239.8038,348348069222.8038,,,[],[],101088.09864277137,100328.09864277137,13934.581293144898,13824.581293144898,"[4, 4]",0.0,-37.0,2,36.0,"[65, 99]",0.0,-37.0,"[13934.581293144898, 101088.09864277137]",57036.39259953708,96974.67993591627,57036.392599537074,"[73, 201]",0.0,-32.5,127,261,raw,3.688377675968619e-07,,,,,0.0,0.0,84933.17090566849,84172.17090566849,0.01770003027351894,gaus7,390.6824887456779,411575436.9619804,14.006434544647194,-33.6394977187334,0.6414456813587956,CWT,0.11581435473684779,0.7150908955704413,0.932637851990575,0.04220266009809935,0.6946088099934258,0.24107458055457182,0.05808081221570654,,0.261666138001554,1.0,1.0,1.0,,0.0,0.4019097404963996,0.4519484600587436,,,,,0.8571428571428572,,0.04870423957779682,0.2040816326530612,0.025000000000000022,0.1467437532324669,0.1467437532324669,0.024999999999999994,1.859243868882372,0.617488772244331,4,1.348724780913138,0.7696692143307534,7,0.0,0.3977814695996677,0.5081799375498185,5,0.125,0.39367999502280965,0.745072285116303,8,1.8257418583505538,0.8174258141649446,6.0,5.5721393034825875,0.6087129070824724,5,gaus,5.625,5.5,2.669269563007828,8,0.625,1.0,0.26249999999999996,1,4.0
,,52909.31748247035,52434.3701140493,184493.8433882848,0.05322355988024242,,,1.0,270.0,32300.80755893568,,,uc1.b4952553,False,,-94672.99695162367,93911.99695162367,421842583787.1406,421813572770.1406,,,[],[],95609.6059024347,94849.6059024347,10209.029062506,10099.029062506,"[4, 4]",0.0,-37.0,2,36.0,"[65, 99]",0.0,-37.0,"[10209.029062506, 95609.6059024347]",52434.3701140493,87770.6349649407,52434.3701140493,"[72, 200]",0.0,-37.0,127,261,raw,3.4664974854133615e-07,,,,,0.0,0.0,94672.99695162367,93911.99695162367,0.01507886096409124,gaus5,401.0965628882953,438880255.4181867,13.977820583452758,-34.4702496721274,0.6417775364286361,CWT,0.13530174129822833,0.6624645012160029,0.8547612844078767,0.048834287594914844,0.6982248520710068,0.24342504483537875,0.06625772759676592,,0.17302003074473812,0.8900318093934598,0.8900318093934598,0.89003180939346,,0.0,0.3491078098503756,0.40783143436047165,,,,,0.8571428571428572,,0.06473784150632132,0.020408163265306117,0.025000000000000022,0.2007817831174743,0.2007817831174743,0.024999999999999994,1.6964838529667827,0.5634332047739921,5,1.2930300589217263,0.7378862193682991,8,0.0,0.3567076522346714,0.4557066788922867,6,0.125,0.3807884912885963,0.7206740371299425,9,1.8257418583505538,0.8174258141649446,7.0,6.635944700460828,0.5587129070824723,6,gaus,5.625,5.5,2.669269563007828,8,0.625,1.0,0.26249999999999996,1,4.75
,,,,1461469.551640132,0.00014278170375538882,,,18941.354067451655,18670.354067451655,107970.75561680086,,,uc1.b4952553,False,,-238724.25903055424,237963.25903055424,4444118135899.82,4444089124882.82,,,[],[],,,,,[],,,0,38.0,[],,,[],,,,[],,,127,261,raw,6.147392901733049e-07,,,,,0.0,0.0,238724.25903055424,237963.25903055424,0.019093148449978045,gaus1,891.7582962505513,3503713901.3978834,13.828215775458563,-44.695368513814444,0.5776993393067246,CWT,0.8200437833291077,0.014724662284307688,0.44759259981757415,0.7932023599350718,0.0,0.0,1.0,,,,,,,0.13191382774235724,,,,,,,1.0,,0.9425861095421654,,,0.9999999999999999,0.9999999999999999,,1.3372499686422612,0.44412508500944875,8,1.2752454122456398,0.7277371546902808,9,0.6428571428571429,0.7827571303140473,1.0,1,0.125,0.43311620076658025,0.8197085996390295,6,3.559026084010437,0.6440973915989563,6.0,2.8514851485148514,0.5220486957994781,7,gaus,5.625,5.5,2.669269563007828,8,0.625,1.0,0.26249999999999996,1,5.5
,,27940.516498047436,27465.569129626383,151752.89387716382,0.14301748162876002,,,16168.387159608033,15897.387159608033,29036.778210899858,,,uc1.b4952553,False,,-73164.24647287205,72403.24647287205,295021552691.0534,294992541674.0534,,,[],[],70463.30919857664,69703.30919857664,4132.933564916173,4022.933564916173,"[0, 39, 69, 112, 135, 135]",0.0,-26.0,6,32.0,"[21, 43, 80, 121, 152, 240]",0.0,-30.5,"[59154.33208423219, 4132.933564916173, 21175.49302845107, 8402.77001451383, 4314.261097594721, 70463.30919857664]",27465.569129626383,149595.09898828462,27465.569129626383,"[135, 135, 135, 135, 159, 260]",0.0,-30.5,127,261,raw,4.831404714108577e-07,,,,,0.0,0.0,73164.24647287205,72403.24647287205,0.01973055747340165,gaus8,366.09502798486903,393700097.26428425,13.920456605643349,-32.88460645803945,0.6423205719974658,CWT,0.10576533776701884,0.7629116741045096,0.6986378569547242,0.037861206795844746,0.7041420118343201,0.6552142118084389,0.042317093174670646,,0.02844489668746157,0.29338677462224183,0.29338677462224183,0.29338677462224194,,0.11203417337942352,0.7037835064470862,0.2053341654068387,,,,,0.5714285714285714,,0.037059573059559946,0.2857142857142857,0.5750000000000001,0.08144797821418955,0.08144797821418955,0.35,1.2189093237412436,0.40482200016428643,9,1.418395464395068,0.8094277929349951,5,0.0,0.27941824660130954,0.3569667215796618,10,0.125,0.42329991320564675,0.8011304552150038,7,2.217355782608345,0.7782644217391654,7.75,7.2206303724928365,0.5016322108695828,8,gaus,5.625,5.5,2.669269563007828,8,0.625,1.0,0.26249999999999996,1,6.25
,,15662.670274432341,15187.722906011288,93880.50057873948,0.21820078067581686,,,3696.699898050616,3425.699898050616,17348.788977149892,,,uc1.b4952553,False,,-58484.04548684298,57723.04548684298,125215653292.59933,125186642275.59933,,,[],[],64203.85975846261,63443.85975846261,2937.472742285214,2827.472742285214,"[0, 34, 47, 61, 67, 92, 106, 113, 135, 155, 167, 167, 113, 113]",0.0,-17.5,14,24.0,"[20, 35, 49, 62, 80, 93, 108, 123, 143, 157, 177, 191, 227, 242]",0.0,-17.5,"[50090.09744621496, 6324.905709845119, 5612.571118548993, 3559.1421855441113, 31861.719947925165, 3804.338578255887, 4283.876313893186, 16160.387780103993, 12016.666712783459, 2937.472742285214, 5872.9125163366625, 9115.069742142743, 3434.3632897106945, 64203.85975846261]",15187.722906011288,201229.38384205278,15187.72290601129,"[113, 67, 67, 67, 113, 113, 113, 167, 167, 167, 182, 196, 228, 260]",0.0,-13.0,127,261,raw,2.5372404733563302e-08,,,,,0.0,0.0,58484.04548684298,57723.04548684298,0.029176741139599182,morl,294.75425242637294,237811760.8657376,13.861763533201398,-29.141967573489296,0.6694723504389537,CWT,0.0,0.9999999999999999,0.5388971278888514,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.022623502310446353,1.0,0.15492827734690948,,,,,0.0,,0.0,0.9999999999999999,1.0,0.0,0.0,0.9999999999999999,0.9887758898286778,0.32839049274484067,10,1.6694485639444254,0.9526948586996145,2,0.0,0.2983965556898112,0.3812121846403272,9,0.125,0.49930673255555014,0.9449797117010323,2,4.349329450233296,0.5650670549766704,5.75,3.3027522935779814,0.49503352748833523,9,morl,9.0,9.0,,1,1.0,,,3,7.5
,,44964.72408955115,44489.776721130096,343880.49364637065,0.030280810039586475,,,1098.768314103509,827.768314103509,37826.069576366455,,,uc1.b4952553,False,,-127359.26038173845,126598.26038173845,765560175308.6013,765531164291.6013,,,[],[],44964.72408955115,44204.72408955115,44964.72408955115,44854.72408955115,[4],0.0,-37.5,1,37.0,[99],0.0,-37.5,[44964.72408955115],44489.776721130096,26916.72408955115,44489.776721130096,[171],0.0,-37.5,127,261,raw,3.9112310709842424e-07,,,,,0.0,0.0,127359.26038173845,126598.26038173845,0.02735388897396296,gaus3,446.6114921509211,835239070.144065,13.663758125620614,-37.05796211995251,0.6399070805804447,CWT,0.18530017916788347,0.49853834347569537,0.0,0.14509949509142833,0.6778435239973704,0.13821106530328442,0.1828034473320805,,1.0,0.7001908072516816,0.7001908072516816,0.7001908072516817,,0.003998692255435782,0.0,0.0,,,,,0.9285714285714286,,0.13975306323872672,0.0,0.0,0.3821301225777347,0.3821301225777347,0.0,1.5263282247332604,0.5069214196731275,6,0.8268060220345905,0.4718287603142089,10,0.0,0.3526539893554362,0.4505279807722085,7,0.125,0.25486372205253466,0.4823508895135148,10,2.0615528128088303,0.793844718719117,8.25,7.850467289719627,0.4844223593595585,10,gaus,5.625,5.5,2.669269563007828,8,0.625,1.0,0.26249999999999996,1,7.75
