signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,rbio2.4,31465.99702020576,0.6410256410256411,16.26754459128191,9.3320509844328,78,1,False,False,129.72336170597865,,6.196408260065085,55343.91904258994,1.0,8.108990145538131e-05,0.960460232921455,471.6457473231553,,,,[],[],11,148.21440251929937,19.343789882834585,565.1307880677448,"[1, 6, 15, 25, 33, 41, 50, 53, 62, 72, 75]","[117.5498732461899, 127.65487109108386, 209.7389198433862, 74.96878676661254, 63.6882238979959, 115.92794706684327, 102.98126384505582, 19.343789882834585, 26.361824686110936, 565.1307880677448, 207.0121393184354]","[0, 2, 2, 19, 29, 38, 46, 52, 55, 2, 74]","[2, 11, 55, 55, 55, 55, 55, 55, 64, 77, 77]",16042363.477382815,562.0526638608922,-562.0526638608922,0.0,,,,SWT,inu.32000013032836,7959281.317382814,,0.0,11.5,2.0,0.0,16.0,,167.05266386089215,44.03662474152161,692.7584277122933,51.52192090946561,,0.0,44.03662474152161,,,15.943789882834608,0.0,11.5,170.1307880677448,167.05266386089215,,134.5457473231553,0.2066756526674284,0.2564440020045531,0.9747548797909059,0.32534017018565375,0.11647190191621849,0.4545454545454551,0.9689928611740422,0.1548136488235518,0.10585729076724802,0.43776029655159776,0.43776029655159776,0.37210151076393577,,0.0,0.9274838149378861,0.7642902057129901,0.42950127329702403,,,,,0.4,,0.23671642426392614,0.5316455696202531,0.0,0.6885245901639345,0.0,0.08584945261210458,0.08584945261210458,0.0,0.6266666666666667,2.026729807852821,0.5400921180224582,57,1.576035646144294,0.6176838679880405,33,0,0.3405559358067371,0.4927784829919232,37,0,0.4322548213884761,0.5851745904780484,43,10.503967504392486,0.9009059669396935,42.5,40.76236592093166,0.7499812853566392,35,rbio,39.0,38.0,22.398979568593873,15,0.4853587115666178,0.8012105911156884,0.41988572456866097,2,26.75
smoothed,sym8,20316.454248999766,0.6153846153846154,12.036314657521503,8.404767903364554,78,1,False,False,131.51395542096895,,6.178313426091029,55828.52408955614,1.0,9.877647511374197e-05,0.790406778033256,470.33721219762384,,,,[],[],11,146.5080628576375,14.964890361376945,640.2296662828443,"[6, 13, 25, 32, 38, 46, 51, 60, 68, 73, 76]","[117.49163612999223, 90.61686994454209, 218.580527950952, 68.9509822100627, 107.54685851863621, 14.964890361376945, 140.83226296107154, 31.986191234597925, 37.688819086157366, 640.2296662828443, 142.69998675377934]","[0, 0, 0, 29, 36, 44, 36, 55, 55, 0, 75]","[9, 18, 55, 55, 44, 47, 55, 62, 71, 77, 77]",16164170.604310159,593.619997752627,-593.619997752627,0.0,,,,SWT,inu.32000013032836,8081088.4443101585,,0.0,7.0,2.0,0.0,2.5,,198.619997752627,42.330285079859735,673.9886914340127,51.83321131556296,,0.0,42.330285079859735,,,11.564890361376968,0.0,-2.0,245.22966628284428,198.619997752627,,133.23721219762382,0.4308731435667112,0.48907938208468,0.7543872625771065,0.17102908363197936,0.05206324451845653,0.27272727272727315,0.8356367118300739,0.3050315204386046,0.035916365631583624,0.4203585494877807,0.4203585494877807,0.3762038675063596,,0.0,0.9184575825024988,0.7421412694114755,0.6456951027915172,,,,,0.4,,0.4330494006561751,0.4177215189873418,0.0,0.24590163934426235,0.0,0.26570787281701125,0.26570787281701125,0.0,0.26666666666666666,2.131501675608183,0.5680121988077265,39,1.40552248131528,0.5508559180922773,55,0,0.3252159032281925,0.4705817241387999,47,0,0.4138534526718607,0.5602633277918573,52,6.994045086119096,0.9340184425837821,48.25,47.432587408474724,0.7394148816692495,36,sym,34.31578947368421,32.0,27.95641971906939,19,0.42706326577791476,1.0,0.40105571395545964,3,27.75
smoothed,sym7,19783.601122013035,0.6410256410256411,13.19677110745757,8.88232649310355,78,1,False,False,131.91054990571584,,6.183170691441295,55828.52408962772,1.0,0.0001100968569353597,0.8936302963812888,472.00777317317977,,,,[],[],11,141.61413305493977,19.35573126263398,569.3960479709268,"[1, 6, 16, 25, 34, 41, 45, 51, 61, 69, 73]","[61.120605367275076, 230.52827265640707, 172.0591026101925, 93.5978797055651, 83.94691385724713, 135.47878599783007, 19.35573126263398, 108.71596129576437, 39.17263472259776, 44.38352815789767, 569.3960479709268]","[0, 0, 11, 20, 30, 38, 44, 46, 56, 56, 0]","[2, 56, 56, 56, 38, 56, 46, 56, 65, 71, 77]",16163337.903365728,594.3493150050921,-594.3493150050921,0.0,,,,SWT,inu.32000013032836,8080255.743365727,,0.0,-2.0,2.0,0.0,16.0,,199.34931500509208,37.43635527716201,620.1554636043377,46.012928319429115,,0.0,37.43635527716201,,,15.955731262634004,0.0,2.5,174.39604797092682,199.34931500509208,,134.90777317317975,0.48053013031941333,0.6379788455191538,0.8678784398123564,0.21245139758930448,0.048985059591622776,0.4545454545454551,0.9165847345425803,0.30503152046079324,0.10604802159961205,0.37044883310008403,0.37044883310008403,0.2995009665356919,,0.0,0.9299810573933472,0.6786162035060946,0.44178005687108857,,,,,0.4,,0.43170722422537955,0.18987341772151897,0.0,0.3934426229508197,0.0,0.26986323954219726,0.26986323954219726,0.0,0.6266666666666667,2.036586500516043,0.5427187740259123,55,1.657462669048979,0.6495969523079062,17,0,0.32101335459748775,0.46450070977024194,49,0,0.4904981977975849,0.6640228583325981,10,22.544400635190993,0.7873169751397076,32.75,20.262037702471112,0.7391773554943821,37,sym,34.31578947368421,32.0,27.95641971906939,19,0.42706326577791476,1.0,0.40105571395545964,3,28.5
smoothed,rbio3.3,63789.732021156815,0.6666666666666666,22.431553280939966,8.332532375812615,78,1,False,False,130.73319857786063,,6.216683392849249,55566.83921486557,1.0,6.607253908075835e-05,0.7637644989834251,470.50664249283744,,,,[],[],14,111.31186561090978,14.778531726798747,657.8258579552275,"[7, 11, 14, 20, 25, 32, 38, 46, 51, 58, 61, 68, 73, 76]","[125.988750737913, 14.778531726798747, 203.1561976522775, 25.433747035803663, 90.7350582783813, 86.6029030258224, 118.2503509013028, 21.164589844389866, 136.22854081297083, 18.190321946023857, 15.684512290194164, 17.496473416984486, 657.8258579552275, 26.830282928647065]","[0, 9, 0, 18, 18, 28, 36, 44, 36, 56, 56, 56, 0, 75]","[9, 12, 56, 21, 56, 56, 44, 47, 56, 59, 62, 71, 75, 77]",16125341.479570316,613.6228452963035,-613.6228452963035,0.0,,,,SWT,inu.32000013032836,8042259.319570316,,0.0,-9.5,5.0,0.0,-0.5,,218.62284529630347,7.134087833132014,620.766118552737,47.68641494387085,,0.0,7.134087833132014,,,11.37853172679877,0.0,-0.5,262.82585795522755,218.62284529630347,,133.40664249283742,0.3331157775255386,0.058917343008622725,0.7372205834800779,0.49824464526568246,0.30319959256815643,0.6363636363636361,0.8147438005618568,0.2239144434375244,0.0329397969193882,0.061417515731782446,0.061417515731782446,0.3215550967069492,,0.0,0.9196263071292626,0.6793367974107598,0.6963508269859005,,,,,1.0,,0.37046326285632014,0.0,0.0,0.2950819672131148,0.0,0.379676336899029,0.379676336899029,0.0,0.18666666666666665,2.0947996395323485,0.5582316743771244,46,1.6306731573104216,0.6390975392567699,22,0,0.2991226903972213,0.4328253015271315,59,0,0.4507149777763869,0.6101654382834176,35,15.758595538097085,0.8513340043575747,40.5,35.487968482007915,0.7346292663297307,38,rbio,39.0,38.0,22.398979568593873,15,0.4853587115666178,0.8012105911156884,0.41988572456866097,2,29.0
smoothed,rbio2.8,31450.227510783738,0.5769230769230769,15.058050613586637,9.303041928037421,78,1,False,False,130.60963438571918,,6.196587537310801,55346.19392857623,1.0,7.6682546836588e-05,0.9635100562231582,473.7183073370406,,,,[],[],14,124.03745218774698,12.858795511264475,590.485572544536,"[1, 6, 15, 18, 21, 25, 33, 41, 50, 53, 60, 69, 72, 75]","[118.99091405314222, 131.07448160747396, 223.01538482398723, 12.858795511264475, 13.034976621015403, 81.02131697862433, 78.58955845897361, 112.34006205461293, 108.09440891306701, 15.406624158925638, 30.254399179165432, 22.068239855649836, 590.485572544536, 199.28959586801943]","[0, 0, 0, 17, 19, 19, 29, 38, 46, 52, 55, 55, 0, 74]","[2, 11, 55, 19, 22, 55, 55, 55, 55, 55, 64, 70, 77, 77]",16092820.179536857,579.8169522449163,-579.8169522449163,0.0,,,,SWT,inu.32000013032836,8009738.019536857,,0.0,8.5,5.0,0.0,17.5,,184.81695224491625,19.859674409969216,798.9243306284577,44.447191217913804,,0.0,19.859674409969216,,,9.458795511264498,0.0,-0.5,195.485572544536,184.81695224491625,,136.61830733704056,0.31764449467047634,0.19847310064762402,0.9678609152983089,0.3268690301144323,0.11638080464429118,0.0,0.9713845367325425,0.15551881797762038,0.002277269434352122,0.1911967407151313,0.1911967407151313,0.27886681903403193,,0.0,0.9417802660278175,0.8895696335227405,0.5024923496263493,,,,,1.0,,0.31804429696507974,0.45569620253164556,0.0,0.2950819672131148,0.0,0.18706347517647126,0.18706347517647126,0.0,0.6666666666666667,2.2082410844189857,0.5884620632542988,24,1.4079380870378422,0.5518026483834967,54,0,0.3392775501558334,0.49092868131326894,38,0,0.381766462510662,0.5168248503055002,56,15.01110699893027,0.8583857830289597,43.0,38.32955303535691,0.7263627028352346,39,rbio,39.0,38.0,22.398979568593873,15,0.4853587115666178,0.8012105911156884,0.41988572456866097,2,29.75
smoothed,sym6,20336.909774076645,0.5769230769230769,11.09761166850098,8.348673485412148,78,1,False,False,131.54112547168293,,6.178526924776329,55828.52408960574,1.0,9.761227120159067e-05,0.7755303209846286,472.5065827816489,,,,[],[],12,133.478006978187,13.117587902247067,629.6739787189827,"[2, 6, 13, 25, 32, 38, 46, 51, 60, 68, 73, 76]","[13.117587902247067, 115.86057092143005, 214.9170257425846, 89.70907576140371, 66.04231120409543, 110.1217494443697, 14.933196307505568, 135.5180843502868, 30.837983950468185, 28.04548462857383, 629.6739787189827, 152.95903480629664]","[0, 0, 0, 18, 28, 36, 44, 36, 55, 55, 0, 75]","[3, 9, 55, 55, 55, 44, 47, 55, 62, 71, 77, 77]",16156435.91073659,585.2435810223532,-585.2435810223532,0.0,,,,SWT,inu.32000013032836,8073353.7507365905,,0.0,6.0,3.0,0.0,1.5,,190.24358102235317,29.300229200409248,664.1360837382442,46.836737264988464,,0.0,29.300229200409248,,,9.71758790224709,0.0,-7.5,234.67397871898265,190.24358102235317,,135.40658278164886,0.4342750639167515,0.4737663528442165,0.741056497166261,0.17284978086267075,0.05218141195667386,0.0,0.82397057409009,0.3050315204539797,0.006410768993932767,0.287474258196817,0.287474258196817,0.3103575754002372,,0.0,0.933421829734264,0.7305148524484463,0.6153075048457491,,,,,0.6000000000000001,,0.4205823517314729,0.3924050632911392,0.0,0.06557377049180332,0.0,0.21798230038659894,0.21798230038659894,0.0,0.24,2.038419131149241,0.5432071417187353,53,1.281162757555347,0.5021165413009692,57,0,0.29586037967243756,0.4281047949642404,60,0,0.3753914001613304,0.5081944676817528,57,2.8722813232690143,0.9729030063842545,56.75,56.639325052730264,0.7187628239468442,40,sym,34.31578947368421,32.0,27.95641971906939,19,0.42706326577791476,1.0,0.40105571395545964,3,30.75
smoothed,coif4,20482.269070645863,0.6410256410256411,13.190301659171098,6.692294058413266,78,1,False,False,129.6919713518943,,6.179878527314908,55828.52408941487,1.0,0.00011156284645680389,0.3071027533581554,350.8974734839345,0.01282051282051282,3086.0161690471105,3.0,"[0.0, 0.01282051282051282, 0.02564102564102564, 0.038461538461538464, 0.05128205128205128, 0.0641025641025641, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11538461538461538, 0.1282051282051282, 0.14102564102564102, 0.15384615384615385, 0.16666666666666666, 0.1794871794871795, 0.1923076923076923, 0.20512820512820512, 0.21794871794871795, 0.23076923076923075, 0.24358974358974358, 0.2564102564102564, 0.2692307692307692, 0.28205128205128205, 0.2948717948717949, 0.3076923076923077, 0.3205128205128205, 0.3333333333333333, 0.34615384615384615, 0.358974358974359, 0.3717948717948718, 0.3846153846153846, 0.3974358974358974, 0.41025641025641024, 0.4230769230769231, 0.4358974358974359, 0.4487179487179487, 0.4615384615384615, 0.47435897435897434, 0.48717948717948717]","[34106.8713264644, 1354.9215248316705, 3086.0161690471105, 2624.4023477436244, 2558.9319237084187, 1973.659089701496, 1570.0038500727128, 2563.54327709875, 1926.5366966614279, 1387.7779348593285, 849.8895589153918, 859.3278621210719, 536.4771735065791, 510.478428939191, 183.8012257335676, 233.62900227957718, 330.97882540750555, 288.28142037789644, 675.7710972052179, 379.2644521849497, 512.3596365465967, 323.8980359542835, 194.5471522796926, 222.2634938760795, 300.20004550136906, 514.8263511487371, 634.5578293609551, 318.68139383492365, 401.69602200615554, 91.78062778608515, 172.07502147703627, 89.0960264962617, 75.00814071052439, 162.16037180527454, 191.26083016667704, 322.3479001634521, 317.53819969515786, 387.0946641196751, 262.54362156830604]",11,121.12617960056113,14.169964001530161,218.16443905062033,"[9, 18, 25, 28, 36, 44, 54, 63, 69, 72, 76]","[126.09922853609135, 218.16443905062033, 14.169964001530161, 86.51572095086357, 80.52399151863375, 104.96957768649617, 149.69675389950623, 38.46689189219086, 141.99178725768525, 214.66891152790294, 157.12070928465198]","[4, 4, 23, 23, 32, 40, 40, 59, 59, 4, 74]","[13, 59, 26, 59, 40, 49, 59, 67, 71, 74, 77]",16156582.851501983,685.3978356115246,-685.3978356115246,63494.49855135712,0.06303004222522655,0.10809554248852997,0.48717948717948717,SWT,inu.32000013032836,8073500.6915019825,,0.0,-6.5,2.0,0.0,2.5,,290.39783561152456,16.948401822783367,394.7879756061725,56.38642658012905,,63494.49855135712,16.948401822783367,,,10.769964001530184,0.0,-6.5,176.83556094937967,290.39783561152456,,13.797473483934482,0.20274531460959058,0.657261327027574,0.3474200823734868,0.18437612349813376,0.053021123263624056,0.4545454545454551,0.45662904194481907,0.30503152039481374,0.023219594502223995,0.1615067379951033,0.1615067379951033,0.4362086507390877,,0.9901352349553223,0.09456617705489057,0.41267479324345807,0.44880290016047336,,,,,0.4,,0.4208191959831231,0.07594936708860756,0.0,0.09836065573770494,0.0,0.788622382599079,0.788622382599079,0.0,0.26666666666666666,2.0634584792192174,0.5498797403456546,49,1.0716350720501555,0.41999792199812935,61,0,0.3093145265177734,0.4475727101444286,53,0,0.33262874845718715,0.45030357564185064,62,6.2915286960589585,0.940645955697557,56.25,55.711421663511516,0.7049927891695332,41,coif,80.3529411764706,93.0,27.78025642536122,17,1.0,0.9936986461257051,0.0018904061622884603,5,32.0
smoothed,coif3,20645.61224854819,0.5769230769230769,10.944302000074687,7.532746721572153,78,1,False,False,129.3632903597491,,6.1796564358829,55828.52408941487,1.0,0.0001376202448757705,0.576464937541414,351.1211141251385,0.01282051282051282,3086.0060601417194,3.0,"[0.0, 0.01282051282051282, 0.02564102564102564, 0.038461538461538464, 0.05128205128205128, 0.0641025641025641, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11538461538461538, 0.1282051282051282, 0.14102564102564102, 0.15384615384615385, 0.16666666666666666, 0.1794871794871795, 0.1923076923076923, 0.20512820512820512, 0.21794871794871795, 0.23076923076923075, 0.24358974358974358, 0.2564102564102564, 0.2692307692307692, 0.28205128205128205, 0.2948717948717949, 0.3076923076923077, 0.3205128205128205, 0.3333333333333333, 0.34615384615384615, 0.358974358974359, 0.3717948717948718, 0.3846153846153846, 0.3974358974358974, 0.41025641025641024, 0.4230769230769231, 0.4358974358974359, 0.4487179487179487, 0.4615384615384615, 0.47435897435897434, 0.48717948717948717]","[34106.87132646442, 1354.921428544766, 3086.0060601417194, 2624.355280250039, 2558.9544119297457, 1974.4111670615177, 1572.9588293390427, 2578.710287874758, 1954.28760651358, 1427.8619297928037, 890.4029829888437, 910.5420727763744, 555.4544270392723, 476.7245395306772, 138.17550165404697, 129.5898489133718, 140.42657981654077, 120.87216207496637, 370.10068802513763, 305.28840177454344, 647.5252346269041, 678.8906846385064, 538.8192623608169, 475.1205116681937, 463.49793537280607, 629.165684761192, 667.6507420404055, 309.55730255712746, 380.4154566631677, 87.55287866503834, 167.06486942260094, 87.79131577839014, 74.55959243916048, 161.85388348106594, 191.1878782688443, 322.34506709790446, 317.5438945103157, 387.0959321265746, 262.54364022585196]",12,103.06602451999352,23.172658004325342,199.6192170920242,"[7, 10, 16, 23, 28, 35, 42, 54, 63, 70, 73, 76]","[151.68829516716977, 23.172658004325342, 199.6192170920242, 26.198894254238724, 78.03073920714093, 87.49751698260542, 121.50960535575865, 116.92072141773644, 31.483781890533407, 153.83623969115325, 191.951193057203, 54.883432120033035]","[2, 9, 2, 20, 20, 32, 38, 47, 58, 2, 2, 75]","[12, 12, 58, 24, 58, 58, 58, 58, 66, 72, 75, 77]",16184607.273850761,672.4406460103721,-672.4406460103721,64127.09729921103,0.06570091804119964,0.11077588046437646,0.48717948717948717,SWT,inu.32000013032836,8101525.113850761,,0.0,-7.5,3.0,0.0,-7.5,,277.4406460103721,1.111753257784244,299.1922942399224,45.43586215422084,,64127.09729921103,1.111753257784244,,,19.772658004325365,0.0,1.5,195.3807829079758,277.4406460103721,,14.021114125138467,0.16159167203376013,1.0,0.5471525637943193,0.18248214811065544,0.0539647238219306,0.0,0.6678632311306625,0.30503152039481374,0.16701297093923195,0.0,0.0,0.29189607018393465,,1.0000000000000002,0.09610884287265858,0.2998685914999077,0.5021906823663617,,,,,0.6000000000000001,,0.4659899375497566,0.050632911392405056,0.0,0.3606557377049181,0.0,0.7147973437170689,0.7147973437170689,0.0,0.0,1.9867995418778521,0.5294513202999098,63,1.1841503764632033,0.46409520406641847,59,0,0.29244169066351733,0.4231580117591669,64,0,0.3647607324107678,0.4938029644766262,59,2.6299556396765835,0.9751890977389002,61.25,61.165520344539445,0.6986794545298274,42,coif,80.3529411764706,93.0,27.78025642536122,17,1.0,0.9936986461257051,0.0018904061622884603,5,32.75
smoothed,db7,19761.236825405238,0.6666666666666666,14.417325219503283,5.896466554130728,78,1,False,False,130.86339966304695,,6.179086889589953,55828.52408941485,1.0,9.822148519139428e-05,0.024066856427987175,357.2173408414143,0.01282051282051282,3086.013978667268,3.0,"[0.0, 0.01282051282051282, 0.02564102564102564, 0.038461538461538464, 0.05128205128205128, 0.0641025641025641, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11538461538461538, 0.1282051282051282, 0.14102564102564102, 0.15384615384615385, 0.16666666666666666, 0.1794871794871795, 0.1923076923076923, 0.20512820512820512, 0.21794871794871795, 0.23076923076923075, 0.24358974358974358, 0.2564102564102564, 0.2692307692307692, 0.28205128205128205, 0.2948717948717949, 0.3076923076923077, 0.3205128205128205, 0.3333333333333333, 0.34615384615384615, 0.358974358974359, 0.3717948717948718, 0.3846153846153846, 0.3974358974358974, 0.41025641025641024, 0.4230769230769231, 0.4358974358974359, 0.4487179487179487, 0.4615384615384615, 0.47435897435897434, 0.48717948717948717]","[34106.8713264644, 1354.921520684069, 3086.013978667268, 2624.3625211400963, 2558.642931528109, 1972.834876954341, 1568.8558126663777, 2564.8745820488925, 1940.7772799737113, 1423.2115182413447, 898.5147682432262, 938.3423585295409, 587.4612831141624, 516.8528991602328, 151.99591933298157, 140.331526902862, 139.6094172566978, 108.79547191910888, 343.6181504742928, 299.6905540866162, 655.5710077372629, 694.218443420612, 548.2242412166589, 475.593021674884, 453.05825169064764, 600.1182349167102, 627.8490960566082, 292.7569024833713, 367.80149614930116, 86.65713624935847, 167.66120665655228, 88.43124040675198, 74.96898189478787, 162.27913410445987, 191.34071539035816, 322.38430295968067, 317.5430184299984, 387.09493886988486, 262.54362237198717]",12,116.13079304170826,14.80813162939944,260.0923549670239,"[11, 19, 27, 30, 37, 44, 49, 53, 56, 65, 71, 75]","[121.51691320088787, 85.31295799893718, 28.329603946740235, 229.04940391562627, 105.36654904691005, 110.3027176058464, 14.80813162939944, 21.824481410016574, 140.86573747974256, 123.08370739234823, 260.0923549670239, 153.01695790702024]","[5, 5, 22, 5, 34, 42, 48, 50, 42, 60, 5, 73]","[15, 22, 28, 60, 42, 50, 50, 54, 60, 70, 76, 76]",16181852.41415973,664.2844740662783,-664.2844740662783,64102.673690068215,0.06542453991225196,0.11035787395556977,0.48717948717948717,SWT,inu.32000013032836,8098770.25415973,,0.0,1.5,3.0,0.0,-7.5,,269.28447406627834,11.953015263930496,455.96951650049914,45.483233443739465,,64102.673690068215,11.953015263930496,,,11.408131629399463,0.0,-3.0,134.90764503297612,269.28447406627834,,20.11734084141426,0.34941805557262395,0.4817794779868073,0.1582927118730859,0.17762510949768237,0.04885586556566922,0.6363636363636361,0.23467190872727572,0.30503152039480924,0.033412574283123844,0.11056233616452849,0.11056233616452849,0.2925203551768144,,0.9996191374602713,0.13816041508213517,0.484871122057359,0.3281012742489979,,,,,0.6000000000000001,,0.4615495585971702,0.27848101265822783,0.0,0.21311475409836067,0.0,0.6683266406220452,0.6683266406220452,0.0,0.0,2.026720180930169,0.5400895525966056,58,0.9280022009176453,0.36370496464757335,64,0,0.2993115642908671,0.4330985987479451,58,0,0.29900478574769873,0.4047843873409041,66,4.123105625617661,0.9611027771168146,61.5,61.293970477858394,0.6904570489357658,43,db,70.15789473684211,72.0,20.509096618250364,38,0.8731216768128227,0.733609554597611,0.16873195985174078,4,33.25
smoothed,bior4.4,19630.742222911944,0.5897435897435898,10.923198281676783,9.403716815910286,78,1,False,False,129.99474653473888,,6.179894127042617,55496.15337250021,1.0,9.033064310603477e-05,0.9834424966615445,473.4116956764566,,,,[],[],11,139.484611525991,15.09387582755869,570.8245554351096,"[1, 6, 15, 21, 25, 33, 41, 51, 60, 69, 75]","[80.85756192847924, 119.45439328486742, 570.8245554351096, 15.09387582755869, 81.38974478731467, 83.65285386581064, 112.1159435822097, 107.09062923960886, 31.143589890208546, 207.96883479693992, 124.73874414779362]","[0, 2, 2, 19, 19, 29, 38, 46, 55, 55, 74]","[2, 11, 77, 22, 55, 55, 55, 55, 64, 77, 77]",16098138.614895472,558.4412680559573,-558.4412680559573,0.0,,,,SWT,inu.32000013032836,8015056.454895472,,0.0,11.5,2.0,0.0,20.5,,163.44126805595727,35.306833748213236,596.730726785901,44.16152776467677,,0.0,35.306833748213236,,,11.693875827558713,0.0,11.5,175.82455543510957,163.44126805595727,,136.31169567645657,0.24065533056242489,0.37798950243028573,0.991786171357388,0.18450915654702826,0.04810202459508217,0.09090909090909127,0.9870155834856871,0.20200324614414905,0.03797655513572719,0.3487313545427211,0.3487313545427211,0.27510218841742207,,0.0,0.9396652688360476,0.6509742059852416,0.4458924285400577,,,,,0.4,,0.3266167366083661,0.5316455696202531,0.0,0.6885245901639345,0.0,0.06527312055828227,0.06527312055828227,0.0,0.7466666666666667,1.942196353311499,0.5175652610481942,70,1.4089419114988722,0.5521960697996854,53,0,0.3261707311208735,0.47196334340013835,45,0,0.39037126325389204,0.5284737909347581,55,10.436314802968846,0.901544199971992,55.75,54.37909464411296,0.6878004018727885,44,bior,24.133333333333333,22.0,12.129460397058457,15,0.30034163006344555,0.43387030667538645,0.6595997669529721,1,33.25
