amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
,,28266.678356910645,27898.81169024398,268134.1829431585,0.22517211758634662,,,55519.28240293991,55124.28240293991,47727.23044823318,,,inu.30000003214412,False,,-64221.38852531053,63495.38852531053,274400192250.6281,274381731766.6281,,,[],[],54621.07504841672,53910.07504841672,1912.2816654045673,1832.2816654045673,"[0, 52]",0.0,-9.5,2,13.0,"[40, 70]",0.0,-14.0,"[54621.07504841672, 1912.2816654045673]",27898.81169024398,51015.35671382129,27898.811690243976,"[104, 104]",0.0,-5.0,51,105,raw,3.656141096152383e-06,,,,,0.0,0.0,64221.38852531053,63495.38852531053,0.04538263422424311,mexh,1096.8860890725296,767450614.0270126,11.22045571894401,-36.94873277438059,0.6436974789915967,CWT,0.9999999999999999,0.6959085161335048,0.0,0.6600166753364246,0.9999999999999999,1.0,0.703423856948572,0.1671413907644104,,0.132326691021869,0.9999999999999999,0.9999999999999999,1.0,,1.0,1.0,0.9999999999999998,,,,,0.6000000000000001,,1.0,1.0,0.5,0.655803750391865,0.655803750391865,0.25,3.642019507463307,1.0,1,2.0870069915934564,1.0,1,0.0,0.7709952994146859,1.0,1,0,0.6533113048978638,1.0,1,0.0,1.0,1.0,1.0,0.95,1,mexh,1.0,1.0,,1,0.125,,,2,1.25,1
,,22465.386727413854,22097.52006074719,132858.2829653975,0.2978128107984966,,,32213.182789490955,31818.182789490955,29435.17347344739,,,inu.30000003214412,False,,-38958.27255746856,38232.27255746856,101804977050.21562,101786516566.21562,,,[],[],35199.331638451986,34488.331638451986,9731.441816375718,9651.441816375718,"[0, 0]",0.0,-5.0,2,13.0,"[36, 80]",0.0,-14.0,"[9731.441816375718, 35199.331638451986]",22097.52006074719,39412.77345482771,22097.520060747185,"[53, 104]",0.0,-9.5,51,105,raw,4.036991708745103e-06,,,,,0.0,0.0,38958.27255746856,38232.27255746856,0.07066950460750038,gaus2,714.6858849425923,314465483.9449025,11.159117860618732,-32.5992425441211,0.642390289449113,CWT,0.5684295198475704,0.8062119824246221,0.24864581169418454,0.5322640370029353,0.38722837954756284,0.9761904761904763,1.0,0.06080747781886633,,0.9501116864484112,0.7036553040414375,0.7036553040414375,0.7036553040414375,,0.5741955756014967,0.7495390186081647,0.5626977579131269,,,,,0.6000000000000001,,0.3592470553764559,0.5263157894736843,0.9500000000000001,0.3166290106440435,0.3166290106440435,0.25,2.6054461665264252,0.7153850113068553,2,1.8361253275771543,0.8797887764502644,2,0.0,0.5904522012024103,0.7658311297755797,3,0,0.5724722105657772,0.8762625202931018,3,0.5773502691896257,0.9422649730810374,2.5,2.4000000000000004,0.8461324865405186,2,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,1.75,2
,,,,1327680.4255070835,0.11731584513243223,,,5.0,390.0,42487.40304589995,,,inu.30000003214412,False,,-89858.52699856985,89132.52699856985,267109483774.1109,267091023290.1109,,,[],[],,,,,[],,,0,15.0,[],,,[],,,,[],,,51,105,raw,4.706093847493166e-06,,,,,0.0,0.0,89858.52699856985,89132.52699856985,0.0467257005632885,gaus1,948.6036582230768,634886444.1790789,11.239708009912809,-36.89782415423045,0.5887955182072829,CWT,0.8763750391190056,0.9999999999999998,0.002910275574686594,0.7001147653640399,0.820674993996103,0.0,0.2630701671115977,0.9999999999999999,,,,,,,0.0,,,,,,,1.0,,0.9729335316781766,,,0.9999999999999999,0.9999999999999999,,1.2864667658390883,0.3532289608012346,4,1.8302816236052242,0.8769887360117471,3,0.6428571428571429,0.7624438491927781,0.9889085572526839,2,0,0.5828931551456791,0.8922134834890181,2,0.9574271077563381,0.9042572892243662,2.75,2.5263157894736845,0.8146286446121831,3,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,2.5,3
,,14721.806550117593,14353.939883450927,70580.54727359724,0.1872367766427524,,,11944.545342739926,11549.545342739926,10653.8401951303,,,inu.30000003214412,False,,-21059.219497814258,20333.219497814258,17069788750.16497,17051328266.16497,,,[],[],21169.7891279726,20458.7891279726,3290.267922175306,3210.267922175306,"[0, 23, 0]",0.0,-4.5,3,12.0,"[12, 31, 86]",0.0,-13.5,"[21169.7891279726, 3290.267922175306, 19705.36260020487]",14353.939883450927,38647.41965035278,14353.939883450927,"[53, 53, 104]",0.0,-9.0,51,105,raw,2.9156322419922686e-06,,,,,0.0,0.0,21059.219497814258,20333.219497814258,0.036023677077704326,gaus4,344.59264801292863,62787527.835817166,11.383691870253337,-24.72910636111667,0.6315592903828198,CWT,0.12531538391420421,0.4814394021755002,0.6985551794064921,1.0,0.04677325474210475,0.7789115646258492,0.5485421149815188,0.011853929355421112,,0.27644657895524694,0.3080935809238112,0.3080935809238112,0.30809358092381134,,0.20388584362148354,0.7330175887936293,0.24680694081284738,,,,,0.4000000000000001,,0.0446710032336257,0.5789473684210527,1.0,0.07632188974223156,0.07632188974223156,0.5,1.4228323774877951,0.3906712675679237,3,1.6602692144269746,0.7955264266553022,4,0.0,0.3614785604352702,0.46884664628914435,4,0,0.4614238536501363,0.706284814285088,4,0.5,0.95,3.75,3.6923076923076925,0.7875,4,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,3.25,4
,,14283.152316054051,13915.285649387384,82831.66589604413,0.09790286038585061,,,6925.54308669081,6530.54308669081,9705.449848680557,,,inu.30000003214412,False,,-19396.99595806729,18670.99595806729,13380080372.072327,13361619888.072327,,,[],[],24419.88704767836,23708.88704767836,2200.4574795170856,2120.4574795170856,"[0, 24, 53]",0.0,-9.0,3,12.0,"[8, 31, 96]",0.0,-13.5,"[24419.88704767836, 2200.4574795170856, 16229.112420966709]",13915.285649387384,37331.45694816215,13915.285649387386,"[53, 53, 104]",0.0,-9.0,51,105,raw,2.55323460114893e-06,,,,,0.0,0.0,19396.99595806729,18670.99595806729,0.04233015136308888,gaus6,290.3907670867948,47115503.113051906,11.35154349316126,-23.742780292101248,0.6272642390289449,CWT,0.10293970042746296,0.37648035881565317,0.754940142480853,0.9330423313792144,0.025573062180819638,0.7006802721088428,0.18381117484891946,0.021483947572257685,,0.1624662267617497,0.28568600965751856,0.28568600965751856,0.2856860096575187,,0.11218824504696506,0.7046103537401568,0.31998652501845454,,,,,0.4000000000000001,,0.030973106073963468,0.5789473684210527,0.55,0.0540053933443195,0.0540053933443195,0.5,1.2842332858398946,0.3526157076336948,5,1.4384879578534717,0.6892588111337221,6,0.0,0.3088743314802527,0.4006176583887604,5,0,0.3873688737267529,0.5929315332868955,5,0.5,0.95,5.25,5.217391304347826,0.7124999999999999,5,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,4.0,5
,,13801.330655409818,13433.463988743151,89092.9209067652,0.09634716147857383,,,4824.606967013592,4429.606967013592,8716.723076946482,,,inu.30000003214412,False,,-18175.58088658251,17449.58088658251,11318738179.658655,11300277695.658655,,,[],[],23530.142406621733,22819.142406621733,3070.141180237372,2990.141180237372,"[0, 24, 53]",0.0,-9.0,3,12.0,"[8, 31, 96]",0.0,-13.5,"[23530.142406621733, 3070.141180237372, 14803.708379370353]",13433.463988743151,35885.991966229456,13433.463988743155,"[53, 53, 104]",0.0,-9.0,51,105,raw,2.412773038997332e-06,,,,,0.0,0.0,18175.58088658251,17449.58088658251,0.04684930276938393,gaus8,275.0367047656915,46551199.052171156,11.295106162998076,-23.03643431968549,0.6246498599439776,CWT,0.0796123464724093,0.3357993235916006,0.7953195796908443,0.8154963650591972,0.02480970486321606,0.6530612244897953,0.1774595947459876,0.026405620577939548,,0.253424113220661,0.2610733367134676,0.2610733367134676,0.2610733367134679,,0.0738039632505827,0.6734075974348512,0.2999529308036729,,,,,0.4000000000000001,,0.023320454300667634,0.5789473684210527,0.55,0.03760705437765141,0.03760705437765141,0.5,1.2341732684963724,0.33887058154611127,6,1.3647388597204053,0.6539215561891385,7,0.0,0.3008064675947996,0.3901534390976987,6,0,0.3634954699363737,0.5563893770263185,7,0.5773502691896257,0.9422649730810374,6.5,6.461538461538462,0.6461324865405187,6,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,4.75,6
,,15136.887948699165,14769.021282032498,103299.08111783552,0.05288180432993625,,,875.3398206267907,480.3398206267907,9111.819013226484,,,inu.30000003214412,False,,-30068.75526709623,29342.75526709623,13385431659.396812,13366971175.396812,,,[],[],27234.078040865563,26523.078040865563,3039.6978565327654,2959.6978565327654,"[1, 1]",0.0,-14.0,2,13.0,"[19, 41]",0.0,-14.0,"[3039.6978565327654, 27234.078040865563]",14769.021282032498,24755.77589739833,14769.021282032498,"[27, 68]",0.0,-14.0,51,105,raw,1.2533409522435805e-06,,,,,0.0,0.0,30068.75526709623,29342.75526709623,0.043377450194849426,gaus7,295.740018791656,48729031.30308684,11.375917609537092,-23.91213032161236,0.6280112044817927,CWT,0.08893397405981905,0.0,0.745258967603099,0.9838080046367815,0.027755748141116334,0.7142857142857134,0.0,0.037572403452219016,,0.2502401276191577,0.32929699194270884,0.32929699194270884,0.3292969919427089,,0.001650516215079459,0.4331434444030871,0.3833511779748949,,,,,0.6000000000000001,,0.03099297251757669,0.052631578947368474,0.04999999999999993,0.19728111558296757,0.19728111558296757,0.25,1.1751839907174284,0.3226737221778234,7,1.2803606962639271,0.6134913306094655,9,0.0,0.24531878747651617,0.31818454361881854,7,0,0.32470185152234354,0.4970093875432114,9,1.1547005383792515,0.8845299461620748,8.0,7.875,0.5422649730810374,7,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,5.5,7
,,8690.516851027045,8322.650184360378,55500.2129060601,0.169727553100331,,,2088.7613237052747,1693.7613237052747,5342.3644390356,,,inu.30000003214412,False,,-15374.454314898752,14648.454314898752,5037067744.324351,5018607260.324351,,,[],[],20252.075042348413,19541.075042348413,647.0547474071327,567.0547474071327,"[0, 24, 53, 53, 53]",0.0,-8.0,5,10.0,"[8, 35, 57, 63, 100]",0.0,-12.5,"[20252.075042348413, 7654.445686795364, 647.0547474071327, 2173.1518986341134, 12725.856879950199]",8322.650184360378,37934.584255135225,8322.650184360378,"[53, 53, 58, 66, 104]",0.0,-8.0,51,105,raw,1.35909896999181e-06,,,,,0.0,0.0,15374.454314898752,14648.454314898752,0.06676284831624138,morl,213.06586629830036,28210879.413241323,11.235025103756406,-19.456018134935814,0.6367880485527544,CWT,0.0,0.03063005693043802,1.0,0.690361349889767,0.0,0.874149659863944,0.4770557654381469,0.0,,0.0,0.0,0.0,0.0,,0.023819830396374145,0.7176298558490168,0.22614358331877937,,,,,0.0,,0.0,0.6842105263157895,0.65,0.0,0.0,1.0,0.8172176874136641,0.2243858622225948,10,1.4948518621448514,0.7162658621490832,5,0.0,0.23584312827714007,0.30589437893614185,8,0,0.38402460401528704,0.5878125805205896,6,2.217355782608345,0.7782644217391654,7.25,6.76056338028169,0.5266322108695827,8,morl,8.0,8.0,,1,1.0,,,3,6.75,8
,,13026.922774289815,12659.056107623148,117042.32877971763,0.08372205869959862,,,5.0,390.0,9330.58261800282,,,inu.30000003214412,False,,-34877.18588834662,34151.18588834662,16466089725.094711,16447629241.094711,,,[],[],24763.951898217056,24052.951898217056,1289.8936503625741,1209.8936503625741,"[1, 1]",0.0,-14.0,2,13.0,"[21, 41]",0.0,-14.0,"[1289.8936503625741, 24763.951898217056]",12659.056107623148,20535.84554857963,12659.05610762315,"[25, 68]",0.0,-14.0,51,105,raw,1.462129903778713e-06,,,,,0.0,0.0,34877.18588834662,34151.18588834662,0.0388387059037757,gaus5,304.52118950379685,55843578.39280847,11.259003175937604,-24.8093698161362,0.6416433239962652,CWT,0.09409533530439308,0.0604702849782246,0.6939667860853925,0.7403021542630499,0.037379888669004414,0.9625850340136055,0.12591404744674933,0.04837531291878232,,0.06723279727786696,0.22151461725320695,0.22151461725320695,0.2215146172532071,,0.0,0.34204925675732656,0.3277335293623931,,,,,0.6000000000000001,,0.04242979435926053,0.052631578947368474,0.04999999999999993,0.26183760998508593,0.26183760998508593,0.25,0.9806374868395077,0.2692565168390679,8,1.306340536953703,0.6259397032284474,8,0.0,0.20859257345957208,0.27054973437312607,10,0,0.34538610545990023,0.5286700273981889,8,1.0,0.9,8.5,8.421052631578947,0.525,9,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,7.0,9
,,10208.443369966557,9840.57670329989,291371.174958894,0.11682090723203242,,,5.0,390.0,14081.98246925494,,,inu.30000003214412,False,,-48473.0999778288,47747.0999778288,40570378616.30354,40551918132.30354,,,[],[],10208.443369966557,9497.443369966557,10208.443369966557,10128.443369966557,[1],0.0,-14.5,1,14.0,[50],0.0,-14.5,[10208.443369966557],9840.57670329989,4690.443369966557,9840.57670329989,[68],0.0,-14.5,51,105,raw,2.057081891031949e-06,,,,,0.0,0.0,48473.0999778288,47747.0999778288,0.07742453040148971,gaus3,346.06125922735947,143640316.27514184,10.903561994851787,-28.718209654656878,0.6360410830999066,CWT,0.2061966652984777,0.23278264132199628,0.4705114837444664,0.0,0.1561461478017123,0.8605442176870733,0.2610494433676509,0.18540687845677636,,1.0,0.07753953799795227,0.07753953799795227,0.07753953799795227,,0.0,0.0,0.0,,,,,0.8,,0.13191601833809152,0.0,0.0,0.4443721250783076,0.4443721250783076,0.0,0.9334924433985259,0.2563117637029655,9,1.0148739719382784,0.48628201823291894,10,0.0,0.21809134874918318,0.28286988119739626,9,0,0.29657968470976914,0.45396380329915653,10,0.5773502691896257,0.9422649730810374,9.5,9.473684210526317,0.4961324865405187,10,gaus,5.75,5.5,2.8157719063467175,8,0.71875,1.0,0.196875,1,7.75,10
