wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,max_autocorrelation_diff_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
db17,1,reflect,9.236509315062981e-27,324.5896001916493,15730870.484752554,0.6514522821576764,315.8428301626878,932,raw,6.536640565972224e-14,,8.638800562919382,140933.64225811977,0.8107103289871331,3.13168462081103e-06,1.0,23,1077.2274182233077,8.199941566534392,1530.6015777035764,"[4, 40, 79, 110, 141, 184, 237, 292, 332, 364, 395, 431, 486, 541, 597, 630, 668, 699, 758, 807, 838, 872, 918]","[883.5998246996027, 1317.2008180685211, 1417.401051802384, 8.199941566534392, 1123.6018698709054, 1190.0014608366446, 1288.8015192701105, 1312.2016945705082, 553.3998831330684, 1290.2008180685211, 189.80005843346572, 1530.6015777035764, 1344.0014608366446, 1300.8026879394265, 1221.6024542055632, 904.7997662661369, 1309.6033307075502, 1161.2011102358501, 1484.4028048063583, 1398.3992987984102, 212.8000584334659, 1408.8061939473741, 924.8009349354526]","[0, 26, 61, 109, 109, 159, 211, 263, 322, 350, 394, 404, 461, 495, 555, 611, 611, 680, 710, 766, 837, 766, 902]","[7, 61, 404, 111, 159, 190, 263, 404, 334, 404, 397, 877, 710, 710, 611, 634, 710, 710, 877, 819, 841, 877, 930]",0.05,30,132009745.2568169,954.5299582943571,-954.5299582943571,DWT,mdp.39015056038394,0.0,0.0,586.4700417056429,0.0,64.0,0.0,53.5,22.06075155664098,547.7693808639233,33.17029868279764,586.4700417056429,0.0,82.0,330840737.74318314,0.0,0.0,1.7053025658242404e-13,0.0,5.2481996566542094e-14,5.893029373656451e-27,0.9689132630156981,0.9380972048515214,0.013852634009830177,0.5736218138707767,0.021837303533318433,,1.0697603500640735e-13,0.0,5.67207432704899e-09,0.999999993264055,0.9999999943279333,0.0,0.9999999957525013,1.0,0.999999994711289,0.999999994711289,1.7999999926056038,0.9999999935624736,233,1.2955065242017485,0.7822577236661682,224,0,0,0.5999999978439251,0.9999999946298856,263,0,0,0.3594746027544568,0.7131878995763039,230,17.406895185529212,0.9817537786315207,237.5,236.59904959262823,0.8664009983304354,50,db,322.2514619883041,297.5,217.08509064750172,342,0.34076643847899624,0.8623082660515742,0.5027710132492303,1,37.75,50
db33,1,periodic,1.6123366376111727e-26,322.17012169022775,16344392.078189602,0.6516064257028112,306.33113675201423,932,raw,9.224762108213767e-14,,8.67016043176379,142140.71633683852,0.8033785691067806,3.1316846208110295e-06,1.0,23,1077.2274182233077,8.199941566534108,1530.6015777035764,"[4, 40, 79, 110, 141, 184, 237, 292, 332, 364, 395, 431, 486, 541, 597, 630, 668, 699, 758, 807, 838, 872, 918]","[883.5998246996021, 1317.2008180685207, 1417.401051802384, 8.199941566534108, 1123.6018698709054, 1190.001460836645, 1288.801519270111, 1312.201694570508, 553.3998831330684, 1290.2008180685207, 189.8000584334658, 1530.6015777035764, 1344.0014608366446, 1300.802687939427, 1221.6024542055638, 904.7997662661367, 1309.6033307075506, 1161.2011102358501, 1484.4028048063578, 1398.3992987984102, 212.80005843346552, 1408.8061939473746, 924.8009349354529]","[0, 26, 61, 109, 109, 159, 211, 263, 322, 350, 394, 404, 461, 495, 555, 611, 611, 680, 710, 766, 837, 766, 902]","[7, 61, 404, 111, 159, 190, 263, 404, 334, 404, 397, 877, 710, 710, 611, 634, 710, 710, 877, 819, 841, 877, 930]",0.05,30,132009745.25681688,954.5299582943571,-954.5299582943571,DWT,mdp.39015056038394,0.0,0.0,586.4700417056429,0.0,64.0,0.0,53.5,22.06075155664098,547.7693808639233,33.17029868279766,586.4700417056429,0.0,82.0,330840737.74318314,0.0,0.0,1.1368683772161603e-13,0.0,8.201735330554614e-14,1.103061957952145e-26,0.9599526068103151,0.9491102793856454,0.01922719135232881,0.5756741250717154,0.023858089401861963,,7.131735667093823e-14,0.0,5.67207432704899e-09,0.9999999932640832,0.9999999943279333,0.0,0.9999999957525013,1.0,0.999999994711289,0.999999994711289,1.7999999926056016,0.9999999935624724,244,1.299953185244632,0.7849427236104675,212,0,0,0.5999999978439243,0.9999999946298843,269,0,0,0.3611174702888499,0.7164473043775278,220,25.721262281103805,0.9730385091393042,236.25,234.21578195642206,0.862698499852671,51,db,322.2514619883041,297.5,217.08509064750172,342,0.34076643847899624,0.8623082660515742,0.5027710132492303,1,38.5,51
rbio3.9,1,periodic,3.932919367268012e-27,328.2975284913007,16520905.66679544,0.6484210526315789,355.10160997280326,932,raw,4.198167802902324e-14,,8.796261350383528,152923.01386224793,0.6102843169991499,3.1316846208110295e-06,1.0,23,1077.2274182233077,8.199941566534221,1530.6015777035764,"[4, 40, 79, 110, 141, 184, 237, 292, 332, 364, 395, 431, 486, 541, 597, 630, 668, 699, 758, 807, 838, 872, 918]","[883.5998246996026, 1317.2008180685216, 1417.4010518023842, 8.199941566534221, 1123.6018698709056, 1190.0014608366446, 1288.8015192701105, 1312.2016945705082, 553.3998831330684, 1290.2008180685211, 189.80005843346575, 1530.6015777035764, 1344.0014608366448, 1300.8026879394265, 1221.6024542055634, 904.7997662661367, 1309.6033307075504, 1161.2011102358501, 1484.402804806358, 1398.3992987984107, 212.80005843346578, 1408.8061939473744, 924.8009349354527]","[0, 26, 61, 109, 109, 159, 211, 263, 322, 350, 394, 404, 461, 495, 555, 611, 611, 680, 710, 766, 837, 766, 902]","[7, 61, 404, 111, 159, 190, 263, 404, 334, 404, 397, 877, 710, 710, 611, 634, 710, 710, 877, 819, 841, 877, 930]",0.05,30,132009745.2568169,954.5299582943569,-954.5299582943569,DWT,mdp.39015056038394,0.0,0.0,586.4700417056431,0.0,64.0,0.0,53.5,22.06075155664098,547.7693808639233,33.170298682797615,586.4700417056431,0.0,82.0,330840737.74318314,0.0,0.0,0.0,0.0,2.6788356529670612e-14,1.936555247625126e-27,0.9826457556614747,0.9933948656022207,0.020773481513654046,0.5332631578947362,0.04190894050861989,,0.0,0.0,5.67207432704899e-09,0.9999999932639986,0.9999999943279333,0.0,0.9999999957525013,1.0,0.999999994711386,0.999999994711386,1.7999999926055936,0.9999999935624679,269,1.3267404663161724,0.8011175225194429,122,0,0,0.599999997843928,0.9999999946298904,236,0,0,0.36742660016867607,0.7289644475989665,143,71.09852319141376,0.9254732461305936,192.5,172.82732300595822,0.8618456377403492,52,rbio,369.24444444444447,362.0,251.74882254290947,135,0.39045940547526736,1.0,0.42667841616731284,3,39.75,52
db34,1,periodic,1.3576324110623862e-26,322.91685694280767,16403124.167716136,0.6482965931863728,308.92187122511314,932,raw,8.274258722152714e-14,,8.672693125182136,142425.74902081516,0.8039911445543245,3.1316846208110295e-06,1.0,23,1077.2274182233077,8.199941566533994,1530.6015777035764,"[4, 40, 79, 110, 141, 184, 237, 292, 332, 364, 395, 431, 486, 541, 597, 630, 668, 699, 758, 807, 838, 872, 918]","[883.5998246996028, 1317.2008180685214, 1417.4010518023842, 8.199941566533994, 1123.6018698709056, 1190.0014608366446, 1288.801519270111, 1312.2016945705072, 553.3998831330686, 1290.2008180685216, 189.8000584334657, 1530.6015777035764, 1344.001460836645, 1300.8026879394267, 1221.6024542055634, 904.7997662661369, 1309.6033307075504, 1161.2011102358501, 1484.402804806358, 1398.39929879841, 212.80005843346575, 1408.8061939473746, 924.8009349354528]","[0, 26, 61, 109, 109, 159, 211, 263, 322, 350, 394, 404, 461, 495, 555, 611, 611, 680, 710, 766, 837, 766, 902]","[7, 61, 404, 111, 159, 190, 263, 404, 334, 404, 397, 877, 710, 710, 611, 634, 710, 710, 877, 819, 841, 877, 930]",0.05,30,132009745.25681688,954.5299582943571,-954.5299582943571,DWT,mdp.39015056038394,0.0,0.0,586.4700417056429,0.0,64.0,0.0,53.5,22.06075155664098,547.7693808639233,33.17029868279763,586.4700417056429,0.0,82.0,330840737.74318314,0.0,0.0,2.2737367544323206e-13,0.0,7.157383125946527e-14,9.130527958467544e-27,0.9627181771060946,0.9499997200120305,0.01974169481297597,0.5316060692814204,0.02433526808543075,,1.4263471334187646e-13,0.0,5.67207432704899e-09,0.9999999932640268,0.9999999943279333,0.0,0.9999999957525013,1.0,0.999999994711289,0.999999994711289,1.799999992605606,0.9999999935624748,228,1.284878148622922,0.7758400571154845,253,0,0,0.5999999978439258,0.9999999946298868,256,0,0,0.35548584704257485,0.7052743160121733,263,15.253414918196734,0.9840110954735883,250.0,249.26675922139782,0.8609782940680311,53,db,322.2514619883041,297.5,217.08509064750172,342,0.34076643847899624,0.8623082660515742,0.5027710132492303,1,40.0,53
rbio3.9,1,reflect,3.874848370502558e-27,328.36213179240525,16480629.283480637,0.6442105263157895,352.78584398404564,932,raw,4.140226549771671e-14,,8.794431587007741,152514.81952386373,0.6090466087432338,3.1316846208110295e-06,1.0,23,1077.2274182233077,8.199941566534221,1530.6015777035764,"[4, 40, 79, 110, 141, 184, 237, 292, 332, 364, 395, 431, 486, 541, 597, 630, 668, 699, 758, 807, 838, 872, 918]","[883.5998246996026, 1317.2008180685216, 1417.4010518023842, 8.199941566534221, 1123.6018698709056, 1190.0014608366446, 1288.8015192701105, 1312.2016945705082, 553.3998831330684, 1290.2008180685211, 189.80005843346575, 1530.6015777035764, 1344.0014608366448, 1300.8026879394265, 1221.6024542055634, 904.7997662661367, 1309.6033307075504, 1161.2011102358501, 1484.402804806358, 1398.3992987984107, 212.80005843346578, 1408.8061939473744, 924.8009349354527]","[0, 26, 61, 109, 109, 159, 211, 263, 322, 350, 394, 404, 461, 495, 555, 611, 611, 680, 710, 766, 837, 766, 902]","[7, 61, 404, 111, 159, 190, 263, 404, 334, 404, 397, 877, 710, 710, 611, 634, 710, 710, 877, 819, 841, 877, 930]",0.05,30,132009745.2568169,954.5299582943569,-954.5299582943569,DWT,mdp.39015056038394,0.0,0.0,586.4700417056431,0.0,64.0,0.0,53.5,22.06075155664098,547.7693808639233,33.170298682797615,586.4700417056431,0.0,82.0,330840737.74318314,0.0,0.0,0.0,0.0,2.615173517374347e-14,1.8932343275621245e-27,0.9828850171265345,0.9927522825436841,0.02042065329376829,0.4772030075187967,0.04122557453699548,,0.0,0.0,5.67207432704899e-09,0.9999999932639986,0.9999999943279333,0.0,0.9999999957525013,1.0,0.999999994711386,0.999999994711386,1.7999999926055936,0.9999999935624679,274,1.3036889110169714,0.787198443890002,200,0,0,0.599999997843928,0.9999999946298904,234,0,0,0.3592123621456865,0.7126676212937232,233,30.280631873636104,0.9682592957299412,235.25,232.3557090315961,0.8608330021626645,54,rbio,369.24444444444447,362.0,251.74882254290947,135,0.39045940547526736,1.0,0.42667841616731284,3,41.25,54
rbio3.9,1,zero,3.877448564387578e-27,328.3592184625677,16222549.569920275,0.6442105263157895,344.0012491385853,932,raw,4.1371770101332163e-14,,8.770585821536425,149738.08555787912,0.6064076625164752,3.1316846208110295e-06,1.0,23,1077.2274182233077,8.199941566534221,1530.6015777035764,"[4, 40, 79, 110, 141, 184, 237, 292, 332, 364, 395, 431, 486, 541, 597, 630, 668, 699, 758, 807, 838, 872, 918]","[883.5998246996026, 1317.2008180685216, 1417.4010518023842, 8.199941566534221, 1123.6018698709056, 1190.0014608366446, 1288.8015192701105, 1312.2016945705082, 553.3998831330684, 1290.2008180685211, 189.80005843346575, 1530.6015777035764, 1344.0014608366448, 1300.8026879394265, 1221.6024542055634, 904.7997662661367, 1309.6033307075504, 1161.2011102358501, 1484.402804806358, 1398.3992987984107, 212.80005843346578, 1408.8061939473744, 924.8009349354527]","[0, 26, 61, 109, 109, 159, 211, 263, 322, 350, 394, 404, 461, 495, 555, 611, 611, 680, 710, 766, 837, 766, 902]","[7, 61, 404, 111, 159, 190, 263, 404, 334, 404, 397, 877, 710, 710, 611, 634, 710, 710, 877, 819, 841, 877, 930]",0.05,30,132009745.2568169,954.5299582943569,-954.5299582943569,DWT,mdp.39015056038394,0.0,0.0,586.4700417056431,0.0,64.0,0.0,53.5,22.06075155664098,547.7693808639233,33.170298682797615,586.4700417056431,0.0,82.0,330840737.74318314,0.0,0.0,0.0,0.0,2.611822878658942e-14,1.8951740702515124e-27,0.9828742274679069,0.9843780385772374,0.018159829495056946,0.4772030075187967,0.036576990942919385,,0.0,0.0,5.67207432704899e-09,0.9999999932639986,0.9999999943279333,0.0,0.9999999957525013,1.0,0.999999994711386,0.999999994711386,1.7999999926055936,0.9999999935624679,271,1.2965054699015854,0.7828609108941924,222,0,0,0.599999997843928,0.9999999946298904,235,0,0,0.35702744200027764,0.708332798757427,254,21.486429825977762,0.9774775368700442,245.5,244.09788957650213,0.8600700053322967,55,rbio,369.24444444444447,362.0,251.74882254290947,135,0.39045940547526736,1.0,0.42667841616731284,3,42.0,55
rbio3.9,1,antireflect,3.885249146042639e-27,328.350490180635,18236958.115958884,0.6431578947368422,355.10160997280326,932,raw,4.1402265497716726e-14,,8.681990845400252,166340.10543228986,0.6421515264713417,3.1316846208110295e-06,1.0,23,1077.2274182233077,8.199941566534221,1530.6015777035764,"[4, 40, 79, 110, 141, 184, 237, 292, 332, 364, 395, 431, 486, 541, 597, 630, 668, 699, 758, 807, 838, 872, 918]","[883.5998246996026, 1317.2008180685216, 1417.4010518023842, 8.199941566534221, 1123.6018698709056, 1190.0014608366446, 1288.8015192701105, 1312.2016945705082, 553.3998831330684, 1290.2008180685211, 189.80005843346575, 1530.6015777035764, 1344.0014608366448, 1300.8026879394265, 1221.6024542055634, 904.7997662661367, 1309.6033307075504, 1161.2011102358501, 1484.402804806358, 1398.3992987984107, 212.80005843346578, 1408.8061939473744, 924.8009349354527]","[0, 26, 61, 109, 109, 159, 211, 263, 322, 350, 394, 404, 461, 495, 555, 611, 611, 680, 710, 766, 837, 766, 902]","[7, 61, 404, 111, 159, 190, 263, 404, 334, 404, 397, 877, 710, 710, 611, 634, 710, 710, 877, 819, 841, 877, 930]",0.05,30,132009745.2568169,954.5299582943569,-954.5299582943569,DWT,mdp.39015056038394,0.0,0.0,586.4700417056431,0.0,64.0,0.0,53.5,22.06075155664098,547.7693808639233,33.170298682797615,586.4700417056431,0.0,82.0,330840737.74318314,0.0,0.0,0.0,0.0,2.6151735173743482e-14,1.9009932983196768e-27,0.9828419018516155,0.9532649277291797,0.03580640356468615,0.4631879699248126,0.06437075086451319,,0.0,0.0,5.67207432704899e-09,0.9999999932639986,0.9999999943279333,0.0,0.9999999957525013,1.0,0.999999994711386,0.999999994711386,1.7999999926055936,0.9999999935624679,273,1.2952642950736404,0.7821114599439718,226,0,0,0.599999997843928,0.9999999946298904,238,0,0,0.35706742199069047,0.7084121179782263,253,20.273134932713294,0.9787493344520825,247.5,246.27460002654274,0.8596576860939658,56,rbio,369.24444444444447,362.0,251.74882254290947,135,0.39045940547526736,1.0,0.42667841616731284,3,42.75,56
db34,1,smooth,1.4004462285004242e-26,322.78201453404233,97606078.83239453,0.6472945891783567,314.34175812969397,932,raw,8.355833907481399e-14,,6.14002073192487,576239.8062102831,0.957035855898465,3.1316846208110295e-06,1.0,23,1077.2274182233077,8.199941566533994,1530.6015777035764,"[4, 40, 79, 110, 141, 184, 237, 292, 332, 364, 395, 431, 486, 541, 597, 630, 668, 699, 758, 807, 838, 872, 918]","[883.5998246996023, 1317.2008180685211, 1417.4010518023842, 8.199941566533994, 1123.6018698709056, 1190.0014608366446, 1288.801519270111, 1312.2016945705072, 553.3998831330686, 1290.2008180685216, 189.8000584334657, 1530.6015777035764, 1344.001460836645, 1300.8026879394267, 1221.6024542055634, 904.7997662661369, 1309.6033307075504, 1161.2011102358501, 1484.402804806358, 1398.39929879841, 212.80005843346575, 1408.8061939473746, 924.8009349354529]","[0, 26, 61, 109, 109, 159, 211, 263, 322, 350, 394, 404, 461, 495, 555, 611, 611, 680, 710, 766, 837, 766, 902]","[7, 61, 404, 111, 159, 190, 263, 404, 334, 404, 397, 877, 710, 710, 611, 634, 710, 710, 877, 819, 841, 877, 930]",0.05,30,132009745.25681688,954.5299582943571,-954.5299582943571,DWT,mdp.39015056038394,0.0,0.0,586.4700417056429,0.0,64.0,0.0,53.5,22.06075155664098,547.7693808639233,33.17029868279762,586.4700417056429,0.0,82.0,330840737.74318314,0.0,0.0,2.2737367544323206e-13,0.0,7.24701271158364e-14,9.449918715667113e-27,0.9622187816925202,0.06056647729506459,0.7310938964212019,0.5182651016318348,0.7505917023835853,,1.4263471334187646e-13,0.0,5.67207432704899e-09,0.9999999932640127,0.9999999943279333,0.0,0.9999999957525013,1.0,0.999999994711289,0.999999994711289,1.7999999926056018,0.9999999935624725,236,1.480704177479835,0.8940844817528542,16,0,0,0.5999999978439244,0.9999999946298845,268,0,0,0.43181942277489715,0.8567180678837614,16,136.87950905814938,0.8565204307566568,134.0,30.082282996432816,0.8580296074118714,57,db,322.2514619883041,297.5,217.08509064750172,342,0.34076643847899624,0.8623082660515742,0.5027710132492303,1,43.0,57
db17,1,periodic,9.202801593293107e-27,324.60547832716264,15841456.119100755,0.6514522821576764,315.8428301626878,932,raw,6.515674980957843e-14,,8.636330823776426,141807.5980637575,0.8101343940039963,3.13168462081103e-06,1.0,23,1077.2274182233077,8.199941566534392,1530.6015777035764,"[4, 40, 79, 110, 141, 184, 237, 292, 332, 364, 395, 431, 486, 541, 597, 630, 668, 699, 758, 807, 838, 872, 918]","[883.5998246996026, 1317.2008180685211, 1417.401051802384, 8.199941566534392, 1123.6018698709054, 1190.0014608366446, 1288.8015192701105, 1312.2016945705082, 553.3998831330684, 1290.2008180685211, 189.80005843346572, 1530.6015777035764, 1344.0014608366446, 1300.8026879394265, 1221.6024542055632, 904.7997662661369, 1309.6033307075502, 1161.2011102358501, 1484.4028048063583, 1398.3992987984102, 212.8000584334659, 1408.8061939473741, 924.8009349354525]","[0, 26, 61, 109, 109, 159, 211, 263, 322, 350, 394, 404, 461, 495, 555, 611, 611, 680, 710, 766, 837, 766, 902]","[7, 61, 404, 111, 159, 190, 263, 404, 334, 404, 397, 877, 710, 710, 611, 634, 710, 710, 877, 819, 841, 877, 930]",0.05,30,132009745.25681688,954.5299582943571,-954.5299582943571,DWT,mdp.39015056038394,0.0,0.0,586.4700417056429,0.0,64.0,0.0,53.5,22.06075155664098,547.7693808639233,33.170298682797636,586.4700417056429,0.0,82.0,330840737.74318314,0.0,0.0,1.7053025658242404e-13,0.0,5.2251640154857926e-14,5.867883438479954e-27,0.9689720684621751,0.9372298727400201,0.014821383666596702,0.5736218138707767,0.02330040971122501,,1.0697603500640735e-13,0.0,5.67207432704899e-09,0.9999999932640409,0.9999999943279333,0.0,0.9999999957525013,1.0,0.999999994711289,0.999999994711289,1.7999999926055996,0.9999999935624713,251,1.2961777587134296,0.7826630310662813,223,0,0,0.5999999978439237,0.9999999946298832,280,0,0,0.35970650692154943,0.7136479911782265,228,26.03203155089258,0.9727127551877436,245.5,243.5199024970745,0.8576876144911465,58,db,322.2514619883041,297.5,217.08509064750172,342,0.34076643847899624,0.8623082660515742,0.5027710132492303,1,43.75,58
rbio3.9,1,symmetric,3.990123632738459e-27,328.2348153934897,16501030.226816958,0.6421052631578947,351.60989818263084,932,raw,4.204266882179234e-14,,8.789731405852386,152600.7222666813,0.6117756338215588,3.1316846208110295e-06,1.0,23,1077.2274182233077,8.199941566534221,1530.6015777035764,"[4, 40, 79, 110, 141, 184, 237, 292, 332, 364, 395, 431, 486, 541, 597, 630, 668, 699, 758, 807, 838, 872, 918]","[883.5998246996026, 1317.2008180685216, 1417.4010518023842, 8.199941566534221, 1123.6018698709056, 1190.0014608366446, 1288.8015192701105, 1312.2016945705082, 553.3998831330684, 1290.2008180685211, 189.80005843346575, 1530.6015777035764, 1344.0014608366448, 1300.8026879394265, 1221.6024542055634, 904.7997662661367, 1309.6033307075504, 1161.2011102358501, 1484.402804806358, 1398.3992987984107, 212.80005843346578, 1408.8061939473744, 924.8009349354527]","[0, 26, 61, 109, 109, 159, 211, 263, 322, 350, 394, 404, 461, 495, 555, 611, 611, 680, 710, 766, 837, 766, 902]","[7, 61, 404, 111, 159, 190, 263, 404, 334, 404, 397, 877, 710, 710, 611, 634, 710, 710, 877, 819, 841, 877, 930]",0.05,30,132009745.2568169,954.5299582943569,-954.5299582943569,DWT,mdp.39015056038394,0.0,0.0,586.4700417056431,0.0,64.0,0.0,53.5,22.06075155664098,547.7693808639233,33.170298682797615,586.4700417056431,0.0,82.0,330840737.74318314,0.0,0.0,0.0,0.0,2.6855369303978727e-14,1.9792295867916648e-27,0.9824134946561678,0.9911016555705728,0.020599369154750247,0.44917293233082695,0.0413693859664805,,0.0,0.0,5.67207432704899e-09,0.9999999932639986,0.9999999943279333,0.0,0.9999999957525013,1.0,0.999999994711386,0.999999994711386,1.7999999926055936,0.9999999935624679,268,1.2915155364752933,0.7798478701333964,240,0,0,0.599999997843928,0.9999999946298904,233,0,0,0.35495097681126075,0.7042131479243755,270,18.997806890972093,0.9800861562987714,252.75,251.67427653393096,0.8575745246902662,59,rbio,369.24444444444447,362.0,251.74882254290947,135,0.39045940547526736,1.0,0.42667841616731284,3,45.0,59
db17,1,antisymmetric,9.1089102172262e-27,324.6500147028902,15721737.474480126,0.6535269709543569,320.4924243175578,932,raw,6.426094754078216e-14,,8.645721470217955,140965.71091186663,0.8084060856552793,3.13168462081103e-06,1.0,23,1077.2274182233077,8.199941566534392,1530.6015777035764,"[4, 40, 79, 110, 141, 184, 237, 292, 332, 364, 395, 431, 486, 541, 597, 630, 668, 699, 758, 807, 838, 872, 918]","[883.5998246996026, 1317.2008180685211, 1417.401051802384, 8.199941566534392, 1123.6018698709054, 1190.0014608366446, 1288.8015192701105, 1312.2016945705082, 553.3998831330684, 1290.2008180685211, 189.80005843346572, 1530.6015777035764, 1344.0014608366446, 1300.8026879394265, 1221.6024542055632, 904.7997662661369, 1309.6033307075502, 1161.2011102358501, 1484.4028048063583, 1398.3992987984102, 212.8000584334659, 1408.8061939473741, 924.8009349354525]","[0, 26, 61, 109, 109, 159, 211, 263, 322, 350, 394, 404, 461, 495, 555, 611, 611, 680, 710, 766, 837, 766, 902]","[7, 61, 404, 111, 159, 190, 263, 404, 334, 404, 397, 877, 710, 710, 611, 634, 710, 710, 877, 819, 841, 877, 930]",0.05,30,132009745.25681688,954.5299582943571,-954.5299582943571,DWT,mdp.39015056038394,0.0,0.0,586.4700417056429,0.0,64.0,0.0,53.5,22.06075155664098,547.7693808639233,33.170298682797636,586.4700417056429,0.0,82.0,330840737.74318314,0.0,0.0,1.7053025658242404e-13,0.0,5.126739003220742e-14,5.7978405423053295e-27,0.9691370110939421,0.9405277146314288,0.013772627229394287,0.6012448132780084,0.02189099028167745,,1.0697603500640735e-13,0.0,5.67207432704899e-09,0.9999999932640409,0.9999999943279333,0.0,0.9999999957525013,1.0,0.999999994711289,0.999999994711289,1.7999999926055996,0.9999999935624713,250,1.3078866990106666,0.7897331683541683,191,0,0,0.5999999978439237,0.9999999946298832,282,0,0,0.36379616521635755,0.7217617627406957,187,46.36449791237544,0.9513998973664828,227.5,220.63737211405873,0.856465147844667,60,db,322.2514619883041,297.5,217.08509064750172,342,0.34076643847899624,0.8623082660515742,0.5027710132492303,1,45.25,60
db33,1,reflect,1.525349318016055e-26,322.4109857950668,16357565.153996564,0.6506024096385542,307.1272025018791,932,raw,8.89007513289329e-14,,8.666786674088923,142313.8402097478,0.8126920053044085,3.1316846208110295e-06,1.0,23,1077.2274182233077,8.199941566534108,1530.6015777035764,"[4, 40, 79, 110, 141, 184, 237, 292, 332, 364, 395, 431, 486, 541, 597, 630, 668, 699, 758, 807, 838, 872, 918]","[883.5998246996024, 1317.2008180685211, 1417.401051802384, 8.199941566534108, 1123.6018698709054, 1190.001460836645, 1288.801519270111, 1312.201694570508, 553.3998831330684, 1290.2008180685207, 189.8000584334658, 1530.6015777035764, 1344.0014608366446, 1300.802687939427, 1221.6024542055638, 904.7997662661367, 1309.6033307075506, 1161.2011102358501, 1484.4028048063578, 1398.3992987984102, 212.80005843346552, 1408.8061939473746, 924.8009349354528]","[0, 26, 61, 109, 109, 159, 211, 263, 322, 350, 394, 404, 461, 495, 555, 611, 611, 680, 710, 766, 837, 766, 902]","[7, 61, 404, 111, 159, 190, 263, 404, 334, 404, 397, 877, 710, 710, 611, 634, 710, 710, 877, 819, 841, 877, 930]",0.05,30,132009745.25681688,954.5299582943571,-954.5299582943571,DWT,mdp.39015056038394,0.0,0.0,586.4700417056429,0.0,64.0,0.0,53.5,22.06075155664098,547.7693808639233,33.17029868279765,586.4700417056429,0.0,82.0,330840737.74318314,0.0,0.0,1.1368683772161603e-13,0.0,7.83400273153881e-14,1.0381694827309054e-26,0.9608446587274584,0.9479254707081052,0.019342589819243347,0.5623063683304645,0.024147919398256185,,7.131735667093823e-14,0.0,5.67207432704899e-09,0.9999999932640691,0.9999999943279333,0.0,0.9999999957525013,1.0,0.999999994711289,0.999999994711289,1.7999999926055974,0.99999999356247,262,1.2947225405916611,0.7817843356725444,228,0,0,0.5999999978439229,0.999999994629882,287,0,0,0.35922385814051516,0.7126904290368643,232,27.69326031125022,0.9709714252502618,252.25,250.0402535039604,0.8532792136733489,61,db,322.2514619883041,297.5,217.08509064750172,342,0.34076643847899624,0.8623082660515742,0.5027710132492303,1,46.0,61
