amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
,,42371.184143585895,42207.32858803034,262643.52379212796,0.3693134784087475,,,78012.07798001112,77669.67798001113,69277.44170956989,,,uiug.30112087716855,False,,-91336.70249031161,90726.70249031161,802275115050.7557,802256911319.8757,,,[],[],73534.42971308765,72924.42971308765,11207.938574084139,11202.938574084139,"[0, 0]",0.0,-17.0,2,16.0,"[84, 125]",0.0,-12.5,"[11207.938574084139, 73534.42971308765]",42207.32858803034,81792.9682871718,42207.32858803034,"[101, 150]",0.0,-17.0,74,151,smoothed,1.3811369644819986e-05,,,,,0.0,0.0,91336.70249031161,90726.70249031161,0.028745173430362977,mexh,1239.0632801057648,1418987400.9229603,12.382670998563249,-41.50822173503983,0.6731698586003222,CWT,1.0,1.0,0.0,0.5583214590771755,1.0,1.0,0.5975736450983589,0.128714213825983,,0.14961737417459575,0.6438252968048626,0.6438252968048626,0.6438252968048626,,1.0,0.5568585773718553,1.0,,,,,0.5,,0.9999999999999999,0.3333333333333333,0.3333333333333333,0.5328805109279289,0.5328805109279289,0.47619047619047633,2.977814234338616,1.0,1,2.069675873108325,1.0,1,0.0,0.5961835719052888,0.7926892901200238,2,0,0.6605761647501898,1.0,1,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,1.0,1.0,,1,0.16666666666666666,,,2,1.25
,,25424.792571251564,25260.93701569601,156338.49937971987,0.6083877003332026,,,43013.10712969801,42670.70712969801,43616.21666869013,,,uiug.30112087716855,False,,-78456.20946171388,77846.20946171388,327419225131.7837,327401021400.9037,,,[],[],71939.88145046664,71329.88145046664,2864.534602453634,2859.534602453634,"[0, 51, 51, 0]",0.0,-16.0,4,14.0,"[25, 58, 84, 128]",0.0,-11.5,"[15873.548671867662, 2864.534602453634, 11021.205560218332, 71939.88145046664]",25260.93701569601,98749.77028500626,25260.93701569601,"[51, 69, 100, 150]",0.0,-16.0,74,151,smoothed,8.420981467228618e-06,,,,,0.0,0.0,78456.20946171388,77846.20946171388,0.032865073638706124,gaus2,807.1582526944034,615186752.0576155,12.394398141168018,-37.592822583090296,0.6320028637909433,CWT,0.5455963638427976,0.4466575786337301,0.3018976275287673,0.6015675261344406,0.38334640969986544,0.5660377358490568,0.9999999999999998,0.03254223595958804,,0.0,0.2725761909617825,0.2725761909617825,0.27257619096178254,,0.5473916609432413,0.7630509492352266,0.9644550010185464,,,,,0.0,,0.3763078129772349,1.0,1.0,0.40384494715309643,0.40384494715309643,0.5714285714285716,2.0467449770996824,0.68733131620424,3,1.6107037159008295,0.7782395962715688,4,0.0,0.4891466044853116,0.650372289586804,3,0,0.4847056847060307,0.7337619953171213,2,0.816496580927726,0.9183503419072274,3.0,2.823529411764706,0.8091751709536137,2,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,1.75
,,30296.33328476479,30132.477729209237,149988.000995805,0.5097890681326981,,,12546.159956225378,12203.759956225378,18986.930203349715,,,uiug.30112087716855,False,,-59633.212213265906,59023.212213265906,101470572531.16666,101452368800.28665,,,[],[],61106.807281587884,60496.807281587884,3507.2912897205033,3502.2912897205033,"[0, 51, 71, 0]",0.0,-16.0,4,14.0,"[20, 57, 85, 129]",0.0,-7.0,"[47681.90769692953, 3507.2912897205033, 8889.326870821244, 61106.807281587884]",30132.477729209237,118235.93313905917,30132.477729209233,"[100, 71, 100, 150]",0.0,-16.0,74,151,smoothed,6.35449772212775e-06,,,,,0.0,0.0,59633.212213265906,59023.212213265906,0.02381017359489432,gaus4,478.20180793477095,200165688.84799215,12.456732288137164,-32.482931456387874,0.6686056917844997,CWT,0.10946608136488964,0.2345257095446472,0.6958967954842603,0.8314365394684124,0.06495374724100911,0.9518867924528296,0.8340319260046586,0.026797070165268798,,0.01152617901626515,0.3792983286068541,0.3792983286068541,0.37929832860685403,,0.15339166547788619,1.0,0.7229686695444105,,,,,0.0,,0.0795390199874872,1.0,1.0,0.21527793683035373,0.21527793683035373,1.0000000000000002,1.8088872016880817,0.607454682978182,4,1.6940170733672308,0.8184938981885534,2,0.0,0.4668483138219515,0.6207243471915767,4,0,0.468624332715747,0.709417562610614,3,0.9574271077563381,0.9042572892243662,3.25,3.0,0.7896286446121832,3,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,2.5
,,29222.71219522636,29058.856639670805,182762.1977963456,0.4614397174286953,,,5775.476296429242,5433.076296429243,20273.483523459523,,,uiug.30112087716855,False,,-54758.147108123776,54148.147108123776,91092211144.77705,91074007413.89705,,,[],[],56997.61980966921,56387.61980966921,4074.7591314198953,4069.7591314198953,"[0, 51, 71, 100]",0.0,-16.0,4,14.0,"[19, 57, 84, 130]",0.0,-7.0,"[47463.36821081994, 4074.7591314198953, 8355.101628996388, 56997.61980966921]",29058.856639670805,113941.44878090544,29058.8566396708,"[100, 100, 100, 150]",0.0,-16.0,74,151,smoothed,5.227757055662443e-06,,,,,0.0,0.0,54758.147108123776,54148.147108123776,0.02510486885051261,gaus6,462.34651720352997,186529766.76345757,12.470350888347898,-32.03564964661781,0.6607302666905316,CWT,0.13224809998780007,0.11886179294108457,0.7303845480647654,0.8816577159125323,0.05449264557064981,0.8688679245283017,0.7526469368199142,0.05644721461246355,,0.0217022472843579,0.35577822594640834,0.35577822594640834,0.3557782259464083,,0.06583286557358412,0.947779662942874,0.6313683913164783,,,,,0.0,,0.06590772036962952,1.0,1.0,0.16643999461149822,0.16643999461149822,1.0000000000000002,1.6487313954829572,0.5536716751739038,5,1.6528237078433874,0.7985906050888578,3,0.0,0.4380575396106534,0.5824439593260999,6,0,0.44945085980468896,0.6803921845630896,5,1.2583057392117916,0.8741694260788209,4.75,4.444444444444445,0.6995847130394104,4,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,3.25
,,28591.514557580944,28427.65900202539,185739.1886469163,0.48347965942505877,,,2179.5781276252555,1837.1781276252555,18538.94355343088,,,uiug.30112087716855,False,,-50286.53674127671,49676.53674127671,76462953776.16716,76444750045.28716,,,[],[],54510.01704416654,53900.01704416654,6175.371792766724,6170.371792766724,"[0, 51, 71, 100]",0.0,-16.0,4,14.0,"[18, 57, 84, 130]",0.0,-7.0,"[45675.240219968466, 6175.371792766724, 8005.429173422038, 54510.01704416654]",28427.65900202539,111416.65823032378,28427.659002025386,"[100, 71, 100, 150]",0.0,-16.0,74,151,smoothed,4.565631927074069e-06,,,,,0.0,0.0,50286.53674127671,49676.53674127671,0.028434324346842656,gaus8,431.48372248078454,181241589.3746337,12.419437118500461,-31.27625985612606,0.6459638446393413,CWT,0.10153322693768636,0.050892305432996165,0.788937448349498,0.6939035136173408,0.05043570237513801,0.713207547169811,0.7897460997846392,0.05914043724960663,,0.059371303177764706,0.3419504114771215,0.3419504114771215,0.34195041147712146,,0.019330541132091206,0.9170785583272074,0.5759157970997869,,,,,0.0,,0.04669314660851619,1.0,1.0,0.12164382389144675,0.12164382389144675,1.0000000000000002,1.5537333124231183,0.5217697244194309,6,1.516097370398766,0.7325288901985547,5,0.0,0.42053773061140187,0.5591495151094094,7,0,0.40597453511458953,0.6145764209765531,6,0.816496580927726,0.9183503419072274,6.0,5.91549295774648,0.6591751709536138,5,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,4.0
,,34476.51038713157,34312.654831576016,120367.48926984922,0.5767386678223221,,,2196.6479520970024,1854.2479520970023,12805.127231870205,,,uiug.30112087716855,False,,-38143.896528227546,37533.896528227546,40912539409.513115,40894335678.63312,,,[],[],45808.48414700388,45198.48414700388,19900.548299276834,19895.548299276834,"[0, 50, 101]",0.0,-16.5,3,15.0,"[17, 80, 130]",0.0,-12.0,"[37720.498715114016, 19900.548299276834, 45808.48414700388]",34312.654831576016,100480.13116139473,34312.65483157602,"[101, 101, 150]",0.0,-16.5,74,151,smoothed,4.069864259634007e-06,,,,,0.0,0.0,38143.896528227546,37533.896528227546,0.03593675799879129,morl,320.5309763151065,115499248.88913716,12.323678367629176,-28.538927527597128,0.6411311974225882,CWT,0.0,0.0,1.0,0.3407749211658978,0.0,0.6622641509433964,0.9467261476917332,0.0,,0.3054968504926677,0.47087457980435987,0.47087457980435987,0.4708745798043601,,0.019551288905938352,0.7840918986623465,0.3819448868318652,,,,,0.25,,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.523809523809524,1.4463254522670375,0.4857003622283617,7,1.4139835800370006,0.6831908311872146,7,0.0,0.3579179658177683,0.4758898963595759,8,0,0.3687206524751284,0.5581803766936816,7,0.5,0.95,7.25,7.225806451612903,0.6125,6,morl,6.0,6.0,,1,1.0,,,3,5.25
,,,,1225731.3049136354,0.21575274102556855,,,0.0,342.4,57236.83080560959,,,uiug.30112087716855,False,,-137965.16015345757,137355.16015345757,742300018068.1952,742281814337.3152,,,[],[],,,,,[],,,0,18.0,[],,,[],,,,[],,,74,151,smoothed,9.465273950582813e-06,,,,,0.0,0.0,137965.16015345757,137355.16015345757,0.031915939421977985,gaus1,822.9091610090819,1125000021.0289013,12.278856376699892,-41.21013495474975,0.5783067836047968,CWT,0.7867873662462512,0.5538578974820123,0.022984040266356365,0.1754853113525378,0.7744610264118225,0.0,0.339089533747165,0.9999999999999999,,,,,,,0.0,,,,,,,1.0,,0.9212266285454761,,,1.0,1.0,,1.260613314272738,0.42333510926772944,9,1.426592985659339,0.6892832854628693,6,0.6428571428571429,0.7521024685662382,1.0,1,0,0.4565831469382682,0.6911892546273363,4,3.366501646120693,0.6633498353879307,5.0,2.618181818181818,0.5816749176939653,7,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,5.5
,,33218.76824805938,33054.91269250382,209684.1958951394,0.014305779473699454,,,0.0,342.4,19642.282717134312,,,uiug.30112087716855,False,,-54751.070180885436,54141.070180885436,89840637854.6644,89822434123.7844,,,[],[],62247.9133707654,61637.9133707654,4189.623125353358,4184.623125353358,"[3, 77]",0.0,-17.0,2,16.0,"[45, 87]",0.0,-17.0,"[62247.9133707654, 4189.623125353358]",33054.91269250382,63488.13649611876,33054.91269250382,"[117, 117]",0.0,-17.0,74,151,smoothed,4.1058331114144025e-06,,,,,0.0,0.0,54751.070180885436,54141.070180885436,0.025470977338374157,gaus7,467.39136002448583,187558655.4492973,12.5024420572357,-32.04197832799973,0.6494540898514408,CWT,0.1210709273827271,0.003692329918032311,0.729896573832653,1.0,0.05528198046735322,0.7499999999999997,0.0,0.08080299477984118,,0.02376203597707451,0.4433208883580932,0.4433208883580932,0.4433208883580932,,0.0,0.33427434928219063,0.74840572637634,,,,,0.5,,0.06426386062375412,0.3333333333333333,0.3333333333333333,0.16636909862219368,0.16636909862219368,0.04761904761904773,1.3223274940959022,0.44405976667298597,8,1.3353291096354325,0.6451875518218125,8,0.0,0.2891208963474102,0.38441689587666483,9,0,0.3425931007975758,0.518627705750077,9,0.5773502691896257,0.9422649730810374,8.5,8.470588235294118,0.5461324865405187,8,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,6.25
,,58629.475122624666,58465.61956706911,211551.92838094052,0.056363381553933584,,,0.0,342.4,20660.942313292944,,,uiug.30112087716855,False,,-62535.25964911526,61925.25964911526,101409198349.89307,101390994619.01306,,,[],[],58629.475122624666,58019.475122624666,58629.475122624666,58624.475122624666,[3],0.0,-17.5,1,17.0,[45],0.0,-17.5,[58629.475122624666],58465.61956706911,55680.075122624665,58465.61956706911,[107],0.0,-17.5,74,151,smoothed,4.6237623685133295e-06,,,,,0.0,0.0,62535.25964911526,61925.25964911526,0.022571763557450008,gaus5,464.27443020929377,189946093.8443173,12.47024994567952,-32.567746376929,0.6533918023984249,CWT,0.1391091396568298,0.05685960095260445,0.6893571242280979,0.881285470639087,0.05711355706534138,0.7915094339622636,0.07079428039046576,0.08249269409817224,,1.0,1.0,1.0,1.0,,0.0,0.23932940067330044,0.6677450233674502,,,,,0.75,,0.07945840901022462,0.0,0.0,0.24435037420947597,0.24435037420947597,0.0,2.0910065662092783,0.702195100720814,2,1.319522973952264,0.6375505416558535,9,0.0,0.44465954153356635,0.5912220210914051,5,0,0.34606516262410775,0.5238838170235514,8,3.1622776601683795,0.683772233983162,6.0,4.27299703264095,0.541886116991581,9,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,7.0
,,12982.519195686362,12818.663640130806,326910.0904581464,0.15735760070775473,,,0.0,342.4,21182.78200319155,,,uiug.30112087716855,False,,-81889.26533612375,81279.26533612375,151989343053.0552,151971139322.1752,,,[],[],28674.440732555995,28064.440732555995,3195.450762351752,3190.450762351752,"[3, 55, 76]",0.0,-16.5,3,15.0,"[46, 60, 94]",0.0,-16.5,"[28674.440732555995, 3195.450762351752, 7077.666092151336]",12818.663640130806,35998.15758705908,12818.663640130806,"[106, 106, 106]",0.0,-16.5,74,151,smoothed,5.718419592037117e-06,,,,,0.0,0.0,81889.26533612375,81279.26533612375,0.03927595340469803,gaus3,476.8377838312539,300492761.693711,12.23126959225199,-34.324266766507684,0.6458743511723645,CWT,0.1483497683564854,0.1692300386047199,0.5539202714986204,0.0,0.14192189818981463,0.7122641509433967,0.24079477292810286,0.18685486015118258,,0.005934125578030892,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.25,,0.14589212445856015,0.6666666666666666,0.6666666666666666,0.4382369769644898,0.4382369769644898,0.09523809523809534,0.5024020430694376,0.1687150384587449,10,0.9545525676915141,0.4612087235949306,10,0.0,0.19334797375264284,0.2570766376039551,10,0,0.26916697008404034,0.40747302801310015,10,0.0,1.0,10.0,10.0,0.5,10,gaus,6.0,6.0,2.9277002188455996,8,1.0,1.0,0.0,1,7.75
