signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,stft_amplitude_max_diff,stft_frequency_max_diff,avg_prominence_diff,fft_variance_magnitude_diff,stft_noverlap_diff,prominence_max_diff,stft_spectral_magnitude_diff,upper_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_num_peaks_diff,fft_peak_amplitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,stft_window_diff,stft_nperseg_diff,prominence_threshold_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_dominant_frequency_diff,relative_num_peaks_diff,max_autocorrelation_diff,stft_variance_magnitude_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,fft_snr_threshold_diff,stft_stationarity_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,stft_dynamic_cutoff_percentile_diff,lower_envelope_diff,fft_stationarity_threshold_diff,stft_dynamic_cutoff_diff,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,fft_dynamic_cutoff_diff,prominence_min_diff,fft_spectral_centroid_diff,stft_peak_amplitude_diff,fft_spectral_bandwidth_diff,stft_spectral_bandwidth_diff,fft_spectral_magnitude_diff,distance_factor_diff,stft_snr_threshold_diff,stft_spectral_centroid_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
smoothed,gaus2,21.532343755250476,0.6984508547008547,1480.0339111772416,-40.21235407968086,195,96,83864.99570856639,-433297.70590260194,False,"[30, 85, 132, 168]","[130536.45533487533, 12767.092280043129, 119440.62272572426, 18212.279248752893]",4,13.427447545282584,457511.34508434543,0.018239937462337263,3.300784832351243e-06,0.6078855435199355,4,70239.11239734889,12767.092280043129,130536.45533487533,"[30, 85, 132, 168]","[130536.45533487533, 12767.092280043129, 119440.62272572426, 18212.279248752893]","[0, 70, 96, 152]","[194, 96, 194, 194]",0.05,10,1687091148119.3818,143983.46287456187,-143983.46287456187,0.49230769230769234,16437632.496503778,0.015787747362393998,0.044859150244303994,30284646.92232728,2991071959441.6616,16.0,4380059.849106709,0.010256410256410256,"[0.0, 0.005128205128205128, 0.010256410256410256, 0.015384615384615385, 0.020512820512820513, 0.02564102564102564, 0.03076923076923077, 0.035897435897435895, 0.041025641025641026, 0.046153846153846156, 0.05128205128205128, 0.05641025641025641, 0.06153846153846154, 0.06666666666666667, 0.07179487179487179, 0.07692307692307693, 0.08205128205128205, 0.08717948717948718, 0.09230769230769231, 0.09743589743589744, 0.10256410256410256, 0.1076923076923077, 0.11282051282051282, 0.11794871794871795, 0.12307692307692308, 0.1282051282051282, 0.13333333333333333, 0.13846153846153847, 0.14358974358974358, 0.14871794871794872, 0.15384615384615385, 0.15897435897435896, 0.1641025641025641, 0.16923076923076924, 0.17435897435897435, 0.1794871794871795, 0.18461538461538463, 0.18974358974358974, 0.19487179487179487, 0.2, 0.20512820512820512, 0.21025641025641026, 0.2153846153846154, 0.2205128205128205, 0.22564102564102564, 0.23076923076923078, 0.2358974358974359, 0.24102564102564103]","[16437632.496503778, 1897112.8963276274, 4380059.849106709, 1132061.0157646427, 1874019.939265756, 897750.6788801082, 605366.4528190149, 122468.8705107868, 579685.6904069674, 246213.03011255452, 315353.387325255, 161744.850051119, 214500.39986330597, 116164.76075676999, 54290.29838271463, 101900.33201215604, 67894.51118701258, 85069.14373259668, 36818.8402055736, 44463.654769823625, 42183.19089254128, 42377.08361659985, 47662.88268740577, 39528.432463893034, 43176.1464222318, 16835.29784847303, 27158.478040754253, 22577.229760056052, 16693.85848566637, 6215.706503546986, 21719.472507611124, 25483.66292798575, 12418.384552469966, 23475.87825235871, 22932.727919720957, 19463.156777197953, 15133.151674887325, 20935.963750052786, 15721.5764071102, 10991.97025868596, 8187.486262184935, 13046.732534041275, 9494.418398769929, 12004.570196488326, 15142.673960643104, 11893.882126080644, 11923.351623079723, 12719.16917947256]",3.0,0.7,31397.098138738824,15.0,0.5,274258869248.78912,0.03399013876167062,0.05447620436054608,388542357380.6769,1.1230102731817243e+20,"[0.015625, 0.015625, 0.015625, 0.015625, 0.03125]",1.0,274258869248.78912,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[7.97236674378608e-21, 274258869248.78912, 49927424539.23958, 20821318821.040997, 11450066326.102644, 6393064215.138729, 4171591458.3990197, 3155955312.197352, 2378909665.943844, 1947283530.8505912, 1682345048.1514835, 1318652792.9933734, 1115798172.2545137, 981545449.7683375, 868259393.5819956, 764893176.5087591]",3.0,0.3,boxcar,64.0,32.0,31397.098138738824,15.0,CWT,uva.x030718200,274253566438.3405,0.0,69957.33967007617,2990997264597.1304,0.0,129633.122001542,388523713732.71497,143080.12954122853,0.0,-20.0,2.0,4367067.958746648,0.0,-15.5,,0.0,0.0,0.0,-20.0,0.0,18.0,,1.1230102722756041e+20,16353674.163170444,0.010256410256410256,0.0,0.2,69957.33967007617,274757.44958939555,69957.33967007618,0.0,143080.12954122853,0.0,31244.36480540549,0.0,1.0,0.0,31244.36480540549,12764.758946709795,0.06859272704486974,274253566438.3405,0.07408170440065763,0.01806022952772275,30024476.01990867,20.0,0.0,0.014195520341847512,0.5173654087168305,0.03952206935653495,0.2768016423501032,0.6441491522885362,0.9060029053913083,0.4937388193202143,0.8463857172275652,0.07643521025625759,0.2854399693847504,1.0,1.0,1.0,1.0,0.9999999999999999,0.6155228650515097,1.0,,0.0,0.21951219512195125,0.4486239673906806,0.4486239673906806,0.0,2.6091622389942217,1.0,1,1.7890231441475086,0.7441455674060061,5,0,0,0.6443569162462351,1.0,1,0,0.0,0.4539823215880111,0.7305517618472155,5,2.309401076758503,0.8350427802315354,3.0,1.6666666666666665,0.8103785329729105,1,gaus,0.5769230769230769,1.0,0.29615384615384616,1,1.0,0.5169845806923595,0.04575501154015811,0.2719686943103732,0.6392589604935336,0.9087676371208452,0.4866008462623409,0.8497644967960848,0.07643521025625759,0.2696864291600393,1.0,1.0,1.0,1.0,0.835321598726324,0.6065179538006316,0.8235294117647058,,0.0,0.2830188679245283,0.44819502005323725,0.44819502005323725,0.13636363636363638,2.485184163055835,1.0,1,1.7790111860530577,0.7465371000980408,9,5.656854249492381,0.7979694910895578,5.0,1.7999999999999998,0.8096990312590646,1,13.6875,14.0,8.776626155116023,16,0.5165094339622641,1.0,0.3384433962264151,5,2.0
raw,gaus2,21.534240038887216,0.7006410256410256,1485.626999765639,-39.94503403803742,195,96,83908.00060102229,-426038.1200258029,False,"[31, 75, 84, 131, 153, 168]","[129278.12805552623, 552.603373187063, 13462.769058976137, 120047.84526448831, 197.7832870465645, 19122.681737804553]",6,13.432962537279456,460501.2687888055,0.018220157999234786,8.296040968684328e-07,0.4709408469174731,6,47110.30179617149,197.7832870465645,129278.12805552623,"[31, 75, 84, 131, 153, 168]","[129278.12805552623, 552.603373187063, 13462.769058976137, 120047.84526448831, 197.7832870465645, 19122.681737804553]","[0, 70, 70, 95, 151, 151]","[194, 76, 95, 194, 155, 194]",0.05,20,1688688272274.7717,144523.0755709021,-144523.0755709021,0.49230769230769234,16446237.117199348,0.01658019214498216,0.047603776645649624,30413940.968996406,2993301757955.7656,16.0,4357986.237388233,0.010256410256410256,"[0.0, 0.005128205128205128, 0.010256410256410256, 0.015384615384615385, 0.020512820512820513, 0.02564102564102564, 0.03076923076923077, 0.035897435897435895, 0.041025641025641026, 0.046153846153846156, 0.05128205128205128, 0.05641025641025641, 0.06153846153846154, 0.06666666666666667, 0.07179487179487179, 0.07692307692307693, 0.08205128205128205, 0.08717948717948718, 0.09230769230769231, 0.09743589743589744, 0.10256410256410256, 0.1076923076923077, 0.11282051282051282, 0.11794871794871795, 0.12307692307692308, 0.1282051282051282, 0.13333333333333333, 0.13846153846153847, 0.14358974358974358, 0.14871794871794872, 0.15384615384615385, 0.15897435897435896, 0.1641025641025641, 0.16923076923076924, 0.17435897435897435, 0.1794871794871795, 0.18461538461538463, 0.18974358974358974, 0.19487179487179487, 0.2, 0.20512820512820512, 0.21025641025641026, 0.2153846153846154, 0.2205128205128205, 0.22564102564102564, 0.23076923076923078, 0.2358974358974359, 0.24102564102564103]","[16446237.117199348, 1962490.866968298, 4357986.237388233, 1117895.3999313973, 1870230.7217108791, 894339.2037836836, 601038.1402814424, 134001.36705426534, 583061.1775895752, 244369.52686406035, 318998.09922323975, 160421.36716108173, 217655.89940786667, 115814.70371384197, 51093.0342898921, 102960.06469477012, 67200.28102002229, 86912.2921206517, 35679.215608538725, 43754.007486779345, 41463.37776768124, 42890.480509803034, 49326.44363451617, 40732.70235932352, 45863.412775652476, 13629.979912087401, 27044.078448339973, 21971.220710497102, 14174.213421661912, 11524.250259758535, 22330.24226355948, 27979.150738108052, 16225.331203843565, 26809.32892252312, 26289.07904892257, 21768.30983123882, 15290.492129312386, 27241.918784652942, 17194.743821870306, 8997.054040978825, 5856.675616042412, 14890.401950263835, 12816.637776087979, 12613.631616131475, 20773.102984700745, 13526.3853979332, 14679.815795066774, 17136.7754078947]",3.0,0.7,31550.90024723156,15.0,0.5,274383653367.25943,0.0339371247062834,0.05435138744282613,388355339270.08026,1.127236545082888e+20,"[0.015625, 0.015625, 0.015625, 0.015625, 0.03125]",1.0,274383653367.25943,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[2.796139304128313e-20, 274383653367.25943, 49629768034.06885, 20855061412.78714, 11504854062.057428, 6383819741.518673, 4135050914.6032505, 3147164443.682819, 2362521901.83004, 1950136733.6237867, 1732263132.5569947, 1318608787.47581, 1109836759.4322016, 987652853.0048249, 883919988.3255445, 767273400.72508]",3.0,0.3,boxcar,64.0,32.0,31550.90024723156,15.0,CWT,uva.x030718200,274378305964.02246,0.0,46569.941796171486,2993229706147.8447,0.0,128349.12805552623,388326073759.6802,143591.0755709021,0.0,-13.0,0.0,4345079.175668082,0.0,-13.0,,0.0,0.0,0.0,-4.0,0.0,19.0,,1.1272365441761955e+20,16362060.117199348,0.010256410256410256,0.0,0.0,46569.941796171486,269152.8107770289,46570.384685677534,0.0,143591.0755709021,0.0,31460.40024723156,0.0,1.0,0.0,31460.40024723156,196.7832870465645,0.1475527930086609,274378305964.02246,0.11081020035867331,0.10120971996200326,30020893.47638877,10.0,0.0,0.11074215259201728,0.5167392853882413,0.12837718432146178,0.27750170958329146,0.6432323317770081,0.9089925866965922,0.49697831496622785,0.8325232335366082,0.07701682968816595,0.28613911351108545,0.09235738174997621,0.6837636966529901,0.6837636966529901,0.6837382965582276,0.815681624704954,0.595146147824172,0.8823529411764707,,0.5178571428571429,0.37735849056603776,0.44705927357580033,0.44705927357580033,0.45454545454545453,2.0606963479011355,0.8056073607757223,3,1.8132114225805207,0.7518383153460236,5,0,0,0.5567236183700013,0.9250173987556415,3,0,0.0,0.4630556210520757,0.7434002606016069,5,1.1547005383792515,0.9175213901157677,4.0,3.75,0.815903552200741,1,gaus,0.6818181818181818,1.0,0.22272727272727275,1,1.0,0.5174072025813127,0.01134756831130381,0.2930342435805392,0.6495579390253821,0.9089925866965922,0.5010578279266568,0.6402241442782042,0.07773860049378431,0.32368891154047985,0.014750682744157292,0.6238905950586857,0.6238905950586857,0.6238616828221832,0.815681624704954,0.5989089449300997,0.8823529411764706,,0.5423728813559322,0.3773584905660377,0.45072550890996027,0.45072550890996027,0.45454545454545464,1.9893269596585008,0.800474664707497,6,1.7308060339727458,0.7263084839285932,10,2.8284271247461903,0.8989847455447789,8.0,7.5,0.8066352299152466,2,13.6875,14.0,8.776626155116023,16,0.5165094339622641,1.0,0.3384433962264151,5,2.75
raw,gaus4,20.794816217223183,0.6946581196581196,995.3072101250975,-36.54759325586758,195,96,56213.26035804083,,False,"[27, 76, 95, 133, 170, 180]","[113277.61647980104, 12097.071600451622, 65525.646155896335, 79403.50281085762, 45146.46702877343, 2334.4200995222636]",6,13.369935693422098,597939.0148599638,0.01956701157728782,8.1444775604053e-07,0.4404180845413675,6,43381.56166637343,529.3444743478103,113277.61647980104,"[27, 72, 84, 133, 170, 180]","[113277.61647980104, 529.3444743478103, 12097.071600451622, 86904.45031534442, 45146.46702877343, 2334.4200995222636]","[0, 71, 76, 95, 150, 178]","[95, 76, 95, 194, 194, 194]",0.05,20,772919217460.2551,117351.74739722014,-117351.74739722014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uva.x030718200,,,42841.20166637343,,,112348.61647980104,,116419.74739722014,0.0,-13.0,,,0.0,-13.0,,,0.0,0.0,-8.5,,19.0,,,,,,,42841.20166637343,246780.3699982406,42841.20166637343,,116419.74739722014,,,,,,,528.3444743478103,,,,,,10.0,,,0.24419814243744314,0.12598977274458023,0.5511114844150559,0.523408255334317,0.8212772936054175,0.45716317099182346,0.771792209845989,0.13723353223125492,,0.28440904409145884,0.6180445362851803,0.6180445362851803,0.6180044284928848,0.7372833245824696,0.49943681651862754,0.8823529411764707,,0.35714285714285715,0.37735849056603776,0.3115935513869137,0.3115935513869137,0.45454545454545453,1.901848656802294,0.7435075422741784,4,1.6605416049011348,0.6885346006777707,6,0,0,0.5058174610383707,0.8404348883649027,4,1,0.11111111111111112,0.4484661771451795,0.7199780281324767,6,1.1547005383792515,0.9175213901157677,5.0,4.800000000000001,0.7801892664864553,2,gaus,0.6818181818181818,1.0,0.22272727272727275,1,1.75,0.24524274018759729,0.011136539255797943,0.5607618548336153,0.5318583825826418,0.8212772936054175,0.4615655853314524,0.5935209820033267,0.13765150604037374,,0.040742969987800984,0.5639260689083037,0.5639260689083037,0.5638842883189286,0.7372833245824695,0.5040891563395653,0.8823529411764706,,0.3898305084745763,0.3773584905660377,0.3161579828450382,0.3161579828450382,0.45454545454545464,1.7874624197197742,0.719247469178249,11,1.5670339641772786,0.6575838311435737,12,0.7071067811865476,0.9747461863861947,11.5,11.478260869565217,0.7820159503359545,3,13.6875,14.0,8.776626155116023,16,0.5165094339622641,1.0,0.3384433962264151,5,3.5
smoothed,fbsp,18.63325057166724,0.7618589743589743,1494.3084458249216,-40.235663908744606,195,96,84346.1703827092,-423138.30913320027,True,"[4, 18, 117, 132, 152, 175, 189]","[6508.6362952981435, 57.97638357951655, 242.8990595152427, 51512.770496994795, 314.94470088978414, 292.8428165457444, 3633.596673339882]",7,13.60768749683478,974160.4783497915,0.015350082533281338,4.806863091497171e-07,0.36729279814396937,6,45122.19823854853,142.3885535061927,115069.49152522307,"[29, 72, 85, 132, 169, 179]","[115069.49152522307, 142.3885535061927, 14797.454641675968, 100258.62366394092, 38463.202526862005, 2002.0285200830258]","[0, 71, 71, 95, 151, 177]","[95, 73, 95, 194, 194, 194]",0.05,20,1695392759921.7168,149199.4869632206,-149199.4869632206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uva.x030718200,,,44840.425511275804,,,114166.15819188974,,148296.15362988727,0.0,-14.5,,,0.0,-14.5,,,0.0,0.0,-19.0,,16.0,,,,,,,44840.425511275804,264534.1894312912,44840.4255112758,,148296.15362988727,,,,,,,140.05522017285935,,,,,,10.0,,,0.5220975388558837,0.0,0.27493212240628173,0.9833133046319078,0.550981141806834,0.9184257602862249,0.46997324822344816,0.3016568222727525,0.3654280898050866,0.010303563281955891,0.5710161588149782,0.5710161588149782,0.5709507382988149,0.9563480073195935,0.5225040692332132,0.6000000000000001,,0.08695652173913043,0.2682926829268293,0.4744813423831319,0.4744813423831319,0.55,1.8317294814594702,0.7020374026896711,8,1.9109293265549099,0.7948525387353697,4,0,0,0.47136254876631306,0.7315239999475479,8,0,0.0,0.48742311425426876,0.7843649365859279,3,2.6299556396765835,0.8121460257373869,5.75,4.800000000000001,0.7007158700115506,4,fbsp,0.3076923076923077,,,4,4.0,0.5217132275529754,0.006489417387703483,0.2701318161264452,0.9758482778797282,0.5648582297604577,0.9051480959097314,0.4816313019366196,0.3016568222727525,0.3452599748617162,0.010303563281955894,0.5960770116811936,0.5960770116811936,0.5960383114991582,0.799496888046334,0.5148599945142764,0.7058823529411764,,0.03389830508474577,0.32075471698113206,0.47402767177416827,0.47402767177416827,0.3863636363636364,1.781429250088809,0.7168198142299145,12,1.9043716149704917,0.799142846371452,6,4.242640687119285,0.8484771183171684,9.0,8.0,0.7635242734442985,4,9.0,9.0,7.0710678118654755,2,0.33962264150943394,0.8056703893834702,0.5205630341283551,4,4.0
smoothed,gaus6,20.813163108674043,0.6634081196581196,928.3437130819153,-36.5036369989774,195,96,53161.83739914486,,False,"[27, 72, 96, 132, 171, 180]","[109184.43396842515, 14230.613141666989, 84328.21879914578, 65396.90349441505, 55372.51919053321, 3099.623377076219]",6,13.289760072518693,712997.7131027238,0.019077738591682762,2.0548590410171507e-06,0.5691795561318956,5,51611.700977718305,3099.623377076219,111383.57159282104,"[27, 84, 132, 171, 180]","[111383.57159282104, 14230.613141666989, 73972.1775864941, 55372.51919053321, 3099.623377076219]","[0, 72, 96, 149, 177]","[96, 96, 194, 194, 194]",0.05,20,717419266670.8403,110284.0027806231,-110284.0027806231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,uva.x030718200,,,51329.92825044558,,,110480.23825948771,,109380.66944728977,0.0,-10.5,,,0.0,-15.0,,,0.0,0.0,-19.5,,17.0,,,,,,,51329.92825044558,251859.50488859153,51329.928250445584,,109380.66944728977,,,,,,,3097.2900437428857,,,,,,10.0,,,0.21541406213158545,0.02206113133146906,0.5742521525792653,0.38505756584443424,0.8179323380396891,0.2590339892665472,0.7858293764484316,0.18780876717999478,,0.24213195552166872,0.6818534931638063,0.6818534931638063,0.6818049754652487,0.902228751003321,0.5003368334515707,0.8,,0.043478260869565216,0.24390243902439027,0.2815657709788252,0.2815657709788252,0.95,2.0389403458027306,0.781454029699855,4,1.510357654686527,0.6282344404595586,7,0,0,0.524226811968419,0.813565896091182,3,1,0.11111111111111112,0.4003681172971216,0.6442753815958039,8,2.3804761428476167,0.8299659897965987,5.5,4.6993006993007,0.718554423469728,2,gaus,0.5769230769230769,1.0,0.29615384615384616,1,1.75,0.21525549777775996,0.028407384829917698,0.5642257279108436,0.38213432152686255,0.8234537219456657,0.25528913963328603,0.7905401059064804,0.18780876717999478,,0.24213195552166872,0.7004393279488593,0.7004393279488593,0.7004106268031602,0.7550818091302015,0.49301705861201256,0.7647058823529411,,0.016949152542372885,0.3018867924528302,0.2812965546717272,0.2812965546717272,0.5681818181818183,1.8909967382836228,0.7609080913981092,7,1.5078835283529781,0.6327621801185578,13,4.242640687119285,0.8484771183171684,10.0,9.1,0.7456671305871556,5,13.6875,14.0,8.776626155116023,16,0.5165094339622641,1.0,0.3384433962264151,5,5.0
