wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,stft_amplitude_max_diff,stft_frequency_max_diff,avg_prominence_diff,fft_variance_magnitude_diff,stft_noverlap_diff,prominence_max_diff,stft_spectral_magnitude_diff,upper_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_num_peaks_diff,fft_peak_amplitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,stft_window_diff,stft_nperseg_diff,prominence_threshold_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_dominant_frequency_diff,relative_num_peaks_diff,max_autocorrelation_diff,stft_variance_magnitude_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,fft_snr_threshold_diff,stft_stationarity_threshold_diff,stft_dynamic_cutoff_percentile_diff,lower_envelope_diff,fft_stationarity_threshold_diff,stft_dynamic_cutoff_diff,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,fft_dynamic_cutoff_diff,prominence_min_diff,fft_spectral_centroid_diff,stft_peak_amplitude_diff,fft_spectral_bandwidth_diff,stft_spectral_bandwidth_diff,fft_spectral_magnitude_diff,distance_factor_diff,stft_snr_threshold_diff,stft_spectral_centroid_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
rbio3.1,1,periodization,1.7944120087805184e-26,316.1305240867485,8082734.290930061,0.6402439024390244,554.4495512291924,164,raw,1.0176535281568115e-13,-1.5024548272180069e-10,"[5, 11, 16, 21, 31, 39, 46, 54, 59, 65, 72, 83, 88, 96, 103, 114, 123, 131, 140, 151, 158]","[52.999999999999886, 394.9999999999999, 845.9999999999995, 472.99999999999994, 540.9999999999998, 408.99999999999994, 655.9999999999999, 394.99999999999983, 24.999999999999773, 436.9999999999999, 10.0, 357.99999999999994, 439.99999999999983, 403.9999999999998, 418.9999999999999, 783.9999999999998, 414.0, 405.0, 673.9999999999998, 508.99999999999983, 108.99999999999997]",21,6.413947311514881,97632.88732525283,0.5249132469911386,6.093660005669364e-06,1.0,0.49390243902439024,76551.0,0.14072826710230749,0.1520911691506154,285240.62109018094,71418719.87092322,15,16624.258962745447,0.012195121951219513,"[0.0, 0.006097560975609756, 0.012195121951219513, 0.01829268292682927, 0.024390243902439025, 0.03048780487804878, 0.03658536585365854, 0.042682926829268296, 0.04878048780487805, 0.054878048780487805, 0.06097560975609756, 0.06707317073170732, 0.07317073170731708, 0.07926829268292683, 0.08536585365853659, 0.09146341463414634, 0.0975609756097561, 0.10365853658536586, 0.10975609756097561, 0.11585365853658537, 0.12195121951219512, 0.12804878048780488, 0.13414634146341464, 0.1402439024390244, 0.14634146341463417, 0.1524390243902439, 0.15853658536585366, 0.16463414634146342, 0.17073170731707318, 0.17682926829268295, 0.18292682926829268, 0.18902439024390244, 0.1951219512195122, 0.20121951219512196, 0.20731707317073172, 0.21341463414634146, 0.21951219512195122, 0.22560975609756098, 0.23170731707317074, 0.2378048780487805, 0.24390243902439024]","[76551.0, 8153.952884068926, 16624.258962745447, 1608.8205680489114, 12217.132152507425, 5704.282827686531, 2175.1321016999505, 5764.804322450245, 2801.2974721891983, 4044.5641012509454, 614.5283865948244, 1871.356651743015, 2404.8256306651806, 2659.74922707328, 2263.2691814771874, 2693.880271383572, 764.2319507899228, 3541.286962659891, 3089.16494745082, 4647.847907850172, 1869.8575600461165, 2346.149710197526, 3660.7665412012784, 2687.508338732977, 1420.3644669048642, 1815.3532349284142, 1559.0059490124497, 2085.4585507272714, 4554.960068248175, 903.5587915915248, 1813.24627078228, 1572.340404504249, 1704.7134919952491, 765.0714684660646, 4557.425492250929, 1513.8133089236167, 1847.616898170228, 5070.076379540016, 2660.8795936527085, 1709.5443771489674, 2541.6793889736828]",3.0,0.3,82.84999999999998,15,0.5,5459007.23390388,0.12745934788645283,0.13841837013887506,17538189.546874993,100954205909.5729,"[0.03125, 0.015625, 0.015625, 0.015625]",5,5459007.23390388,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[1.4920956923457141e-24, 5459007.23390388, 3339719.1669869833, 592376.6898884557, 188998.8907155014, 356649.69525410316, 254365.91979484662, 488141.21137810644, 560380.627255742, 304635.2065162563, 261281.72698170313, 472561.3139301654, 164195.03907149401, 375353.20950562577, 450558.44300138636, 377543.1455592109]",3.0,0.3,boxcar,64,32,82.84999999999998,15,21,416.9523809523808,10.0,845.9999999999995,"[5, 11, 16, 21, 31, 39, 46, 54, 59, 65, 72, 83, 88, 96, 103, 114, 123, 131, 140, 151, 158]","[52.999999999999886, 394.9999999999999, 845.9999999999995, 472.99999999999994, 540.9999999999998, 408.99999999999994, 655.9999999999999, 394.99999999999983, 24.999999999999773, 436.9999999999999, 10.0, 357.99999999999994, 439.99999999999983, 403.9999999999998, 418.9999999999999, 783.9999999999998, 414.0, 405.0, 673.9999999999998, 508.99999999999983, 108.99999999999997]","[2, 10, 10, 18, 22, 33, 33, 53, 57, 57, 68, 68, 68, 90, 90, 68, 116, 116, 116, 146, 157]","[6, 14, 163, 163, 33, 41, 68, 68, 61, 68, 77, 85, 106, 98, 106, 163, 126, 138, 163, 163, 163]",0.05,30,47885334.99999999,857.9999999999998,-857.9999999999998,DWT,mdp.39015067403942,2.7939677238464355e-09,0.0,1.7053025658242404e-13,0.0,0.0,4.547473508864641e-13,7.450580596923828e-09,2.2737367544323206e-13,1.0,84.0,0.0,3.637978807091713e-12,1.0,84,,0.0,0.0,1.0,84,0.0,0.0,7.450580596923828e-09,7.62939453125e-05,0.0,0.0,1.7053025658242404e-13,3.637978807091713e-12,1.3669488821289548e-13,0.0,0.0,0.0,2.2737367544323206e-13,0.0,1.4210854715202004e-14,0.0,0.0,0.0,1.4210854715202004e-14,0.0,2.7755575615628914e-17,2.7939677238464355e-09,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,8.772443975311828e-14,8.88038101360453e-27,0.9687817489573731,0.9073807960611877,0.00023511066007786443,0.7866780487804879,0.0010763058575524464,0.9999999998341395,0.0,8.701580337136974e-15,8.701580337136974e-15,4.885465123563849e-15,1.455191522347312e-13,1.8340285553576684e-13,0.0,7.855317886364121e-14,1.0,1.0,1.0,1.0,1.5272325937803788e-13,1.5272325937803788e-13,1.0,1.0,0.8000000000002714,0.2970523913897477,451,1.750178744523955,0.8311926344401112,29,0,0,0.37500000000004596,0.5243770410059172,163,0,0.0,0.4580190012688633,0.8191107626972508,29,198.96063262196705,0.7832672847255261,168.0,51.73454183653659,0.8001303743889068,1,rbio,308.47407407407405,221.0,261.5283960390737,135,0.4141827042617733,1.0,0.41007210701675867,2,1.25
db26,1,reflect,2.793460364140973e-26,314.20832062076397,9347903.299308583,0.6121495327102804,397.9685319515495,164,raw,1.186259762506802e-13,-1.7435464183535073e-10,"[5, 11, 16, 21, 31, 39, 46, 54, 59, 65, 72, 83, 88, 96, 103, 114, 123, 131, 140, 151, 158]","[52.99999999999994, 394.9999999999998, 846.0000000000003, 472.99999999999994, 541.0000000000003, 409.0, 655.9999999999995, 395.0000000000002, 25.000000000000227, 437.0, 9.999999999999964, 358.0000000000001, 440.0000000000007, 403.9999999999998, 419.00000000000045, 784.0, 414.0000000000001, 405.0, 674.0000000000002, 508.99999999999994, 109.00000000000011]",21,6.529794306222531,71022.05981665844,0.8055491845732148,6.093660005669361e-06,1.0,0.49390243902439024,76551.0,0.1407282671023075,0.15209116915061544,285240.621090181,71418719.87092322,15,16624.25896274545,0.012195121951219513,"[0.0, 0.006097560975609756, 0.012195121951219513, 0.01829268292682927, 0.024390243902439025, 0.03048780487804878, 0.03658536585365854, 0.042682926829268296, 0.04878048780487805, 0.054878048780487805, 0.06097560975609756, 0.06707317073170732, 0.07317073170731708, 0.07926829268292683, 0.08536585365853659, 0.09146341463414634, 0.0975609756097561, 0.10365853658536586, 0.10975609756097561, 0.11585365853658537, 0.12195121951219512, 0.12804878048780488, 0.13414634146341464, 0.1402439024390244, 0.14634146341463417, 0.1524390243902439, 0.15853658536585366, 0.16463414634146342, 0.17073170731707318, 0.17682926829268295, 0.18292682926829268, 0.18902439024390244, 0.1951219512195122, 0.20121951219512196, 0.20731707317073172, 0.21341463414634146, 0.21951219512195122, 0.22560975609756098, 0.23170731707317074, 0.2378048780487805, 0.24390243902439024]","[76551.0, 8153.952884068929, 16624.25896274545, 1608.820568048916, 12217.132152507433, 5704.282827686529, 2175.132101699949, 5764.804322450246, 2801.2974721892, 4044.5641012509464, 614.5283865948237, 1871.3566517430156, 2404.825630665181, 2659.7492270732823, 2263.2691814771883, 2693.880271383575, 764.2319507899243, 3541.2869626598913, 3089.164947450818, 4647.847907850175, 1869.8575600461163, 2346.149710197525, 3660.766541201281, 2687.5083387329755, 1420.3644669048642, 1815.3532349284174, 1559.0059490124531, 2085.4585507272727, 4554.960068248176, 903.5587915915268, 1813.2462707822817, 1572.3404045042475, 1704.7134919952498, 765.071468466064, 4557.425492250931, 1513.8133089236176, 1847.616898170231, 5070.076379540019, 2660.8795936527094, 1709.544377148971, 2541.6793889736814]",3.0,0.3,82.85000000000002,15,0.5,5459007.233903883,0.1274593478864528,0.13841837013887506,17538189.546875004,100954205909.573,"[0.03125, 0.015625, 0.015625, 0.015625]",5,5459007.233903883,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[4.988630146872843e-25, 5459007.233903883, 3339719.166986984, 592376.6898884559, 188998.8907155015, 356649.6952541035, 254365.91979484668, 488141.2113781066, 560380.6272557422, 304635.2065162563, 261281.72698170377, 472561.31393016595, 164195.0390714939, 375353.209505626, 450558.4430013872, 377543.1455592112]",3.0,0.3,boxcar,64,32,82.85000000000002,15,21,416.952380952381,9.999999999999964,846.0000000000003,"[5, 11, 16, 21, 31, 39, 46, 54, 59, 65, 72, 83, 88, 96, 103, 114, 123, 131, 140, 151, 158]","[52.99999999999994, 394.9999999999998, 846.0000000000003, 472.99999999999994, 541.0000000000003, 409.0, 655.9999999999995, 395.0000000000002, 25.000000000000227, 437.0, 9.999999999999964, 358.0000000000001, 440.0000000000007, 403.9999999999998, 419.00000000000045, 784.0, 414.0000000000001, 405.0, 674.0000000000002, 508.99999999999994, 109.00000000000011]","[2, 10, 10, 18, 22, 33, 33, 53, 57, 57, 68, 68, 68, 90, 90, 68, 116, 116, 116, 146, 157]","[6, 14, 163, 163, 33, 41, 68, 68, 61, 68, 77, 85, 106, 98, 106, 163, 126, 138, 163, 163, 163]",0.05,30,47885335.0,858.0000000000003,-858.0000000000003,DWT,mdp.39015067403942,0.0,0.0,5.684341886080802e-14,0.0,0.0,3.410605131648481e-13,3.725290298461914e-09,3.410605131648481e-13,1.0,84.0,0.0,0.0,1.0,84,,0.0,0.0,1.0,84,0.0,0.0,0.0,1.52587890625e-05,0.0,0.0,5.684341886080802e-14,1.8189894035458565e-12,1.8846300181827415e-13,0.0,0.0,0.0,3.410605131648481e-13,0.0,2.842170943040401e-14,0.0,0.0,0.0,2.842170943040401e-14,3.552713678800501e-14,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,2.7755575615628914e-17,1.0712322289236489e-13,1.4666101591852717e-26,0.9616148565993199,0.948164647855521,0.0009852439347560601,0.5758803738317757,8.383560528065506e-05,0.999999999833824,6.554663838480219e-14,2.9005267790456578e-15,2.9005267790456578e-15,7.517423447173948e-15,7.27595761173656e-14,1.3755214165182513e-13,0.0,0.0,1.0,1.0,1.0,1.0,2.2908488906705683e-13,2.2908488906705683e-13,1.0,1.0,0.8000000000002203,0.2970523913897287,462,1.6819295435631147,0.798779811851237,72,0,0,0.37500000000004674,0.5243770410059183,157,0,0.0,0.435841119707573,0.7794483438230303,70,185.64908654053036,0.7977678795854789,190.25,108.96649286103269,0.795261935435441,2,db,413.44736842105266,424.5,222.2006078412463,342,0.5551284970594471,0.84962325776681,0.356523074728344,3,2.25
coif10,1,antisymmetric,3.594373524752972e-26,313.11351369004063,9332879.779660419,0.5945945945945946,338.8407713996523,164,raw,1.327068536361699e-13,-1.768764024134843e-10,"[5, 11, 16, 21, 31, 39, 46, 54, 59, 65, 72, 83, 88, 96, 103, 114, 123, 131, 140, 151, 158]","[53.00000000000006, 394.99999999999983, 845.9999999999995, 472.99999999999983, 541.0000000000003, 409.0000000000003, 656.0000000000001, 394.99999999999994, 24.999999999999886, 437.0000000000002, 9.999999999999979, 358.00000000000006, 440.0, 404.0000000000002, 419.00000000000045, 784.0000000000003, 414.0000000000001, 404.9999999999999, 674.0000000000006, 509.0, 108.99999999999991]",21,6.531158437213442,215649.27314173925,0.9370585919412083,6.093660005669358e-06,1.0,0.49390243902439024,76551.0,0.1407282671023075,0.15209116915061538,285240.62109018106,71418719.87092322,15,16624.25896274545,0.012195121951219513,"[0.0, 0.006097560975609756, 0.012195121951219513, 0.01829268292682927, 0.024390243902439025, 0.03048780487804878, 0.03658536585365854, 0.042682926829268296, 0.04878048780487805, 0.054878048780487805, 0.06097560975609756, 0.06707317073170732, 0.07317073170731708, 0.07926829268292683, 0.08536585365853659, 0.09146341463414634, 0.0975609756097561, 0.10365853658536586, 0.10975609756097561, 0.11585365853658537, 0.12195121951219512, 0.12804878048780488, 0.13414634146341464, 0.1402439024390244, 0.14634146341463417, 0.1524390243902439, 0.15853658536585366, 0.16463414634146342, 0.17073170731707318, 0.17682926829268295, 0.18292682926829268, 0.18902439024390244, 0.1951219512195122, 0.20121951219512196, 0.20731707317073172, 0.21341463414634146, 0.21951219512195122, 0.22560975609756098, 0.23170731707317074, 0.2378048780487805, 0.24390243902439024]","[76551.0, 8153.95288406893, 16624.25896274545, 1608.8205680489168, 12217.132152507427, 5704.282827686528, 2175.1321016999527, 5764.804322450243, 2801.2974721891974, 4044.5641012509504, 614.5283865948239, 1871.3566517430188, 2404.825630665185, 2659.749227073281, 2263.269181477186, 2693.8802713835776, 764.2319507899197, 3541.2869626598945, 3089.16494745082, 4647.847907850176, 1869.857560046117, 2346.149710197527, 3660.766541201281, 2687.5083387329773, 1420.364466904862, 1815.3532349284158, 1559.0059490124493, 2085.458550727274, 4554.960068248175, 903.5587915915232, 1813.2462707822785, 1572.3404045042528, 1704.7134919952493, 765.0714684660667, 4557.42549225093, 1513.813308923618, 1847.6168981702317, 5070.076379540019, 2660.879593652709, 1709.5443771489684, 2541.6793889736873]",3.0,0.3,82.85000000000002,15,0.5,5459007.233903883,0.12745934788645288,0.1384183701388751,17538189.546875004,100954205909.573,"[0.03125, 0.015625, 0.015625, 0.015625]",5,5459007.233903883,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[2.444585281971289e-25, 5459007.233903883, 3339719.1669869837, 592376.6898884558, 188998.89071550174, 356649.69525410346, 254365.91979484708, 488141.2113781071, 560380.6272557427, 304635.20651625673, 261281.72698170345, 472561.3139301655, 164195.0390714942, 375353.20950562577, 450558.4430013872, 377543.14555921115]",3.0,0.3,boxcar,64,32,82.85000000000002,15,21,416.95238095238113,9.999999999999979,845.9999999999995,"[5, 11, 16, 21, 31, 39, 46, 54, 59, 65, 72, 83, 88, 96, 103, 114, 123, 131, 140, 151, 158]","[53.00000000000006, 394.99999999999983, 845.9999999999995, 472.99999999999983, 541.0000000000003, 409.0000000000003, 656.0000000000001, 394.99999999999994, 24.999999999999886, 437.0000000000002, 9.999999999999979, 358.00000000000006, 440.0, 404.0000000000002, 419.00000000000045, 784.0000000000003, 414.0000000000001, 404.9999999999999, 674.0000000000006, 509.0, 108.99999999999991]","[2, 10, 10, 18, 22, 33, 33, 53, 57, 57, 68, 68, 68, 90, 90, 68, 116, 116, 116, 146, 157]","[6, 14, 163, 163, 33, 41, 68, 68, 61, 68, 77, 85, 106, 98, 106, 163, 126, 138, 163, 163, 163]",0.05,30,47885335.0,857.9999999999994,-857.9999999999994,DWT,mdp.39015067403942,0.0,0.0,1.7053025658242404e-13,0.0,0.0,4.547473508864641e-13,3.725290298461914e-09,5.684341886080801e-13,1.0,84.0,0.0,0.0,1.0,84,,0.0,0.0,1.0,84,0.0,0.0,0.0,1.52587890625e-05,0.0,0.0,1.7053025658242404e-13,3.637978807091713e-12,1.8913970918566482e-13,0.0,0.0,0.0,5.684341886080801e-13,0.0,2.842170943040401e-14,0.0,0.0,0.0,2.842170943040401e-14,2.1316282072803006e-14,0.0,0.0,2.7755575615628914e-17,2.7755575615628914e-17,5.820766091346741e-11,0.0,0.0,5.551115123125783e-17,1.233238033670128e-13,1.9304375334939707e-26,0.9575328935999836,0.9486448891971438,0.0009763363169467103,0.4441621621621622,0.0054778131825563405,0.9999999998337911,3.9327983030881315e-14,8.701580337136974e-15,8.701580337136974e-15,7.551828131142711e-15,1.455191522347312e-13,1.8340285553576684e-13,0.0,0.0,1.0,1.0,1.0,1.0,3.8180814844509473e-13,3.8180814844509473e-13,1.0,1.0,0.8000000000003364,0.29705239138977185,444,1.6291863389884762,0.773731077088359,172,0,0,0.37500000000007233,0.5243770410059541,145,0,0.0,0.4195992617865884,0.7504017745924483,187,139.0898989862312,0.8484859488167416,237.0,196.9439125210405,0.7951580070881094,3,coif,427.63247863247864,391.0,226.25114205429415,117,0.5741745946132042,0.865111190528202,0.33854442661229645,4,3.25
db30,1,reflect,2.4535421241322279e-26,314.7718105704417,9724881.50246002,0.5990990990990991,348.4264530671878,164,raw,1.1128225712194007e-13,-1.640982905115611e-10,"[5, 11, 16, 21, 31, 39, 46, 54, 59, 65, 72, 83, 88, 96, 103, 114, 123, 131, 140, 151, 158]","[52.99999999999994, 394.9999999999999, 845.9999999999995, 473.0000000000001, 540.9999999999995, 409.0000000000001, 655.9999999999999, 394.99999999999966, 24.999999999999886, 437.0, 9.999999999999996, 357.9999999999999, 440.0000000000001, 404.0000000000003, 419.0, 784.0, 413.99999999999966, 405.0000000000002, 674.0, 508.99999999999983, 109.00000000000014]",21,6.55289032828991,70297.07495397632,0.8172975514633896,6.093660005669362e-06,1.0,0.49390243902439024,76551.0,0.14072826710230746,0.1520911691506154,285240.621090181,71418719.87092322,15,16624.25896274545,0.012195121951219513,"[0.0, 0.006097560975609756, 0.012195121951219513, 0.01829268292682927, 0.024390243902439025, 0.03048780487804878, 0.03658536585365854, 0.042682926829268296, 0.04878048780487805, 0.054878048780487805, 0.06097560975609756, 0.06707317073170732, 0.07317073170731708, 0.07926829268292683, 0.08536585365853659, 0.09146341463414634, 0.0975609756097561, 0.10365853658536586, 0.10975609756097561, 0.11585365853658537, 0.12195121951219512, 0.12804878048780488, 0.13414634146341464, 0.1402439024390244, 0.14634146341463417, 0.1524390243902439, 0.15853658536585366, 0.16463414634146342, 0.17073170731707318, 0.17682926829268295, 0.18292682926829268, 0.18902439024390244, 0.1951219512195122, 0.20121951219512196, 0.20731707317073172, 0.21341463414634146, 0.21951219512195122, 0.22560975609756098, 0.23170731707317074, 0.2378048780487805, 0.24390243902439024]","[76551.0, 8153.952884068931, 16624.25896274545, 1608.820568048913, 12217.132152507429, 5704.282827686528, 2175.1321016999505, 5764.804322450245, 2801.2974721891983, 4044.564101250947, 614.5283865948252, 1871.356651743017, 2404.8256306651815, 2659.749227073281, 2263.2691814771883, 2693.8802713835753, 764.2319507899201, 3541.2869626598917, 3089.1649474508154, 4647.8479078501705, 1869.857560046116, 2346.149710197528, 3660.766541201282, 2687.5083387329773, 1420.364466904865, 1815.3532349284144, 1559.0059490124509, 2085.4585507272723, 4554.960068248176, 903.5587915915257, 1813.246270782278, 1572.3404045042494, 1704.7134919952493, 765.0714684660626, 4557.425492250927, 1513.8133089236185, 1847.6168981702285, 5070.076379540018, 2660.8795936527063, 1709.5443771489677, 2541.6793889736846]",3.0,0.3,82.84999999999998,15,0.5,5459007.23390388,0.12745934788645286,0.1384183701388751,17538189.546874996,100954205909.57292,"[0.03125, 0.015625, 0.015625, 0.015625]",5,5459007.23390388,0.015625,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[1.1132405094478919e-25, 5459007.23390388, 3339719.1669869833, 592376.6898884559, 188998.8907155015, 356649.69525410316, 254365.9197948469, 488141.21137810627, 560380.6272557423, 304635.20651625656, 261281.72698170337, 472561.3139301656, 164195.03907149396, 375353.2095056253, 450558.44300138636, 377543.1455592109]",3.0,0.3,boxcar,64,32,82.84999999999998,15,21,416.95238095238085,9.999999999999996,845.9999999999995,"[5, 11, 16, 21, 31, 39, 46, 54, 59, 65, 72, 83, 88, 96, 103, 114, 123, 131, 140, 151, 158]","[52.99999999999994, 394.9999999999999, 845.9999999999995, 473.0000000000001, 540.9999999999995, 409.0000000000001, 655.9999999999999, 394.99999999999966, 24.999999999999886, 437.0, 9.999999999999996, 357.9999999999999, 440.0000000000001, 404.0000000000003, 419.0, 784.0, 413.99999999999966, 405.0000000000002, 674.0, 508.99999999999983, 109.00000000000014]","[2, 10, 10, 18, 22, 33, 33, 53, 57, 57, 68, 68, 68, 90, 90, 68, 116, 116, 116, 146, 157]","[6, 14, 163, 163, 33, 41, 68, 68, 61, 68, 77, 85, 106, 98, 106, 163, 126, 138, 163, 163, 163]",0.05,30,47885335.0,857.9999999999997,-857.9999999999997,DWT,mdp.39015067403942,2.7939677238464355e-09,0.0,1.1368683772161603e-13,0.0,0.0,4.547473508864641e-13,3.725290298461914e-09,3.410605131648481e-13,1.0,84.0,0.0,0.0,1.0,84,,0.0,0.0,1.0,84,0.0,0.0,0.0,6.103515625e-05,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,1.5581187134167915e-13,0.0,0.0,0.0,3.410605131648481e-13,0.0,1.4210854715202004e-14,0.0,0.0,0.0,1.4210854715202004e-14,3.552713678800501e-15,5.551115123125783e-17,2.7939677238464355e-09,0.0,2.7755575615628914e-17,0.0,0.0,0.0,2.7755575615628914e-17,9.867399707558686e-14,1.26975562801186e-26,0.9637158161936865,0.9562955859382196,0.0012087586526629687,0.4779603603603601,5.6796765194717556e-05,0.9999999998339583,6.554663838480219e-15,5.8010535580913156e-15,5.8010535580913156e-15,5.857397445681306e-15,7.27595761173656e-14,1.8340285553576684e-13,0.0,0.0,1.0,1.0,1.0,1.0,2.2908488906705683e-13,2.2908488906705683e-13,1.0,1.0,0.8000000000002268,0.2970523913897311,458,1.6481885247954882,0.7827555706896379,131,0,0,0.3750000000000462,0.5243770410059175,160,0,0.0,0.4249046647180226,0.7598898365059152,142,157.28821740147396,0.828662072547414,222.75,173.090881201884,0.7930075068619422,4,db,413.44736842105266,424.5,222.2006078412463,342,0.5551284970594471,0.84962325776681,0.356523074728344,3,3.75
