wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,spectral_centroid_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_spectral_centroid_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_right_bases_array_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_left_bases_array_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
db21,1,smooth,1.2509530846164742e-26,316.1862950709496,432218971.7982733,0.6301369863013698,488.39655601743664,105,raw,7.787210030247002e-14,-1.0499068281433231e-10,3.7161792371099027,9607539.890772933,0.9990941070709569,7.355511509768726e-06,1.0,394.9999999999999,,,,[],[],15,367.8666666666667,79.99999999999994,711.0,"[1, 7, 15, 25, 30, 38, 44, 49, 55, 61, 69, 76, 85, 95, 101]","[161.9999999999999, 519.0, 207.00000000000045, 133.9999999999999, 338.0000000000001, 711.0, 79.99999999999994, 429.9999999999999, 255.99999999999994, 395.0, 318.9999999999999, 294.0, 697.0, 373.9999999999999, 601.9999999999999]","[0, 0, 10, 22, 22, 0, 43, 43, 50, 50, 67, 67, 50, 90, 90]","[2, 22, 22, 26, 33, 104, 47, 50, 60, 67, 73, 77, 104, 97, 104]",18460484.0,726.0,-726.0,0.0,,,,DWT,inu.30000003214412,0.0,,1.0,60.0,0.0,1.0,60,,0.0,0.0,0.0,9.09494701772928e-14,,0.0,0.0,,,5.684341886080802e-14,1.0,60.0,0.0,0.0,,1.1368683772161603e-13,0.8791625582459599,0.1314808418050185,0.5539291262850355,0.27897637181253404,0.5857662860681583,,,,,,,0.0,0.0,0.0,635,1.2160995821448797,0.7580776452115644,32,0,0.0,0.0,485,0,0.48586303684334126,0.7444531308135564,29,311.78237602532954,0.587589449701945,295.25,57.6622977039807,0.5985235608298085,387,db,0.808098614330461,0.9270402411792762,0.1562188976148944,5,291.5,,,,,6.004641228685159e-13,0.8791625582459598,0.1314808418050184,0.554082993113607,0.33291865171927926,0.5861046478711885,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5454545454545456,699,1.2378887722432559,0.759771423431641,407,206.47518010647187,0.8634423411994234,553.0,514.4538878842676,0.7488508002293414,160,629.0854700854701,605.5,419.1482047183576,468,0.5914586682022086,0.8747440682260705,0.3235557117906328,2,120.5
rbio1.5,1,reflect,4.7852152251486536e-27,320.35969053576287,3419500.8215498915,0.6228070175438597,457.1489622933201,105,raw,5.413658939124574e-14,-1.1256628962286209e-10,5.959786474456667,25059.74440138169,0.5265096829442922,7.355511509768724e-06,1.0,395.00000000000006,,,,[],[],15,367.8666666666667,80.0,711.0000000000001,"[1, 7, 15, 25, 30, 38, 44, 49, 55, 61, 69, 76, 85, 95, 101]","[161.99999999999997, 519.0000000000001, 207.0, 134.0, 337.99999999999994, 711.0000000000001, 80.0, 430.0, 255.99999999999994, 395.0, 319.00000000000006, 294.0, 697.0000000000001, 374.0, 602.0000000000001]","[0, 0, 10, 22, 22, 0, 43, 43, 50, 50, 67, 67, 50, 90, 90]","[2, 22, 22, 26, 33, 104, 47, 50, 60, 67, 73, 77, 104, 97, 104]",18460484.0,726.0000000000001,-726.0000000000001,0.0,,,,DWT,inu.30000003214412,0.0,,1.0,60.0,0.0,1.0,60,,1.1368683772161603e-13,0.0,0.0,4.3579954459952814e-14,,0.0,0.0,,,0.0,1.0,60.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,0.920959968670309,0.8429527913120595,0.0003763802357609973,0.2575984553413897,0.00013393411029908328,,,,,,,0.0,0.0,0.0,283,1.0773335227567713,0.6715753150728695,197,0,0.0,0.0,574,0,0.40440430593396365,0.6196397520235615,197,178.8227707349747,0.7634619434722557,312.75,259.2686358268873,0.6748857336408898,162,rbio,0.4699412738820169,1.0,0.37104110828258813,3,122.25,,,,,6.004641228685159e-13,0.920959968670309,0.8429527913120595,0.0007211884830630327,0.31314009137049714,0.0009506626224038423,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5454545454545456,657,1.1000492726970872,0.6751705165298713,742,60.10407640085654,0.9602486267190102,699.5,696.9177984274481,0.7488081757933676,161,649.6074074074074,611.5,479.16667279420994,270,0.6107531493093834,1.0,0.2724727954834316,5,122.0
coif8,1,periodic,1.5810154925453464e-26,315.1693440378623,4174101.1616451684,0.625,453.08473379304473,105,raw,9.778421458793765e-14,-1.1436140923137851e-10,6.379756979134613,24758.89926300369,0.5122908591393514,7.355511509768724e-06,0.9999999999999998,395.0000000000001,,,,[],[],15,367.8666666666667,79.99999999999994,711.0,"[1, 7, 15, 25, 30, 38, 44, 49, 55, 61, 69, 76, 85, 95, 101]","[162.00000000000017, 519.0, 207.00000000000003, 133.99999999999994, 338.0000000000001, 711.0, 79.99999999999994, 430.00000000000006, 256.0, 394.9999999999999, 318.9999999999998, 294.0, 697.0000000000001, 374.00000000000017, 602.0000000000003]","[0, 0, 10, 22, 22, 0, 43, 43, 50, 50, 67, 67, 50, 90, 90]","[2, 22, 22, 26, 33, 104, 47, 50, 60, 67, 73, 77, 104, 97, 104]",18460484.000000004,726.0,-726.0,0.0,,,,DWT,inu.30000003214412,3.725290298461914e-09,,1.0,60.0,0.0,1.0,60,,0.0,0.0,0.0,9.663381206337361e-14,,0.0,0.0,,,5.684341886080802e-14,1.0,60.0,0.0,0.0,,1.1368683772161603e-13,0.868977585345646,0.9761299484922191,0.0013505211074322958,0.26399430740037955,0.00011554798861949803,,,,,,,3.9483555099301135e-05,1.9741777549650567e-05,3.948355509930114e-05,254,1.1157707281628129,0.6955358414890802,136,0,3.9483555099301135e-05,3.948355509930114e-05,246,0,0.4221135820668593,0.646774407393171,134,66.48057360362249,0.9120627333285417,192.5,175.30268871417422,0.828716551849456,11,coif,0.48988320193784973,0.7307020006474584,0.43787115844926766,2,8.75,,,,,6.004641228685159e-13,0.868977585345646,0.9761299484922191,0.0016949933364571064,0.31905744754041965,0.0009322915192055469,,,,,,,3.9483555099301135e-05,1.0,1.0,1.0,1.0,1.0,0.6000197417775497,0.5454724925250453,240,1.138294917745756,0.6986443122619633,671,304.763022691402,0.7984371543046282,455.5,353.5455543358946,0.7485902702740073,162,645.9444444444445,509.5,455.4177944715902,144,0.6073092751479697,0.9504371241344255,0.2897523701560935,3,122.25
db12,1,symmetric,6.529784873525422e-27,319.00971655940174,3595773.6297754827,0.6328125,456.58561624324784,105,raw,5.708026643939473e-14,-1.1080958373099771e-10,6.104183382716748,26421.246473985677,0.5099799053900264,7.355511509768726e-06,1.0,395.0,,,,[],[],15,367.8666666666667,79.99999999999989,711.0000000000002,"[1, 7, 15, 25, 30, 38, 44, 49, 55, 61, 69, 76, 85, 95, 101]","[162.00000000000006, 519.0, 206.99999999999994, 134.0000000000001, 338.0, 711.0000000000002, 79.99999999999989, 430.0000000000001, 256.0000000000001, 394.9999999999999, 318.9999999999998, 294.0, 697.0, 373.9999999999999, 602.0000000000001]","[0, 0, 10, 22, 22, 0, 43, 43, 50, 50, 67, 67, 50, 90, 90]","[2, 22, 22, 26, 33, 104, 47, 50, 60, 67, 73, 77, 104, 97, 104]",18460484.0,726.0000000000002,-726.0000000000002,0.0,,,,DWT,inu.30000003214412,0.0,,1.0,60.0,0.0,1.0,60,,2.2737367544323206e-13,0.0,0.0,9.09494701772928e-14,,0.0,0.0,,,1.1368683772161603e-13,1.0,60.0,2.2737367544323206e-13,2.2737367544323206e-13,,0.0,0.9074397027794078,0.8887426016284499,0.0006039371793944234,0.28677953036053133,0.00021714217843961462,,,,,,,0.0,0.0,0.0,732,1.103935760087155,0.6881583003224887,151,0,0.0,0.0,437,0,0.4167565828252447,0.6385662611569474,153,277.2308003571513,0.6332925921201702,368.25,237.91235703677157,0.5730947087584978,501,db,0.808098614330461,0.9270402411792762,0.1562188976148944,5,377.0,,,,,6.004641228685159e-13,0.9074397027794078,0.8887426016284499,0.0009486669336423287,0.3401380288957687,0.001033802723039519,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5454545454545456,336,1.1257781885963942,0.6909619959377871,690,250.31580054003783,0.8344472218650544,513.0,451.9298245614035,0.74758075378967,163,629.0854700854701,605.5,419.1482047183576,468,0.5914586682022086,0.8747440682260705,0.3235557117906328,2,122.75
rbio3.9,1,constant,2.7205333343942003e-27,322.81216477802053,3211160.870858218,0.5967741935483871,400.3351929483404,105,raw,3.288797805518177e-14,-1.071828181764547e-10,6.024306083081496,45738.463777314675,0.5503701246582174,7.3555115097687276e-06,1.0,394.9999999999999,,,,[],[],15,367.8666666666667,79.99999999999989,711.0,"[1, 7, 15, 25, 30, 38, 44, 49, 55, 61, 69, 76, 85, 95, 101]","[162.0000000000002, 518.9999999999999, 206.99999999999997, 134.0, 337.9999999999999, 711.0, 79.99999999999989, 429.9999999999999, 255.99999999999994, 395.0000000000001, 318.9999999999999, 293.9999999999999, 697.0, 373.99999999999994, 602.0]","[0, 0, 10, 22, 22, 0, 43, 43, 50, 50, 67, 67, 50, 90, 90]","[2, 22, 22, 26, 33, 104, 47, 50, 60, 67, 73, 77, 104, 97, 104]",18460484.0,726.0,-726.0,0.0,,,,DWT,inu.30000003214412,0.0,,1.0,60.0,0.0,1.0,60,,0.0,0.0,0.0,7.579122514774403e-14,,0.0,0.0,,,1.1368683772161603e-13,1.0,60.0,0.0,0.0,,1.1368683772161603e-13,0.9455220005513149,0.8634126520959027,0.00010742665810276693,0.18167350186692796,0.001397712054904556,,,,,,,0.0,0.0,0.0,364,1.0723017252765246,0.6684386532065122,211,0,0.0,0.0,704,0,0.3984226586454306,0.6104745023262343,226,229.09441285199426,0.6969650623650869,376.25,300.0339965522601,0.5996399385899509,383,rbio,0.4699412738820169,1.0,0.37104110828258813,3,288.0,,,,,6.004641228685159e-13,0.9455220005513147,0.8634126520959027,0.0004523276777341915,0.24289534715980335,0.0022134082652685715,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5454545454545456,703,1.0972891923878163,0.6734764789132603,753,35.35533905932738,0.9766168392464766,728.0,727.1414835164835,0.7475676788824976,164,649.6074074074074,611.5,479.16667279420994,270,0.6107531493093834,1.0,0.2724727954834316,5,124.25
coif7,1,antisymmetric,2.0110213180930193e-26,314.1245385502258,3919813.752204324,0.636986301369863,452.9924356874733,105,raw,1.0340088573727933e-13,-1.1407197408885873e-10,6.3164757614038525,136660.7115658513,0.9077647220705234,7.3555115097687225e-06,1.0,395.00000000000006,,,,[],[],15,367.86666666666673,79.99999999999983,711.0000000000005,"[1, 7, 15, 25, 30, 38, 44, 49, 55, 61, 69, 76, 85, 95, 101]","[162.00000000000006, 519.0, 206.99999999999994, 134.00000000000006, 338.0000000000002, 711.0000000000005, 79.99999999999983, 430.00000000000006, 256.0000000000001, 395.00000000000034, 319.0000000000002, 294.0, 696.9999999999998, 374.0000000000002, 602.0000000000002]","[0, 0, 10, 22, 22, 0, 43, 43, 50, 50, 67, 67, 50, 90, 90]","[2, 22, 22, 26, 33, 104, 47, 50, 60, 67, 73, 77, 104, 97, 104]",18460484.000000004,726.0000000000005,-726.0000000000005,0.0,,,,DWT,inu.30000003214412,3.725290298461914e-09,,1.0,60.0,0.0,1.0,60,,4.547473508864641e-13,5.684341886080802e-14,9.094947017729282e-13,1.6295113406764962e-13,,0.0,5.684341886080802e-14,,,1.7053025658242404e-13,1.0,60.0,4.547473508864641e-13,4.547473508864641e-13,,5.684341886080802e-14,0.858513644377543,0.9560627947602109,0.0010222522934314117,0.29895245769540696,0.00695441647843088,,,,,,,3.9483555099301135e-05,1.9741777549650567e-05,3.948355509930114e-05,245,1.1160134598228821,0.6956871526546996,135,0,3.9483555099301135e-05,3.948355509930114e-05,250,0,0.42430111312100466,0.6501262045428181,123,68.62154666478064,0.9092307583799197,188.25,169.3543099599429,0.8301114109359916,8,coif,0.48988320193784973,0.7307020006474584,0.43787115844926766,2,6.5,,,,,6.004641228685159e-13,0.858513644377543,0.9560627947602109,0.001366837754869064,0.35140025729109226,0.0077655737619417315,,,,,,,3.9483555099301135e-05,1.0,1.0,1.0,1.0,1.0,0.6000197417775497,0.5454724925250453,242,1.1374893353054596,0.69814987485282,674,305.47012947258855,0.7979694910895578,458.0,356.1310043668122,0.7475297190897525,165,645.9444444444445,509.5,455.4177944715902,144,0.6073092751479697,0.9504371241344255,0.2897523701560935,3,124.5
coif6,1,periodization,2.6288782153529216e-26,312.96100061866264,3166681.1617623027,0.7169811320754716,506.251885412784,105,raw,1.2470025012589764e-13,-1.1526424259500368e-10,5.8296077366142125,24572.232823068713,0.5168751625750785,7.355511509768726e-06,0.9999999999999997,394.99999999999994,,,,[],[],15,367.86666666666673,80.00000000000057,711.0000000000003,"[1, 7, 15, 25, 30, 38, 44, 49, 55, 61, 69, 76, 85, 95, 101]","[161.99999999999997, 519.0000000000001, 206.99999999999983, 133.99999999999994, 338.0000000000003, 711.0000000000003, 80.00000000000057, 430.0000000000002, 255.99999999999977, 395.0000000000004, 318.9999999999998, 293.99999999999994, 697.0, 374.0000000000002, 602.0000000000002]","[0, 0, 10, 22, 22, 0, 43, 43, 50, 50, 67, 67, 50, 90, 90]","[2, 22, 22, 26, 33, 104, 47, 50, 60, 67, 73, 77, 104, 97, 104]",18460484.000000004,726.0000000000003,-726.0000000000003,0.0,,,,DWT,inu.30000003214412,3.725290298461914e-09,,1.0,60.0,0.0,1.0,60,,3.410605131648481e-13,5.684341886080802e-14,9.094947017729282e-13,2.1032064978498964e-13,,0.0,5.684341886080802e-14,,,5.684341886080801e-13,1.0,60.0,3.410605131648481e-13,3.410605131648481e-13,,5.684341886080802e-14,0.8468605736633302,0.8016717155268585,5.000619287357037e-05,0.5322580645161288,0.00010413988710706082,,,,,,,3.9483555099301135e-05,1.9741777549650567e-05,3.948355509930114e-05,242,1.1219220868191586,0.6993704020411279,120,0,3.9483555099301135e-05,3.948355509930114e-05,251,0,0.4361888999572596,0.6683410088345628,90,82.68968093621679,0.8906221151637344,175.75,145.1339862014953,0.8290742850950947,10,coif,0.48988320193784973,0.7307020006474584,0.43787115844926766,2,8.0,,,,,6.004641228685159e-13,0.8468605736633302,0.8016717155268585,0.00039492701900974684,0.5672514619883039,0.0009208927362629583,,,,,,,3.9483555099301135e-05,1.0,1.0,1.0,1.0,1.0,0.6000197417775497,0.5454724925250453,246,1.1364186073609392,0.697492700708618,676,304.05591591021545,0.7989048175196988,461.0,360.7288503253796,0.7470053188127594,166,645.9444444444445,509.5,455.4177944715902,144,0.6073092751479697,0.9504371241344255,0.2897523701560935,3,125.25
coif4,1,antireflect,8.761742840991741e-27,317.73280027044683,3669797.4310257016,0.609375,446.02310760242585,105,raw,6.908336336848498e-14,-1.0551925999635636e-10,6.12127112274316,111875.57256547906,0.886854551705453,7.355511509768726e-06,0.9999999999999998,395.0000000000001,,,,[],[],15,367.8666666666667,80.00000000000011,711.0000000000001,"[1, 7, 15, 25, 30, 38, 44, 49, 55, 61, 69, 76, 85, 95, 101]","[162.00000000000006, 518.9999999999998, 206.99999999999986, 133.99999999999994, 338.00000000000006, 711.0000000000001, 80.00000000000011, 429.9999999999999, 256.00000000000006, 394.99999999999983, 318.99999999999983, 293.9999999999999, 697.0000000000001, 374.0000000000002, 602.0]","[0, 0, 10, 22, 22, 0, 43, 43, 50, 50, 67, 67, 50, 90, 90]","[2, 22, 22, 26, 33, 104, 47, 50, 60, 67, 73, 77, 104, 97, 104]",18460484.0,726.0000000000001,-726.0000000000001,0.0,,,,DWT,inu.30000003214412,0.0,,1.0,60.0,0.0,1.0,60,,1.1368683772161603e-13,0.0,0.0,1.1558161835030962e-13,,0.0,0.0,,,1.1368683772161603e-13,1.0,60.0,1.1368683772161603e-13,1.1368683772161603e-13,,1.1368683772161603e-13,0.8946511245924199,0.894161307499464,0.0006994971817464056,0.21842386148007595,0.005439675093666663,,,,,,,0.0,0.0,0.0,423,1.073766491725554,0.66935174183574,205,0,0.0,0.0,698,0,0.4026750931694746,0.6169902031615399,208,233.1901941906363,0.691547362181698,383.5,296.68149791696493,0.5921361149532829,428,coif,0.48988320193784973,0.7307020006474584,0.43787115844926766,2,321.5,,,,,6.004641228685159e-13,0.8946511245924199,0.894161307499464,0.0010441939737110357,0.2768962848297213,0.00625206967537135,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5454545454545456,659,1.0976527672942569,0.6736996280607317,748,62.932503525602726,0.9583779738587284,703.5,700.6851457000711,0.7465500980404753,167,645.9444444444445,509.5,455.4177944715902,144,0.6073092751479697,0.9504371241344255,0.2897523701560935,3,126.0
rbio3.5,1,constant,2.7484214456340135e-27,322.76787200804097,3198479.411555967,0.6120689655172413,456.6391170356385,105,raw,2.963978269170701e-14,-1.0646317161189267e-10,6.011090597162441,40229.6955156451,0.5212246311184988,7.3555115097687276e-06,1.0,394.9999999999999,,,,[],[],15,367.8666666666666,79.99999999999989,711.0,"[1, 7, 15, 25, 30, 38, 44, 49, 55, 61, 69, 76, 85, 95, 101]","[162.0, 518.9999999999999, 207.00000000000003, 133.9999999999999, 337.9999999999998, 711.0, 79.99999999999989, 429.9999999999999, 255.99999999999994, 395.0, 318.99999999999994, 294.0, 697.0, 373.99999999999994, 602.0]","[0, 0, 10, 22, 22, 0, 43, 43, 50, 50, 67, 67, 50, 90, 90]","[2, 22, 22, 26, 33, 104, 47, 50, 60, 67, 73, 77, 104, 97, 104]",18460484.0,726.0,-726.0,0.0,,,,DWT,inu.30000003214412,0.0,,1.0,60.0,0.0,1.0,60,,0.0,5.684341886080802e-14,9.094947017729282e-13,5.873819948950161e-14,,0.0,5.684341886080802e-14,,,1.1368683772161603e-13,1.0,60.0,0.0,0.0,,1.1368683772161603e-13,0.9450783993874002,0.8592218795872385,9.105570362214833e-05,0.2262808349146109,0.0010610442127390867,,,,,,,0.0,0.0,0.0,391,1.0876402589288103,0.6780002052725155,176,0,0.0,0.0,440,0,0.4063466427611222,0.6226158556215368,189,136.1053513520562,0.8199664664655342,299.0,253.11496721297124,0.7122319104814443,69,rbio,0.4699412738820169,1.0,0.37104110828258813,3,52.5,,,,,6.004641228685159e-13,0.9450783993874002,0.8592218795872385,0.00043596237021910025,0.2841654508143243,0.0018770154261611972,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5454545454545456,477,1.1112929471075432,0.6820714778302581,717,169.7056274847714,0.8877608283830877,597.0,572.8793969849246,0.7464597792709089,168,649.6074074074074,611.5,479.16667279420994,270,0.6107531493093834,1.0,0.2724727954834316,5,127.25
db17,1,reflect,9.06267449393105e-27,317.58614147816024,3845106.4094835487,0.6521739130434783,471.88346669819873,105,raw,7.416712746600667e-14,-1.0428347074764609e-10,6.2628510683933705,25092.720928501432,0.5496810288354389,7.3555115097687276e-06,1.0,395.0000000000001,,,,[],[],15,367.8666666666667,80.0,711.0,"[1, 7, 15, 25, 30, 38, 44, 49, 55, 61, 69, 76, 85, 95, 101]","[162.0, 519.0, 206.99999999999994, 134.0, 337.99999999999966, 711.0, 80.0, 429.9999999999999, 255.9999999999999, 395.00000000000006, 319.0000000000001, 294.00000000000006, 697.0000000000001, 374.00000000000006, 602.0000000000002]","[0, 0, 10, 22, 22, 0, 43, 43, 50, 50, 67, 67, 50, 90, 90]","[2, 22, 22, 26, 33, 104, 47, 50, 60, 67, 73, 77, 104, 97, 104]",18460484.0,726.0,-726.0,0.0,,,,DWT,inu.30000003214412,0.0,,1.0,60.0,0.0,1.0,60,,0.0,0.0,0.0,8.33703476625184e-14,,0.0,0.0,,,0.0,1.0,60.0,0.0,0.0,,1.1368683772161603e-13,0.8931823067472805,0.9390578287203428,0.0009258098826725272,0.34324725682699453,0.0001359494675804494,,,,,,,0.0,0.0,0.0,601,1.143254485867706,0.7126683383901511,90,0,0.0,0.0,543,0,0.4353098303289742,0.6669940734075914,93,278.4281774533605,0.6317087599823275,331.75,157.67080227041515,0.596443004329788,409,db,0.808098614330461,0.9270402411792762,0.1562188976148944,5,308.0,,,,,6.004641228685159e-13,0.8931823067472805,0.9390578287203428,0.001270428610769712,0.3923812087764167,0.0009526763334649698,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5454545454545456,743,1.1634070667580574,0.7140572424284827,628,81.31727983645297,0.9462187302668962,685.5,680.6768781911013,0.7464228571969402,169,629.0854700854701,605.5,419.1482047183576,468,0.5914586682022086,0.8747440682260705,0.3235557117906328,2,127.25
rbio3.5,1,zero,2.7464981276174746e-27,322.7709122215491,3198832.838255135,0.6120689655172413,456.6391170356385,105,raw,2.95044412182289e-14,-1.0647815962272511e-10,6.010308019883983,40866.41950028518,0.5136490294865236,7.3555115097687276e-06,1.0,394.9999999999999,,,,[],[],15,367.8666666666666,79.99999999999989,711.0,"[1, 7, 15, 25, 30, 38, 44, 49, 55, 61, 69, 76, 85, 95, 101]","[162.0, 518.9999999999999, 207.00000000000003, 133.9999999999999, 337.9999999999998, 711.0, 79.99999999999989, 429.9999999999999, 255.99999999999994, 395.0, 318.99999999999994, 294.0, 697.0, 373.99999999999994, 602.0]","[0, 0, 10, 22, 22, 0, 43, 43, 50, 50, 67, 67, 50, 90, 90]","[2, 22, 22, 26, 33, 104, 47, 50, 60, 67, 73, 77, 104, 97, 104]",18460484.0,726.0,-726.0,0.0,,,,DWT,inu.30000003214412,0.0,,1.0,60.0,0.0,1.0,60,,0.0,5.684341886080802e-14,9.094947017729282e-13,5.873819948950161e-14,,0.0,5.684341886080802e-14,,,1.1368683772161603e-13,1.0,60.0,0.0,0.0,,1.1368683772161603e-13,0.9451088477484167,0.8589737159279864,9.151195493096168e-05,0.2262808349146109,0.001099957537784059,,,,,,,0.0,0.0,0.0,392,1.0875502395714667,0.6779440900797793,177,0,0.0,0.0,441,0,0.40631097361674584,0.6225612023464555,190,136.1053513520562,0.8199664664655342,300.0,254.26740945284348,0.7115705348200687,71,rbio,0.4699412738820169,1.0,0.37104110828258813,3,54.0,,,,,6.004641228685159e-13,0.9451088477484167,0.8589737159279864,0.00043641846414946533,0.2841654508143243,0.001915896965326891,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5454545454545456,481,1.1112029149571587,0.6820162193477628,718,167.58430714121175,0.8891638180282991,599.5,576.0767306088408,0.746334554516795,170,649.6074074074074,611.5,479.16667279420994,270,0.6107531493093834,1.0,0.2724727954834316,5,128.75
coif7,1,symmetric,2.2516404226996326e-26,313.6337149268492,3923085.1782462304,0.636986301369863,452.9924356874733,105,raw,1.1324697793281212e-13,-1.1544587508183235e-10,6.311208508117203,25062.767620744715,0.5026521837092603,7.3555115097687225e-06,1.0,395.0000000000001,,,,[],[],15,367.86666666666673,79.99999999999983,711.0000000000005,"[1, 7, 15, 25, 30, 38, 44, 49, 55, 61, 69, 76, 85, 95, 101]","[161.99999999999997, 519.0000000000005, 207.00000000000003, 134.00000000000006, 338.0000000000003, 711.0000000000005, 79.99999999999983, 430.00000000000006, 256.0000000000001, 395.0000000000002, 319.0000000000002, 294.0, 697.0, 374.0000000000002, 602.0000000000003]","[0, 0, 10, 22, 22, 0, 43, 43, 50, 50, 67, 67, 50, 90, 90]","[2, 22, 22, 26, 33, 104, 47, 50, 60, 67, 73, 77, 104, 97, 104]",18460484.0,726.0000000000005,-726.0000000000005,0.0,,,,DWT,inu.30000003214412,0.0,,1.0,60.0,0.0,1.0,60,,4.547473508864641e-13,5.684341886080802e-14,9.094947017729282e-13,1.7810937909719844e-13,,0.0,5.684341886080802e-14,,,1.7053025658242404e-13,1.0,60.0,4.547473508864641e-13,4.547473508864641e-13,,1.1368683772161603e-13,0.8535979452531239,0.9543924921769338,0.0010264754956309605,0.29895245769540696,0.00013411887405950936,,,,,,,0.0,0.0,0.0,487,1.1095028816159433,0.6916286661059444,144,0,0.0,0.0,409,0,0.42162069789903106,0.6460191962862465,137,180.39101049294743,0.761387552258006,294.25,213.42336517919992,0.6860839877692146,124,coif,0.48988320193784973,0.7307020006474584,0.43787115844926766,2,93.5,,,,,6.004641228685159e-13,0.8535979452531239,0.9543924921769338,0.0013710595003253753,0.35140025729109226,0.0009508472352422238,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.5454545454545456,265,1.1309809848012178,0.6941552843551302,683,295.57063453597686,0.8045167761005444,474.0,381.84599156118145,0.7455123563042405,171,645.9444444444445,509.5,455.4177944715902,144,0.6073092751479697,0.9504371241344255,0.2897523701560935,3,129.0
