amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,decomposition_levels,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,original_level,padded,positive_amplitudes,positive_amplitudes_dtw,positive_amplitudes_euclidean,positive_amplitudes_wasserstein,positive_frequencies,positive_frequencies_dtw,positive_frequencies_euclidean,positive_frequencies_wasserstein,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,positive_amplitudes_dtw_normalized,positive_amplitudes_euclidean_normalized,positive_amplitudes_wasserstein_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
,,2605.676703559408,1688.767612650317,453896.10155952914,-0.2551627536543951,1,,,1019.5595901233531,840.4595901233531,365.90974812962554,,,mdp.39015050659344,,-2565.2066254494976,1030.2066254494976,649451985.0,362655276.0,,,False,False,[],,,,[],,,,3399.76940394492,1864.7694039449202,601.747870789752,590.747870789752,"[0, 24, 47, 91, 47, 163, 187, 237, 237, 284, 47, 356, 397, 379, 447]",0.0,-54.0,15,51.0,"[13, 45, 69, 93, 138, 183, 221, 256, 282, 314, 349, 374, 398, 422, 466]",0.0,-58.5,"[2622.1287213350147, 2868.90898796912, 2919.997452909848, 847.4674772520768, 3245.0897955603627, 2854.059745564202, 2658.7214972614183, 2656.2466235272655, 2922.472326644001, 2839.740833245174, 3399.76940394492, 3004.850266652233, 601.747870789752, 2969.3181508976095, 2674.631399838116]",1688.767612650317,21430.84944660888,1688.767612650317,"[47, 47, 71, 95, 284, 237, 237, 260, 284, 332, 469, 469, 399, 469, 469]",0.0,-58.5,470,raw,4.763883629049697e-07,,,,,0.0,1933812.749028611,2565.2066254494976,1030.2066254494976,1.0,rbio3.1,519.1985634530986,21487030.72667818,9.15817763579935,4.827354485120024,0.6851063829787234,SWT,1.0,0.0,0.9449343128159573,1.0,0.6470588235294112,0.026889664453992657,0.9999999999999999,0.2400399039442605,,,,0.8736578485437806,0.8736578485437806,0.8732402768588654,,1.0,1.0,0.3968990101751227,0.9999999999999998,,,,0.8,1.0,0.0,0.06164383561643835,0.5131151141410739,0.5131151141410739,0.0,3.688038697672841,0.702563483078499,7,1.94204655160134,1.0,1,0.3181818181818181,0.5937821725552024,0.9034178040011152,2,0,0.6598404001141945,1.0,1,2.8722813232690143,0.9729030063842545,2.75,1.5135135135135136,0.9734798050789197,1,rbio,25.733333333333334,11.0,27.00123453967738,15,0.2652920962199313,0.7692779835668511,0.5835121375759927,1,1.0,1
,,2442.2390989196383,1525.3300080105473,418294.54314239154,-0.22291543341896117,1,,,1010.7649495323456,831.6649495323455,328.81437636439705,,,mdp.39015050659344,,-2376.210241090481,841.2102410904808,615986520.0878906,329189811.0878906,,,False,False,[],,,,[],,,,2847.320134056018,1312.320134056018,1951.371648118838,1940.371648118838,"[12, 24, 47, 71, 47, 163, 163, 223, 237, 237, 284, 308, 356, 379, 435, 447]",0.0,-58.0,16,50.0,"[13, 45, 69, 93, 138, 183, 212, 235, 258, 282, 307, 349, 378, 402, 437, 468]",0.0,-58.0,"[2310.1178541364507, 2634.1716337020985, 2517.6095002408783, 2345.738358238723, 2847.320134056018, 2143.130168341865, 2468.089928470908, 1951.371648118838, 2236.446166371578, 2420.978939174354, 2632.227090053835, 2824.626425797312, 2645.6400218094673, 2548.0813830926363, 2126.225896854124, 2424.050434255133]",1525.3300080105473,21440.174417285787,1525.3300080105478,"[47, 47, 71, 117, 308, 187, 284, 237, 260, 284, 308, 403, 403, 403, 447, 469]",0.0,-58.0,470,raw,4.621881961839904e-07,,,,,0.0,1933812.749028611,2376.210241090481,841.2102410904808,1.0,rbio3.3,488.84536626485425,16586881.8855826,9.1731360886177,5.402509733103198,0.7,SWT,0.5404850486571076,0.06614352602053944,0.9683040290485212,0.7090236278998885,0.7843137254901953,0.051890566148533435,0.559081917173982,0.8414714731729896,,,,0.7268387300857074,0.7268387300857074,0.7259359085774708,,1.0,0.9894686427514893,0.3973858471193561,0.5504710874568469,,,,0.6000000000000001,0.5771036107764609,0.006451612903225795,0.00684931506849315,0.2726662005289435,0.2726662005289435,0.00684931506849315,3.115306482651087,0.5934592212086737,11,1.5986099422087452,0.823157375342311,13,0.3181818181818181,0.49749068736585106,0.7569138398968673,7,0,0.5256060629198239,0.7965654464759364,3,4.43471156521669,0.958163098441352,8.5,6.210961737331955,0.9389872095980345,2,rbio,25.733333333333334,11.0,27.00123453967738,15,0.2652920962199313,0.7692779835668511,0.5835121375759927,1,1.75,2
35482.838583943274,7541.292308337001,2324.6690927720397,1407.7600018629487,411802.44003575074,-0.2041599519490514,1,0.08297872340425531,0.0,172.90556188322694,6.194438116773114,318.9941118745803,0.4978723404255319,0.0,mdp.39015050659344,,-2391.0456728160784,856.0456728160784,609883943.1676483,323087234.1676483,38.0,0.0,False,False,"[457626.78086187213, 1437.3032808999492, 10765.07529743098, 7699.637500338674, 8007.23305976663, 835.872330506937, 7958.0615134033105, 6046.814841497865, 5923.193069485403, 4756.096598398204, 13927.631706631424, 2996.9437114818174, 3737.657596218215, 6493.008661651563, 1263.161784474885, 5827.873350917594, 1911.358524137821, 14346.494407069255, 14080.936634946109, 18667.47322681346, 24569.97443777565, 8201.142112273696, 7869.530614876463, 14355.01781049295, 5312.671684387282, 1431.4800044486005, 4540.08072244391, 3984.522948711579, 8726.000187869215, 8508.494919406476, 1495.3660983965754, 3960.7885391251866, 4967.042730245152, 6611.153136284173, 2739.4454862863145, 7692.503239600577, 10376.976718885951, 5410.814113827256, 9814.032389462005, 19351.460283722943, 35482.838583943274, 17013.823943167867, 8978.494343977976, 9788.045004457486, 6235.417695828907, 3254.183583266974, 6019.583350080495, 5021.034363278147, 4527.440167518222, 2675.728477258372, 2196.2799491319033, 12147.734138405298, 15160.457171301863, 5982.0586187729405, 8871.824283679765, 5902.775041032599, 5320.224948643873, 14074.022465814449, 8070.3693676520425, 19481.819710350734, 23466.31650984222, 22645.227705979432, 12061.450514219943, 16077.859005453636, 4440.379914606947, 5889.5712441583455, 10551.63802712832, 8473.833183684692, 7236.138725970963, 7508.017287358565, 7218.113242659634, 9691.807166867904, 2670.436784101304, 12478.007124488127, 3837.4810757260443, 10040.661707514742, 8665.870476018248, 13890.231723422508, 17111.320211287064, 16418.021207244394, 7403.812462965493, 17287.27703716697, 11205.893995220074, 12647.461011164025, 5211.273056670282, 2149.7828930024593, 1834.8311761016323, 7046.911132313265, 5399.269259391681, 7839.354841360561, 3454.527452761078, 7748.740136715647, 17844.121017929043, 3119.338547866935, 1135.9056397818583, 4135.571012834511, 14850.415376901989, 15525.542137117562, 18862.668418970683, 16389.02951535863, 3124.2606064335264, 18578.42391079861, 11869.97431226607, 7790.400287209116, 8761.312023643131, 6403.828047600193, 8924.109194836912, 12333.772359250137, 10641.862166866882, 16063.29026181456, 11967.481715635813, 19882.267799226494, 15896.282145508641, 5236.29926839438, 10227.822077088242, 14073.54397065167, 15653.076283961173, 20106.99529594906, 15979.246721350179, 11584.865701642493, 4206.819713039416, 14577.55684291675, 26502.169230222185, 15853.946423315221, 3909.345125628705, 13472.134934997668, 24149.859195019533, 23461.457542426833, 6149.020175220983, 10076.000504524527, 13136.733822356344, 18781.66790895404, 10898.382470628432, 30804.59056862604, 23421.603727968704, 18844.105952729115, 10010.996535652332, 14977.804876533433, 21931.964016270736, 23424.92403137508, 11956.555216348223, 12147.792292957885, 27034.255383034764, 12535.1813466087, 5726.084023232709, 7697.048852129492, 11118.462824374254, 26177.151537142632, 20836.986747851097, 5174.857067676336, 15417.68604245892, 27831.341926416397, 13967.261678249493, 2589.7351878556606, 12240.727114018207, 23824.380183640245, 2706.6178887130577, 12062.460326801665, 17816.07854618657, 32718.17660837895, 2242.7843790695965, 21361.556291641435, 2970.891434682245, 8194.958098523177, 8652.964032813967, 31617.8522661038, 9907.315658137944, 5750.725817470523, 15092.02139604184, 6571.394600062444, 16154.501211625631, 6601.938009372956, 8312.10229640202, 13265.49945317945, 15632.278846489791, 11301.678807841026, 9320.232006001612, 10971.44513253854, 22994.416915885788, 15340.21455801687, 5948.256983877191, 12539.830197281279, 4900.014606676164, 13962.893633625745, 9737.425067423925, 8804.649825695033, 23150.750735576174, 15162.534202448896, 13089.751020317866, 15046.853307614538, 1905.6820048814473, 7415.928201876955, 17263.89397983866, 13511.194097104963, 11412.355240671212, 19046.859588883435, 2887.8128590257897, 6862.5519157384815, 14618.348311805485, 7105.428506249142, 2884.6485883440077, 15188.275325686538, 15151.653830399619, 10685.670172767233, 7287.713841577227, 6036.231011920362, 7005.769939064072, 8930.38646832902, 13469.637338263541, 15059.103085186835, 7397.509064202846, 3899.3801598040914, 11613.20156380288, 13692.563218511075, 7192.6462929404, 13611.09333176605, 10496.642061038678, 8578.144756437674, 14518.624516090824, 6147.33503124704, 15042.006172988255, 5565.709757849565, 8851.386131482013, 5544.339662392536, 3661.119164757108, 5795.480448632305, 11612.008652535806, 10831.860866186871, 5726.8495224670805, 17002.857469726958, 11529.241824539504, 5656.510804422786, 7965.146970618972, 7304.930692190344, 4053.0568502462793]",1040740.7584721122,156826.81762271133,4616.894382571413,"[0.0, 0.002127659574468085, 0.00425531914893617, 0.006382978723404256, 0.00851063829787234, 0.010638297872340425, 0.012765957446808512, 0.014893617021276596, 0.01702127659574468, 0.019148936170212766, 0.02127659574468085, 0.023404255319148935, 0.025531914893617023, 0.027659574468085108, 0.029787234042553193, 0.031914893617021274, 0.03404255319148936, 0.03617021276595745, 0.03829787234042553, 0.04042553191489362, 0.0425531914893617, 0.04468085106382979, 0.04680851063829787, 0.04893617021276596, 0.05106382978723405, 0.05319148936170213, 0.055319148936170216, 0.0574468085106383, 0.059574468085106386, 0.06170212765957447, 0.06382978723404255, 0.06595744680851064, 0.06808510638297872, 0.07021276595744681, 0.0723404255319149, 0.07446808510638298, 0.07659574468085106, 0.07872340425531915, 0.08085106382978724, 0.08297872340425531, 0.0851063829787234, 0.08723404255319149, 0.08936170212765958, 0.09148936170212767, 0.09361702127659574, 0.09574468085106383, 0.09787234042553192, 0.1, 0.1021276595744681, 0.10425531914893617, 0.10638297872340426, 0.10851063829787234, 0.11063829787234043, 0.1127659574468085, 0.1148936170212766, 0.11702127659574468, 0.11914893617021277, 0.12127659574468086, 0.12340425531914893, 0.12553191489361704, 0.1276595744680851, 0.12978723404255318, 0.13191489361702127, 0.13404255319148936, 0.13617021276595745, 0.13829787234042554, 0.14042553191489363, 0.1425531914893617, 0.1446808510638298, 0.14680851063829786, 0.14893617021276595, 0.15106382978723404, 0.15319148936170213, 0.15531914893617021, 0.1574468085106383, 0.1595744680851064, 0.16170212765957448, 0.16382978723404257, 0.16595744680851063, 0.16808510638297872, 0.1702127659574468, 0.1723404255319149, 0.17446808510638298, 0.17659574468085107, 0.17872340425531916, 0.18085106382978725, 0.18297872340425533, 0.1851063829787234, 0.18723404255319148, 0.18936170212765957, 0.19148936170212766, 0.19361702127659575, 0.19574468085106383, 0.19787234042553192, 0.2, 0.2021276595744681, 0.2042553191489362, 0.20638297872340425, 0.20851063829787234, 0.21063829787234042, 0.2127659574468085, 0.2148936170212766, 0.2170212765957447, 0.21914893617021278, 0.22127659574468087, 0.22340425531914895, 0.225531914893617, 0.2276595744680851, 0.2297872340425532, 0.23191489361702128, 0.23404255319148937, 0.23617021276595745, 0.23829787234042554, 0.24042553191489363, 0.24255319148936172, 0.24468085106382978, 0.24680851063829787, 0.24893617021276596, 0.25106382978723407, 0.2531914893617021, 0.2553191489361702, 0.2574468085106383, 0.25957446808510637, 0.26170212765957446, 0.26382978723404255, 0.26595744680851063, 0.2680851063829787, 0.2702127659574468, 0.2723404255319149, 0.274468085106383, 0.2765957446808511, 0.27872340425531916, 0.28085106382978725, 0.28297872340425534, 0.2851063829787234, 0.2872340425531915, 0.2893617021276596, 0.2914893617021277, 0.2936170212765957, 0.2957446808510638, 0.2978723404255319, 0.3, 0.3021276595744681, 0.30425531914893617, 0.30638297872340425, 0.30851063829787234, 0.31063829787234043, 0.3127659574468085, 0.3148936170212766, 0.3170212765957447, 0.3191489361702128, 0.32127659574468087, 0.32340425531914896, 0.32553191489361705, 0.32765957446808514, 0.3297872340425532, 0.33191489361702126, 0.33404255319148934, 0.33617021276595743, 0.3382978723404255, 0.3404255319148936, 0.3425531914893617, 0.3446808510638298, 0.3468085106382979, 0.34893617021276596, 0.35106382978723405, 0.35319148936170214, 0.3553191489361702, 0.3574468085106383, 0.3595744680851064, 0.3617021276595745, 0.3638297872340426, 0.36595744680851067, 0.36808510638297876, 0.3702127659574468, 0.3723404255319149, 0.37446808510638296, 0.37659574468085105, 0.37872340425531914, 0.38085106382978723, 0.3829787234042553, 0.3851063829787234, 0.3872340425531915, 0.3893617021276596, 0.39148936170212767, 0.39361702127659576, 0.39574468085106385, 0.39787234042553193, 0.4, 0.4021276595744681, 0.4042553191489362, 0.4063829787234043, 0.4085106382978724, 0.4106382978723404, 0.4127659574468085, 0.4148936170212766, 0.41702127659574467, 0.41914893617021276, 0.42127659574468085, 0.42340425531914894, 0.425531914893617, 0.4276595744680851, 0.4297872340425532, 0.4319148936170213, 0.4340425531914894, 0.43617021276595747, 0.43829787234042555, 0.44042553191489364, 0.44255319148936173, 0.4446808510638298, 0.4468085106382979, 0.44893617021276594, 0.451063829787234, 0.4531914893617021, 0.4553191489361702, 0.4574468085106383, 0.4595744680851064, 0.46170212765957447, 0.46382978723404256, 0.46595744680851064, 0.46808510638297873, 0.4702127659574468, 0.4723404255319149, 0.474468085106383, 0.4765957446808511, 0.4787234042553192, 0.48085106382978726, 0.48297872340425535, 0.48510638297872344, 0.48723404255319147, 0.48936170212765956, 0.49148936170212765, 0.49361702127659574, 0.4957446808510638, 0.4978723404255319]",0.0,0.0,0.0,2775.6427083849603,1240.6427083849603,1873.1617711293966,1862.1617711293966,"[12, 24, 47, 71, 47, 140, 140, 140, 223, 237, 271, 237, 308, 308, 308, 379, 424, 403]",0.0,-57.0,18,48.0,"[13, 45, 69, 93, 138, 161, 185, 212, 235, 258, 282, 307, 331, 355, 378, 402, 433, 468]",0.0,-57.0,"[2282.23409258927, 2524.114330200622, 2318.2689170711446, 2262.0981221406378, 2635.3538278518945, 1950.8468423046763, 2027.1618940914072, 2382.828318620648, 1873.1617711293966, 2192.972910007925, 2066.4228932624446, 2492.741991057196, 2605.6691537213796, 2635.4477404712707, 2775.6427083849603, 2511.358786780624, 1951.4793714175348, 2356.2399987936888]",1407.7600018629487,18671.956330103283,1407.7600018629491,"[47, 47, 117, 117, 308, 163, 187, 237, 237, 284, 284, 308, 332, 356, 403, 403, 435, 469]",0.0,-57.0,470,raw,4.5173339830652966e-07,0.1534826618629515,0.003942999396062907,0.22303392989238532,0.01508518282506588,3018782.9289328926,1084970.1799042816,2391.0456728160784,856.0456728160784,1.0,rbio3.5,491.5624934011736,15622038.51719709,9.181729993131754,5.551863376187173,0.7106382978723405,SWT,0.4188375723149958,0.08331936960751526,0.9817303581122345,0.6517301390525378,0.8823529411764703,0.06643143171626384,0.47867853646379993,0.8066188795560973,0.4240073637939611,0.6229639958348183,0.5444772292144601,0.6212233504566036,0.6212233504566036,0.6199714610283076,0.8858583010202574,0.2820025008862285,0.0009888107595906193,0.25286305115248847,0.4921470440161108,0.3253789648980767,0.4125473682608266,0.0,0.2,0.4999865663455155,0.0193548387096774,0.02054794520547945,0.2915404422425347,0.2915404422425347,0.020547945205479465,3.2551065467342384,0.6200908343798782,9,1.563358305784008,0.8050055774898497,16,0.0,0.375263175058439,0.570949161499562,20,0,0.5090114783491169,0.7714160549445371,6,6.3966136874651625,0.9396545878541023,12.75,10.249110320284698,0.9096857844930889,3,rbio,25.733333333333334,11.0,27.00123453967738,15,0.2652920962199313,0.7692779835668511,0.5835121375759927,1,2.5,3
