wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,relative_prominences_total_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_relative_prominences_total_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
db10,1,reflect,7.884297653995445e-27,315.6995256411901,4097460.494117678,0.525,148.6858827209201,101,smoothed,6.342121547403269e-14,-9.973264436524695e-11,5.74438671955669,17769.937705056127,0.9740005532353048,0.0002552608750672829,0.9999999999999999,481.4,,,,[],[],8,143.125,31.799999999999898,541.1999999999998,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999994, 68.20000000000027, 74.99999999999989, 541.1999999999998, 39.2000000000001, 203.20000000000005, 31.799999999999898, 67.40000000000009]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.680000007,541.1999999999998,-541.1999999999998,0.0,,,,DWT,mdp.39015035518102,0.0,,0.0,29.0,3.0,0.0,29.0,,2.2737367544323206e-13,37.9431818181818,12.000000000000227,37.94318181818185,,0.0,37.9431818181818,,,29.599999999999852,0.0,29.0,2.2737367544323206e-13,2.2737367544323206e-13,,0.0,0.9237202975241341,0.36886342803539784,0.3040781208596225,0.23192771084337327,0.019602530375872083,,,,,,,,,,,,0.0,1.0,1.0,,0.2,0.3215652913653765,187,0.9913150494496886,0.49596397152111216,146,0,0.6666666666666667,0.7032558139534884,245,0,0.36963841752767995,0.4533941895804867,173,41.78815621680382,0.9440586931501956,187.75,181.33280232837785,0.8463600025322597,33,db,0.7473894993894994,0.8582716250531893,0.21934586291139363,3,25.5,0.9999999999617077,0.9178226212801512,0.8035693135318053,0.0017782926068773087,0.17187499999999994,0.0007732820348744259,0.999999999974566,0.9999999999698168,0.9999999999698168,0.9999999999698189,,0.03508771956477942,,,,,1.0,,0.0,0.3417721518987343,0.25714285714285706,0.0,1.6774353606517545,0.8986946986383911,249,1.3224266886398939,0.8498026380505923,193,39.59797974644666,0.9734953281482954,221.0,217.45248868778282,0.9127851473405466,49,628.9466666666667,572.5,423.128555443935,450,0.6220513547200477,0.783826094933622,0.32941622321588,2,37.25,49
rbio3.5,1,constant,3.924692350530703e-27,318.7290995698735,3736857.2590908557,0.5267857142857143,61.710932864113566,101,smoothed,4.373179486305665e-14,-1.0014677975789262e-10,5.551952920625464,28918.912455343903,0.9852467242653452,0.00025526087506728306,1.0,481.3999999999999,,,,[],[],8,143.125,31.80000000000001,541.1999999999999,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999989, 68.20000000000005, 75.00000000000011, 541.1999999999999, 39.19999999999999, 203.19999999999993, 31.80000000000001, 67.40000000000009]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.68,541.1999999999999,-541.1999999999999,0.0,,,,DWT,mdp.39015035518102,7.450580596923828e-09,,0.0,29.0,3.0,0.0,29.0,,1.1368683772161603e-13,37.9431818181818,12.000000000000227,37.943181818181834,,0.0,37.9431818181818,,,29.599999999999966,0.0,29.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,0.9585568021291161,0.031059302493662268,0.0032763071909106233,0.25451807228915635,0.08919528781910055,,,,,,,,,,,,0.0004409171075837742,1.0,1.0,,0.2002204585537919,0.32191975046079685,97,0.7297872301630588,0.3651192153674978,407,0,0.6668136390358613,0.7034108527131783,89,0,0.2673211543843892,0.3278930230263586,410,182.18740351626948,0.7561078935525174,250.75,151.27871975783455,0.7102159280346255,211,rbio,0.7581440781440781,0.7756722974534543,0.236597456063109,2,158.75,0.9999999999617085,0.9499032427438211,0.7210451178379903,1.9160315904954593e-05,0.18861607142857134,0.0029405868639089776,0.9999999999745792,0.9999999999698168,0.9999999999698168,0.9999999999698184,,0.03508771956477942,,,,,1.0,,0.00018705574261129816,0.3417721518987343,0.25714285714285706,0.0,1.6775288885230641,0.8987448066807591,103,1.3070967480287448,0.8399514878247056,234,92.63098833543772,0.9379979997754767,168.5,143.03857566765578,0.9126067642786353,50,704.7555555555556,800.5,438.966706050773,270,0.697029130312819,0.8131655370048468,0.26812994767957266,3,38.25,50
db11,1,antisymmetric,5.839132799437905e-27,317.0036722332514,4115817.0248662224,0.5163934426229508,124.58370440634907,101,smoothed,5.694894500968326e-14,-1.006453587137913e-10,5.7453379459209115,98023.24098075347,0.9961513017215929,0.0002552608750672831,1.0,481.3999999999999,,,,[],[],8,143.12499999999994,31.79999999999984,541.1999999999999,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999989, 68.2000000000001, 75.0, 541.1999999999999, 39.19999999999999, 203.19999999999993, 31.79999999999984, 67.39999999999998]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.680000007,541.1999999999999,-541.1999999999999,0.0,,,,DWT,mdp.39015035518102,0.0,,0.0,29.0,3.0,0.0,29.0,,1.1368683772161603e-13,37.94318181818174,12.000000000000682,37.94318181818179,,0.0,37.94318181818174,,,29.599999999999795,0.0,29.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,0.9387164355387158,0.37053323963784335,0.3193904564281508,0.12304957535058236,0.5205498187118958,,,,,,,,,,,,0.0,1.0,1.0,,0.2,0.3215652913653765,235,1.1656314669812176,0.5831760669979874,91,0,0.6666666666666667,0.7032558139534884,223,0,0.4544479051334376,0.5574205220135038,90,80.11398130164298,0.8927523677354177,159.75,129.7027535966365,0.8394484730243353,37,db,0.7473894993894994,0.8582716250531893,0.21934586291139363,3,28.5,0.9999999999617087,0.9316324289091847,0.8039772418222932,0.0018678413486893151,0.0911885245901638,0.016374122079014244,0.9999999999745595,0.9999999999698146,0.9999999999698146,0.9999999999698166,,0.0350877195647874,,,,,1.0,,0.0,0.3417721518987343,0.25714285714285706,0.0,1.677435360651754,0.8986946986383909,259,1.3049270575871859,0.838557226292608,245,9.899494936611665,0.9933738320370739,252.0,251.80555555555557,0.9123495666209466,51,628.9466666666667,572.5,423.128555443935,450,0.6220513547200477,0.783826094933622,0.32941622321588,2,38.75,51
bior2.2,1,antisymmetric,1.7115626071931847e-27,322.33322786042936,3762641.980140816,0.5188679245283019,87.0922173828696,101,smoothed,2.814030636673664e-14,-9.90222792651708e-11,5.5509573742299905,23476.167853328585,0.9841038202918815,0.000255260875067283,1.0,481.40000000000003,,,,[],[],8,143.125,31.80000000000001,541.2,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999994, 68.2000000000001, 74.99999999999994, 541.2, 39.19999999999993, 203.19999999999993, 31.80000000000001, 67.40000000000003]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.680000007,541.2,-541.2,0.0,,,,DWT,mdp.39015035518102,0.0,,0.0,29.0,3.0,0.0,29.0,,0.0,37.9431818181818,12.000000000000227,37.943181818181806,,0.0,37.9431818181818,,,29.599999999999966,0.0,29.0,0.0,0.0,,5.684341886080802e-14,1.0,0.029311690164503263,0.024784962974858146,0.1543532621050233,0.055221257614779196,,,,,,,,,,,,0.0,1.0,1.0,,0.2,0.3215652913653765,228,0.7108781344576017,0.3556588221159705,423,0,0.6666666666666667,0.7032558139534884,203,0,0.2527342345718328,0.3100008766116957,458,131.08521401490455,0.8245177857899537,328.0,288.60975079266996,0.6927140468441066,242,bior,0.8424257224257224,0.789877852062728,0.1733386386831759,4,182.5,0.9999999999617082,0.9880679081778401,0.7206181831413901,0.00014494602997190068,0.11438679245282984,0.0018825445843850186,0.9999999999745792,0.9999999999698168,0.9999999999698168,0.9999999999698173,,0.03508771956477942,,,,,1.0,,0.0,0.3417721518987343,0.25714285714285706,0.0,1.677435360651758,0.8986946986383931,214,1.2997300442957833,0.8352175813482368,255,28.991378028648448,0.9805947938228592,234.5,232.70788912579957,0.9118168078886719,52,720.8666666666667,786.5,428.9470517840175,270,0.7129636109673184,0.7946045905136414,0.2625440951687847,4,40.0,52
bior3.5,1,reflect,2.4774918726347025e-27,320.72703337386366,3903296.1890236433,0.5178571428571429,138.67504348956746,101,smoothed,3.2748281534289786e-14,-9.856520044593263e-11,5.6489602067988525,20184.316359460598,0.9861113285455781,0.0002552608750672831,1.0,481.4,,,,[],[],8,143.125,31.80000000000001,541.2000000000002,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999983, 68.20000000000005, 75.0, 541.2000000000002, 39.19999999999999, 203.19999999999987, 31.80000000000001, 67.39999999999998]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.68,541.2000000000002,-541.2000000000002,0.0,,,,DWT,mdp.39015035518102,7.450580596923828e-09,,0.0,29.0,3.0,0.0,29.0,,1.1368683772161603e-13,37.9431818181818,12.000000000000227,37.94318181818181,,0.0,37.9431818181818,,,29.599999999999966,0.0,29.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9815306696766896,0.2013488340571371,0.1421134753742138,0.14156626506024103,0.03467326753650129,,,,,,,,,,,,0.0004409171075837742,1.0,1.0,,0.2002204585537919,0.32191975046079685,110,0.8311453695603861,0.4158296180688343,271,0,0.6668136390358613,0.7034108527131783,95,0,0.30024650234095657,0.36827887240118856,312,110.56521454176566,0.8519876646027233,197.0,150.8728561299199,0.794133055862272,94,bior,0.8424257224257224,0.789877852062728,0.1733386386831759,4,71.5,0.9999999999617087,0.9710596692196505,0.7626461687571154,0.0008311000537663565,0.10491071428571441,0.0012426251479417225,0.9999999999745792,0.9999999999698168,0.9999999999698168,0.9999999999698175,,0.03508771956477942,,,,,1.0,,0.00018705574261129816,0.3417721518987343,0.25714285714285706,0.0,1.6775288885230637,0.8987448066807588,108,1.3068357716992063,0.8397837822156041,237,91.21677477306463,0.938944595198752,172.5,148.38260869565218,0.9117413739045969,53,720.8666666666667,786.5,428.9470517840175,270,0.7129636109673184,0.7946045905136414,0.2625440951687847,4,40.75,53
rbio3.9,1,symmetric,4.9533591604348905e-27,317.7181575670379,3976256.7083324883,0.5416666666666666,152.7123734034724,101,smoothed,4.7240539313159143e-14,-1.0080387635724725e-10,5.7337798760160235,19455.86141942946,0.9628944382386072,0.00025526087506728306,1.0,481.4,,,,[],[],8,143.12500000000003,31.80000000000001,541.2,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999994, 68.19999999999999, 74.99999999999994, 541.2, 39.200000000000216, 203.20000000000005, 31.80000000000001, 67.40000000000003]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.680000007,541.2,-541.2,0.0,,,,DWT,mdp.39015035518102,0.0,,0.0,29.0,3.0,0.0,29.0,,0.0,37.94318181818183,12.0,37.943181818181834,,0.0,37.94318181818183,,,29.599999999999966,0.0,29.0,0.0,0.0,,0.0,0.946932168908016,0.3502438532677996,0.20297442836227897,0.44277108433734846,0.030126195802519653,,,,,,,,,,,,0.0,1.0,1.0,,0.2,0.3215652913653765,260,1.033927354215796,0.5172832967136419,129,0,0.6666666666666667,0.7032558139534884,240,0,0.3946095461355925,0.4840234858907026,144,66.31930337390465,0.9112191387230192,193.25,176.14004376367615,0.8262588330830625,62,rbio,0.7581440781440781,0.7756722974534543,0.236597456063109,2,47.0,0.9999999999617085,0.9391982233324654,0.7990206259472687,0.0011870236645813137,0.3281249999999995,0.0011010171575547313,0.9999999999745792,0.9999999999698179,0.9999999999698179,0.9999999999698184,,0.03508771956477543,,,,,1.0,,0.0,0.3417721518987343,0.25714285714285706,0.0,1.6774353606517571,0.8986946986383926,229,1.3953131656569386,0.8966401081193509,61,118.79393923933998,0.9204859844448863,145.0,96.33793103448275,0.9117155491166868,54,704.7555555555556,800.5,438.966706050773,270,0.697029130312819,0.8131655370048468,0.26812994767957266,3,41.25,54
bior2.2,1,symmetric,1.7115626071931847e-27,322.33322786042936,3762641.980140816,0.5188679245283019,87.0922173828696,101,smoothed,2.814030636673664e-14,-9.90222792651708e-11,5.5509573742299905,21558.9945745817,0.9819347735721073,0.000255260875067283,1.0,481.40000000000003,,,,[],[],8,143.125,31.80000000000001,541.2,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999994, 68.2000000000001, 74.99999999999994, 541.2, 39.19999999999993, 203.19999999999993, 31.80000000000001, 67.40000000000003]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.680000007,541.2,-541.2,0.0,,,,DWT,mdp.39015035518102,0.0,,0.0,29.0,3.0,0.0,29.0,,0.0,37.9431818181818,12.000000000000227,37.943181818181806,,0.0,37.9431818181818,,,29.599999999999966,0.0,29.0,0.0,0.0,,5.684341886080802e-14,1.0,0.029311690164503263,0.024784962974858146,0.1543532621050233,0.043254114630530596,,,,,,,,,,,,0.0,1.0,1.0,,0.2,0.3215652913653765,232,0.7060912772639023,0.353263913750351,428,0,0.6666666666666667,0.7032558139534884,207,0,0.2503408059749831,0.3070651248945296,460,130.6710245871925,0.8250722562420448,331.75,293.0054255322182,0.6904812419095097,243,bior,0.8424257224257224,0.789877852062728,0.1733386386831759,4,183.25,0.9999999999617082,0.9880679081778401,0.7206181831413901,0.00014494602997190068,0.11438679245282984,0.0015098557050764634,0.9999999999745792,0.9999999999698168,0.9999999999698168,0.9999999999698173,,0.03508771956477942,,,,,1.0,,0.0,0.3417721518987343,0.25714285714285706,0.0,1.677435360651758,0.8986946986383931,218,1.2995809687440598,0.8351217841307337,256,26.870057685088806,0.9820146869577718,237.0,235.47679324894514,0.9116900744025807,55,720.8666666666667,786.5,428.9470517840175,270,0.7129636109673184,0.7946045905136414,0.2625440951687847,4,42.25,55
db12,1,reflect,1.1455572508483122e-26,314.07698777300703,4217968.250264453,0.5241935483870968,115.33597459259052,101,smoothed,7.956671625194785e-14,-1.042481212465419e-10,5.789696389390662,17291.508151787482,0.980635231024908,0.0002552608750672833,0.9999999999999999,481.40000000000003,,,,[],[],8,143.125,31.799999999999898,541.2000000000004,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999977, 68.19999999999999, 74.99999999999989, 541.2000000000004, 39.2000000000001, 203.20000000000005, 31.799999999999898, 67.39999999999998]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.680000007,541.2000000000004,-541.2000000000004,0.0,,,,DWT,mdp.39015035518102,0.0,,0.0,29.0,3.0,0.0,29.0,,3.410605131648481e-13,37.9431818181818,12.000000000000227,37.94318181818182,,0.0,37.9431818181818,,,29.599999999999852,0.0,29.0,3.410605131648481e-13,3.410605131648481e-13,,5.684341886080802e-14,0.9050630377089617,0.4484013963229737,0.40460121130666293,0.2217256121259223,0.01661613632619164,,,,,,,,,,,,0.0,1.0,1.0,,0.2,0.3215652913653765,241,1.0648758258210411,0.5327670996664636,114,0,0.6666666666666667,0.7032558139534884,233,0,0.39928147875814246,0.48975402418091446,135,65.59662084792681,0.912186585210272,180.75,162.46583945251194,0.8351093568621641,42,db,0.7473894993894994,0.8582716250531893,0.21934586291139363,3,32.25,0.9999999999617094,0.9006413197555923,0.8230001208066602,0.0023661661048359314,0.16431451612903178,0.0006802777269110221,0.999999999974566,0.9999999999698168,0.9999999999698168,0.9999999999698177,,0.03508771956477942,,,,,1.0,,0.0,0.3417721518987343,0.25714285714285706,0.0,1.677435360651754,0.8986946986383909,254,1.3190658528399932,0.8476429363799101,201,37.476659402887016,0.9749152212832082,227.5,224.41318681318683,0.9113197257687795,56,628.9466666666667,572.5,423.128555443935,450,0.6220513547200477,0.783826094933622,0.32941622321588,2,42.5,56
rbio2.2,1,antireflect,2.6153316474400532e-27,320.4918880673183,3754261.3154758937,0.5188679245283019,189.56906660556598,101,smoothed,3.179854619441242e-14,-9.908611708908675e-11,5.593774204909858,29681.533203987186,0.9665596750384107,0.00025526087506728317,1.0,481.4,,,,[],[],8,143.125,31.799999999999898,541.2000000000002,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999989, 68.20000000000016, 74.99999999999994, 541.2000000000002, 39.19999999999993, 203.2, 31.799999999999898, 67.39999999999998]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.680000007,541.2000000000002,-541.2000000000002,0.0,,,,DWT,mdp.39015035518102,0.0,,0.0,29.0,3.0,0.0,29.0,,1.1368683772161603e-13,37.9431818181818,12.000000000000227,37.943181818181806,,0.0,37.9431818181818,,,29.599999999999852,0.0,29.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9788267777278085,0.10447365301412873,0.01779412405248853,0.1543532621050233,0.0939556251568576,,,,,,,,,,,,0.0,1.0,1.0,,0.2,0.3215652913653765,207,0.7477535100747462,0.37410790926799603,376,0,0.6666666666666667,0.7032558139534884,173,0,0.2698806884112614,0.33103251773467174,401,115.8918317512786,0.8448569856073914,289.25,253.7329710198518,0.7288207284127988,183,rbio,0.7581440781440781,0.7756722974534543,0.236597456063109,2,137.75,0.999999999961709,0.9685696796218332,0.7389799498042056,0.000104062597989436,0.11438679245282984,0.003088836516300904,0.999999999974566,0.9999999999698168,0.9999999999698168,0.9999999999698173,,0.03508771956477942,,,,,1.0,,0.0,0.3417721518987343,0.25714285714285706,0.0,1.677435360651754,0.8986946986383909,257,1.2976740655503622,0.8338963919192547,266,6.363961030678928,0.9957403205952617,261.5,261.4225621414914,0.9103534266965599,57,704.7555555555556,800.5,438.966706050773,270,0.697029130312819,0.8131655370048468,0.26812994767957266,3,43.5,57
db14,1,antisymmetric,1.0577252042933643e-26,314.4234272267014,4261156.705073522,0.53125,134.4162987216336,101,smoothed,7.609754410767359e-14,-1.031797536299451e-10,5.828234925380759,118825.6834977557,0.9957238957085178,0.00025526087506728284,0.9999999999999998,481.40000000000003,,,,[],[],8,143.12500000000003,31.799999999999955,541.2000000000002,"[17, 27, 38, 50, 66, 74, 86, 93]","[119.0, 68.19999999999993, 75.0, 541.2000000000002, 39.200000000000045, 203.20000000000016, 31.799999999999955, 67.40000000000003]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.680000007,541.2000000000002,-541.2000000000002,0.0,,,,DWT,mdp.39015035518102,0.0,,0.0,29.0,3.0,0.0,29.0,,1.1368683772161603e-13,37.94318181818183,12.0,37.94318181818184,,0.0,37.94318181818183,,,29.59999999999991,0.0,29.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,0.9090466802633509,0.5160531109494984,0.44062741482963197,0.310993975903614,0.6504002640432094,,,,,,,,,,,,0.0,1.0,1.0,,0.2,0.3215652913653765,217,1.408325967026305,0.7045983415569305,48,0,0.6666666666666667,0.7032558139534884,200,0,0.565424289197861,0.6935428657135989,41,94.98245452012002,0.8728481197856492,126.5,72.950272203783,0.8517520384738153,26,db,0.7473894993894994,0.8582716250531893,0.21934586291139363,3,20.25,0.9999999999617075,0.9043098200911756,0.8395271638908977,0.0025768525271199234,0.23046874999999978,0.020418012672779276,0.9999999999745726,0.9999999999698179,0.9999999999698179,0.9999999999698186,,0.03508771956477543,,,,,1.0,,0.0,0.3417721518987343,0.25714285714285706,0.0,1.677435360651755,0.8986946986383915,247,1.363992605321338,0.876513249649948,117,91.92388155425118,0.9384712974871143,182.0,158.78571428571428,0.9083253408452975,58,628.9466666666667,572.5,423.128555443935,450,0.6220513547200477,0.783826094933622,0.32941622321588,2,44.0,58
rbio1.3,1,zero,6.262399632861044e-27,316.6997479733418,3746608.4420294026,0.5283018867924528,41.63285805377322,101,smoothed,6.444130157982691e-14,-1.0545393447358731e-10,5.54521491459127,21479.210471586866,0.9806625275857496,0.0002552608750672829,0.9999999999999999,481.4000000000001,,,,[],[],8,143.12500000000006,31.80000000000001,541.2000000000002,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999989, 68.2000000000001, 75.00000000000011, 541.2000000000002, 39.19999999999999, 203.20000000000005, 31.80000000000001, 67.40000000000009]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.68000001,541.2000000000002,-541.2000000000002,0.0,,,,DWT,mdp.39015035518102,3.725290298461914e-09,,0.0,29.0,3.0,0.0,29.0,,1.1368683772161603e-13,37.943181818181856,11.999999999999773,37.943181818181856,,0.0,37.943181818181856,,,29.599999999999966,0.0,29.0,1.1368683772161603e-13,1.1368683772161603e-13,,1.1368683772161603e-13,0.9352216672547453,0.019231202394213078,0.011410381509772805,0.2736985678563304,0.04275609612641643,,,,,,,,,,,,0.0002204585537918871,1.0,1.0,,0.20011022927689595,0.32174252091308664,148,0.703035657897939,0.3517351594788999,430,0,0.666740152851264,0.7033333333333333,128,0,0.25646358302829564,0.31457525211192244,451,175.0492787760064,0.765663616096377,289.25,209.29113401671887,0.6892240436572916,245,rbio,0.7581440781440781,0.7756722974534543,0.236597456063109,2,184.25,0.9999999999617077,0.9284141284599123,0.7181555603296929,6.672955299485636e-05,0.202830188679245,0.0014943460752159753,0.9999999999745792,0.999999999969819,0.999999999969819,0.9999999999698193,,0.03508771956477144,,,,,1.0,,9.352787130564908e-05,0.3417721518987343,0.25714285714285706,0.0,1.6774821245874085,0.8987197526595747,189,1.2978894359075879,0.8340347907426454,260,50.204581464244875,0.9663958624737317,224.5,218.88641425389756,0.9080640624282983,59,704.7555555555556,800.5,438.966706050773,270,0.697029130312819,0.8131655370048468,0.26812994767957266,3,45.0,59
rbio2.2,1,reflect,2.6153316474400532e-27,320.4918880673183,3754261.3154758937,0.5188679245283019,189.56906660556598,101,smoothed,3.179854619441242e-14,-9.908611708908675e-11,5.593774204909858,17385.44171235315,0.9448205815291938,0.00025526087506728317,1.0,481.4,,,,[],[],8,143.125,31.799999999999898,541.2000000000002,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999989, 68.20000000000016, 74.99999999999994, 541.2000000000002, 39.19999999999993, 203.2, 31.799999999999898, 67.39999999999998]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.680000007,541.2000000000002,-541.2000000000002,0.0,,,,DWT,mdp.39015035518102,0.0,,0.0,29.0,3.0,0.0,29.0,,1.1368683772161603e-13,37.9431818181818,12.000000000000227,37.943181818181806,,0.0,37.9431818181818,,,29.599999999999852,0.0,29.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9788267777278085,0.10447365301412873,0.01779412405248853,0.1543532621050233,0.01720247683217014,,,,,,,,,,,,0.0,1.0,1.0,,0.2,0.3215652913653765,204,0.7170522507448712,0.3587477888739828,421,0,0.6666666666666667,0.7032558139534884,202,0,0.2545300587463239,0.31220361368558613,456,136.71716546700833,0.8169783594819165,320.75,277.3783682974071,0.6937970780006637,240,rbio,0.7581440781440781,0.7756722974534543,0.236597456063109,2,180.5,0.999999999961709,0.9685696796218332,0.7389799498042056,0.000104062597989436,0.11438679245282984,0.0006985379404268096,0.999999999974566,0.9999999999698168,0.9999999999698168,0.9999999999698173,,0.03508771956477942,,,,,1.0,,0.0,0.3417721518987343,0.25714285714285706,0.0,1.677435360651754,0.8986946986383909,258,1.2967179461200127,0.8332819814410163,272,9.899494936611665,0.9933738320370739,265.0,264.81509433962265,0.9079988303424995,60,704.7555555555556,800.5,438.966706050773,270,0.697029130312819,0.8131655370048468,0.26812994767957266,3,45.75,60
