wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,relative_prominences_total_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_relative_prominences_total_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
db6,1,symmetric,3.511727571899509e-27,319.2119475842629,3791108.99536077,0.5446428571428571,123.94878767568368,101,smoothed,4.3019493358148625e-14,-9.836593761747287e-11,5.613010835039381,21398.431763172917,0.9761870097565026,0.0002552608750672829,1.0,481.3999999999999,,,,[],[],8,143.12500000000006,31.800000000000182,541.2000000000002,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999994, 68.20000000000016, 74.99999999999989, 541.2000000000002, 39.200000000000045, 203.2000000000001, 31.800000000000182, 67.39999999999998]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.68,541.2000000000002,-541.2000000000002,0.0,,,,DWT,mdp.39015035518102,7.450580596923828e-09,,0.0,29.0,3.0,0.0,29.0,,1.1368683772161603e-13,37.943181818181856,11.999999999999773,37.943181818181856,,0.0,37.943181818181856,,,29.600000000000136,0.0,29.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,0.9641089812383721,0.13824221682861604,0.04853108884436126,0.48042168674698693,0.04225186921881812,,,,,,,,,,,,0.0004409171075837742,1.0,1.0,,0.2002204585537919,0.32191975046079685,107,0.8809214639658339,0.4407330526347075,231,0,0.6668136390358613,0.7034108527131783,101,0,0.33471116857543093,0.41055283169648105,241,76.3588021557873,0.8977793813175539,170.0,144.27325485753641,0.8351012033763138,43,db,0.7473894993894994,0.8582716250531893,0.21934586291139363,3,33.0,0.9999999999617077,0.9550161941814652,0.7472294747739103,0.0002838167910655926,0.35602678571428514,0.0014786430990455246,0.999999999974599,0.999999999969819,0.999999999969819,0.9999999999698193,,0.03508771956477144,,,,,1.0,,0.00018705574261129816,0.3417721518987343,0.25714285714285706,0.0,1.6775288885230677,0.898744806680761,98,1.3897685338052115,0.8930770805314373,70,19.79898987322333,0.9867476640741477,84.0,81.66666666666667,0.965261382237877,1,628.9466666666667,572.5,423.128555443935,450,0.6220513547200477,0.783826094933622,0.32941622321588,2,1.25,1
rbio3.5,1,symmetric,3.9531147746306956e-27,318.6977615203055,3809102.422168549,0.5446428571428571,152.71524000331485,101,smoothed,4.41451056128181e-14,-1.0006715456256651e-10,5.633624651664711,19752.539445474587,0.9666876979879201,0.00025526087506728317,1.0,481.3999999999999,,,,[],[],8,143.125,31.80000000000001,541.1999999999999,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999989, 68.20000000000005, 75.00000000000011, 541.1999999999999, 39.19999999999999, 203.19999999999993, 31.80000000000001, 67.40000000000009]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.68,541.1999999999999,-541.1999999999999,0.0,,,,DWT,mdp.39015035518102,7.450580596923828e-09,,0.0,29.0,3.0,0.0,29.0,,1.1368683772161603e-13,37.9431818181818,12.000000000000227,37.943181818181834,,0.0,37.9431818181818,,,29.599999999999966,0.0,29.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,0.9581964517518733,0.1744283355763208,0.06354053660345488,0.48042168674698693,0.031978082847537975,,,,,,,,,,,,0.0004409171075837742,1.0,1.0,,0.2002204585537919,0.32191975046079685,98,0.8988622149788217,0.44970897419406686,210,0,0.6668136390358613,0.7034108527131783,83,0,0.3417130187052348,0.4191412197390435,230,75.46025443900915,0.8989822564404162,155.25,127.54286493426808,0.8455754655696057,34,rbio,0.7581440781440781,0.7756722974534543,0.236597456063109,2,26.0,0.999999999961709,0.9495713993462788,0.7560695987367133,0.00037159420138321733,0.35602678571428514,0.001158689879299791,0.9999999999745792,0.9999999999698168,0.9999999999698168,0.9999999999698184,,0.03508771956477942,,,,,1.0,,0.00018705574261129816,0.3417721518987343,0.25714285714285706,0.0,1.6775288885230641,0.8987448066807591,100,1.3908376263027622,0.8937640884635543,69,21.920310216782973,0.985327770939235,84.5,81.65680473372781,0.9643840996597112,2,704.7555555555556,800.5,438.966706050773,270,0.697029130312819,0.8131655370048468,0.26812994767957266,3,2.25,2
rbio3.5,1,antisymmetric,3.92812116179201e-27,318.7253070083856,3808869.476352096,0.5446428571428571,138.03005852503046,101,smoothed,4.3934053315067566e-14,-1.0014677975789262e-10,5.636393451235553,50140.039642403266,0.9856385813675119,0.00025526087506728306,1.0,481.3999999999999,,,,[],[],8,143.125,31.80000000000001,541.1999999999999,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999989, 68.20000000000005, 75.00000000000011, 541.1999999999999, 39.19999999999999, 203.19999999999993, 31.80000000000001, 67.40000000000009]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.68,541.1999999999999,-541.1999999999999,0.0,,,,DWT,mdp.39015035518102,7.450580596923828e-09,,0.0,29.0,3.0,0.0,29.0,,1.1368683772161603e-13,37.9431818181818,12.000000000000227,37.943181818181834,,0.0,37.9431818181818,,,29.599999999999966,0.0,29.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,0.958513192173113,0.17928877029736953,0.0633462218628497,0.48042168674698693,0.2216591950463372,,,,,,,,,,,,0.0004409171075837742,1.0,1.0,,0.2002204585537919,0.32191975046079685,103,0.9772577641013073,0.48893098329596707,151,0,0.6668136390358613,0.7034108527131783,96,0,0.38064581322533125,0.4668957332920643,159,32.335481028327585,0.9567128768027743,127.25,121.07552870552875,0.8931824089502493,20,rbio,0.7581440781440781,0.7756722974534543,0.236597456063109,2,15.5,0.9999999999617085,0.9498630827304545,0.7572569834835206,0.0003704578208187472,0.35602678571428514,0.007065867659695425,0.9999999999745792,0.9999999999698168,0.9999999999698168,0.9999999999698184,,0.03508771956477942,,,,,1.0,,0.00018705574261129816,0.3417721518987343,0.25714285714285706,0.0,1.6775288885230641,0.8987448066807591,105,1.3939686316285471,0.8957760991167414,66,27.577164466275352,0.9815413892461343,85.5,81.05263157894737,0.9621562367917418,3,704.7555555555556,800.5,438.966706050773,270,0.697029130312819,0.8131655370048468,0.26812994767957266,3,3.0,3
db19,1,antireflect,9.21139601169755e-27,315.0239012217627,4583703.046026062,0.5217391304347826,163.96936641523243,101,smoothed,7.154672893742794e-14,-9.615483964608992e-11,5.974820182139127,152514.12498153877,0.9967329242138779,0.000255260875067283,1.0,481.40000000000003,,,,[],[],8,143.12499999999997,31.799999999999955,541.2,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999994, 68.20000000000016, 74.99999999999983, 541.2, 39.199999999999875, 203.20000000000005, 31.799999999999955, 67.40000000000003]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.68,541.2,-541.2,0.0,,,,DWT,mdp.39015035518102,7.450580596923828e-09,,0.0,29.0,3.0,0.0,29.0,,0.0,37.94318181818177,12.000000000000455,37.9431818181818,,0.0,37.94318181818177,,,29.59999999999991,0.0,29.0,0.0,0.0,,5.684341886080802e-14,0.9159514185488482,0.7733733153605138,0.7096835821807483,0.19067574646411664,0.8606861055068646,,,,,,,,,,,,0.0004409171075837742,1.0,1.0,,0.2002204585537919,0.32191975046079685,113,1.7116440406883326,0.8563511435859763,15,0,0.6668136390358613,0.7034108527131783,80,0,0.6900740336122185,0.8464367944025191,16,48.66894971813822,0.9348474568699622,56.0,26.575208231259186,0.9299404620360521,7,db,0.7473894993894994,0.8582716250531893,0.21934586291139363,3,6.0,0.9999999999617082,0.9106683310197109,0.9023894598167759,0.004150331710306915,0.14130434782608653,0.02696687689982996,0.9999999999745726,0.9999999999698157,0.9999999999698157,0.9999999999698169,,0.03508771956478341,,,,,1.0,,0.00018705574261129816,0.3417721518987343,0.25714285714285706,0.0,1.6775288885230628,0.8987448066807584,113,1.366979384254247,0.8784325791963523,106,4.949747468305833,0.9966869160185369,109.5,109.38812785388129,0.961696871663887,4,628.9466666666667,572.5,423.128555443935,450,0.6220513547200477,0.783826094933622,0.32941622321588,2,3.5,4
rbio3.7,1,zero,5.21097350242213e-27,317.497967110477,3736650.045839106,0.5431034482758621,54.87892962725512,101,smoothed,5.2958737505337413e-14,-9.952203505747556e-11,5.5529708184942,33149.07985749634,0.9868781025416296,0.000255260875067283,1.0,481.3999999999999,,,,[],[],8,143.125,31.80000000000001,541.2,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999983, 68.19999999999993, 75.00000000000011, 541.2, 39.2000000000001, 203.19999999999993, 31.80000000000001, 67.40000000000003]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.68,541.2,-541.2,0.0,,,,DWT,mdp.39015035518102,7.450580596923828e-09,,0.0,29.0,3.0,0.0,29.0,,0.0,37.9431818181818,12.000000000000227,37.94318181818181,,0.0,37.9431818181818,,,29.599999999999966,0.0,29.0,0.0,0.0,,5.684341886080802e-14,0.9444002399851625,0.0328461512767183,0.003103457599204079,0.46094723722476105,0.1156003179277792,,,,,,,,,,,,0.0004409171075837742,1.0,1.0,,0.2002204585537919,0.32191975046079685,116,0.8152339704900748,0.4078689998176035,294,0,0.6668136390358613,0.7034108527131783,84,0,0.3113794808027251,0.38193445447258556,282,109.43491216243562,0.8535007869311437,194.0,145.59796530111728,0.7968976491549962,91,rbio,0.7581440781440781,0.7756722974534543,0.236597456063109,2,68.75,0.9999999999617082,0.9368665929272908,0.7214816378432203,1.814946662002557e-05,0.3415948275862071,0.003762910211450228,0.9999999999745792,0.9999999999698168,0.9999999999698168,0.9999999999698175,,0.03508771956477942,,,,,1.0,,0.00018705574261129816,0.3417721518987343,0.25714285714285706,0.0,1.6775288885230637,0.8987448066807588,110,1.3610129445188697,0.8745984942747085,118,5.656854249492381,0.9962136183068994,114.0,113.85964912280701,0.9599541987116826,5,704.7555555555556,800.5,438.966706050773,270,0.697029130312819,0.8131655370048468,0.26812994767957266,3,4.5,5
rbio3.7,1,constant,5.21097350242213e-27,317.497967110477,3736650.045839106,0.5431034482758621,54.87892962725512,101,smoothed,5.2958737505337413e-14,-9.952203505747556e-11,5.5529708184942,33149.07985749634,0.9868781025416296,0.000255260875067283,1.0,481.3999999999999,,,,[],[],8,143.125,31.80000000000001,541.2,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999983, 68.19999999999993, 75.00000000000011, 541.2, 39.2000000000001, 203.19999999999993, 31.80000000000001, 67.40000000000003]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.68,541.2,-541.2,0.0,,,,DWT,mdp.39015035518102,7.450580596923828e-09,,0.0,29.0,3.0,0.0,29.0,,0.0,37.9431818181818,12.000000000000227,37.94318181818181,,0.0,37.9431818181818,,,29.599999999999966,0.0,29.0,0.0,0.0,,5.684341886080802e-14,0.9444002399851625,0.0328461512767183,0.003103457599204079,0.46094723722476105,0.1156003179277792,,,,,,,,,,,,0.0004409171075837742,1.0,1.0,,0.2002204585537919,0.32191975046079685,108,0.8152339704900748,0.4078689998176035,292,0,0.6668136390358613,0.7034108527131783,79,0,0.3113794808027251,0.38193445447258556,283,112.68983982595769,0.8491434540482494,190.5,138.52471536677547,0.7970616868634821,90,rbio,0.7581440781440781,0.7756722974534543,0.236597456063109,2,68.0,0.9999999999617082,0.9368665929272908,0.7214816378432203,1.814946662002557e-05,0.3415948275862071,0.003762910211450228,0.9999999999745792,0.9999999999698168,0.9999999999698168,0.9999999999698175,,0.03508771956477942,,,,,1.0,,0.00018705574261129816,0.3417721518987343,0.25714285714285706,0.0,1.6775288885230637,0.8987448066807588,111,1.3610129445188697,0.8745984942747085,119,5.656854249492381,0.9962136183068994,115.0,114.8608695652174,0.9596195266902636,6,704.7555555555556,800.5,438.966706050773,270,0.697029130312819,0.8131655370048468,0.26812994767957266,3,5.25,6
rbio3.7,1,smooth,5.21097350242213e-27,317.497967110477,3736650.045839106,0.5431034482758621,54.87892962725512,101,smoothed,5.2958737505337413e-14,-9.952203505747556e-11,5.5529708184942,33149.07985749634,0.9868781025416296,0.000255260875067283,1.0,481.3999999999999,,,,[],[],8,143.125,31.80000000000001,541.2,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999983, 68.19999999999993, 75.00000000000011, 541.2, 39.2000000000001, 203.19999999999993, 31.80000000000001, 67.40000000000003]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.68,541.2,-541.2,0.0,,,,DWT,mdp.39015035518102,7.450580596923828e-09,,0.0,29.0,3.0,0.0,29.0,,0.0,37.9431818181818,12.000000000000227,37.94318181818181,,0.0,37.9431818181818,,,29.599999999999966,0.0,29.0,0.0,0.0,,5.684341886080802e-14,0.9444002399851625,0.0328461512767183,0.003103457599204079,0.46094723722476105,0.1156003179277792,,,,,,,,,,,,0.0004409171075837742,1.0,1.0,,0.2002204585537919,0.32191975046079685,95,0.8152339704900748,0.4078689998176035,293,0,0.6668136390358613,0.7034108527131783,75,0,0.3113794808027251,0.38193445447258556,284,117.8314474153653,0.842260445227088,186.75,129.89650912395217,0.796130222613544,92,rbio,0.7581440781440781,0.7756722974534543,0.236597456063109,2,69.5,0.9999999999617082,0.9368665929272908,0.7214816378432203,1.814946662002557e-05,0.3415948275862071,0.003762910211450228,0.9999999999745792,0.9999999999698168,0.9999999999698168,0.9999999999698175,,0.03508771956477942,,,,,1.0,,0.00018705574261129816,0.3417721518987343,0.25714285714285706,0.0,1.6775288885230637,0.8987448066807588,109,1.3610129445188697,0.8745984942747085,120,7.7781745930520225,0.9947937251719866,114.5,114.23580786026201,0.9590769161335168,7,704.7555555555556,800.5,438.966706050773,270,0.697029130312819,0.8131655370048468,0.26812994767957266,3,6.0,7
db22,1,periodic,1.116564659955437e-26,314.1883169784028,4851115.430728535,0.5208333333333334,119.94994570952679,101,smoothed,8.181794076128676e-14,-9.894334240811997e-11,6.025888621581206,17204.713897897538,0.976765072150454,0.00025526087506728295,1.0,481.4000000000001,,,,[],[],8,143.12500000000006,31.800000000000466,541.2,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999994, 68.19999999999993, 75.00000000000006, 541.2, 39.199999999999875, 203.20000000000016, 31.800000000000466, 67.40000000000003]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.680000003,541.2,-541.2,0.0,,,,DWT,mdp.39015035518102,3.725290298461914e-09,,0.0,29.0,3.0,0.0,29.0,,0.0,37.943181818181856,11.999999999999773,37.94318181818187,,0.0,37.943181818181856,,,29.60000000000042,0.0,29.0,0.0,0.0,,1.1368683772161603e-13,0.9063431914426993,0.8630204024331851,0.9327490527664352,0.17921686746987947,0.01607435992130087,,,,,,,,,,,,0.0002204585537918871,1.0,1.0,,0.20011022927689595,0.32174252091308664,138,1.5198071334219019,0.7603733871048214,34,0,0.666740152851264,0.7033333333333333,154,0,0.5794807748067001,0.710784387694988,38,63.86443976632588,0.9145054353864446,91.0,57.58093496514642,0.8963424097949626,15,db,0.7473894993894994,0.8582716250531893,0.21934586291139363,3,12.0,0.999999999961708,0.9018202017304924,0.9242898843456396,0.00545485068086205,0.13281250000000006,0.0006634053588411893,0.9999999999746321,0.999999999969819,0.999999999969819,0.9999999999698197,,0.03508771956477144,,,,,1.0,,9.352787130564908e-05,0.3417721518987343,0.25714285714285706,0.0,1.6774821245874245,0.8987197526595833,124,1.3593548506835953,0.873532989073206,123,0.7071067811865476,0.9995267022883624,123.5,123.49797570850201,0.9584313564989335,8,628.9466666666667,572.5,423.128555443935,450,0.6220513547200477,0.783826094933622,0.32941622321588,2,6.5,8
db17,1,symmetric,9.02069474573838e-27,315.1147558901641,4448002.966953362,0.5298507462686567,129.23618124050017,101,smoothed,6.936585519400582e-14,-9.584200100221102e-11,5.9006064850119095,18901.555697318257,0.9784018313051075,0.00025526087506728306,1.0,481.3999999999999,,,,[],[],8,143.125,31.800000000000125,541.2000000000002,"[17, 27, 38, 50, 66, 74, 86, 93]","[119.0, 68.20000000000016, 74.99999999999994, 541.2000000000002, 39.199999999999875, 203.19999999999982, 31.800000000000125, 67.40000000000009]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.680000003,541.2000000000002,-541.2000000000002,0.0,,,,DWT,mdp.39015035518102,3.725290298461914e-09,,0.0,29.0,3.0,0.0,29.0,,1.1368683772161603e-13,37.9431818181818,12.000000000000227,37.94318181818185,,0.0,37.9431818181818,,,29.60000000000008,0.0,29.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,0.9169961394068484,0.6430963411464435,0.596487620705196,0.2932925732781866,0.026666176874117035,,,,,,,,,,,,0.0002204585537918871,1.0,1.0,,0.20011022927689595,0.32174252091308664,145,1.2979731646308503,0.6493878268220666,60,0,0.666740152851264,0.7033333333333333,155,0,0.49530777028215833,0.6075387580166242,66,50.45460005457051,0.9324570280393969,106.5,88.5615134893093,0.8949433734574495,17,db,0.7473894993894994,0.8582716250531893,0.21934586291139363,3,13.5,0.9999999999617085,0.9116304049924225,0.8705633164942257,0.003488345438978728,0.21735074626865625,0.0009932629025491682,0.9999999999745924,0.9999999999698168,0.9999999999698168,0.9999999999698189,,0.03508771956477942,,,,,1.0,,9.352787130564908e-05,0.3417721518987343,0.25714285714285706,0.0,1.6774821245874152,0.8987197526595783,125,1.3713416776190506,0.8812358260161615,101,16.97056274847714,0.9886408549206981,113.0,111.72566371681415,0.9565024890400009,9,628.9466666666667,572.5,423.128555443935,450,0.6220513547200477,0.783826094933622,0.32941622321588,2,7.25,9
db23,1,periodic,1.7239219487419146e-26,312.3019797677433,4885037.7361272825,0.5205479452054794,122.81916116664816,101,smoothed,1.022548382601293e-13,-1.0612559719902504e-10,6.04570920748395,17059.45115366252,0.9768709010762794,0.00025526087506728273,1.0,481.40000000000026,,,,[],[],8,143.12500000000006,31.800000000000068,541.2000000000002,"[17, 27, 38, 50, 66, 74, 86, 93]","[118.99999999999983, 68.20000000000016, 75.00000000000006, 541.2000000000002, 39.19999999999982, 203.2000000000001, 31.800000000000068, 67.40000000000026]","[1, 20, 33, 1, 59, 59, 79, 79]","[33, 33, 41, 99, 70, 99, 88, 99]",20813045.680000003,541.2000000000002,-541.2000000000002,0.0,,,,DWT,mdp.39015035518102,3.725290298461914e-09,,0.0,29.0,3.0,0.0,29.0,,1.1368683772161603e-13,37.943181818181856,11.999999999999773,37.94318181818187,,0.0,37.943181818181856,,,29.600000000000023,0.0,29.0,1.1368683772161603e-13,1.1368683772161603e-13,,2.8421709430404007e-13,0.8846525522727728,0.8978140599184482,0.9610457789092501,0.1756065357319681,0.015167618705044697,,,,,,,,,,,,0.0002204585537918871,1.0,1.0,,0.20011022927689595,0.32174252091308664,131,1.536531112552318,0.7687405465802696,30,0,0.666740152851264,0.7033333333333333,165,0,0.5868573091074969,0.7198323589897249,32,68.96617528421692,0.9076758028323736,89.5,51.100234564024895,0.8939316095821841,18,db,0.7473894993894994,0.8582716250531893,0.21934586291139363,3,14.25,0.999999999961707,0.8818454886412822,0.9327898355958285,0.005620334007174204,0.1301369863013693,0.0006351670092071804,0.9999999999745859,0.999999999969819,0.999999999969819,0.9999999999698197,,0.03508771956477144,,,,,1.0,,9.352787130564908e-05,0.3417721518987343,0.25714285714285706,0.0,1.6774821245874108,0.8987197526595759,144,1.3506212392990133,0.8679206961135412,142,1.4142135623730951,0.9990534045767249,143.0,142.993006993007,0.9516686032254441,10,628.9466666666667,572.5,423.128555443935,450,0.6220513547200477,0.783826094933622,0.32941622321588,2,8.0,10
