wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,spectral_centroid_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
coif4,1,reflect,4.712129140520177e-27,316.5229847915482,1544783.665624335,0.6413043478260869,300.58248817347277,69,raw,4.9017151046638805e-14,-6.826283982519526e-11,5.559989289566134,16704.54699954251,0.5826968242308947,1.3207638667392627e-05,1.0,323.0000000000001,,,,[],[],16,213.1875,24.999999999999886,450.0,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.0, 268.0000000000001, 189.0, 24.999999999999886, 450.0, 204.0, 45.000000000000114, 52.00000000000023, 356.99999999999966, 48.99999999999994, 287.99999999999994, 41.99999999999994, 205.99999999999994, 408.0, 109.0, 369.99999999999994]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764699.999999999,460.0,-460.0,0.0,,,,DWT,inu.32000013032828,9.313225746154785e-10,,0.0,34,6.0,0.0,34,,0.0,79.3125,486.0,79.31250000000001,,0.0,79.3125,,,17.000000000000114,0.0,34,0.0,0.0,,1.1368683772161603e-13,0.9082073013146041,0.936667359633853,0.0024140581497268825,0.5893009377664106,0.0006081105104841073,,,,,,,6.70735797169495e-05,3.353678985847475e-05,6.70735797169495e-05,253,1.2504287089913102,0.8532990450621586,125,0,6.70735797169495e-05,6.70735797169495e-05,256,0,0.4874395534750157,0.8295583231747627,124,75.06663706334525,0.8791197470799593,189.5,167.20076653226593,0.7869833840069684,46,coif,212.88888888888889,210.0,126.92181240687695,45,0.566413539530329,0.6920306630483438,0.39590132341426654,2,35.0
coif5,1,antireflect,5.0755110568501906e-27,316.20035885153175,2039791.5946807049,0.6326530612244898,322.4625202161243,69,raw,5.096728192467598e-14,-7.045208860745358e-11,5.559853859615113,73305.70609409841,0.8971682372210669,1.3207638667392627e-05,1.0,323.0,,,,[],[],16,213.1875,24.999999999999886,450.0000000000001,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.0, 268.00000000000006, 189.00000000000006, 24.999999999999886, 450.0000000000001, 203.99999999999994, 45.00000000000017, 52.0, 356.9999999999999, 49.0, 287.9999999999999, 42.00000000000017, 205.99999999999994, 408.0000000000001, 109.0, 370.0]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.000000001,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,9.313225746154785e-10,,0.0,34,6.0,0.0,34,,5.684341886080802e-14,79.3125,486.0,79.31250000000003,,0.0,79.3125,,,17.000000000000114,0.0,34,1.1368683772161603e-13,5.684341886080802e-14,,0.0,0.904716709733293,0.9366202466535258,0.006963489668514783,0.5406162464985995,0.019598203308136698,,,,,,,6.70735797169495e-05,3.353678985847475e-05,6.70735797169495e-05,259,1.2387076739236906,0.8453005498593351,137,0,6.70735797169495e-05,6.70735797169495e-05,253,0,0.481702979172414,0.8197954245234171,139,68.17624219623724,0.8902153909883458,197.0,179.3152047596254,0.7864925586181664,47,coif,212.88888888888889,210.0,126.92181240687695,45,0.566413539530329,0.6920306630483438,0.39590132341426654,2,35.75
sym9,1,periodization,1.1821941291298407e-25,302.528268650859,1341637.4852170688,0.6571428571428571,309.94042291762196,69,raw,2.727776277335182e-13,-6.263156659969145e-11,5.1543312379060096,15111.808163265316,0.6162636447810511,1.3207638667392629e-05,0.9999999999999998,322.99999999999966,,,,[],[],16,213.18750000000037,25.00000000000034,450.00000000000034,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.00000000000136, 268.0000000000002, 188.99999999999986, 25.00000000000034, 450.00000000000034, 204.0000000000006, 45.00000000000051, 52.00000000000051, 357.00000000000006, 49.000000000000455, 288.00000000000034, 41.99999999999994, 206.00000000000028, 408.0000000000011, 108.99999999999937, 370.0000000000008]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764699.999999998,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,1.862645149230957e-09,,0.0,34,6.0,0.0,34,,5.684341886080802e-14,79.31249999999963,486.0000000000059,79.31249999999972,,0.0,79.31249999999963,,,16.99999999999966,0.0,34,3.410605131648481e-13,5.684341886080802e-14,,3.410605131648481e-13,0.7567940629958323,0.7955482079003707,0.0005470180846758344,0.6784313725490195,7.373526469098193e-05,,,,,,,0.000134147159433899,6.70735797169495e-05,0.000134147159433899,199,1.123526093915507,0.766700041471282,282,0,0.000134147159433899,0.000134147159433899,197,0,0.44627887935891786,0.7595082430016051,227,39.60955271985114,0.9362165012562784,226.25,221.5740762638142,0.7859423891144516,48,sym,375.8541666666667,399.5,183.40489689834808,144,1.0,1.0,0.0,6,37.5
bior3.1,1,symmetric,5.681627760270058e-27,315.7104288645006,1503544.8968347108,0.6388888888888888,225.26560590001924,69,raw,6.497861829922077e-14,-6.445166622626198e-11,4.919729419502114,25507.382185570983,0.8371153566262589,1.3207638667392632e-05,0.9999999999999999,322.99999999999994,,,,[],[],16,213.18749999999994,25.0,449.9999999999999,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[348.99999999999994, 267.9999999999999, 188.99999999999994, 25.0, 449.9999999999999, 203.99999999999994, 45.0, 52.0, 356.9999999999999, 49.0, 287.99999999999994, 42.00000000000006, 205.99999999999991, 407.9999999999999, 109.0, 369.9999999999999]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764699.999999999,459.9999999999999,-459.9999999999999,0.0,,,,DWT,inu.32000013032828,9.313225746154785e-10,,0.0,34,6.0,0.0,34,,1.1368683772161603e-13,79.31250000000006,485.9999999999991,79.31250000000006,,0.0,79.31250000000006,,,17.0,0.0,34,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,0.8994160030136922,0.7139356046923163,0.002035048151068542,0.5757080610021783,0.003561524534848156,,,,,,,6.70735797169495e-05,3.353678985847475e-05,6.70735797169495e-05,264,1.1293427624447183,0.770669366284228,270,0,6.70735797169495e-05,6.70735797169495e-05,235,0,0.43893124827882074,0.7470035365725555,241,17.09775813764288,0.972467378200253,252.5,251.6312113764849,0.7829325618859557,49,bior,292.162962962963,301.0,176.53037485058104,135,0.7773306480916924,0.9625172382852065,0.16711337485025335,4,37.75
sym9,1,periodic,1.0780531972790075e-25,302.92875471422735,1472326.261945335,0.627906976744186,283.56034662753126,69,raw,2.698002851726757e-13,-6.300526766978026e-11,5.481496480901523,17229.249464856537,0.5596711271636012,1.3207638667392632e-05,1.0,322.9999999999997,,,,[],[],16,213.18750000000034,25.000000000000398,450.0000000000004,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.00000000000114, 268.0000000000003, 188.9999999999999, 25.000000000000398, 450.0000000000004, 204.0000000000005, 45.0000000000004, 52.00000000000057, 357.0000000000001, 49.0000000000004, 288.00000000000034, 42.00000000000006, 206.00000000000026, 408.00000000000057, 108.99999999999935, 370.00000000000045]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764699.999999998,460.0000000000001,-460.0000000000001,0.0,,,,DWT,inu.32000013032828,1.862645149230957e-09,,0.0,34,6.0,0.0,34,,1.1368683772161603e-13,79.31249999999966,486.00000000000546,79.31249999999977,,0.0,79.31249999999966,,,16.999999999999602,0.0,34,3.979039320256561e-13,1.1368683772161603e-13,,2.8421709430404007e-13,0.76112704775569,0.9093615079920643,0.001748129430776519,0.5139078887368901,0.0007841519320179798,,,,,,,0.000134147159433899,6.70735797169495e-05,0.000134147159433899,195,1.1181078636323976,0.7630026129867477,285,0,0.000134147159433899,0.000134147159433899,199,0,0.4373857451694877,0.7443732925582985,246,42.66438795998368,0.9312972818679812,231.25,225.6426725983927,0.7794570145249728,50,sym,375.8541666666667,399.5,183.40489689834808,144,1.0,1.0,0.0,6,39.0
bior2.8,1,symmetric,3.5789133010200805e-27,317.717644856059,1532373.5231993787,0.6046511627906976,233.7575560067703,69,raw,4.3919779246620713e-14,-7.135092516819012e-11,5.317202278542588,19374.47745692035,0.7345083092633523,1.3207638667392627e-05,0.9999999999999999,323.0,,,,[],[],16,213.1875,25.000000000000057,450.00000000000006,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.0, 268.0, 188.99999999999994, 25.000000000000057, 450.00000000000006, 203.9999999999999, 45.00000000000006, 52.0, 357.0000000000001, 49.00000000000006, 287.99999999999994, 41.99999999999994, 206.00000000000006, 408.00000000000006, 109.00000000000006, 370.0]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.000000001,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,9.313225746154785e-10,,0.0,34,6.0,0.0,34,,5.684341886080802e-14,79.3125,486.0,79.3125,,0.0,79.3125,,,16.999999999999943,0.0,34,5.684341886080802e-14,5.684341886080802e-14,,0.0,0.9211327045338783,0.852207315250816,0.0023000012027838907,0.383036935704514,0.001503891232291993,,,,,,,6.70735797169495e-05,3.353678985847475e-05,6.70735797169495e-05,270,1.1337496117218493,0.77367662311772,262,0,6.70735797169495e-05,6.70735797169495e-05,217,0,0.4320361695848569,0.735269015073951,260,23.89386253134195,0.961523570802992,252.25,250.39207684255666,0.7776619464320917,51,bior,292.162962962963,301.0,176.53037485058104,135,0.7773306480916924,0.9625172382852065,0.16711337485025335,4,39.25
sym9,1,reflect,9.560664907596484e-26,303.45027566520247,1467477.7498602231,0.627906976744186,283.1960331192086,69,raw,2.5368435210797197e-13,-6.326972279424599e-11,5.467745267238998,16814.460796605636,0.5787332205509352,1.3207638667392632e-05,0.9999999999999998,322.9999999999997,,,,[],[],16,213.18750000000028,25.000000000000398,450.0000000000004,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.00000000000097, 268.0000000000003, 188.99999999999994, 25.000000000000398, 450.0000000000004, 204.0000000000005, 45.0000000000004, 52.00000000000057, 357.0000000000001, 49.0000000000004, 288.00000000000034, 42.00000000000006, 206.0000000000003, 408.00000000000034, 108.99999999999929, 370.0000000000005]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764699.999999999,460.0000000000001,-460.0000000000001,0.0,,,,DWT,inu.32000013032828,9.313225746154785e-10,,0.0,34,6.0,0.0,34,,1.1368683772161603e-13,79.31249999999972,486.00000000000455,79.31249999999977,,0.0,79.31249999999972,,,16.999999999999602,0.0,34,3.979039320256561e-13,1.1368683772161603e-13,,2.8421709430404007e-13,0.7667695470564538,0.9045777754877548,0.0017035685815366276,0.5139078887368901,0.000644987373773854,,,,,,,6.70735797169495e-05,3.353678985847475e-05,6.70735797169495e-05,268,1.1190235507127837,0.7636274826059837,283,0,6.70735797169495e-05,6.70735797169495e-05,223,0,0.43752075344728186,0.7446030589770128,244,26.43860813280457,0.9574257517990264,254.5,252.40450347522082,0.7738014427272104,52,sym,375.8541666666667,399.5,183.40489689834808,144,1.0,1.0,0.0,6,40.5
sym12,1,symmetric,3.114344854904732e-23,278.3214896255242,1529005.505216706,0.6739130434782609,305.86331437089444,69,raw,4.2030147478331125e-12,,5.575534095724207,17201.413548252956,0.5747262473676317,1.3207638667391614e-05,1.0,323.0000000000006,,,,[],[],16,213.18750000000952,24.99999999999767,450.0000000000181,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.00000000002086, 268.0000000000072, 189.00000000000915, 24.99999999999767, 450.0000000000181, 204.0000000000129, 45.000000000003865, 51.99999999999852, 357.0000000000156, 49.00000000000284, 288.00000000001234, 42.000000000002785, 206.00000000000176, 408.00000000003115, 109.00000000000139, 370.0000000000165]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.000000076,460.0000000000045,-460.0000000000045,0.0,,,,DWT,inu.32000013032828,7.636845111846924e-08,,0.0,34,6.0,0.0,34,,4.490630090003833e-12,79.31249999999048,486.00000000015234,79.31249999999449,,0.0,79.31249999999048,,,17.00000000000233,0.0,34,1.807620719773695e-11,4.490630090003833e-12,,6.252776074688882e-13,0.4948933024054596,0.942075041916779,0.002269047017473314,0.7728047740835464,0.0007748127833527264,,,,,,,0.005500033536789859,0.0027500167683949294,0.005500033536789859,165,1.0785398606571617,0.7360012022617639,323,0,0.005500033536789859,0.005500033536789859,165,0,0.44256339564132224,0.7531849760024905,235,74.98444283094105,0.8792521049421239,222.0,205.4178284402165,0.7608820911184049,53,sym,375.8541666666667,399.5,183.40489689834808,144,1.0,1.0,0.0,6,41.25
db12,1,symmetric,4.197014402177599e-27,317.02575203854894,1581714.0922385433,0.5760869565217391,281.6316953714698,69,raw,4.819333338198939e-14,-7.057077144878603e-11,5.578159435515265,17346.813859358153,0.5721163659323211,1.3207638667392627e-05,1.0,323.00000000000006,,,,[],[],16,213.1875,24.999999999999943,450.00000000000017,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[348.9999999999998, 268.0, 189.0, 24.999999999999943, 450.00000000000017, 203.9999999999999, 45.000000000000114, 52.000000000000114, 357.00000000000006, 48.999999999999886, 288.0, 41.99999999999994, 206.0000000000001, 407.99999999999983, 108.99999999999994, 370.0]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.000000001,460.0000000000001,-460.0000000000001,0.0,,,,DWT,inu.32000013032828,9.313225746154785e-10,,0.0,34,6.0,0.0,34,,1.1368683772161603e-13,79.3125,486.0,79.31250000000004,,0.0,79.3125,,,17.000000000000057,0.0,34,1.7053025658242404e-13,1.1368683772161603e-13,,5.684341886080802e-14,0.9136468983899363,0.9429883375430091,0.0027534717974259082,0.2222932651321397,0.0008235956253451059,,,,,,,6.70735797169495e-05,3.353678985847475e-05,6.70735797169495e-05,239,1.1103057880071732,0.757678436060358,295,0,6.70735797169495e-05,6.70735797169495e-05,220,0,0.41650111369757126,0.7088303832058389,309,42.952493136797855,0.9308333443851886,265.75,260.4907534416649,0.7514472680057989,54,db,361.0980392156863,403.0,158.96390539935234,153,0.9607397529157442,0.8667375194865046,0.06746091711302768,5,41.75
bior3.1,1,constant,5.681078987466426e-27,315.7108483578588,1548888.1324942054,0.625,209.67130275743506,69,raw,6.492712969518019e-14,-6.445166622626198e-11,4.925074495351611,23871.419656635793,0.8444772794304253,1.3207638667392632e-05,0.9999999999999999,322.99999999999994,,,,[],[],16,213.18749999999994,25.0,449.9999999999999,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[348.99999999999994, 267.9999999999999, 188.99999999999994, 25.0, 449.9999999999999, 203.99999999999994, 45.0, 52.0, 356.9999999999999, 49.0, 287.99999999999994, 42.00000000000006, 205.99999999999991, 407.9999999999999, 109.0, 369.9999999999999]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764699.999999999,459.9999999999999,-459.9999999999999,0.0,,,,DWT,inu.32000013032828,9.313225746154785e-10,,0.0,34,6.0,0.0,34,,1.1368683772161603e-13,79.31250000000006,485.9999999999991,79.31250000000006,,0.0,79.31250000000006,,,17.0,0.0,34,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,0.8994205416443568,0.7157950342457178,0.0024517807595064983,0.49754901960784303,0.0030126474317121216,,,,,,,6.70735797169495e-05,3.353678985847475e-05,6.70735797169495e-05,263,1.0990003993050483,0.7499635800959892,314,0,6.70735797169495e-05,6.70735797169495e-05,231,0,0.42364580473782726,0.7209897122481841,289,35.565666965019325,0.9427283945812893,274.25,270.70547163966063,0.7505509927817879,55,bior,292.162962962963,301.0,176.53037485058104,135,0.7773306480916924,0.9625172382852065,0.16711337485025335,4,42.25
bior3.1,1,antireflect,5.540410225468755e-27,315.8197374122288,1695843.9397060215,0.625,209.67130275743506,69,raw,6.40518234264902e-14,-6.449474287961744e-11,4.86242757996909,31065.625566647373,0.875265089825705,1.3207638667392632e-05,0.9999999999999999,322.99999999999994,,,,[],[],16,213.18749999999994,25.0,449.9999999999999,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[348.99999999999994, 267.9999999999999, 188.99999999999994, 25.0, 449.9999999999999, 203.99999999999994, 45.0, 52.0, 356.9999999999999, 49.0, 287.99999999999994, 42.00000000000006, 205.99999999999991, 407.9999999999999, 109.0, 369.9999999999999]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764699.999999999,459.9999999999999,-459.9999999999999,0.0,,,,DWT,inu.32000013032828,9.313225746154785e-10,,0.0,34,6.0,0.0,34,,1.1368683772161603e-13,79.31250000000006,485.9999999999991,79.31250000000006,,0.0,79.31250000000006,,,17.0,0.0,34,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,0.9005986465929589,0.6940016062062131,0.003802396258682109,0.49754901960784303,0.00542635485435183,,,,,,,6.70735797169495e-05,3.353678985847475e-05,6.70735797169495e-05,257,1.090451338973101,0.7441296569262995,317,0,6.70735797169495e-05,6.70735797169495e-05,234,0,0.4202756047040098,0.7152540728875995,294,37.09896674212549,0.9402593128146127,275.5,271.730093676304,0.7483100106746172,56,bior,292.162962962963,301.0,176.53037485058104,135,0.7773306480916924,0.9625172382852065,0.16711337485025335,4,43.0
bior2.8,1,antireflect,3.475208944562317e-27,317.8453474199315,1928444.4345976796,0.5930232558139535,240.5861103656935,69,raw,4.357230634872876e-14,-7.10885794674712e-11,5.236555216346105,48367.53902767024,0.8845909544593807,1.3207638667392627e-05,1.0,323.0,,,,[],[],16,213.1875,25.000000000000057,450.00000000000006,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.0, 268.0, 188.99999999999994, 25.000000000000057, 450.00000000000006, 203.9999999999999, 45.00000000000006, 52.0, 357.0000000000001, 49.00000000000006, 287.99999999999994, 41.99999999999994, 206.00000000000006, 408.0000000000001, 109.00000000000006, 370.00000000000006]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.000000001,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,9.313225746154785e-10,,0.0,34,6.0,0.0,34,,5.684341886080802e-14,79.3125,486.0,79.31249999999999,,0.0,79.3125,,,16.999999999999943,0.0,34,5.684341886080802e-14,5.684341886080802e-14,,0.0,0.9225143587627431,0.8241520481104502,0.0059401398394021455,0.31760145918832666,0.011231270291735183,,,,,,,6.70735797169495e-05,3.353678985847475e-05,6.70735797169495e-05,266,1.1000878010245967,0.7507056286767819,313,0,6.70735797169495e-05,6.70735797169495e-05,228,0,0.4162878552385315,0.7084674452201489,310,40.3598397750371,0.9350083095410031,279.25,274.6110161909972,0.7426651853663148,57,bior,292.162962962963,301.0,176.53037485058104,135,0.7773306480916924,0.9625172382852065,0.16711337485025335,4,43.75
rbio1.1,1,antireflect,3.096542006627545e-27,318.34638687487507,1426810.3408390845,0.6714285714285714,338.0949756963641,69,raw,4.4898062723391835e-14,-7.196621076843737e-11,5.144889120780414,17914.448163265308,0.5972211279560509,1.3207638667392622e-05,0.9999999999999999,323.00000000000006,,,,[],[],16,213.18750000000006,25.0,450.00000000000006,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.00000000000006, 268.0000000000001, 189.00000000000006, 25.0, 450.00000000000006, 204.00000000000006, 45.0, 52.0, 357.00000000000006, 48.99999999999994, 288.00000000000006, 41.99999999999994, 206.00000000000003, 408.0000000000001, 109.00000000000003, 370.00000000000006]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764700.0,460.00000000000006,-460.00000000000006,0.0,,,,DWT,inu.32000013032828,0.0,,0.0,34,6.0,0.0,34,,5.684341886080802e-14,79.31249999999994,486.0000000000009,79.31249999999997,,0.0,79.31249999999994,,,17.0,0.0,34,5.684341886080802e-14,5.684341886080802e-14,,5.684341886080802e-14,0.9279352623120409,0.7922635114574449,0.001329809735408854,0.7588235294117645,0.0010140409851003727,,,,,,,0.0,0.0,0.0,280,1.2574928461423973,0.858119648941346,109,0,0.0,0.0,346,0,0.4962732307803519,0.8445920857831499,105,121.95900950729306,0.8036086803425233,210.0,158.98425953574036,0.732722214567397,58,rbio,249.7925925925926,196.0,174.24048813612427,135,0.6645997696604647,0.9500318207572005,0.24977061501051454,3,44.25
sym9,1,antireflect,1.164087968189755e-25,302.5952986289821,1876233.3505048233,0.6162790697674418,282.01180783851066,69,raw,2.6686543474236224e-13,-6.221811954532102e-11,5.331258420942858,43702.21257655707,0.8399764764100711,1.3207638667392622e-05,1.0,322.9999999999997,,,,[],[],16,213.1875000000004,25.000000000000398,450.0000000000004,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[349.0000000000007, 268.0000000000002, 188.99999999999994, 25.000000000000398, 450.0000000000004, 204.0000000000005, 45.0000000000004, 52.00000000000057, 357.0000000000001, 49.0000000000004, 288.00000000000034, 42.00000000000006, 206.00000000000034, 408.0000000000015, 108.99999999999937, 370.00000000000125]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764699.999999998,460.0000000000001,-460.0000000000001,0.0,,,,DWT,inu.32000013032828,1.862645149230957e-09,,0.0,34,6.0,0.0,34,,1.1368683772161603e-13,79.3124999999996,486.00000000000637,79.31249999999972,,0.0,79.3124999999996,,,16.999999999999602,0.0,34,3.979039320256561e-13,1.1368683772161603e-13,,2.8421709430404007e-13,0.757519281424704,0.8570971254839754,0.005460287421573344,0.44847241222070205,0.009666019974334816,,,,,,,0.000134147159433899,6.70735797169495e-05,0.000134147159433899,194,1.0690456481856114,0.7295223023634033,337,0,0.000134147159433899,0.000134147159433899,202,0,0.415643025305058,0.7073700290697121,312,73.8167776773456,0.8811324030960619,261.25,245.73614792751863,0.7302199857670326,59,sym,375.8541666666667,399.5,183.40489689834808,144,1.0,1.0,0.0,6,45.75
bior3.1,1,reflect,5.540410225468755e-27,315.8197374122288,1512754.4482990731,0.6111111111111112,227.3623189275936,69,raw,6.40518234264902e-14,-6.449474287961744e-11,4.954102499699514,23354.72124565972,0.7912692528195102,1.3207638667392632e-05,0.9999999999999999,322.99999999999994,,,,[],[],16,213.18749999999994,25.0,449.9999999999999,"[3, 8, 15, 19, 22, 27, 30, 35, 38, 43, 46, 51, 55, 58, 61, 65]","[348.99999999999994, 267.9999999999999, 188.99999999999994, 25.0, 449.9999999999999, 203.99999999999994, 45.0, 52.0, 356.9999999999999, 49.0, 287.99999999999994, 42.00000000000006, 205.99999999999991, 407.9999999999999, 109.0, 369.9999999999999]","[0, 0, 0, 0, 0, 24, 29, 32, 32, 40, 40, 47, 54, 32, 60, 60]","[5, 9, 16, 20, 32, 32, 32, 36, 54, 45, 54, 54, 56, 67, 62, 67]",6764699.999999999,459.9999999999999,-459.9999999999999,0.0,,,,DWT,inu.32000013032828,9.313225746154785e-10,,0.0,34,6.0,0.0,34,,1.1368683772161603e-13,79.31250000000006,485.9999999999991,79.31250000000006,,0.0,79.31250000000006,,,17.0,0.0,34,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,0.9005986465929589,0.7258932125841675,0.002119689671429114,0.4193899782135078,0.002839291427527765,,,,,,,6.70735797169495e-05,3.353678985847475e-05,6.70735797169495e-05,261,1.0732573469399878,0.7323963874666619,330,0,6.70735797169495e-05,6.70735797169495e-05,263,0,0.41016816369791814,0.6980525311726818,330,39.26830783214372,0.9367660099321358,296.0,292.09222258757086,0.7300577231625252,60,bior,292.162962962963,301.0,176.53037485058104,135,0.7773306480916924,0.9625172382852065,0.16711337485025335,4,46.0
