wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,stft_amplitude_max_diff,stft_frequency_max_diff,avg_prominence_diff,fft_variance_magnitude_diff,stft_noverlap_diff,prominence_max_diff,stft_spectral_magnitude_diff,upper_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_num_peaks_diff,fft_peak_amplitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,stft_window_diff,stft_nperseg_diff,prominence_threshold_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_dominant_frequency_diff,relative_num_peaks_diff,max_autocorrelation_diff,stft_variance_magnitude_diff,fft_amplitude_max_diff,fft_dominant_frequency_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,fft_snr_threshold_diff,stft_stationarity_threshold_diff,stft_dynamic_cutoff_percentile_diff,lower_envelope_diff,fft_stationarity_threshold_diff,stft_dynamic_cutoff_diff,fft_frequency_max_diff,fft_num_peaks_diff,fft_dynamic_cutoff_percentile_diff,fft_dynamic_cutoff_diff,prominence_min_diff,fft_spectral_centroid_diff,stft_peak_amplitude_diff,fft_spectral_bandwidth_diff,stft_spectral_bandwidth_diff,fft_spectral_magnitude_diff,distance_factor_diff,stft_snr_threshold_diff,stft_spectral_centroid_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,max_autocorrelation_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,kl_divergence_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_right_bases_array_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_left_bases_array_alignment_score_normalized,across_relative_peaks_array_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
db5,1,periodic,1.955466576660268e-28,339.7459178216135,440618.81017291505,0.5555555555555556,37.1182505807933,27,smoothed,6.500972599749528e-15,,"[6, 9, 12, 17, 20]","[653.2666666666668, 21.466666666666587, 37.33333333333323, 10.466666666666695, 704.7333333333333]",5,3.053947729643219,36622.531032307474,0.5605527230646443,4.484852103462729e-06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,156.28,17.800000000000068,653.3333333333335,"[6, 9, 12, 16, 19]","[653.3333333333335, 25.59999999999988, 53.19999999999993, 31.466666666666583, 17.800000000000068]","[5, 7, 11, 13, 17]","[20, 11, 20, 20, 20]",0.05,10,929125.4933333333,704.7333333333333,-704.7333333333333,DWT,inu.32000013032851,,,106.40888888888887,,,1.1368683772161603e-13,,0.0,0.0,-3.5,,,0.0,-3.5,,,0.0,0.0,-3.5,,2.0,6185329.364444445,,,,106.40888888888887,6.666666666666629,131.84888888888887,,,,0.0,,,,,,,10.400000000000091,,,,,,0.0,,,0.9545099711381341,0.6749819214078991,0.3381012054160658,0.22222222222222232,0.4468428787408093,0.8508559648651071,0.42542798243255353,0.8508559648651071,65,1.3468735864800756,0.7321285318261977,56,0,0,0.8508559648651071,0.8508559648651071,167,0,0,0.5273316397850262,0.70300318575294,59,53.63068151720618,0.8431851417625551,86.75,71.20106528863397,0.7947650855011605,38,db,0.35623552530002106,0.7311390327271617,0.5312934224718366,2,29.0,,0.999999999997391,0.9568797425081301,0.4017995888807175,0.011383257745053166,0.14141414141414144,0.013966242203572156,0.9999999999637987,0.9999999999985398,0.9999999999985398,0.9999999999994185,0.9999999998834596,1.0,0.9999999999997494,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999999296937,0.9999999999773014,255,1.142871422264066,0.6513817715009276,233,15.556349186104045,0.9772567994355204,244.0,243.50409836065575,0.810265826618345,26,305.6031746031746,322.5,238.53265032242712,126,0.6932105951680848,1.0,0.21475258338234063,4,20.5,26
coif2,1,symmetric,1.1273114506313895e-27,332.13798261082775,473822.5746838151,0.631578947368421,43.6230775854159,27,smoothed,1.5789838572446668e-14,,"[6, 9, 12, 17, 20]","[653.2666666666669, 21.466666666666576, 37.33333333333326, 10.466666666666697, 704.7333333333332]",5,2.798827966745146,34374.65609685044,0.5207216708127061,4.484852103462729e-06,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,156.28,17.80000000000019,653.3333333333334,"[6, 9, 12, 16, 19]","[653.3333333333334, 25.599999999999905, 53.19999999999993, 31.46666666666659, 17.80000000000019]","[5, 7, 11, 13, 17]","[20, 11, 20, 20, 20]",0.05,10,929125.4933333333,704.7333333333332,-704.7333333333332,DWT,inu.32000013032851,,,106.40888888888887,,,0.0,,1.1368683772161603e-13,0.0,-3.5,,,0.0,-3.5,,,0.0,0.0,-3.5,,2.0,6185329.364444445,,,,106.40888888888887,6.666666666666629,131.84888888888892,,,,1.1368683772161603e-13,,,,,,,10.400000000000212,,,,,,0.0,,,0.8807458261366756,0.5032980118732309,0.41981464039576044,0.5263157894736841,0.37895317001240814,0.8508559648651071,0.42542798243255353,0.8508559648651071,185,1.352111405610938,0.7349756860571091,55,0,0,0.8508559648651071,0.8508559648651071,139,0,0,0.5418254875783519,0.7223254118508847,54,64.84532879604102,0.8103937754501724,108.25,81.13592450895898,0.7469366538069575,82,coif,0.5105621447119096,0.24105670530966897,0.5702894871087625,1,61.75,,0.999999999997391,0.8869582892641884,0.29960051942330435,0.014134401712324274,0.3349282296650716,0.011844323828364485,0.9999999999638104,0.9999999999985398,0.9999999999985398,0.9999999999994189,0.9999999998834596,1.0,0.9999999999997494,0.0,0.0,0.0,0.0,0.0,0.0,2.599999999929697,0.9999999999773028,154,1.127751455522919,0.642764117293272,249,67.17514421272202,0.9017907248352017,201.5,190.302729528536,0.803600040780174,27,279.4166666666667,158.5,199.9350430229064,36,0.6338108039989919,0.8381873204890486,0.304876241053991,3,21.0,27
coif2,1,antisymmetric,1.1477707042936493e-27,332.05987043822057,473822.5746838151,0.631578947368421,43.6230775854159,27,smoothed,1.6003659303115217e-14,,"[6, 9, 12, 17, 20]","[653.2666666666669, 21.466666666666576, 37.33333333333326, 10.466666666666697, 704.7333333333332]",5,2.798827966745146,34470.029924124225,0.5192809056378825,4.484852103462729e-06,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,156.28,17.80000000000019,653.3333333333334,"[6, 9, 12, 16, 19]","[653.3333333333334, 25.599999999999905, 53.19999999999993, 31.46666666666659, 17.80000000000019]","[5, 7, 11, 13, 17]","[20, 11, 20, 20, 20]",0.05,10,929125.4933333333,704.7333333333332,-704.7333333333332,DWT,inu.32000013032851,,,106.40888888888887,,,0.0,,1.1368683772161603e-13,0.0,-3.5,,,0.0,-3.5,,,0.0,0.0,-3.5,,2.0,6185329.364444445,,,,106.40888888888887,6.666666666666629,131.84888888888892,,,,1.1368683772161603e-13,,,,,,,10.400000000000212,,,,,,0.0,,,0.8799884750989846,0.5032980118732309,0.41981464039576044,0.5263157894736841,0.381833624459316,0.8508559648651071,0.42542798243255353,0.8508559648651071,189,1.3528091767670865,0.735354977905453,54,0,0,0.8508559648651071,0.8508559648651071,138,0,0,0.5422501082601953,0.7228914876740501,52,67.11370947876448,0.8037610833954255,108.25,79.54394299287411,0.7436203077795841,89,coif,0.5105621447119096,0.24105670530966897,0.5702894871087625,1,67.0,,0.999999999997391,0.886240391901315,0.29960051942330435,0.014134401712324274,0.3349282296650716,0.011934353515254056,0.9999999999638104,0.9999999999985398,0.9999999999985398,0.9999999999994189,0.9999999998834596,1.0,0.9999999999997494,0.0,0.0,0.0,0.0,0.0,0.0,2.599999999929697,0.9999999999773028,152,1.1273567289799504,0.6425391421387545,250,69.29646455628166,0.8986893793036818,201.0,189.0547263681592,0.8024148650904374,28,279.4166666666667,158.5,199.9350430229064,36,0.6338108039989919,0.8381873204890486,0.304876241053991,3,21.75,28
db6,1,constant,3.554256634079114e-28,337.15093396729765,327573.2942381872,0.6052631578947368,28.983824255271706,27,smoothed,9.046261682130902e-15,,"[6, 9, 12, 17, 20]","[653.2666666666669, 21.466666666666573, 37.33333333333326, 10.466666666666683, 704.7333333333333]",5,2.836389625394009,24449.171326562013,0.6312152137959613,4.484852103462729e-06,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,156.28,17.80000000000016,653.3333333333334,"[6, 9, 12, 16, 19]","[653.3333333333334, 25.5999999999999, 53.19999999999993, 31.4666666666666, 17.80000000000016]","[1, 7, 11, 13, 17]","[20, 11, 20, 20, 20]",0.05,10,929125.4933333334,704.7333333333333,-704.7333333333333,DWT,inu.32000013032851,,,106.40888888888887,,,0.0,,0.0,0.0,-3.5,,,0.0,-3.5,,,0.0,0.0,-3.5,,2.0,6185329.364444445,,,,106.40888888888887,6.666666666666629,131.84888888888892,,,,0.0,,,,,,,10.400000000000183,,,,,,0.0,,,0.929349824527681,0.5285752868761084,0.05989969567321718,0.42105263157894735,0.07918637275237275,0.8508559648651071,0.42542798243255353,0.8508559648651071,81,1.0519429877237996,0.5718112545215336,128,0,0,0.8508559648651071,0.8508559648651071,61,0,0,0.40361276228166537,0.538069473339824,131,34.76947895305115,0.8983348568624235,100.25,90.52803081314748,0.8026031009458316,30,db,0.35623552530002106,0.7311390327271617,0.5312934224718366,2,23.0,,0.999999999997391,0.9330302962114405,0.3146474390252346,0.0020167147107901795,0.2679425837320573,0.0024749998572171153,0.9999999999638076,0.9999999999985398,0.9999999999985398,0.9999999999994189,0.9999999998834596,1.0,0.9999999999997494,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999999296963,0.9999999999773024,162,1.1263172880298038,0.6419467107643346,252,63.63961030678928,0.9069596340544016,207.0,197.21739130434784,0.8021640275535167,29,305.6031746031746,322.5,238.53265032242712,126,0.6932105951680848,1.0,0.21475258338234063,4,22.75,29
db6,1,zero,3.554256634079114e-28,337.15093396729765,327573.2942381872,0.6052631578947368,28.983824255271706,27,smoothed,9.046261682130902e-15,,"[6, 9, 12, 17, 20]","[653.2666666666669, 21.466666666666573, 37.33333333333326, 10.466666666666683, 704.7333333333333]",5,2.836389625394009,24449.171326562013,0.6312152137959613,4.484852103462729e-06,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,156.28,17.80000000000016,653.3333333333334,"[6, 9, 12, 16, 19]","[653.3333333333334, 25.5999999999999, 53.19999999999993, 31.4666666666666, 17.80000000000016]","[1, 7, 11, 13, 17]","[20, 11, 20, 20, 20]",0.05,10,929125.4933333334,704.7333333333333,-704.7333333333333,DWT,inu.32000013032851,,,106.40888888888887,,,0.0,,0.0,0.0,-3.5,,,0.0,-3.5,,,0.0,0.0,-3.5,,2.0,6185329.364444445,,,,106.40888888888887,6.666666666666629,131.84888888888892,,,,0.0,,,,,,,10.400000000000183,,,,,,0.0,,,0.929349824527681,0.5285752868761084,0.05989969567321718,0.42105263157894735,0.07918637275237275,0.8508559648651071,0.42542798243255353,0.8508559648651071,61,1.0519429877237996,0.5718112545215336,126,0,0,0.8508559648651071,0.8508559648651071,66,0,0,0.40361276228166537,0.538069473339824,132,37.95062581829185,0.8890332578412519,96.25,85.0028905366344,0.8038002546516201,27,db,0.35623552530002106,0.7311390327271617,0.5312934224718366,2,20.75,,0.999999999997391,0.9330302962114405,0.3146474390252346,0.0020167147107901795,0.2679425837320573,0.0024749998572171153,0.9999999999638076,0.9999999999985398,0.9999999999985398,0.9999999999994189,0.9999999998834596,1.0,0.9999999999997494,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999999296963,0.9999999999773024,166,1.1263172880298038,0.6419467107643346,253,61.518289963229634,0.9100609795859216,209.5,200.46778042959428,0.8018872149391596,30,305.6031746031746,322.5,238.53265032242712,126,0.6932105951680848,1.0,0.21475258338234063,4,23.5,30
db6,1,smooth,3.554256634079114e-28,337.15093396729765,327573.2942381872,0.6052631578947368,28.983824255271706,27,smoothed,9.046261682130902e-15,,"[6, 9, 12, 17, 20]","[653.2666666666669, 21.466666666666573, 37.33333333333326, 10.466666666666683, 704.7333333333333]",5,2.836389625394009,24449.171326562013,0.6312152137959613,4.484852103462729e-06,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,156.28,17.80000000000016,653.3333333333334,"[6, 9, 12, 16, 19]","[653.3333333333334, 25.5999999999999, 53.19999999999993, 31.4666666666666, 17.80000000000016]","[1, 7, 11, 13, 17]","[20, 11, 20, 20, 20]",0.05,10,929125.4933333334,704.7333333333333,-704.7333333333333,DWT,inu.32000013032851,,,106.40888888888887,,,0.0,,0.0,0.0,-3.5,,,0.0,-3.5,,,0.0,0.0,-3.5,,2.0,6185329.364444445,,,,106.40888888888887,6.666666666666629,131.84888888888892,,,,0.0,,,,,,,10.400000000000183,,,,,,0.0,,,0.929349824527681,0.5285752868761084,0.05989969567321718,0.42105263157894735,0.07918637275237275,0.8508559648651071,0.42542798243255353,0.8508559648651071,84,1.0519429877237996,0.5718112545215336,127,0,0,0.8508559648651071,0.8508559648651071,67,0,0,0.40361276228166537,0.538069473339824,130,31.400636936215164,0.9081852721163299,102.0,94.34750315149034,0.8049698290406211,26,db,0.35623552530002106,0.7311390327271617,0.5312934224718366,2,20.0,,0.999999999997391,0.9330302962114405,0.3146474390252346,0.0020167147107901795,0.2679425837320573,0.0024749998572171153,0.9999999999638076,0.9999999999985398,0.9999999999985398,0.9999999999994189,0.9999999998834596,1.0,0.9999999999997494,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999999296963,0.9999999999773024,161,1.1263172880298038,0.6419467107643346,254,65.76093065034893,0.9038582885228816,207.5,197.07951807228918,0.8002478577117332,31,305.6031746031746,322.5,238.53265032242712,126,0.6932105951680848,1.0,0.21475258338234063,4,24.25,31
bior2.6,1,symmetric,2.7067862853072376e-27,328.33388212097424,541247.6612014751,0.6,44.20474413141174,27,smoothed,2.111890909064743e-14,,"[6, 9, 12, 17, 20]","[653.2666666666669, 21.46666666666659, 37.333333333333286, 10.466666666666697, 704.7333333333336]",5,2.9252649738753624,39229.091353797616,0.7011145791240444,4.484852103462727e-06,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,156.28,17.800000000000015,653.3333333333335,"[6, 9, 12, 16, 19]","[653.3333333333335, 25.59999999999994, 53.19999999999993, 31.46666666666659, 17.800000000000015]","[2, 7, 11, 13, 17]","[20, 11, 20, 20, 20]",0.05,10,929125.4933333339,704.7333333333336,-704.7333333333336,DWT,inu.32000013032851,,,106.40888888888887,,,1.1368683772161603e-13,,2.2737367544323206e-13,0.0,-3.5,,,0.0,-3.5,,,0.0,0.0,-3.5,,2.0,6185329.364444444,,,,106.40888888888887,6.666666666666629,131.8488888888889,,,,2.2737367544323206e-13,,,,,,,10.400000000000038,,,,,,0.0,,,0.8438624652300449,0.5883843236798583,0.5857456878031239,0.3999999999999999,0.525565506151126,0.8507663350363001,0.42538316751815003,0.8507663350363001,264,1.4636086873399683,0.7955829635286495,28,0,0,0.8507663350363001,0.8507663350363001,265,0,0,0.5887115965728307,0.7848308287534532,28,136.543948968821,0.6007486872256695,146.25,50.63929891683686,0.5865585541391506,244,bior,0.6427628095113532,0.7931247458823323,0.31212860957735306,4,184.0,,0.9999999999973903,0.8519963413549243,0.3502502390957509,0.01972100078469452,0.2545454545454544,0.01642674752573885,0.9999999999637936,0.9999999999985398,0.9999999999985398,0.9999999999994187,0.9999999998834596,1.0,0.9999999999997493,0.0,0.0,0.0,0.0,0.0,0.0,2.599999999929692,0.9999999999773007,271,1.1045723055808716,0.6295531160756319,273,1.4142135623730951,0.99793243631232,272.0,271.99632352941177,0.8001358087994348,32,365.3131313131313,353.0,194.80270620414856,198,0.8286528224359023,0.8166710340946268,0.17494171406648032,5,25.25,32
bior2.6,1,antisymmetric,2.7067862853072376e-27,328.33388212097424,541247.6612014751,0.6,44.20474413141174,27,smoothed,2.111890909064743e-14,,"[6, 9, 12, 17, 20]","[653.2666666666669, 21.46666666666659, 37.333333333333286, 10.466666666666697, 704.7333333333336]",5,2.9252649738753624,39311.07145379762,0.6996524606626944,4.484852103462727e-06,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,156.28,17.800000000000015,653.3333333333335,"[6, 9, 12, 16, 19]","[653.3333333333335, 25.59999999999994, 53.19999999999993, 31.46666666666659, 17.800000000000015]","[2, 7, 11, 13, 17]","[20, 11, 20, 20, 20]",0.05,10,929125.4933333339,704.7333333333336,-704.7333333333336,DWT,inu.32000013032851,,,106.40888888888887,,,1.1368683772161603e-13,,2.2737367544323206e-13,0.0,-3.5,,,0.0,-3.5,,,0.0,0.0,-3.5,,2.0,6185329.364444444,,,,106.40888888888887,6.666666666666629,131.8488888888889,,,,2.2737367544323206e-13,,,,,,,10.400000000000038,,,,,,0.0,,,0.8438624652300449,0.5883843236798583,0.5857456878031239,0.3999999999999999,0.5280414468819628,0.8507663350363001,0.42538316751815003,0.8507663350363001,268,1.464599063632303,0.7961213085880084,27,0,0,0.8507663350363001,0.8507663350363001,266,0,0,0.589206784718998,0.7854909803886645,27,138.56647021075,0.5948348824247076,147.0,49.04075314980191,0.5825051605105994,252,bior,0.6427628095113532,0.7931247458823323,0.31212860957735306,4,190.0,,0.9999999999973903,0.8519963413549243,0.3502502390957509,0.01972100078469452,0.2545454545454544,0.01650413398432134,0.9999999999637936,0.9999999999985398,0.9999999999985398,0.9999999999994187,0.9999999998834596,1.0,0.9999999999997493,0.0,0.0,0.0,0.0,0.0,0.0,2.599999999929692,0.9999999999773007,265,1.1046032601643045,0.6295707587001651,272,4.949747468305833,0.9927635270931201,268.5,268.45437616387335,0.8001098337219986,33,365.3131313131313,353.0,194.80270620414856,198,0.8286528224359023,0.8166710340946268,0.17494171406648032,5,26.0,33
bior2.6,1,periodic,2.7067862853072376e-27,328.33388212097424,527997.3962286861,0.6,44.20474413141174,27,smoothed,2.111890909064743e-14,,"[6, 9, 12, 17, 20]","[653.2666666666669, 21.46666666666659, 37.333333333333286, 10.466666666666697, 704.7333333333336]",5,2.9289952404136734,38434.127585047616,0.7156162921371129,4.484852103462727e-06,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,156.28,17.800000000000015,653.3333333333335,"[6, 9, 12, 16, 19]","[653.3333333333335, 25.59999999999994, 53.19999999999993, 31.46666666666659, 17.800000000000015]","[2, 7, 11, 13, 17]","[20, 11, 20, 20, 20]",0.05,10,929125.4933333339,704.7333333333336,-704.7333333333336,DWT,inu.32000013032851,,,106.40888888888887,,,1.1368683772161603e-13,,2.2737367544323206e-13,0.0,-3.5,,,0.0,-3.5,,,0.0,0.0,-3.5,,2.0,6185329.364444444,,,,106.40888888888887,6.666666666666629,131.8488888888889,,,,2.2737367544323206e-13,,,,,,,10.400000000000038,,,,,,0.0,,,0.8438624652300449,0.5908946221202007,0.5531371965291214,0.3999999999999999,0.5015562261601567,0.8507663350363001,0.42538316751815003,0.8507663350363001,265,1.4389558789267507,0.7821822816754024,33,0,0,0.8507663350363001,0.8507663350363001,264,0,0,0.5778901020079047,0.7704043377565306,37,132.51257801934628,0.6125363215808588,149.75,61.64133521458806,0.5873354122524177,241,bior,0.6427628095113532,0.7931247458823323,0.31212860957735306,4,181.75,,0.9999999999973903,0.8519963413549243,0.35174455597937004,0.0186231317002217,0.2545454545454544,0.015676328451293325,0.9999999999637936,0.9999999999985398,0.9999999999985398,0.9999999999994187,0.9999999998834596,1.0,0.9999999999997493,0.0,0.0,0.0,0.0,0.0,0.0,2.599999999929692,0.9999999999773007,272,1.1044703618506666,0.6294950130499716,274,1.4142135623730951,0.99793243631232,273.0,272.996336996337,0.799404814647388,34,365.3131313131313,353.0,194.80270620414856,198,0.8286528224359023,0.8166710340946268,0.17494171406648032,5,26.75,34
bior2.6,1,reflect,2.7066986340955466e-27,328.3340227565838,709397.1142389782,0.55,49.0624023214678,27,smoothed,2.1086013593621498e-14,,"[6, 9, 12, 17, 20]","[653.2666666666669, 21.46666666666659, 37.333333333333286, 10.466666666666697, 704.7333333333336]",5,3.1017394356702317,54937.94365578102,0.8136230503676407,4.484852103462727e-06,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,156.28,17.800000000000015,653.3333333333335,"[6, 9, 12, 16, 19]","[653.3333333333335, 25.59999999999994, 53.19999999999993, 31.46666666666659, 17.800000000000015]","[2, 7, 11, 13, 17]","[20, 11, 20, 20, 20]",0.05,10,929125.4933333339,704.7333333333336,-704.7333333333336,DWT,inu.32000013032851,,,106.40888888888887,,,1.1368683772161603e-13,,2.2737367544323206e-13,0.0,-3.5,,,0.0,-3.5,,,0.0,0.0,-3.5,,2.0,6185329.364444444,,,,106.40888888888887,6.666666666666629,131.8488888888889,,,,2.2737367544323206e-13,,,,,,,10.400000000000038,,,,,,0.0,,,0.8438638287886465,0.707143549503043,0.9995562782601386,0.20000000000000018,1.0,0.8507663350363001,0.42538316751815003,0.8507663350363001,267,1.8396682111547786,1.0,1,0,0,0.8507663350363001,0.8507663350363001,234,0,0,0.7501127313103657,1.0,1,144.67751495423653,0.576966330543168,125.75,1.9920131997417445,0.6046381360318179,212,bior,0.6427628095113532,0.7931247458823323,0.31212860957735306,4,160.0,,0.9999999999973903,0.8519976338798901,0.4209445889711037,0.033653256965231026,0.12727272727272734,0.03125537603492447,0.9999999999637936,0.9999999999985398,0.9999999999985398,0.9999999999994187,0.9999999998834596,1.0,0.9999999999997493,0.0,0.0,0.0,0.0,0.0,0.0,2.599999999929692,0.9999999999773007,267,1.1019087446183793,0.6280350143675572,276,6.363961030678928,0.9906959634054402,271.5,271.42541436464086,0.7968830694220184,35,365.3131313131313,353.0,194.80270620414856,198,0.8286528224359023,0.8166710340946268,0.17494171406648032,5,27.5,35
bior2.6,1,antireflect,2.706786297451805e-27,328.3338821014887,709577.4179082877,0.55,49.0624023214678,27,smoothed,2.111975995446723e-14,,"[6, 9, 12, 17, 20]","[653.2666666666669, 21.46666666666659, 37.333333333333286, 10.466666666666697, 704.7333333333336]",5,3.100703047825349,54889.56221776748,0.8142599782557386,4.484852103462727e-06,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,156.28,17.800000000000015,653.3333333333335,"[6, 9, 12, 16, 19]","[653.3333333333335, 25.59999999999994, 53.19999999999993, 31.46666666666659, 17.800000000000015]","[2, 7, 11, 13, 17]","[20, 11, 20, 20, 20]",0.05,10,929125.4933333339,704.7333333333336,-704.7333333333336,DWT,inu.32000013032851,,,106.40888888888887,,,1.1368683772161603e-13,,2.2737367544323206e-13,0.0,-3.5,,,0.0,-3.5,,,0.0,0.0,-3.5,,2.0,6185329.364444444,,,,106.40888888888887,6.666666666666629,131.8488888888889,,,,2.2737367544323206e-13,,,,,,,10.400000000000038,,,,,,0.0,,,0.8438624650411194,0.7064461079760422,0.9999999999999998,0.20000000000000018,0.9985387969398163,0.8507663350363001,0.42538316751815003,0.8507663350363001,269,1.8389560517886192,0.9996128870620032,2,0,0,0.8507663350363001,0.8507663350363001,254,0,0,0.7497694739913956,0.9995423923569855,2,149.94749080928295,0.5615570444173013,131.75,3.969614663974786,0.5881615631443231,240,bior,0.6427628095113532,0.7931247458823323,0.31212860957735306,4,181.0,,0.9999999999973903,0.8519963411758407,0.42052941974963365,0.03366819627586054,0.12727272727272734,0.031209705583815042,0.9999999999637936,0.9999999999985398,0.9999999999985398,0.9999999999994187,0.9999999998834596,1.0,0.9999999999997493,0.0,0.0,0.0,0.0,0.0,0.0,2.599999999929692,0.9999999999773007,269,1.1016895858600855,0.6279101044105521,277,5.656854249492381,0.9917297452492801,273.0,272.94139194139194,0.7963034691158681,36,365.3131313131313,353.0,194.80270620414856,198,0.8286528224359023,0.8166710340946268,0.17494171406648032,5,28.25,36
