signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,mexh,2666571149.0047655,0.6299079754601227,1398.382468656607,-42.580092327690124,163,80,90979.78147467315,-331716.5658407311,False,12.60542144645071,624800.212719633,0.018763045895388908,8.958686472398211e-06,0.5318908754602708,75121.9432126538,,,,[],[],2,85283.48752891249,16502.327417322245,154064.64764050272,"[56, 120]","[154064.64764050272, 16502.327417322245]","[0, 108]","[162, 162]",1672663948119.8591,165719.23478238596,-165719.23478238596,0.0,,,,CWT,mdp.39015067403918,1672634545362.6592,,0.0,-17.0,16.0,0.0,-17.0,,164969.43478238597,85077.33197335694,166856.175057825,85077.33197335692,,0.0,85077.33197335694,,,16496.327417322245,0.0,-17.0,153314.84764050273,164969.43478238597,,74735.1432126538,1.0,1.0,0.0,0.5589875530699966,0.9999999999999999,0.0,0.8186224605171779,0.20029240438479678,0.0,0.1262537558447299,0.8086855568581537,0.8086855568581537,0.8086855568581536,,0.0,1.0,0.8957021269243279,0.9999999999999999,,,,,0.6666666666666666,,1.0,0.3333333333333333,0.3333333333333333,0.8291454150345445,0.8291454150345445,0.04999999999999999,3.388535690735072,1.0,1,1.787059722495788,0.8310619193952473,2,0,0.6326424477830627,1.0,1,0.0,0.5086558242191078,0.7746115594268338,2,0.5773502691896257,0.9422649730810374,1.5,1.3333333333333333,0.8961324865405187,1,mexh,1.0,1.0,,1,0.1,,,2,1.25,1
smoothed,gaus2,1335343849.0334272,0.6646472392638036,983.3922054930213,-39.38020317534069,163,80,58033.23338434555,,False,12.492151321104325,506231.0032903692,0.02009187128166578,5.216225080179341e-06,0.674888773680146,51188.25221733646,,,,[],[],2,93104.3789315663,49145.882408078614,137062.875455054,"[55, 150]","[137062.875455054, 49145.882408078614]","[0, 105]","[105, 162]",803239473262.39,127110.53031364664,-127110.53031364664,0.0,,,,CWT,mdp.39015067403918,803210070505.1901,,0.0,-17.0,16.0,0.0,-12.5,,126360.73031364664,92898.22337601075,182497.95786313261,92898.22337601075,,0.0,92898.22337601075,,,49139.882408078614,0.0,-17.0,136313.075455054,126360.73031364664,,50801.45221733646,0.5457303057422389,0.41701077773322603,0.25751724819677246,0.16586980634410609,0.4432886368215891,0.5741444866920145,0.9999999999999999,0.1360765600638761,,0.47678681197809686,0.9275594087463576,0.9275594087463576,0.9275594087463577,,0.0,0.6780870970202884,1.0,0.8557069847715262,,,,,0.6666666666666666,,0.44836567812536543,0.3333333333333333,0.3333333333333333,0.5337471724975495,0.5337471724975495,0.5,3.1157515937560936,0.9194979419208055,2,1.432000314245907,0.6659435690653622,4,0,0.6094968317641855,0.9634143802712176,2,0.11111111111111112,0.4368991721436723,0.6653362311658547,3,0.9574271077563381,0.9042572892243662,2.75,2.5263157894736845,0.8146286446121831,2,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,1.75,2
smoothed,gaus3,792177529.8022847,0.6797546012269938,917.8242987114977,-37.09640346942808,163,80,44109.76714377204,,False,12.637036177698866,763238.8504919754,0.029438215168412895,3.7080161349624105e-06,0.0650341611694375,0.0,,,,[],[],1,97870.35553903409,97870.35553903409,97870.35553903409,[75],[97870.35553903409],[5],[116],469419876884.1259,109231.86914229815,-109231.86914229815,0.0,,,,CWT,mdp.39015067403918,469390474126.9259,,0.0,-17.5,17.0,0.0,-17.5,,108482.06914229815,97664.19998347854,94159.55553903409,97664.19998347854,,0.0,97664.19998347854,,,97864.35553903409,0.0,-17.5,97120.55553903409,108482.06914229815,,386.8,0.35375241674541036,0.18206658784366794,0.44131043217859967,0.6687103230732326,0.21613970288800788,0.823827629911279,0.22646465132402926,0.2752693233840977,,1.0,1.0,1.0,1.0,,0.0,0.0,0.41096820049309707,0.5230824317896536,,,,,1.0,,0.23656309837077966,0.0,0.0,0.3969561259809036,0.3969561259809036,0.0,2.3440893157191263,0.6917705846004016,3,1.398181615512266,0.6502163763323865,5,0,0.4643017321743559,0.7339085984530207,3,0.11111111111111112,0.392887077862985,0.5983119775131167,5,1.1547005383792515,0.8845299461620748,4.0,3.75,0.7422649730810373,3,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,2.5,3
smoothed,gaus4,586433660.1774879,0.655521472392638,691.754439614251,-35.543058409840576,163,80,39236.279849913284,,False,12.558119323899788,464694.6881965113,0.022676124711066167,3.825438806448742e-06,0.6689334667682882,26857.323655192613,,,,[],[],2,76643.91044228166,47691.26936990357,105596.55151465976,"[54, 151]","[105596.55151465976, 47691.26936990357]","[0, 104]","[104, 162]",332529283981.32324,72343.00944957935,-72343.00944957935,0.0,,,,CWT,mdp.39015067403918,332499881224.1232,,0.0,-17.0,16.0,0.0,-17.0,,71593.20944957934,76437.7548867261,149577.02088456333,76437.7548867261,,0.0,76437.7548867261,,,47685.26936990357,0.0,-17.0,104846.75151465976,71593.20944957934,,26470.523655192614,0.28655637615018187,0.20035833350299093,0.5663188703463178,0.39481978353937053,0.13009883659350807,0.42332065906210375,0.9924463301350279,0.11358092602388414,,0.4611668847395554,0.6773680696182233,0.6773680696182233,0.6773680696182234,,0.0,0.3508312697780906,0.7804864222153806,0.5886541910985613,,,,,0.6666666666666666,,0.1497084588124285,0.3333333333333333,0.3333333333333333,0.11471655145060748,0.11471655145060748,0.04999999999999999,2.072041452944074,0.6114857986030502,5,1.3600642112585881,0.6324900951439856,6,0,0.3983811914488823,0.6297098666788952,5,0.11111111111111112,0.3828819588636176,0.5830755829584117,6,0.5773502691896257,0.9422649730810374,5.5,5.454545454545455,0.6961324865405187,4,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,3.25,4
smoothed,gaus1,2162337078.4560413,0.6904141104294479,1550.6086845421164,-42.44792629476788,163,80,87582.63124692693,,False,12.732491606877502,2101393.6981654167,0.026651512353611122,6.036494136792904e-06,-0.11351037776725982,53010.75107985631,,,,[],[],1,36236.54516078041,36236.54516078041,36236.54516078041,[96],[36236.54516078041],[4],[114],1609950211699.129,188050.01820684812,-188050.01820684812,0.0,,,,CWT,mdp.39015067403918,1609920808941.929,,0.0,-17.5,17.0,0.0,-17.5,,187300.21820684813,36030.38960522486,32525.745160780414,36030.38960522485,,0.0,36030.38960522486,,,36230.54516078041,0.0,-17.5,35486.74516078041,187300.21820684813,,52623.951079856306,0.9531598153750436,0.5447897897916821,0.010636316285590919,1.0,0.7891323016120364,1.0,0.0,1.0,,0.3381637533304365,0.06319522046757131,0.06319522046757131,0.06319522046757109,,0.0,0.7026000691158072,0.0,0.0,,,,,1.0,,0.9602092528297579,0.0,0.0,1.0,1.0,0.0,1.7897294853927277,0.5281719446798813,7,2.1503328221273903,1.0,1,0,0.34603724911191436,0.5469712794715489,7,0.11111111111111112,0.6566592223274885,1.0,1,3.4641016151377544,0.6535898384862245,4.0,1.75,0.6267949192431123,5,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,4.0,5
smoothed,gaus6,512280035.6586473,0.6552147239263804,667.8642659940476,-34.655803317250495,163,80,35342.16612725842,,False,12.634914813367299,465402.83153209987,0.025419787184370796,3.193890300995226e-06,0.6280822372736024,0.0,0.024539877300613498,1071414.8041872995,5.0,"[0.0, 0.006134969325153374, 0.012269938650306749, 0.018404907975460124, 0.024539877300613498, 0.03067484662576687, 0.03680981595092025, 0.04294478527607362, 0.049079754601226995, 0.05521472392638037, 0.06134969325153374, 0.06748466257668712, 0.0736196319018405, 0.07975460122699386, 0.08588957055214724, 0.09202453987730061, 0.09815950920245399, 0.10429447852760737, 0.11042944785276074, 0.11656441717791412, 0.12269938650306748, 0.12883435582822086, 0.13496932515337423, 0.1411042944785276, 0.147239263803681, 0.15337423312883436, 0.15950920245398773, 0.16564417177914112, 0.17177914110429449, 0.17791411042944785, 0.18404907975460122, 0.1901840490797546, 0.19631901840490798, 0.20245398773006135, 0.20858895705521474, 0.2147239263803681, 0.22085889570552147, 0.22699386503067484, 0.23312883435582823, 0.2392638036809816, 0.24539877300613497, 0.25153374233128833, 0.25766871165644173, 0.2638036809815951, 0.26993865030674846, 0.27607361963190186, 0.2822085889570552, 0.2883435582822086, 0.294478527607362, 0.3006134969325153, 0.3067484662576687, 0.3128834355828221, 0.31901840490797545, 0.32515337423312884, 0.33128834355828224, 0.3374233128834356, 0.34355828220858897, 0.34969325153374237, 0.3558282208588957, 0.3619631901840491, 0.36809815950920244, 0.37423312883435583, 0.3803680981595092, 0.38650306748466257, 0.39263803680981596, 0.39877300613496935, 0.4049079754601227, 0.4110429447852761, 0.4171779141104295, 0.4233128834355828, 0.4294478527607362, 0.43558282208588955, 0.44171779141104295, 0.44785276073619634, 0.4539877300613497, 0.4601226993865031, 0.46625766871165647, 0.4723926380368098, 0.4785276073619632, 0.4846625766871166, 0.49079754601226994]","[1895779.753619378, 3171687.9282253655, 2702136.330419585, 670751.6189847902, 736777.6077197937, 1071414.8041872995, 521316.97706861666, 136901.06123443984, 327369.04060529853, 257564.4091463075, 243060.22397583746, 209574.49240814702, 145635.6512450943, 163318.451235676, 107097.58290581606, 86482.08788350817, 115382.17238742104, 93326.42838686642, 80283.43698937651, 59947.08437058555, 66109.5647005112, 82319.17815623153, 61024.44109373276, 60455.09019206143, 59518.858674225565, 53014.49557473667, 49611.02552561618, 49429.792761087614, 50546.033028309335, 49851.34007649619, 46748.709756529934, 46546.636557647806, 45313.47549143342, 44041.15944444294, 43067.65962958917, 43012.041486772265, 39525.14759741853, 38725.22362277828, 38594.36198220892, 38631.98501333591, 37306.314559028215, 39117.60623760388, 38036.42483221887, 35385.79010113763, 35446.02163634796, 34399.65957080985, 33899.60698176473, 33915.55986655282, 32560.535392758236, 32414.122304024273, 32212.541991816837, 31614.31586991317, 30851.40246232585, 30321.286560729957, 31138.96542783081, 31526.190934015474, 29547.85968303636, 30176.546406055237, 28907.876783360676, 29320.239489433246, 29268.095158673787, 27907.612355910496, 28375.89278890803, 28219.32566281921, 27945.216723848236, 27788.80365937484, 27445.14498823043, 27312.840893962304, 27467.30252255131, 26879.18100628271, 27027.297145762364, 26905.908639201658, 26903.354465725217, 26113.306086538556, 27135.137948360476, 26805.680424689777, 26452.70392286197, 25767.961918106623, 27011.022954735927, 26135.32026804079, 26688.034992310742]",3,47542.499682976515,7805.103089400152,83899.90359474256,"[26, 55, 152]","[7805.103089400152, 83899.90359474256, 50922.49236478684]","[0, 0, 103]","[41, 103, 162]",270622643199.77383,72781.85696050429,-72781.85696050429,15031547.374982025,0.059622658204396245,0.10263117602391875,0.49079754601226994,CWT,mdp.39015067403918,270593240442.57382,,0.0,-16.5,15.0,0.0,-7.5,,72032.05696050428,47336.34412742096,138916.69904892956,47336.34412742097,,15031547.374982025,47336.34412742096,,,7799.103089400152,0.0,-16.5,83150.10359474256,72032.05696050428,,386.8,0.2328640182938906,0.10197763336174112,0.6377224343493434,0.6613478701452442,0.0990882305224092,0.4182509505703421,0.9406309147839486,0.1139644490516073,,0.032861212526231476,0.2350403841621168,0.2350403841621168,0.23504038416211695,,0.7098968552557824,0.0,0.7094044421369031,0.40451604864098345,,,,,0.3333333333333333,,0.11042979942954763,0.6666666666666666,0.6666666666666666,0.1180742083638024,0.1180742083638024,1.0,1.7734043177731484,0.5233541799845837,8,1.4524425322024814,0.6754501057959649,3,0,0.3716696395913381,0.587487673161612,6,0.11111111111111112,0.39517525707926027,0.6017965538937924,4,2.217355782608345,0.7782644217391654,5.25,4.571428571428571,0.6266322108695828,6,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,4.75,6
smoothed,gaus7,498470868.81946576,0.6571319018404908,653.80148483477,-34.26055135319808,163,80,33622.11182436079,,False,12.620053244358115,473881.16098457936,0.027319689559740425,2.578870175232722e-06,0.23321600445302818,0.0,0.024539877300613498,1137228.9245612486,7.0,"[0.0, 0.006134969325153374, 0.012269938650306749, 0.018404907975460124, 0.024539877300613498, 0.03067484662576687, 0.03680981595092025, 0.04294478527607362, 0.049079754601226995, 0.05521472392638037, 0.06134969325153374, 0.06748466257668712, 0.0736196319018405, 0.07975460122699386, 0.08588957055214724, 0.09202453987730061, 0.09815950920245399, 0.10429447852760737, 0.11042944785276074, 0.11656441717791412, 0.12269938650306748, 0.12883435582822086, 0.13496932515337423, 0.1411042944785276, 0.147239263803681, 0.15337423312883436, 0.15950920245398773, 0.16564417177914112, 0.17177914110429449, 0.17791411042944785, 0.18404907975460122, 0.1901840490797546, 0.19631901840490798, 0.20245398773006135, 0.20858895705521474, 0.2147239263803681, 0.22085889570552147, 0.22699386503067484, 0.23312883435582823, 0.2392638036809816, 0.24539877300613497, 0.25153374233128833, 0.25766871165644173, 0.2638036809815951, 0.26993865030674846, 0.27607361963190186, 0.2822085889570552, 0.2883435582822086, 0.294478527607362, 0.3006134969325153, 0.3067484662576687, 0.3128834355828221, 0.31901840490797545, 0.32515337423312884, 0.33128834355828224, 0.3374233128834356, 0.34355828220858897, 0.34969325153374237, 0.3558282208588957, 0.3619631901840491, 0.36809815950920244, 0.37423312883435583, 0.3803680981595092, 0.38650306748466257, 0.39263803680981596, 0.39877300613496935, 0.4049079754601227, 0.4110429447852761, 0.4171779141104295, 0.4233128834355828, 0.4294478527607362, 0.43558282208588955, 0.44171779141104295, 0.44785276073619634, 0.4539877300613497, 0.4601226993865031, 0.46625766871165647, 0.4723926380368098, 0.4785276073619632, 0.4846625766871166, 0.49079754601226994]","[873235.9386837007, 2685279.5515242373, 2502193.131033691, 1189812.8762322306, 903316.2861415975, 1137228.9245612486, 875280.6193155794, 452852.0221920413, 474538.2539525975, 462102.3407736567, 466317.5070214334, 326715.84869388334, 222147.0381176843, 314508.7292080532, 225966.99819089047, 201387.71604134995, 218155.55338622458, 180632.00354744238, 157013.4336719712, 160096.52517537592, 170654.03170991104, 160275.31471807288, 135762.13727230526, 136828.22858755375, 120250.06309446642, 112103.73076895051, 121260.89558049971, 115763.8163230005, 110812.22573694185, 106761.09111885172, 103860.72444671909, 100346.63973493913, 96943.86260109485, 94434.59543773018, 92175.34546651793, 90240.17124053574, 86303.78249883841, 85463.17631166017, 82469.37958061868, 79859.59343189727, 79165.77954289225, 79331.43748761763, 78997.36986819438, 74240.45876377026, 69833.05378402506, 76113.70034198016, 71827.64822650583, 71572.4370736971, 69549.03185246947, 69630.79867624276, 67622.0146382878, 66782.16113092146, 66111.09297870459, 65352.30933735069, 65247.42051076332, 63859.99866972543, 63324.762897052584, 63023.8371171692, 62079.31445239283, 61101.51615297094, 61371.055331699245, 60318.528235821825, 60353.868945729635, 60442.02233058649, 59611.84989743294, 59169.41926432164, 59375.17119060596, 58359.26659609478, 58481.281642829745, 57917.35484909916, 57825.92763175153, 57799.715364521704, 57285.13139271037, 57179.81917046036, 57006.43480184277, 57850.530608613124, 56354.4154734471, 56313.34850001852, 56414.48083341975, 56574.79739044359, 56146.817727788686]",2,58913.672489187586,5020.648419858262,112806.69655851691,"[73, 126]","[112806.69655851691, 5020.648419858262]","[5, 115]","[115, 135]",244270711456.91348,66109.83528611019,-66109.83528611019,18838267.483807966,0.09319567868923656,0.12273963137523942,0.49079754601226994,CWT,mdp.39015067403918,244241308699.71347,,0.0,-17.0,16.0,0.0,-17.0,,65360.035286110186,58707.51693363203,114116.54497837517,58707.51693363203,,18838267.483807966,58707.51693363203,,,5014.648419858262,0.0,-17.0,112056.8965585169,65360.035286110186,,386.8,0.20914776916995148,0.006171673802031485,0.6695310981127162,0.6097689873300648,0.09331331883335024,0.4499366286438522,0.43978533155919824,0.11855622365179727,,0.00296117849943113,0.40787683494086446,0.40787683494086446,0.4078768349408645,,0.8896773240711372,0.0,0.544039448024461,0.649846257270534,,,,,0.6666666666666666,,0.09370996876289597,0.3333333333333333,0.3333333333333333,0.06702604438356433,0.06702604438356433,0.04999999999999999,1.9157254875549945,0.5653549681630823,6,1.221166918382871,0.5678967022299055,8,0,0.32808334023676766,0.5185920441893422,8,0.11111111111111112,0.31897082333231463,0.4857478772653828,8,1.0,0.9,7.5,7.384615384615385,0.575,7,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,5.5,7
smoothed,gaus8,464620450.04431725,0.6529907975460123,589.6965350288148,-33.576605497893894,163,80,30385.556085783144,,False,12.549848606441037,429179.7414128801,0.029278899537182837,2.836383115811119e-06,0.6203635855341829,18060.816054450865,,,,[],[],3,45699.584919002395,12438.628256117252,70603.06316725057,"[26, 56, 151]","[12438.628256117252, 70603.06316725057, 54057.063333639366]","[0, 0, 103]","[40, 103, 162]",211190886698.44022,72334.81382938706,-72334.81382938706,0.0,,,,CWT,mdp.39015067403918,211161483941.2402,,0.0,-16.5,15.0,0.0,-12.0,,71585.01382938706,45493.42936344684,133387.9547570072,45493.42936344684,,0.0,45493.42936344684,,,12432.628256117252,0.0,-16.5,69853.26316725057,71585.01382938706,,17674.016054450865,0.16452187446981714,0.046286254346153174,0.7245729593110033,0.36611525265580314,0.07915727442164178,0.3814955640050703,0.93084063060461,0.09434640211416692,,0.08261693728783104,0.20702895101257754,0.20702895101257754,0.20702895101257754,,0.0,0.23251649340732922,0.6725393176428398,0.2916665658125528,,,,,0.3333333333333333,,0.07272140997938155,0.6666666666666666,0.6666666666666666,0.11465384611421726,0.11465384611421726,0.55,1.2683612356310747,0.3743095399877374,9,1.2832955164596547,0.5967892519959078,7,0,0.29460812907085127,0.46567872595844906,9,0.11111111111111112,0.3428614709354777,0.522129986570852,7,1.1547005383792515,0.8845299461620748,8.0,7.875,0.5422649730810374,8,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,6.25,8
smoothed,gaus5,559062641.9198711,0.6437883435582822,697.5502794059335,-35.3570496140624,163,80,38644.55180005297,,False,12.639428554169378,534830.3664259595,0.023366827067604894,2.9609337130678974e-06,0.19844558995167372,0.0,0.024539877300613498,1162155.4484660467,6.0,"[0.0, 0.006134969325153374, 0.012269938650306749, 0.018404907975460124, 0.024539877300613498, 0.03067484662576687, 0.03680981595092025, 0.04294478527607362, 0.049079754601226995, 0.05521472392638037, 0.06134969325153374, 0.06748466257668712, 0.0736196319018405, 0.07975460122699386, 0.08588957055214724, 0.09202453987730061, 0.09815950920245399, 0.10429447852760737, 0.11042944785276074, 0.11656441717791412, 0.12269938650306748, 0.12883435582822086, 0.13496932515337423, 0.1411042944785276, 0.147239263803681, 0.15337423312883436, 0.15950920245398773, 0.16564417177914112, 0.17177914110429449, 0.17791411042944785, 0.18404907975460122, 0.1901840490797546, 0.19631901840490798, 0.20245398773006135, 0.20858895705521474, 0.2147239263803681, 0.22085889570552147, 0.22699386503067484, 0.23312883435582823, 0.2392638036809816, 0.24539877300613497, 0.25153374233128833, 0.25766871165644173, 0.2638036809815951, 0.26993865030674846, 0.27607361963190186, 0.2822085889570552, 0.2883435582822086, 0.294478527607362, 0.3006134969325153, 0.3067484662576687, 0.3128834355828221, 0.31901840490797545, 0.32515337423312884, 0.33128834355828224, 0.3374233128834356, 0.34355828220858897, 0.34969325153374237, 0.3558282208588957, 0.3619631901840491, 0.36809815950920244, 0.37423312883435583, 0.3803680981595092, 0.38650306748466257, 0.39263803680981596, 0.39877300613496935, 0.4049079754601227, 0.4110429447852761, 0.4171779141104295, 0.4233128834355828, 0.4294478527607362, 0.43558282208588955, 0.44171779141104295, 0.44785276073619634, 0.4539877300613497, 0.4601226993865031, 0.46625766871165647, 0.4723926380368098, 0.4785276073619632, 0.4846625766871166, 0.49079754601226994]","[859311.542316438, 3237777.005068473, 2737273.985489198, 1356100.153647938, 1009939.7389872859, 1162155.4484660467, 923957.329550494, 514834.16341328877, 522890.6452298628, 503157.9365647777, 499220.70605192694, 363725.86300639785, 262551.01624861715, 344297.48622485995, 258684.38229893835, 232389.74354625872, 244383.55235202474, 207682.8472471526, 184215.66108218525, 184500.64133475994, 192433.83412972742, 181836.83634026715, 157244.16834142414, 156708.6047548434, 140977.13140926545, 131776.4043215407, 139289.95663311708, 133531.2622426564, 127807.6564658165, 123462.62405077253, 120000.48684799157, 116101.26400224474, 112316.20891004383, 109428.89955380835, 106807.6201986928, 104324.38314810509, 100372.4352984126, 98968.88575827108, 95857.13262845993, 93279.8924415429, 91843.35129005845, 91684.41667923564, 90871.02397899091, 86530.53684557398, 81984.15131144457, 87821.78335962366, 83594.00112375071, 83139.20503406278, 81134.69450838228, 80578.6683693673, 78364.9748518278, 77666.79469718882, 76560.40303271581, 75856.32801085078, 75459.57246877032, 73659.29633072889, 73885.7647741508, 73007.7508928073, 71921.61275093147, 70999.25454042513, 71184.4525069011, 69814.1817196267, 69989.6110139839, 69992.78542759048, 68981.14947496295, 68644.4605796584, 68663.23714634022, 67661.09086306811, 67724.82005679571, 67066.51208874717, 66851.13153490794, 67044.88134662808, 66431.19002848287, 65816.78657320578, 66151.04564182054, 66671.16538537279, 65632.81621787517, 65179.97803324475, 65517.21793343453, 66065.77410774039, 65046.15468180692]",2,63373.44240900439,4744.887285516488,122001.99753249229,"[74, 126]","[122001.99753249229, 4744.887285516488]","[5, 116]","[116, 135]",314463361621.3673,75411.74178293278,-75411.74178293278,21174269.56281701,0.09509894894160092,0.12409582334072387,0.49079754601226994,CWT,mdp.39015067403918,314433958864.1673,,0.0,-17.0,16.0,0.0,-12.5,,74661.94178293277,63167.28685344884,123036.08481800878,63167.28685344883,,21174269.56281701,63167.28685344884,,,4738.887285516488,0.0,-17.0,121252.19753249228,74661.94178293277,,386.8,0.2783975815002288,0.0656883665439067,0.5812882867693905,0.6770133565918385,0.11865243905786027,0.2294043092522178,0.3956827796506629,0.15156567616436076,,0.0,0.4756632293055628,0.4756632293055628,0.47566322930556276,,1.0,0.0,0.6035140645478306,0.7278862221045417,,,,,0.6666666666666666,,0.13824595330646394,0.3333333333333333,0.3333333333333333,0.13819566453048376,0.13819566453048376,0.5,2.251531625499951,0.6644556324597921,4,1.1604927603266209,0.5396805314902414,9,0,0.4004240393513217,0.632938938502321,4,0.11111111111111112,0.30665604388575274,0.46699419342475557,9,2.886751345948129,0.7113248654051871,6.5,5.538461538461537,0.5306624327025935,9,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,7.0,9
smoothed,morl,275336861.3282697,0.6469325153374234,443.31112319223587,-30.154170667078265,163,80,18453.375890520067,,False,12.444358785884901,254976.9659223496,0.04092143536614755,2.5392515166927496e-06,0.6561595752429059,7654.094496358759,,,,[],[],4,32078.835550188713,8434.2485526424,52300.49695502063,"[25, 58, 121, 152]","[20262.644388721903, 47317.952304369916, 8434.2485526424, 52300.49695502063]","[0, 0, 104, 104]","[40, 104, 130, 162]",96575513479.1732,57349.49630410168,-57349.49630410168,0.0,,,,CWT,mdp.39015067403918,96546110721.9732,,0.0,-16.0,14.0,0.0,-11.5,,56599.69630410168,31872.679994633156,124604.54220075485,31872.679994633156,,0.0,31872.679994633156,,,8428.2485526424,0.0,-16.0,51550.69695502063,56599.69630410168,,7267.294496358759,0.0,0.0,1.0,0.0,0.0,0.2813688212927765,0.976244014972802,0.0,,0.0396171029935901,0.0,0.0,0.0,,0.0,0.09254401912735195,0.6139723844891317,0.13633379012451413,,,,,0.0,,0.0,1.0,1.0,0.0,0.0,0.6000000000000001,0.7533102277685759,0.22231143376422902,10,1.1030451345062313,0.5129648411425701,10,0,0.23216448644897253,0.3669758285466537,10,0.11111111111111112,0.2766460489776418,0.42129317547248746,10,0.0,1.0,10.0,10.0,0.5,10,morl,10.0,10.0,,1,1.0,,,3,8.25,10
