amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_spectral_magnitude_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
,,104228.28173541618,103912.11809905255,680432.076574657,0.12536064193420846,,,4784.537391091133,4244.737391091133,47219.00880119218,,,uva.x030718197,False,,-120342.13637062938,119442.73637062938,648038553411.9418,647978112260.1818,,,[],[],163109.49571314367,162210.09571314367,45347.06775768868,45340.46775768868,"[4, 4]",0.0,-21.0,2,20.0,"[45, 94]",0.0,-21.0,"[45347.06775768868, 163109.49571314367]",103912.11809905255,201500.96347083236,103912.11809905255,"[64, 159]",0.0,-21.0,98,198,smoothed,1.4604947857910632e-06,,,,,0.0,0.0,120342.13637062938,119442.73637062938,0.017514459964005805,gaus7,873.6479133720113,996598230.6829408,13.33674810843641,-36.072296994109905,0.6661513090084519,CWT,0.09782902974633328,0.7799884028816396,1.0,0.0459341189845146,0.740628166160081,0.2731249085317152,0.06614588573216065,,0.4072459328546362,0.720171335702112,0.720171335702112,0.720171335702112,,0.023671986103041665,0.6050256723193845,0.4787419664392671,,,,,0.6,,0.052711395187108906,0.08333333333333333,0.25,0.09686480301116704,0.09686480301116704,0.03225806451612903,1.6689343594537185,0.4789837236468356,3,1.4522683943147237,0.8484573946041487,6,0.0,0.34908799742011226,0.42139523905176446,4,0.125,0.4228429302909206,0.8084150791682212,7,1.8257418583505538,0.8174258141649446,5.0,4.48,0.6587129070824723,4,gaus,0.8392857142857143,1.0,0.11249999999999998,1,3.25,0.09769919051376627,0.39787457501422574,0.6873096495834382,0.8706377628897883,0.04585247099083851,0.6961904761904767,0.2731249085317155,0.06614588573216064,,0.4072459328546361,0.773549396864006,0.773549396864006,0.7735493968640061,,0.0,0.02629315199796814,0.5844290120843505,0.47874196643926703,,,,,0.2727272727272727,,0.052711395187108906,0.39999999999999997,0.4,0.09686480301116701,0.09686480301116701,0.2857142857142857,1.6744356873265769,0.45037530333935094,11,1.433487544530515,0.7498235316504093,14,2.1213203435596424,0.8939339828220179,12.5,12.32,0.6344669914110089,11,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,8.75
,,,,4023596.691170378,-0.04086675339247352,,,61695.19285265425,61155.392852654244,142360.4461761231,,,uva.x030718197,False,,-315274.088434844,314374.68843484396,5508064723342.16,5508004282190.4,,,[],[],,,,,[],,,0,22.0,[],,,[],,,,[],,,98,198,smoothed,3.506911177182507e-06,,,,,0.0,0.0,315274.088434844,314374.68843484396,0.02386153549301341,gaus1,1574.3744338640233,5935836342.162539,13.159122668821425,-45.364640494273786,0.5908060193774479,CWT,0.8279551654058281,0.027099987735940245,0.1518631313333506,0.7672633762737043,0.0,0.0,1.0,,,,,,,0.38729169218513454,,,,,,,1.0,,0.9154722071607622,,,1.0000000000000002,1.0000000000000002,,1.4513819496729488,0.4165462390718019,6,1.12420979606684,0.6567960290903523,9,0.6428571428571429,0.8284099227263222,1.0,1,0.125,0.3900616658212605,0.7457419998447906,9,3.774917217635375,0.6225082782364625,6.25,2.8799999999999994,0.49875413911823124,9,gaus,0.8392857142857143,1.0,0.11249999999999998,1,7.0,0.8268562987038385,1.0,0.023879948734739087,0.13221777692950648,0.7658995639991071,0.0,0.0,0.9999999999999999,,,,,,,0.0,0.38789557669666036,,,,,,,0.45454545454545453,,0.915472207160762,,,1.0,1.0,,1.233502073746893,0.3317767740130139,17,1.4114435293163017,0.7382928271090661,15,1.4142135623730951,0.9292893218813453,16.0,15.9375,0.5646446609406726,12,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,9.5
,,92971.51207566916,92655.34843930553,701438.8371376692,0.12211712538861991,,,5458.131719315732,4918.331719315732,50269.72722638841,,,uva.x030718197,False,,-128178.01091106012,127278.61091106012,731135857175.267,731075416023.507,,,[],[],156928.56905455748,156029.16905455748,29014.455096780835,29007.855096780837,"[4, 4]",0.0,-21.0,2,20.0,"[46, 94]",0.0,-21.0,"[29014.455096780835, 156928.56905455748]",92655.34843930553,178987.42415133832,92655.34843930553,"[64, 159]",0.0,-21.0,98,198,smoothed,1.6860431996960306e-06,,,,,0.0,0.0,128178.01091106012,127278.61091106012,0.015538977022845244,gaus5,880.2879566842186,1029188869.0681527,13.297863098878372,-36.596093263189374,0.6735209235209235,CWT,0.12124058748847694,0.7375491470707114,0.8143294658911846,0.0506936751043841,0.8130699088145895,0.2677955513695341,0.07201375406672084,,0.24427409836470118,0.5621131169769376,0.5621131169769376,0.5621131169769376,,0.02797578773142069,0.47367964856315087,0.42803664946957587,,,,,0.6,,0.06746298185782372,0.08333333333333333,0.25,0.1331690313416792,0.1331690313416792,0.03225806451612903,1.4108141273728703,0.4049032847066613,7,1.372564920687092,0.8018923093625114,8,0.0,0.29712128410359334,0.3586645644293566,7,0.125,0.40470601282937163,0.7737398924376357,8,0.5773502691896257,0.9422649730810374,7.5,7.466666666666667,0.5961324865405186,5,gaus,0.8392857142857143,1.0,0.11249999999999998,1,4.0,0.12107967630622055,0.4642386029553106,0.6499130550543049,0.7089859844387372,0.05060356698963533,0.7642857142857147,0.26779555136953426,0.07201375406672082,,0.24427409836470115,0.6456412032887606,0.6456412032887606,0.6456412032887606,,0.0,0.03057307709062164,0.457554351359968,0.42803664946957587,,,,,0.2727272727272727,,0.0674629818578237,0.39999999999999997,0.4,0.13316903134167918,0.13316903134167918,0.2857142857142857,1.4456742211287275,0.38884501256078563,15,1.3869761004140164,0.7254944920137127,17,1.4142135623730951,0.9292893218813453,16.0,15.9375,0.5646446609406726,13,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,10.25
,,96621.34510971676,96049.63082400247,713889.8477724886,0.07463782652136253,,,5878.563918850585,5770.963918850584,50266.33264329178,,,uva.x030718197,False,,-128829.17212466929,127729.17212466929,732303619564.0298,732232291761.0298,,,[],[],160222.9799820895,159132.9799820895,33019.710237343985,33014.710237343985,"[3, 3]",0.0,-27.0,2,26.0,"[46, 93]",0.0,-27.0,"[33019.710237343985, 160222.9799820895]",96049.63082400247,177234.6902194335,96049.63082400247,"[64, 159]",0.0,-27.0,98,198,raw,3.006908449810257e-07,,,,,0.0,461643.6363297075,128829.17212466929,127729.17212466929,0.015321673422846134,gaus5,904.8259569777018,1044948326.537046,13.327017463075938,-34.86252216833397,0.6834157905586477,CWT,0.11966148001345056,0.7415069851518441,0.8143854851888122,0.04894768025828001,0.8521229868228403,0.23509310799390293,0.07041843430098389,,0.624424774197818,0.8397185846397357,0.8397185846397357,0.8397185846397356,,0.03599058402719546,0.4318714493705643,0.4456465790910371,,,,,0.75,,0.06665227091448209,0.0,0.0,0.13009247098280077,0.13009247098280077,0.0,1.7851915885298673,0.5516623703507917,5,1.3755230294657785,0.802117086990703,8,0.0,0.36670902524899335,0.44357722699594765,7,0.125,0.40548373710430197,0.7766421419646548,8,1.4142135623730951,0.8585786437626906,7.0,6.746987951807229,0.5792893218813453,7,gaus,0.6875,1.0,0.21875,1,5.5,0.12105366046640836,0.05662074040943918,0.7736818925751725,0.8301857700556604,0.05290099652871555,0.8557142857142856,0.18978326503860526,0.0754917244476453,,0.2842557318210538,0.6842096862047217,0.6842096862047217,0.6842096862047217,,1.0,0.035990584027195474,0.447676849657782,0.45349880516040264,,,,,0.8181818181818181,,0.06766835257307485,0.0,0.0,0.13525651718532575,0.13525651718532575,0.0,2.18485806698665,0.5876643230434343,6,1.4074505491802605,0.7362041933578765,16,7.0710678118654755,0.6464466094067263,11.0,8.727272727272728,0.5482233047033631,14,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,11.0
,,104751.33606063211,104435.17242426847,1115504.3897731001,0.05021436390085961,,,0.0,539.8,57637.42820398506,,,uva.x030718197,False,,-176319.3594172198,175419.9594172198,1136503882047.618,1136443440895.858,,,[],[],104751.33606063211,103851.93606063211,104751.33606063211,104744.7360606321,[4],0.0,-21.5,1,21.0,[94],0.0,-21.5,[104751.33606063211],104435.17242426847,97795.7360606321,104435.17242426847,[153],0.0,-21.5,98,198,smoothed,2.1356056680944117e-06,,,,,0.0,0.0,176319.3594172198,175419.9594172198,0.030333637457976844,gaus3,1009.5985520738394,1652246347.424891,13.127317949016234,-38.51129508479597,0.6858895073180787,CWT,0.17778115689640503,0.582374807666651,0.0,0.1416853580254795,0.9346504559270514,0.14965356210279845,0.18767566859435575,,1.0,0.7275156305077308,0.7275156305077308,0.7275156305077308,,0.0,0.0,0.0,,,,,0.8,,0.13942466149874777,0.0,0.0,0.3562117178074464,0.3562117178074464,0.0,1.4869610853293103,0.4267574416779955,5,0.982393785331334,0.5739429948627648,10,0.0,0.3453139277597739,0.41683943937240064,5,0.125,0.30429585845896306,0.5817700684682503,10,2.886751345948129,0.7113248654051871,7.5,6.666666666666667,0.48066243270259357,10,gaus,0.8392857142857143,1.0,0.11249999999999998,1,7.75,0.17754520475585778,0.5965151980220524,0.5131766363509995,0.0,0.1414335120018307,0.8785714285714289,0.14965356210279862,0.1876756685943557,,0.9999999999999999,0.7794927479231759,0.7794927479231759,0.7794927479231759,,0.0,0.0027524928171890617,0.0,0.0,,,,,0.3636363636363636,,0.13942466149874777,0.36666666666666664,0.3666666666666667,0.3562117178074464,0.3562117178074464,0.26190476190476186,1.4862855685806362,0.3997683033542802,14,1.0972011223523213,0.5739200341377623,19,3.5355339059327378,0.8232233047033631,16.5,16.12121212121212,0.4991116523516816,15,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,11.75
,,,,4007559.5411208803,-0.032067937784835916,,,60954.939432077255,60847.33943207726,141632.31519621174,,,uva.x030718197,False,,-315104.0463384327,314004.0463384327,5465370475483.3,5465299147680.3,,,[],[],,,,,[],,,0,28.0,[],,,[],,,,[],,,98,198,raw,5.69856499811719e-07,,,,,0.0,461643.6363297075,315104.0463384327,314004.0463384327,0.023909301872988648,gaus1,1573.3780894947688,5911892548.48607,13.160127029692584,-43.58999065855396,0.5934343434343434,CWT,0.8209928708931846,0.029822573300381627,0.05603918237825689,0.76141727756507,0.0,0.0,1.0,,,,,,,0.38593824791676956,,,,,,,1.0,,0.9083181014024119,,,1.0,1.0,,1.4471281746595905,0.44719354727161703,6,1.072919635219848,0.6256581343548369,9,0.6428571428571429,0.8267084127209792,1.0,1,0.125,0.37493170059098474,0.7181243842648397,9,3.774917217635375,0.6225082782364625,6.25,2.8799999999999994,0.49875413911823124,10,gaus,0.6875,1.0,0.21875,1,7.75,0.8212759554344433,0.13581844669652884,0.15058161549964444,0.1363930805458558,0.7624090137070973,0.024285714285714466,0.014457157938982279,0.9955203047766568,,,,,,,1.0,0.38593824791676956,,,,,,,1.0,,0.9078911128956035,,,0.9982827857659555,0.9982827857659555,,2.0462277947125687,0.5503767452642353,7,1.2405836078660963,0.6489200312252598,18,7.7781745930520225,0.6110912703473989,12.5,10.08,0.4930456351736994,16,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,12.5
,,59370.16704605412,58798.45276033984,1116494.6336817236,0.027252460236820028,,,1.0,106.60000000000005,57304.0765682123,,,uva.x030718197,False,,-175773.16766195823,174673.16766195823,1125864857854.5623,1125793530051.5623,,,[],[],108066.81455560125,106976.81455560125,10673.519536507,10668.519536507,"[3, 3]",0.0,-27.0,2,26.0,"[57, 93]",0.0,-27.0,"[10673.519536507, 108066.81455560125]",58798.45276033984,102732.33409210824,58798.45276033984,"[64, 153]",0.0,-27.0,98,198,raw,3.687116895272952e-07,,,,,0.0,461643.6363297075,175773.16766195823,174673.16766195823,0.029951772313531605,gaus3,1019.1684512669472,1651036664.8669202,13.14779440092009,-36.7297944131452,0.6896000824572253,CWT,0.17368367293039375,0.5892396294112627,0.0,0.13767265729721964,0.9106881405563687,0.13069412724815999,0.18404670370493614,,0.12559240821988715,0.32023821028453725,0.32023821028453725,0.32023821028453725,,0.0,0.0,0.0,,,,,0.75,,0.1366379813549325,0.0,0.0,0.3493219045411572,0.3493219045411572,0.0,0.8339398642159789,0.257705248657521,10,0.9646567967782715,0.5625261687389439,10,0.0,0.1908277735364819,0.23082839197003288,10,0.125,0.29746784730690584,0.569754209497738,10,0.0,1.0,10.0,10.0,0.5,9,gaus,0.6875,1.0,0.21875,1,7.0,0.17499042188251707,0.0766347903860744,0.6403674206385349,0.08512418806751554,0.14125716326348883,0.9128571428571427,0.11192531745558076,0.18795227577790852,,0.06127856533905013,0.26093275697065776,0.26093275697065776,0.2609327569706579,,1.0,0.0,0.027820112665886465,0.02563498377044718,,,,,0.8181818181818181,,0.13753406967759232,0.0,0.0,0.3527517723656872,0.3527517723656872,0.0,1.417091070151272,0.3811569625572532,16,1.0579925861654533,0.5534109734300818,20,2.8284271247461903,0.8585786437626906,18.0,17.77777777777778,0.47928932188134526,17,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,13.25
,,62647.25279950162,62331.089163137985,621596.6278935142,0.47794380981276524,,,23111.222611418798,22571.4226114188,49367.25731832845,,,uva.x030718197,False,,-124868.67148998998,123969.27148998999,679912293274.6753,679851852122.9153,,,[],[],113987.52601798336,113088.12601798336,6989.7189279966115,6983.118927996611,"[0, 0, 60, 125]",0.0,-20.0,4,18.0,"[17, 29, 72, 177]",0.0,-20.0,"[6989.7189279966115, 97246.48599003928, 32365.280261987245, 113987.52601798336]",62331.089163137985,243633.41119800648,62331.089163137985,"[23, 125, 125, 197]",0.0,-15.5,98,198,smoothed,1.94855939183057e-06,,,,,0.0,0.0,124868.67148998998,123969.27148998999,0.017190008048481056,gaus6,892.9654635290159,1009185397.0454348,13.312937385777762,-36.23678326340262,0.6898577612863327,CWT,0.11431493148935476,0.7666613227323923,0.8863070976760441,0.047772356210318924,0.9736575481256328,0.8524472596243201,0.04971124007462886,,0.0245045041114281,0.13632503120925676,0.13632503120925676,0.13632503120925682,,0.14076682254848275,0.8508301813993925,0.07576921151931235,,,,,0.19999999999999996,,0.05836968029157036,0.9999999999999999,0.75,0.11783659928884406,0.11783659928884406,0.09677419354838711,1.0144013056263534,0.2911329087862767,8,1.711657419159256,1.0,1,0.0,0.2744044918302881,0.33124240101713726,8,0.125,0.5210173937046703,0.996110582456687,2,3.774917217635375,0.6225082782364625,4.75,2.2857142857142856,0.5737541391182313,6,gaus,0.8392857142857143,1.0,0.11249999999999998,1,4.75,0.1141632120762724,0.5414798107659947,0.6755661021749012,0.7716524287540121,0.04768744074608488,0.9152380952380954,0.8524472596243202,0.04971124007462885,,0.02450450411142805,0.30107332611242865,0.30107332611242865,0.30107332611242876,,0.0,0.14273837229306668,0.8218656911872401,0.07576921151931233,,,,,0.09090909090909094,,0.05836968029157035,0.7666666666666666,0.4666666666666667,0.11783659928884402,0.11783659928884402,0.3333333333333333,1.1011870984593828,0.29618783047670205,18,1.7386611408824875,0.9094526436410794,3,10.606601717798213,0.4696699141100893,10.5,5.142857142857143,0.47233495705504464,18,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,14.0
,,63156.257923918645,62840.09428755501,634748.4304992409,0.4946250959559587,,,15972.267466888767,15432.467466888767,44208.79252599868,,,uva.x030718197,False,,-122556.38605303844,121656.98605303845,591702499147.263,591642057995.5029,,,[],[],116371.68027025487,115472.28027025488,5764.090737733946,5757.490737733946,"[0, 24, 60, 125]",0.0,-20.0,4,18.0,"[16, 28, 72, 178]",0.0,-15.5,"[89030.1084386306, 5764.090737733946, 41459.15224905516, 116371.68027025487]",62840.09428755501,245669.43169567458,62840.09428755501,"[125, 125, 125, 197]",0.0,-20.0,98,198,smoothed,1.6807392433104166e-06,,,,,0.0,0.0,122556.38605303844,121656.98605303845,0.01891937585520736,gaus8,842.2782347459997,990226891.1849763,13.271880048214278,-35.634714838735,0.6731601731601732,CWT,0.07472829007761073,0.8154423801749286,0.6902639982621211,0.04500364479309578,0.8095238095238095,0.8798559472422496,0.0533849643416828,,0.012274808917114771,0.14347205879524616,0.14347205879524616,0.14347205879524622,,0.0951538393499238,0.8627085090519148,0.09532765376326485,,,,,0.19999999999999996,,0.042710514899362645,0.25,0.75,0.10712359743624009,0.10712359743624009,0.3870967741935485,0.9810263479362946,0.2815543046785797,9,1.5764236250989456,0.9209924880139068,3,0.0,0.23856681938809632,0.2879816052938691,10,0.125,0.47492186205935694,0.9079825325476844,3,3.774917217635375,0.6225082782364625,6.25,4.556962025316456,0.49875413911823124,8,gaus,0.8392857142857143,1.0,0.11249999999999998,1,6.25,0.07462911027525675,0.46267799827767586,0.7185509611462298,0.6009699032502939,0.0449236507192635,0.7609523809523815,0.8798559472422497,0.053384964341682786,,0.012274808917114723,0.3068570391982117,0.3068570391982117,0.30685703919821183,,0.0,0.0973784397964052,0.8333396494220456,0.09532765376326482,,,,,0.09090909090909094,,0.04271051489936264,0.4666666666666666,0.4666666666666667,0.10712359743624005,0.10712359743624005,0.5476190476190477,1.0963021250893392,0.29487391237283583,19,1.592946803252922,0.8332329096989299,8,7.7781745930520225,0.6110912703473989,13.5,11.25925925925926,0.4680456351736994,19,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,14.75
,,52938.30196127476,52622.138324911124,443632.15118778107,0.5677463394971469,,,13089.031378462518,12549.231378462518,34471.082035560335,,,uva.x030718197,False,,-99434.9176062212,98535.51760622121,351109489750.77704,351049048599.017,,,[],[],109233.8039020337,108334.40390203371,4533.941367707226,4527.341367707226,"[0, 51, 80, 127, 127]",0.0,-19.5,5,17.0,"[15, 74, 89, 139, 179]",0.0,-6.0,"[73666.55507157806, 63078.42829409322, 4533.941367707226, 14178.781170961603, 109233.8039020337]",52622.138324911124,257735.9098063738,52622.138324911124,"[127, 127, 127, 147, 197]",0.0,-19.5,98,198,smoothed,1.0590250253706982e-06,,,,,0.0,0.0,99434.9176062212,98535.51760622121,0.022823663763793696,morl,664.4129027585474,682068425.0319353,13.199196624223275,-33.35685697230026,0.6665120593692022,CWT,0.0,1.0,0.34321071714810425,0.0,0.744174265450861,0.9999999999999999,0.0,,0.0,0.0,0.0,0.0,,0.07673195595153429,0.9331054332356503,0.036771986671122206,,,,,0.0,,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.8566380212624867,0.24585488753198717,10,1.4692750647543964,0.8583931856387976,5,0.0,0.24142447922797436,0.2914311774941554,9,0.125,0.43480499751413787,0.831284837247467,6,2.3804761428476167,0.7619523857152384,7.5,6.923076923076923,0.5059761928576192,7,morl,1.0,,,3,6.0,0.0,0.2797484931821292,0.8811793188773024,0.29881221097762545,0.0,0.6995238095238098,1.0,0.0,,0.0,0.19075265679384085,0.19075265679384085,0.19075265679384096,,0.0,0.07905875691631861,0.9013400777290932,0.03677198667112219,,,,,0.0,,0.0,0.49999999999999994,0.5,0.0,0.0,1.0,0.980262801772724,0.2636626536582927,20,1.4418477685793567,0.754196567708943,13,4.949747468305833,0.7525126265847084,16.5,15.757575757575758,0.4637563132923542,20,14.0,14.0,8.48528137423857,2,1.0,1.0,0.0,3,15.75
