wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,kl_divergence_normalized,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_mse_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
db37,1,smooth,2.809180206058228e-26,314.90252225062665,931437397.3899528,0.5783582089552238,379.39502085194914,195,raw,1.1693438240492977e-13,-1.9875423529214554e-10,4.545393519933428,13836982.826900735,0.9987793729425472,3.8054674985274032e-06,1.0,397.0000000000001,,,,[],[],14,563.2857142857143,38.99999999999993,929.0000000000001,"[8, 18, 33, 52, 61, 74, 84, 114, 134, 147, 157, 168, 180, 190]","[584.0000000000002, 410.00000000000045, 887.0, 640.9999999999998, 38.99999999999993, 230.99999999999994, 929.0000000000001, 762.0, 928.0000000000002, 280.99999999999994, 470.0, 736.0000000000001, 807.0000000000002, 181.00000000000023]","[0, 16, 0, 43, 60, 66, 66, 104, 123, 146, 148, 160, 160, 188]","[12, 25, 66, 66, 66, 75, 194, 123, 194, 148, 160, 177, 194, 194]",51688575.0,932.0000000000001,-932.0000000000001,0.0,,,,DWT,uva.x030718200,0.0,,0.0,33.0,14.0,0.0,19.5,,1.1368683772161603e-13,40.46428571428578,6753.0,61.6071428571429,,0.0,40.46428571428578,,,32.99999999999993,0.0,24.0,1.1368683772161603e-13,1.1368683772161603e-13,,1.1368683772161603e-13,1.0463514783221912e-13,1.6019344283667353e-26,0.9548920769119366,0.1413550859432462,0.9279982193346392,0.2126795665201192,0.9349304858947938,0.9999999994913844,0.9999999999612071,0.9999999999612071,0.9999999999736742,,2.589279907319272e-13,0.9999999997480208,3.481478347894007e-14,,,,,1.0,,0.0,0.6296296296296297,0.9642857142857143,6.610178066063774e-14,6.610178066063774e-14,0.0,2.25939153408196,0.9999999999999544,9,1.5666559197521013,0.9428185573948943,2,0,0.542422524503662,0.999999999999957,10,0.0,0.45312220494354855,0.9360543753942802,2,4.349329450233296,0.9953975349732981,5.75,3.3027522935779814,0.9946564394443209,1,db,0.6618177414145764,0.9040525114737064,0.2655118275676846,5,2.0,,1.0463514783221913e-13,0.00012809952465853147,1.6019344283667353e-26,0.9548920769119366,0.1413550859432463,0.9280694272795352,0.3315933421895754,0.9350918059011918,0.9999999993500871,0.9999999999735631,0.11266594512989542,0.11266594512989542,0.1517429608247538,,2.589279907319272e-13,0.9999999999830975,3.4814783478940063e-14,,,,,0.9999999999999998,,0.0,0.6296296296296295,0.49090909090909085,6.610178066063774e-14,6.610178066063774e-14,0.0,1.4251763273630265,0.4772729616556836,25,2.0143599915923236,0.9568842162287223,2,16.263455967290593,0.9913949968427034,13.5,3.7037037037037033,0.9921260698499231,1,817.9444444444445,784.5,503.3601528412421,684,0.4545679088579456,0.860627352497537,0.42361425805017694,2,1.25,1
rbio3.1,1,periodization,1.5929686723204014e-26,317.36624589755644,8610209.330199298,0.673469387755102,596.7769454733495,195,raw,9.824545264625173e-14,-1.7863788226435754e-10,6.791953054775079,113872.19992320906,0.5974731020959704,3.8054674985274032e-06,1.0,396.99999999999994,,,,[],[],14,563.2857142857142,39.0,928.9999999999999,"[8, 18, 33, 52, 61, 74, 84, 114, 134, 147, 157, 168, 180, 190]","[584.0, 409.9999999999998, 886.9999999999998, 640.9999999999998, 39.0, 230.99999999999997, 928.9999999999999, 761.9999999999999, 927.9999999999998, 281.0, 469.99999999999994, 735.9999999999999, 807.0, 180.99999999999994]","[0, 16, 0, 43, 60, 66, 66, 104, 123, 146, 148, 160, 160, 188]","[12, 25, 66, 66, 66, 75, 194, 123, 194, 148, 160, 177, 194, 194]",51688574.99999999,931.9999999999999,-931.9999999999999,0.0,,,,DWT,uva.x030718200,7.450580596923828e-09,,0.0,33.0,14.0,0.0,19.5,,1.1368683772161603e-13,40.464285714285666,6753.000000000001,61.607142857142826,,0.0,40.464285714285666,,,33.0,0.0,24.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,8.502453608846483e-14,8.636204036633547e-27,0.9640219006839836,0.9005428729798417,0.0006923723406824112,0.8334896810506561,0.0028986835413256657,0.9999999994914842,0.9999999999611966,0.9999999999611966,0.9999999999736678,,1.294639953659636e-13,0.9999999997480229,3.481478347894007e-14,,,,,1.0,,5.587387331528814e-14,0.6296296296296297,0.9642857142857143,6.610178066063774e-14,6.610178066063774e-14,0.0,2.259391534081946,0.9999999999999483,11,1.3635861089074703,0.8206104939030178,12,0,0.5424225245036621,0.9999999999999573,9,0.0,0.38594935865665364,0.7972895212588073,15,2.5,0.9973544973544973,11.75,11.362984218077475,0.9924603174603175,2,rbio,0.6481740649035299,0.7870810245773832,0.3101538471943141,4,2.5,,8.502453608846483e-14,0.00012809952465853147,8.636204036633547e-27,0.9640219006839836,0.9005428729798417,0.0016806623777748005,0.8586387434554972,0.005370692022759616,0.9999999993507428,0.9999999999735683,0.1126659451298942,0.1126659451298942,0.15174296082475286,,1.294639953659636e-13,0.9999999999830977,3.4814783478940063e-14,,,,,0.9999999999999998,,5.587387331528814e-14,0.6296296296296295,0.49090909090909085,6.610178066063774e-14,6.610178066063774e-14,0.0,1.4251763273629903,0.47727296165567146,28,1.7751671118782215,0.8432600913513247,43,10.606601717798213,0.9943880414191544,35.5,33.91549295774648,0.9878024863180428,2,865.5481481481481,723.0,584.8758482756713,270,0.4810233927156339,1.0,0.36328362509905626,5,2.75,2
coif15,1,smooth,3.2522833765208706e-26,314.26643445382007,702923372.8562505,0.5809859154929577,404.9746881426411,195,raw,1.2748776393541803e-13,-2.0175017212409707e-10,4.748865842141583,10132281.90132011,0.998411284596651,3.8054674985274032e-06,1.0,396.9999999999999,,,,[],[],14,563.2857142857143,38.99999999999983,929.0000000000002,"[8, 18, 33, 52, 61, 74, 84, 114, 134, 147, 157, 168, 180, 190]","[584.0000000000002, 410.0, 887.0, 641.0000000000001, 38.99999999999983, 231.00000000000023, 929.0000000000002, 762.0000000000002, 928.0, 280.9999999999999, 469.9999999999999, 736.0000000000002, 807.0000000000002, 181.00000000000017]","[0, 16, 0, 43, 60, 66, 66, 104, 123, 146, 148, 148, 148, 188]","[12, 25, 66, 66, 66, 75, 194, 123, 194, 148, 160, 177, 194, 194]",51688575.0,932.0000000000002,-932.0000000000002,0.0,,,,DWT,uva.x030718200,0.0,,0.0,33.0,14.0,0.0,19.5,,2.2737367544323206e-13,40.46428571428578,6753.0,61.60714285714299,,0.0,40.46428571428578,,,32.99999999999983,0.0,15.0,2.2737367544323206e-13,2.2737367544323206e-13,,1.1368683772161603e-13,1.1570899050006977e-13,1.8709248762188964e-26,0.9525349255749225,0.2101152054169081,0.6983751720165948,0.22983114446529054,0.6833185026712814,0.9999999994912447,0.9999999999612071,0.9999999999612071,0.9999999999736823,,2.589279907319272e-13,0.9999999997480208,6.962956695788014e-14,,,,,1.0,,0.0,0.6296296296296297,0.32142857142857145,1.3220356132127547e-13,1.3220356132127547e-13,0.0,2.1951058197962503,0.9715473332903629,99,1.3910260029163684,0.8371239101282165,11,0,0.4965041571567255,0.9153457585689773,94,0.0,0.3963107071635877,0.8186938697967671,13,48.835608593184,0.9483221073088,54.25,21.212115898829616,0.9454573499506963,5,coif,0.5176536091075465,1.0,0.3376424736247174,3,4.5,,1.1570899050006977e-13,0.00012809952465853147,1.8709248762188964e-26,0.9525349255749225,0.2101152054169082,0.6986734713632474,0.3461544133913429,0.6841036178189477,0.9999999993499895,0.9999999999735558,0.11266594512989542,0.11266594512989542,0.15174296082475502,,2.589279907319272e-13,0.9999999999830975,6.962956695788013e-14,,,,,0.9999999999999998,,0.0,0.6296296296296295,0.16363636363636364,1.3220356132127547e-13,1.3220356132127547e-13,0.0,1.3924490546357955,0.46631302492256377,110,1.8380569358165757,0.8731347315046195,8,72.12489168102785,0.9618386816502498,59.0,14.915254237288135,0.9653108752166593,3,831.6354166666666,688.5,542.5415050798608,288,0.46217658773040227,0.9276182401434075,0.39819091654569616,3,3.0,3
rbio3.3,1,periodization,3.7052287571269965e-27,323.7001679865683,8267636.837313486,0.6938775510204082,596.6786620501821,195,raw,3.7180718188131615e-14,-1.9643497939370377e-10,6.757278229259601,100538.44913598012,0.5440886169767555,3.8054674985274024e-06,1.0,397.00000000000006,,,,[],[],14,563.2857142857143,39.00000000000003,929.0000000000001,"[8, 18, 33, 52, 61, 74, 84, 114, 134, 147, 157, 168, 180, 190]","[584.0000000000002, 409.9999999999998, 887.0, 640.9999999999999, 39.00000000000003, 230.99999999999997, 929.0000000000001, 762.0, 928.0000000000001, 280.99999999999994, 469.99999999999994, 736.0, 807.0000000000001, 181.0]","[0, 16, 0, 43, 60, 66, 66, 104, 123, 146, 148, 148, 148, 188]","[12, 25, 66, 66, 66, 75, 194, 123, 194, 148, 160, 177, 194, 194]",51688575.0,932.0000000000001,-932.0000000000001,0.0,,,,DWT,uva.x030718200,0.0,,0.0,33.0,14.0,0.0,19.5,,1.1368683772161603e-13,40.46428571428578,6753.0,61.60714285714292,,0.0,40.46428571428578,,,33.00000000000003,0.0,15.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,2.0948272002898853e-14,1.2152180400501535e-27,0.9874935236197043,0.8888250868981871,0.0003481372771921284,0.9666979362101309,0.0019930958712880546,0.9999999994915241,0.9999999999612071,0.9999999999612071,0.9999999999736761,,1.294639953659636e-13,0.9999999997480208,3.481478347894007e-14,,,,,1.0,,0.0,0.6296296296296297,0.32142857142857145,6.610178066063774e-14,6.610178066063774e-14,0.0,2.1951058197962237,0.9715473332903511,106,1.4245591390920862,0.8573042590328563,10,0,0.4965041571567239,0.9153457585689744,95,0.0,0.4064796828395034,0.8397008168650636,11,52.15681483117363,0.9448076033532554,55.5,18.969089819333846,0.9430387223115484,6,rbio,0.6481740649035299,0.7870810245773832,0.3101538471943141,4,5.5,,2.0948272002898853e-14,0.00012809952465853147,1.2152180400501535e-27,0.9874935236197043,0.8888250868981871,0.0013367677540792803,0.9717277486910991,0.004467349481039522,0.9999999993501627,0.9999999999735705,0.11266594512989542,0.11266594512989542,0.15174296082475403,,1.294639953659636e-13,0.9999999999830975,3.4814783478940063e-14,,,,,0.9999999999999998,,0.0,0.6296296296296295,0.16363636363636364,6.610178066063774e-14,6.610178066063774e-14,0.0,1.3924490546356914,0.4663130249225289,134,1.8280935103642801,0.868401791714976,11,86.97413408594535,0.9539819396370659,72.5,20.33103448275862,0.9578110756386388,4,865.5481481481481,723.0,584.8758482756713,270,0.4810233927156339,1.0,0.36328362509905626,5,4.25,4
rbio3.5,1,periodization,3.0328589991016177e-27,324.5697960474862,8205286.584509899,0.6938775510204082,599.2626970509622,195,raw,3.0886241747381093e-14,-1.9684098795380932e-10,6.7467948999853595,97949.99644764618,0.532040581368512,3.8054674985274024e-06,1.0,397.00000000000006,,,,[],[],14,563.2857142857143,39.00000000000003,929.0000000000001,"[8, 18, 33, 52, 61, 74, 84, 114, 134, 147, 157, 168, 180, 190]","[584.0, 409.99999999999983, 887.0, 641.0, 39.00000000000003, 231.00000000000006, 929.0000000000001, 762.0, 928.0000000000001, 280.99999999999994, 469.9999999999999, 736.0, 807.0, 181.0]","[0, 16, 0, 43, 60, 66, 66, 104, 123, 146, 148, 148, 148, 188]","[12, 25, 66, 66, 66, 75, 194, 123, 194, 148, 160, 177, 194, 194]",51688575.0,932.0000000000001,-932.0000000000001,0.0,,,,DWT,uva.x030718200,0.0,,0.0,33.0,14.0,0.0,19.5,,1.1368683772161603e-13,40.46428571428578,6753.0,61.607142857142904,,0.0,40.46428571428578,,,33.00000000000003,0.0,15.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,1.434337085533852e-14,8.070488948267979e-28,0.990716105402893,0.8852824184627173,0.00028548442654532436,0.9666979362101309,0.0018172960624843627,0.9999999994915241,0.9999999999612071,0.9999999999612071,0.9999999999736747,,1.294639953659636e-13,0.9999999997480208,3.481478347894007e-14,,,,,1.0,,0.0,0.6296296296296297,0.32142857142857145,6.610178066063774e-14,6.610178066063774e-14,0.0,2.195105819796223,0.9715473332903509,107,1.4246197075954175,0.8573407093524283,9,0,0.4965041571567238,0.9153457585689742,96,0.0,0.4063998915092551,0.8395359848992437,12,52.744667976962376,0.944185536532315,56.0,18.67353431298288,0.9424631386365279,7,rbio,0.6481740649035299,0.7870810245773832,0.3101538471943141,4,6.25,,1.4343370855338533e-14,0.00012809952465853147,8.070488948267979e-28,0.990716105402893,0.8852824184627173,0.0012741768655214025,0.9717277486910991,0.004291985514222219,0.9999999993501495,0.9999999999735705,0.11266594512989542,0.11266594512989542,0.15174296082475391,,1.294639953659636e-13,0.9999999999830975,3.4814783478940063e-14,,,,,0.9999999999999998,,0.0,0.6296296296296295,0.16363636363636364,6.610178066063774e-14,6.610178066063774e-14,0.0,1.3924490546356914,0.4663130249225289,135,1.8281542841854452,0.8684306611874018,10,88.38834764831844,0.9532336784929532,72.5,18.620689655172413,0.9574369450665824,5,865.5481481481481,723.0,584.8758482756713,270,0.4810233927156339,1.0,0.36328362509905626,5,5.0,5
rbio3.7,1,periodization,2.9122219611666623e-27,324.7460735213144,8182393.28527475,0.6989795918367347,594.3059748011742,195,raw,3.0100551900767414e-14,-1.9781731808166458e-10,6.74082386699831,96912.68147446799,0.527031729024311,3.8054674985274024e-06,1.0,397.00000000000006,,,,[],[],14,563.2857142857143,39.00000000000003,929.0000000000001,"[8, 18, 33, 52, 61, 74, 84, 114, 134, 147, 157, 168, 180, 190]","[584.0, 409.99999999999983, 887.0, 640.9999999999999, 39.00000000000003, 231.00000000000003, 929.0000000000001, 762.0, 928.0000000000001, 281.0, 469.99999999999994, 736.0, 807.0000000000001, 181.0]","[0, 16, 0, 43, 60, 66, 66, 104, 123, 146, 148, 148, 148, 188]","[12, 25, 66, 66, 66, 75, 194, 123, 194, 148, 160, 177, 194, 194]",51688575.0,932.0000000000001,-932.0000000000001,0.0,,,,DWT,uva.x030718200,0.0,,0.0,33.0,14.0,0.0,19.5,,1.1368683772161603e-13,40.46428571428578,6753.0,61.60714285714289,,0.0,40.46428571428578,,,33.00000000000003,0.0,15.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,1.3518933141038912e-14,7.338149100015464e-28,0.9913693370561422,0.8832646062260698,0.0002624800216985508,1.0,0.0017468447945219148,0.9999999994915241,0.9999999999612071,0.9999999999612071,0.9999999999736735,,1.294639953659636e-13,0.9999999997480208,3.481478347894007e-14,,,,,1.0,,0.0,0.6296296296296297,0.32142857142857145,6.610178066063774e-14,6.610178066063774e-14,0.0,2.1951058197962228,0.9715473332903507,108,1.4372838832753823,0.8649620508956749,7,0,0.4965041571567237,0.9153457585689739,97,0.0,0.4109490382997781,0.8489335573667206,7,55.319526389874305,0.9414608186350536,54.75,13.102604189931657,0.9417621553492728,8,rbio,0.6481740649035299,0.7870810245773832,0.3101538471943141,4,7.0,,1.35189331410389e-14,0.00012809952465853147,7.338149100015464e-28,0.9913693370561422,0.8832646062260698,0.0012511952114507565,1.0,0.004221708908682793,0.9999999993501176,0.9999999999735705,0.11266594512989542,0.11266594512989542,0.1517429608247537,,1.294639953659636e-13,0.9999999999830975,3.4814783478940063e-14,,,,,0.9999999999999998,,0.0,0.6296296296296295,0.16363636363636364,6.610178066063774e-14,6.610178066063774e-14,0.0,1.3924490546356914,0.4663130249225289,136,1.8388066161133674,0.8734908531741382,7,91.21677477306463,0.9517371562047277,71.5,13.314685314685315,0.9569532341870199,6,865.5481481481481,723.0,584.8758482756713,270,0.4810233927156339,1.0,0.36328362509905626,5,5.75,6
coif14,1,smooth,3.769180641498426e-26,313.6258487279139,580240872.3226618,0.5827338129496403,405.1183873252231,195,raw,1.3626934338763255e-13,-2.0702928260618928e-10,4.679132967886177,8573412.346577236,0.9980761411021074,3.8054674985274015e-06,0.9999999999999998,397.0000000000002,,,,[],[],14,563.2857142857144,39.00000000000003,929.0000000000005,"[8, 18, 33, 52, 61, 74, 84, 114, 134, 147, 157, 168, 180, 190]","[583.9999999999998, 410.00000000000017, 887.0000000000007, 641.0000000000006, 39.00000000000003, 231.00000000000017, 929.0000000000005, 761.9999999999998, 927.9999999999999, 281.0000000000001, 470.0000000000001, 735.9999999999995, 807.0000000000002, 180.99999999999972]","[0, 16, 0, 43, 60, 66, 66, 104, 123, 146, 148, 148, 148, 188]","[12, 25, 66, 66, 66, 75, 194, 123, 194, 148, 160, 177, 194, 194]",51688575.0,932.0000000000005,-932.0000000000005,0.0,,,,DWT,uva.x030718200,0.0,,0.0,33.0,14.0,0.0,19.5,,4.547473508864641e-13,40.46428571428589,6752.999999999998,61.60714285714292,,0.0,40.46428571428589,,,33.00000000000003,0.0,15.0,4.547473508864641e-13,4.547473508864641e-13,,2.2737367544323206e-13,1.2492365112312358e-13,2.1847128065889232e-26,0.9501611062564691,0.18655012927776438,0.57509726956573,0.24124002861500662,0.5774448388763733,0.9999999994915241,0.9999999999612177,0.9999999999612177,0.9999999999736761,,5.178559814638544e-13,0.9999999997480165,1.3925913391576028e-13,,,,,1.0,,0.0,0.6296296296296297,0.32142857142857145,2.6440712264255094e-13,2.6440712264255094e-13,0.0,2.195105819796553,0.9715473332904969,79,1.2783943101722182,0.7693417961801916,70,0,0.49650415715678864,0.9153457585690936,80,0.0,0.36149905322735265,0.7467803757631125,67,6.48074069840786,0.9931420733350181,74.0,73.57090999348453,0.95741759751407,3,coif,0.5176536091075465,1.0,0.3376424736247174,3,3.0,,1.2492365112312358e-13,0.00012809952465853147,2.1847128065889232e-26,0.9501611062564691,0.18655012927776438,0.5755174876483291,0.3558401446382164,0.5784924354695472,0.9999999993498174,0.9999999999735705,0.11266594512989664,0.11266594512989664,0.15174296082475403,,5.178559814638544e-13,0.9999999999830973,1.3925913391576025e-13,,,,,0.9999999999999998,,0.0,0.6296296296296295,0.16363636363636364,2.6440712264255094e-13,2.6440712264255094e-13,0.0,1.3924490546360173,0.4663130249226381,96,1.7249019338573959,0.8193825542304479,267,120.91525958289962,0.93602367217836,181.5,141.22314049586777,0.919995963073307,7,831.6354166666666,688.5,542.5415050798608,288,0.46217658773040227,0.9276182401434075,0.39819091654569616,3,6.0,7
db38,1,smooth,2.712587626838374e-26,315.0544804827066,1003091427.181855,0.5888888888888889,396.71716386509047,195,raw,1.16328599175083e-13,-1.896069967699567e-10,4.57590793660506,14795057.581704834,0.998914184535719,3.8054674985274015e-06,0.9999999999999998,396.99999999999983,,,,[],[],14,563.2857142857143,39.000000000000014,929.0,"[8, 18, 33, 52, 61, 74, 84, 114, 134, 147, 157, 168, 180, 190]","[584.0000000000002, 410.0000000000001, 887.0, 640.9999999999999, 39.000000000000014, 231.0, 929.0, 761.9999999999998, 928.0000000000002, 281.00000000000006, 470.0, 736.0, 807.0, 181.00000000000028]","[0, 16, 0, 43, 60, 66, 66, 104, 123, 146, 146, 146, 146, 188]","[12, 25, 66, 66, 66, 75, 194, 123, 194, 148, 160, 177, 194, 194]",51688575.0,932.0,-932.0,0.0,,,,DWT,uva.x030718200,0.0,,0.0,33.0,14.0,0.0,19.5,,0.0,40.46428571428578,6753.0,61.607142857142875,,0.0,40.46428571428578,,,33.000000000000014,0.0,10.5,0.0,0.0,,1.7053025658242404e-13,1.0399948918965366e-13,1.5432968855199627e-26,0.9554551887208972,0.15166693039088608,1.0,0.28141546800083367,1.0,0.9999999994915041,0.9999999999612071,0.9999999999612071,0.9999999999736723,,3.8839198609789086e-13,0.9999999997480208,0.0,,,,,1.0,,0.0,0.6296296296296297,0.0,0.0,0.0,0.0,2.162962962653445,0.957320999935589,289,1.6616727656283459,1.0,1,0,0.4735449734832594,0.8730186378534913,306,0.0,0.4840767981589602,1.0,1,171.3249835838311,0.818703721075311,149.25,1.993294376856021,0.8303836065694015,61,db,0.6618177414145764,0.9040525114737064,0.2655118275676846,5,47.0,,1.0399948918965367e-13,0.00012809952465853147,1.5432968855199627e-26,0.9554551887208972,0.15166693039088608,1.0,0.38994764397905773,0.9999999999999999,0.9999999993503852,0.9999999999735694,0.11266594512989542,0.11266594512989542,0.15174296082475353,,3.8839198609789086e-13,0.9999999999830975,0.0,,,,,0.9999999999999998,,0.0,0.6296296296296295,0.0,0.0,0.0,0.0,1.3760854182721398,0.46083305655599044,306,2.1051240656171872,1.0,1,215.667568261897,0.8858901755228058,153.5,1.993485342019544,0.9023366221529373,8,817.9444444444445,784.5,503.3601528412421,684,0.4545679088579456,0.860627352497537,0.42361425805017694,2,6.5,8
sym9,1,constant,6.856258339983588e-26,309.847347066325,7031972.429644921,0.5613207547169812,80.01068210190054,195,smoothed,2.0297382008767527e-13,-1.6656689361127555e-10,6.213206106413327,51008.90467248129,0.9888967562162005,0.00014125381689037854,1.0,488.3999999999997,,,,[],[],12,318.21666666666664,20.800000000000182,813.5999999999998,"[12, 28, 39, 52, 72, 85, 107, 119, 132, 159, 168, 181]","[152.00000000000023, 671.5999999999997, 105.60000000000002, 274.59999999999985, 37.7999999999999, 573.7999999999997, 200.59999999999985, 74.40000000000043, 813.5999999999998, 20.800000000000182, 332.0, 561.7999999999998]","[1, 1, 36, 44, 65, 65, 102, 117, 1, 146, 146, 146]","[23, 102, 44, 65, 76, 102, 121, 121, 192, 160, 176, 192]",43691094.03999996,813.5999999999998,-813.5999999999998,0.0,,,,DWT,uva.x030718200,2.9802322387695312e-08,,0.0,33.5,10.0,0.0,33.5,,2.2737367544323206e-13,124.21666666666664,449.40000000000055,124.21666666666667,,0.0,124.21666666666664,,,19.400000000000183,0.0,38.0,2.2737367544323206e-13,2.2737367544323206e-13,,2.8421709430404007e-13,3.094075092720597e-13,1.3718555741026896e-25,0.9440134818252763,0.059477919522310733,0.0326842327580069,0.49226132546385015,0.08979780934519098,0.9999999971664874,3.3964433943967614e-09,3.3964433943967614e-09,2.8448013850686856e-09,,2.2547362828841355e-12,0.999999996603577,1.0782633856811375e-13,,,,,,,4.4150298679345487e-13,1.0,1.0,2.274444164780179e-13,2.274444164780179e-13,,1.0000000003445342,0.3781551741999137,78,1.2453128188994884,0.5129212057503685,457,0,0.33333333361758427,0.4712072235347507,81,0.0,0.32727934603326003,0.5139607832046555,436,212.06445561039533,0.7755931686662483,263.0,134.91656291038657,0.748643145179685,188,sym,1.0,0.6371428434342101,0.10885714696973696,7,142.75,0.999999999351136,1.9491779262967133e-13,0.9999999999682005,4.058755846729959e-26,0.9361591079659213,0.7049648755278796,9.633439963954607e-05,0.2371826533636277,0.0011117936963349318,0.9999999993511361,0.007507431671744058,0.9902428463169581,0.9902428463169581,0.9875688715593289,,6.47319976829818e-13,0.0017695325036874432,6.962956695788013e-14,,,,,0.0,,2.2349549326115257e-13,0.6666666666666666,0.9999999999999999,1.3220356132127547e-13,1.3220356132127547e-13,0.9999999999999998,1.2602200316785304,0.422031249964639,457,1.7095438482982706,0.8120869815799008,417,28.284271247461902,0.985034777117745,437.0,436.0846681922197,0.8769089229504069,9,1386.576023391813,1463.0,317.26013417575757,342,0.7705816302155866,0.542440135134837,0.2978608183086383,6,8.25,9
