signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
raw,rbio6.8,1954432.6018488114,0.6605351170568562,150.46278667768894,12.993010100311677,598,1,False,False,127.17291623729388,,9.258140672931388,71563.91185657913,1.0,3.0201970019724446e-06,0.8871029556571887,421.86911360921056,,,,[],[],15,871.937095272997,296.087312641931,1223.2883301643217,"[18, 54, 111, 141, 185, 224, 257, 292, 334, 364, 394, 434, 493, 531, 588]","[1044.6703553245952, 1073.9792252973834, 863.2474641549007, 296.087312641931, 898.8225690918174, 1223.2883301643217, 981.826944409525, 782.4840919767529, 784.0375337211174, 1016.6192063212669, 427.92348280509475, 723.2128860721887, 1177.8510118805066, 1028.492534335226, 756.5134808983266]","[0, 0, 99, 136, 150, 0, 250, 286, 315, 349, 385, 402, 349, 498, 547]","[49, 200, 200, 150, 200, 349, 349, 349, 349, 402, 402, 448, 498, 547, 597]",136134891.7383704,1098.656810991212,-1098.656810991212,0.0,,,,SWT,txu.059172014718829,67909058.73837039,,0.0,-60.5,71.0,0.0,-56.0,,343.65681099121207,512.0650022497412,17869.943570905045,512.0650022497412,,0.0,512.0650022497412,,,293.087312641931,0.0,-65.0,468.2883301643217,343.65681099121207,,124.86911360921056,0.28552359172737796,0.808098531256818,0.6054036082172795,0.20080874966315798,0.47826086956521746,0.9014528073276161,0.004302698567549359,0.3604539924578984,0.34623102309275655,0.34623102309275655,0.34623102309275655,,0.6641619678045372,0.7928514566806785,0.27985121450692835,,,,,0.6000000000000001,,0.05658036028004181,0.2534246575342466,0.21875,0.3069755059151652,0.3069755059151652,0.3308823529411765,1.7926507568646695,0.614140113579816,52,1.5272289253966762,0.8983699561156918,15,0,0.37211429166529353,0.6171063217404023,55,0,0.4691215509035738,0.8209627140812541,14,22.55363976538303,0.7872298135341224,34.0,22.791006545868512,0.7332375482764952,28,rbio,28.466666666666665,28.0,24.993904018684997,15,0.4375943905070118,0.6578235687825006,0.4963368560103415,1,21.25
raw,dmey,1834051.0710242342,0.6605351170568562,139.92854883791384,13.072700991287078,598,1,False,False,128.19229632088644,,9.224412187505822,71512.02001341236,1.0,3.108507961339284e-06,0.89694011287335,417.9241668674474,,,,[],[],15,869.7559258152477,41.552194316502096,1302.7556135155912,"[18, 54, 111, 155, 185, 224, 257, 291, 334, 364, 408, 452, 493, 529, 588]","[1043.9435069497085, 1122.220190812522, 825.4342700981517, 41.552194316502096, 870.218559515738, 1302.7556135155912, 1028.1248514946305, 822.4012322540277, 798.1116212718279, 947.8556217259558, 852.6065344215618, 501.1685316384433, 1185.1074615530063, 979.1288825647022, 725.709815096346]","[0, 0, 99, 150, 150, 0, 250, 267, 299, 349, 399, 448, 349, 523, 569]","[49, 200, 150, 156, 200, 349, 349, 349, 349, 409, 409, 453, 498, 569, 597]",136626455.20442954,1137.5911735258553,-1137.5911735258553,0.0,,,,SWT,txu.059172014718829,68400622.20442954,,0.0,-56.0,71.0,0.0,-56.0,,382.5911735258553,509.8838327919919,17902.661112771282,510.74994588931116,,0.0,509.8838327919919,,,38.552194316502096,0.0,-60.5,547.7556135155912,382.5911735258553,,120.92416686744741,0.3317678980625572,0.8173727060603438,0.5466238122417129,0.16311199294402434,0.47826086956521746,0.910039606328181,0.00028772999569348336,0.01965623007579015,0.3406643379062319,0.3406643379062319,0.34287479383003594,,0.5563944910389234,0.7980702240430451,0.42281490505650743,,,,,0.6000000000000001,,0.08597894545449779,0.31506849315068497,0.2890625,0.4108602010299166,0.4108602010299166,0.3308823529411765,1.7757208430272442,0.608340133205949,56,1.5002571780034788,0.8825042223549875,18,0,0.37598942953306863,0.6235327668659515,52,0,0.4639235164568186,0.8118661537994325,17,21.140403654298247,0.8005622296764316,35.75,26.408393100586803,0.7316490393665177,29,dmey,29.0,29.0,,1,0.4457928802588997,,,6,23.25
raw,db7,1839872.4548619585,0.6722408026755853,143.732660821377,7.887091554103867,598,1,False,False,131.99451599376718,,9.233594032884453,71508.30122006465,1.0,3.074725434796083e-06,0.09559250367304517,410.61237980159353,,,,[],[],15,950.8450993764254,413.7500637313035,1284.7022872744874,"[26, 59, 94, 131, 183, 230, 262, 316, 360, 400, 448, 491, 520, 566, 595]","[1218.0063501422537, 1020.436390990955, 562.7719471803144, 907.5696180385391, 1000.295427336066, 1163.9343679639408, 1266.1182310713134, 940.6041873050287, 1028.229968732053, 668.4472387699191, 910.6894632489477, 1121.487999816829, 1284.7022872744874, 755.63294904443, 413.7500637313035]","[6, 53, 89, 104, 53, 53, 53, 303, 353, 398, 405, 405, 405, 554, 589]","[405, 155, 104, 155, 205, 254, 405, 353, 405, 405, 477, 504, 554, 589, 596]",135907646.7437226,1161.5825774789355,-1161.5825774789355,0.0,,,,SWT,txu.059172014718829,67681813.74372259,,0.0,-60.5,71.0,0.0,-65.0,,406.5825774789355,590.9730063531697,16686.32350935362,590.9730063531696,,0.0,590.9730063531697,,,410.7500637313035,0.0,-69.5,529.7022872744874,406.5825774789355,,113.61237980159353,0.5042560740985916,0.2138878184576261,0.5626253311722376,0.1649349244917148,0.6304347826086958,0.21054780208197924,2.6875442794960907e-11,0.5179929699899235,0.5476165761410048,0.5476165761410048,0.5476165761410045,,0.3566521638757565,0.6040525006979464,0.3903365059307302,,,,,0.6000000000000001,,0.042989681167574366,0.2534246575342466,0.1484375,0.474874082927249,0.474874082927249,0.1985294117647059,1.8551099666371504,0.635537871083272,44,0.9797826750231495,0.5763427500136173,53,0,0.4075009489455997,0.6757907915445882,27,0,0.3266695332768173,0.5716716832344302,54,12.503332889007368,0.8820440293489871,44.5,41.173124080431585,0.7311163542971351,30,db,58.13157894736842,60.5,26.002256713529725,38,0.8936084142394821,0.6843627668132815,0.16916527998837808,3,23.25
raw,db17,1825075.0883815943,0.6739130434782609,149.39447431053722,7.594836172388818,598,1,False,False,133.543430633296,,9.234969996530625,71508.30122006465,1.0,3.1232680785074056e-06,0.020646388390618588,434.1628332974901,,,,[],[],17,886.3529266632411,314.19154932124445,1296.7429212837858,"[3, 34, 66, 102, 153, 196, 236, 271, 304, 333, 366, 406, 440, 470, 505, 541, 573]","[341.6576005594286, 895.7932098032695, 1296.7429212837858, 766.3931983238537, 925.5488748170875, 1014.3208744152051, 825.0684567471673, 1129.588702549686, 813.0974200541898, 360.5305138303611, 1039.5645584435788, 940.7490161923429, 314.19154932124445, 793.9119763100298, 1280.9378314263952, 1236.228318500594, 1093.6747306968798]","[2, 13, 13, 96, 110, 165, 233, 213, 285, 310, 364, 397, 433, 469, 213, 511, 561]","[4, 43, 511, 165, 165, 213, 261, 469, 364, 337, 469, 469, 441, 482, 511, 561, 596]",136132802.36942518,1163.3313530090797,-1163.3313530090797,0.0,,,,SWT,txu.059172014718829,67906969.36942518,,0.0,-73.0,69.0,0.0,-59.5,,408.33135300907975,526.4808336399853,15881.000246724901,526.4808336399852,,0.0,526.4808336399853,,,311.19154932124445,0.0,-68.5,541.7429212837858,408.33135300907975,,137.16283329749012,0.5745227824935375,0.179876057965035,0.5650232705214645,0.16030121763923247,0.6521739130434784,0.14512776114311066,2.6875442794960907e-11,0.3846938041999377,0.383022476762898,0.383022476762898,0.38302247676289775,,1.0,0.4755955776092835,0.41199791678980136,,,,,0.2,,0.05645540288361629,0.08219178082191782,0.1640625,0.4795401670993354,0.4795401670993354,0.27941176470588236,1.7844766668510423,0.6113397708191544,54,0.9618653832928165,0.5658031666428331,57,0,0.36875403653555755,0.6115337470512101,59,0,0.325289286118962,0.5692562507081834,56,2.0816659994661326,0.9803616415144705,56.5,56.44242792564041,0.7236713867949711,31,db,58.13157894736842,60.5,26.002256713529725,38,0.8936084142394821,0.6843627668132815,0.16916527998837808,3,24.0
raw,rbio3.5,3393209.470829064,0.6705685618729097,190.98721449902104,6.742205611692817,598,1,False,False,131.24480808860778,,9.44368346033263,77062.3261828184,1.0,2.324796099556486e-06,-0.09169764783474975,414.6421684296498,,,,[],[],16,913.4870128726941,164.4907149735207,1316.3621372546784,"[16, 57, 104, 154, 186, 225, 258, 315, 345, 376, 405, 435, 485, 519, 561, 594]","[1044.5817789154194, 1232.3600613584078, 904.2928983823541, 677.8226167563141, 825.3317204379015, 1134.8483789512647, 1083.5278945979596, 1128.8103499525391, 465.5082814333252, 1014.234192177542, 852.0139528842376, 561.9758764838725, 1316.3621372546784, 1161.8123492557297, 1047.819002148039, 164.4907149735207]","[1, 50, 60, 151, 151, 208, 248, 287, 343, 350, 400, 434, 400, 495, 553, 593]","[50, 400, 201, 160, 201, 400, 400, 400, 350, 400, 420, 452, 553, 553, 588, 596]",143094279.8554535,1185.8456934084802,-1185.8456934084802,0.0,,,,SWT,txu.059172014718829,74868446.85545349,,0.0,-78.0,70.0,0.0,-78.0,,430.8456934084802,553.6149198494384,16333.207794036894,553.6149198494383,,0.0,553.6149198494384,,,161.4907149735207,0.0,-78.0,561.3621372546784,430.8456934084802,,117.64216842964981,0.4702454802228398,0.08064959975961944,0.9287554294027048,0.6513531249635616,0.6086956521739132,0.04706328613456193,0.42972525763805963,0.1842589498345311,0.45227290350778276,0.45227290350778276,0.45227290350778243,,0.4667373388533771,0.5477270964922176,0.44729339189104295,,,,,0.4,,0.47279551549164966,0.013698630136986314,0.015625,0.5396129469225656,0.5396129469225656,0.00735294117647059,1.8098480994895265,0.620031711768954,49,1.4137113594843707,0.8315949173437474,29,0,0.3565381048746255,0.591275109254276,65,0,0.45949826147075157,0.8041219575738151,19,20.55075018906447,0.806124998216373,40.5,32.54490157352546,0.7120247632591299,32,rbio,28.466666666666665,28.0,24.993904018684997,15,0.4375943905070118,0.6578235687825006,0.4963368560103415,1,24.25
raw,db35,1825944.3559161806,0.6755852842809364,148.84843029816145,7.6092998067846915,598,1,False,False,132.25794879234934,,9.240261174618977,71508.30122006465,1.0,3.129361283884342e-06,0.026594534947504255,426.03105433676615,,,,[],[],15,949.5331964443872,290.59245351211746,1342.472794702586,"[4, 34, 80, 137, 182, 238, 297, 332, 384, 414, 450, 486, 520, 554, 587]","[698.0326410557641, 1104.4995975163088, 1236.2179034897308, 637.4747626223561, 1146.2526121221847, 934.0378600438278, 1342.472794702586, 893.890132936766, 1157.318277607349, 290.59245351211746, 972.0258884054099, 1053.0660813906434, 1166.6219149262722, 628.9742229728087, 981.520803361683]","[3, 29, 29, 124, 178, 230, 230, 326, 326, 410, 425, 474, 474, 543, 474]","[29, 76, 230, 151, 230, 247, 474, 376, 474, 417, 474, 497, 574, 574, 595]",136227070.76491067,1107.5233546960585,-1107.5233546960585,0.0,,,,SWT,txu.059172014718829,68001237.76491067,,0.0,-74.0,71.0,0.0,-74.0,,352.5233546960585,589.6611034211314,16706.002053334192,589.6611034211314,,0.0,589.6611034211314,,,287.59245351211746,0.0,-74.0,587.472794702586,352.5233546960585,,129.03105433676615,0.5162067363024611,0.18155929016434655,0.5742443892458768,0.1605734235710784,0.673913043478261,0.15031986469371447,2.6875442794960907e-11,0.3530969106203692,0.5442683949201511,0.5442683949201511,0.544268394920151,,0.7778572544628933,0.6071914205924963,0.4942671374880616,,,,,0.6000000000000001,,0.062093245492542054,0.06849315068493152,0.078125,0.3306332244325806,0.3306332244325806,0.06617647058823531,1.9666255565914157,0.6737417414234237,29,0.9608996646773642,0.5652350968690377,58,0,0.3858123016825104,0.6398228063426418,45,0,0.32240239249751634,0.5642041868706535,59,14.032699906527847,0.8676160386176618,47.75,44.00657283703651,0.7085721702522272,33,db,58.13157894736842,60.5,26.002256713529725,38,0.8936084142394821,0.6843627668132815,0.16916527998837808,3,25.5
raw,db2,1869055.3759705923,0.6705685618729097,147.2235016145366,9.349952966712532,598,1,False,False,128.42591270025054,,9.240366829236702,71508.30122006465,1.0,3.5142374089366862e-06,0.4434661191990989,408.5978036189463,,,,[],[],16,931.8396443038357,120.13333498184289,1441.4166377400193,"[23, 55, 110, 156, 186, 225, 258, 291, 329, 363, 395, 433, 464, 494, 530, 567]","[1141.5798010141366, 1184.3864794215315, 927.2390019234542, 902.7776242612194, 807.1514557929456, 1229.368533646841, 930.3539429075998, 874.5514109508292, 735.587191896186, 1039.5438826638497, 571.5987874209059, 861.6620724983376, 120.13333498184289, 1441.4166377400193, 1151.1738422344165, 990.9103095072575]","[1, 50, 100, 100, 181, 50, 250, 285, 314, 300, 375, 401, 462, 401, 499, 550]","[50, 222, 151, 203, 203, 401, 300, 300, 350, 401, 401, 449, 470, 550, 550, 585]",137404969.44397783,1215.5291834309635,-1215.5291834309635,0.0,,,,SWT,txu.059172014718829,69179136.44397783,,0.0,-78.0,70.0,0.0,-69.0,,460.5291834309635,571.96755128058,16039.565691138629,571.9675512805801,,0.0,571.96755128058,,,117.13333498184289,0.0,-78.0,686.4166377400193,460.5291834309635,,111.59780361894627,0.3423659346399979,0.3841310205075731,0.5744285171957503,0.17407338177706805,0.6086956521739132,0.514204717233697,2.6875442794960907e-11,0.12486873309057117,0.49911168586763877,0.49911168586763877,0.49911168586763904,,0.3016182670533713,0.5008883141323616,0.6722696608065304,,,,,0.4,,0.1325389906189068,0.013698630136986314,0.015625,0.6188144571099647,0.6188144571099647,0.13970588235294118,1.7287180758419043,0.5922375629382985,60,1.1565994899567464,0.6803526411510272,36,0,0.3597269607153227,0.5965634390564085,61,0,0.3711284605078393,0.6494748058887188,37,13.868429375143148,0.8691657606118571,48.5,45.52442850739579,0.7058092954002682,34,db,58.13157894736842,60.5,26.002256713529725,38,0.8936084142394821,0.6843627668132815,0.16916527998837808,3,26.25
raw,db22,1824201.963779389,0.6739130434782609,147.48743874938336,7.485454243608062,598,1,False,False,134.05881759570943,,9.235197954197957,71508.30122006465,1.0,3.1205069489804553e-06,0.0002097257814794454,428.074320530619,,,,[],[],17,973.3418379978796,455.54291609770365,1609.6830486314493,"[7, 39, 69, 106, 143, 172, 207, 240, 273, 306, 349, 393, 431, 461, 509, 545, 582]","[455.54291609770365, 1609.6830486314493, 961.7273329494861, 612.8459655029666, 928.0892138234577, 1045.4663437808026, 963.3186832282079, 1123.1688193510863, 913.1594013792102, 899.4492140900077, 872.4423066302166, 1114.9313160071788, 576.3072601559652, 979.9858515503072, 1431.691885038811, 1243.5152233450574, 815.4864644020417]","[2, 2, 67, 102, 114, 114, 192, 114, 265, 304, 304, 304, 415, 415, 464, 515, 564]","[8, 464, 114, 114, 165, 218, 218, 464, 464, 317, 368, 464, 436, 464, 515, 564, 597]",136650307.10488266,1238.6121711880505,-1238.6121711880505,0.0,,,,SWT,txu.059172014718829,68424474.10488266,,0.0,-73.0,69.0,0.0,-64.0,,483.6121711880505,613.4697449746238,14402.188754036048,613.4697449746238,,0.0,613.4697449746238,,,452.54291609770365,0.0,-64.0,854.6830486314493,483.6121711880505,,131.074320530619,0.5979033771849778,0.167146533731548,0.5654205402182155,0.1600278038897198,0.6521739130434784,0.12728871372210016,2.6875442794960907e-11,0.5739495337196682,0.6050317674202703,0.6050317674202703,0.6050317674202703,,0.8336749008054611,0.23971070628582541,0.9749852700747617,,,,,0.2,,0.0874054390315435,0.08219178082191782,0.234375,0.6804045022365248,0.6804045022365248,0.21323529411764708,2.2110671466932708,0.757484425453717,9,0.9541681561653714,0.5612753859796302,60,0,0.47253087368504915,0.7836350172512241,7,0,0.32428012597384503,0.5674902204542287,57,29.19332115399,0.7245913098680189,33.25,13.880272503261343,0.7054560322925001,35,db,58.13157894736842,60.5,26.002256713529725,38,0.8936084142394821,0.6843627668132815,0.16916527998837808,3,27.0
raw,coif3,1847527.5694558003,0.6588628762541806,144.89591603938294,8.11201312199281,598,1,False,False,133.02517854075185,,9.231294218381302,71508.30122006465,1.0,3.0555448039716868e-06,0.15265156937639623,419.9580437086071,,,,[],[],16,875.7844030267495,124.00774229470642,1487.7688666905988,"[16, 54, 92, 128, 158, 194, 232, 262, 293, 328, 362, 418, 453, 482, 522, 568]","[1136.4506291837668, 1161.3061729224403, 561.2150502823623, 918.9793156465032, 1102.3584796470006, 465.89959533398496, 875.5112583334658, 124.00774229470642, 924.5687179023857, 483.91256647325895, 1186.3724631447374, 932.3209770417143, 560.0846788241297, 1119.2868568147665, 1487.7688666905988, 972.5070778921702]","[2, 50, 87, 99, 99, 193, 223, 261, 223, 325, 223, 400, 451, 223, 223, 549]","[223, 223, 99, 152, 223, 202, 265, 265, 301, 351, 400, 475, 475, 492, 549, 587]",135875211.72983745,1217.3154743986206,-1217.3154743986206,0.0,,,,SWT,txu.059172014718829,67649378.72983745,,0.0,-73.5,70.0,0.0,-60.0,,462.3154743986206,515.9123100034938,16936.44955157201,515.9123100034936,,0.0,515.9123100034938,,,121.00774229470642,0.0,-69.0,732.7688666905988,462.3154743986206,,122.95804370860708,0.5510122108115837,0.24006348185093734,0.5586173650400157,0.16733207786336995,0.45652173913043487,0.26035433842052236,2.6875442794960907e-11,0.13005618758198884,0.3560499534856826,0.3560499534856826,0.35604995348568225,,0.6119556404210902,0.6439500465143178,0.7556585151440057,,,,,0.4,,0.04104986345495732,0.07534246575342467,0.15625,0.623580640000366,0.623580640000366,0.2720588235294118,1.872772114460268,0.6415887058198296,40,0.9590669048368634,0.5641570028452138,59,0,0.38583090591835545,0.6398536592064212,44,0,0.31912874473482,0.558475303285935,63,11.210114480533491,0.894244203013835,51.5,49.65894167925488,0.7041975732050307,36,coif,64.6470588235294,68.0,22.62449219449629,17,0.9937654673519892,0.5954621649402658,0.1257255233715278,4,28.0
raw,sym2,1869055.3759697552,0.6705685618729097,147.22350161438266,9.349952966713564,598,1,False,False,128.4259127002464,,9.240366829236716,71508.30122005183,1.0,3.5142374089386056e-06,0.44346611919908924,408.5978036189009,,,,[],[],16,931.8396443037236,120.13333498175427,1441.416637739821,"[23, 55, 110, 156, 186, 225, 258, 291, 329, 363, 395, 433, 464, 494, 530, 567]","[1141.579801014016, 1184.3864794214426, 927.2390019233349, 902.7776242612016, 807.1514557926927, 1229.3685336468045, 930.353942907607, 874.5514109507558, 735.5871918959054, 1039.5438826637587, 571.5987874207444, 861.6620724982013, 120.13333498175427, 1441.416637739821, 1151.1738422343033, 990.9103095072335]","[1, 50, 100, 100, 181, 50, 250, 285, 314, 300, 375, 401, 462, 401, 499, 550]","[50, 222, 151, 203, 203, 401, 300, 300, 350, 401, 401, 449, 470, 550, 550, 585]",137404969.4439635,1215.5291834308955,-1215.5291834308955,0.0,,,,SWT,txu.059172014718829,69179136.4439635,,0.0,-78.0,70.0,0.0,-69.0,,460.5291834308955,571.9675512804679,16039.565691140422,571.9675512804678,,0.0,571.9675512804679,,,117.13333498175427,0.0,-78.0,686.416637739821,460.5291834308955,,111.59780361890091,0.34236593463981096,0.3841310205076932,0.5744285171957751,0.17407338177680595,0.6086956521739132,0.5142047172336885,2.5883517151795404e-11,0.12486873309045252,0.4991116858673527,0.4991116858673527,0.4991116858673524,,0.3016182670521321,0.5008883141326477,0.6722696608061738,,,,,0.4,,0.1325389906180495,0.013698630136986314,0.015625,0.6188144571097833,0.6188144571097833,0.13970588235294118,1.7287180758404548,0.5922375629378019,61,1.156599489956244,0.6803526411507317,37,0,0.35972696071507215,0.5965634390559931,62,0,0.3711284605076529,0.6494748058883925,38,13.868429375143148,0.8691657606118571,49.5,46.58459705467511,0.7010923142681926,37,sym,65.05263157894737,83.0,37.9948442177949,19,1.0,1.0,0.0,5,29.0
raw,rbio3.7,3326443.0791543713,0.6638795986622074,188.58522138555324,6.805694499878213,598,1,False,False,130.6798659258804,,9.440673187350853,76623.93179860906,1.0,2.306710111496108e-06,-0.08243079622237205,421.3049148757435,,,,[],[],16,911.4929665707432,164.1674587606857,1267.2181296454678,"[16, 57, 104, 154, 186, 225, 258, 315, 345, 376, 405, 435, 485, 519, 561, 594]","[1071.0585775068698, 1133.8499531531706, 889.0726666042016, 663.4301625699072, 837.1411460077304, 1245.8959944767344, 1077.972117257741, 1120.224423252755, 454.9435433372159, 1032.0737056054875, 863.2705196975357, 556.6889758066661, 1267.2181296454678, 1155.4055751191586, 1051.4745163305647, 164.1674587606857]","[1, 50, 60, 151, 151, 50, 248, 287, 343, 350, 400, 434, 400, 499, 553, 593]","[50, 208, 201, 160, 201, 400, 400, 400, 350, 400, 420, 452, 553, 553, 588, 596]",142569960.17193907,1163.2177585100362,-1163.2177585100362,0.0,,,,SWT,txu.059172014718829,74344127.17193907,,0.0,-78.0,70.0,0.0,-78.0,,408.2177585100362,551.6208735474875,16365.112534868109,551.6208735474875,,0.0,551.6208735474875,,,161.1674587606857,0.0,-78.0,512.2181296454678,408.2177585100362,,124.30491487574352,0.44461680760570227,0.0880382365273352,0.9235093227522855,0.6304456285499885,0.5217391304347827,0.05515226859311401,0.39580586747452484,0.18382614121175614,0.4471837858462102,0.4471837858462102,0.4471837858462102,,0.6487492695147441,0.5528162141537901,0.3588820558050574,,,,,0.4,,0.44143790261203913,0.013698630136986314,0.015625,0.4792370741723779,0.4792370741723779,0.00735294117647059,1.8146537515858756,0.6216780691048575,48,1.3522643664502176,0.7954496273236573,30,0,0.3516009757495881,0.5830874807150053,71,0,0.43704389456253345,0.7648268154844334,24,21.12463017427761,0.8007110360917207,43.25,36.39081687132942,0.6963460840835962,38,rbio,28.466666666666665,28.0,24.993904018684997,15,0.4375943905070118,0.6578235687825006,0.4963368560103415,1,28.75
raw,db28,1826195.0992702763,0.6889632107023411,147.49968798716583,7.353974947588338,598,1,False,False,127.40559790414892,,9.236204744945326,71508.30122006463,1.0,3.102556286480389e-06,-0.03680419513961942,418.1285589652939,,,,[],[],15,925.7777479497701,408.9290055701856,1278.976308043657,"[3, 35, 79, 111, 166, 213, 245, 291, 349, 389, 428, 461, 503, 549, 582]","[496.94820169259447, 1012.4747656640154, 626.2645484523969, 958.733483188759, 1064.0951940515354, 724.5521587978442, 1278.976308043657, 925.927150944816, 996.865169683281, 1214.8468590202124, 408.9290055701856, 1057.7732649816958, 1250.760174429889, 1176.112236699188, 693.4076980264786]","[2, 21, 71, 71, 71, 202, 71, 271, 321, 372, 420, 420, 71, 504, 568]","[8, 71, 106, 119, 242, 224, 492, 372, 372, 492, 432, 492, 504, 568, 596]",136702257.46271402,1086.9568334330154,-1086.9568334330154,0.0,,,,SWT,txu.059172014718829,68476424.46271402,,0.0,-78.5,71.0,0.0,-56.0,,331.9568334330154,565.9056549265142,17062.333780753448,565.9056549265142,,0.0,565.9056549265142,,,405.9290055701856,0.0,-69.5,523.9763080436569,331.9568334330154,,121.1285589652939,0.29607922495370403,0.15184538752265644,0.5671751092115667,0.1606519423534326,0.8478260869565218,0.09497947110370235,2.687431688617184e-11,0.511538042102439,0.48364077941580963,0.48364077941580963,0.48364077941580963,,0.5619780444041844,0.664029810127816,0.38003532174111504,,,,,0.6000000000000001,,0.09051239698306242,0.00684931506849315,0.1484375,0.2757576170797899,0.2757576170797899,0.3308823529411765,1.86902409966005,0.6403046820208323,41,0.9209667490170441,0.5417451464806141,67,0,0.3783357396982354,0.6274238370777632,47,0,0.3026510317326369,0.5296393055321145,71,14.730919862656235,0.8610290578994695,56.5,53.56421665872949,0.6640050949874705,39,db,58.13157894736842,60.5,26.002256713529725,38,0.8936084142394821,0.6843627668132815,0.16916527998837808,3,30.0
raw,db14,1829851.1666492112,0.697324414715719,149.2197062690088,7.596369966112054,598,1,False,False,130.85272841372654,,9.233880869825933,71508.30122006465,1.0,3.1150833952384347e-06,0.035997198564185935,404.2834034103138,,,,[],[],15,862.1534681711798,166.0762261884878,1408.4939507421905,"[15, 45, 91, 138, 176, 235, 279, 317, 355, 399, 433, 471, 503, 539, 576]","[166.0762261884878, 1180.5408610931988, 646.1937462045755, 702.0464672383534, 1099.4850875947016, 894.1375995923511, 1206.4830374975209, 1204.1037412494438, 926.9306641267495, 684.5421377333687, 499.4416682493164, 898.41954181028, 1408.4939507421905, 503.20202369056733, 912.2052695565934]","[11, 11, 76, 108, 108, 212, 108, 310, 340, 393, 430, 458, 410, 535, 560]","[16, 410, 108, 141, 212, 258, 410, 410, 410, 410, 436, 472, 560, 560, 589]",136878415.36964276,1193.4279251365526,-1193.4279251365526,0.0,,,,SWT,txu.059172014718829,68652582.36964276,,0.0,-78.5,71.0,0.0,-65.0,,438.42792513655263,502.28137514792405,18016.697977432304,502.28137514792405,,0.0,502.28137514792405,,,163.0762261884878,0.0,-74.0,653.4939507421905,438.42792513655263,,107.28340341031378,0.4524587362155352,0.18005455604590387,0.563125211812763,0.16179681799663498,0.956521739130435,0.15852739668412785,2.6875442794960907e-11,0.18638179511359268,0.3212616783842689,0.3212616783842689,0.32126167838426894,,0.18375811464138792,0.8162602173448861,0.6130408985093095,,,,,0.6000000000000001,,0.10104774712313067,0.00684931506849315,0.078125,0.5598438632669474,0.5598438632669474,0.1985294117647059,1.7142443970558467,0.5872790585003601,63,1.052251023733477,0.618971190431457,45,0,0.34767609008944356,0.5765785349227216,75,0,0.3532120654160394,0.6181211144780688,43,15.264337522473747,0.8559968158257194,56.5,53.55871886120996,0.6614889739505956,40,db,58.13157894736842,60.5,26.002256713529725,38,0.8936084142394821,0.6843627668132815,0.16916527998837808,3,30.75
