amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
,,60856.21608938296,60715.7699355368,285993.68620002735,0.5219743467556883,,,56108.41687242287,55703.41687242287,47586.0832367431,,,inu.30000003214412,False,,-64988.6923913153,64462.2923913153,277389143770.6734,277372831650.3134,,,[],[],60856.21608938296,60329.816089382955,60856.21608938296,60822.416089382954,[0],0.0,-12.5,1,12.0,[41],0.0,-12.5,[60856.21608938296],60715.7699355368,59030.416089382954,60715.7699355368,[104],0.0,-12.5,51,105,smoothed,2.7623948970097815e-05,,,,,0.0,0.0,64988.6923913153,64462.2923913153,0.044101192140346857,mexh,1087.5496663429826,771218519.8544223,11.204392281346703,-39.7293033911352,0.6412698412698413,CWT,1.0,1.0,0.006867103498260363,0.7035439509373481,1.0,1.0,0.8117033315122064,0.17619645655197747,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,0.6666666666666666,,0.9867098970763921,0.0,0.0,0.6797093241956376,0.6797093241956376,0.0,3.731905344883118,1.0,1,2.251052152793304,1.0,1,0.0,0.7151996580095955,0.9314228104311012,2,0,0.7122888553124741,1.0,1,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,0.14285714285714285,,,2,1.25,0.9966698676961854,0.9999999999999999,0.005972597980372529,0.6265602327772684,1.0,0.9557823129251704,0.8123848416391397,0.17619645655197747,,1.0,1.0,1.0,1.0000000000000002,,1.0,0.9999999999999999,1.0,,,,,0.3999999999999999,,0.9867098970763921,0.21052631578947367,0.2,0.674512668175319,0.674512668175319,0.16666666666666663,3.6975459807206046,1.0,1,2.1936100799322285,1.0,1,0.0,1.0,1.0,1.0,0.975,1,1.5,1.5,0.7071067811865476,2,0.08333333333333333,0.1402228978616276,0.8995997973081784,1,1.0
,,28266.678356910645,27898.81169024398,268134.1829431585,0.22517211758634662,,,55519.28240293991,55124.28240293991,47727.23044823318,,,inu.30000003214412,False,,-64221.38852531053,63495.38852531053,274400192250.6281,274381731766.6281,,,[],[],54621.07504841672,53910.07504841672,1912.2816654045673,1832.2816654045673,"[0, 52]",0.0,-9.5,2,13.0,"[40, 70]",0.0,-14.0,"[54621.07504841672, 1912.2816654045673]",27898.81169024398,51015.35671382129,27898.811690243976,"[104, 104]",0.0,-5.0,51,105,raw,3.656141096152383e-06,,,,,0.0,0.0,64221.38852531053,63495.38852531053,0.04538263422424311,mexh,1096.8860890725296,767450614.0270126,11.22045571894401,-36.94873277438059,0.6436974789915967,CWT,0.9999999999999999,0.6959085161335048,0.0,0.6600166753364246,0.9999999999999999,1.0,0.703423856948572,0.1671413907644104,,0.132326691021869,0.9999999999999999,0.9999999999999999,1.0,,1.0,1.0,0.9999999999999998,,,,,0.6000000000000001,,1.0,1.0,0.5,0.655803750391865,0.655803750391865,0.25,3.642019507463307,1.0,1,2.0870069915934564,1.0,1,0.0,0.7709952994146859,1.0,1,0,0.6533113048978638,1.0,1,0.0,1.0,1.0,1.0,0.95,1,mexh,0.125,,,2,1.25,1.0,0.09111660005267933,0.14230784662782614,0.6600166753364245,0.9949377812407489,1.0,0.29837617568375757,0.1627336866501639,,0.020997748413070047,0.3827440700428034,0.3827440700428034,0.3827440700428034,,0.989529945857102,0.8525015936804513,0.8792507460104295,,,,,0.5999999999999999,,0.9758773009176315,0.9999999999999999,0.5,0.6617557988351177,0.6617557988351177,0.04166666666666666,2.862384433662631,0.7741308555964973,2,1.8246408612146547,0.8317981750298243,2,0.0,1.0,2.0,2.0,0.95,2,1.5,1.5,0.7071067811865476,2,0.08333333333333333,0.1402228978616276,0.8995997973081784,1,1.75
,,25262.681216942277,25122.235063096123,146975.30892794862,0.6303083125341875,,,32794.193711120904,32389.193711120904,29524.26682975712,,,inu.30000003214412,False,,-39674.316298298574,39147.91629829857,104126617292.20303,104110305171.84303,,,[],[],42173.97237823793,41647.57237823793,8351.390055646625,8317.590055646626,"[0, 53]",0.0,-12.0,2,11.0,"[37, 78]",0.0,-7.5,"[42173.97237823793, 8351.390055646625]",25122.235063096123,48699.56243388455,25122.235063096123,"[104, 104]",0.0,-12.0,51,105,smoothed,1.569275190969901e-05,,,,,0.0,0.0,39674.316298298574,39147.91629829857,0.06978251753922614,gaus2,692.6023104627544,320966315.507016,11.115238612423415,-35.43246952754759,0.634547152194211,CWT,0.5712817466517089,0.4516463278643124,0.2490999861158011,0.48881276347653646,0.3950817086082772,0.8506224066390023,1.0,0.0714022526808431,,0.11582826912618482,0.3305192911563143,0.3305192911563143,0.33051929115631423,,0.5783925746899874,0.8056864188108891,0.6486046747716513,,,,,0.3333333333333333,,0.35922066175357525,0.5,0.09090909090909091,0.3431503652228816,0.3431503652228816,0.5,1.957852396304985,0.5246254166090872,2,1.667095513794632,0.7405850245299528,3,0.0,0.4007024019506728,0.5218449885869227,3,0,0.5097433990045602,0.7156414075592139,3,0.5,0.95,2.75,2.666666666666667,0.8374999999999999,3,gaus,0.8392857142857143,1.0,0.11249999999999998,1,2.5,0.5705315285289331,0.547556997839383,0.21665234466947236,0.44087366443214004,0.3950817086082772,0.833333333333332,1.0,0.0714022526808431,,0.12862814421196114,0.33051929115631423,0.33051929115631423,0.33051929115631423,,0.5785069070118224,0.8098848207222773,0.6486046747716513,,,,,0.19999999999999996,,0.35922066175357537,0.2631578947368421,0.25,0.3405268402132457,0.3405268402132457,0.5833333333333333,1.9183575296595834,0.5188191139913073,3,1.6452898856380571,0.7500375297732441,4,0.7071067811865476,0.9646446609406726,3.5,3.428571428571429,0.8948223304703362,3,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,2.75
,,,,1327680.4255070835,0.11731584513243223,,,5.0,390.0,42487.40304589995,,,inu.30000003214412,False,,-89858.52699856985,89132.52699856985,267109483774.1109,267091023290.1109,,,[],[],,,,,[],,,0,15.0,[],,,[],,,,[],,,51,105,raw,4.706093847493166e-06,,,,,0.0,0.0,89858.52699856985,89132.52699856985,0.0467257005632885,gaus1,948.6036582230768,634886444.1790789,11.239708009912809,-36.89782415423045,0.5887955182072829,CWT,0.8763750391190056,0.9999999999999998,0.002910275574686594,0.7001147653640399,0.820674993996103,0.0,0.2630701671115977,0.9999999999999999,,,,,,,0.0,,,,,,,1.0,,0.9729335316781766,,,0.9999999999999999,0.9999999999999999,,1.2864667658390883,0.3532289608012346,4,1.8302816236052242,0.8769887360117471,3,0.6428571428571429,0.7624438491927781,0.9889085572526839,2,0,0.5828931551456791,0.8922134834890181,2,0.9574271077563381,0.9042572892243662,2.75,2.5263157894736845,0.8146286446121831,3,gaus,0.71875,1.0,0.196875,1,2.5,0.8763750391190056,0.13093186523844647,0.14480396715238553,0.7001147653640399,0.8168365074437623,0.0,0.11158829718933501,0.9614360390508714,,,,,,,0.0,,,,,,,0.9999999999999998,,0.9494732008512513,,,1.0,1.0,,1.2747366004256255,0.34475206179239876,5,1.5767598224986508,0.7187967619784846,5,0.0,1.0,5.0,5.0,0.875,4,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,3.5
,,,,1378838.7823082309,0.14222071123303678,,,0.0,405.0,43839.973080826945,,,inu.30000003214412,False,,-89079.44502242994,88553.04502242994,281058811200.9339,281042499080.5739,,,[],[],,,,,[],,,0,13.0,[],,,[],,,,[],,,51,105,smoothed,1.483394457647516e-05,,,,,0.0,0.0,89079.44502242994,88553.04502242994,0.04561701409858714,gaus1,1014.3651855006763,656790876.3408165,11.27119731449772,-39.85111510611476,0.596265172735761,CWT,0.9110817114565792,0.41217584116910616,0.0,0.8644473020851277,0.846265328778217,0.0,0.1516486210509853,1.0,,,,,,,0.0,,,,,,,1.0,,1.0,,,1.0,1.0,,1.3,0.34834752756589965,3,1.712993029639772,0.7609743859173317,2,0.6428571428571429,0.7678571428571428,1.0,1,0,0.5232023505675019,0.7345367636532487,2,0.816496580927726,0.9183503419072274,2.0,1.7142857142857144,0.8591751709536137,2,gaus,0.8392857142857143,1.0,0.11249999999999998,1,1.75,0.9082866661283604,0.5149901593105788,0.0,0.7656997376771564,0.8462653287782169,0.13605442176870697,0.1547190952160079,1.0,,,,,,,0.00027118194550512786,,,,,,,0.5999999999999999,,1.0,,,0.992354590653191,0.992354590653191,,1.137077427234029,0.30752218719195673,6,1.7492749876532545,0.797441169538799,3,2.1213203435596424,0.8939339828220179,4.5,4.0,0.834466991411009,5,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,4.25
,,15903.905629899265,15763.45947605311,69717.66971540074,0.4155036151672174,,,12301.382950521896,11896.382950521896,10611.821768011683,,,inu.30000003214412,False,,-21037.969502038442,20511.56950203844,16796771168.155825,16780459047.795824,,,[],[],25879.290367364814,25352.890367364813,2680.529430181952,2646.729430181952,"[0, 23, 0]",0.0,-11.5,3,10.0,"[13, 31, 87]",0.0,-2.5,"[19151.897092151034, 2680.529430181952, 25879.290367364814]",15763.45947605311,45885.91688969779,15763.459476053116,"[53, 53, 104]",0.0,-11.5,51,105,smoothed,1.1167709349286585e-05,,,,,0.0,0.0,21037.969502038442,20511.56950203844,0.03944612718676533,gaus4,332.7677934770977,62473520.183892794,11.327477077556201,-27.38944338115799,0.6225957049486461,CWT,0.12237283125154201,0.24367694373534995,0.7025234765882712,1.0,0.0477940805319821,0.5850622406638999,0.6266451744928492,0.013164248806024716,,0.02033200652473227,0.15448957855887857,0.15448957855887857,0.15448957855887865,,0.2078067257699851,0.7527644086731569,0.34211712577947806,,,,,0.0,,0.042946049585508406,1.0,0.18181818181818182,0.09537694770875871,0.09537694770875871,1.0,1.1742899748297961,0.3146623149056784,4,1.5451747243001308,0.6864233342540473,4,0.0,0.3001433663746569,0.39088438411583226,4,0,0.4176548745087399,0.5863560427679566,4,0.0,1.0,4.0,4.0,0.8,4,gaus,0.8392857142857143,1.0,0.11249999999999998,1,3.25,0.12432402942674402,0.3759628291592851,0.6110131146994209,0.8829175279915236,0.0477940805319821,0.6156462585034009,0.6279964734646579,0.013164248806024712,,0.034514350863680765,0.15448957855887854,0.15448957855887854,0.15448957855887865,,0.20802155428330688,0.7581062606056764,0.34211712577947806,,,,,0.0,,0.0429460495855084,0.3157894736842105,0.30000000000000004,0.09464775190127606,0.09464775190127606,0.9999999999999999,1.1244284692180113,0.30410128097957406,7,1.4847725229668476,0.6768625548131688,6,0.7071067811865476,0.9646446609406726,6.5,6.461538461538462,0.8198223304703363,6,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,5.0
,,22465.386727413854,22097.52006074719,132858.2829653975,0.2978128107984966,,,32213.182789490955,31818.182789490955,29435.17347344739,,,inu.30000003214412,False,,-38958.27255746856,38232.27255746856,101804977050.21562,101786516566.21562,,,[],[],35199.331638451986,34488.331638451986,9731.441816375718,9651.441816375718,"[0, 0]",0.0,-5.0,2,13.0,"[36, 80]",0.0,-14.0,"[9731.441816375718, 35199.331638451986]",22097.52006074719,39412.77345482771,22097.520060747185,"[53, 104]",0.0,-9.5,51,105,raw,4.036991708745103e-06,,,,,0.0,0.0,38958.27255746856,38232.27255746856,0.07066950460750038,gaus2,714.6858849425923,314465483.9449025,11.159117860618732,-32.5992425441211,0.642390289449113,CWT,0.5684295198475704,0.8062119824246221,0.24864581169418454,0.5322640370029353,0.38722837954756284,0.9761904761904763,1.0,0.06080747781886633,,0.9501116864484112,0.7036553040414375,0.7036553040414375,0.7036553040414375,,0.5741955756014967,0.7495390186081647,0.5626977579131269,,,,,0.6000000000000001,,0.3592470553764559,0.5263157894736843,0.9500000000000001,0.3166290106440435,0.3166290106440435,0.25,2.6054461665264252,0.7153850113068553,2,1.8361253275771543,0.8797887764502644,2,0.0,0.5904522012024103,0.7658311297755797,3,0,0.5724722105657772,0.8762625202931018,3,0.5773502691896257,0.9422649730810374,2.5,2.4000000000000004,0.8461324865405186,2,gaus,0.71875,1.0,0.196875,1,1.75,0.5684295198475704,0.10555883863644142,0.35556940828678335,0.5322640370029352,0.3863477770845464,0.9761904761904764,0.4241769350532166,0.06076062007223973,,0.15076479281919286,0.2736272642452529,0.2736272642452529,0.27362726424525285,,0.5681837168363364,0.6389832078891419,0.5139461312347018,,,,,0.5999999999999999,,0.3508048065491425,0.5263157894736842,0.9500000000000001,0.328446272563634,0.328446272563634,0.04166666666666666,1.8547963282273021,0.501629009591336,4,1.4592952720873875,0.6652482523842489,7,2.1213203435596424,0.8939339828220179,5.5,5.090909090909091,0.8094669914110089,7,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,5.75
,,14721.806550117593,14353.939883450927,70580.54727359724,0.1872367766427524,,,11944.545342739926,11549.545342739926,10653.8401951303,,,inu.30000003214412,False,,-21059.219497814258,20333.219497814258,17069788750.16497,17051328266.16497,,,[],[],21169.7891279726,20458.7891279726,3290.267922175306,3210.267922175306,"[0, 23, 0]",0.0,-4.5,3,12.0,"[12, 31, 86]",0.0,-13.5,"[21169.7891279726, 3290.267922175306, 19705.36260020487]",14353.939883450927,38647.41965035278,14353.939883450927,"[53, 53, 104]",0.0,-9.0,51,105,raw,2.9156322419922686e-06,,,,,0.0,0.0,21059.219497814258,20333.219497814258,0.036023677077704326,gaus4,344.59264801292863,62787527.835817166,11.383691870253337,-24.72910636111667,0.6315592903828198,CWT,0.12531538391420421,0.4814394021755002,0.6985551794064921,1.0,0.04677325474210475,0.7789115646258492,0.5485421149815188,0.011853929355421112,,0.27644657895524694,0.3080935809238112,0.3080935809238112,0.30809358092381134,,0.20388584362148354,0.7330175887936293,0.24680694081284738,,,,,0.4000000000000001,,0.0446710032336257,0.5789473684210527,1.0,0.07632188974223156,0.07632188974223156,0.5,1.4228323774877951,0.3906712675679237,3,1.6602692144269746,0.7955264266553022,4,0.0,0.3614785604352702,0.46884664628914435,4,0,0.4614238536501363,0.706284814285088,4,0.5,0.95,3.75,3.6923076923076925,0.7875,4,gaus,0.71875,1.0,0.196875,1,3.25,0.12531538391420421,0.06303575892612084,0.7414531427022658,0.9999999999999999,0.04821595291917303,0.7789115646258493,0.23267891308046976,0.01381469926102101,,0.04386685459849407,0.1279778488482389,0.1279778488482389,0.1279778488482389,,0.20175114779979614,0.6248986626423708,0.2500637127469335,,,,,0.3999999999999999,,0.04392703215664773,0.5789473684210527,1.0,0.09229468684413308,0.09229468684413308,0.08333333333333331,1.0601396762622624,0.28671439970995427,8,1.4356472757199796,0.6544678513532058,8,0.0,1.0,8.0,8.0,0.8,8,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,6.5
,,14283.152316054051,13915.285649387384,82831.66589604413,0.09790286038585061,,,6925.54308669081,6530.54308669081,9705.449848680557,,,inu.30000003214412,False,,-19396.99595806729,18670.99595806729,13380080372.072327,13361619888.072327,,,[],[],24419.88704767836,23708.88704767836,2200.4574795170856,2120.4574795170856,"[0, 24, 53]",0.0,-9.0,3,12.0,"[8, 31, 96]",0.0,-13.5,"[24419.88704767836, 2200.4574795170856, 16229.112420966709]",13915.285649387384,37331.45694816215,13915.285649387386,"[53, 53, 104]",0.0,-9.0,51,105,raw,2.55323460114893e-06,,,,,0.0,0.0,19396.99595806729,18670.99595806729,0.04233015136308888,gaus6,290.3907670867948,47115503.113051906,11.35154349316126,-23.742780292101248,0.6272642390289449,CWT,0.10293970042746296,0.37648035881565317,0.754940142480853,0.9330423313792144,0.025573062180819638,0.7006802721088428,0.18381117484891946,0.021483947572257685,,0.1624662267617497,0.28568600965751856,0.28568600965751856,0.2856860096575187,,0.11218824504696506,0.7046103537401568,0.31998652501845454,,,,,0.4000000000000001,,0.030973106073963468,0.5789473684210527,0.55,0.0540053933443195,0.0540053933443195,0.5,1.2842332858398946,0.3526157076336948,5,1.4384879578534717,0.6892588111337221,6,0.0,0.3088743314802527,0.4006176583887604,5,0,0.3873688737267529,0.5929315332868955,5,0.5,0.95,5.25,5.217391304347826,0.7124999999999999,5,gaus,0.71875,1.0,0.196875,1,4.0,0.10293970042746295,0.04929327560537308,0.7898140830993248,0.9330423313792143,0.02716043264318748,0.7006802721088428,0.07796846077594553,0.023049782044770383,,0.025780323900037802,0.119727177803326,0.119727177803326,0.11972717780332603,,0.1110136280471266,0.6006814494872302,0.3111949790539711,,,,,0.3999999999999999,,0.030564348743271335,0.5789473684210527,0.55,0.07036410071629301,0.07036410071629301,0.08333333333333331,0.9599228036540934,0.25961078203198346,11,1.32033913065247,0.6019023812533092,10,0.7071067811865476,0.9646446609406726,10.5,10.476190476190476,0.7198223304703363,9,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,7.25
,,13801.330655409818,13433.463988743151,89092.9209067652,0.09634716147857383,,,4824.606967013592,4429.606967013592,8716.723076946482,,,inu.30000003214412,False,,-18175.58088658251,17449.58088658251,11318738179.658655,11300277695.658655,,,[],[],23530.142406621733,22819.142406621733,3070.141180237372,2990.141180237372,"[0, 24, 53]",0.0,-9.0,3,12.0,"[8, 31, 96]",0.0,-13.5,"[23530.142406621733, 3070.141180237372, 14803.708379370353]",13433.463988743151,35885.991966229456,13433.463988743155,"[53, 53, 104]",0.0,-9.0,51,105,raw,2.412773038997332e-06,,,,,0.0,0.0,18175.58088658251,17449.58088658251,0.04684930276938393,gaus8,275.0367047656915,46551199.052171156,11.295106162998076,-23.03643431968549,0.6246498599439776,CWT,0.0796123464724093,0.3357993235916006,0.7953195796908443,0.8154963650591972,0.02480970486321606,0.6530612244897953,0.1774595947459876,0.026405620577939548,,0.253424113220661,0.2610733367134676,0.2610733367134676,0.2610733367134679,,0.0738039632505827,0.6734075974348512,0.2999529308036729,,,,,0.4000000000000001,,0.023320454300667634,0.5789473684210527,0.55,0.03760705437765141,0.03760705437765141,0.5,1.2341732684963724,0.33887058154611127,6,1.3647388597204053,0.6539215561891385,7,0.0,0.3008064675947996,0.3901534390976987,6,0,0.3634954699363737,0.5563893770263185,7,0.5773502691896257,0.9422649730810374,6.5,6.461538461538462,0.6461324865405187,6,gaus,0.71875,1.0,0.196875,1,4.75,0.07961234647240929,0.04396683178365694,0.8244472095519187,0.8154963650591972,0.026402284554100038,0.6530612244897953,0.07527426699513892,0.027769612954596786,,0.04021362379819038,0.11066456831369921,0.11066456831369921,0.11066456831369928,,0.07303123175938862,0.5740810500097345,0.29445972431967177,,,,,0.3999999999999999,,0.023098971997671126,0.5789473684210527,0.55,0.05424933168401441,0.05424933168401441,0.08333333333333331,0.9052588238473971,0.24482692806729442,12,1.2551334457904322,0.5721770962272427,13,0.7071067811865476,0.9646446609406726,12.5,12.48,0.6698223304703363,10,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,8.0
