signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,prominence_threshold_diff,prominence_min_diff,fft_peak_amplitude_diff,fft_dynamic_cutoff_diff,avg_prominence_diff,fft_num_peaks_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,fft_spectral_centroid_diff,relative_num_peaks_diff,fft_variance_magnitude_diff,fft_spectral_bandwidth_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,gaus8,21.827345247855195,0.6974396057635652,1130.4527178934147,-36.39852914716916,294,127,65371.43930291381,,False,14.238282308169307,1065437.1539666215,0.01831035875103774,6.304944636849322e-07,0.3277093426903781,7,75733.20205618747,116.49404919118024,201815.3090123253,"[13, 36, 59, 127, 144, 207, 271]","[44664.64848604426, 123822.72186657155, 10559.467041750228, 116.49404919118024, 104344.48418487867, 44809.28975255098, 201815.3090123253]","[0, 0, 53, 106, 106, 179, 106]","[24, 106, 106, 128, 179, 230, 293]",0.05,20,2136441277125.115,205168.49162682946,-205168.49162682946,,,,,,,,,,,,,,,,CWT,inu.32000013025046,,,,,0.0,-4.0,,203883.49162682946,0.0,-17.5,75163.96396094938,518178.4143933123,75164.83754356607,,0.0,47.16071585784698,,,75163.96396094938,,200530.3090123253,203883.49162682946,0.0,-8.5,,,,14.0,,,10.0,0.05401069807665687,0.03930042486380869,0.7900760661248136,0.5290317752066185,0.7245973374074702,0.5342773657001569,0.7384850635322961,0.05138961017193626,,0.019109074179168982,0.9999999999999999,0.9999999999999999,1.0,0.9579503041621105,0.5014748420718165,0.6666666666666667,,0.42105263157894735,0.725,0.15951583508696018,0.15951583508696018,0.0625,2.0930235592300597,0.9152919300047087,3,1.6585143486258278,0.7009907827416312,4,0,0,0.5560654324027193,0.8672961310823446,4,1,0.11111111111111112,0.4270904870799141,0.7055454303861706,4,0.5,0.9642857142857143,3.75,3.6923076923076925,0.8482142857142858,1,gaus,7.0,6.5,4.956957592256421,8,0.5384615384615384,1.0,0.3230769230769231,1,1.0,1
smoothed,gaus6,21.957734821016686,0.6882264716910386,1200.9029656103864,-37.61637456311084,294,127,78530.64243616942,,False,14.25569966867937,1163656.2071389367,0.014134278186402255,7.391089275841433e-07,0.26777271634016914,8,63614.59138411893,218.92731019047278,211267.9352997166,"[15, 37, 59, 132, 144, 211, 220, 271]","[33017.173702516695, 147895.89648315392, 8963.957307675664, 218.92731019047278, 84265.19364996659, 22961.69299381441, 325.95432591707686, 211267.9352997166]","[0, 0, 54, 106, 106, 106, 219, 106]","[24, 106, 106, 133, 179, 230, 230, 293]",0.05,30,2826324523264.1978,221183.40280354398,-221183.40280354398,,,,,,,,,,,,,,,,CWT,inu.32000013025046,,,,,0.0,-8.0,,219898.40280354398,0.0,-17.0,63045.35328888084,496962.73107295146,63045.35328888083,,0.0,149.59397685713952,,,63045.35328888084,,209982.9352997166,219898.40280354398,0.0,-8.0,,,,13.0,,,0.0,0.10134673372870107,0.04997780003005313,0.7117134158398656,0.5478303217079213,0.7396346700993768,0.4956169925826024,0.5942333005904816,0.061007121145596484,,0.1004292124352284,0.8214826398652886,0.8214826398652886,0.8214720686624171,0.9165488518754891,0.5282281012592802,0.5,,0.47368421052631576,0.5249999999999999,0.187140115477465,0.187140115477465,0.09375,1.885322912059469,0.8244631739815659,6,1.576500871262667,0.6663268127013362,6,0,0,0.49802982962035314,0.776777909978961,5,1,0.11111111111111112,0.40711448891001917,0.6725454581261124,5,0.5773502691896257,0.9587606950578839,5.5,5.454545454545454,0.7829517761003706,2,gaus,7.0,6.5,4.956957592256421,8,0.5384615384615384,1.0,0.3230769230769231,1,1.75,2
smoothed,gaus2,23.2545153895219,0.6217526380630992,2053.8648096870083,-44.107758337550074,294,127,198823.92984011248,,False,14.138837414773008,942718.8479012942,0.022907681313516278,1.1311165751865363e-06,0.34907851459216716,7,72242.58494971305,335.15467674384126,270065.123633693,"[17, 47, 68, 128, 144, 207, 260]","[4331.009040670528, 15412.38802545442, 120782.67210727461, 335.15467674384126, 58045.05859332168, 36726.6885708333, 270065.123633693]","[0, 0, 0, 106, 106, 106, 0]","[21, 52, 106, 129, 179, 230, 293]",0.05,20,12594376280404.527,290560.9454011028,-290560.9454011028,0.4965986394557823,58637682.237170815,0.0176336754456571,0.05402033638291437,97116400.98968966,23853071637589.586,22.0,6673841.176115377,0.006802721088435374,"[0.0, 0.003401360544217687, 0.006802721088435374, 0.01020408163265306, 0.013605442176870748, 0.017006802721088433, 0.02040816326530612, 0.023809523809523808, 0.027210884353741496, 0.030612244897959183, 0.03401360544217687, 0.03741496598639456, 0.04081632653061224, 0.04421768707482993, 0.047619047619047616, 0.05102040816326531, 0.05442176870748299, 0.057823129251700675, 0.061224489795918366, 0.06462585034013606, 0.06802721088435373, 0.07142857142857142, 0.07482993197278912, 0.0782312925170068, 0.08163265306122448, 0.08503401360544217, 0.08843537414965986, 0.09183673469387754, 0.09523809523809523, 0.09863945578231292, 0.10204081632653061, 0.10544217687074829, 0.10884353741496598, 0.11224489795918367, 0.11564625850340135, 0.11904761904761904, 0.12244897959183673, 0.12585034013605442, 0.1292517006802721, 0.1326530612244898, 0.13605442176870747, 0.13945578231292516, 0.14285714285714285, 0.14625850340136054, 0.14965986394557823, 0.15306122448979592, 0.1564625850340136, 0.15986394557823128, 0.16326530612244897, 0.16666666666666666, 0.17006802721088435, 0.17346938775510204, 0.17687074829931973, 0.18027210884353742, 0.18367346938775508, 0.18707482993197277, 0.19047619047619047, 0.19387755102040816, 0.19727891156462585, 0.20068027210884354, 0.20408163265306123, 0.2074829931972789, 0.21088435374149658, 0.21428571428571427, 0.21768707482993196, 0.22108843537414966, 0.22448979591836735, 0.22789115646258504, 0.2312925170068027, 0.2346938775510204, 0.23809523809523808, 0.24149659863945577, 0.24489795918367346]","[58637682.237170815, 1489300.1220856153, 6673841.176115377, 6589973.147237203, 3632106.384291193, 4263615.296299437, 1535006.2670404022, 200657.14070638406, 1318330.2877334584, 957467.3704365195, 1205519.2720618434, 1348210.8833651554, 637140.7802977306, 595270.2976256901, 612949.2811985594, 514922.6369276254, 290685.19270068686, 373183.51573387615, 283906.49848809117, 139666.8435140512, 156262.40600716104, 215018.02076682585, 321225.89586279285, 298829.2447022558, 138968.80567136846, 112546.65028249129, 159685.7808405866, 88146.04594031826, 186220.64188661764, 159626.59383899072, 101673.74323961457, 87960.32684935394, 83583.71685109937, 84438.93233429569, 75664.64286761414, 77763.71569144001, 83528.46040226748, 64247.93048628055, 97445.0128407689, 48027.514880389324, 84130.11512341615, 84630.64811874338, 51350.023709889094, 61907.322230111546, 68328.7473626342, 90643.71533670391, 108414.28118802875, 61137.915180679585, 57459.923944252216, 34695.418800203086, 64985.699117708275, 50902.44954018917, 53431.21853564572, 35680.6707917254, 39704.08414606267, 65413.31286096285, 20838.63785791374, 40166.9188487218, 54034.233248882054, 38914.255020169454, 28151.701485305857, 34757.99000822272, 34182.3435694166, 35618.508009445264, 34388.91385785876, 28112.97463280489, 29426.17335737798, 30120.856822978887, 29459.70185940647, 27007.07399943134, 32573.632546645626, 30199.37282916647, 31587.495240393768]",3.0,0.7,146555.02306921151,15.0,CWT,inu.32000013025046,0.0,0.0,58410317.90383748,96440285.9578514,0.0,-4.0,0.0,289275.9454011028,0.0,-13.0,71673.34685447496,493744.09464799135,71673.34685447496,,0.0,265.821343410508,6650796.022518233,146086.22306921153,71673.34685447496,1.0,268780.123633693,289275.9454011028,0.0,-8.5,0.030612244897959183,0.0,0.06387283218772703,14.0,23852715921851.727,0.056476931603060665,10.0,0.5340634631227771,0.08851422115875046,0.29402326409886087,0.42170096283999164,0.889187432365583,0.21667790514722374,0.7899150639702339,0.039373156977445964,,0.19270027190411418,0.9485802648545261,0.9485802648545261,0.9485680581030587,0.9102678275802177,0.6946386173601029,0.6666666666666667,,0.42105263157894735,0.725,0.30681013227441933,0.30681013227441933,0.34375,2.2867278631193573,1.0,1,1.4370179117845236,0.6073726836492023,8,0,0,0.6177854056209164,0.9635608705597675,2,1,0.11111111111111112,0.4036263781545528,0.6667831649384872,7,3.5118845842842465,0.7491511011225538,4.5,2.2626262626262625,0.7138612648469912,3,gaus,7.0,6.5,4.956957592256421,8,0.5384615384615384,1.0,0.3230769230769231,1,2.5,3
smoothed,gaus4,22.04375186979676,0.674862070812577,1169.5689346220754,-38.47518888795486,294,127,85557.575535081,,False,14.197886361279924,978694.2215399486,0.012021140805232079,8.882435929578759e-07,0.25701187543955356,8,64831.838315440415,46.242974767381384,223918.66049867726,"[16, 43, 59, 127, 144, 174, 221, 267]","[20476.73527568516, 181949.73396627008, 9767.592615374684, 1240.5315601647499, 65432.943442090604, 46.242974767381384, 15822.266190493407, 223918.66049867726]","[0, 0, 53, 106, 106, 173, 179, 179]","[23, 179, 179, 129, 179, 179, 230, 293]",0.05,20,3451812708790.238,231810.26677075334,-231810.26677075334,,,,,,,,,,,,,,,,CWT,inu.32000013025046,,,,,0.0,1.0,,230525.26677075334,0.0,-12.5,64262.60022020232,506700.7065235233,64276.07519079619,,0.0,23.090358565951874,,,64262.60022020232,,222633.66049867726,230525.26677075334,0.0,-8.0,,,,13.0,,,10.0,0.12662388404899674,0.06463852490335642,0.6564527352013317,0.4854324545388571,0.7495546886125132,0.4395369746010337,0.5683347746777903,0.042895829407857966,,0.0,0.8394137142014276,0.8394137142014276,0.8396014073853799,0.9355520732140268,0.564032767588745,0.5,,0.47368421052631576,0.975,0.20547049937174322,0.20547049937174322,0.375,2.007377691939185,0.8778384714309175,4,1.489050966856863,0.62936507221902,7,0,0,0.5627199071550674,0.8776751258386969,3,1,0.11111111111111112,0.38612817769341157,0.6378764677658355,9,2.753785273643051,0.8033010518826392,5.75,4.777251184834124,0.6962933830841768,5,gaus,7.0,6.5,4.956957592256421,8,0.5384615384615384,1.0,0.3230769230769231,1,4.0,4
smoothed,morl,21.413867237083092,0.6804863677754567,912.4544727099166,-34.317211504127144,294,127,53073.54968273925,,False,14.226217603713629,725868.8443299044,0.015028564074957156,2.3071506929888632e-07,0.4363688329621594,9,61297.8091594654,36.703408702188426,175534.82729923175,"[12, 36, 60, 84, 145, 165, 206, 230, 272]","[103924.24073333808, 41226.52801721826, 14775.602649668006, 1878.0789262761373, 151023.40075414488, 36.703408702188426, 61860.39172886099, 1420.5089177483023, 175534.82729923175]","[0, 24, 53, 82, 105, 164, 180, 229, 105]","[105, 105, 105, 105, 231, 231, 231, 231, 293]",0.05,20,1325164978248.091,168168.6975548236,-168168.6975548236,,,,,,,,,,,,,,,,CWT,inu.32000013025046,,,,,0.0,-12.0,,166883.6975548236,0.0,-12.0,60728.57106422731,539726.2824351887,60741.95972472736,,0.0,32.62992463114483,,,60728.57106422731,,174249.82729923175,166883.6975548236,0.0,-12.0,,,,12.0,,,10.0,0.009772963039773513,0.0,0.923999111249125,0.5160103470973758,0.6769124937653552,0.463137783771634,1.0,0.018139422568224914,,0.007573309916684798,0.7873544829384042,0.7873544829384042,0.7875415746394846,1.0,0.4270946097992648,0.33333333333333337,,0.05263157894736842,0.32499999999999996,0.0956945204035457,0.0956945204035457,0.40625,1.715118759419014,0.7500318630304337,7,1.746303658628716,0.7380959770296766,3,0,0,0.425460201110003,0.6635909460471209,9,1,0.11111111111111112,0.4454409596308805,0.7358600649786723,3,3.0,0.7857142857142857,5.5,4.344827586206898,0.6964285714285714,4,morl,4.0,4.0,,1,0.3076923076923077,,,6,4.5,5
smoothed,cgau8,17.476291678271245,0.7862499330440837,1249.9131697798973,-35.46628879260424,294,127,65749.79039102212,-946706.1735749583,True,14.674647074958168,923755.5734718727,0.016479531915112235,1.0403108771693645e-05,0.27707488008668235,7,58563.55965713722,222.05775084143897,141530.30345256926,"[12, 36, 60, 83, 144, 206, 272]","[83476.3586705092, 33444.400550058, 9655.068616006909, 222.05775084143897, 89648.53375451436, 51968.1948054614, 141530.30345256926]","[0, 24, 53, 82, 105, 179, 105]","[105, 105, 105, 105, 179, 230, 293]",0.05,20,1739184384014.1387,160303.38507464837,-160303.38507464837,,,,,,,,,,,,,,,,CWT,inu.32000013025046,,,,,0.0,-8.5,,159018.38507464837,0.0,-13.0,57994.32156189913,397990.9175999606,57994.32156189913,,0.0,152.72441750810572,,,57994.32156189913,,140245.30345256926,159018.38507464837,0.0,-8.5,,,,14.0,,,10.0,0.05537169542690097,1.0,0.850061367978415,1.0,0.22280690662581037,0.9069453809844905,0.6166211726032894,0.037516292203953125,0.7586812646732313,0.1029144195257331,0.7470766807782693,0.7470766807782693,0.7470670670642725,0.7234098069836399,0.33085343699107606,0.6666666666666667,,0.42105263157894735,0.49999999999999994,0.08212756427660758,0.08212756427660758,0.34375,1.6907450319665256,0.7393730838002546,8,2.3659574269140102,1.0,1,0,0,0.4578435432433407,0.7140992957972614,8,0,0.0,0.6053337867217877,1.0,1,4.041451884327381,0.7113248654051871,4.5,1.7777777777777777,0.6949481469883079,6,cgau,6.0,6.0,,1,0.46153846153846156,,,2,5.0,6
smoothed,gaus7,21.881357953785137,0.666854143232096,1135.6133190545174,-36.97391211088456,294,127,71199.59624162299,,False,14.254433789997208,1214269.8574007642,0.016465285726578554,6.731907533609864e-07,0.02086870230250837,8,48952.610404648505,1352.0533875197289,259396.52561194918,"[20, 50, 80, 97, 155, 168, 217, 292]","[21512.825155461825, 15868.845502787663, 3484.4465485628025, 259396.52561194918, 53309.79256314107, 3199.9050851208485, 33496.48938264494, 1352.0533875197289]","[1, 1, 1, 1, 119, 165, 195, 1]","[28, 56, 82, 240, 240, 240, 240, 293]",0.05,30,2417608228407.765,255148.1522544304,-255148.1522544304,,,,,,,,,,,,,,,,CWT,inu.32000013025046,,,,,0.0,-17.0,,253863.1522544304,0.0,-12.5,48383.37230941041,379666.88323718804,48383.37230941041,,0.0,1282.7200541863956,,,48383.37230941041,,258111.52561194918,253863.1522544304,0.0,-12.5,,,,13.0,,,0.0,0.0749756335551012,0.043497695528431385,0.7530528664844198,0.5464640596237279,0.7308264169953964,0.40593391773432225,0.0,0.06596315891106065,,0.9999999999999999,0.6054992891637812,0.6054992891637812,0.6054914973304378,0.6876512776488498,0.6644438588490962,0.5,,0.0,0.07499999999999996,0.24572625135243245,0.24572625135243245,0.375,1.901785091487346,0.8316621851509233,5,1.314777787583427,0.5557064436693315,11,0,0,0.4675031429050676,0.7291653886097933,7,1,0.11111111111111112,0.3220336630485019,0.5319935382964325,11,3.0,0.7857142857142857,8.5,7.6237623762376225,0.5892857142857143,8,gaus,7.0,6.5,4.956957592256421,8,0.5384615384615384,1.0,0.3230769230769231,1,6.25,7
smoothed,mexh,24.215377511203705,0.6746478118806578,3250.5570605443577,-48.50169042973576,294,127,328352.17299598485,,False,14.023278043121703,2059061.4791684202,0.022471940903764948,3.697665780380929e-07,0.16058463247501528,9,53201.337781768096,118.14812287926907,377957.28781713604,"[48, 78, 89, 145, 161, 173, 206, 234, 246]","[3109.1014124022913, 4215.027704170032, 37544.34366276767, 377957.28781713604, 640.3404953920981, 1172.6355742217856, 37102.64170939161, 118.14812287926907, 16952.51353755209]","[0, 0, 0, 0, 160, 172, 179, 233, 233]","[51, 81, 105, 293, 179, 179, 293, 235, 293]",0.05,30,34533423623635.22,423349.8955935305,-423349.8955935305,0.4965986394557823,96756656.0416887,0.012899471966447989,0.0494284757252773,149205674.2235841,65346216221455.76,20.0,3504655.4189419053,0.017006802721088433,"[0.0, 0.003401360544217687, 0.006802721088435374, 0.01020408163265306, 0.013605442176870748, 0.017006802721088433, 0.02040816326530612, 0.023809523809523808, 0.027210884353741496, 0.030612244897959183, 0.03401360544217687, 0.03741496598639456, 0.04081632653061224, 0.04421768707482993, 0.047619047619047616, 0.05102040816326531, 0.05442176870748299, 0.057823129251700675, 0.061224489795918366, 0.06462585034013606, 0.06802721088435373, 0.07142857142857142, 0.07482993197278912, 0.0782312925170068, 0.08163265306122448, 0.08503401360544217, 0.08843537414965986, 0.09183673469387754, 0.09523809523809523, 0.09863945578231292, 0.10204081632653061, 0.10544217687074829, 0.10884353741496598, 0.11224489795918367, 0.11564625850340135, 0.11904761904761904, 0.12244897959183673, 0.12585034013605442, 0.1292517006802721, 0.1326530612244898, 0.13605442176870747, 0.13945578231292516, 0.14285714285714285, 0.14625850340136054, 0.14965986394557823, 0.15306122448979592, 0.1564625850340136, 0.15986394557823128, 0.16326530612244897, 0.16666666666666666, 0.17006802721088435, 0.17346938775510204, 0.17687074829931973, 0.18027210884353742, 0.18367346938775508, 0.18707482993197277, 0.19047619047619047, 0.19387755102040816, 0.19727891156462585, 0.20068027210884354, 0.20408163265306123, 0.2074829931972789, 0.21088435374149658, 0.21428571428571427, 0.21768707482993196, 0.22108843537414966, 0.22448979591836735, 0.22789115646258504, 0.2312925170068027, 0.2346938775510204, 0.23809523809523808, 0.24149659863945577, 0.24489795918367346]","[96756656.0416887, 16096710.360978425, 8278508.686879707, 6108387.413317144, 3197156.957549361, 3504655.4189419053, 1432435.4250979433, 342123.7632010544, 1118383.2731130198, 846553.1467535192, 931617.7593364351, 1052283.662603051, 575054.995691145, 517976.99608934927, 529307.6136597109, 445595.02197630855, 248084.7881599375, 337440.9549051869, 273085.66806333367, 148693.98704095255, 144177.92769850203, 182242.47602541128, 262698.52951488097, 266170.58057013067, 135920.82140516333, 110129.67360653618, 145867.40883264111, 82020.98076011828, 194048.3347424847, 152365.35599158454, 114116.2395068258, 95185.14718734448, 91114.76794116241, 89722.85370616337, 81173.60914297918, 98693.55696024088, 97517.01680739761, 75322.73546998612, 101503.66711027874, 51450.0283756416, 86786.50114018575, 101334.62450792562, 63485.86251159201, 69075.24692220283, 68616.31571700388, 94350.49855592141, 90870.0438582626, 77898.46586987174, 65862.82806455753, 46472.86849032439, 79727.56249042702, 56474.319159554936, 47680.86153743592, 50325.52396168019, 48386.82233962979, 89098.38502091936, 30432.998346726195, 46903.797071406654, 64720.66443034622, 44934.430650452785, 32145.262860271163, 40931.72533130893, 43734.785583387194, 49269.710753189196, 40667.102561193366, 35807.13236424968, 33943.742868878544, 40020.655375593895, 41775.04738206498, 44575.377303129244, 20504.117603152263, 43550.346383464246, 41675.87352719608]",3.0,0.7,221216.41270310705,15.0,CWT,inu.32000013025046,0.0,0.0,96529291.70835537,148529559.19174582,0.0,1.5,0.0,422064.8955935305,0.0,-12.0,52632.099686530004,466858.0400359129,52632.33837045978,,0.0,48.81478954593581,3481610.2653447613,220747.61270310706,52632.099686530004,1.0,376672.28781713604,422064.8955935305,0.0,-3.0,0.020408163265306124,0.0,0.06860703566693614,12.0,65345860505717.9,0.06106879226069773,0.0,1.0,0.013669497348148395,0.011294307362166744,0.2969778039897551,1.0,0.43863789615643956,0.33625965399985047,0.14868430547467637,,0.02042221699712557,0.6680866282424778,0.6680866282424778,0.6680815469779294,0.8578009006191996,1.0,0.33333333333333337,,0.9999999999999999,1.0,0.535859119958467,0.535859119958467,0.40625,2.165230537764323,0.9468684808041399,2,1.3287990778690084,0.5616327084981412,10,0,0,0.641148291194123,1.0,1,1,0.11111111111111112,0.40013487748582405,0.6610152716780809,8,4.425306015783918,0.6839067131582915,5.25,2.318840579710145,0.6544533565791457,7,mexh,7.0,7.0,,1,0.5384615384615384,,,5,6.5,8
smoothed,cmor,20.556329823693666,0.6780491724248755,1164.0665176586638,-38.94210831298592,294,127,105603.07778336202,-1087856.1978143388,True,14.458414735774362,540619.5719741981,0.016646286206961316,1.2596865415799679e-06,0.18910099902119962,10,29995.15980902476,17.385633582263836,123316.56657553103,"[16, 44, 60, 83, 126, 143, 165, 207, 227, 266]","[12184.892731265252, 88957.21067987838, 9473.646485332836, 17.385633582263836, 453.8490460378962, 42925.05254006533, 383.1789810424307, 21308.367570696253, 931.4478468158923, 123316.56657553103]","[0, 0, 53, 82, 106, 106, 164, 106, 226, 0]","[22, 106, 106, 106, 129, 179, 179, 229, 229, 293]",0.05,20,3854950901300.118,202524.0131425377,-202524.0131425377,,,,,,,,,,,,,,,,CWT,inu.32000013025046,,,,,0.0,-7.0,,201239.0131425377,0.0,-2.5,29425.921713786665,287997.5980902476,29441.19696802259,,0.0,51.94769975106942,,,29425.921713786665,,122031.56657553103,201239.0131425377,0.0,-7.0,,,,11.0,,,10.0,0.19873118412477334,0.10115332756328965,0.626408656424169,0.7666205691221789,0.5780159710739059,0.45291076646437395,0.4048910801823442,0.0,0.28886916749605396,0.02290938462744288,0.32624004676439605,0.32624004676439605,0.32646086305040073,0.5087627885132004,0.2793040782595624,0.16666666666666669,,0.5789473684210527,0.575,0.15495434771243455,0.15495434771243455,1.0,1.1386316783421178,0.4979305568914066,11,1.5967972231160716,0.6749053068122288,5,0,0,0.36836999487433225,0.5745472614272311,10,0,0.0,0.3797334136056765,0.6273124380883146,10,2.70801280154532,0.8065705141753343,9.0,8.148148148148147,0.5818566856590957,9,cmor,9.0,9.0,,1,0.6923076923076923,,,3,7.5,9
smoothed,gaus5,21.970817757665294,0.6602924634420697,1187.7231515149836,-38.03997825132261,294,127,78613.72976747082,,False,14.226882400690002,1325015.1291602629,0.013300705654427841,7.617004888493764e-07,0.04229308066551047,11,31659.16034862831,29.099629463307792,250485.3872318675,"[21, 50, 80, 98, 129, 139, 153, 167, 191, 223, 292]","[14189.438498415373, 9032.903292466137, 1779.3228959320986, 250485.3872318675, 467.9866863663401, 650.9684372397169, 26205.101699775667, 1066.0645604256206, 29.099629463307792, 43498.69865851659, 845.7922444430296]","[1, 1, 1, 1, 120, 120, 120, 165, 190, 195, 1]","[28, 55, 82, 239, 130, 141, 239, 239, 195, 239, 293]",0.05,30,3090462049275.7554,290206.5680150142,-290206.5680150142,,,,,,,,,,,,,,,,CWT,inu.32000013025046,,,,,0.0,-15.5,,288921.5680150142,0.0,-15.5,31089.922253390214,336296.7638349114,31101.191296229495,,0.0,40.233703870025465,,,31089.922253390214,,249200.3872318675,288921.5680150142,0.0,-11.0,,,,10.0,,,0.0,0.10164561389924702,0.05219866976103048,0.6844565019128334,0.5167278620656777,0.7411434753374199,0.37839964036862184,0.05156286793216791,0.07680722461956799,,0.013609829431362727,0.35075217869362946,0.35075217869362946,0.3509136654320147,0.6030164392613823,0.6392231437282961,0.0,,0.15789473684210525,0.14999999999999997,0.30619886317842837,0.30619886317842837,0.1875,1.131697166125612,0.49489805253076696,12,1.288470748115475,0.5445874610668994,12,0,0,0.28467165820327306,0.4440028338421975,13,1,0.11111111111111112,0.3198121764315152,0.5283236842989921,12,0.5,0.9642857142857143,12.25,12.235294117647062,0.5446428571428572,11,gaus,7.0,6.5,4.956957592256421,8,0.5384615384615384,1.0,0.3230769230769231,1,8.5,10
