amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
,,119759.86569184062,119446.38444184062,2074367.1885173295,0.2010541413383111,,,363183.1205933662,362327.52059336624,326266.2584339026,,,inu.32000013025046,False,,-426988.1181366915,425848.3181366915,34233085452811.73,34232890903622.89,,,[],[],391259.49216868856,390119.6921686886,22382.76054129569,22378.76054129569,"[0, 0, 179, 232]",0.0,-25.5,4,28.0,"[90, 144, 204, 247]",0.0,-25.5,"[36097.4072431032, 391259.49216868856, 29299.802814275026, 22382.76054129569]",119446.38444184062,469008.06276736245,119446.38444184062,"[105, 293, 293, 293]",0.0,-30.0,127,294,smoothed,6.879738070353327e-07,,,,,0.0,0.0,426988.1181366915,425848.3181366915,0.022282227328423686,mexh,3218.003966356632,32573433584.44518,14.018406750932533,-49.50531291680296,0.6743532058492688,CWT,1.0,0.015605882171139451,0.5322998342624546,1.0,0.8183998255940701,0.3754021837200445,0.13254075195279985,,0.3966296791264254,1.0,1.0,0.9999999999999999,,1.0,0.744458998061269,1.0,,,,,0.33333333333333326,,0.9527697272437454,0.047619047619047616,0.8333333333333333,0.4970893124812581,0.4970893124812581,0.2631578947368421,3.340499141758878,1.0,1,1.6060505509406768,0.9060480476836935,4,0.0,0.6832486170297511,0.8894879844247193,2,0,0.5534640682429298,1.0,1,1.4142135623730951,0.8585786437626906,2.0,1.4545454545454546,0.8292893218813453,1,mexh,1.0,1.0,,1,0.16326530612244897,,,2,1.25
,,104318.59067969435,104005.10942969435,1142953.3968420601,0.30021379127179,,,16536.545834364813,15680.945834364813,76769.69862441492,,,inu.32000013025046,False,,-222673.566041307,221533.766041307,2771473499876.534,2771278950687.6943,,,[],[],218142.1845885437,217002.3845885437,29586.0165835449,29582.0165835449,"[0, 0, 106, 106, 106]",0.0,-29.5,5,27.0,"[15, 37, 144, 208, 270]",0.0,-20.5,"[29586.0165835449, 154939.24404061824, 80499.15475498057, 38426.35343078429, 218142.1845885437]",104005.10942969435,511561.5533984717,104005.10942969435,"[23, 106, 179, 229, 293]",0.0,-25.0,127,294,smoothed,1.201807860638658e-06,,,,,0.0,0.0,222673.566041307,221533.766041307,0.013369250614476203,gaus6,1190.1767193797803,3370714796.913345,14.25507600384893,-38.572462799615394,0.6854143232095988,CWT,0.08342659667524421,0.7873834977540848,0.9950696122739735,0.04307117587812366,0.9084368868541532,0.5981655561305063,0.03945263936909226,,0.6000036146960237,0.6516280613462524,0.6516280613462524,0.6516280613462525,,0.04235563982096617,0.869806424094399,0.33183578104949785,,,,,0.16666666666666663,,0.04013941245207031,0.5238095238095237,0.16666666666666666,0.0981983705533398,0.0981983705533398,0.5263157894736842,1.6887917601592592,0.5055507241561683,3,1.6349505046725732,0.9223518599401614,3,0.0,0.38706288884820983,0.5038982593831021,4,0,0.4935722807050255,0.8917873969162236,4,0.5773502691896257,0.9422649730810374,3.5,3.428571428571429,0.7961324865405187,2,gaus,6.125,6.5,2.9001231500945415,8,1.0,1.0,0.0,1,1.75
,,91626.1360943385,91312.6548443385,1063943.4267482285,0.3643281137154829,,,5026.229185497363,4170.629185497362,65602.01970868916,,,inu.32000013025046,False,,-208022.2784652755,206882.47846527552,2149703400729.3652,2149508851540.5251,,,[],[],209906.23105092894,208766.43105092895,8766.683507816211,8762.683507816211,"[0, 0, 54, 105, 179, 105]",0.0,-24.5,6,26.0,"[14, 37, 60, 144, 207, 272]",0.0,-20.0,"[41318.388465624186, 130787.33263187576, 8766.683507816211, 98932.68837371342, 60045.49253607238, 209906.23105092894]",91312.6548443385,539725.4165660309,91312.65484433848,"[24, 105, 105, 179, 229, 293]",0.0,-20.0,127,294,smoothed,1.0284091759479837e-06,,,,,0.0,0.0,208022.2784652755,206882.47846527552,0.01716537336884537,gaus8,1130.8840570915027,3006565247.147332,14.236770001403176,-37.46729018849437,0.6966629171353581,CWT,0.042399989018445446,0.8654004351012494,0.9592750822126787,0.031138547173330627,1.0,0.7421991695705503,0.031556160857537,,0.012198644456043559,0.36527249765757314,0.36527249765757314,0.36527249765757297,,0.010557287766496556,0.9527671331418958,0.30004826344254004,,,,,0.0,,0.022103265983745676,1.0,0.9999999999999999,0.06959411382408047,0.06959411382408047,0.5526315789473684,1.313506777715074,0.39320674006324435,4,1.7366692046305228,0.9797361243743311,2,0.0,0.36323656388278364,0.47287993129357375,5,0,0.5245670548476846,0.9477888176426992,3,1.2909944487358056,0.8709005551264195,3.5,3.116883116883117,0.7604502775632098,3,gaus,6.125,6.5,2.9001231500945415,8,1.0,1.0,0.0,1,2.5
,,102177.12076399692,101863.63951399692,949687.7428079504,0.4146055943761827,,,203688.6694426285,202833.0694426285,197490.89746047545,,,inu.32000013025046,False,,-284343.0783939701,283203.2783939701,12418204203527.861,12418009654339.021,,,[],[],272498.585461827,271358.785461827,12471.258110078285,12467.258110078285,"[0, 0, 106, 106, 0]",0.0,-29.5,5,27.0,"[46, 67, 144, 208, 260]",0.0,-11.5,"[12471.258110078285, 117585.75658060852, 58864.80608608376, 49465.19758138707, 272498.585461827]",101863.63951399692,500854.20381998457,101863.63951399692,"[52, 106, 179, 230, 293]",0.0,-25.0,127,294,smoothed,1.9874012146625e-06,,,,,0.0,0.0,284343.0783939701,283203.2783939701,0.02331322893994019,gaus2,2050.3624430215755,12451998992.406925,14.136154299465618,-45.088014477296326,0.6242701805131502,CWT,0.5269190446476866,0.32743418132628144,0.7625367840334696,0.34065109197896726,0.4107259646827997,0.855148147867597,0.020137126626971057,,0.11679216605991598,0.6033141736968611,0.6033141736968611,0.6033141736968612,,0.5593813043427794,0.8382663861469811,0.5416299526556141,,,,,0.16666666666666663,,0.31996928550352005,0.5238095238095237,0.16666666666666666,0.21859806611249366,0.21859806611249366,1.0,2.1307973826288804,0.6378679629017802,2,1.4205346558672405,0.8013898758427571,6,0.0,0.4628800432262315,0.6026009075138743,3,0,0.46336462016625335,0.8372081346441997,5,1.8257418583505538,0.8174258141649446,4.0,3.3333333333333335,0.7087129070824723,4,gaus,6.125,6.5,2.9001231500945415,8,1.0,1.0,0.0,1,3.25
,,94298.60601911054,93985.12476911054,748201.2485124925,0.47908414304530217,,,17082.0400725484,16226.4400725484,54060.498475703935,,,inu.32000013025046,False,,-172375.71771431298,171235.917714313,1387725230596.0864,1387530681407.2463,,,[],[],186176.97908848626,185037.17908848627,12561.481636366925,12557.481636366925,"[0, 25, 54, 105, 179, 105]",0.0,-24.5,6,26.0,"[11, 36, 60, 144, 205, 273]",0.0,-20.0,"[106489.12520936446, 39586.5740541374, 12561.481636366925, 165048.60046429027, 55928.87566201791, 186176.97908848626]",93985.12476911054,555760.2361146632,93985.12476911055,"[105, 105, 105, 230, 230, 293]",0.0,-29.0,127,294,smoothed,3.60964681087433e-07,,,,,0.0,0.0,172375.71771431298,171235.917714313,0.015267892087644029,morl,907.7132870777792,2056306237.665082,14.201307842179899,-35.560579188894835,0.6744335529487385,CWT,0.0,1.0,0.8899343657937102,0.0,0.819053847830826,1.0,0.0,,0.11933950208610539,0.4255663223549719,0.4255663223549719,0.4255663223549723,,0.04386261989445991,1.0,0.2084627522918131,,,,,0.0,,0.0,0.14285714285714285,0.9999999999999999,0.0,0.0,0.5526315789473684,1.269786256913631,0.3801187196967961,6,1.7725887220291856,1.0,1,0.0,0.3102751830815576,0.40393209782992945,6,0,0.5298554590892196,0.957343917142336,2,2.6299556396765835,0.7370044360323417,3.75,2.181818181818182,0.6810022180161708,5,morl,5.0,5.0,,1,0.8163265306122449,,,3,4.5
,,89638.28896530047,89324.80771530047,953899.2076332188,0.29419749758285507,,,57776.93605388564,56921.33605388564,82487.03353901724,,,inu.32000013025046,False,,-231010.57578969194,229870.77578969195,3327882351913.087,3327687802724.247,,,[],[],229474.9286481241,228335.1286481241,8334.622441882937,8330.622441882937,"[0, 0, 54, 106, 106, 106]",0.0,-29.0,6,26.0,"[16, 43, 60, 144, 210, 268]",0.0,-24.5,"[16984.1861004963, 189878.3549736437, 8334.622441882937, 64736.77303712818, 28420.868590527498, 229474.9286481241]",89324.80771530047,527798.3337918028,89324.80771530046,"[23, 106, 106, 178, 229, 293]",0.0,-29.0,127,294,smoothed,1.4841047757241039e-06,,,,,0.0,0.0,231010.57578969194,229870.77578969195,0.011377273457475927,gaus4,1152.1324166013362,3654569124.445109,14.197425461851562,-39.35684314795764,0.6710857571375006,CWT,0.10443032163492291,0.7320120997686683,0.8823429771339617,0.052372651875723215,0.7918029212993238,0.5846498784081867,0.020558032260214673,,0.0,0.32042450696085106,0.32042450696085106,0.3204245069608509,,0.15628616728330677,0.9176341956634219,0.37557568313658385,,,,,0.0,,0.05627957674329059,0.14285714285714285,0.25,0.11447502650999905,0.11447502650999905,0.3157894736842105,1.1895034873046233,0.3560855539326115,7,1.4966985036436102,0.8443574558740576,5,0.0,0.24318898666217917,0.31659585718709565,7,0,0.45259555462585743,0.8177505652041741,7,1.0,0.9,6.5,6.363636363636364,0.625,6,gaus,6.125,6.5,2.9001231500945415,8,1.0,1.0,0.0,1,4.75
,,,,10753923.416718606,0.07749603764683231,,,0.0,855.5999999999999,289882.8007625025,,,inu.32000013025046,False,,-684582.2649672843,683442.4649672842,35861280889457.695,35861086340268.85,,,[],[],,,,,[],,,0,32.0,[],,,[],,,,[],,,127,294,smoothed,2.2812386070143126e-06,,,,,0.0,0.0,684582.2649672843,683442.4649672842,0.020881545496201057,gaus1,2127.875304449146,28887820678.64608,13.915412909450954,-49.72638277848155,0.5738122020461728,CWT,0.8663383990221686,0.0,0.33091145545255307,0.8792280523681737,0.0,0.09782738504518129,1.0,,,,,,,0.001399202170158178,,,,,,,0.9999999999999999,,1.0000000000000002,,,1.0,1.0,,1.300699601085079,0.38937282899591463,5,1.3041022276350864,0.7357049108053698,8,0.6428571428571429,0.7681369832911745,1.0,1,0,0.4534721845554396,0.8193344619372812,6,2.943920288775949,0.7056079711224051,5.0,2.6815642458100557,0.6028039855612026,7,gaus,6.125,6.5,2.9001231500945415,8,1.0,1.0,0.0,1,5.5
,,84858.67301850507,84545.19176850507,1306507.9916413,0.05469822926242653,,,1204.7190349891307,349.1190349891308,77645.5163593759,,,inu.32000013025046,False,,-287385.9348553216,286246.1348553216,3054883018480.8267,3054688469291.987,,,[],[],256055.89978144184,254916.09978144185,11456.804783467203,11452.804783467203,"[2, 2, 120, 194]",0.0,-30.0,4,28.0,"[21, 97, 152, 222]",0.0,-30.0,"[11456.804783467203, 256055.89978144184, 27623.94352935975, 44298.04397975147]",84545.19176850507,329403.29207402025,84545.19176850507,"[27, 240, 240, 240]",0.0,-30.0,127,294,smoothed,1.1476809593523976e-06,,,,,0.0,0.0,287385.9348553216,286246.1348553216,0.012736244360181125,gaus5,1177.9040835590285,3435281701.237417,14.221305070161177,-39.03115048395033,0.6599978574106808,CWT,0.08664408088680346,0.7550035708806023,0.9290358233751513,0.045186935451112596,0.7015478526269896,0.046611828287118406,0.05579874533223265,,0.08815048453777123,0.2125911789425555,0.2125911789425555,0.21259117894255572,,0.0,0.33323307020371096,0.4781677004484108,,,,,0.33333333333333326,,0.0483604825792372,0.047619047619047616,0.08333333333333333,0.22453874859238526,0.22453874859238526,0.02631578947368418,0.8891650617855733,0.26617730586136296,8,1.2876901167060708,0.7264460733068283,9,0.0,0.18038316253864045,0.2348320240561355,8,0,0.3742612624057158,0.6762160072900031,9,0.5773502691896257,0.9422649730810374,8.5,8.470588235294118,0.5461324865405187,8,gaus,6.125,6.5,2.9001231500945415,8,1.0,1.0,0.0,1,6.25
,,77412.45898691498,77098.97773691498,1207115.0438485492,0.033949698991509215,,,0.0,855.5999999999999,70972.07082972172,,,inu.32000013025046,False,,-254518.4743389479,253378.67433894792,2435072046829.658,2434877497640.8184,,,[],[],267328.69982239004,266188.89982239006,12465.232689085322,12461.232689085322,"[2, 2, 2, 118, 194]",0.0,-29.5,5,27.0,"[21, 50, 96, 155, 217]",0.0,-25.0,"[17279.88905528131, 12465.232689085322, 267328.69982239004, 53476.60209795607, 36511.87126986217]",77098.97773691498,377030.8949345749,77098.97773691498,"[28, 56, 240, 240, 240]",0.0,-29.5,127,294,smoothed,1.000695916116011e-06,,,,,0.0,0.0,254518.4743389479,253378.67433894792,0.015575818861577741,gaus7,1141.545804162231,3165171294.162024,14.257597497764806,-38.046595547629586,0.6673362258289143,CWT,0.06212790044051534,0.8245058006760576,1.0000000000000002,0.036335826891450186,0.7612818835840421,0.0,0.04586513473203241,,0.11662204666201938,0.044596501315528725,0.044596501315528725,0.044596501315529,,0.001399202170158178,0.47352702348833836,0.5216762423731306,,,,,0.16666666666666663,,0.030381165975385725,0.09523809523809523,0.16666666666666666,0.1603703761015492,0.1603703761015492,0.28947368421052627,0.8035153123259559,0.2405375000045292,9,1.3543685713099443,0.7640625004989988,7,0.0,0.16544150354290518,0.21538020840247962,10,0,0.3900166494748712,0.7046828725721047,8,1.2909944487358056,0.8709005551264195,8.5,8.351284175642089,0.5104502775632098,9,gaus,6.125,6.5,2.9001231500945415,8,1.0,1.0,0.0,1,7.0
,,75435.75890006596,75122.27765006597,2089200.954467543,0.08239858762321998,,,0.0,855.5999999999999,84084.04859288155,,,inu.32000013025046,False,,-373719.70779605024,372579.90779605025,5075839779361.248,5075645230172.408,,,[],[],132165.54090613307,131025.74090613307,43753.39929779977,43749.39929779977,"[2, 117, 189]",0.0,-30.5,3,29.0,"[98, 154, 224]",0.0,-30.5,"[132165.54090613307, 43753.39929779977, 50388.33649626507]",75122.27765006597,216275.8767001979,75122.27765006595,"[189, 189, 239]",0.0,-30.5,127,294,smoothed,1.4322253155018804e-06,,,,,0.0,0.0,373719.70779605024,372579.90779605025,0.024953885794243836,gaus3,1071.1067717881847,5684095448.061352,13.746178506807045,-41.23587158050342,0.6491242166157801,CWT,0.11029726234223768,0.5993667174814923,0.0,0.11887715279266095,0.6130368432526703,0.10884102382752459,0.13402328022020954,,1.0,0.0,0.0,0.0,,0.001399202170158178,0.0,0.0,,,,,0.4999999999999999,,0.10698387440104727,0.0,0.0,0.3930914026022717,0.3930914026022717,0.0,0.7114280993265114,0.21297059784662065,10,0.7945082445080589,0.44821916930540945,10,0.0,0.17104042012683926,0.222669164286292,9,0,0.2406346114166851,0.4347791035118549,10,0.5,0.95,9.75,9.72972972972973,0.4875,10,gaus,6.125,6.5,2.9001231500945415,8,1.0,1.0,0.0,1,7.75
