signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_dynamic_cutoff_percentile_diff,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,bior1.5,10139335.774489392,0.625,219.39779973008723,-1.5072594195397144,160,5,True,False,721.8261326743791,,9.192400382875418,640333.8310083112,0.478399957044193,8.44336788596234e-06,0.9027519065688697,17,1360.3213809706579,1.3336483524581126,4332.907590336511,"[12, 20, 32, 40, 45, 50, 64, 74, 84, 92, 113, 118, 127, 134, 139, 145, 150]","[2033.6296252857533, 243.073408301053, 2899.838972953399, 77.40551779489601, 568.902083358601, 1561.6204158351497, 1857.0910531336926, 4332.907590336511, 1456.2947557630318, 115.04967930514044, 2206.182262386171, 337.6210702216209, 1.3336483524581126, 3336.320946414379, 488.6985224095421, 1509.831652521632, 99.66227212815124]","[0, 19, 0, 38, 43, 47, 55, 0, 77, 90, 101, 116, 121, 101, 137, 142, 149]","[23, 23, 55, 55, 47, 55, 68, 159, 159, 101, 121, 121, 128, 159, 142, 159, 159]",0.05,30,221981271.9938053,2575.3572930268983,-2575.3572930268983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1834.6906263602318,0.0,37.0,,0.0,1.6663516475418874,,,1086.9721746214516,,,,,,,,,,,0.0,,,,0.0,22.0,1086.9721746214516,17385.13014316785,1087.2205035734498,190357685.2160275,,,,,,3592.2409236698445,1834.6906263602318,0.0,20.5,,,,,,4.0,,0.8112506022357394,0.2160633957682508,0.4493058804843153,0.8577063799993079,0.1271600091545531,0.7692307692307693,1.0,0.09112842895076737,,0.007145315048335252,0.5601077568653458,0.5601077568653458,0.5568228362016465,0.4230907750921359,0.5832547680011742,0.4444444444444444,0.6450247532277678,0.7419354838709676,0.0,0.6822429906542057,0.0,0.49848670661392425,0.49848670661392425,0.0,0.9203539823008848,2.0346013519907826,0.6398170302273656,4,1.8143546015413312,0.9703291656800255,7,0,0,0.4450940172375064,0.7326581638747903,6,0,0,0.5402306832279629,0.9851186681527623,3,1.8257418583505538,0.9819233479371232,5.0,4.48,0.9662091987210368,1,bior,35.785714285714285,26.5,31.09830213378852,14,0.5672970987881013,0.7952435671727467,0.36431896069650505,2,1.25,1
smoothed,bior1.3,9395269.746121958,0.62125,210.58784084594777,-1.091081600599083,160,5,True,False,685.0664892795303,,9.183136824567974,633742.7928247986,0.4811667273533659,8.889279211459807e-06,0.8996159456069629,17,1303.5627204544066,21.618472394085074,4085.902439826043,"[12, 20, 32, 39, 45, 50, 64, 74, 84, 92, 113, 118, 127, 134, 139, 145, 150]","[1913.5081356474875, 250.00106473699043, 2791.3040256682943, 21.618472394085074, 591.4437030130466, 1537.762367186675, 1751.9008522248805, 4085.902439826043, 1435.1007431230864, 98.02119658599804, 2124.9178074262272, 356.60921176218994, 29.332049142477672, 3205.6280611908287, 486.80094361355657, 1385.1920571055182, 95.52311707752864]","[0, 19, 0, 38, 43, 47, 55, 0, 77, 90, 102, 116, 121, 102, 137, 142, 149]","[23, 23, 55, 47, 47, 55, 68, 159, 159, 102, 121, 121, 128, 159, 159, 159, 159]",0.05,30,208117485.54265624,2471.4939699098736,-2471.4939699098736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1730.827303243207,0.0,32.5,,0.0,18.618472394085074,,,1030.2135141052004,,,,,,,,,,,0.0,,,,0.0,22.0,1030.2135141052004,16420.23291439158,1030.2135141052004,176493898.76487845,,,,,,3345.2357731593765,1730.827303243207,0.0,25.0,,,,,,4.0,,0.7457388497101185,0.23042927697227936,0.50474716700779,0.8382445989494344,0.10522729474235964,0.7115384615384611,0.9981235403992543,0.08045747952242469,,0.09715334063265081,0.5261047705595692,0.5261047705595692,0.5224044106459198,0.39640681952916834,0.5317568453530245,0.4444444444444444,0.5782318333803135,0.8387096774193548,0.0,0.6822429906542057,0.0,0.4485107214062608,0.4485107214062608,0.0,0.8407079646017698,1.932146862918558,0.6075983713399563,7,1.7834824776393463,0.953818544105205,10,0,0,0.43008058191203197,0.7079449223280151,9,0,0,0.5268133336052652,0.9606519319957669,7,1.5,0.9851485148514851,8.25,8.05111821086262,0.9517326732673268,2,bior,35.785714285714285,26.5,31.09830213378852,14,0.5672970987881013,0.7952435671727467,0.36431896069650505,2,2.0,2
smoothed,sym13,9019033.70224556,0.6125,188.19046453092426,-0.2422823070430903,160,5,True,False,607.5896642164539,,9.192956768227537,623995.9337838672,0.4828955013503535,8.713500236444121e-06,0.8225112426117466,17,1338.8045523436474,81.30901400072946,3623.2419435908732,"[12, 20, 27, 32, 45, 50, 64, 74, 80, 88, 113, 118, 127, 134, 139, 145, 150]","[1827.4304275763352, 295.67493316272083, 3304.52945951676, 122.39186820053897, 643.4469848679862, 1625.0829514304255, 1547.775708164275, 3425.4751442444795, 1390.3503474093786, 147.27290980418525, 3623.2419435908732, 436.273484268072, 631.2633124078249, 1699.3952511106597, 511.8810491630809, 1446.8826009236818, 81.30901400072946]","[0, 19, 0, 29, 42, 47, 55, 55, 77, 87, 99, 116, 121, 121, 137, 141, 149]","[23, 23, 55, 55, 47, 55, 67, 99, 99, 99, 159, 121, 132, 159, 141, 159, 159]",0.05,30,178658680.5175549,2272.250480502884,-2272.250480502884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1531.5838138362174,0.0,22.0,,0.0,78.30901400072946,,,1065.4553459944411,,,,,,,,,,,0.0,,,,0.0,26.5,1065.4553459944411,17019.344056508675,1065.455345994441,147035093.73977712,,,,,,2882.5752769242067,1531.5838138362174,0.0,19.0,,,,,,4.0,,0.6076623581760807,0.22476622306705712,0.6178202879029563,0.8588752882679164,0.09413704550732858,0.5769230769230778,0.951986531056497,0.0646772280635363,,0.4140828786179242,0.5472174521524906,0.5472174521524906,0.5436819483415883,0.4129750659877123,0.4352970978609833,0.4444444444444444,0.4363052673749422,0.7096774193548387,0.0,0.766355140186916,0.0,0.3526405972806559,0.3526405972806559,0.0,0.654867256637168,1.8553593589628163,0.5834511580829402,8,1.7343616484195816,0.9275483909643392,15,0,0,0.4135876636045506,0.6807963407337398,10,0,0,0.49960600487055623,0.9110389642780097,13,3.1091263510296048,0.9692165707818851,11.5,10.852173913043478,0.9276775923216356,3,sym,60.05263157894737,74.0,35.95904102696494,19,0.951991160420331,0.9195420359404376,0.05774357692363698,5,3.5,3
smoothed,rbio6.8,8799738.49806763,0.60875,179.5210040512819,0.09484363200384693,160,5,True,False,560.169482308757,,9.195433047884595,620230.9634219573,0.4852052826264476,1.0313231370093548e-05,0.6664794032485065,18,1097.6571854016738,44.31337731039821,3368.4058239651285,"[2, 16, 32, 40, 45, 52, 60, 65, 75, 85, 92, 114, 119, 130, 135, 140, 146, 152]","[78.54032824291289, 1930.823244906114, 44.31337731039821, 2823.283311240759, 538.9266170803637, 1597.422032181557, 130.20434081375123, 1440.58664455381, 1376.1055984080767, 63.955764133334924, 3368.4058239651285, 1855.881868434839, 355.2278751212598, 455.9244023598082, 538.8064639330103, 1219.4579016690957, 1694.2219532277625, 245.74178964814905]","[1, 3, 24, 24, 43, 48, 57, 57, 70, 70, 24, 110, 117, 124, 110, 110, 110, 149]","[3, 24, 33, 70, 48, 70, 61, 70, 78, 87, 110, 124, 124, 133, 137, 142, 159, 159]",0.05,30,160768652.37878913,2204.867154943142,-2204.867154943142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1464.2004882764754,0.0,31.5,,0.0,41.31337731039821,,,824.3079790524675,,,,,,,,,,,0.0,,,,0.0,9.0,824.3079790524675,14017.496003896798,824.3079790524677,129145065.60101134,,,,,,2627.739157298462,1464.2004882764754,0.0,19.5,,,,,,3.0,,0.5231517662617886,0.27630460325678424,0.6627306481638018,0.8640776965547187,0.0876729161131251,0.5192307692307697,0.8586220260286255,0.05858170756850293,,0.2176529296152072,0.40275085372996,0.40275085372996,0.3980872980281469,0.32995982078458924,0.38216650220611625,0.3333333333333333,0.35011472918742936,0.7204301075268816,0.0,0.4392523364485982,0.0,0.32021771709202035,0.32021771709202035,0.0,0.823008849557522,1.4994835410992435,0.4715395992449327,19,1.6879244072189339,0.9027134389255107,18,0,0,0.3399964405207365,0.5596596633267358,18,0,0,0.4812965166472645,0.8776513407811105,18,0.5,0.995049504950495,18.25,18.240000000000002,0.9071782178217822,4,rbio,41.30769230769231,18.0,39.10538031052465,13,0.654834882341309,1.0,0.24161558236108366,3,3.75,4
smoothed,rbio2.2,7613881.0838282015,0.64,203.70877508527056,0.13241748665133582,160,5,True,False,481.3921868183012,,9.210292587671914,598458.690006961,0.4867758291513389,1.2645790787220183e-05,0.3993476155750057,15,1066.8850436367097,45.563721565791155,3486.5797241006676,"[10, 16, 40, 46, 52, 60, 65, 75, 86, 93, 115, 130, 140, 146, 152]","[45.563721565791155, 1432.7697178775343, 1439.2511879127533, 461.4850491739503, 2484.9148273921046, 81.92256684799139, 1259.5049993148632, 1039.4372706985475, 48.860785948190596, 3486.5797241006676, 1391.3922129529467, 333.0739638916737, 1183.2862193215483, 224.05277187320644, 1091.1806356788768]","[3, 3, 24, 43, 24, 57, 57, 71, 71, 24, 110, 124, 110, 143, 143]","[11, 24, 48, 48, 71, 61, 71, 78, 87, 110, 124, 133, 159, 149, 159]",0.05,30,145329952.85381743,2319.834261626541,-2319.834261626541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1579.1675949598744,0.0,0.0,,0.0,42.563721565791155,,,793.5358372875035,,,,,,,,,,,0.0,,,,0.0,0.0,793.5358372875035,10262.942321217313,793.5358372875032,113706366.07603964,,,,,,2745.913057434001,1579.1675949598744,0.0,18.0,,,,,,6.0,,0.38275762175461814,0.35145243999404535,0.6677360635091112,0.8952960578198813,0.05271758821411796,1.0,0.6987788348240058,0.023332203304873067,,0.22429168705513164,0.384315874723824,0.384315874723824,0.37950837147182376,0.22612871769969725,0.40680449196314467,0.6666666666666666,0.27573419659960247,0.6881720430107526,0.0,0.2710280373831776,0.0,0.37553651732435783,0.37553651732435783,0.0,0.2654867256637168,1.4319618722921494,0.4503061946913185,21,1.783755894898617,0.9539647695127659,9,0,0,0.3077203576006298,0.5065308079984077,20,0,0,0.5090088511775817,0.9281851940616914,11,6.13052471924984,0.9393017354529719,15.25,13.349385986034195,0.8941558182215354,5,rbio,41.30769230769231,18.0,39.10538031052465,13,0.654834882341309,1.0,0.24161558236108366,3,4.5,5
smoothed,sym17,9058079.363994738,0.6025,181.0124153471189,-0.329031715990512,160,5,True,False,605.6448711028859,,9.197291005884166,623965.7991299906,0.48258773812608263,8.683395686444967e-06,0.8361272744826934,17,1346.626226153429,22.319660218285662,3734.1001733757885,"[8, 20, 28, 36, 45, 50, 64, 74, 80, 88, 113, 118, 127, 134, 139, 145, 150]","[1606.2249519812513, 367.2103224337334, 3610.3048404807096, 22.319660218285662, 528.5152116187726, 1268.2515440825748, 1542.0618598002216, 3734.1001733757885, 1228.6655519385176, 273.0815859011418, 3710.6516581227543, 291.81003289798224, 1654.5220074617455, 856.8422062946413, 669.3179043917098, 1462.0203270638367, 66.74600654462495]","[0, 19, 0, 34, 43, 47, 55, 55, 77, 86, 99, 116, 121, 132, 137, 142, 149]","[23, 23, 55, 55, 47, 55, 68, 99, 99, 99, 159, 121, 159, 142, 142, 159, 159]",0.05,30,181812665.00905696,2373.9240123607865,-2373.9240123607865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1633.25734569412,0.0,14.5,,0.0,19.319660218285662,,,1073.2770198042226,,,,,,,,,,,0.0,,,,0.0,31.0,1073.2770198042226,17152.31251127496,1073.2770198042224,150189078.23127916,,,,,,2993.433506709122,1633.25734569412,0.0,17.5,,,,,,4.0,,0.6041964158163826,0.22379634774822305,0.6062639323781989,0.8679810747801731,0.0952879881865137,0.42307692307692396,0.960133932774394,0.06462843979094497,,0.10087632801362063,0.5519032615958988,0.5519032615958988,0.5484043464238986,0.4166522703908795,0.45840984887275793,0.4444444444444444,0.4515005269155672,0.6774193548387096,0.0,0.8504672897196263,0.0,0.4015629191518358,0.4015629191518358,0.0,0.5221238938053097,1.7848238710338047,0.5612700038395202,9,1.6729264382365496,0.894692423233645,21,0,0,0.3985769165575177,0.6560875242950781,12,0,0,0.4806706318189693,0.8765100305082784,20,5.916079783099616,0.9414249526425781,15.5,13.695652173913045,0.8939798030539623,6,sym,60.05263157894737,74.0,35.95904102696494,19,0.951991160420331,0.9195420359404376,0.05774357692363698,5,5.75,6
smoothed,rbio1.5,7852655.1099117985,0.6075,169.93144350456853,0.4230784820442288,160,5,True,False,564.871297602103,,9.170229333207823,615262.6788661226,0.4895532035540783,8.114404132868514e-06,0.8407381973706813,20,1111.0344790509064,14.283342696799764,3241.299530275752,"[7, 12, 20, 27, 32, 38, 45, 50, 59, 64, 74, 80, 88, 113, 118, 127, 134, 139, 144, 150]","[237.10425594256924, 1663.1609296440693, 370.6522944225393, 3086.3141531880256, 163.2943541404827, 14.283342696799764, 782.8086377513873, 1604.932528283165, 274.5474213349554, 1460.2103955210123, 3217.3336335605254, 1415.0750672394352, 113.85257694208667, 3241.299530275752, 431.95842159111976, 336.08141583269867, 1949.6367609973986, 561.1195606671748, 1180.8431870366342, 116.18111395029263]","[0, 0, 19, 0, 29, 37, 42, 47, 55, 55, 55, 77, 87, 99, 116, 121, 121, 137, 141, 149]","[10, 23, 23, 159, 55, 47, 47, 55, 61, 67, 159, 99, 99, 159, 121, 132, 159, 159, 159, 159]",0.05,30,163715305.31909937,2135.848519270943,-2135.848519270943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1395.1818526042766,0.0,22.0,,0.0,11.283342696799764,,,837.6852727017001,,,,,,,,,,,0.0,,,,0.0,34.0,837.6852727017001,16480.356247684795,837.6852727016998,132091718.54132158,,,,,,2500.6328636090857,1395.1818526042766,0.0,31.0,,,,,,1.0,,0.5315311772536273,0.2054652029726203,0.7064565786192029,0.8111272901985906,0.05975589170262914,0.5000000000000009,0.9628929628218221,0.05053801069332056,,0.05820714910129573,0.4107649246862851,0.4107649246862851,0.40616394599531647,0.39806951303273275,0.3556662042690856,0.1111111111111111,0.3643111072370996,0.9677419354838709,0.0,0.9065420560747665,0.0,0.2870079736340669,0.2870079736340669,0.0,0.654867256637168,1.4224431799915822,0.4473128705035419,23,1.6857868415960633,0.9015702543100753,19,0,0,0.35113912972394684,0.5780013661941892,16,0,0,0.47847088928272674,0.872498767348189,22,3.1622776601683795,0.9686903201963527,20.0,19.601656578528196,0.8853352591080774,7,rbio,41.30769230769231,18.0,39.10538031052465,13,0.654834882341309,1.0,0.24161558236108366,3,6.0,7
smoothed,coif2,8548981.369274206,0.59875,175.55539842424594,-0.0640344558395312,160,5,True,False,587.7052485220065,,9.179152056545039,623416.5192852423,0.48438308616869175,1.4209658276807593e-05,0.7308531250421192,15,1253.0922011936561,18.927864096247617,3453.929816483789,"[9, 15, 33, 39, 45, 51, 64, 75, 85, 93, 114, 130, 139, 146, 151]","[18.927864096247617, 1992.4404734792706, 34.36542605457839, 1464.9979388566378, 363.9152596656504, 2934.5044979818204, 1384.3946069659003, 1321.692149549037, 95.70638886932193, 3453.929816483789, 2052.7217070369147, 343.1582150602332, 1207.1190927175176, 1968.2023510295471, 160.30723005837604]","[2, 2, 24, 24, 43, 24, 56, 70, 70, 24, 109, 123, 109, 109, 149]","[10, 24, 34, 48, 48, 70, 70, 78, 86, 109, 123, 132, 142, 159, 159]",0.05,30,168409695.4903443,2191.3592236494223,-2191.3592236494223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1450.6925569827558,0.0,4.5,,0.0,15.927864096247617,,,979.7429948444499,,,,,,,,,,,0.0,,,,0.0,-4.5,979.7429948444499,13056.04968457151,979.7429948444498,136786108.7125665,,,,,,2713.2631498171227,1450.6925569827558,0.0,4.5,,,,,,6.0,,0.5722250470439015,0.4018354046993962,0.6415656432319002,0.8298730121117304,0.08028138863710937,0.36538461538461586,0.8971412199097593,0.06373915083795736,,0.082867438347622,0.4958688847994152,0.4958688847994152,0.4919324312248258,0.30337129913074234,0.39999733667327153,0.6666666666666666,0.3869277298708571,0.3978494623655914,0.0,0.1869158878504673,0.0,0.3137180966845311,0.3137180966845311,0.0,0.34513274336283184,1.5347664636234701,0.4826349495380525,18,1.6627407162894825,0.8892450299455026,25,0,0,0.30505218490379804,0.5021387954499251,21,0,0,0.4815056852320463,0.8780327627996238,17,3.593976442141304,0.9644160748302841,20.25,19.802163261532773,0.8819605126626668,8,coif,37.0,37.0,16.703293088490067,17,0.5865467009425879,0.4271354211582649,0.46127668299270896,1,6.25,8
smoothed,dmey,9272625.28430096,0.60375,190.37046987353597,-0.021906687288869568,160,5,True,False,584.0249256922153,,9.2006317026393,624382.5708076407,0.48202865033843784,9.303945406960712e-06,0.6896916059040105,17,1204.021489794017,77.36654998821064,3358.801823833761,"[2, 16, 32, 40, 45, 52, 60, 65, 75, 84, 92, 114, 119, 130, 135, 146, 152]","[116.35942158628211, 2157.537750897444, 77.36654998821064, 2892.880014656427, 591.0357839688883, 1385.121046085975, 100.03617490802034, 1551.4279243254052, 1464.3094787118112, 232.36876916194183, 3358.801823833761, 1851.2711732847579, 294.93199675762673, 693.7958905205599, 1537.4111321895323, 255.89436007161407, 1907.8160355500347]","[1, 1, 24, 24, 43, 48, 57, 57, 70, 78, 24, 110, 117, 124, 110, 110, 110]","[3, 24, 33, 70, 48, 70, 61, 70, 78, 86, 110, 124, 124, 133, 142, 149, 159]",0.05,30,165489039.55154735,2272.386385823204,-2272.386385823204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1531.7197191565374,0.0,35.5,,0.0,74.36654998821064,,,930.6722834448108,,,,,,,,,,,0.0,,,,0.0,8.5,930.6722834448108,14728.031993164957,930.6722834448109,133865452.77376956,,,,,,2618.1351571670943,1531.7197191565374,0.0,14.5,,,,,,4.0,,0.5656661042421479,0.24378853690416533,0.6471777099507781,0.8749995342797138,0.10161212370537641,0.44230769230769273,0.8725114720569618,0.06530319684310318,,0.3931501937338575,0.4664715961291003,0.4664715961291003,0.46230559698872414,0.3496094893690525,0.3801641712633976,0.4444444444444444,0.37285660011785327,0.6129032258064516,0.0,0.4299065420560748,0.0,0.3527059909352601,0.3527059909352601,0.0,0.8938053097345131,1.6897370381544234,0.5313682371041921,13,1.6714977917900093,0.8939283734093463,23,0,0,0.3735937967276931,0.6149634336681401,14,0,0,0.47667079628624237,0.8692162710548426,25,6.13052471924984,0.9393017354529719,18.75,17.25402910020197,0.8768290855482681,9,dmey,9.0,9.0,,1,0.14267352185089974,,,6,8.25,9
smoothed,sym5,8613293.958390122,0.6175,186.79564023565783,-0.2552974946413994,160,5,True,False,544.2638434972622,,9.181528712578459,623675.2956179614,0.48420457023249003,8.825968697069564e-06,0.6098244818675671,21,1063.9628915262442,8.605655035789482,3384.785910214573,"[7, 12, 20, 27, 32, 45, 50, 59, 64, 73, 80, 88, 96, 113, 118, 127, 134, 139, 144, 150, 155]","[1449.6615568100558, 151.1149723171111, 341.6445160793672, 3036.7891221023006, 22.082904796884804, 854.9768760230314, 1624.5646747750698, 1439.2991118917182, 268.3101744711165, 3287.0007903232745, 1417.3946288145944, 85.22551025118207, 95.02918411556152, 3384.785910214573, 520.3434504318848, 1641.8989262232772, 710.6121673800207, 526.0290093458196, 1364.3035057840948, 113.54807486440157, 8.605655035789482]","[0, 11, 18, 0, 31, 42, 42, 55, 61, 55, 77, 87, 95, 99, 116, 120, 132, 137, 141, 149, 154]","[18, 18, 22, 99, 55, 47, 55, 67, 67, 99, 99, 99, 99, 159, 120, 159, 159, 141, 159, 159, 159]",0.05,30,165871585.52304196,2427.8758465977558,-2427.8758465977558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1687.2091799310892,0.19047619047619047,22.5,,0.0,5.605655035789482,,,790.613685177038,,,,,,,,,,,0.0,,,,0.23809523809523808,25.5,790.613685177038,16602.887388717794,790.6136851770381,134247998.74526417,,,,,,2644.1192435479065,1687.2091799310892,0.14285714285714285,15.0,,,,,,0.0,,0.4948052923205703,0.22838960837296424,0.616086464734217,0.834866121435186,0.08217712046252684,0.6538461538461547,0.8247215175573361,0.06415811202173649,,0.02806121845977555,0.38256527142748464,0.38256527142748464,0.37774409877798903,0.40145807652415344,0.3855815743732376,0.0,0.3746996292572619,0.6236559139784946,0.42857142857142855,0.7476635514018692,0.8333333333333333,0.4275229596053375,0.4275229596053375,1.0,0.663716814159292,1.6992253675076525,0.5343520131164621,11,1.662222283367538,0.8889677684971704,26,0,0,0.4677913813064049,0.7700197289363202,5,0,0,0.47488129884383645,0.8659530959116014,26,10.677078252031311,0.8942863539402841,17.0,10.8745247148289,0.8629847611285579,10,sym,60.05263157894737,74.0,35.95904102696494,19,0.951991160420331,0.9195420359404376,0.05774357692363698,5,8.75,10
