signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,gaus2,13.180600935946858,0.679144385026738,57.17311031567207,-7.964870106873226,68,33,989.2891360795788,,False,10.312861709248118,2433.859851299832,0.04321821241039124,5.056885892311552e-05,0.4406080014643948,2,1480.6061459892808,574.47374845624,2386.7385435223214,"[8, 40]","[2386.7385435223214, 574.47374845624]","[0, 29]","[61, 61]",0.05,10,113226182.1221299,3067.2762586755393,-3067.2762586755393,CWT,inu.32000013032828,1428.3246645077993,2004.9385435223214,2685.476258675539,0.0,-8.0,0.0,-8.0,1428.3246645077993,2490.6789586452282,1428.3246645077993,2685.476258675539,0.0,-8.0,0.0,7.0,574.1404151229066,20.0,0.6467553794557914,0.27742664050974725,0.6306592009962194,0.441748416318515,0.9845869149743959,0.1705202312138729,0.8945392854227149,0.853065957809815,,1.0,0.854284358756916,0.854284358756916,0.8542843587569159,0.3564181936785918,0.5233266390819016,0.9999999999999999,0.0,0.0,1.0,1.0,0.0,2.3087283392614713,0.9279785735229521,2,2.13606798201241,0.8400087182405268,2,0,0,0.62021649241927,0.9325178585567478,2,1,0.11111111111111112,0.6068571977820785,0.8177107154305728,2,0.0,1.0,2.0,2.0,0.9285714285714286,1,gaus,6.375,5.5,4.274091382136927,8,0.45535714285714285,1.0,0.38125000000000003,1,1.0,1
smoothed,gaus4,12.914222839877993,0.7000891265597148,48.372130826160436,-5.9422181383764086,68,33,774.4315842873134,,False,10.233845989602967,1848.6858246780228,0.047664018727348205,3.938345415055856e-05,0.48392191651564764,3,1354.5781840009724,39.52688423058103,2646.9535055300876,"[8, 40, 47]","[2646.9535055300876, 1377.2541622422484, 39.52688423058103]","[0, 26, 46]","[61, 61, 61]",0.05,10,71870031.92581028,2747.410537618258,-2747.410537618258,CWT,inu.32000013032828,1302.296702519491,2265.1535055300874,2365.6105376182577,0.0,-7.5,0.0,-7.5,1302.296702519491,3593.201218669584,1302.296702519491,2365.6105376182577,0.0,-7.5,0.0,6.0,39.19355089724769,20.0,0.34388061698553846,0.18948644368002499,0.829375382340673,0.28877475370727756,0.9355133718415357,0.2384393063583814,1.0,0.5497216237889169,,0.05653270103071403,0.7620651703981138,0.7620651703981138,0.7620651703981137,0.697879932407647,0.6559036022411537,0.8333333333333333,0.03571428571428571,0.05555555555555555,0.7947927395928079,0.7947927395928079,0.03333333333333334,2.0467543109560244,0.8226797902262061,5,1.9850437824373985,0.7806184528666741,3,0,0,0.520336144499665,0.7823441542255679,5,1,0.11111111111111112,0.5413433817822378,0.7294340178028486,3,1.1547005383792515,0.9175213901157677,4.0,3.75,0.815903552200741,2,gaus,6.375,5.5,4.274091382136927,8,0.45535714285714285,1.0,0.38125000000000003,1,1.75,2
smoothed,cgau8,7.836124644207976,0.9349376114081996,63.81566925776437,-11.257396311774993,68,33,903.0366305724684,-2853.746056456865,True,10.60121625260333,1885.7425382033352,0.05531625029963465,5.2726024743770505e-05,0.3493982331473891,3,1249.8657857256585,48.81909347523322,2115.8869611195496,"[8, 41, 48]","[2115.8869611195496, 1584.8913025821926, 48.81909347523322]","[0, 25, 46]","[62, 62, 62]",0.05,10,63207557.523633346,1869.623063419011,-1869.623063419011,CWT,inu.32000013032828,1197.584304244177,1734.0869611195496,1487.823063419011,0.0,-7.5,0.0,6.0,1197.584304244177,3279.064023843642,1197.584304244177,1487.823063419011,0.0,-3.0,0.0,6.0,48.485760141899874,20.0,0.5251692080598337,0.2943863832030269,0.30718376152114857,0.9999999999999998,0.0,0.9999999999999999,0.6724617537159194,0.5689311983324638,0.3663839538234527,0.07292104937667471,0.6854433459418164,0.6854433459418164,0.6854433459418163,0.6005886244368089,0.38533042247401195,0.8333333333333333,1.0,0.05555555555555555,0.2316553011552618,0.2316553011552618,0.33333333333333337,1.7299525256337076,0.6953433410504795,6,1.9732876966402815,0.7759953722132866,4,0,0,0.48339191322047415,0.7267971704552506,6,0,0.0,0.5260573620728716,0.7088368457526288,4,1.1547005383792515,0.9175213901157677,5.0,4.800000000000001,0.7801892664864553,3,cgau,3.0,3.0,,1,0.21428571428571427,,,2,2.75,3
smoothed,gaus8,12.898638517399572,0.6564171122994652,43.857233918103866,-5.399846781222783,68,33,771.4253830866503,,False,10.161673686526358,1806.508939605462,0.05732177592640079,3.163373896003855e-05,0.46498111844603524,3,1679.7430677352693,59.75924719971897,2807.7050885110893,"[8, 41, 47]","[2807.7050885110893, 2171.764867494999, 59.75924719971897]","[0, 25, 46]","[62, 62, 62]",0.05,10,63478560.86033462,2466.335297410571,-2466.335297410571,CWT,inu.32000013032828,1627.4615862537878,2425.905088511089,2084.535297410571,0.0,-7.5,0.0,6.0,1627.4615862537878,4568.695869872474,1627.461586253788,2084.535297410571,0.0,-7.5,0.0,6.0,59.42591386638563,20.0,0.33964291406565716,0.12855780559437563,0.8826608544054866,0.1490498788305001,0.9326423477872775,0.0968208092485547,0.9538829473918079,0.5278578387756415,,0.09221582045583616,0.9999999999999999,0.9999999999999999,1.0,1.0,0.7378049523027528,0.8333333333333333,1.0,0.05555555555555555,0.6144711977262327,0.6144711977262327,0.03333333333333334,2.4879112569341757,1.0,1,1.8423274800165923,0.724495267987705,6,0,0,0.6650987825361063,1.0,1,1,0.11111111111111112,0.495833868956857,0.6681121509331038,6,2.886751345948129,0.7938034752894194,3.5,1.7142857142857144,0.7719017376447097,4,gaus,6.375,5.5,4.274091382136927,8,0.45535714285714285,1.0,0.38125000000000003,1,3.25,4
smoothed,gaus6,12.857179887439152,0.643048128342246,41.26701546826115,-5.4453182411344105,68,33,761.5186472993589,,False,10.142121007090093,1729.6192772126715,0.05595979029831728,3.49945686715071e-05,0.4762387380482509,3,1572.5058336107697,60.6184624403146,2744.0333527488774,"[8, 41, 47]","[2744.0333527488774, 1912.865685643117, 60.6184624403146]","[0, 25, 46]","[61, 61, 61]",0.05,10,64200602.38088152,2562.823842943067,-2562.823842943067,CWT,inu.32000013032828,1520.2243521292883,2362.233352748877,2181.023842943067,0.0,-7.5,0.0,-7.5,1520.2243521292883,4246.984167498977,1520.2243521292885,2181.023842943067,0.0,-7.5,0.0,6.0,60.28512910698126,20.0,0.32567784640383973,0.15498081239184533,0.878193494219685,0.11119608213458676,0.9250046257087099,0.05346820809248551,0.9812929980945456,0.48799953616730174,,0.09373118868488714,0.9215306624277425,0.9215306624277425,0.9215306624277426,0.9003627942536852,0.7053648293317283,0.8333333333333333,0.03571428571428571,0.05555555555555555,0.6763726419446094,0.6763726419446094,0.03333333333333334,2.280036805487969,0.9164461952303042,3,1.7983183450338978,0.707188675978934,8,0,0,0.5645610492816046,0.8488378931154579,3,1,0.11111111111111112,0.48417114484606943,0.6523971944139161,8,2.886751345948129,0.7938034752894194,5.5,4.363636363636364,0.7004731662161383,5,gaus,6.375,5.5,4.274091382136927,8,0.45535714285714285,1.0,0.38125000000000003,1,4.0,5
smoothed,gaus1,13.127161212046442,0.6876114081996435,55.98387466424208,-8.271623817717751,68,33,1239.8787650565746,,False,10.32573520767022,1517.1560678394221,0.04482674344511166,5.49551930789082e-05,0.07321054190694491,5,750.4204466824777,15.437246680694102,3322.327484056602,"[21, 36, 43, 48, 51]","[3322.327484056602, 15.437246680694102, 373.39560883413935, 24.699518784336306, 16.24237505661722]","[1, 35, 35, 46, 50]","[67, 37, 67, 67, 67]",0.05,20,117363321.8537141,2072.6994803919383,-2072.6994803919383,CWT,inu.32000013032828,698.1389652009963,2940.5274840566017,1690.8994803919384,0.0,-2.0,0.0,-6.5,698.1389652009963,3281.5689000790553,698.1389652009962,1690.8994803919384,0.0,7.0,0.0,4.0,15.10391334736076,10.0,1.0,0.3119122131702674,0.6005220706437513,0.4666713837114961,0.9747419741382798,0.19797687861271673,0.0,0.3778621961296109,,0.014046639718363665,0.31998124475809864,0.31998124475809864,0.3199812447580985,0.6013644086777786,0.9999999999999999,0.5,0.10714285714285714,0.6666666666666666,0.36193733025978175,0.36193733025978175,1.0,1.715035201021552,0.6893474179360279,7,1.70492921515915,0.6704634013414768,10,0,0,0.46441991391662707,0.6982720854573433,7,1,0.11111111111111112,0.4856552839952097,0.6543970001175929,7,1.5,0.8928571428571429,7.75,7.567567567567569,0.6696428571428572,6,gaus,6.375,5.5,4.274091382136927,8,0.45535714285714285,1.0,0.38125000000000003,1,4.75,6
smoothed,morl,12.81917737476127,0.6385918003565062,40.88467734942944,-4.205498881556376,68,33,663.1702844196457,,False,10.143835547802624,1666.9704078125023,0.05963937028793442,2.5515779115538784e-05,0.4822058379389941,3,1598.2292205775675,42.86146743473478,2765.1637096813797,"[8, 40, 48]","[2765.1637096813797, 1986.6624846165882, 42.86146743473478]","[0, 25, 45]","[61, 61, 61]",0.05,10,48586326.25596554,2207.873322474891,-2207.873322474891,CWT,inu.32000013032828,1545.947739096086,2383.3637096813795,1826.0733224748913,0.0,-7.5,0.0,-7.5,1545.947739096086,4324.154328399369,1545.9477390960865,1826.0733224748913,0.0,-3.0,0.0,6.0,42.528134101401434,20.0,0.18704070380374566,0.08045810747333412,0.9999999999999999,0.11451541623253253,0.9180036073345379,0.03901734104046223,0.9958216921109415,0.4555234201731127,,0.06241379019900975,0.9403533889916899,0.9403533889916899,0.9403533889916901,0.9242631346590269,0.7161305383092874,0.8333333333333333,0.03571428571428571,0.05555555555555555,0.44865701288432197,0.44865701288432197,0.33333333333333337,2.273828812917094,0.9139509323652915,4,1.7926541364964654,0.7049612260131829,9,0,0,0.5565931803206288,0.8368579148472775,4,1,0.11111111111111112,0.46824198046552773,0.6309334160333862,10,3.2015621187164243,0.7713169915202553,6.75,5.625,0.6445870671886991,7,morl,7.0,7.0,,1,0.5,,,6,6.75,7
smoothed,fbsp,9.637515527104357,0.7575757575757576,66.61648375473139,-14.38409608895119,68,33,1213.6591641663301,-3107.147789715902,True,10.399676313245863,2717.3066656066585,0.04418770885303242,3.648600756181785e-05,0.3727504875105258,4,968.7573544644873,12.484308894845924,2502.551093889594,"[8, 27, 40, 45]","[2502.551093889594, 48.057325160486585, 1311.9366899130227, 12.484308894845924]","[0, 26, 26, 44]","[61, 28, 61, 61]",0.05,20,128332136.79749475,2743.496466661486,-2743.496466661486,CWT,inu.32000013032828,916.4758729830058,2120.751093889594,2361.696466661486,0.0,-7.0,0.0,-7.0,916.4758729830058,3404.496084524616,916.4758729830058,2361.696466661486,0.0,-7.0,0.0,5.0,12.150975561512581,10.0,0.9630394401990783,0.1667065775510303,0.0,0.6098206429756852,0.3318614949785629,0.4248554913294797,0.7293198195179321,1.0000000000000002,0.0,0.008838645386307362,0.4797462056982388,0.4797462056982388,0.4797462056982388,0.6394361389818191,0.5823319941350928,0.6666666666666666,0.07142857142857142,0.1111111111111111,0.792281699099242,0.792281699099242,0.06666666666666668,1.660473893196428,0.6674168496036353,8,1.6714349986411214,0.6572918009417211,11,0,0,0.4308568174724528,0.6478087598199186,8,0,0.0,0.46951149628352984,0.6326440271814172,9,1.4142135623730951,0.8989847455447789,9.0,8.849162011173183,0.628063801343818,8,fbsp,8.0,8.0,,1,0.5714285714285714,,,4,7.0,8
smoothed,gaus3,12.884265439465855,0.6809269162210339,45.0266401661865,-6.0182143512093855,68,33,859.5222183469164,,False,10.164137801764067,1626.7383223061793,0.04873209020068455,2.3024974785509363e-05,0.10619906835476675,6,688.3067827763176,13.599298816792839,2976.042179812489,"[16, 20, 45, 52, 55, 57]","[25.953830564725877, 2976.042179812489, 17.971146138048084, 1027.87543676548, 13.599298816792839, 68.39880456037076]","[3, 3, 35, 35, 54, 54]","[17, 67, 46, 67, 56, 67]",0.05,30,69450772.19620825,1659.0431713731732,-1659.0431713731732,CWT,inu.32000013032828,636.0253012948361,2594.2421798124888,1277.2431713731733,0.0,-6.0,0.0,-6.0,636.0253012948361,3659.3073633245726,636.0253012948363,1277.2431713731733,0.0,-6.0,0.0,3.0,13.265965483459496,0.0,0.46382895189053114,0.06087528257775912,0.8219091066560664,0.15382038189876687,0.9299944654338055,0.17630057803468194,0.08032045978578284,0.43466778641465337,,0.010805114582383403,0.2745304449431424,0.2745304449431424,0.27453044494314255,0.7183536406610007,0.8235710442276871,0.33333333333333337,0.14285714285714285,0.2222222222222222,0.0965594784433616,0.0965594784433616,0.13333333333333336,1.2564130051531683,0.5050071627962452,11,1.4689796876944605,0.577676251398643,12,0,0,0.28343217691110456,0.4261504972695057,12,1,0.11111111111111112,0.3846590710309503,0.5183094891502444,12,0.5,0.9642857142857143,11.75,11.733333333333334,0.5625,9,gaus,6.375,5.5,4.274091382136927,8,0.45535714285714285,1.0,0.38125000000000003,1,7.0,9
smoothed,gaus7,12.858800110469513,0.6265597147950089,39.60686302516271,-5.627868132409658,68,33,858.7992023674462,,False,10.094774221740705,1711.29410404162,0.05689363621029787,1.5282046058678458e-05,0.1246869920299005,5,971.3179397660464,8.26836674385845,2596.3748311689683,"[14, 16, 18, 53, 58]","[19.023212698824636, 2596.3748311689683, 8.26836674385845, 46.01132035138744, 2186.9119678671937]","[4, 4, 17, 36, 36]","[15, 65, 65, 54, 65]",0.05,30,63311582.52932176,1568.5226065635286,-1568.5226065635286,CWT,inu.32000013032828,919.0364582845649,2214.574831168968,1186.7226065635286,0.0,1.0,0.0,-6.5,919.0364582845649,4386.056365496899,919.036458284565,1186.7226065635286,0.0,-6.5,0.0,4.0,7.935033410525108,0.0,0.4628097496739112,0.0,0.8602588134816924,0.019533167460259515,0.9253031115299493,0.0,0.12533485387883103,0.4785000758384125,,0.0014031338994599032,0.4816198779730881,0.4816198779730881,0.4816198779730882,0.9434347904020377,0.6301342652450059,0.5,0.10714285714285714,1.0,0.03848674387930889,0.03848674387930889,0.1,1.5667723414351484,0.6297541108302488,10,1.3689503243731909,0.5383397050071024,13,0,0,0.40032901403060345,0.6019091066504406,9,1,0.11111111111111112,0.3534119159273264,0.4762054593252084,13,2.0615528128088303,0.8527462276565121,11.25,10.960187353629976,0.5245873995425417,11,gaus,6.375,5.5,4.274091382136927,8,0.45535714285714285,1.0,0.38125000000000003,1,8.5,10
