signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,smoothness_normalized,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
smoothed,gaus4,984473071.4935468,0.6530166170700235,322.0757464013021,-37.63572384231094,598,127,30408.40959616468,,False,14.701457738609031,172393.61767121425,0.017617829714013777,8.49539734556446e-06,0.34486971629034635,0.0,,,,[],[],10,33405.834252715926,4228.408072291131,95793.04142990548,"[25, 56, 138, 169, 227, 270, 358, 433, 527, 564]","[91150.78126569328, 8997.027512878441, 4228.408072291131, 23633.65886716967, 4450.221604511507, 11271.564103647424, 56443.967909557454, 13191.244667817657, 95793.04142990548, 24898.427093687234]","[0, 50, 121, 150, 201, 201, 201, 401, 401, 548]","[401, 401, 150, 201, 251, 299, 401, 449, 597, 597]",940065427618.3385,90131.36218098816,-90131.36218098816,0.0,,,,CWT,txu.059172014718829,940009751641.4985,,0.0,-51.5,60.0,0.0,-56.0,,89612.56218098816,33259.434252715924,323810.34252715926,33259.43425271593,,0.0,33259.434252715924,,,4223.408072291131,0.0,-56.0,95274.24142990548,89612.56218098816,,301.9,0.34613565775927885,0.5275629315656584,0.699013237985215,0.16630019420394918,0.7575166585405491,0.7425535350289673,0.14967856059274476,,0.0,0.08651671052435932,0.08651671052435932,0.08651671052435941,,0.002696232074480231,0.8792592795321409,0.5811226739759863,,,,,0.125,,0.1459800439470188,0.8292682926829269,0.78125,0.15299380372413546,0.15299380372413546,0.5681818181818181,1.2682798686310468,0.3546078686265365,5,1.7357033509426185,0.9135280794434835,3,0,0.31987829138683727,0.443144306161512,4,0.0,0.5164153790078592,0.989397197702963,2,1.2909944487358056,0.8709005551264195,3.5,3.116883116883117,0.7604502775632098,1,gaus,0.8035714285714286,1.0,0.13749999999999996,1,1.0,0.742562256386511,0.3411529938764107,0.7667295505180729,0.43410525296926217,0.7029690173508807,0.16507522777234643,0.7374317724791734,0.7425535350289671,0.14873123384883988,,0.035720451383555174,0.08651671052435933,0.08651671052435933,0.08651671052435941,,0.0026400970523847087,0.8902993524066962,0.5874409737027451,,,,,0.040000000000000036,,0.1459800439470188,0.9054054054054054,0.8833333333333333,0.14943380299186224,0.14943380299186224,0.7532467532467533,1.3070581541613817,0.3924699011969731,9,1.6783366542043083,0.9310808120423181,5,2.8284271247461903,0.8585786437626906,7.0,6.428571428571429,0.7542893218813453,1,10.5,10.5,5.21536192416212,16,0.5675675675675675,1.0,0.3027027027027027,2,1.25
smoothed,mexh,2992314812.34913,0.591644062886788,505.2497270190955,-43.33412962845313,598,127,62353.521033833014,,False,14.931630711496192,216975.13839454015,0.01159043763443069,1.8169603568987777e-06,0.2367120187554131,50596.977681353645,,,,[],[],3,96404.01286194108,28916.843909919076,133761.71495289396,"[63, 362, 522]","[126533.47972301023, 28916.843909919076, 133761.71495289396]","[0, 299, 299]","[597, 399, 597]",3491028673873.573,139348.02807074794,-139348.02807074794,0.0,,,,CWT,txu.059172014718829,3490972997896.7334,,0.0,-68.5,67.0,0.0,-59.5,,138829.22807074795,96257.61286194109,278964.03858582326,96257.6128619411,,0.0,96257.61286194109,,,28911.843909919076,0.0,-59.5,133242.91495289397,138829.22807074795,,50295.07768135364,1.0,0.12736936271196253,0.9339373562036164,0.6849022554966551,0.0,0.5729561206665136,0.21244660718054997,,1.0,1.0,1.0,1.0,,1.0,0.7226237599264917,1.0,,,,,1.0,,0.6496238910582303,0.0,0.5625,0.38094500948272214,0.38094500948272214,0.4090909090909091,3.5765700111036316,1.0,1,1.5222774717383298,0.8011986693359631,5,0,0.7218377556457913,1.0,1,0.0,0.45073269491665857,0.8635561282477989,7,3.0,0.7,3.5,1.7073170731707317,0.675,3,mexh,0.42857142857142855,,,2,2.75,0.07424985707397086,0.9856048812909839,0.16115582386188265,0.1048059029782854,0.9348055978545837,0.6798572687729265,0.06794024705544399,0.5729561206665135,0.21110201680075885,,0.7608671226446446,1.0,1.0,1.0,,0.9791801964575523,0.7479859897708703,0.9662471091638265,,,,,0.32000000000000006,,0.6496238910582303,0.44594594594594594,0.7666666666666666,0.3720808301519067,0.3720808301519067,0.6623376623376624,3.330339855808189,1.0,1,1.555042540455673,0.8626816721787238,9,5.656854249492381,0.717157287525381,5.0,1.7999999999999998,0.7335786437626906,2,2.5,2.5,0.7071067811865476,2,0.13513513513513514,0.1355815361366601,0.8647309445644074,1,1.75
raw,mexh,3115238282.755142,0.5854159534406025,492.4721671877844,-40.21494580384083,598,127,63067.078834342894,-850249.7812977813,False,14.910467360932426,231544.18686023875,0.011675293980722897,5.825760718465662e-08,0.14356255082573494,51657.93062320669,,,,[],[],7,45442.07428534266,5474.426701173419,137381.05047432854,"[63, 160, 227, 271, 367, 487, 521]","[132886.85912283065, 5740.924214821425, 6391.5677831434, 7242.8285997523835, 22976.863101348812, 5474.426701173419, 137381.05047432854]","[0, 159, 221, 250, 299, 299, 299]","[597, 299, 299, 299, 402, 488, 597]",3605060078287.641,147459.4811132448,-147459.4811132448,0.0,,,,CWT,txu.059172014718829,3604991852454.641,,0.0,-73.5,79.0,0.0,-73.5,,146704.4811132448,45082.2021923194,287145.5199973986,45082.20219231941,,0.0,45082.2021923194,,,5471.426701173419,0.0,-82.5,136626.05047432854,146704.4811132448,,51360.93062320669,1.0,0.11904664313722219,0.9363955743660554,0.7086790979707905,0.0,0.5581220957792429,0.22396156642480547,0.0,0.07237715010508797,1.0,1.0,1.0000000000000002,,1.0,0.8238556214900052,0.9999999999999999,,,,,0.5,,0.6718747069139358,0.638888888888889,0.0,0.40192493928961154,0.40192493928961154,0.4181818181818182,3.177873537474594,1.0,1,1.5067987869323758,0.7959402384424041,5,0,0.6377877188684973,1.0,1,0.0,0.4432756222097645,0.7877427425478379,6,2.6299556396765835,0.7370044360323417,3.25,1.6901408450704225,0.7060022180161709,2,mexh,0.2857142857142857,,,2,2.0,,1.0,0.0016837527721386691,0.28505723019072926,0.9134892861905295,0.7113730967861029,0.0,0.4268924629688333,0.23148451934725983,0.0,0.07237715010508794,0.2579486659649669,0.2579486659649669,0.257948665964967,,0.9999999999999999,0.7739487565698214,1.0,,,,,0.8000000000000002,,0.672134954138836,0.3108108108108108,0.0,0.4077070077148578,0.4077070077148578,0.2987012987012987,2.5508129436616085,0.7659317229179875,2,1.5473214483608324,0.8583982879843138,10,5.656854249492381,0.717157287525381,6.0,3.3333333333333335,0.7085786437626904,3,2.5,2.5,0.7071067811865476,2,0.13513513513513514,0.1355815361366601,0.8647309445644074,1,2.5
smoothed,gaus2,1776605694.1630642,0.6037974350196192,299.7874908223164,-41.018576276687114,598,127,42232.64173837526,,False,14.566737926058185,203024.86802814042,0.012435481581356551,1.1067969320879445e-05,0.29034449002125795,22142.150077387967,,,,[],[],8,40929.20008282481,4996.808622861877,132645.66462993174,"[59, 167, 227, 270, 359, 440, 523, 561]","[110258.12363712635, 10876.913662261699, 6349.432641289049, 8481.39046993485, 42709.45370304709, 4996.808622861877, 132645.66462993174, 11115.813296145905]","[0, 151, 201, 201, 201, 400, 400, 549]","[400, 201, 251, 299, 400, 448, 597, 597]",2049588515396.62,119743.30883461777,-119743.30883461777,0.0,,,,CWT,txu.059172014718829,2049532839419.78,,0.0,-48.0,62.0,0.0,-61.5,,119224.50883461777,40782.80008282481,317185.6006625985,40782.80008282482,,0.0,40782.80008282481,,,4991.808622861877,0.0,-52.5,132126.86462993175,119224.50883461777,,21840.250077387966,0.588158409417347,0.2899884520663786,0.5615125889165189,0.3708987950670619,0.15000812611734193,0.6570548825657121,0.19280548220177576,,0.03112390576804451,0.19560667341116136,0.19560667341116136,0.19560667341116145,,0.43236041193495756,0.8561209204476072,0.9876875294390359,,,,,0.375,,0.3650363071870628,1.0,1.0,0.29014407228709116,0.29014407228709116,0.3181818181818182,2.0356797548559906,0.5691709510889277,2,1.5165936824107535,0.7982072012688177,6,0,0.46661564698329966,0.646427321560428,2,0.0,0.4763033420440171,0.9125467811982696,5,2.0615528128088303,0.793844718719117,3.75,2.926829268292683,0.7094223593595586,2,gaus,0.8035714285714286,1.0,0.13749999999999996,1,1.75,1.0,0.5796917992940782,1.0,0.2386170498538388,0.5672754983589714,0.36816675632439,0.2005170927894292,0.657054882565712,0.19158520196299006,,0.058289848047896484,0.1956066734111614,0.1956066734111614,0.19560667341116145,,0.4233587530989399,0.8692766769912764,0.9551124902637103,,,,,0.12,,0.36503630718706287,1.0,0.9999999999999999,0.2833927327905633,0.2833927327905633,0.6103896103896105,1.9833600894490564,0.5955428500758055,3,1.5044617679694596,0.8346212788111496,11,5.656854249492381,0.717157287525381,7.0,4.714285714285714,0.6835786437626905,4,10.5,10.5,5.21536192416212,16,0.5675675675675675,1.0,0.3027027027027027,2,3.5
raw,gaus4,995725317.3481795,0.6681984567982514,327.95959027607205,-34.40650776755279,598,127,30256.584749737238,,False,14.694940227224143,174006.074145539,0.01775344272015841,9.286772643998369e-07,0.20480288271704508,0.0,,,,[],[],10,32495.047359661472,4513.581500235123,92826.94589390061,"[28, 140, 169, 226, 271, 359, 434, 494, 528, 566]","[92826.94589390061, 8372.920153778588, 20813.248178448703, 6072.0878768210605, 13457.32343967064, 58727.54453306339, 8186.375758380342, 4513.581500235123, 28647.777457752927, 83332.66880456332]","[0, 123, 150, 200, 200, 200, 401, 449, 449, 449]","[449, 150, 200, 250, 300, 449, 449, 497, 548, 597]",946599029151.887,92561.78044159085,-92561.78044159085,0.0,,,,CWT,txu.059172014718829,946530803318.887,,0.0,-67.5,76.0,0.0,-81.0,,91806.78044159085,32135.175266638216,294001.4735966147,32135.175266638213,,0.0,32135.175266638216,,,4510.581500235123,0.0,-76.5,92071.94589390061,91806.78044159085,,297.0,0.33342869362912325,0.5326447079950912,0.7138671550258983,0.16019401227107427,0.9030451019821898,0.7116528755903216,0.14267616775711475,,0.0441552852757387,0.2073003378326112,0.2073003378326112,0.207300337832611,,0.0,0.8470149411229747,0.5554922885356474,,,,,0.2,,0.14579693433064114,0.9722222222222223,0.8571428571428571,0.15115356235564298,0.15115356235564298,0.14545454545454548,1.3264578135963774,0.41740421635861963,5,1.5595956746661286,0.8238292756358659,4,0,0.3351062294495535,0.5254196961397553,4,0.125,0.49339410203583045,0.8768080255735554,4,0.5,0.95,4.25,4.2105263157894735,0.7625,1,gaus,0.8214285714285714,1.0,0.12500000000000003,1,1.0,,0.3380901212040925,0.08060989619000342,0.6207151214669174,0.6964043997334712,0.167960143435281,0.9030451019821897,0.5229207825446095,0.1509871051414247,,0.04415528527573867,0.07021478212742586,0.07021478212742586,0.0702147821274258,,0.002544383062816284,0.7957051495170743,0.5554922885356475,,,,,0.6800000000000002,,0.1472675135171242,0.47297297297297297,0.19999999999999998,0.15936003760835865,0.15936003760835865,0.10389610389610393,1.2507650899335974,0.37556680221456507,12,1.5610025455500451,0.8659880686452154,8,2.8284271247461903,0.8585786437626906,10.0,9.600000000000001,0.6792893218813453,5,10.5,10.5,5.21536192416212,16,0.5675675675675675,1.0,0.3027027027027027,2,4.25
raw,gaus1,4240990732.6276007,0.6240881679087773,258.404455148381,-41.88679852473852,598,127,55328.26625717597,,False,14.003533070208249,780865.3145640361,0.02132905926902305,5.028362509781475e-07,-0.07906109782278206,2799.275867197603,,,,[],[],2,37102.48780971131,37056.392279696214,37148.58333972641,"[188, 389]","[37056.392279696214, 37148.58333972641]","[2, 2]","[305, 475]",5263195731162.885,278387.28500972193,-278387.28500972193,0.0,,,,CWT,txu.059172014718829,5263127505329.885,,0.0,-85.0,84.0,0.0,-85.0,,277632.28500972193,36742.61571668805,43255.97561942262,36742.61571668805,,0.0,36742.61571668805,,,37053.392279696214,0.0,-76.0,36393.58333972641,277632.28500972193,,2502.275867197603,0.8427798619545377,0.0,0.0,1.0,0.42186153404194265,0.0,1.0,,1.0000000000000002,0.48939726318666943,0.48939726318666943,0.4893972631866692,,0.0431865671185795,0.0,0.0,,,,,0.9999999999999999,,1.0,0.0,0.9285714285714285,1.0,1.0,0.0,2.154907963284435,0.6780974566397964,3,1.3215785722031383,0.6981008831452865,8,0,0.5314249846607156,0.8332317618211897,2,0.125,0.46012734228521146,0.8176898443593588,5,2.6457513110645907,0.735424868893541,4.5,3.4532374100719427,0.6427124344467705,4,gaus,0.8214285714285714,1.0,0.12500000000000003,1,3.25,,0.8438793246524083,0.04199635085020619,0.18844424141216565,0.0,1.0,0.4218615340419426,0.07780593424969978,1.0,,0.9999999999999999,0.13702337804702805,0.13702337804702805,0.13702337804702802,,0.0456210670114781,0.0,0.0,,,,,1.0,,0.9995053388248062,0.0,0.21666666666666665,0.9999999999999999,0.9999999999999999,0.0,1.7675509098271338,0.5307419021348481,5,1.4786962348147403,0.8203274877101189,13,5.656854249492381,0.717157287525381,9.0,7.222222222222221,0.6335786437626905,6,10.5,10.5,5.21536192416212,16,0.5675675675675675,1.0,0.3027027027027027,2,5.0
smoothed,gaus1,4212260607.1773124,0.6045874700445053,239.9131821865552,-45.14775775729603,598,127,55078.07711856076,,False,14.016581463262286,776341.4053308651,0.021196591573616884,8.66568810409601e-06,-0.12868043155281894,1777.0008466441143,,,,[],[],3,27439.227917284366,10122.901966493853,43117.817171681076,"[146, 188, 383]","[10122.901966493853, 29076.96461367816, 43117.817171681076]","[2, 2, 2]","[154, 305, 474]",5265688647192.005,273007.4335311623,-273007.4335311623,0.0,,,,CWT,txu.059172014718829,5265632971215.165,,0.0,-68.5,67.0,0.0,-68.5,,272488.63353116234,27292.827917284365,72069.6837518531,27292.827917284365,,0.0,27292.827917284365,,,10117.901966493853,0.0,-68.5,42599.01717168107,272488.63353116234,,1475.1008466441144,0.8510835262086669,0.0,0.0,1.0,0.15975946692670262,0.0,1.0,,0.2387552590601488,0.0,0.0,0.0,,0.02610017795583963,0.0,0.0,,,,,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.3846766666959645,0.3871521212774166,4,1.4471098296660045,0.7616367524557919,8,0,0.3046325312154279,0.4220235486891216,5,0.0,0.4713057845722225,0.9029719901309459,6,1.707825127659933,0.8292174872340067,5.75,5.393258426966293,0.6271087436170033,5,gaus,0.8035714285714286,1.0,0.13749999999999996,1,4.0,0.7596032834424107,0.8388320778176053,0.7821708295829315,0.0,0.013142702154692931,0.9926340048039842,0.2091353059465676,0.0,0.9936709256145079,,0.20885303273710115,0.0,0.0,0.0,,0.02555677737837612,0.09143620173687983,0.0619104169472493,,,,,0.32000000000000006,,1.0,0.44594594594594594,0.4666666666666666,0.9767310790004785,0.9767310790004785,0.4285714285714286,1.3477755864281213,0.4046961105418625,8,1.4703117183239298,0.8156760595218051,14,4.242640687119285,0.7878679656440357,11.0,10.181818181818182,0.6189339828220178,7,10.5,10.5,5.21536192416212,16,0.5675675675675675,1.0,0.3027027027027027,2,5.75
smoothed,gaus8,541225544.4485806,0.663102730887736,275.1799496892482,-33.67819325595886,598,127,19415.498830846573,,False,14.896006898428702,102704.94997870867,0.01992632001571671,5.7815055096187135e-06,0.44210598184195266,3075.069762638047,,,,[],[],11,33511.60083666012,6053.90747488769,77610.15597105463,"[22, 56, 140, 170, 227, 259, 361, 433, 493, 522, 568]","[77610.15597105463, 9734.79644361225, 14537.741744491592, 38735.15262230582, 20662.504089893635, 6053.90747488769, 72431.71231835072, 21471.259201401095, 7395.335814085851, 30870.764811890927, 69124.27871128709]","[0, 50, 101, 101, 201, 252, 101, 400, 451, 101, 101]","[101, 101, 150, 299, 299, 299, 451, 451, 499, 547, 597]",378718507871.2235,70865.0658137927,-70865.0658137927,0.0,,,,CWT,txu.059172014718829,378662831894.3835,,0.0,-60.0,59.0,0.0,-46.5,,70346.26581379269,33365.20083666012,358379.6092032613,33365.20083666012,,0.0,33365.20083666012,,,6048.90747488769,0.0,-55.5,77091.35597105463,70346.26581379269,,2773.169762638047,0.12112869915465083,0.8054965060842454,0.8975782095693154,0.0518145370373331,0.8820087762067272,0.8950255235759406,0.05156119112229081,,0.07394147667363733,0.08805034227611601,0.08805034227611601,0.08805034227611601,,0.051995091641844224,1.0,0.38052576779771413,,,,,0.0,,0.03515174305303631,0.41463414634146345,0.8125,0.06376030104759078,0.06376030104759078,1.0,1.1834815873500757,0.3308984819746016,7,1.8670658656777654,0.9826662450935608,2,0,0.2971728467450876,0.41168925346558277,6,0.0,0.5219495064336108,1.0,1,2.943920288775949,0.7056079711224051,4.0,2.2105263157894735,0.6528039855612026,4,gaus,0.8035714285714286,1.0,0.13749999999999996,1,3.25,0.4709826087183835,0.11938503715125093,0.5206447861301362,0.662802944668298,0.8989243086550963,0.05143287140643235,0.847457627118644,0.8950255235759406,0.05123485650827325,,0.08933886706157278,0.08805034227611602,0.08805034227611602,0.088050342276116,,0.05091256404868946,1.0,0.40603383110060737,,,,,0.0,,0.03515174305303631,0.6756756756756757,0.8999999999999999,0.06227666763960871,0.06227666763960871,1.0,1.234574271891554,0.3707051908646585,13,1.7823565066973026,0.9887872849868751,2,7.7781745930520225,0.6110912703473989,7.5,3.466666666666667,0.6180456351736994,8,10.5,10.5,5.21536192416212,16,0.5675675675675675,1.0,0.3027027027027027,2,6.5
smoothed,gaus6,703163360.3510973,0.6400468754114765,291.23097931003997,-35.42478838068541,598,127,24031.741986371948,,False,14.819507350020928,130307.13016766294,0.019734421097851933,6.792344915777821e-06,0.3982521929205411,1746.0744880349434,,,,[],[],11,32138.52498751738,4478.403699361323,83329.34091371964,"[23, 56, 140, 170, 227, 270, 359, 433, 494, 526, 566]","[83329.34091371964, 8955.29699254263, 15208.424310658893, 27112.236347081303, 17200.271789930393, 7723.997007044936, 64892.644560564855, 16491.52961783816, 4478.403699361323, 28463.822680726164, 79667.8069432229]","[0, 50, 101, 101, 201, 251, 101, 401, 449, 449, 449]","[449, 449, 150, 201, 299, 299, 449, 449, 498, 547, 597]",565539672971.0593,78656.779545104,-78656.779545104,0.0,,,,CWT,txu.059172014718829,565483996994.2194,,0.0,-55.5,59.0,0.0,-51.0,,78137.979545104,31992.124987517378,343275.7748626912,31992.12498751738,,0.0,31992.124987517378,,,4473.403699361323,0.0,-55.5,82810.54091371964,78137.979545104,,1444.1744880349434,0.2156156694192674,0.6828348069110121,0.8194995857918285,0.09364118274323308,0.5974321469202007,0.8262602911368345,0.09042336773527432,,0.010126021296544413,0.0681405310551484,0.0681405310551484,0.06814053105514846,,0.0254832342967322,0.9472465569722852,0.44362085839575316,,,,,0.0,,0.07203637102672603,0.6341463414634148,0.8125,0.09984829091582964,0.09984829091582964,0.7954545454545454,1.1522526542879277,0.3221669506568317,8,1.7082435389213564,0.8990755468007139,4,0,0.29605229313593623,0.4101368913171816,7,0.0,0.48723056773408735,0.9334821888485882,4,2.0615528128088303,0.793844718719117,5.75,5.209302325581396,0.6094223593595585,6,gaus,0.8035714285714286,1.0,0.13749999999999996,1,4.75,0.5721374912150482,0.21251185626245306,0.6123036259571185,0.5618707434781753,0.8218718489745652,0.09295142224099721,0.5959494398161449,0.8262602911368344,0.08985107151469107,,0.04306330201986327,0.06814053105514842,0.06814053105514842,0.06814053105514846,,0.024952678365048067,0.9520701314312823,0.46309303662714324,,,,,0.0,,0.07203637102672601,0.7972972972972973,0.8999999999999999,0.097524928922572,0.097524928922572,0.8831168831168832,1.2156846552028278,0.3650332121758222,14,1.6468030473476258,0.9135871011082249,6,5.656854249492381,0.717157287525381,10.0,8.4,0.6085786437626906,9,10.5,10.5,5.21536192416212,16,0.5675675675675675,1.0,0.3027027027027027,2,7.25
raw,gaus6,714724097.5208793,0.661627998841282,301.54265469566315,-32.257701261309805,598,127,23946.683310411343,,False,14.819043694877942,132333.73161855707,0.019096299844568263,7.453377070386258e-07,0.23517658448915219,1937.1543129055708,,,,[],[],11,31590.427748207716,6524.1954869525725,84546.86627068758,"[23, 55, 140, 169, 226, 270, 359, 432, 494, 528, 567]","[84546.86627068758, 8206.257350191205, 12308.772345903704, 31147.815725755507, 9759.396740202788, 19677.063454435724, 68509.24673801567, 6524.1954869525725, 6593.753943063946, 29525.664390434347, 70695.67278464184]","[0, 50, 100, 100, 200, 200, 100, 401, 450, 450, 450]","[450, 450, 150, 200, 250, 300, 450, 450, 498, 548, 597]",577617488506.0638,80280.57116174829,-80280.57116174829,0.0,,,,CWT,txu.059172014718829,577549262673.0638,,0.0,-67.0,75.0,0.0,-76.0,,79525.57116174829,31230.55565518446,316545.7052302849,31230.555655184464,,0.0,31230.55565518446,,,6521.1954869525725,0.0,-80.5,83791.86627068758,79525.57116174829,,1640.1543129055708,0.20523802284442608,0.6856535215838231,0.842002058582921,0.08747684533026796,0.8313702958919859,0.787800374710627,0.08380470298526294,,0.10321087102641663,0.15191374873337993,0.15191374873337993,0.15191374873338023,,0.02630338668631898,0.9231690542931053,0.4728835305162151,,,,,0.1,,0.07277988294656626,1.0,0.2857142857142857,0.09505329360412182,0.09505329360412182,0.32727272727272727,1.1873008538566923,0.37361488424747746,6,1.6188931211953663,0.8551521198927251,3,0,0.28265582656171573,0.44318167032625994,6,0.125,0.4970851174184735,0.8833673093117745,3,1.7320508075688772,0.8267949192431123,4.5,4.0,0.6883974596215562,3,gaus,0.8214285714285714,1.0,0.12500000000000003,1,2.5,,0.21079590594026515,0.06398540468350988,0.7448903052495454,0.8214048426986575,0.09591543068580405,0.8313702958919857,0.5705484725063144,0.09268634310643886,,0.10321087102641659,0.05709765847975988,0.05709765847975988,0.05709765847975992,,0.028780843857555884,0.8672460599123978,0.47288353051621523,,,,,0.6400000000000001,,0.0744184503576738,0.48648648648648646,0.06666666666666665,0.10380213488061171,0.10380213488061171,0.2337662337662338,1.2036050122824369,0.3614060619619112,15,1.5858707576309863,0.8797840582879135,7,5.656854249492381,0.717157287525381,11.0,9.545454545454547,0.5835786437626904,10,10.5,10.5,5.21536192416212,16,0.5675675675675675,1.0,0.3027027027027027,2,8.0
