signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,positive_frequencies_dtw,positive_frequencies_euclidean,positive_frequencies_wasserstein,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,positive_amplitudes_dtw,positive_amplitudes_euclidean,positive_amplitudes_wasserstein,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,positive_amplitudes_dtw_normalized,positive_amplitudes_euclidean_normalized,positive_amplitudes_wasserstein_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,mexh,2813942126.132788,0.6234177215189873,1445.8600215572542,-43.763175041781736,160,79,95559.3590375468,,False,12.531869019817034,591256.3967839258,0.022416128360814122,1.0033299690724257e-05,0.5307850911456438,41746.83157072047,0.03125,376296.53056940326,7,"[0.0, 0.00625, 0.0125, 0.018750000000000003, 0.025, 0.03125, 0.037500000000000006, 0.043750000000000004, 0.05, 0.05625, 0.0625, 0.06875, 0.07500000000000001, 0.08125, 0.08750000000000001, 0.09375, 0.1, 0.10625000000000001, 0.1125, 0.11875000000000001, 0.125, 0.13125, 0.1375, 0.14375000000000002, 0.15000000000000002, 0.15625, 0.1625, 0.16875, 0.17500000000000002, 0.18125000000000002, 0.1875, 0.19375, 0.2, 0.20625000000000002, 0.21250000000000002, 0.21875, 0.225, 0.23125, 0.23750000000000002, 0.24375000000000002, 0.25, 0.25625000000000003, 0.2625, 0.26875, 0.275, 0.28125, 0.28750000000000003, 0.29375, 0.30000000000000004, 0.30625, 0.3125, 0.31875000000000003, 0.325, 0.33125000000000004, 0.3375, 0.34375, 0.35000000000000003, 0.35625, 0.36250000000000004, 0.36875, 0.375, 0.38125000000000003, 0.3875, 0.39375000000000004, 0.4, 0.40625, 0.41250000000000003, 0.41875, 0.42500000000000004, 0.43125, 0.4375, 0.44375000000000003, 0.45, 0.45625000000000004, 0.4625, 0.46875, 0.47500000000000003, 0.48125, 0.48750000000000004, 0.49375]","[15349269.63690645, 4119569.1478634914, 1543172.7810972848, 1338622.3368985127, 317632.0392780232, 306087.3816194864, 376296.53056940326, 155870.21364664388, 183436.86051795073, 131266.83430871644, 55349.698119738576, 64443.74644266606, 50319.60180866782, 67128.24093243876, 58172.19886914106, 11788.068664964325, 40840.20360604489, 19268.278580925675, 30872.010795974165, 28765.84519861047, 31366.393139901433, 8921.223502410232, 20367.815975861326, 18568.52944610033, 15232.541717737997, 16183.114575094462, 16493.165969287184, 12741.544367703076, 13180.706031188814, 12186.623242415353, 13297.548614933155, 11889.739913113839, 11136.568317437313, 10721.712529666947, 10919.862061852951, 10223.797864676566, 9490.616747278758, 9300.622484186471, 7424.229060751647, 8575.643677755541, 8329.271361130413, 9482.146619067003, 7989.919662795666, 8449.195138111756, 7686.684190784605, 7355.456823493624, 7188.198114739342, 7015.675680033391, 6716.237990795332, 6924.687036001012, 6334.304233050731, 7063.707912302458, 7114.973988773188, 6315.342505307171, 6861.836923961392, 6130.406410772129, 6204.247252643401, 7005.882900283108, 6011.285788766961, 6138.314850231359, 6221.575594009103, 6149.893351106517, 5591.251630501287, 5559.185446206947, 5786.686240018239, 6125.643577913082, 5905.563806814029, 5448.35294354587, 5479.00663074217, 5858.33703986045, 5704.064934564866, 5336.696540813264, 5288.412066447864, 5103.631491316092, 5607.538642859217, 5473.2290850782965, 5249.284805330271, 5461.667964716328, 4900.651255557829, 7876.658035984265]",2,77957.74465519522,10454.221606962266,145461.26770342817,"[38, 129]","[145461.26770342817, 10454.221606962266]","[0, 107]","[159, 159]",1742287465635.3027,154468.67299801175,-154468.67299801175,24772838.76143092,0.012156420711768522,0.04319687472350785,0.49375,CWT,mdp.39015067403983,0.0,0.0,0.0,1742257296062.0627,0.0,0.0,-16.0,15.0,23770258.884903368,15972013.661898522,307712.3773190723,0.0,-11.5,0.0506732807950329,153794.67299801175,77745.54465519522,152308.08931039044,77745.54465519522,0.059404854920165506,24616990.185525816,77745.54465519522,4.0,367111.92147948075,10453.221606962266,0.0,-16.0,144787.26770342817,153794.67299801175,0.01875,41584.95157072047,1.0,1.0,0.0,0.3873985008710633,0.9999999999999999,0.05312208760484591,0.8268921190567567,0.17979437771758072,,0.09701807711660987,0.4035543568998861,1.0,0.41356859763841003,0.7879637620760558,0.7879637620760558,0.7879637620760558,1.0,0.4135685976384107,0.9076465516401686,0.8237746888246088,1.0,0.0,0.9999999999999998,0.22222222222222224,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.7206935635823865,0.7206935635823865,0.8333333333333333,5.965283936229116,1.0,1,1.717622684187205,1.0,1,0.0,0.6631868770452142,1.0,1,0,0.5559008856562808,1.0,1,0.0,1.0,1.0,1.0,0.95,1,mexh,1.0,1.0,,1,0.1,,,2,1.25,1
smoothed,gaus1,2281377412.228548,0.6189082278481013,1357.9264185788381,-43.635959049644754,160,79,86996.32310962661,,False,12.622275635798715,2260441.976988511,0.027872754431244345,6.880243357829284e-06,-0.2153496564259919,45961.64789354913,,,0,"[0.0, 0.00625, 0.0125, 0.018750000000000003, 0.025, 0.03125, 0.037500000000000006, 0.043750000000000004, 0.05, 0.05625, 0.0625, 0.06875, 0.07500000000000001, 0.08125, 0.08750000000000001, 0.09375, 0.1, 0.10625000000000001, 0.1125, 0.11875000000000001, 0.125, 0.13125, 0.1375, 0.14375000000000002, 0.15000000000000002, 0.15625, 0.1625, 0.16875, 0.17500000000000002, 0.18125000000000002, 0.1875, 0.19375, 0.2, 0.20625000000000002, 0.21250000000000002, 0.21875, 0.225, 0.23125, 0.23750000000000002, 0.24375000000000002, 0.25, 0.25625000000000003, 0.2625, 0.26875, 0.275, 0.28125, 0.28750000000000003, 0.29375, 0.30000000000000004, 0.30625, 0.3125, 0.31875000000000003, 0.325, 0.33125000000000004, 0.3375, 0.34375, 0.35000000000000003, 0.35625, 0.36250000000000004, 0.36875, 0.375, 0.38125000000000003, 0.3875, 0.39375000000000004, 0.4, 0.40625, 0.41250000000000003, 0.41875, 0.42500000000000004, 0.43125, 0.4375, 0.44375000000000003, 0.45, 0.45625000000000004, 0.4625, 0.46875, 0.47500000000000003, 0.48125, 0.48750000000000004, 0.49375]","[1238928.5101376728, 8344975.166204757, 4987842.379810352, 3932721.4417889523, 2136803.6767894, 1888409.4299634178, 1707131.4783326813, 1318462.7996245055, 1211037.0370554752, 1058907.970580345, 868121.6178671274, 815017.0501394701, 754678.3240704023, 697592.444466585, 670888.8667816934, 582048.2240170095, 577310.3653222726, 526633.7909626456, 509300.9417065236, 483819.0960299736, 463353.0251197568, 426005.5107854153, 415270.51922346535, 400832.49750180787, 377506.12695897673, 369172.9963965029, 358546.52621795196, 343896.1798401864, 332181.01898872334, 323211.7898280118, 313082.6012800143, 303439.8112980658, 295148.16651835263, 287463.1226294456, 281127.629393611, 273871.4912242331, 266922.13614126254, 259818.02627836252, 255781.17990911865, 250866.8893141332, 245414.40565588407, 239356.49974959414, 235207.95522019122, 231565.18147199313, 227846.01089506358, 224144.83855184488, 219966.84706793955, 217602.0605989806, 214666.10222358722, 208894.23382025442, 208535.65795921176, 205891.41862801815, 203406.4502895693, 200699.02388832535, 198212.79182388948, 196436.31658045316, 194522.08680427104, 191707.93555381, 191250.23137239943, 189352.70399601234, 187398.18774757598, 185501.1554658371, 184523.6451011204, 183209.7352434778, 182225.58073495873, 180988.9845464573, 180018.12369723865, 178948.0764597627, 178438.23738152266, 177403.8517628386, 176739.74901802064, 176192.16905589312, 175425.16067035467, 174789.51165536098, 174694.18332297163, 174105.50249350825, 174180.46146888245, 173337.81632461565, 173852.76346750997, 173785.21536704357]",1,26527.229682115,26527.229682115,26527.229682115,[96],[26527.229682115],[3],[111],1678726641316.7842,196176.4695685718,-196176.4695685718,48718564.7196349,0.10526337055271337,0.13013348270539465,0.49375,CWT,mdp.39015067403983,0.0,0.0,0.0,1678696471743.5442,0.0,0.0,-16.5,16.0,48562716.143729776,11599290.020265754,607033.9517966222,0.0,-16.5,0.04243366904591195,195502.4695685718,26315.029682115,22919.829682115,26315.029682115,0.0275317530617213,48562716.14372979,26315.029682115,11.0,,26526.229682115,0.0,-16.5,25853.229682115,195502.4695685718,,45799.767893549135,0.8883694584062685,0.5486205407822846,0.009716926252158253,0.7611475638566976,0.7933278316574593,0.0,0.0,1.0000000000000002,,0.35584460565628334,1.0,0.6711086566305051,1.0,0.0,0.0,0.0,0.7756320442448652,1.0,1.0,0.0,0.0,,0.32952496075037974,1.0000000000000002,1.0,,0.9616175554974747,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,4.452591896188409,0.7464174285395478,3,1.6141648532649395,0.9397668464240021,2,0.08695652173913042,0.5239249273787345,0.7900109991817809,3,0,0.5001477901193586,0.8997067697219052,2,0.5773502691896257,0.9422649730810374,2.5,2.4000000000000004,0.8461324865405186,2,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,1.75,2
smoothed,gaus2,1323131142.0739071,0.657753164556962,990.9402337626849,-40.196587016103855,160,79,60019.540646930436,,False,12.438160724683527,417864.58536231396,0.026296934910332054,6.670180113547552e-06,0.6869866101510295,11434.395310668873,0.03125,430965.10844121536,6,"[0.0, 0.00625, 0.0125, 0.018750000000000003, 0.025, 0.03125, 0.037500000000000006, 0.043750000000000004, 0.05, 0.05625, 0.0625, 0.06875, 0.07500000000000001, 0.08125, 0.08750000000000001, 0.09375, 0.1, 0.10625000000000001, 0.1125, 0.11875000000000001, 0.125, 0.13125, 0.1375, 0.14375000000000002, 0.15000000000000002, 0.15625, 0.1625, 0.16875, 0.17500000000000002, 0.18125000000000002, 0.1875, 0.19375, 0.2, 0.20625000000000002, 0.21250000000000002, 0.21875, 0.225, 0.23125, 0.23750000000000002, 0.24375000000000002, 0.25, 0.25625000000000003, 0.2625, 0.26875, 0.275, 0.28125, 0.28750000000000003, 0.29375, 0.30000000000000004, 0.30625, 0.3125, 0.31875000000000003, 0.325, 0.33125000000000004, 0.3375, 0.34375, 0.35000000000000003, 0.35625, 0.36250000000000004, 0.36875, 0.375, 0.38125000000000003, 0.3875, 0.39375000000000004, 0.4, 0.40625, 0.41250000000000003, 0.41875, 0.42500000000000004, 0.43125, 0.4375, 0.44375000000000003, 0.45, 0.45625000000000004, 0.4625, 0.46875, 0.47500000000000003, 0.48125, 0.48750000000000004, 0.49375]","[9608108.204034861, 3056172.617187621, 1666309.2239016218, 1654878.6675281534, 236257.8315625301, 367568.62215451786, 430965.10844121536, 186443.9979645294, 270279.01719508896, 166689.33963634635, 34546.94349665709, 56285.778630294415, 77612.25434252816, 52327.109834271316, 70842.07258375623, 46069.860908265364, 47250.55152494798, 28955.893261190642, 31556.97029938029, 28652.114930543394, 26292.587900711256, 20564.35303921259, 16370.055875566266, 20238.73564164894, 9035.10476735866, 14069.43431462916, 17808.74948913414, 15693.490691178207, 12030.880651779931, 13451.524354191011, 10971.392220633697, 10299.076939586768, 9883.89780914103, 9072.643275960538, 9061.94885313024, 8563.870936669839, 7969.717175321706, 7040.948482330673, 8724.53651009551, 8231.196806681315, 7819.103670589869, 5097.0304696175235, 6155.3421966503665, 6389.550319326135, 6114.9314783071595, 6076.156127334226, 6249.937932316302, 5631.187301128882, 5949.452491268323, 5717.30089124742, 5504.787479933373, 5313.222931798404, 5205.786205454122, 5440.290513195095, 5272.208320641572, 4695.636455895858, 5216.086746258447, 5477.713441554247, 5385.661906766038, 4878.697735537575, 5027.1550407942295, 4676.350063256609, 5100.3004001510335, 4763.233093913323, 4704.524337274924, 4775.530238477984, 4742.269378529406, 4442.559729069665, 4620.592965860656, 4331.38536279639, 4463.763680277891, 4391.338840096402, 4002.9290318840362, 4464.113172065701, 4510.208490718255, 4473.762652563652, 4215.288708055977, 4043.6235144977636, 4195.635954577403, 5639.827800311106]",2,91797.38225559851,54624.452934037006,128970.31157716001,"[35, 135]","[128970.31157716001, 54624.452934037006]","[0, 105]","[159, 159]",769444293070.5227,123361.75064962063,-123361.75064962063,18578320.802223273,0.015900785205043597,0.04564443823994146,0.49375,CWT,mdp.39015067403983,0.0,0.0,0.0,769414123497.2827,0.0,0.0,-16.0,15.0,17547089.246427465,10314025.581299065,230280.90282897692,0.0,-16.0,0.04692891630175783,122687.75064962063,91585.18225559851,179987.36451119703,91585.18225559851,0.056957291403731895,18422472.22631817,91585.18225559851,5.0,421780.49935129285,54623.452934037006,0.0,-16.0,128296.31157716001,122687.75064962063,0.01875,11272.515310668874,0.5366912846702306,0.518548691885646,0.27242072506125037,0.0,0.4214615977735875,0.4575955265610432,1.0,0.09459298353329346,,0.808299225345141,0.2538401765589913,0.5744383928406458,0.26186470442119025,1.0,1.0,1.0,0.8980394425686541,0.2618647044211906,0.24345200497850716,1.0,0.8613436792307266,0.0258066044489349,0.9485136322145562,0.33333333333333337,0.6666666666666666,1.0,0.4125296598812477,0.3333333333333333,0.3333333333333333,0.5123784680018799,0.5123784680018799,0.08333333333333331,5.15408991254581,0.8640141806567396,2,1.3116306309280419,0.7636314092746845,8,0.0,0.5793369201266761,0.8735651144182376,2,0,0.41266385118563137,0.742333501948737,3,2.8722813232690143,0.7127718676730985,3.75,2.742857142857143,0.6688859338365493,3,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,2.5,3
smoothed,gaus5,459366463.9946268,0.6798259493670886,702.0936772294752,-35.54509121644774,160,79,35545.415862888505,,False,12.628488238697791,456994.24031904386,0.02178652238927229,3.3974203232169764e-06,0.10351482626407489,0.0,0.0125,2494691.377128461,7,"[0.0, 0.00625, 0.0125, 0.018750000000000003, 0.025, 0.03125, 0.037500000000000006, 0.043750000000000004, 0.05, 0.05625, 0.0625, 0.06875, 0.07500000000000001, 0.08125, 0.08750000000000001, 0.09375, 0.1, 0.10625000000000001, 0.1125, 0.11875000000000001, 0.125, 0.13125, 0.1375, 0.14375000000000002, 0.15000000000000002, 0.15625, 0.1625, 0.16875, 0.17500000000000002, 0.18125000000000002, 0.1875, 0.19375, 0.2, 0.20625000000000002, 0.21250000000000002, 0.21875, 0.225, 0.23125, 0.23750000000000002, 0.24375000000000002, 0.25, 0.25625000000000003, 0.2625, 0.26875, 0.275, 0.28125, 0.28750000000000003, 0.29375, 0.30000000000000004, 0.30625, 0.3125, 0.31875000000000003, 0.325, 0.33125000000000004, 0.3375, 0.34375, 0.35000000000000003, 0.35625, 0.36250000000000004, 0.36875, 0.375, 0.38125000000000003, 0.3875, 0.39375000000000004, 0.4, 0.40625, 0.41250000000000003, 0.41875, 0.42500000000000004, 0.43125, 0.4375, 0.44375000000000003, 0.45, 0.45625000000000004, 0.4625, 0.46875, 0.47500000000000003, 0.48125, 0.48750000000000004, 0.49375]","[414281.2838861041, 2304195.1530185337, 2241319.0714806905, 2494691.377128461, 712162.1841336326, 845595.3626526849, 905672.1615562165, 560103.8262883405, 598225.1676314588, 483655.1155024236, 310000.99313353124, 318738.50452727155, 305652.6682174406, 282274.75719135284, 291519.5975654939, 209689.59805277907, 239167.73583379615, 199631.92440794656, 204924.74087263015, 195167.11077820117, 188313.6695416293, 158257.424791766, 161368.90669363734, 157997.16901914985, 141051.18915168146, 143003.76136808566, 142194.52373373948, 133993.96164585173, 128435.49334229683, 126595.29054287061, 121557.16909187156, 117289.63776518339, 114251.37658057937, 110848.68512658762, 109435.62202605458, 106095.30701635835, 102961.58557059319, 98046.29458956186, 98934.05821701823, 98197.60654164338, 94050.75681534178, 91350.08483563845, 89057.71789404486, 89408.54329489292, 88993.95596267444, 85962.20087442783, 84831.40127357593, 83807.62796768431, 83659.02958623011, 77838.57435075675, 80455.63376732943, 79283.48116430358, 77942.61097281934, 76231.80075199052, 75982.42824531384, 75416.50224708379, 74534.28202735094, 73259.99372392002, 74215.35145355576, 72617.7922546309, 71247.1279270957, 70877.24016210128, 70998.55328539696, 70426.91731303773, 69995.23766364975, 69623.23277631079, 69311.18119117254, 68854.11020879401, 68518.67911592891, 67971.60596688437, 68024.72596493278, 67624.90276567658, 67405.2413347976, 66870.62050212688, 67078.8532117614, 66948.68645701662, 67614.71922231896, 67008.08513522477, 66712.82061144576, 67780.25350121589]",2,49560.96080878292,6969.114646056154,92152.80697150968,"[54, 92]","[92152.80697150968, 6969.114646056154]","[5, 73]","[113, 113]",260445737828.51996,84618.5751431134,-84618.5751431134,19675289.629995603,0.10273500536544942,0.12745598761574223,0.49375,CWT,mdp.39015067403983,0.0,0.0,0.0,260415568255.27997,0.0,0.0,-16.0,15.0,19519441.054090504,4552191.705361784,243993.01317613124,0.0,-16.0,0.039905303858648,83944.5751431134,49348.76080878292,95514.52161756584,49348.760808782914,0.024854257972068874,19519441.0540905,49348.76080878292,4.0,2485506.7680385383,6968.114646056154,0.0,-16.0,91478.80697150968,83944.5751431134,0.0,161.88,0.21763857629992528,0.05003294451472652,0.6277081452058403,0.786831021721131,0.08626079626415796,0.7176141658900282,0.35337655650223077,0.1138205417952977,,0.04089677536256912,0.30129011788832205,0.14106609698220482,0.2887294972923827,0.3528983803237737,0.3528983803237737,0.3528983803237736,0.7067836390357993,0.2887294972923826,0.0,0.462187759007277,0.5517812930696465,1.0,0.2732018067223142,0.22222222222222224,0.6666666666666666,0.0,0.1051609464023426,0.3333333333333333,0.3333333333333333,0.2529253399058494,0.2529253399058494,0.08333333333333331,2.9192903834061132,0.48937995485450575,6,1.3673967580355668,0.7960984508554226,5,0.0,0.32014183211857195,0.48273245928047154,6,0,0.3691603435241672,0.6640758326699677,7,0.816496580927726,0.9183503419072274,6.0,5.915492957746478,0.6591751709536138,4,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,3.25,4
smoothed,gaus7,418341517.4029728,0.6695411392405063,677.2384620414387,-34.660789936251724,160,79,31947.19263939768,,False,12.680051942441995,416868.66026933625,0.02529717029328843,3.0479212723985165e-06,0.14784205898908448,0.0,0.0125,2405944.7114574523,9,"[0.0, 0.00625, 0.0125, 0.018750000000000003, 0.025, 0.03125, 0.037500000000000006, 0.043750000000000004, 0.05, 0.05625, 0.0625, 0.06875, 0.07500000000000001, 0.08125, 0.08750000000000001, 0.09375, 0.1, 0.10625000000000001, 0.1125, 0.11875000000000001, 0.125, 0.13125, 0.1375, 0.14375000000000002, 0.15000000000000002, 0.15625, 0.1625, 0.16875, 0.17500000000000002, 0.18125000000000002, 0.1875, 0.19375, 0.2, 0.20625000000000002, 0.21250000000000002, 0.21875, 0.225, 0.23125, 0.23750000000000002, 0.24375000000000002, 0.25, 0.25625000000000003, 0.2625, 0.26875, 0.275, 0.28125, 0.28750000000000003, 0.29375, 0.30000000000000004, 0.30625, 0.3125, 0.31875000000000003, 0.325, 0.33125000000000004, 0.3375, 0.34375, 0.35000000000000003, 0.35625, 0.36250000000000004, 0.36875, 0.375, 0.38125000000000003, 0.3875, 0.39375000000000004, 0.4, 0.40625, 0.41250000000000003, 0.41875, 0.42500000000000004, 0.43125, 0.4375, 0.44375000000000003, 0.45, 0.45625000000000004, 0.4625, 0.46875, 0.47500000000000003, 0.48125, 0.48750000000000004, 0.49375]","[485311.9771580568, 2100690.551945633, 1845730.0631957701, 2405944.7114574523, 570465.7827436052, 753539.6661593769, 851007.5720472606, 491883.4002879742, 554771.8519614256, 435016.7195484634, 255587.87820392146, 272571.15002555854, 265495.3070236259, 245138.21546315055, 257786.58436046218, 174387.5009962958, 209215.78698676653, 168945.2408087093, 177343.12339212402, 169094.93764427365, 163250.11274561557, 133349.19364870878, 138027.80954712347, 136037.30377120775, 118856.5714502926, 122004.3180058558, 122689.15713287749, 114457.72753012754, 109567.75063178959, 108436.77394533616, 103956.48891507782, 100094.73100162914, 97436.58665189204, 94469.41077364961, 93396.13168697941, 90730.54736546574, 87663.95310476393, 82751.33822160543, 84476.24964661167, 83860.91590733579, 80091.24330197454, 77759.47669800611, 75272.06989539803, 76264.97961460949, 76254.56768780266, 72813.39581887204, 72036.33296365279, 71220.3102025942, 71373.49417451874, 65933.02994836778, 68612.08808190592, 67526.13321472093, 66422.81188047167, 64184.610701059384, 64969.48462566818, 64322.93847645962, 63483.54438114419, 62474.67812104081, 63306.90588466197, 61713.94395534818, 60463.27401195646, 60206.97479127355, 60404.16026659432, 59958.04862539861, 59585.25766546745, 59236.102582322885, 59013.33685705223, 58613.57047564814, 58327.71956877586, 57826.339641708444, 57848.1700832859, 57528.325876569725, 57392.36854894008, 56957.84995081431, 57060.38257350967, 57007.848658976196, 57393.90944677227, 56994.079297253884, 56980.794099428065, 57924.05541071148]",2,53919.59728352901,11135.804885628824,96703.3896814292,"[53, 92]","[96703.3896814292, 11135.804885628824]","[5, 73]","[113, 113]",212446652568.36615,68716.29919014666,-68716.29919014666,17428199.70115459,0.09962899365605843,0.12598599590595824,0.49375,CWT,mdp.39015067403983,0.0,0.0,0.0,212416482995.12616,0.0,0.0,-16.0,15.0,17250895.27510193,4113269.2542189835,215904.3890656185,0.0,-16.0,0.03679929214925701,68042.29919014666,53707.39728352901,104231.79456705802,53707.39728352901,0.02338426626228489,17272351.125249486,53707.39728352901,2.0,2396760.1023675296,11134.804885628824,0.0,-16.0,96029.3896814292,68042.29919014666,0.0,161.88,0.1707309595861201,0.0,0.695252250156903,1.0,0.0703402622015903,0.5964585274930099,0.4025015161950993,0.09410360513803298,,0.10799373475972829,0.24671447692118145,0.10805285250982277,0.2336982111036519,0.4196767821336818,0.4196767821336818,0.4196767821336818,0.6222056857284828,0.23369821110365196,0.0,0.5176879166877177,0.5900426922925002,0.9581066457864731,0.24227940846652854,0.0,0.6666666666666666,0.0,0.07617576180282393,0.3333333333333333,0.3333333333333333,0.14643186883891204,0.14643186883891204,0.08333333333333331,2.7303314616882286,0.45770352105220585,7,1.44076622860123,0.8388141597483698,4,0.0,0.30022679773513494,0.45270316426159674,7,0,0.37867339009634443,0.6811886792540245,5,1.5,0.85,5.75,5.4368932038834945,0.6375,5,gaus,5.5,5.5,2.449489742783178,8,0.55,1.0,0.31499999999999995,1,4.0,5
