wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,relative_num_peaks_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
db19,1,periodic,1.3773425123497357e-28,336.32584796917,115990.18555441895,0.5955882352941176,13.900962658942701,100,smoothed,5.254685575550863e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333333326, 12.99999999999995, 17.866666666666674, 5.866666666666619, 21.46666666666669, 8.600000000000026, 1.4666666666666397, 17.0, 21.599999999999966, 6.9333333333332785, 2.066666666666663, 13.73333333333335, 18.866666666666678, 3.933333333333335, 4.466666666666639, 26.0, 18.26666666666665, 7.066666666666717, 1.4000000000000279, 8.533333333333303, 4.866666666666663, 443.4666666666666]",22,4.334234839892567,3633.0355295769064,0.5533989146625075,5.533355965637546e-05,1.0,23,27.96521739130434,1.4000000000000279,325.33333333333326,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.33333333333326, 12.99999999999995, 18.799999999999955, 2.3333333333333104, 8.866666666666617, 10.266666666666708, 29.4666666666667, 10.533333333333362, 40.66666666666663, 8.666666666666629, 5.533333333333362, 12.666666666666687, 13.73333333333335, 4.199999999999986, 6.133333333333324, 47.60000000000002, 18.26666666666665, 8.066666666666658, 13.266666666666708, 1.4000000000000279, 16.866666666666674, 8.133333333333294, 19.39999999999994]","[5, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 53, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 18, 23, 26, 34, 34, 53, 44, 48, 53, 53, 58, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888887,443.4666666666666,-443.4666666666666,DWT,mdp.39015035518102,0.0,-15.0,1.333333333333365,183.60000000000008,15.43478260869566,5.684341886080802e-14,0.0,15.43478260869566,51.20000000000016,23.42572463768117,0.0,5.684341886080802e-14,0.0,-15.0,0.0,-15.0,7.0,0.8833157247459901,0.8423130477999984,0.21552748201390848,0.28704166964477174,0.31978939030312525,,0.9999999990063887,0.9999999990063887,0.9213025780226605,0.09062499995433666,1.0,0.0,0.0,0.0,1.3217032727877998,0.9999999993836529,68,1.3016421237337064,0.6995416912046216,154,0,0,0.5014909469987219,0.9999999993924656,67,0,0,0.5095974629015589,0.6599999912005,164,52.98663353463148,0.9290674249871065,113.25,94.7366160817789,0.8887304996421477,62,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,47.0,62
db18,1,reflect,8.57984842041003e-29,338.3814713405514,112574.06007295234,0.5970149253731343,16.613975799631625,100,smoothed,4.218847493575593e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333333, 12.999999999999954, 17.866666666666674, 5.866666666666621, 21.466666666666697, 8.600000000000021, 1.4666666666666384, 17.0, 21.59999999999996, 6.933333333333279, 2.066666666666661, 13.733333333333345, 18.86666666666667, 3.9333333333333367, 4.466666666666638, 26.000000000000004, 18.266666666666644, 7.066666666666722, 1.400000000000034, 8.533333333333305, 4.866666666666673, 443.4666666666667]",22,4.385182241346336,3592.8068630567923,0.5128384161926278,5.533355965637544e-05,0.9999999999999999,23,27.965217391304346,1.400000000000034,325.3333333333333,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.3333333333333, 12.999999999999954, 18.799999999999955, 2.333333333333319, 8.866666666666617, 10.266666666666705, 29.466666666666697, 10.533333333333356, 40.66666666666662, 8.666666666666632, 5.53333333333336, 12.666666666666686, 13.733333333333345, 6.133333333333324, 4.199999999999988, 47.60000000000002, 18.266666666666644, 8.066666666666663, 13.266666666666708, 1.400000000000034, 16.866666666666674, 8.133333333333342, 19.399999999999988]","[3, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.08888888883,443.4666666666667,-443.4666666666667,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333712,183.60000000000002,15.434782608695652,5.684341886080802e-14,0.0,15.434782608695652,51.200000000000045,23.425724637681167,0.0,5.684341886080802e-14,0.0,-15.0,0.0,-15.0,7.0,0.9019577592053545,0.8619399106314263,0.19493958852521337,0.2948078562231369,0.31148617518925,,0.9999999990063704,0.9999999990063704,0.9213025780226571,0.09062499995433133,1.0,0.0,0.0,0.0,1.321703272787785,0.9999999993836418,168,1.3121320176664872,0.7051792762277964,135,0,0,0.5014909469987161,0.9999999993924542,176,0,0,0.5130262579548762,0.6644407603757085,158,17.764665303161028,0.9762186542126359,159.25,157.66205793858163,0.8815162882843635,63,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,47.75,63
db13,1,reflect,2.5355308370629234e-28,333.6755785252629,123593.27676596513,0.6048387096774194,13.942292350131167,100,smoothed,5.7565063826814345e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333333337, 12.999999999999925, 17.866666666666674, 5.866666666666618, 21.466666666666697, 8.600000000000021, 1.4666666666666424, 17.0, 21.599999999999973, 6.933333333333281, 2.066666666666662, 13.733333333333345, 18.866666666666674, 3.933333333333336, 4.466666666666637, 26.000000000000004, 18.26666666666666, 7.06666666666672, 1.400000000000034, 8.533333333333307, 4.866666666666679, 443.4666666666666]",22,4.080642754852912,3961.7801091028564,0.528254848385947,5.533355965637545e-05,0.9999999999999999,23,27.965217391304346,1.400000000000034,325.33333333333337,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.33333333333337, 12.999999999999925, 18.79999999999997, 2.3333333333333166, 8.866666666666617, 10.266666666666707, 29.466666666666697, 10.533333333333363, 40.666666666666636, 8.666666666666629, 5.533333333333358, 12.666666666666682, 13.733333333333345, 4.199999999999988, 6.1333333333333275, 47.60000000000002, 18.26666666666666, 8.066666666666661, 13.26666666666671, 1.400000000000034, 16.866666666666674, 8.133333333333336, 19.399999999999963]","[3, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 53, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 58, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.08888888883,443.4666666666666,-443.4666666666666,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333712,183.59999999999997,15.434782608695652,5.684341886080802e-14,0.0,15.434782608695652,51.200000000000045,23.425724637681167,0.0,5.684341886080802e-14,0.0,-15.0,0.0,-15.0,7.0,0.8592809647856984,0.7446198009182,0.26134887613346663,0.3373966213303024,0.3876424214235983,,0.9999999990063704,0.9999999990063704,0.9213025780226571,0.09062499995433133,1.0,0.0,0.0,0.0,1.321703272787785,0.9999999993836418,174,1.3085685344988127,0.7032641530182434,144,0,0,0.5014909469987161,0.9999999993924542,179,0,0,0.5180577369182532,0.6709572293797856,150,17.327723451163457,0.9768035830640382,161.75,160.35387067502717,0.8801353926029696,64,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,48.5,64
db21,1,antisymmetric,1.1977275123970623e-28,336.93268723690653,115727.29509287296,0.6,14.958604722066443,100,smoothed,5.431211036466265e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333333, 12.999999999999947, 17.866666666666674, 5.866666666666617, 21.466666666666697, 8.600000000000026, 1.4666666666666393, 16.999999999999993, 21.599999999999962, 6.933333333333276, 2.066666666666661, 13.733333333333347, 18.866666666666678, 3.933333333333337, 4.466666666666638, 25.999999999999996, 18.26666666666666, 7.066666666666719, 1.4000000000000323, 8.533333333333308, 4.866666666666671, 443.4666666666666]",22,4.383008983911274,3542.5243814335863,0.513461533183575,5.533355965637545e-05,0.9999999999999999,23,27.965217391304346,1.4000000000000323,325.3333333333333,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.3333333333333, 12.999999999999947, 18.79999999999997, 2.33333333333331, 8.86666666666662, 10.266666666666705, 29.466666666666697, 10.533333333333358, 40.66666666666663, 8.666666666666625, 5.533333333333359, 12.666666666666686, 13.733333333333347, 6.1333333333333275, 4.19999999999999, 47.60000000000002, 18.26666666666666, 8.06666666666666, 13.26666666666671, 1.4000000000000323, 16.866666666666667, 8.133333333333349, 19.399999999999977]","[5, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 18, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888888,443.4666666666666,-443.4666666666666,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333695,183.60000000000002,15.434782608695652,5.684341886080802e-14,0.0,15.434782608695652,51.200000000000045,23.425724637681167,0.0,5.684341886080802e-14,0.0,-15.0,0.0,-15.0,7.0,0.8888190278792082,0.8611026898044905,0.21394312545239857,0.3110571081409478,0.3011078480535939,,0.9999999990063704,0.9999999990063704,0.9213025780226571,0.09062499995433133,1.0,0.0,0.0,0.0,1.321703272787785,0.9999999993836418,167,1.3156803068337861,0.7070862337238056,130,0,0,0.5014909469987161,0.9999999993924542,180,0,0,0.5152059598661278,0.6672637792228877,157,21.205345238091898,0.9716126569771193,158.5,156.21757294476143,0.8797152976987337,65,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,49.25,65
db15,1,antireflect,1.2654836537705497e-28,336.6937020956443,124251.57245356984,0.6640625,15.5057750583933,100,smoothed,4.8319681589248384e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333333, 12.99999999999994, 17.86666666666667, 5.866666666666618, 21.466666666666697, 8.600000000000021, 1.4666666666666415, 17.0, 21.599999999999966, 6.933333333333281, 2.0666666666666615, 13.733333333333348, 18.866666666666674, 3.933333333333338, 4.466666666666643, 26.0, 18.266666666666648, 7.066666666666719, 1.4000000000000372, 8.533333333333317, 4.866666666666667, 443.4666666666666]",22,4.10998777611906,3963.4301082977936,0.5047392924786862,5.5333559656375476e-05,0.9999999999999999,23,27.965217391304346,1.4000000000000372,325.3333333333333,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.3333333333333, 12.99999999999994, 18.79999999999995, 2.3333333333333144, 8.866666666666614, 10.26666666666671, 29.466666666666697, 10.533333333333363, 40.66666666666663, 8.666666666666625, 5.533333333333353, 12.666666666666679, 13.733333333333348, 4.199999999999988, 6.133333333333327, 47.60000000000002, 18.266666666666648, 8.066666666666661, 13.266666666666703, 1.4000000000000372, 16.866666666666667, 8.133333333333335, 19.39999999999997]","[1, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 53, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 58, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888888,443.4666666666666,-443.4666666666666,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333743,183.60000000000002,15.434782608695652,5.684341886080802e-14,0.0,15.434782608695652,51.200000000000045,23.425724637681167,0.0,5.684341886080802e-14,0.0,-15.0,0.0,-15.0,7.0,0.8866517197522858,0.755924611188036,0.26531621327433025,0.6597812879708385,0.38798298200982684,,0.9999999990063704,0.9999999990063704,0.9213025780226571,0.09062499995433133,1.0,0.0,0.0,0.0,1.321703272787785,0.9999999993836418,170,1.461717152074821,0.7855708339340866,51,0,0,0.5014909469987161,0.9999999993924542,172,0,0,0.5911313628390636,0.7655977956614903,51,69.28684338795257,0.9072465282624463,111.0,78.56695029108822,0.8793260753762031,66,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,50.0,66
db12,1,reflect,5.929682535271684e-29,339.9859530669371,122370.37735889028,0.5983606557377049,10.63083436534917,100,smoothed,3.02535774210355e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333333, 12.999999999999947, 17.866666666666674, 5.866666666666617, 21.466666666666697, 8.600000000000025, 1.4666666666666401, 17.0, 21.599999999999966, 6.933333333333283, 2.0666666666666633, 13.733333333333348, 18.866666666666674, 3.9333333333333376, 4.466666666666642, 26.000000000000007, 18.266666666666648, 7.06666666666672, 1.4000000000000359, 8.533333333333307, 4.86666666666667, 443.4666666666667]",22,3.997058879937637,3898.8269092126907,0.5228174058745164,5.533355965637544e-05,1.0,23,27.965217391304346,1.4000000000000359,325.3333333333333,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.3333333333333, 12.999999999999947, 18.79999999999996, 2.333333333333319, 8.866666666666617, 10.266666666666708, 29.466666666666697, 10.533333333333363, 40.66666666666663, 8.66666666666663, 5.53333333333336, 12.666666666666684, 13.733333333333348, 6.133333333333327, 4.1999999999999895, 47.60000000000003, 18.266666666666648, 8.066666666666663, 13.266666666666708, 1.4000000000000359, 16.866666666666674, 8.13333333333332, 19.39999999999999]","[3, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.08888888883,443.4666666666667,-443.4666666666667,DWT,mdp.39015035518102,0.0,-15.0,1.333333333333373,183.60000000000002,15.434782608695652,5.684341886080802e-14,0.0,15.434782608695652,51.200000000000045,23.425724637681167,0.0,5.684341886080802e-14,0.0,-15.0,0.0,-15.0,7.0,0.9165084809227295,0.712420136144915,0.2539788533176079,0.30213333864510106,0.3746488522598409,,0.9999999990063704,0.9999999990063704,0.9213025780226571,0.09062499995433133,1.0,0.0,0.0,0.0,1.321703272787785,0.9999999993836418,175,1.3038174596468757,0.7007107822595973,153,0,0,0.5014909469987161,0.9999999993924542,185,0,0,0.511937932258039,0.6630312263755862,159,14.65150731722394,0.980386201717237,168.0,167.04985810277685,0.8777433016618313,67,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,50.75,67
db11,1,antisymmetric,1.7941760176302355e-28,335.177617020646,131861.0324725267,0.6083333333333333,12.702045231424938,100,smoothed,5.458272722691502e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333333337, 12.999999999999943, 17.866666666666667, 5.866666666666617, 21.466666666666697, 8.600000000000026, 1.4666666666666388, 17.0, 21.599999999999966, 6.93333333333328, 2.066666666666663, 13.733333333333345, 18.86666666666667, 3.9333333333333367, 4.46666666666664, 26.000000000000007, 18.26666666666666, 7.06666666666672, 1.4000000000000346, 8.533333333333303, 4.866666666666669, 443.4666666666666]",22,3.6754745076138096,3918.549283679209,0.5069679098991215,5.533355965637545e-05,0.9999999999999999,23,27.96521739130434,1.4000000000000346,325.33333333333337,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.33333333333337, 12.999999999999943, 18.799999999999955, 2.333333333333313, 8.866666666666617, 10.266666666666705, 29.4666666666667, 10.53333333333336, 40.66666666666663, 8.666666666666629, 5.533333333333359, 12.666666666666687, 13.733333333333345, 6.133333333333327, 4.199999999999987, 47.60000000000003, 18.26666666666666, 8.066666666666663, 13.266666666666708, 1.4000000000000346, 16.866666666666674, 8.133333333333312, 19.399999999999917]","[5, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.08888888883,443.4666666666666,-443.4666666666666,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333717,183.59999999999997,15.43478260869566,5.684341886080802e-14,0.0,15.43478260869566,51.20000000000016,23.425724637681167,0.0,5.684341886080802e-14,0.0,-15.0,0.0,-15.0,7.0,0.8729026494678522,0.5885336927890544,0.3111759901550992,0.35641960307816917,0.37871955934306034,,0.9999999990063887,0.9999999990063887,0.9213025780226571,0.09062499995433666,1.0,0.0,0.0,0.0,1.3217032727877989,0.9999999993836522,102,1.2676520961212798,0.6812744263654321,174,0,0,0.5014909469987214,0.9999999993924648,92,0,0,0.5015502989666472,0.6495777883582996,179,46.125733959833454,0.9382520295049084,136.75,124.97186023630884,0.8775932168943551,68,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,51.5,68
db7,1,reflect,5.469776627527834e-29,340.3365715816357,146346.28860237426,0.6785714285714286,13.581961860915893,100,smoothed,2.5834889783027373e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333333, 12.999999999999929, 17.866666666666674, 5.866666666666618, 21.466666666666697, 8.600000000000023, 1.4666666666666424, 16.999999999999993, 21.599999999999962, 6.93333333333328, 2.066666666666663, 13.733333333333348, 18.866666666666674, 3.9333333333333362, 4.466666666666638, 25.999999999999996, 18.26666666666665, 7.06666666666672, 1.4000000000000337, 8.533333333333307, 4.866666666666674, 443.4666666666666]",22,3.343851621105957,4234.567651234782,0.5189232688842051,5.533355965637545e-05,0.9999999999999999,23,27.965217391304346,1.4000000000000337,325.3333333333333,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.3333333333333, 12.999999999999929, 18.799999999999955, 2.3333333333333153, 8.866666666666616, 10.266666666666708, 29.46666666666669, 10.533333333333355, 40.66666666666663, 8.666666666666629, 5.533333333333359, 12.666666666666686, 13.733333333333348, 4.199999999999987, 6.133333333333325, 47.60000000000002, 18.26666666666665, 8.066666666666665, 13.266666666666707, 1.4000000000000337, 16.866666666666674, 8.133333333333336, 19.399999999999988]","[0, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 53, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 58, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888888,443.4666666666666,-443.4666666666666,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333708,183.60000000000002,15.434782608695652,5.684341886080802e-14,0.0,15.434782608695652,51.200000000000045,23.425724637681167,0.0,5.684341886080802e-14,0.0,-15.0,0.0,-15.0,7.0,0.9196881696361879,0.4607800347117524,0.3984739866647994,0.738760631834751,0.44394589450974176,,0.9999999990063704,0.9999999990063704,0.9213025780226571,0.09062499995433133,1.0,0.0,0.0,0.0,1.321703272787785,0.9999999993836418,179,1.4545225230077858,0.7817042235245318,53,0,0,0.5014909469987161,0.9999999993924542,170,0,0,0.5923297434714466,0.7671498661963869,48,71.71471257698799,0.9039963687055047,112.5,78.17049311763907,0.8766969795334753,69,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,52.25,69
db8,1,antireflect,5.116956276551804e-29,340.62615043299303,139670.01783219996,0.631578947368421,10.570034102163508,100,smoothed,2.6992297286199114e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333333, 12.999999999999929, 17.86666666666667, 5.8666666666666165, 21.466666666666693, 8.600000000000023, 1.466666666666641, 17.0, 21.599999999999962, 6.93333333333328, 2.066666666666661, 13.733333333333348, 18.866666666666667, 3.9333333333333362, 4.466666666666642, 25.999999999999996, 18.26666666666665, 7.06666666666672, 1.4000000000000343, 8.533333333333319, 4.866666666666678, 443.4666666666666]",22,3.319555507347713,4049.2568776317958,0.5052091979596711,5.533355965637545e-05,0.9999999999999999,23,27.965217391304346,1.4000000000000343,325.3333333333333,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.3333333333333, 12.999999999999929, 18.79999999999995, 2.3333333333333153, 8.86666666666662, 10.266666666666705, 29.466666666666697, 10.53333333333336, 40.666666666666615, 8.666666666666629, 5.53333333333336, 12.666666666666686, 13.733333333333348, 6.133333333333327, 4.1999999999999895, 47.600000000000016, 18.26666666666665, 8.066666666666663, 13.266666666666708, 1.4000000000000343, 16.866666666666674, 8.133333333333313, 19.399999999999977]","[0, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 18, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888888,443.4666666666666,-443.4666666666666,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333715,183.60000000000002,15.434782608695652,5.684341886080802e-14,0.0,15.434782608695652,51.200000000000045,23.425724637681167,0.0,5.684341886080802e-14,0.0,-15.0,0.0,-15.0,7.0,0.9223143019330193,0.4514202542624485,0.3582382423211732,0.4829570889556819,0.40569766633705545,,0.9999999990063704,0.9999999990063704,0.9213025780226571,0.09062499995433133,1.0,0.0,0.0,0.0,1.321703272787785,0.9999999993836418,177,1.3136797315687174,0.7060110643060443,132,0,0,0.5014909469987161,0.9999999993924542,188,0,0,0.5241255107618757,0.6788158451990153,143,26.745716167890016,0.9641958284231726,160.0,156.63159973666887,0.8750028673575033,70,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,53.0,70
db21,1,reflect,2.3961233995220244e-28,333.9211756901293,110541.3549328793,0.5857142857142857,13.609845848316294,100,smoothed,6.8317573820308996e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333333326, 12.999999999999943, 17.866666666666678, 5.866666666666617, 21.466666666666697, 8.600000000000025, 1.4666666666666384, 16.999999999999993, 21.599999999999962, 6.933333333333276, 2.066666666666661, 13.733333333333347, 18.866666666666678, 3.933333333333337, 4.466666666666638, 25.999999999999996, 18.26666666666666, 7.066666666666718, 1.4000000000000328, 8.533333333333317, 4.866666666666694, 443.4666666666666]",22,4.554554400174858,3512.8623905094837,0.5231696713235141,5.533355965637546e-05,1.0,23,27.965217391304346,1.4000000000000328,325.33333333333326,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.33333333333326, 12.999999999999943, 18.79999999999995, 2.3333333333333113, 8.866666666666617, 10.266666666666707, 29.466666666666693, 10.533333333333356, 40.66666666666663, 8.666666666666625, 5.533333333333359, 12.666666666666686, 13.733333333333347, 6.1333333333333275, 4.19999999999999, 47.60000000000002, 18.26666666666666, 8.06666666666666, 13.266666666666708, 1.4000000000000328, 16.866666666666667, 8.13333333333336, 19.40000000000004]","[3, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888887,443.4666666666666,-443.4666666666666,DWT,mdp.39015035518102,0.0,-15.0,1.33333333333337,183.60000000000008,15.434782608695652,5.684341886080802e-14,0.0,15.434782608695652,51.200000000000045,23.425724637681167,0.0,5.684341886080802e-14,0.0,-15.0,0.0,-15.0,7.0,0.8615082360233692,0.9271884617632586,0.1826891260803209,0.23329283110571114,0.2949855996011006,,0.9999999990063704,0.9999999990063704,0.9213025780226571,0.09062499995433133,1.0,0.0,0.0,0.0,1.321703272787785,0.9999999993836418,159,1.2831551078185361,0.6896062119028848,164,0,0,0.5014909469987161,0.9999999993924542,191,0,0,0.4999328509147521,0.6474829669007127,187,16.09088769044973,0.9784593203608437,175.25,174.13969136813225,0.8719271166730591,71,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,53.75,71
