signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
raw,rbio3.1,18620040.764422707,0.6486146095717884,368.4973145961921,6.496519284748841,794,1,False,False,252.6180580800945,,9.61663813370879,296657.9478502774,1.0,1.0719576347542425e-06,0.2403813452393666,659.5538501517522,,,,[],[],15,2281.244327238,460.14973785714596,3005.3805967381236,"[3, 42, 88, 139, 212, 253, 335, 395, 437, 481, 544, 601, 668, 727, 771]","[460.14973785714596, 2360.4992122959925, 2090.2076451874345, 2520.3053448441524, 2293.6776214738634, 3005.3805967381236, 2157.9131194860465, 2525.0783156171615, 2369.1612703655273, 1905.2992219071523, 2285.3691167949214, 2621.5983912491247, 2657.3072836990455, 2175.59078901571, 2791.1272420385994]","[0, 23, 79, 23, 199, 199, 320, 376, 432, 470, 432, 432, 651, 706, 651]","[5, 135, 135, 199, 237, 651, 344, 432, 487, 487, 595, 651, 706, 730, 786]",659404033.1875,2497.3243744555893,-2497.3243744555893,0.0,,,,SWT,mdp.39015056038410,369229418.1875,,0.0,-102.5,95.0,0.0,-102.5,,1124.3243744555893,1629.544327238,37468.335091429995,1629.544327238,,0.0,1629.544327238,,,440.14973785714596,0.0,-98.0,1633.3805967381236,1124.3243744555893,,181.05385015175216,1.0,0.07761391991669592,0.9999999999999999,1.0,0.2459016393442625,0.3643513847163465,0.9999999999999999,0.23171254062925778,1.0,1.0,0.9999999999999999,,0.0,0.06667937298784543,0.0,0.9065098075188095,,,,,0.6666666666666666,,1.0,0.0,0.06849315068493149,0.8788464192079484,0.8788464192079484,0.007299270072992664,2.582622755875042,0.8871260556184494,7,1.9906695615742611,1.0,1,0,0.51367024313176,1.0,1,0,0.6696952777110435,1.0,1,3.0,0.9716981132075472,2.5,1.2727272727272727,0.9740566037735849,1,rbio,58.733333333333334,71.0,35.151644275027806,15,0.7740051679586564,1.0,0.15819638242894052,4,1.75,1
raw,sym13,4976336.546451656,0.6448362720403022,201.07477335253134,13.864885767828461,794,1,False,False,214.84451655291718,,9.23610964343511,246875.326195672,1.0,1.5208899678530994e-06,0.9590680241012993,699.2350018751686,,,,[],[],15,1847.3985970183246,598.5825307847437,2418.1564048100067,"[4, 44, 89, 140, 211, 283, 337, 396, 448, 503, 545, 613, 669, 717, 772]","[598.5825307847437, 1989.4853862630166, 1719.6959787521187, 1843.242531042277, 1981.3961412315339, 2040.719362859865, 1600.1643176062362, 1935.1194471204278, 2146.958810166926, 1758.8514766293474, 1949.6430735912222, 1763.950056675697, 2071.478763064055, 1893.534674677398, 2418.1564048100067]","[0, 24, 81, 136, 159, 159, 322, 377, 377, 488, 542, 597, 620, 708, 763]","[6, 377, 136, 159, 268, 377, 349, 401, 763, 542, 620, 620, 763, 763, 787]",580014139.5767794,2260.9178446833257,-2260.9178446833257,0.0,,,,SWT,mdp.39015056038410,289839524.57677937,,0.0,-80.0,95.0,0.0,-53.0,,887.9178446833257,1195.6985970183246,43976.02104472513,1195.6985970183248,,0.0,1195.6985970183246,,,578.5825307847437,0.0,-66.5,1046.1564048100067,887.9178446833257,,220.73500187516856,0.25783725892542453,0.8980467460795494,0.42787052263990744,0.1184263947076646,0.19672131147541,0.9657481373873953,0.1342848028170834,0.31061609288067005,0.4158301243706388,0.4158301243706388,0.4158020631719635,,0.0,0.19119010350480864,0.7408539130460743,0.40671195709351143,,,,,0.6666666666666666,,0.2292670492248346,0.3308823529411765,0.5,0.5097785890575477,0.5097785890575477,0.7299270072992701,1.9510867719164455,0.6701946338086536,22,1.4080293846710987,0.7073144693876773,20,0,0.42487564217902324,0.8271369577272547,13,0,0.42841931057606214,0.63972275874538,18,3.8622100754188224,0.9635640558922752,18.25,17.549002897562637,0.8956971222857603,2,sym,45.473684210526315,39.0,33.6111231936569,19,0.5992656058751531,0.9561749922900389,0.29366157820038113,2,2.0,2
raw,sym9,5001390.496113212,0.6360201511335013,197.74878717671626,13.45560748741364,794,1,False,False,219.27155479013467,,9.249530260642878,246875.32619568042,1.0,1.51309733701878e-06,0.9374438046153843,705.7230489490098,,,,[],[],15,1916.3265295419542,631.0697472106938,2595.9787009738534,"[4, 43, 89, 140, 211, 283, 336, 396, 448, 503, 545, 608, 669, 717, 772]","[631.0697472106938, 1895.5650936223713, 1833.6542326841118, 2010.425913427431, 1922.6245122516573, 2218.179568049527, 1712.8979866181803, 2067.6256847520685, 2326.2168736107096, 1677.191099404085, 1972.5488878417566, 1738.4635458987825, 2166.873758061626, 1975.582338722458, 2595.9787009738534]","[0, 24, 48, 24, 159, 159, 321, 377, 377, 488, 508, 596, 652, 707, 652]","[6, 136, 136, 159, 238, 377, 345, 401, 652, 508, 652, 652, 763, 763, 787]",579567114.1252682,2324.018448702526,-2324.018448702526,0.0,,,,SWT,mdp.39015056038410,289392499.1252682,,0.0,-93.5,95.0,0.0,-53.0,,951.0184487025258,1264.6265295419541,42942.10205687069,1264.626529541954,,0.0,1264.6265295419541,,,611.0697472106938,0.0,-75.5,1223.9787009738534,951.0184487025258,,227.2230489490098,0.34481832292259773,0.852475541517604,0.44804859315286055,0.12004522932743437,0.08196721311475513,0.9476529983506334,0.13428480281722968,0.3291330694189428,0.508641045315578,0.508641045315578,0.5086174423846089,,0.0,0.2115481688760742,0.6231495656909675,0.5580599475238183,,,,,0.6666666666666666,,0.22492723681742435,0.13235294117647062,0.37671232876712335,0.6082885711167579,0.6082885711167579,0.7299270072992701,2.0722262637521376,0.7118058212448959,17,1.3645397387405362,0.6854677265781022,24,0,0.4396635738324026,0.8559257222140194,11,0,0.41847038588615937,0.6248668608153434,22,5.802298395176403,0.9452613358945623,18.5,16.888052681091253,0.8853665170038849,3,sym,45.473684210526315,39.0,33.6111231936569,19,0.5992656058751531,0.9561749922900389,0.29366157820038113,2,2.75,3
raw,rbio5.5,4115103.158027877,0.6738035264483627,193.37610177443045,10.217757792422859,794,1,False,False,230.0642040451882,,9.11979968515255,264480.2331100595,1.0,1.793384760963935e-06,0.7477222755925885,675.757314518083,,,,[],[],15,2083.9606288502832,342.45559104745405,2578.9436459829803,"[4, 44, 90, 146, 198, 254, 336, 398, 438, 504, 561, 602, 650, 705, 773]","[342.45559104745405, 2101.5348021922, 1722.9715531697484, 2063.1056901236207, 2115.9582153458487, 2464.516141409672, 2203.8382004141395, 2231.1163007133064, 2578.9436459829803, 2065.3607019927945, 2282.793600397236, 1953.6310780335725, 2574.9739448738214, 2396.052861342441, 2162.157105715414]","[1, 25, 81, 109, 109, 252, 269, 269, 269, 488, 543, 598, 543, 654, 654]","[5, 252, 109, 150, 252, 269, 378, 411, 654, 519, 630, 630, 654, 709, 792]",620523868.3103701,2235.555431343868,-2235.555431343868,0.0,,,,SWT,mdp.39015056038410,330349253.3103701,,0.0,-89.0,95.0,0.0,-80.0,,862.5554313438679,1432.2606288502832,40427.59056724575,1432.2606288502832,,0.0,1432.2606288502832,,,322.45559104745405,0.0,-84.5,1206.9436459829803,862.5554313438679,,197.25731451808304,0.5568689231773829,0.49195626196603115,0.25299700503255024,0.06277870467412974,0.5737704918032787,0.788894091553065,0.44043250967184966,0.16462954630333332,0.7343590462616788,0.7343590462616788,0.7343462859262178,,0.0,0.11752228196437298,0.3368902578728506,0.5435610832342535,,,,,0.6666666666666666,,0.6225435903805178,0.1985294117647059,0.2534246575342466,0.4701838669168842,0.4701838669168842,0.33576642335766427,2.087655689186718,0.7171057998403376,16,1.341361126197451,0.6738241002372467,31,0,0.4255310687574638,0.828412925309968,12,0,0.4525282839826126,0.6757226742426979,8,10.04572877727976,0.9052289737992476,16.75,13.197339246119734,0.8736050529373597,4,rbio,58.733333333333334,71.0,35.151644275027806,15,0.7740051679586564,1.0,0.15819638242894052,4,4.0,4
raw,sym5,5076011.9571486665,0.6309823677581864,193.30610682236076,13.664081996532186,794,1,False,False,218.17072981560602,,9.255661575729476,246875.32619622856,1.0,1.5042350807620223e-06,0.9477590874728111,698.2288454808292,,,,[],[],15,1897.3213502531646,587.6449280300942,2515.7787115100896,"[4, 43, 89, 140, 213, 283, 336, 396, 448, 503, 545, 608, 669, 717, 772]","[587.6449280300942, 1910.7991977168565, 1820.9999581309612, 2042.684787335731, 1914.9146700212111, 2169.021950455431, 1733.3434879412766, 2054.5910267016025, 2280.22149477721, 1625.206720642013, 2018.9703981042062, 1735.57050756618, 2144.699764333699, 1905.3726505309012, 2515.7787115100896]","[0, 24, 48, 24, 159, 159, 291, 377, 377, 488, 508, 596, 652, 707, 652]","[6, 48, 136, 159, 238, 377, 377, 401, 652, 508, 652, 652, 707, 763, 787]",578958741.6280826,2243.025785898984,-2243.025785898984,0.0,,,,SWT,mdp.39015056038410,288784126.62808263,,0.0,-98.0,95.0,0.0,-48.5,,870.0257858989839,1245.6213502531646,43227.17974620253,1245.621350253164,,0.0,1245.6213502531646,,,567.6449280300942,0.0,-71.0,1143.7787115100896,870.0257858989839,,219.72884548082925,0.3231896577906369,0.8756881940223087,0.4572671042123156,0.12486681658748053,0.016393442622951337,0.9562848233110784,0.1342848028267618,0.3043819073802154,0.4830507203495483,0.4830507203495483,0.48302588816109243,,0.0,0.18803300593499253,0.6556036397165719,0.4898001876414675,,,,,0.6666666666666666,,0.21902103505041523,0.0661764705882353,0.4383561643835616,0.48184626705772127,0.48184626705772127,0.7956204379562044,1.9712642296220209,0.6771255525524135,20,1.3562220016547908,0.68128936506281,28,0,0.4157652918862642,0.8094011624099812,15,0,0.4125678344819334,0.6160530740071097,31,7.32575365861197,0.930889116428189,23.5,21.663893510815306,0.8545955016103208,5,sym,45.473684210526315,39.0,33.6111231936569,19,0.5992656058751531,0.9561749922900389,0.29366157820038113,2,4.25,5
raw,sym17,4961695.577068786,0.6297229219143576,197.75714515628843,13.782303907712098,794,1,False,False,218.04772410862682,,9.25662792731339,246875.32619578333,1.0,1.5331280153766549e-06,0.9555696025062932,684.4295834243076,,,,[],[],15,1912.3752070736882,660.5596135204917,2493.4030589928957,"[5, 44, 89, 140, 211, 255, 337, 394, 448, 503, 545, 608, 669, 717, 772]","[660.5596135204917, 1921.6638642554776, 1773.2646104556704, 1985.5383875351213, 2021.5378753663497, 2201.1498281098184, 1885.6803429409756, 2069.238574380958, 2285.358227310826, 1561.5039834168251, 1969.2550311802502, 1729.1099822103827, 2151.0066239017983, 1977.358102527483, 2493.4030589928957]","[0, 24, 48, 136, 159, 159, 322, 377, 159, 488, 542, 564, 653, 708, 159]","[6, 136, 136, 159, 239, 377, 377, 401, 653, 508, 653, 653, 731, 731, 787]",580547646.1329141,2159.007291607578,-2159.007291607578,0.0,,,,SWT,mdp.39015056038410,290373031.13291407,,0.0,-84.5,95.0,0.0,-57.5,,786.0072916075778,1260.6752070736882,43001.37189389468,1260.6752070736884,,0.0,1260.6752070736882,,,640.5596135204917,0.0,-66.5,1121.4030589928957,786.0072916075778,,205.92958342430757,0.3207728800946982,0.8888516457760238,0.4587200262425509,0.11748038386210327,0.0,0.9628206594632982,0.13428480281901928,0.34594162437224263,0.5033206205791407,0.5033206205791407,0.5032967620761174,,0.0,0.14473395526155608,0.629897016474543,0.4707558376577974,,,,,0.6666666666666666,,0.2344464374764907,0.26470588235294124,0.5,0.350680163437384,0.350680163437384,0.6642335766423358,1.9129365473225672,0.6570901034671875,30,1.3564852414592776,0.681421601878788,27,0,0.4088452884675828,0.7959294779758366,17,0,0.4118471997510991,0.614977010378145,32,6.658328118479393,0.9371855837879303,26.5,24.93083255537639,0.8435927918939652,6,sym,45.473684210526315,39.0,33.6111231936569,19,0.5992656058751531,0.9561749922900389,0.29366157820038113,2,5.0,6
raw,db2,5313297.68748088,0.6574307304785895,215.66653094677403,10.906582135930147,794,1,False,False,221.03179505241815,,9.2552993884538,246875.32619568045,1.0,1.7474372278763581e-06,0.7731585354459862,670.6399485483043,,,,[],[],15,2037.0092577708654,506.29245779228506,2571.35771749877,"[4, 44, 90, 146, 198, 254, 336, 398, 438, 504, 561, 610, 650, 705, 761]","[506.29245779228506, 1950.679022522564, 1490.8603186463095, 1961.8789259703324, 2115.0993123366807, 2484.8740150230765, 2263.831127239682, 2092.1642616482454, 2571.35771749877, 1944.0389942296401, 2198.620020290896, 1951.6902488658432, 2443.965668502663, 2371.3452352311847, 2208.4415407648153]","[1, 1, 57, 109, 109, 109, 323, 379, 109, 465, 543, 598, 543, 654, 709]","[5, 109, 109, 171, 252, 411, 411, 411, 543, 519, 630, 630, 654, 766, 766]",594060912.7902611,2228.226569912511,-2228.226569912511,0.0,,,,SWT,mdp.39015056038410,303886297.79026115,,0.0,-98.0,95.0,0.0,-80.0,,855.226569912511,1385.3092577708653,41131.86113343702,1385.3092577708658,,0.0,1385.3092577708653,,,486.29245779228506,0.0,-89.0,1199.35771749877,855.226569912511,,192.13994854830435,0.37940297358518427,0.5686536010806376,0.45672255098690434,0.14019878460961507,0.3606557377049188,0.8101791445891866,0.13428480281723018,0.2580128444548747,0.6711393930678956,0.6711393930678956,0.671123595911602,,0.0,0.10146511256412619,0.4170664692866458,0.5371045529992857,,,,,0.6666666666666666,,0.3656359303922784,0.0661764705882353,0.1917808219178082,0.45874235982928596,0.45874235982928596,0.33576642335766427,1.9351732250923668,0.6647283604271348,27,1.2755215945667318,0.6407500366650625,35,0,0.39137082626223674,0.7619106450007994,23,0,0.40715679933909676,0.607973227362034,34,5.737304826019502,0.9458744827734009,29.75,28.881181056971737,0.8326070527074552,7,db,54.05263157894737,57.5,27.674700485130433,38,0.7123215014279887,0.7872946217992683,0.26518656246062744,3,6.0,7
raw,sym2,5313297.687477652,0.6574307304785895,215.66653094693058,10.906582135931426,794,1,False,False,221.03179505240365,,9.255299388453793,246875.32619563353,1.0,1.7474372278776117e-06,0.7731585354460122,670.6399485483877,,,,[],[],15,2037.0092577705143,506.29245779200755,2571.357717498247,"[4, 44, 90, 146, 198, 254, 336, 398, 438, 504, 561, 610, 650, 705, 761]","[506.29245779200755, 1950.6790225224722, 1490.8603186462624, 1961.878925970073, 2115.0993123363032, 2484.8740150222593, 2263.8311272393335, 2092.164261647942, 2571.357717498247, 1944.038994229412, 2198.620020290383, 1951.6902488655182, 2443.9656685023, 2371.345235230846, 2208.441540764356]","[1, 1, 57, 109, 109, 109, 323, 379, 109, 465, 543, 598, 543, 654, 709]","[5, 109, 109, 171, 252, 411, 411, 411, 543, 519, 630, 630, 654, 766, 766]",594060912.7902014,2228.2265699120803,-2228.2265699120803,0.0,,,,SWT,mdp.39015056038410,303886297.7902014,,0.0,-98.0,95.0,0.0,-80.0,,855.2265699120803,1385.3092577705143,41131.86113344229,1385.3092577705143,,0.0,1385.3092577705143,,,486.29245779200755,0.0,-89.0,1199.357717498247,855.2265699120803,,192.13994854838768,0.37940297358489944,0.5686536010807799,0.4567225509868937,0.1401987846094065,0.3606557377049188,0.8101791445892084,0.13428480281641433,0.2580128444547165,0.671139393067423,0.671139393067423,0.6711235959111286,,0.0,0.10146511256438767,0.41706646928724556,0.5371045529988406,,,,,0.6666666666666666,,0.36563593039169856,0.0661764705882353,0.1917808219178082,0.45874235982861367,0.45874235982861367,0.33576642335766427,1.9351732250915428,0.6647283604268518,28,1.2755215945663045,0.6407500366648479,36,0,0.3913708262620311,0.7619106450003992,24,0,0.4071567993389317,0.6079732273617875,35,5.737304826019502,0.9458744827734009,30.75,29.91097922848665,0.8278900715753796,8,sym,45.473684210526315,39.0,33.6111231936569,19,0.5992656058751531,0.9561749922900389,0.29366157820038113,2,6.5,8
raw,rbio1.5,5356115.495155741,0.6473551637279596,210.19138587169664,14.47753023568428,794,1,False,False,208.8144660417995,,9.266060718598448,244522.09340686433,1.0,1.374215180761529e-06,0.9836057287634924,691.9840873310931,,,,[],[],15,1772.97597292111,534.9649498697194,2263.3493696870346,"[4, 44, 89, 140, 213, 254, 336, 396, 448, 503, 545, 613, 669, 717, 772]","[534.9649498697194, 1884.356707786229, 1652.2489068617444, 1826.3131847399238, 1874.866008957491, 1963.3979876707378, 1716.7668763732893, 1960.8512984041204, 2027.2033261293677, 1593.498277034253, 1816.2424373797437, 1750.7798174027077, 2003.8632780784833, 1725.9371674418023, 2263.3493696870346]","[0, 24, 81, 48, 159, 159, 291, 377, 377, 488, 508, 569, 652, 707, 652]","[6, 159, 136, 159, 238, 377, 377, 401, 652, 508, 652, 652, 763, 763, 787]",576612296.3313599,2148.6931099719814,-2148.6931099719814,0.0,,,,SWT,mdp.39015056038410,286437681.33135986,,0.0,-98.0,95.0,0.0,-48.5,,775.6931099719814,1121.27597292111,45092.36040618335,1121.2759729211098,,0.0,1121.27597292111,,,514.9649498697194,0.0,-66.5,891.3493696870346,775.6931099719814,,213.48408733109306,0.13936071065341865,0.9662618156407896,0.47290234921154933,0.14296541224090908,0.2295081967213112,0.9862812797648389,0.09336230175005726,0.27435551463413843,0.3156206442845563,0.3156206442845563,0.3155877694208024,,0.0,0.16843832772239986,0.8679412356610977,0.2749526998137187,,,,,0.6666666666666666,,0.19624127524568064,0.0661764705882353,0.5,0.33457810128328985,0.33457810128328985,0.7956204379562044,1.7363817828387114,0.5964438741791863,40,1.4531598946012116,0.7299854896319528,9,0,0.3617585259229758,0.7042621813508131,32,0,0.43294886656898207,0.646486366230267,15,14.445299120013633,0.8637235932074185,24.0,17.0919881305638,0.818654249433898,9,rbio,58.733333333333334,71.0,35.151644275027806,15,0.7740051679586564,1.0,0.15819638242894052,4,7.75,9
raw,bior3.9,3143506.3762967014,0.6410579345088161,157.77765532496986,9.201873234252577,794,1,False,False,233.7571308247165,,8.996905346133662,282175.3117375665,1.0,1.5050188365909723e-06,0.6580061929549806,685.1676323400046,,,,[],[],16,2003.857175214819,288.9662597891967,2641.3813801556053,"[4, 44, 90, 156, 206, 254, 336, 398, 438, 485, 561, 602, 650, 689, 728, 773]","[288.9662597891967, 2101.178600678638, 2006.5577847721975, 2251.1722671490884, 2050.6755035388096, 2641.3813801556053, 2083.056345960394, 2113.11709136255, 2419.8963113907807, 1932.8188454727922, 2147.918190597414, 1625.9163975004094, 2401.233864898445, 1218.5347405603602, 2378.273545791303, 2401.0176738191203]","[1, 25, 81, 25, 159, 251, 322, 322, 322, 465, 488, 597, 488, 686, 653, 653]","[5, 113, 113, 251, 251, 653, 378, 401, 653, 488, 630, 605, 653, 690, 770, 782]",636405607.0405151,2290.099047880581,-2290.099047880581,0.0,,,,SWT,mdp.39015056038410,346230992.04051507,,0.0,-93.0,94.0,0.0,-84.0,,917.0990478805811,1352.157175214819,39625.285196562894,1352.1571752148188,,0.0,1352.157175214819,,,268.9662597891967,0.0,-79.5,1269.3813801556053,917.0990478805811,,206.66763234000462,0.6294263946368835,0.3788423118077734,0.068223786336568,0.0,0.1475409836065575,0.7138197060836355,0.7481482942977131,0.1341418406479516,0.626500373723822,0.626500373723822,0.6264824322864839,,0.0,0.1470497905047268,0.24555347893266383,0.5967030446075412,,,,,0.3333333333333333,,0.7767266834445437,0.13970588235294118,0.3219178082191781,0.5553350436764783,0.5553350436764783,0.2773722627737226,1.9442081772752426,0.6678318494963235,24,1.0940487922391755,0.5495883462315966,45,0,0.3975104927935792,0.773863189679872,21,0,0.38371449668130453,0.5729687955883535,40,11.789826122551595,0.8887752252589473,32.5,29.30232558139535,0.7910857258370207,10,bior,34.333333333333336,27.0,23.870683354473197,15,0.4524547803617572,0.6790772906014882,0.4795584665663235,1,7.75,10
