signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,max_autocorrelation_diff,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,bior1.5,3333105.5840398977,0.7037037037037037,270.841869921875,5.871967324792959,72,3,False,False,537.8796966208868,,"[6, 11, 15, 21, 26, 29, 36, 40, 45, 49, 57, 65]","[907.4092076151832, 1816.34003553733, 1053.5198390858552, 1625.1387770511296, 388.348466726598, 898.9572363638415, 1123.9961065607677, 375.242334473395, 927.2528999959934, 827.9959736852792, 1314.2679037804912, 1643.5486178314618]",12,7.552651317802174,146251.6266097433,0.510752175397327,3.885344710578925e-06,0.9176860690005597,9,1799.6608986224924,54.60714569461516,3661.804205384142,"[6, 15, 21, 29, 33, 40, 45, 54, 65]","[2328.2048325803194, 1662.9490333358992, 3114.1697123425874, 1602.8623321394396, 54.60714569461516, 614.102847984773, 2172.509940593721, 985.7380375469339, 3661.804205384142]","[0, 11, 11, 26, 31, 36, 36, 49, 11]","[11, 18, 57, 36, 36, 41, 57, 57, 71]",0.05,20,61227967.86952017,2381.1761907848268,-2381.1761907848268,SWT,mdp.39015038717792,0.0,17.5,31627257.64729795,40.60714569461516,2682.868539639292,1478.1462824628252,1180.1761907848268,0.0,1440.1370890986827,11163.6147542691,1440.1370890986827,10.0,1180.1761907848268,0.0,17.5,0.0,17.5,6.0,0.9999999999999999,0.1789812004400014,0.39296963280158664,0.7107601047993533,0.2914493111807638,0.884615384615385,0.9986513880423888,0.30333195499897764,,0.1488358600483777,1.0000000000000002,1.0,0.9999999999999999,0.900809745239733,1.0,1.0,1.0,0.9818181818181817,0.0,0.9814814814814814,0.0,0.9933186430400353,0.9933186430400353,0.0,0.6022727272727273,3.509167599634906,1.0,1,1.9652203388657115,0.9991419650449395,2,0,0,0.7251159551212858,1.0,1,0,0,0.595094872109807,1.0,1,0.5,0.9951923076923077,1.25,1.1428571428571428,0.9915865384615385,1,bior,33.07692307692308,26.0,28.599130343600596,13,0.5117764971185167,0.8370492898400826,0.3906416650650135,1,1.0,1
smoothed,bior1.3,3117729.855008826,0.7129629629629629,270.84991086792905,6.21548476494544,72,3,False,False,514.4564039621403,,"[6, 11, 15, 21, 26, 29, 32, 36, 39, 45, 49, 57, 65]","[915.118598563491, 1708.6358316480084, 992.0626847397746, 1592.0321905785572, 334.3685289241196, 837.2314045972099, 2.916277507495252, 1055.4023831345073, 332.97686165067154, 923.2516686282073, 825.650641774511, 1289.1351207282137, 1659.4241965113438]",13,7.547679261507221,137409.85879307278,0.5030047448227175,4.119045793965262e-06,0.9181098061381767,9,1720.6065111932285,10.898001684536752,3578.4563869345534,"[6, 15, 21, 29, 33, 39, 45, 54, 65]","[2213.4569631667523, 1536.669235477131, 3046.154843462604, 1472.8984578320888, 10.898001684536752, 594.7993917380963, 2086.0487325240892, 946.0765879192073, 3578.4563869345534]","[0, 11, 11, 26, 32, 36, 36, 49, 11]","[11, 18, 57, 36, 36, 41, 57, 57, 71]",0.05,20,57683212.1385969,2310.6416299749226,-2310.6416299749226,SWT,mdp.39015038717792,0.0,13.0,28082501.916374676,3.1019983154632484,2599.520721189704,1399.0918950335613,1109.6416299749226,0.0,1361.0827016694188,10452.125267405725,1362.9360557924324,10.0,1109.6416299749226,0.0,17.5,0.0,13.0,6.0,0.945759851911342,0.21733687540238694,0.430400188622735,0.6987269042590469,0.24406166391985715,0.9615384615384612,0.9989337333228222,0.26038930323496046,,0.009502801234155773,0.9411315889334928,0.9411315889334928,0.9416575400454829,0.833705192379203,0.9627760556705582,1.0,0.8876520680291683,0.9818181818181817,0.0,0.8148148148148148,0.0,0.9335988348464328,0.9335988348464328,0.0,0.5,3.2451965473853246,0.9247767327279994,2,1.9669080146957092,1.0,1,0,0,0.6675867188469633,0.9206620184426918,2,0,0,0.5946433727764515,0.9992412985651266,2,0.5,0.9951923076923077,1.75,1.6,0.9891826923076923,2,bior,33.07692307692308,26.0,28.599130343600596,13,0.5117764971185167,0.8370492898400826,0.3906416650650135,1,1.75,2
smoothed,bior1.1,2585006.254321436,0.7175925925925926,247.99148418501298,7.202409376096285,72,3,False,False,452.47439092789773,,"[6, 11, 15, 21, 25, 29, 32, 36, 39, 45, 49, 57, 65]","[777.9221085556983, 1556.1897365944283, 804.128506555207, 1556.6859945133338, 329.9701719936163, 710.7335732621968, 14.555796044544415, 985.4629332816404, 279.4993456136868, 795.1064329527151, 872.9004403039687, 1217.3971236494417, 1660.7235095219653]",13,7.55738298716879,114800.34785641765,0.4823931054529032,4.553628295383587e-06,0.9197100340188421,10,1404.5032800023214,10.182762684574868,3325.1376806609132,"[6, 15, 21, 29, 33, 39, 45, 50, 54, 65]","[1904.8543793284052, 1291.3040163871578, 2900.4276227529135, 1295.4563889073481, 14.555796044544415, 566.8722945911145, 1857.8687909223336, 10.182762684574868, 878.3730677439086, 3325.1376806609132]","[0, 11, 11, 25, 32, 36, 36, 49, 49, 11]","[11, 18, 57, 36, 36, 41, 57, 51, 57, 71]",0.05,20,48766685.03847527,2161.152496146298,-2161.152496146298,SWT,mdp.39015038717792,0.0,13.5,19165974.816253044,3.817237315425132,2346.2020149160635,1082.9886638426542,960.1524961462978,0.0,1044.9794704785118,9011.699466689879,1049.5174730184024,10.0,960.1524961462978,0.0,18.0,0.0,13.5,5.0,0.8022312022552034,0.28866177012350486,0.5379380671436899,0.7222115291198516,0.12685013692698896,1.0,1.0,0.15057954857515904,,0.012159941509874584,0.7057430727698841,0.705743072769884,0.7048004627320514,0.6978505788248512,0.8496414638439038,0.8333333333333333,0.6050505416894045,1.0,0.0,0.8333333333333333,0.0,0.8070302095262382,0.8070302095262382,0.0,0.5113636363636364,2.6565567348634773,0.7570333018975399,4,1.9347933844533105,0.9836725306915957,4,0,0,0.5670674910139145,0.7820369790636651,6,0,0,0.5785590317680498,0.9722131022854688,3,1.2583057392117916,0.9879009063537327,4.25,4.0,0.9735177608691741,3,bior,33.07692307692308,26.0,28.599130343600596,13,0.5117764971185167,0.8370492898400826,0.3906416650650135,1,2.5,3
smoothed,db1,2585006.254321436,0.7175925925925926,247.99148418501298,7.202409376096285,72,3,False,False,452.47439092789773,,"[6, 11, 15, 21, 25, 29, 32, 36, 39, 45, 49, 57, 65]","[777.9221085556983, 1556.1897365944283, 804.128506555207, 1556.6859945133338, 329.9701719936163, 710.7335732621968, 14.555796044544415, 985.4629332816404, 279.4993456136868, 795.1064329527151, 872.9004403039687, 1217.3971236494417, 1660.7235095219653]",13,7.55738298716879,114800.34785641765,0.4823931054529032,4.553628295383587e-06,0.9197100340188421,10,1404.5032800023214,10.182762684574868,3325.1376806609132,"[6, 15, 21, 29, 33, 39, 45, 50, 54, 65]","[1904.8543793284052, 1291.3040163871578, 2900.4276227529135, 1295.4563889073481, 14.555796044544415, 566.8722945911145, 1857.8687909223336, 10.182762684574868, 878.3730677439086, 3325.1376806609132]","[0, 11, 11, 25, 32, 36, 36, 49, 49, 11]","[11, 18, 57, 36, 36, 41, 57, 51, 57, 71]",0.05,20,48766685.03847527,2161.152496146298,-2161.152496146298,SWT,mdp.39015038717792,0.0,13.5,19165974.816253044,3.817237315425132,2346.2020149160635,1082.9886638426542,960.1524961462978,0.0,1044.9794704785118,9011.699466689879,1049.5174730184024,10.0,960.1524961462978,0.0,18.0,0.0,13.5,5.0,0.8022312022552034,0.28866177012350486,0.5379380671436899,0.7222115291198516,0.12685013692698896,1.0,1.0,0.15057954857515904,,0.012159941509874584,0.7057430727698841,0.705743072769884,0.7048004627320514,0.6978505788248512,0.8496414638439038,0.8333333333333333,0.6050505416894045,1.0,0.0,0.8333333333333333,0.0,0.8070302095262382,0.8070302095262382,0.0,0.5113636363636364,2.6565567348634773,0.7570333018975399,5,1.9347933844533105,0.9836725306915957,5,0,0,0.5670674910139145,0.7820369790636651,7,0,0,0.5785590317680498,0.9722131022854688,4,1.2583057392117916,0.9879009063537327,5.25,5.045045045045045,0.9687100685614818,4,db,59.21052631578947,57.5,23.940419168965594,38,0.9161237785016286,0.7006965115056581,0.14850440159716252,4,4.0,4
smoothed,rbio1.1,2585006.254321436,0.7175925925925926,247.99148418501298,7.202409376096285,72,3,False,False,452.47439092789773,,"[6, 11, 15, 21, 25, 29, 32, 36, 39, 45, 49, 57, 65]","[777.9221085556983, 1556.1897365944283, 804.128506555207, 1556.6859945133338, 329.9701719936163, 710.7335732621968, 14.555796044544415, 985.4629332816404, 279.4993456136868, 795.1064329527151, 872.9004403039687, 1217.3971236494417, 1660.7235095219653]",13,7.55738298716879,114800.34785641765,0.4823931054529032,4.553628295383587e-06,0.9197100340188421,10,1404.5032800023214,10.182762684574868,3325.1376806609132,"[6, 15, 21, 29, 33, 39, 45, 50, 54, 65]","[1904.8543793284052, 1291.3040163871578, 2900.4276227529135, 1295.4563889073481, 14.555796044544415, 566.8722945911145, 1857.8687909223336, 10.182762684574868, 878.3730677439086, 3325.1376806609132]","[0, 11, 11, 25, 32, 36, 36, 49, 49, 11]","[11, 18, 57, 36, 36, 41, 57, 51, 57, 71]",0.05,20,48766685.03847527,2161.152496146298,-2161.152496146298,SWT,mdp.39015038717792,0.0,13.5,19165974.816253044,3.817237315425132,2346.2020149160635,1082.9886638426542,960.1524961462978,0.0,1044.9794704785118,9011.699466689879,1049.5174730184024,10.0,960.1524961462978,0.0,18.0,0.0,13.5,5.0,0.8022312022552034,0.28866177012350486,0.5379380671436899,0.7222115291198516,0.12685013692698896,1.0,1.0,0.15057954857515904,,0.012159941509874584,0.7057430727698841,0.705743072769884,0.7048004627320514,0.6978505788248512,0.8496414638439038,0.8333333333333333,0.6050505416894045,1.0,0.0,0.8333333333333333,0.0,0.8070302095262382,0.8070302095262382,0.0,0.5113636363636364,2.6565567348634773,0.7570333018975399,7,1.9347933844533105,0.9836725306915957,7,0,0,0.5670674910139145,0.7820369790636651,9,0,0,0.5785590317680498,0.9722131022854688,6,1.2583057392117916,0.9879009063537327,7.25,7.098591549295775,0.9590946839460972,6,rbio,38.53333333333333,24.0,33.791094910317646,15,0.596199782844734,0.9890095138480073,0.28595729785428403,2,5.0,5
smoothed,haar,2585006.254321436,0.7175925925925926,247.99148418501298,7.202409376096285,72,3,False,False,452.47439092789773,,"[6, 11, 15, 21, 25, 29, 32, 36, 39, 45, 49, 57, 65]","[777.9221085556983, 1556.1897365944283, 804.128506555207, 1556.6859945133338, 329.9701719936163, 710.7335732621968, 14.555796044544415, 985.4629332816404, 279.4993456136868, 795.1064329527151, 872.9004403039687, 1217.3971236494417, 1660.7235095219653]",13,7.55738298716879,114800.34785641765,0.4823931054529032,4.553628295383587e-06,0.9197100340188421,10,1404.5032800023214,10.182762684574868,3325.1376806609132,"[6, 15, 21, 29, 33, 39, 45, 50, 54, 65]","[1904.8543793284052, 1291.3040163871578, 2900.4276227529135, 1295.4563889073481, 14.555796044544415, 566.8722945911145, 1857.8687909223336, 10.182762684574868, 878.3730677439086, 3325.1376806609132]","[0, 11, 11, 25, 32, 36, 36, 49, 49, 11]","[11, 18, 57, 36, 36, 41, 57, 51, 57, 71]",0.05,20,48766685.03847527,2161.152496146298,-2161.152496146298,SWT,mdp.39015038717792,0.0,13.5,19165974.816253044,3.817237315425132,2346.2020149160635,1082.9886638426542,960.1524961462978,0.0,1044.9794704785118,9011.699466689879,1049.5174730184024,10.0,960.1524961462978,0.0,18.0,0.0,13.5,5.0,0.8022312022552034,0.28866177012350486,0.5379380671436899,0.7222115291198516,0.12685013692698896,1.0,1.0,0.15057954857515904,,0.012159941509874584,0.7057430727698841,0.705743072769884,0.7048004627320514,0.6978505788248512,0.8496414638439038,0.8333333333333333,0.6050505416894045,1.0,0.0,0.8333333333333333,0.0,0.8070302095262382,0.8070302095262382,0.0,0.5113636363636364,2.6565567348634773,0.7570333018975399,6,1.9347933844533105,0.9836725306915957,6,0,0,0.5670674910139145,0.7820369790636651,8,0,0,0.5785590317680498,0.9722131022854688,5,1.2583057392117916,0.9879009063537327,6.25,6.075949367088609,0.9639023762537895,5,haar,5.0,5.0,,1,0.0773615635179153,,,7,5.5,6
smoothed,rbio6.8,2730853.755538335,0.6481481481481481,214.43701371494853,8.290666919165815,72,3,False,False,370.62482117070965,,"[3, 7, 12, 15, 18, 22, 26, 30, 34, 37, 40, 43, 46, 50, 54, 58, 66, 68]","[46.708558541116645, 697.2513447342888, 1069.2763608959654, 906.1742215162634, 118.76738916829436, 1298.7327016860872, 619.6009353583128, 79.48780448563701, 301.01331385090106, 895.826958206562, 157.6452500234763, 507.65217342529195, 664.7203270328816, 391.6660816049826, 551.4066154419511, 574.3875720174863, 1134.6691592296343, 38.77156253501698]",18,7.54722751597448,121268.61909804189,0.49405546112816495,4.1745555627004e-06,0.7256844415727448,11,1298.143560876513,38.77156253501698,2854.540633735527,"[2, 7, 15, 22, 30, 34, 40, 46, 54, 66, 68]","[46.708558541116645, 2292.997520497016, 1634.3300969443408, 2251.4112797750795, 1235.1839059995866, 417.12033742632235, 909.0098918063743, 1452.4697041210327, 1147.0356782602294, 2854.540633735527, 38.77156253501698]","[0, 0, 0, 0, 26, 32, 37, 37, 50, 0, 67]","[3, 12, 18, 37, 37, 37, 43, 58, 58, 71, 71]",0.05,30,33413523.292635355,1711.564882044549,-1711.564882044549,SWT,mdp.39015038717792,0.0,14.0,3812813.0704131313,24.771562535016983,1875.6049679906776,976.6289447168457,510.564882044549,0.0,938.6197513527035,9246.24583630831,938.6197513527035,0.0,510.564882044549,0.0,5.0,0.0,21.5,4.0,0.6126962444974586,0.22644729378809222,0.6565174460991476,0.6976336051758949,0.1589399641913878,0.4230769230769232,0.8707165234123182,0.18199461456689103,,0.09000606216947951,0.6265415525251192,0.6265415525251192,0.6209926999568816,0.7199719587593489,0.6394682571276952,0.6666666666666666,0.11844551096433159,0.5272727272727272,0.0,0.8518518518518519,0.0,0.4263758782015332,0.4263758782015332,0.0,0.6931818181818181,2.0419332630747693,0.5818853631519942,21,1.6642555382512483,0.8461277933776263,19,0,0,0.43960577590025657,0.6062558309404823,20,0,0,0.47850282685101425,0.8040782222749867,20,0.816496580927726,0.9921490713372334,20.0,19.974968710888614,0.8999206895147706,8,rbio,38.53333333333333,24.0,33.791094910317646,15,0.596199782844734,0.9890095138480073,0.28595729785428403,2,6.5,7
smoothed,dmey,2699599.2390763084,0.6527777777777778,200.42365556519394,8.374853777948374,72,3,False,False,369.7636470311868,,"[3, 6, 12, 15, 18, 22, 26, 30, 34, 37, 40, 43, 46, 50, 55, 58, 66, 68]","[2.386345351300065, 726.6355072660846, 1178.0675672569819, 974.4805588667425, 55.31676540868034, 1298.6334203549345, 775.437870889095, 81.02463465546361, 324.52147638225466, 742.4866632768437, 311.4129290476253, 315.0582510774806, 362.29295633515164, 621.6779012816602, 470.6993815265825, 593.9988098292246, 1095.447270871497, 139.67639007491607]",18,7.527564989415735,125512.45928898979,0.5011702250073895,4.097748190891353e-06,0.7649816731488068,11,1310.7195128878136,2.386345351300065,3020.670710445421,"[2, 6, 15, 22, 30, 34, 40, 46, 55, 66, 68]","[2.386345351300065, 2232.5635423462927, 1630.123708000012, 3020.670710445421, 1242.922447652014, 539.9952615165055, 927.9617570462985, 1230.969045420716, 1335.721690024769, 2114.9237438877035, 139.67639007491607]","[0, 0, 0, 0, 26, 32, 26, 26, 26, 26, 67]","[3, 12, 18, 71, 37, 37, 43, 50, 58, 71, 71]",0.05,30,34261410.325665615,1890.765569256875,-1890.765569256875,SWT,mdp.39015038717792,0.0,9.5,4660700.103443392,11.613654648699935,2041.7350447005713,989.2048967281463,689.7655692568751,0.0,951.1957033640041,9384.581308432615,953.8787055079233,0.0,689.7655692568751,0.0,5.0,0.0,21.5,4.0,0.6107020665849695,0.21384145326251464,0.6656906657053167,0.6500470310957414,0.15206324689331638,0.46153846153846184,0.8969011243939436,0.2026060754467404,,0.04112393047532633,0.6359063245084116,0.6359063245084116,0.632524215580736,0.7330191508444714,0.7136635611191886,0.6666666666666666,0.14531854875219147,0.5272727272727272,0.0,0.6851851851851851,0.0,0.5781005156785297,0.5781005156785297,0.0,0.6931818181818181,2.1374278967000246,0.6090982650479284,18,1.672250858923623,0.8501927118245683,18,0,0,0.45412309277826224,0.6262765142194447,19,0,0,0.48167376561512554,0.8094066815051415,18,0.5,0.9951923076923077,18.25,18.240000000000002,0.9098557692307693,7,dmey,7.0,7.0,,1,0.10830618892508143,,,6,6.75,8
smoothed,coif2,2634205.256269837,0.6527777777777778,214.51784741001225,7.464735232259317,72,3,False,False,407.9601264431021,,"[7, 12, 16, 18, 21, 27, 29, 33, 36, 42, 45, 51, 54, 59, 65, 67]","[908.2147552762309, 1285.6222206495004, 476.01655054297055, 86.2379869757568, 1220.5946323688247, 591.5736389326281, 352.894317564504, 284.4943541052256, 840.8688317264282, 350.79808953554755, 679.7420711850718, 425.3982099669786, 151.04295741669674, 913.5374404374136, 42.88521662309881, 807.4211230215972]",16,7.525344845634265,124338.16463627863,0.5014531946082291,4.806192001242175e-06,0.7230008486606535,10,1343.5329830137678,42.88521662309881,2950.356664746324,"[7, 16, 21, 29, 33, 39, 45, 54, 65, 67]","[2398.966133557375, 1017.5076734216393, 2350.112927661134, 1151.7627980758914, 293.70688030109466, 583.7844191149944, 1692.5610758843634, 953.6860407517637, 42.88521662309881, 2950.356664746324]","[0, 12, 0, 27, 32, 36, 36, 51, 0, 0]","[12, 18, 59, 36, 36, 42, 59, 59, 66, 71]",0.05,30,38966635.83313674,1515.9566105648582,-1515.9566105648582,SWT,mdp.39015038717792,0.0,18.0,9365925.610914513,28.885216623098813,1971.4209990014745,1022.0183668541005,314.95661056485824,0.0,984.0091734899582,8401.996496804346,984.0091734899584,0.0,314.95661056485824,0.0,4.5,0.0,4.5,5.0,0.6991517448582771,0.33011323140403853,0.5665217763087396,0.6446739150717219,0.1376750565240487,0.46153846153846184,0.8689283870275906,0.196902767309125,,0.10528844464358969,0.6603411080885341,0.6603411080885342,0.6552944499463739,0.6403460816715962,0.6822606261489819,0.8333333333333333,0.2944465551220695,0.509090909090909,0.0,1.0,0.0,0.2607593588709279,0.2607593588709279,0.0,0.3068181818181818,2.082815968855865,0.5935356205478932,19,1.6508148908118947,0.8392944044550473,20,0,0,0.4293174697308724,0.5920673330916613,21,0,0,0.48818816750525035,0.8203535106502644,16,2.160246899469287,0.9792283951974107,19.0,18.80135473420704,0.8982680437525514,9,coif,56.588235294117645,65.0,23.401545951948915,17,0.8755508718145237,0.6849245828421496,0.18163701487718847,3,7.5,9
smoothed,sym17,2651116.7941512344,0.6296296296296297,198.10995758867236,7.871840281123948,72,3,False,False,423.68061547554214,,"[5, 11, 15, 18, 21, 25, 29, 32, 36, 39, 44, 49, 54, 57, 62]","[1032.3357403198613, 1360.277182539272, 1437.5794286463681, 49.19427571228442, 1191.9219099710199, 794.5060871219217, 981.4900687684691, 20.697170850570927, 898.244769646539, 241.98428581641042, 311.1254082846556, 842.7789442919681, 351.66204404360985, 798.1354475718041, 1083.2835322494325]",15,7.534884174596826,124835.96103594209,0.5005217859248534,3.9814434149700135e-06,0.8963168888588209,9,1662.7944722119355,200.3644776909192,2806.611849589778,"[5, 15, 21, 29, 34, 39, 44, 54, 62]","[2349.3509266750566, 2806.611849589778, 1722.1966265936867, 2025.7848592750515, 200.3644776909192, 644.7562206018804, 1465.0316754574387, 1517.5271707989987, 2233.5264432246095]","[0, 11, 18, 25, 32, 36, 36, 36, 25]","[11, 71, 71, 57, 36, 41, 49, 57, 71]",0.05,20,42635944.02684276,2389.0674850310766,-2389.0674850310766,SWT,mdp.39015038717792,0.0,8.5,13035233.804620534,186.3644776909192,1827.6761838449286,1341.2798560522683,1188.0674850310766,0.0,1303.2706626881259,9931.816916574087,1303.2706626881259,10.0,1188.0674850310766,0.0,17.5,0.0,22.0,6.0,0.7355548955838549,0.19475318838512218,0.6108810037466099,0.6677606726659507,0.14139598643276427,0.26923076923076955,0.9844126380624347,0.19932046226372735,,0.690329930351224,0.8980814435081186,0.8980814435081186,0.8965671356975311,0.7846320017322392,0.6180627971407816,1.0,0.4107420684434139,0.9818181818181817,0.0,0.6481481481481481,0.0,1.0,1.0,0.0,0.7045454545454546,3.0255421434834395,0.8621822861348136,3,1.6313849048107891,0.8294159628319847,22,0,0,0.6581880378058257,0.9077003935125583,3,0,0,0.4754137020464042,0.7988872435766523,21,10.688779163215974,0.8972232772767694,12.25,5.264957264957266,0.8897174078691539,10,sym,64.63157894736842,75.0,34.166602481754005,19,1.0,1.0,0.0,5,8.75,10
