wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
coif11,1,reflect,8.325040132070951e-26,312.8475546794526,45023665.16006896,0.5065616797900262,192.83367656216927,698,smoothed,2.1734922044266233e-13,-8.238792981174465e-10,8.339657299285753,53681.62034679804,0.9741627148384443,6.571710287375678e-05,0.9999999999999999,689.1000000000004,,,,[],[],16,823.6000000000001,77.60000000000002,1266.400000000001,"[11, 48, 102, 156, 210, 257, 315, 355, 399, 436, 477, 523, 582, 621, 658, 692]","[285.39999999999986, 1266.400000000001, 1034.9999999999998, 886.1999999999998, 747.8000000000002, 1087.6000000000001, 1066.2000000000007, 644.0000000000001, 919.8000000000004, 77.60000000000002, 726.1999999999998, 1029.2000000000005, 750.5999999999999, 841.6, 657.6000000000001, 1156.4000000000008]","[2, 2, 53, 53, 188, 53, 297, 350, 375, 431, 375, 375, 535, 615, 641, 53]","[26, 695, 134, 188, 215, 297, 615, 375, 405, 438, 509, 615, 615, 641, 670, 695]",341236650.7600001,1266.400000000001,-1266.400000000001,0.0,,,,DWT,inu.32000013025095,5.960464477539063e-08,,0.0,-0.5,60.0,0.0,4.0,,9.094947017729282e-13,459.13947368421066,14521.399999999998,459.13947368421077,,0.0,459.13947368421066,,,76.0,0.0,-14.0,9.094947017729282e-13,9.094947017729282e-13,,3.410605131648481e-13,3.250805438405491e-13,1.482333180224e-25,0.9539814797498671,0.7316080267427397,0.6994400909491196,0.06344579312089661,0.03504479486989198,7.991943163284695e-09,4.218185000921549e-09,4.218185000921549e-09,4.071935115106164e-09,,1.056177042021946e-12,0.999999995781815,3.0493167658386286e-13,,,,,,2.562831407092458e-13,0.5,0.3333333333333333,7.674776728578866e-13,7.674776728578866e-13,1.0,0.783333337375431,0.24685795898451066,294,1.3273091818922627,0.6579671464301544,110,0,0.2179487192014268,0.28622346512562774,294,0,0.3547885979189772,0.5973178347306461,124,102.350704280267,0.8927141464567432,205.5,166.95782505516465,0.8386526707126483,82,coif,322.5947712418301,271.0,243.80777150485673,153,0.5058059790608278,0.8942968863780819,0.37764674874399595,3,62.25
coif17,1,constant,9.19099682042157e-26,312.41779187846794,41577907.4287454,0.5538847117794486,96.39401309347821,698,smoothed,2.2149617383779524e-13,-7.636389298681943e-10,8.20716269439,94535.12077461828,0.988682604815431,6.571710287375675e-05,1.0,689.1000000000003,,,,[],[],16,823.6000000000004,77.59999999999991,1266.400000000001,"[11, 48, 102, 156, 210, 257, 315, 355, 399, 436, 477, 523, 582, 621, 658, 692]","[285.4, 1266.400000000001, 1034.9999999999998, 886.2000000000003, 747.8000000000002, 1087.6000000000006, 1066.2000000000012, 644.0000000000005, 919.8000000000005, 77.59999999999991, 726.199999999999, 1029.200000000001, 750.6000000000007, 841.5999999999997, 657.6000000000001, 1156.4]","[2, 2, 51, 51, 188, 51, 297, 350, 375, 431, 375, 375, 535, 615, 641, 51]","[26, 51, 134, 188, 215, 297, 615, 375, 405, 438, 509, 615, 615, 641, 670, 697]",341236650.7600002,1266.400000000001,-1266.400000000001,0.0,,,,DWT,inu.32000013025095,1.7881393432617188e-07,,0.0,-0.5,60.0,0.0,4.0,,9.094947017729282e-13,459.1394736842109,14521.399999999994,459.13947368421077,,0.0,459.1394736842109,,,75.99999999999989,0.0,-14.0,9.094947017729282e-13,9.094947017729282e-13,,2.2737367544323206e-13,3.32782071096451e-13,1.6470008407918046e-25,0.9523283448223314,0.18937111080159158,0.12456395857519911,0.8686464798139266,0.23697304247721407,7.991519704207532e-09,4.218300453762608e-09,4.218300453762608e-09,4.071935115106164e-09,,7.041180280146306e-13,0.9999999957816995,3.0493167658386286e-13,,,,,,7.688494221277374e-13,0.5,0.3333333333333333,7.674776728578866e-13,7.674776728578866e-13,1.0,0.7833333373753959,0.2468579589844996,296,1.1706123504983503,0.5802901677627468,171,0,0.21794871920141548,0.28622346512561286,298,0,0.33884041949865656,0.5704676725275772,139,83.02208541506691,0.9129747532336825,226.0,202.26249924451201,0.8380387393002794,83,coif,322.5947712418301,271.0,243.80777150485673,153,0.5058059790608278,0.8942968863780819,0.37764674874399595,3,63.0
coif17,1,zero,9.19099682042157e-26,312.41779187846794,41577907.4287454,0.5538847117794486,96.39401309347821,698,smoothed,2.2149617383779524e-13,-7.636389298681943e-10,8.20716269439,94535.12077461828,0.988682604815431,6.571710287375675e-05,1.0,689.1000000000003,,,,[],[],16,823.6000000000004,77.59999999999991,1266.400000000001,"[11, 48, 102, 156, 210, 257, 315, 355, 399, 436, 477, 523, 582, 621, 658, 692]","[285.4, 1266.400000000001, 1034.9999999999998, 886.2000000000003, 747.8000000000002, 1087.6000000000006, 1066.2000000000012, 644.0000000000005, 919.8000000000005, 77.59999999999991, 726.199999999999, 1029.200000000001, 750.6000000000007, 841.5999999999997, 657.6000000000001, 1156.4]","[2, 2, 51, 51, 188, 51, 297, 350, 375, 431, 375, 375, 535, 615, 641, 51]","[26, 51, 134, 188, 215, 297, 615, 375, 405, 438, 509, 615, 615, 641, 670, 697]",341236650.7600002,1266.400000000001,-1266.400000000001,0.0,,,,DWT,inu.32000013025095,1.7881393432617188e-07,,0.0,-0.5,60.0,0.0,4.0,,9.094947017729282e-13,459.1394736842109,14521.399999999994,459.13947368421077,,0.0,459.1394736842109,,,75.99999999999989,0.0,-14.0,9.094947017729282e-13,9.094947017729282e-13,,2.2737367544323206e-13,3.32782071096451e-13,1.6470008407918046e-25,0.9523283448223314,0.18937111080159158,0.12456395857519911,0.8686464798139266,0.23697304247721407,7.991519704207532e-09,4.218300453762608e-09,4.218300453762608e-09,4.071935115106164e-09,,7.041180280146306e-13,0.9999999957816995,3.0493167658386286e-13,,,,,,7.688494221277374e-13,0.5,0.3333333333333333,7.674776728578866e-13,7.674776728578866e-13,1.0,0.7833333373753959,0.2468579589844996,295,1.1706123504983503,0.5802901677627468,173,0,0.21794871920141548,0.28622346512561286,300,0,0.33884041949865656,0.5704676725275772,141,82.18830005947724,0.9138487420760196,227.25,204.12631919350088,0.8378205974531041,84,coif,322.5947712418301,271.0,243.80777150485673,153,0.5058059790608278,0.8942968863780819,0.37764674874399595,3,63.75
coif17,1,smooth,9.19099682042157e-26,312.41779187846794,41577907.4287454,0.5538847117794486,96.39401309347821,698,smoothed,2.2149617383779524e-13,-7.636389298681943e-10,8.20716269439,94535.12077461828,0.988682604815431,6.571710287375675e-05,1.0,689.1000000000003,,,,[],[],16,823.6000000000004,77.59999999999991,1266.400000000001,"[11, 48, 102, 156, 210, 257, 315, 355, 399, 436, 477, 523, 582, 621, 658, 692]","[285.4, 1266.400000000001, 1034.9999999999998, 886.2000000000003, 747.8000000000002, 1087.6000000000006, 1066.2000000000012, 644.0000000000005, 919.8000000000005, 77.59999999999991, 726.199999999999, 1029.200000000001, 750.6000000000007, 841.5999999999997, 657.6000000000001, 1156.4]","[2, 2, 51, 51, 188, 51, 297, 350, 375, 431, 375, 375, 535, 615, 641, 51]","[26, 51, 134, 188, 215, 297, 615, 375, 405, 438, 509, 615, 615, 641, 670, 697]",341236650.7600002,1266.400000000001,-1266.400000000001,0.0,,,,DWT,inu.32000013025095,1.7881393432617188e-07,,0.0,-0.5,60.0,0.0,4.0,,9.094947017729282e-13,459.1394736842109,14521.399999999994,459.13947368421077,,0.0,459.1394736842109,,,75.99999999999989,0.0,-14.0,9.094947017729282e-13,9.094947017729282e-13,,2.2737367544323206e-13,3.32782071096451e-13,1.6470008407918046e-25,0.9523283448223314,0.18937111080159158,0.12456395857519911,0.8686464798139266,0.23697304247721407,7.991519704207532e-09,4.218300453762608e-09,4.218300453762608e-09,4.071935115106164e-09,,7.041180280146306e-13,0.9999999957816995,3.0493167658386286e-13,,,,,,7.688494221277374e-13,0.5,0.3333333333333333,7.674776728578866e-13,7.674776728578866e-13,1.0,0.7833333373753959,0.2468579589844996,297,1.1706123504983503,0.5802901677627468,172,0,0.21794871920141548,0.28622346512561286,299,0,0.33884041949865656,0.5704676725275772,140,83.02208541506691,0.9129747532336825,227.0,203.37298567300147,0.8375146302856044,85,coif,322.5947712418301,271.0,243.80777150485673,153,0.5058059790608278,0.8942968863780819,0.37764674874399595,3,64.5
sym12,1,antisymmetric,5.544002901934035e-23,284.6131835477916,42700412.21467407,0.5111111111111111,173.07707440434373,698,smoothed,5.641531177266488e-12,,8.241416198427174,102051.6060542044,0.9879712347440791,6.571710287375126e-05,0.9999999999999998,689.1000000000006,,,,[],[],16,823.6000000000276,77.60000000000878,1266.400000000039,"[11, 48, 102, 156, 210, 257, 315, 355, 399, 436, 477, 523, 582, 621, 658, 692]","[285.40000000001464, 1266.400000000039, 1035.0000000000348, 886.2000000000306, 747.8000000000252, 1087.6000000000295, 1066.2000000000257, 644.0000000000323, 919.8000000000306, 77.60000000000878, 726.2000000000247, 1029.2000000000228, 750.6000000000275, 841.600000000029, 657.6000000000232, 1156.4000000000447]","[2, 2, 52, 52, 188, 52, 297, 350, 375, 431, 375, 375, 535, 615, 641, 52]","[26, 52, 134, 188, 215, 297, 615, 375, 405, 438, 509, 615, 615, 641, 670, 695]",341236650.7600018,1266.4000000000235,-1266.4000000000235,0.0,,,,DWT,inu.32000013025095,1.7285346984863281e-06,,0.0,-0.5,60.0,0.0,4.0,,2.3419488570652902e-11,459.13947368423817,14521.399999999558,459.1394736842382,,0.0,459.13947368423817,,,76.00000000000875,0.0,-14.0,3.888089850079268e-11,2.3419488570652902e-11,,5.684341886080801e-13,1.0398616752489208e-11,1.0541298101529277e-22,0.8453745343190157,0.3295542858365963,0.31183806784869783,0.1408542995035627,0.2741250780379045,8.024549512226194e-09,4.232154794689654e-09,4.232154794689654e-09,4.085876045666045e-09,,1.7602950700365763e-12,0.9999999957678452,1.3035829173960137e-11,,,,,,7.432211080568127e-12,0.5,0.3333333333333333,1.976255007609058e-11,1.976255007609058e-11,1.0,0.7833333374086957,0.24685795899499363,289,0.9939126484537629,0.49269746493552213,318,0,0.21794871921058975,0.2862234651376611,288,0,0.27167803793659656,0.45739389122425383,294,14.080127840328723,0.9852409561422131,297.25,296.770151022186,0.8368290734589472,86,sym,637.7836257309941,694.0,272.6250926493577,171,1.0,1.0,0.0,7,66.25
sym11,1,antireflect,1.2388663501619776e-23,291.1211734682239,42691739.45689587,0.5097493036211699,199.82975604202394,698,smoothed,2.6638373137376174e-12,,8.24470914541559,101429.20559550385,0.9883390747631209,6.571710287375346e-05,1.0,689.1000000000004,,,,[],[],16,823.6000000000133,77.60000000000412,1266.4000000000187,"[11, 48, 102, 156, 210, 257, 315, 355, 399, 436, 477, 523, 582, 621, 658, 692]","[285.40000000000623, 1266.4000000000187, 1035.0000000000173, 886.200000000015, 747.8000000000122, 1087.6000000000142, 1066.2000000000128, 644.0000000000149, 919.8000000000158, 77.60000000000412, 726.2000000000121, 1029.2000000000116, 750.6000000000125, 841.6000000000128, 657.6000000000114, 1156.4000000000215]","[2, 2, 51, 51, 188, 51, 297, 350, 375, 431, 375, 375, 535, 615, 641, 51]","[26, 51, 134, 188, 215, 297, 615, 375, 405, 438, 509, 615, 615, 641, 670, 695]",341236650.7600007,1266.4000000000103,-1266.4000000000103,0.0,,,,DWT,inu.32000013025095,6.556510925292969e-07,,0.0,4.0,60.0,0.0,4.0,,1.0231815394945443e-11,459.13947368422384,14521.399999999787,459.13947368422384,,0.0,459.13947368422384,,,76.00000000000409,0.0,-14.0,1.864464138634503e-11,1.0231815394945443e-11,,3.410605131648481e-13,4.8685834329408085e-12,2.3547828411007358e-23,0.8704083097431946,0.3430307396194553,0.31039114039839477,0.11768316528102488,0.2710487141371551,8.007187690062539e-09,4.224881265702955e-09,4.224881265702955e-09,4.078573653468012e-09,,1.056177042021946e-12,0.9999999957751187,6.2510993699691884e-12,,,,,,2.819114547801704e-12,1.0,0.3333333333333333,8.634123819651224e-12,8.634123819651224e-12,1.0,0.8333333373900667,0.2626148499068267,152,1.0044486776235744,0.4979203332333837,308,0,0.25641025766702846,0.3367334880981099,153,0,0.2732231527405848,0.45999522800492254,293,85.66796367370944,0.9102012959395079,226.5,202.27951198416164,0.8363899561458545,87,sym,637.7836257309941,694.0,272.6250926493577,171,1.0,1.0,0.0,7,67.0
bior2.8,1,antisymmetric,1.81141179507212e-26,319.47124612368737,42954599.81921843,0.511204481792717,181.26252408147795,698,smoothed,9.833585712668435e-14,-7.585605477089534e-10,8.20673780644153,92436.94572259564,0.9880568610559746,6.571710287375676e-05,0.9999999999999999,689.1000000000001,,,,[],[],16,823.6000000000001,77.59999999999991,1266.4000000000003,"[11, 48, 102, 156, 210, 257, 315, 355, 399, 436, 477, 523, 582, 621, 658, 692]","[285.4000000000001, 1266.4000000000003, 1035.0000000000005, 886.2000000000003, 747.8000000000002, 1087.6000000000001, 1066.2000000000003, 644.0000000000002, 919.8000000000002, 77.59999999999991, 726.2000000000003, 1029.2, 750.6000000000001, 841.6000000000003, 657.6000000000003, 1156.4]","[0, 0, 55, 55, 188, 55, 297, 350, 375, 431, 375, 375, 535, 615, 641, 55]","[26, 51, 134, 188, 215, 297, 615, 375, 405, 438, 509, 615, 615, 641, 670, 696]",341236650.7600001,1266.4000000000003,-1266.4000000000003,0.0,,,,DWT,inu.32000013025095,5.960464477539063e-08,,0.0,-0.5,60.0,0.0,4.0,,2.2737367544323206e-13,459.13947368421066,14521.399999999998,459.13947368421066,,0.0,459.13947368421066,,,75.99999999999989,0.0,-5.0,2.2737367544323206e-13,2.2737367544323206e-13,,1.1368683772161603e-13,1.0405451001284556e-13,2.4372164861876406e-26,0.9794603151693008,0.18763224806842776,0.3542456885788186,0.14244300026481005,0.22660230785248126,7.991519704207532e-09,4.218185000921549e-09,4.218185000921549e-09,4.0718773886856265e-09,,3.520590140073153e-13,0.999999995781815,7.623291914596572e-14,,,,,,2.562831407092458e-13,0.5,0.6666666666666666,1.9186941821447165e-13,1.9186941821447165e-13,1.0,0.8166666707079233,0.2573625529293815,209,1.0062332806721515,0.49880498783489025,301,0,0.24358974484225515,0.31989681377013274,200,0,0.27005479427627754,0.4546610176366888,308,57.92236183029832,0.939284736026941,254.5,244.59294611657327,0.8362566237786696,88,bior,505.2814814814815,513.0,260.42945737079265,135,0.792245929647934,0.9552659105585313,0.15884807607888676,5,67.25
db26,1,periodic,4.092002569130695e-26,315.93205906000117,44114195.62453563,0.5133689839572193,198.9407092130567,698,smoothed,1.5356833919760637e-13,-7.389102663069023e-10,8.296744052148604,55552.788037352446,0.9794456000438632,6.571710287375679e-05,1.0,689.1000000000001,,,,[],[],16,823.6000000000001,77.60000000000036,1266.4000000000008,"[11, 48, 102, 156, 210, 257, 315, 355, 399, 436, 477, 523, 582, 621, 658, 692]","[285.39999999999986, 1266.4000000000008, 1035.0000000000005, 886.1999999999998, 747.7999999999997, 1087.6000000000004, 1066.2000000000003, 644.0000000000001, 919.8000000000003, 77.60000000000036, 726.2, 1029.2000000000003, 750.5999999999996, 841.5999999999999, 657.6000000000001, 1156.4000000000003]","[2, 2, 51, 51, 188, 51, 297, 350, 375, 431, 375, 375, 535, 615, 641, 51]","[26, 51, 134, 188, 215, 297, 615, 375, 405, 438, 509, 615, 615, 641, 670, 697]",341236650.76000005,1266.4000000000008,-1266.4000000000008,0.0,,,,DWT,inu.32000013025095,0.0,,0.0,-0.5,60.0,0.0,4.0,,6.821210263296962e-13,459.13947368421066,14521.399999999998,459.13947368421066,,0.0,459.13947368421066,,,76.00000000000034,0.0,-14.0,6.821210263296962e-13,6.821210263296962e-13,,1.1368683772161603e-13,2.0662968401397133e-13,6.77391776153701e-26,0.9658464013157596,0.5559846736335622,0.547707911885422,0.1792719724573637,0.04429349103487937,7.993213540516181e-09,4.218185000921549e-09,4.218185000921549e-09,4.0718773886856265e-09,,3.520590140073153e-13,0.999999995781815,2.2869875743789716e-13,,,,,,0.0,0.5,0.3333333333333333,5.756082546434149e-13,5.756082546434149e-13,1.0,0.7833333373751998,0.24685795898443783,303,1.2207803189459068,0.6051591850888969,146,0,0.21794871920141082,0.28622346512560676,301,0,0.32758635004674197,0.5515204559700116,154,87.82178924769562,0.9079436171407803,226.0,200.34649193297437,0.8355231712538282,89,db,428.67836257309943,421.5,250.45064732303067,342,0.6721376110616994,0.9186632268114543,0.2539047042133741,4,67.75
coif11,1,periodic,7.950375052811777e-26,313.0475418706162,44912616.15803981,0.5078740157480315,179.56559378185835,698,smoothed,2.1285742986738807e-13,-8.195275791322836e-10,8.334570749785916,54771.95195999192,0.9761911657658405,6.571710287375679e-05,0.9999999999999999,689.1000000000004,,,,[],[],16,823.6000000000001,77.60000000000002,1266.4000000000008,"[11, 48, 102, 156, 210, 257, 315, 355, 399, 436, 477, 523, 582, 621, 658, 692]","[285.4, 1266.4000000000008, 1034.9999999999998, 886.1999999999998, 747.8000000000002, 1087.6000000000001, 1066.2000000000007, 644.0000000000001, 919.8000000000004, 77.60000000000002, 726.1999999999998, 1029.2000000000005, 750.5999999999999, 841.6, 657.6, 1156.4000000000005]","[2, 2, 51, 51, 188, 51, 297, 350, 375, 431, 375, 375, 535, 615, 641, 51]","[26, 695, 134, 188, 215, 297, 615, 375, 405, 438, 509, 615, 615, 641, 670, 695]",341236650.7600001,1266.4000000000008,-1266.4000000000008,0.0,,,,DWT,inu.32000013025095,5.960464477539063e-08,,0.0,-0.5,60.0,0.0,4.0,,6.821210263296962e-13,459.13947368421066,14521.399999999998,459.1394736842107,,0.0,459.13947368421066,,,76.0,0.0,-14.0,6.821210263296962e-13,6.821210263296962e-13,,3.410605131648481e-13,3.167386011546538e-13,1.411088021051467e-25,0.9547507548244311,0.71079121751686,0.6809131294595838,0.08577516996205084,0.04043402099880347,7.991943163284695e-09,4.218185000921549e-09,4.218185000921549e-09,4.071906251895895e-09,,1.056177042021946e-12,0.999999995781815,2.2869875743789716e-13,,,,,,2.562831407092458e-13,0.5,0.3333333333333333,5.756082546434149e-13,5.756082546434149e-13,1.0,0.7833333373753075,0.24685795898447177,298,1.3191863027673172,0.6539405129437365,116,0,0.21794871920138917,0.28622346512557834,303,0,0.35323775610886377,0.5947068560310481,125,104.0080125118573,0.8909769260881999,210.5,171.8454853715563,0.8351635154550014,90,coif,322.5947712418301,271.0,243.80777150485673,153,0.5058059790608278,0.8942968863780819,0.37764674874399595,3,68.25
db26,1,symmetric,3.947524679206179e-26,316.08816949889683,43944255.58663864,0.5133689839572193,204.89402607014767,698,smoothed,1.493135446548094e-13,-7.364322041070181e-10,8.302817150806272,54913.20339889607,0.9780382963586626,6.571710287375679e-05,1.0,689.1000000000001,,,,[],[],16,823.6000000000001,77.60000000000036,1266.4000000000008,"[11, 48, 102, 156, 210, 257, 315, 355, 399, 436, 477, 523, 582, 621, 658, 692]","[285.39999999999986, 1266.4000000000008, 1035.0000000000005, 886.1999999999998, 747.7999999999997, 1087.6000000000004, 1066.2000000000003, 644.0000000000001, 919.8000000000003, 77.60000000000036, 726.2, 1029.2000000000003, 750.5999999999996, 841.5999999999999, 657.6000000000004, 1156.4]","[2, 2, 51, 51, 188, 51, 297, 350, 375, 431, 375, 375, 535, 615, 641, 51]","[26, 51, 134, 188, 215, 297, 615, 375, 405, 438, 509, 615, 615, 641, 670, 697]",341236650.76000005,1266.4000000000008,-1266.4000000000008,0.0,,,,DWT,inu.32000013025095,0.0,,0.0,-0.5,60.0,0.0,4.0,,6.821210263296962e-13,459.13947368421066,14521.399999999998,459.13947368421066,,0.0,459.13947368421066,,,76.00000000000034,0.0,-14.0,6.821210263296962e-13,6.821210263296962e-13,,1.1368683772161603e-13,1.987278792389111e-13,6.499183049539379e-26,0.9664468991217587,0.580838955730037,0.5193558107398276,0.1792719724573637,0.04113219019437389,7.993213540516181e-09,4.218185000921549e-09,4.218185000921549e-09,4.0718773886856265e-09,,3.520590140073153e-13,0.999999995781815,2.2869875743789716e-13,,,,,,0.0,0.5,0.3333333333333333,5.756082546434149e-13,5.756082546434149e-13,1.0,0.7833333373751998,0.24685795898443783,304,1.2181271877687423,0.6038439880168364,147,0,0.21794871920141082,0.28622346512560676,302,0,0.32672083260622287,0.5500632811720477,157,87.27924533740348,0.9085123214492626,227.5,202.29729002437637,0.835021359886057,91,db,428.67836257309943,421.5,250.45064732303067,342,0.6721376110616994,0.9186632268114543,0.2539047042133741,4,69.25
coif9,1,periodic,3.889360025004451e-26,316.1526365751772,44178658.49458061,0.508,179.64344077582146,698,smoothed,1.4590048367165663e-13,-6.908691174700728e-10,8.307752703720885,55341.89226427205,0.976277907862676,6.571710287375679e-05,1.0,689.0999999999999,,,,[],[],16,823.5999999999999,77.60000000000048,1266.4000000000003,"[11, 48, 102, 156, 210, 257, 315, 355, 399, 436, 477, 523, 582, 621, 658, 692]","[285.39999999999986, 1266.4000000000003, 1034.9999999999993, 886.2000000000006, 747.7999999999997, 1087.5999999999997, 1066.1999999999994, 643.9999999999999, 919.8000000000003, 77.60000000000048, 726.1999999999996, 1029.1999999999996, 750.6000000000001, 841.6000000000003, 657.5999999999995, 1156.3999999999999]","[2, 2, 52, 52, 188, 52, 297, 350, 375, 431, 375, 375, 535, 615, 641, 52]","[26, 695, 134, 188, 215, 297, 615, 375, 405, 438, 509, 615, 615, 641, 670, 695]",341236650.76,1266.4000000000003,-1266.4000000000003,0.0,,,,DWT,inu.32000013025095,5.960464477539063e-08,,0.0,-0.5,60.0,0.0,4.0,,2.2737367544323206e-13,459.13947368421043,14521.400000000001,459.1394736842104,,0.0,459.13947368421043,,,76.00000000000045,0.0,-14.0,2.2737367544323206e-13,2.2737367544323206e-13,,1.1368683772161603e-13,1.9238930253374323e-13,6.388578931989612e-26,0.9666948795780268,0.6010378083021093,0.5584626335758958,0.08791879013880194,0.043251087974188,7.993636999593344e-09,4.21806954808049e-09,4.21806954808049e-09,4.071733072634282e-09,,3.520590140073153e-13,0.9999999957819304,7.623291914596572e-14,,,,,,2.562831407092458e-13,0.5,0.3333333333333333,1.9186941821447165e-13,1.9186941821447165e-13,1.0,0.7833333373751703,0.24685795898442853,307,1.2122350999310723,0.6009231913599936,148,0,0.2179487192013724,0.2862234651255563,307,0,0.32248074279560207,0.5429247167435429,167,86.66169857555298,0.909159645099001,232.25,207.69037273243597,0.8328555038912195,92,coif,322.5947712418301,271.0,243.80777150485673,153,0.5058059790608278,0.8942968863780819,0.37764674874399595,3,69.75
db22,1,symmetric,2.715611849814317e-26,317.71274108619434,43563910.64833178,0.5148648648648648,208.78573575918745,698,smoothed,1.229045518653234e-13,-6.969800070422132e-10,8.293263957387985,54944.659338469886,0.9747066640687353,6.571710287375678e-05,1.0,689.1000000000004,,,,[],[],16,823.6000000000001,77.60000000000002,1266.4000000000003,"[11, 48, 102, 156, 210, 257, 315, 355, 399, 436, 477, 523, 582, 621, 658, 692]","[285.4000000000001, 1266.4000000000003, 1035.0000000000002, 886.2000000000004, 747.8000000000002, 1087.6000000000004, 1066.1999999999996, 643.9999999999998, 919.7999999999998, 77.60000000000002, 726.2, 1029.1999999999996, 750.5999999999999, 841.6, 657.6, 1156.4000000000003]","[2, 2, 54, 54, 188, 54, 297, 350, 375, 431, 375, 375, 535, 615, 641, 54]","[26, 54, 134, 188, 215, 297, 615, 375, 405, 438, 509, 615, 615, 641, 670, 695]",341236650.76,1266.4000000000003,-1266.4000000000003,0.0,,,,DWT,inu.32000013025095,5.960464477539063e-08,,0.0,-0.5,60.0,0.0,4.0,,2.2737367544323206e-13,459.13947368421066,14521.399999999998,459.13947368421054,,0.0,459.13947368421066,,,76.0,0.0,-14.0,2.2737367544323206e-13,2.2737367544323206e-13,,3.410605131648481e-13,1.4968233703246828e-13,4.156615501203888e-26,0.9726960114858121,0.5417423137150921,0.45590061622217526,0.20472436389154716,0.041287668738157556,7.991943163284695e-09,4.218185000921549e-09,4.218185000921549e-09,4.071819662265089e-09,,1.056177042021946e-12,0.999999995781815,7.623291914596572e-14,,,,,,2.562831407092458e-13,0.5,0.3333333333333333,1.9186941821447165e-13,1.9186941821447165e-13,1.0,0.7833333373750517,0.24685795898439114,309,1.1808438849120477,0.5853620934253004,165,0,0.21794871920131179,0.2862234651254767,311,0,0.3166215677218477,0.5330602797551761,184,78.61880606233261,0.9175903500394836,242.25,222.87762225522215,0.8318297662147103,93,db,428.67836257309943,421.5,250.45064732303067,342,0.6721376110616994,0.9186632268114543,0.2539047042133741,4,70.75
