signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_dynamic_cutoff_percentile_diff,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
raw,bior1.3,10655284.57745965,0.66,287.6414122558594,-0.1695801836445132,160,5,True,False,711.9256191802497,,9.220789316978134,647318.3905189966,0.4725714762482772,1.4536951354700438e-06,0.8555608168300378,20,1632.6441561770848,7.7377032137605966,4011.0649169198405,"[1, 8, 13, 21, 31, 39, 45, 51, 63, 74, 84, 92, 104, 113, 118, 126, 134, 139, 145, 151]","[350.9833055322878, 628.8003060172989, 2473.1273179024574, 750.7576025688285, 3077.731521095585, 696.5442994037605, 1256.5156263149438, 2376.6785096096037, 2030.8588508500902, 4011.0649169198405, 2025.4308021430184, 689.9107212052688, 7.7377032137605966, 2737.7978693206096, 1741.6485223379605, 406.97596566555205, 3587.946774012612, 1321.4548430456207, 2037.654748620733, 443.2629177618662]","[0, 0, 0, 18, 0, 38, 42, 47, 55, 0, 77, 90, 102, 102, 116, 120, 102, 137, 141, 150]","[2, 10, 23, 23, 55, 55, 47, 55, 67, 159, 159, 102, 105, 120, 120, 127, 159, 159, 159, 159]",0.05,30,235221732.20324132,2624.5665712141376,-2624.5665712141376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1757.5665712141376,0.0,32.0,,0.0,24.262296786239403,,,1170.1658953075196,,,,,,,,,,,0.0,,,,0.0,23.0,1170.1658953075196,22015.8831235417,1172.644298899187,199287010.20324132,,,,,,3148.0649169198405,1757.5665712141376,0.0,21.5,,,,,,3.0,,0.5733785993163758,0.6807788129922913,0.7155485025587971,0.0598613364582458,0.5970149253731349,0.994145675882696,0.04994383074610608,,0.08746782656879114,0.35638359620920523,0.35638359620920523,0.3558766050558311,0.2500744622287957,0.297302961478052,0.6000000000000001,0.37505240568974463,0.797752808988764,0.0,0.7184466019417475,0.0,0.2926860260700999,0.2926860260700999,0.0,0.6618705035971223,1.4491168541517214,0.48338550825060367,8,1.6246275598995836,0.9657765008317357,8,0,0,0.34012396375671616,0.6320581615751207,7,0,0,0.5243816690468067,0.9867397301623159,3,2.3804761428476167,0.977542677897664,6.5,5.508196721311475,0.9581109615903414,1,bior,41.666666666666664,18.0,42.44772695692343,15,0.5992934645470602,1.0,0.2804945748170578,2,1.25
raw,bior2.4,13523996.143380603,0.6625,303.2113756203464,-0.4450166558836643,160,5,True,False,713.005375150352,,9.192507912179757,701324.1136507157,0.4665561146130051,1.0185839371634752e-06,0.7540658086974059,20,1751.4789532508778,5.498332783142857,4141.346891589621,"[1, 6, 11, 17, 32, 40, 46, 51, 60, 65, 75, 80, 85, 93, 114, 126, 135, 140, 146, 152]","[380.06584405232843, 5.498332783142857, 262.43599802488427, 2496.6722316335718, 1024.431076871799, 1454.4634467369776, 2654.452631446912, 4141.346891589621, 1087.9684262658875, 1924.01344138814, 2953.946913193905, 710.7054862282364, 947.0713552428795, 4137.370690003616, 3606.687615590554, 33.90581012570108, 1567.5438654714237, 2864.3140443804286, 2135.9243289668257, 640.760635020724]","[0, 2, 2, 2, 23, 23, 23, 23, 56, 56, 70, 78, 70, 23, 110, 125, 125, 110, 142, 150]","[2, 7, 12, 23, 34, 43, 48, 70, 62, 70, 78, 82, 86, 110, 125, 127, 137, 142, 159, 159]",0.05,30,234700689.1153491,2668.075329990867,-2668.075329990867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1801.075329990867,0.0,21.5,,0.0,26.501667216857143,,,1289.0006923813125,,,,,,,,,,,0.0,,,,0.0,30.5,1289.0006923813125,24392.579065017555,1292.4602780904283,198765967.1153491,,,,,,3278.346891589621,1801.075329990867,0.0,21.5,,,,,,3.0,,0.5747639963300325,0.6484584950875155,0.6675924846429186,0.10919050160389523,0.626865671641791,0.9318334506494415,0.10382742129054508,,0.09580362371867449,0.4055025594288315,0.4055025594288315,0.4055191540200199,0.28792327539937834,0.3174232762292691,0.6000000000000001,0.3736438780950804,0.797752808988764,0.0,0.8640776699029126,0.0,0.3070260593388172,0.3070260593388172,0.0,0.5107913669064748,1.5143453288467603,0.5051439325643766,6,1.6149064065076368,0.959997661583494,12,0,0,0.3548745181747419,0.6594693683736509,6,0,0,0.52321886017802,0.9845516488903243,4,3.4641016151377544,0.9673197960836061,7.0,6.0,0.9506410301172747,2,bior,41.666666666666664,18.0,42.44772695692343,15,0.5992934645470602,1.0,0.2804945748170578,2,2.0
raw,sym17,10235595.256861512,0.65625,281.0332777958297,0.4846197602597604,160,5,True,False,638.086026764561,,9.23817179457885,637424.515583795,0.47391570236682035,1.503428175573392e-06,0.812907231545579,22,1567.9032843059533,18.52499881910194,4183.581695453579,"[1, 8, 13, 21, 27, 35, 40, 45, 51, 63, 74, 80, 88, 95, 104, 113, 118, 126, 134, 139, 145, 151]","[157.85852427418217, 2297.0604316597473, 48.445585576976555, 1108.6976473740656, 3696.4807434725926, 679.283251777138, 1020.9143955288895, 1131.8933515156077, 2010.157622737654, 1795.5296258375702, 4183.581695453579, 1896.6115954699394, 826.2160248526576, 103.71723889713297, 18.52499881910194, 3974.8589273887696, 1336.8787882623237, 1976.7090022372436, 2525.365090434939, 1386.4133720672053, 1973.7102013092149, 344.96413978444156]","[0, 0, 12, 18, 0, 34, 38, 42, 47, 55, 55, 77, 86, 94, 99, 99, 117, 120, 120, 137, 142, 150]","[2, 23, 23, 23, 55, 55, 55, 47, 55, 67, 99, 99, 99, 99, 105, 159, 120, 132, 159, 142, 159, 159]",0.05,30,209042454.43927157,2632.2187178579698,-2632.2187178579698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1765.2187178579698,0.0,37.5,,0.0,13.475001180898062,,,1105.425023436388,,,,,,,,,,,0.0,,,,0.0,33.0,1105.425023436388,23856.872254730974,1117.279316246701,173107732.43927157,,,,,,3320.5816954535794,1765.2187178579698,0.0,27.0,,,,,,1.0,,0.4786376081527661,0.7575440648428671,0.7450235025874414,0.052644534305114496,0.5522388059701495,0.9679587740620881,0.040072330560727086,,0.04731336764921498,0.329623719619607,0.329623719619607,0.33293760409135514,0.2793921601553498,0.3239458788329881,0.2,0.30428237534906555,0.9213483146067416,0.0,0.9126213592233009,0.0,0.29520809382231417,0.29520809382231417,0.0,0.7410071942446044,1.2953413742234876,0.43209023947457215,12,1.6210597040350139,0.9636555523525845,10,0,0,0.33203199256477894,0.6170207135264645,10,0,0,0.5134456600687363,0.9661612180116352,11,0.9574271077563381,0.9909676687947515,10.75,10.68825910931174,0.9447762872275645,3,sym,69.52631578947368,85.0,33.33394736276558,19,1.0,0.7852940487624543,0.0644117853712637,5,3.5
raw,bior4.4,9264901.393119797,0.6575,268.16681960547345,1.2534860186607415,160,5,True,False,580.9301031867655,,9.218045290025707,630878.9439718437,0.47581386143795734,1.1924656835100368e-06,0.7714113089054696,20,1534.940615460441,99.38382791457411,3629.716492587173,"[1, 6, 11, 17, 33, 40, 46, 53, 60, 65, 75, 80, 85, 93, 115, 126, 135, 140, 146, 152]","[448.61751438220165, 138.02831010316066, 379.23237618879375, 2260.679765099048, 822.6866252593883, 2523.394723497711, 1287.0977340441007, 3364.2558300342216, 944.2824749988142, 1670.540397706542, 2454.898892643768, 612.1018573380409, 818.0213095524778, 3629.716492587173, 2851.86730284242, 99.38382791457411, 1309.4065676449852, 2518.461060376605, 1962.6393143290852, 603.4999326657082]","[0, 2, 2, 2, 23, 23, 43, 23, 56, 56, 70, 78, 70, 23, 111, 125, 111, 111, 142, 150]","[2, 7, 12, 23, 34, 48, 48, 70, 62, 70, 78, 82, 86, 111, 125, 127, 138, 142, 159, 159]",0.05,30,183154154.6868751,2389.7545961737774,-2389.7545961737774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1522.7545961737774,0.0,30.5,,0.0,67.38382791457411,,,1072.4623545908757,,,,,,,,,,,0.0,,,,0.0,30.5,1072.4623545908757,20061.81230920882,1072.4623545908755,147219432.6868751,,,,,,2766.716492587173,1522.7545961737774,0.0,30.5,,,,,,3.0,,0.4053028473086454,0.8477645127587073,0.7108955298146771,0.03595288831350664,0.5671641791044775,0.9424826119789909,0.033541561594677645,,0.24798273351030253,0.31599898882936517,0.31599898882936517,0.31436889373700094,0.2189559418143387,0.23840877947857014,0.6000000000000001,0.2342989412962281,0.9999999999999999,0.0,0.8640776699029126,0.0,0.2152944472560216,0.2152944472560216,0.0,0.6402877697841727,1.3447198126159128,0.44856152781171305,9,1.6209491119831683,0.9635898097741084,11,0,0,0.3388104751058937,0.6296172832179507,9,0,0,0.5061577329819547,0.9524473762975924,14,2.362907813126304,0.977708416857299,10.75,10.401500938086304,0.9381466612588383,4,bior,41.666666666666664,18.0,42.44772695692343,15,0.5992934645470602,1.0,0.2804945748170578,2,3.5
raw,bior2.2,14105425.32577485,0.65625,316.48876874999996,-0.6182005840196474,160,5,True,False,728.6339143800956,,9.178924411429351,712858.8929879665,0.47257417892536846,6.923668954513589e-07,0.8017884132380986,22,1841.1644778679095,210.85053445213154,4317.22834632385,"[1, 8, 14, 21, 32, 40, 46, 53, 60, 65, 75, 80, 85, 93, 115, 121, 128, 135, 140, 146, 151, 156]","[558.5879360996373, 1396.4477300018048, 2538.9635962255365, 854.3925848720537, 1188.9634872669067, 3097.5594024471684, 1532.034251858111, 4288.189212262978, 1152.5039992520828, 2165.1823423919104, 3089.6887560076084, 693.8624429915693, 1014.7933192892338, 4317.22834632385, 3591.6900699572107, 532.8956228329782, 210.85053445213154, 1528.8947336351941, 3033.2488276612494, 2559.5145556949337, 471.46327626827224, 688.6634853015842]","[0, 2, 2, 18, 23, 23, 43, 23, 55, 55, 70, 78, 70, 23, 110, 120, 125, 125, 110, 142, 150, 150]","[2, 10, 23, 23, 34, 48, 48, 70, 62, 70, 78, 82, 90, 110, 125, 125, 129, 137, 142, 159, 153, 159]",0.05,30,246263359.348042,2632.240276126018,-2632.240276126018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1765.2402761260182,0.0,34.5,,0.0,178.85053445213154,,,1378.6862169983442,,,,,,,,,,,0.0,,,,0.0,37.5,1378.6862169983442,29868.618513094007,1378.6862169983442,210328637.348042,,,,,,3454.22834632385,1765.2402761260182,0.0,27.0,,,,,,1.0,,0.5948164268571363,0.6281367142868494,0.6445593075433091,0.11918851482333094,0.5522388059701495,0.9611324451277827,0.11533611501385597,,0.6629046427927885,0.44257301432481055,0.44257301432481055,0.4412445674674801,0.3751290430232686,0.3445858229831406,0.2,0.40490106290226197,0.9213483146067416,0.0,1.0,0.0,0.2952151992026955,0.2952151992026955,0.0,0.6978417266187049,1.6888857925927958,0.5633658285670712,2,1.5886838142572859,0.944409372912676,18,0,0,0.40772072546558746,0.7576743765052193,2,0,0,0.5164869042317736,0.9718839894621477,6,7.571877794400365,0.9285671906188645,7.0,3.2727272727272725,0.931264727384904,5,bior,41.666666666666664,18.0,42.44772695692343,15,0.5992934645470602,1.0,0.2804945748170578,2,4.25
raw,dmey,10450643.509522641,0.6575,280.69534015548896,0.7267860683492567,160,5,True,False,609.2961282672304,,9.24160010117456,637905.3868610866,0.4733267620551398,1.533495231340378e-06,0.6938510689358816,20,1534.056319792139,32.76450036357903,4011.072164976255,"[1, 6, 11, 17, 33, 41, 46, 51, 60, 65, 75, 85, 93, 114, 119, 126, 135, 140, 146, 152]","[311.63596452987065, 210.35074913808458, 61.5174615357098, 2518.6498627057836, 603.6630558123369, 3350.95224189756, 1121.8283450217455, 2216.005603812271, 754.5352088804466, 1874.24976248003, 2335.9663100198713, 828.8796264635179, 4011.072164976255, 2431.3215690920333, 1537.696447307064, 32.76450036357903, 2750.1101469354444, 1326.6873892496033, 1908.0606345958604, 495.17935102571323]","[0, 2, 2, 2, 24, 24, 43, 48, 56, 56, 70, 78, 24, 111, 117, 125, 111, 137, 142, 150]","[2, 7, 12, 24, 34, 70, 48, 70, 62, 70, 78, 86, 111, 125, 125, 127, 142, 142, 159, 159]",0.05,30,191157302.95206675,2665.2691956955728,-2665.2691956955728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1798.2691956955728,0.0,21.5,,0.0,0.7645003635790317,,,1071.5780589225737,,,,,,,,,,,0.0,,,,0.0,23.0,1071.5780589225737,20044.12639584278,1073.1326230819934,155222580.95206675,,,,,,3148.072164976255,1798.2691956955728,0.0,18.5,,,,,,3.0,,0.44169829917362713,0.7859603889398536,0.7508367899293217,0.05634241418116214,0.5671641791044775,0.8948649879100847,0.04055211435969527,,0.0,0.3156334756339362,0.3156334756339362,0.3146466015737525,0.21867429416262996,0.29730408084377213,0.6000000000000001,0.25593372628361505,0.7303370786516854,0.0,0.7184466019417475,0.0,0.3061011867319588,0.3061011867319588,0.0,0.5107913669064748,1.2792072326309174,0.4267083337907292,14,1.6087078377209454,0.9563128588504013,14,0,0,0.3056001921934667,0.567902048186665,16,0,0,0.5053455962283175,0.9509191619292383,15,0.9574271077563381,0.9909676687947515,14.75,14.704595185995625,0.9259083626992626,6,dmey,6.0,6.0,,1,0.08629825889477669,,,6,6.0
raw,sym9,10064876.29796106,0.6675,282.89072230387956,0.44555220496683245,160,5,True,False,578.7226679102343,,9.23074140630489,637442.2525427814,0.4747122193394514,1.4566710949924826e-06,0.6323004724909932,20,1740.5447991206045,209.92461483611203,3981.5901673803874,"[1, 8, 13, 21, 27, 35, 45, 50, 63, 73, 79, 88, 96, 112, 118, 126, 134, 139, 144, 151]","[209.92461483611203, 2149.933462550532, 288.454941972024, 1013.8449248896471, 3203.6794082174056, 676.4506079747287, 1651.5104414729599, 2366.7400555674535, 2059.962684732046, 3981.5901673803874, 2198.9273901534825, 604.9761567674558, 401.0912063301622, 3859.5106258621, 1788.6680090104064, 2681.5610973959438, 1860.440364300212, 1312.209819508458, 2169.5663639415407, 331.8536395490303]","[0, 0, 12, 18, 18, 34, 42, 47, 54, 54, 77, 86, 94, 98, 116, 120, 132, 136, 141, 150]","[2, 18, 18, 22, 54, 54, 47, 54, 67, 98, 98, 98, 98, 159, 120, 159, 159, 159, 159, 159]",0.05,30,193289414.02031377,2888.290957779479,-2888.290957779479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,2021.290957779479,0.0,36.5,,0.0,177.92461483611203,,,1278.0665382510392,,,,,,,,,,,0.0,,,,0.0,9.5,1278.0665382510392,24173.89598241209,1278.0665382510392,157354692.02031377,,,,,,3118.5901673803874,2021.290957779479,0.0,9.5,,,,,,3.0,,0.4024705645293646,0.7529597924821119,0.7324239929192232,0.049708922437704556,0.6865671641791045,0.8570763843178464,0.04009002740802593,,0.659458014226693,0.40098305564889813,0.40098305564889813,0.39955549258205625,0.28444075372184247,0.292750979214579,0.6000000000000001,0.26169742864202034,0.5280898876404494,0.0,0.4563106796116504,0.0,0.37960683428083075,0.37960683428083075,0.0,0.7266187050359711,1.6133449976659213,0.5381674979805727,4,1.597076932888531,0.9493987482888088,15,0,0,0.36063135753342,0.6701674011183594,4,0,0,0.5030424068961974,0.9465852033753094,17,6.97614984548545,0.9341872656086279,10.0,6.394984326018808,0.9199238214835592,7,sym,69.52631578947368,85.0,33.33394736276558,19,1.0,0.7852940487624543,0.0644117853712637,5,6.5
raw,rbio1.5,9435276.802070947,0.665,269.8953262368189,0.9643144487597849,160,5,True,False,608.7714000984977,,9.21530334169093,631522.321133346,0.4792966450427265,9.672144886445983e-07,0.8329973250492737,22,1669.1196056822807,2.3512907025869936,3742.8300656903702,"[1, 8, 13, 21, 27, 35, 45, 50, 63, 73, 79, 88, 95, 100, 107, 112, 118, 126, 134, 139, 145, 151]","[400.9294055768685, 1125.7191880967187, 2298.148960403109, 1111.9568832676182, 3180.1085802854946, 785.0594347721333, 1590.9028348788606, 2577.7723764142884, 2126.130038935533, 3689.9545726622273, 2248.550700534207, 551.7611995414143, 139.11199891231274, 67.24427351594454, 2.3512907025869936, 3742.8300656903702, 2182.7994056918596, 1600.2634347375454, 2963.680993716729, 1462.7676003970391, 2221.942893194586, 650.6451930827166]","[0, 0, 0, 18, 22, 34, 42, 47, 54, 54, 77, 86, 94, 98, 98, 54, 116, 120, 120, 137, 141, 150]","[2, 9, 22, 22, 54, 54, 47, 54, 67, 98, 98, 98, 98, 102, 108, 159, 120, 132, 159, 159, 159, 159]",0.05,30,196790549.93117818,2541.3336902129863,-2541.3336902129863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1674.3336902129863,0.0,46.5,,0.0,29.648709297413006,,,1206.6413448127155,,,,,,,,,,,0.0,,,,0.0,15.0,1206.6413448127155,26083.631325010174,1210.6555120739936,160855827.93117818,,,,,,2879.8300656903702,1674.3336902129863,0.0,13.5,,,,,,1.0,,0.4410250388647492,0.8138324884619864,0.7062460817266355,0.03888259263957078,0.6567164179104484,0.9802929612737731,0.03418348377487839,,0.10751812349369565,0.3714602934963853,0.3714602934963853,0.3716255354068213,0.3148532330490757,0.25587766340698537,0.2,0.2711619943520693,0.6179775280898876,0.0,0.5631067961165048,0.0,0.26525333628153097,0.26525333628153097,0.0,0.8705035971223021,1.2658762055297637,0.4222614699699603,16,1.6616484871033597,0.9877839703680885,2,0,0,0.3028782331620734,0.5628437853043241,17,0,0,0.5244541520931489,0.9868761229956486,2,8.381527307120106,0.9209289876686783,9.25,3.5672131147540984,0.9168324183626411,8,rbio,49.733333333333334,27.0,38.33213248636685,15,0.7153166792833712,0.903043230683868,0.22836535529647978,4,7.0
raw,haar,9016587.503084151,0.65875,267.8857228932053,0.8053996346562562,160,5,True,False,636.4815196250488,,9.207743836744553,629295.3461093754,0.47651721794495994,1.1351645490662905e-06,0.8650964203439973,22,1497.4788317410794,23.636715165743794,3434.3263133104833,"[1, 8, 13, 21, 31, 39, 45, 50, 63, 73, 80, 88, 95, 100, 107, 112, 118, 126, 134, 139, 145, 151]","[413.4397993866986, 984.5182527940344, 2349.7126695387287, 909.8623285481044, 948.2544270026401, 2910.049528279472, 1396.2052576606677, 2306.531391502401, 1890.1339623242536, 3434.3263133104833, 2035.3175490395774, 574.629355852863, 104.90291308792007, 23.636715165743794, 77.52915716179336, 2618.3030733343503, 2005.1171253748485, 642.1857313215575, 3249.656933097263, 1457.7998827075903, 2001.457962446359, 610.9639693663937]","[0, 2, 2, 18, 23, 23, 42, 47, 54, 23, 77, 86, 94, 99, 104, 104, 116, 120, 104, 137, 141, 150]","[2, 9, 23, 23, 34, 54, 47, 54, 67, 159, 159, 104, 104, 104, 108, 120, 120, 127, 159, 159, 159, 159]",0.05,30,204505434.3512808,2288.231292156867,-2288.231292156867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1421.2312921568669,0.0,51.0,,0.0,8.363284834256206,,,1035.0005708715141,,,,,,,,,,,0.0,,,,0.0,30.0,1035.0005708715141,22307.534298303748,1037.4853408791193,168570712.3512808,,,,,,2571.3263133104833,1421.2312921568669,0.0,25.5,,,,,,1.0,,0.4765789213188695,0.7951850767018444,0.6934276323876404,0.031682986440121665,0.5820895522388055,1.0000000000000002,0.03196154499902584,,0.028285595391993955,0.30051460191607515,0.30051460191607515,0.2998771028462756,0.25471899863411096,0.20823337020719374,0.2,0.29201752021523597,0.8876404494382022,0.0,0.8543689320388349,0.0,0.1818334247381544,0.1818334247381544,0.0,0.935251798561151,1.1702271829045918,0.39035558792678493,23,1.628260470725781,0.9679361218994563,7,0,0,0.3078181137900911,0.572023649709229,12,0,0,0.5158465305837583,0.97067898524872,9,7.135591542869215,0.9326830986521772,12.75,10.504757589487992,0.9062000398921264,9,haar,9.0,9.0,,1,0.12944738834216502,,,7,8.5
raw,coif1,9399724.272096515,0.67125,281.0781807389553,1.1463566139168058,160,5,True,False,565.2463787518727,,9.212385136676993,634997.7663647243,0.47612658983090334,1.255344980294609e-06,0.7109176498125215,20,1474.850211964549,89.89209028656569,3978.0860173628785,"[1, 6, 11, 17, 33, 40, 46, 53, 60, 65, 76, 85, 93, 115, 122, 128, 135, 140, 146, 152]","[389.0839295820366, 179.98995783836685, 486.5014115046424, 2056.1666468420462, 761.6821950804249, 2402.397559208312, 1198.3287712155222, 3353.325790885391, 870.2447609071127, 1672.3199817035932, 2263.3951714795157, 760.5066046948084, 3978.0860173628785, 2740.3120173170223, 304.7838600390666, 89.89209028656569, 1152.30819479228, 2355.582621311217, 1927.1326790238068, 554.9639782163707]","[0, 2, 2, 2, 24, 24, 44, 24, 56, 56, 70, 70, 24, 111, 120, 125, 111, 111, 142, 150]","[2, 7, 12, 24, 34, 48, 48, 70, 62, 70, 78, 86, 111, 125, 125, 129, 138, 142, 159, 159]",0.05,30,180556122.3735654,2552.4506837906624,-2552.4506837906624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWT,mdp.39015067403983,,,1685.4506837906624,0.0,18.5,,0.0,57.89209028656569,,,1012.3719510949838,,,,,,,,,,,0.0,,,,0.0,17.0,1012.3719510949838,18860.00423929098,1012.3719510949838,144621400.3735654,,,,,,3115.0860173628785,1685.4506837906624,0.0,18.5,,,,,,3.0,,0.38517961058039185,0.8351937141635705,0.7012977599254984,0.0382712461928633,0.73134328358209,0.9053429084611826,0.037651069374102106,,0.2126508391594571,0.291161328549318,0.291161328549318,0.2894720409302366,0.19981718354432926,0.2922098099433389,0.6000000000000001,0.22727572135499502,0.7303370786516854,0.0,0.6019417475728155,0.0,0.26891738145850475,0.26891738145850475,0.0,0.4676258992805755,1.2593050336397973,0.4200695078416246,17,1.6561895192983906,0.9845388310174044,3,0,0,0.2963429837783174,0.5506992199367209,21,0,0,0.5191827988970998,0.9769569096873065,5,8.850612031567836,0.9165036600795488,11.5,6.252189141856393,0.9040065470209064,10,coif,44.0,45.0,15.512092057488571,17,0.6328538985616957,0.3654398755728538,0.44737030833495683,1,7.75
