wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,max_autocorrelation_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
coif4,1,antisymmetric,4.77105297621063e-28,334.6921330001295,400211.2283302068,0.6276595744680851,31.189222006567434,71,smoothed,1.0195287493740873e-14,,3.735839483605121,15887.5677240291,0.5704123847083821,1.7208017008184552e-05,0.9999999999999999,20,61.513333333333335,1.9999999999998792,544.6666666666666,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666666, 33.73333333333325, 11.333333333333258, 10.466666666666695, 41.266666666666765, 10.066666666666611, 52.73333333333335, 1.9999999999998792, 41.133333333333276, 52.86666666666662, 66.39999999999996, 10.533333333333308, 5.733333333333292, 134.93333333333328, 16.866666666666667, 96.33333333333337, 34.600000000000136, 2.933333333333282, 19.466666666666583, 42.20000000000006]","[4, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444442,640.8666666666666,-640.8666666666666,DWT,mdp.39015056038089,62.01999999999997,285.26666666666665,1.1368683772161603e-13,0.0,-14.5,0.0,-14.5,62.01999999999997,128.59999999999968,78.46787878787876,1.1368683772161603e-13,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999902,0.0,0.8710908069145268,0.58134153444374,0.5238199409287218,0.3667083854818523,0.5623085140090154,,0.7363067292644757,0.36815336463223786,0.7363067292644757,338,1.446841981631294,0.8201275285493498,48,0,0,0.7363067292644757,0.7363067292644757,386,0,0,0.5810538363555713,0.7999062064266801,48,182.34399725061786,0.7186049425144786,205.0,84.71718838776007,0.7011234589115602,146,coif,325.94444444444446,380.5,132.9324437118154,54,0.6834527937286718,0.6863118206315638,0.31568949820046055,4,110.5
bior1.1,1,periodization,4.093144406079478e-28,335.35770472043407,298971.85542320035,0.6805555555555556,29.45881803741965,71,smoothed,7.53690323506289e-15,,2.5801932538181758,10701.865679012344,0.5616614823085192,1.7208017008184542e-05,1.0,20,61.513333333333335,1.9999999999998863,544.6666666666667,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666667, 33.73333333333324, 11.333333333333258, 10.4666666666667, 41.26666666666677, 10.066666666666608, 52.73333333333336, 1.9999999999998863, 41.13333333333327, 52.866666666666625, 66.39999999999999, 10.533333333333305, 5.733333333333292, 134.9333333333333, 16.866666666666678, 96.33333333333339, 34.60000000000014, 2.9333333333332807, 19.466666666666583, 42.20000000000005]","[5, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444446,640.8666666666668,-640.8666666666668,DWT,mdp.39015056038089,62.01999999999997,285.26666666666654,1.1368683772161603e-13,0.0,-14.5,0.0,-14.5,62.01999999999997,128.59999999999968,78.46787878787873,1.1368683772161603e-13,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999909,0.0,0.8775726675526213,0.09051871132083236,0.26259068819945763,0.6405228758169936,0.22386235165432386,,0.7363067292644757,0.36815336463223786,0.7363067292644757,383,1.0488523912802448,0.5945312137707585,328,0,0,0.7363067292644757,0.7363067292644757,187,0,0,0.4190134589088458,0.5768337551296898,322,83.3186653757728,0.8714218126917086,305.0,283.42802990442493,0.7003714001730148,147,bior,260.962962962963,240.0,156.7999203951694,135,0.547197134777822,0.8095363015712619,0.37410111518414607,2,110.75
bior2.2,1,periodization,3.910113087554191e-29,345.55638220701724,449940.40844476904,0.625,25.894405890543112,71,smoothed,2.8950413002338972e-15,,2.367066230104167,14780.109872685185,0.8414853578666359,1.720801700818455e-05,1.0,20,61.513333333333335,1.9999999999998863,544.6666666666666,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666666, 33.733333333333235, 11.333333333333256, 10.466666666666699, 41.266666666666765, 10.066666666666602, 52.73333333333335, 1.9999999999998863, 41.13333333333327, 52.86666666666662, 66.39999999999998, 10.533333333333305, 5.733333333333299, 134.93333333333328, 16.866666666666678, 96.33333333333337, 34.60000000000014, 2.9333333333332807, 19.466666666666583, 42.20000000000003]","[4, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444444,640.8666666666667,-640.8666666666667,DWT,mdp.39015056038089,62.01999999999997,285.26666666666665,0.0,0.0,-14.5,0.0,-14.5,62.01999999999997,128.59999999999968,78.46787878787875,0.0,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999909,0.0,0.9768954064013408,1.6653345369377348e-16,0.6521367823625254,0.3529411764705884,0.4900299957865691,,0.7363067292644757,0.36815336463223786,0.7363067292644757,388,1.2493941039249303,0.7082062254516488,134,0,0,0.7363067292644757,0.7363067292644757,352,0,0,0.49440067220420475,0.6806153602532258,156,131.04070614380353,0.7977766880496859,257.5,207.34873295083156,0.7002000724199047,148,bior,260.962962962963,240.0,156.7999203951694,135,0.547197134777822,0.8095363015712619,0.37410111518414607,2,111.5
db10,1,antireflect,5.283680624840209e-28,334.24890980310073,284726.86558177107,0.6111111111111112,46.40944030537468,71,smoothed,1.1749599728216092e-14,,4.126100648296035,12926.776078279669,0.5308475622724811,1.7208017008184552e-05,0.9999999999999999,20,61.513333333333335,1.9999999999998863,544.6666666666666,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666666, 33.73333333333325, 11.333333333333256, 10.466666666666693, 41.266666666666765, 10.066666666666613, 52.73333333333335, 1.9999999999998863, 41.13333333333327, 52.86666666666661, 66.39999999999998, 10.533333333333298, 5.733333333333277, 134.9333333333333, 16.866666666666674, 96.33333333333337, 34.600000000000136, 2.933333333333281, 19.466666666666583, 42.200000000000045]","[2, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444442,640.8666666666666,-640.8666666666666,DWT,mdp.39015056038089,62.01999999999997,285.26666666666665,1.1368683772161603e-13,0.0,-14.5,0.0,-14.5,62.01999999999997,128.59999999999968,78.46787878787875,1.1368683772161603e-13,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999909,0.0,0.866774350990894,0.7470921609517693,0.22583415816019467,0.2810457516339874,0.36907169451247823,,0.7363067292644757,0.36815336463223786,0.7363067292644757,422,1.2665747486091048,0.7179448975683024,123,0,0,0.7363067292644757,0.7363067292644757,303,0,0,0.4979636232498647,0.685520287260495,146,140.62835181190644,0.7829809385618728,248.5,193.71027906821362,0.6997466421204426,149,db,279.358024691358,323.0,141.64519654894994,162,0.5857686046812638,0.7312945584448395,0.3705736091896634,3,112.5
rbio3.5,1,smooth,3.0601223494866657e-28,336.6208874811788,340854.1099640382,0.6463414634146342,30.042512367231254,71,smoothed,6.359545128381001e-15,,2.8350847749349755,11775.434896774335,0.6853471707578697,1.7208017008184552e-05,0.9999999999999999,20,61.51333333333331,1.9999999999998863,544.6666666666665,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666665, 33.733333333333206, 11.333333333333258, 10.4666666666667, 41.266666666666765, 10.066666666666608, 52.73333333333335, 1.9999999999998863, 41.13333333333327, 52.86666666666661, 66.39999999999998, 10.5333333333333, 5.733333333333277, 134.93333333333328, 16.866666666666678, 96.33333333333337, 34.600000000000136, 2.9333333333332865, 19.466666666666587, 42.20000000000006]","[3, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444442,640.8666666666667,-640.8666666666667,DWT,mdp.39015056038089,62.019999999999996,285.26666666666677,0.0,0.0,-14.5,0.0,-14.5,62.019999999999996,128.60000000000014,78.46787878787876,0.0,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999909,0.0,0.8898745343023743,0.19877552275672,0.37066000690582346,0.4634146341463417,0.293929119590371,,0.7363067292644757,0.36815336463223786,0.7363067292644757,256,1.1215799869073815,0.6357561049587859,242,0,0,0.7363067292644757,0.7363067292644757,436,0,0,0.4433307635403261,0.6103101073732126,258,92.2749514584899,0.8576003835517131,298.0,281.5309692055581,0.6988619201709183,150,rbio,285.8222222222222,269.0,179.12631525245078,135,0.599322981621829,0.9248043901942202,0.30303259580645364,5,113.75
coif4,1,symmetric,5.127373669597078e-28,334.37932570021496,400217.2420192362,0.6276595744680851,31.189222006567434,71,smoothed,9.682395730252065e-15,,3.735783348650003,15904.41089215563,0.5700766717500164,1.7208017008184556e-05,0.9999999999999999,20,61.51333333333331,1.9999999999998792,544.6666666666665,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666665, 33.733333333333235, 11.333333333333256, 10.466666666666695, 41.266666666666765, 10.066666666666611, 52.73333333333335, 1.9999999999998792, 41.133333333333276, 52.86666666666662, 66.39999999999996, 10.533333333333308, 5.733333333333292, 134.93333333333328, 16.866666666666667, 96.33333333333337, 34.600000000000136, 2.9333333333332785, 19.466666666666583, 42.20000000000007]","[5, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444441,640.8666666666666,-640.8666666666666,DWT,mdp.39015056038089,62.019999999999996,285.26666666666677,1.1368683772161603e-13,0.0,-14.5,0.0,-14.5,62.019999999999996,128.60000000000014,78.46787878787876,1.1368683772161603e-13,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999902,0.0,0.8680444435208164,0.5813176929631583,0.5238354581276748,0.3667083854818523,0.5634077876589152,,0.7363067292644757,0.36815336463223786,0.7363067292644757,343,1.4454497109142133,0.8193383341820535,49,0,0,0.7363067292644757,0.7363067292644757,387,0,0,0.5806627535504835,0.7993678233312709,49,183.3248482884958,0.7170912835054077,207.0,86.3636955107352,0.6988234195304817,151,coif,325.94444444444446,380.5,132.9324437118154,54,0.6834527937286718,0.6863118206315638,0.31568949820046055,4,114.25
rbio3.5,1,zero,3.0601223494866657e-28,336.6208874811788,340854.1099640382,0.6463414634146342,30.042512367231254,71,smoothed,6.359545128381001e-15,,2.8350847749349755,11775.434896774335,0.6853471707578697,1.7208017008184552e-05,0.9999999999999999,20,61.51333333333331,1.9999999999998863,544.6666666666665,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666665, 33.733333333333206, 11.333333333333258, 10.4666666666667, 41.266666666666765, 10.066666666666608, 52.73333333333335, 1.9999999999998863, 41.13333333333327, 52.86666666666661, 66.39999999999998, 10.5333333333333, 5.733333333333277, 134.93333333333328, 16.866666666666678, 96.33333333333337, 34.600000000000136, 2.9333333333332865, 19.466666666666587, 42.20000000000006]","[3, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444442,640.8666666666667,-640.8666666666667,DWT,mdp.39015056038089,62.019999999999996,285.26666666666677,0.0,0.0,-14.5,0.0,-14.5,62.019999999999996,128.60000000000014,78.46787878787876,0.0,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999909,0.0,0.8898745343023743,0.19877552275672,0.37066000690582346,0.4634146341463417,0.293929119590371,,0.7363067292644757,0.36815336463223786,0.7363067292644757,260,1.1215799869073815,0.6357561049587859,241,0,0,0.7363067292644757,0.7363067292644757,437,0,0,0.4433307635403261,0.6103101073732126,257,92.54323313997625,0.8571863686111477,298.75,282.1887098182028,0.6980762089969319,152,rbio,285.8222222222222,269.0,179.12631525245078,135,0.599322981621829,0.9248043901942202,0.30303259580645364,5,115.25
coif4,1,constant,1.6830514073644912e-28,339.2173015753084,268595.6073699543,0.6808510638297872,24.867652095803525,71,smoothed,6.880255363874211e-15,,2.871994713532071,8199.341930486393,0.6763674400231803,1.720801700818455e-05,1.0,20,61.513333333333335,1.9999999999998792,544.6666666666666,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666666, 33.73333333333324, 11.333333333333258, 10.466666666666695, 41.266666666666765, 10.066666666666611, 52.73333333333335, 1.9999999999998792, 41.133333333333276, 52.86666666666662, 66.39999999999996, 10.533333333333308, 5.733333333333292, 134.93333333333328, 16.866666666666667, 96.33333333333337, 34.600000000000136, 2.9333333333332803, 19.466666666666583, 42.20000000000007]","[4, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444444,640.8666666666667,-640.8666666666667,DWT,mdp.39015056038089,62.01999999999997,285.26666666666665,0.0,0.0,-14.5,0.0,-14.5,62.01999999999997,128.59999999999968,78.46787878787876,0.0,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999902,0.0,0.9151604558695212,0.21445180828127852,0.1842104656455597,0.6420525657071339,0.06053450297779073,,0.7363067292644757,0.36815336463223786,0.7363067292644757,344,1.0294622379591019,0.5835401043591196,343,0,0,0.7363067292644757,0.7363067292644757,173,0,0,0.40328195969625685,0.5551770289036438,356,87.5328509760764,0.864918439851734,304.0,277.55102968694626,0.6978913186912992,153,coif,325.94444444444446,380.5,132.9324437118154,54,0.6834527937286718,0.6863118206315638,0.31568949820046055,4,115.75
coif4,1,smooth,1.6830514073644912e-28,339.2173015753084,268595.6073699543,0.6808510638297872,24.867652095803525,71,smoothed,6.880255363874211e-15,,2.871994713532071,8199.341930486393,0.6763674400231803,1.720801700818455e-05,1.0,20,61.513333333333335,1.9999999999998792,544.6666666666666,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666666, 33.73333333333324, 11.333333333333258, 10.466666666666695, 41.266666666666765, 10.066666666666611, 52.73333333333335, 1.9999999999998792, 41.133333333333276, 52.86666666666662, 66.39999999999996, 10.533333333333308, 5.733333333333292, 134.93333333333328, 16.866666666666667, 96.33333333333337, 34.600000000000136, 2.9333333333332803, 19.466666666666583, 42.20000000000007]","[4, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444444,640.8666666666667,-640.8666666666667,DWT,mdp.39015056038089,62.01999999999997,285.26666666666665,0.0,0.0,-14.5,0.0,-14.5,62.01999999999997,128.59999999999968,78.46787878787876,0.0,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999902,0.0,0.9151604558695212,0.21445180828127852,0.1842104656455597,0.6420525657071339,0.06053450297779073,,0.7363067292644757,0.36815336463223786,0.7363067292644757,341,1.0294622379591019,0.5835401043591196,344,0,0,0.7363067292644757,0.7363067292644757,172,0,0,0.40328195969625685,0.5551770289036438,358,88.14523999248816,0.8639733950733207,303.75,276.8783530303779,0.6976116975366604,154,coif,325.94444444444446,380.5,132.9324437118154,54,0.6834527937286718,0.6863118206315638,0.31568949820046055,4,116.5
rbio3.5,1,constant,3.0601223494866657e-28,336.6208874811788,340854.1099640382,0.6463414634146342,30.042512367231254,71,smoothed,6.359545128381001e-15,,2.8350847749349755,11775.434896774335,0.6853471707578697,1.7208017008184552e-05,0.9999999999999999,20,61.51333333333331,1.9999999999998863,544.6666666666665,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666665, 33.733333333333206, 11.333333333333258, 10.4666666666667, 41.266666666666765, 10.066666666666608, 52.73333333333335, 1.9999999999998863, 41.13333333333327, 52.86666666666661, 66.39999999999998, 10.5333333333333, 5.733333333333277, 134.93333333333328, 16.866666666666678, 96.33333333333337, 34.600000000000136, 2.9333333333332865, 19.466666666666587, 42.20000000000006]","[3, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444442,640.8666666666667,-640.8666666666667,DWT,mdp.39015056038089,62.019999999999996,285.26666666666677,0.0,0.0,-14.5,0.0,-14.5,62.019999999999996,128.60000000000014,78.46787878787876,0.0,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999909,0.0,0.8898745343023743,0.19877552275672,0.37066000690582346,0.4634146341463417,0.293929119590371,,0.7363067292644757,0.36815336463223786,0.7363067292644757,259,1.1215799869073815,0.6357561049587859,240,0,0,0.7363067292644757,0.7363067292644757,438,0,0,0.4433307635403261,0.6103101073732126,259,93.09851413064192,0.8563294535020958,299.0,282.25107686566,0.697454850207838,155,rbio,285.8222222222222,269.0,179.12631525245078,135,0.599322981621829,0.9248043901942202,0.30303259580645364,5,117.5
coif4,1,periodic,2.3098069519210724e-28,337.8425185473603,401568.06737029855,0.6382978723404256,30.736400474688256,71,smoothed,7.968586666887038e-15,,3.710443279552818,15846.63425505972,0.5705138290875956,1.7208017008184552e-05,1.0,20,61.513333333333335,1.9999999999998792,544.6666666666666,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666666, 33.73333333333324, 11.333333333333252, 10.466666666666695, 41.266666666666765, 10.066666666666611, 52.73333333333335, 1.9999999999998792, 41.133333333333276, 52.86666666666662, 66.39999999999996, 10.533333333333308, 5.733333333333292, 134.93333333333328, 16.866666666666667, 96.33333333333337, 34.600000000000136, 2.9333333333332803, 19.466666666666583, 42.200000000000074]","[4, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444444,640.8666666666667,-640.8666666666667,DWT,mdp.39015056038089,62.01999999999997,285.26666666666665,0.0,0.0,-14.5,0.0,-14.5,62.01999999999997,128.59999999999968,78.46787878787876,0.0,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999902,0.0,0.9017717379854454,0.5705553299390493,0.5273210101109916,0.42177722152690894,0.5596369807500106,,0.7363067292644757,0.36815336463223786,0.7363067292644757,342,1.4825668937270555,0.84037782833102,40,0,0,0.7363067292644757,0.7363067292644757,392,0,0,0.5962124560624812,0.8207742796167157,42,189.32159588030802,0.7078370433945864,204.0,73.68583049356931,0.6965111142898858,156,coif,325.94444444444446,380.5,132.9324437118154,54,0.6834527937286718,0.6863118206315638,0.31568949820046055,4,118.0
coif4,1,zero,1.6830514073644912e-28,339.2173015753084,268595.6073699543,0.6808510638297872,24.867652095803525,71,smoothed,6.880255363874211e-15,,2.871994713532071,8199.341930486393,0.6763674400231803,1.720801700818455e-05,1.0,20,61.513333333333335,1.9999999999998792,544.6666666666666,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666666, 33.73333333333324, 11.333333333333258, 10.466666666666695, 41.266666666666765, 10.066666666666611, 52.73333333333335, 1.9999999999998792, 41.133333333333276, 52.86666666666662, 66.39999999999996, 10.533333333333308, 5.733333333333292, 134.93333333333328, 16.866666666666667, 96.33333333333337, 34.600000000000136, 2.9333333333332803, 19.466666666666583, 42.20000000000007]","[4, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444444,640.8666666666667,-640.8666666666667,DWT,mdp.39015056038089,62.01999999999997,285.26666666666665,0.0,0.0,-14.5,0.0,-14.5,62.01999999999997,128.59999999999968,78.46787878787876,0.0,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999902,0.0,0.9151604558695212,0.21445180828127852,0.1842104656455597,0.6420525657071339,0.06053450297779073,,0.7363067292644757,0.36815336463223786,0.7363067292644757,345,1.0294622379591019,0.5835401043591196,345,0,0,0.7363067292644757,0.7363067292644757,171,0,0,0.40328195969625685,0.5551770289036438,357,89.17959407846618,0.8623771696319966,304.5,276.88990120097026,0.6962348811122946,157,coif,325.94444444444446,380.5,132.9324437118154,54,0.6834527937286718,0.6863118206315638,0.31568949820046055,4,118.75
bior2.2,1,antireflect,2.2643641194935522e-29,347.9288127430922,449940.4084447693,0.6447368421052632,24.784895246785148,71,smoothed,1.9014523914706913e-15,,2.3670662301041667,14002.812424784548,0.8414491168600442,1.720801700818455e-05,1.0,20,61.513333333333335,1.9999999999998863,544.6666666666666,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666666, 33.733333333333235, 11.333333333333256, 10.466666666666699, 41.266666666666765, 10.066666666666602, 52.73333333333335, 1.9999999999998863, 41.13333333333327, 52.86666666666662, 66.39999999999998, 10.533333333333303, 5.733333333333299, 134.93333333333328, 16.866666666666674, 96.33333333333337, 34.600000000000136, 2.9333333333332803, 19.466666666666583, 42.20000000000003]","[4, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444444,640.8666666666667,-640.8666666666667,DWT,mdp.39015056038089,62.01999999999997,285.26666666666665,0.0,0.0,-14.5,0.0,-14.5,62.01999999999997,128.59999999999968,78.46787878787875,0.0,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999909,0.0,1.0,0.0,0.6521367823625259,0.45510835913312714,0.43929948023316023,,0.7363067292644757,0.36815336463223786,0.7363067292644757,418,1.2838315269277778,0.7277267252543226,106,0,0,0.7363067292644757,0.7363067292644757,322,0,0,0.5093089243457627,0.7011387656054769,103,158.22215394817502,0.755830009339236,237.25,162.33348088052423,0.6948517330646797,158,bior,260.962962962963,240.0,156.7999203951694,135,0.547197134777822,0.8095363015712619,0.37410111518414607,2,119.0
rbio3.7,1,constant,3.0053933881374307e-28,336.6992621223567,331687.53088556643,0.6046511627906976,26.374966612632626,71,smoothed,6.705121590975592e-15,,2.8790067037925784,11095.366899488916,0.6815932030196454,1.7208017008184552e-05,0.9999999999999999,20,61.51333333333331,1.9999999999998792,544.6666666666666,"[6, 11, 14, 17, 20, 23, 25, 28, 31, 33, 36, 39, 41, 44, 47, 50, 53, 55, 57, 61]","[544.6666666666666, 33.73333333333322, 11.33333333333325, 10.466666666666697, 41.266666666666765, 10.06666666666661, 52.73333333333334, 1.9999999999998792, 41.133333333333276, 52.8666666666666, 66.39999999999996, 10.533333333333308, 5.733333333333292, 134.93333333333328, 16.86666666666667, 96.33333333333337, 34.60000000000013, 2.933333333333276, 19.466666666666583, 42.20000000000008]","[2, 9, 13, 16, 19, 21, 21, 27, 27, 27, 27, 38, 38, 27, 46, 46, 51, 54, 56, 60]","[64, 27, 21, 21, 21, 24, 27, 29, 32, 35, 38, 40, 42, 64, 48, 64, 64, 56, 64, 64]",0.05,30,771405.1644444442,640.8666666666666,-640.8666666666666,DWT,mdp.39015056038089,62.019999999999996,285.26666666666665,1.1368683772161603e-13,0.0,-14.5,0.0,-14.5,62.019999999999996,128.60000000000014,78.46787878787876,1.1368683772161603e-13,0.0,-14.5,26936165.226666667,0.0,9.0,1.599999999999902,0.0,0.8906378081708063,0.21742992110392578,0.3470073653100243,0.2476060191518468,0.24954430885048837,,0.7363067292644757,0.36815336463223786,0.7363067292644757,199,1.0154614593103928,0.575603906670146,357,0,0,0.7363067292644757,0.7363067292644757,114,0,0,0.39044508451741833,0.5375051790952313,390,130.6981254647518,0.7983053619371114,265.0,208.74344391296535,0.6946773723265804,159,rbio,285.8222222222222,269.0,179.12631525245078,135,0.599322981621829,0.9248043901942202,0.30303259580645364,5,120.5
