signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,spectral_magnitude_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,bior3.7,52548.79726165442,0.6716417910447762,21.596144184015806,11.265440126691683,670,1,False,False,222.42062196710916,,8.978134471528193,210189.92713965575,1.0,5.932523292004036e-05,0.9713977345267443,863.5314811149626,,,,[],[],13,1183.9552690318528,309.6672121813009,1386.2668586549134,"[23, 82, 158, 215, 256, 309, 363, 410, 470, 510, 549, 600, 646]","[1233.6599742860585, 1310.9487134915514, 1168.9412838139465, 1360.167143398948, 1292.289329085771, 1227.4989093979405, 1195.346871090153, 1115.9672813523503, 1327.9124054270665, 309.6672121813009, 1228.8417217482286, 1386.2668586549134, 1233.9107934858594]","[0, 0, 114, 0, 231, 287, 343, 398, 343, 501, 501, 0, 614]","[56, 173, 173, 343, 343, 343, 398, 450, 501, 514, 558, 669, 669]",474402548.320631,1378.5283034481608,-1378.5283034481608,0.0,,,,SWT,mdp.39015056038238,240652571.2406311,,0.0,-59.0,57.0,0.0,-50.0,,423.3283034481608,882.7152690318528,5695.381502585915,882.7152690318528,,0.0,882.7152690318528,,,305.0672121813009,0.0,-50.0,431.0668586549134,423.3283034481608,,254.9314811149626,0.06167800961854601,0.45987106147063495,0.897668599570152,0.0002506916684499594,0.0,0.6956521739130442,0.9793692633948391,0.7748648250489778,,0.9747214240469304,0.9959348652435233,0.9959348652435233,0.9959348652435236,,0.0,0.08992104079547368,0.22460345778211377,0.5642905809369899,,,,,0.75,,0.8230111453589836,0.07692307692307693,0.23728813559322035,0.601533217813094,0.601533217813094,0.21259842519685043,2.6542250117862682,0.7515679937027553,24,1.6751457318458152,0.648794211832122,22,0,0.5429485545326933,0.8952995245613067,10,0,0.4836693280855805,0.658633261692485,22,6.4031242374328485,0.9395931675713882,19.5,17.198697068403906,0.8778154517102223,1,bior,19.333333333333332,14.0,17.487410437498283,15,0.29961935834692766,0.481651720101777,0.6457709331266175,1,1.0
smoothed,bior3.5,52548.79726165442,0.6716417910447762,21.596144184015806,11.267650928237813,670,1,False,False,222.4088326958495,,8.978299719942543,210162.00819474948,1.0,5.712900514013417e-05,0.9714848570170683,863.4201929346668,,,,[],[],13,1184.0728271277649,312.5318060225161,1381.361823260906,"[23, 82, 158, 215, 256, 309, 363, 410, 470, 510, 549, 600, 646]","[1230.4497681948585, 1306.1880860131846, 1167.2929792370983, 1365.5259459253648, 1296.3725600068385, 1223.5328275642048, 1198.4277746962186, 1116.5823744825668, 1320.943968225898, 312.5318060225161, 1236.5491166097659, 1381.361823260906, 1237.1877224215245]","[0, 0, 114, 0, 232, 287, 343, 398, 343, 501, 501, 0, 613]","[56, 173, 173, 343, 343, 343, 398, 450, 501, 514, 558, 669, 669]",474365136.9344567,1372.0589496709206,-1372.0589496709206,0.0,,,,SWT,mdp.39015056038238,240615159.85445678,,0.0,-59.0,57.0,0.0,-50.0,,416.85894967092054,882.8328271277649,5693.853247339059,882.8328271277652,,0.0,882.8328271277649,,,307.93180602251607,0.0,-54.5,426.161823260906,416.85894967092054,,254.8201929346668,0.05879730995792532,0.385693191866413,0.8979771789179831,0.0009854771528446382,0.0,0.6956521739130442,0.9794321046111036,0.7726910140963119,,0.9848902757924596,0.9963040635267999,0.9963040635267999,0.9963040635268012,,0.0,0.08940611310154051,0.22410741017950647,0.5375133580068641,,,,,0.75,,0.8213022151094066,0.07692307692307693,0.1610169491525424,0.5546400411433072,0.5546400411433072,0.21259842519685043,2.6164749922147723,0.7408787317352874,27,1.6517363135226977,0.6397276005984474,27,0,0.5303966730886176,0.8746019954944819,12,0,0.47390355631445324,0.6453347915578979,26,7.3484692283495345,0.9306748186004761,23.0,20.421818181818185,0.8568468432625022,2,bior,19.333333333333332,14.0,17.487410437498283,15,0.29961935834692766,0.481651720101777,0.6457709331266175,1,1.75
smoothed,bior3.3,52548.79726165442,0.6716417910447762,21.596144184015806,11.272497645405844,670,1,False,False,222.45264465659506,,8.978777215495668,210069.2126538186,1.0,5.34767802410302e-05,0.9715566338981605,862.6106109129255,,,,[],[],13,1185.249666983425,316.7882573889558,1381.090029091888,"[23, 82, 158, 215, 256, 309, 363, 410, 470, 510, 549, 600, 646]","[1228.2047041645912, 1301.142768643984, 1165.7627559684367, 1381.090029091888, 1302.048749207379, 1224.6780090934235, 1201.0297066801159, 1113.914151237933, 1316.4737275435843, 316.7882573889558, 1246.2801212586728, 1364.9193808896277, 1245.913309615932]","[0, 0, 114, 0, 232, 289, 343, 398, 343, 502, 502, 343, 613]","[57, 172, 172, 669, 343, 343, 398, 450, 502, 514, 558, 669, 669]",474240790.9096094,1368.030650726849,-1368.030650726849,0.0,,,,SWT,mdp.39015056038238,240490813.82960945,,0.0,-54.5,57.0,0.0,-50.0,,412.83065072684894,884.009666983425,5678.55432921548,884.0096669834248,,0.0,884.009666983425,,,312.1882573889558,0.0,-45.5,425.890029091888,412.83065072684894,,254.01061091292547,0.06950272996829752,0.26233883636208577,0.8986536742033469,0.003108685431005287,0.0,0.6956521739130442,0.979483877080999,0.7654658140068632,,1.0,1.0,1.0,1.0,,0.0,0.0856601968470288,0.21914162211936467,0.536029598467882,,,,,0.75,,0.815622161387631,0.15384615384615385,0.3135593220338983,0.5254408752656224,0.5254408752656224,0.21259842519685043,2.6276633721445766,0.7440468234454051,26,1.6165397631369884,0.6260957608530516,33,0,0.5424892820286703,0.8945422033546045,11,0,0.45927572387070525,0.625415444941376,32,10.14889156509222,0.9042557399519602,25.5,20.95078214421976,0.8318448511080556,3,bior,19.333333333333332,14.0,17.487410437498283,15,0.29961935834692766,0.481651720101777,0.6457709331266175,1,2.5
smoothed,rbio3.1,2060806.0102304243,0.6313432835820896,121.2948486451761,9.663972925608226,670,1,False,False,226.26070728552315,,9.202971504182557,213081.40973993094,1.0,4.654465539424467e-05,0.8171793782520195,865.4456671637452,,,,[],[],14,1148.8136589615312,141.95168632319928,1466.0798447731283,"[20, 80, 149, 214, 255, 293, 327, 361, 409, 469, 518, 565, 598, 645]","[1214.4205413488362, 1253.7356783828081, 1305.14234137507, 1307.8647024826382, 1395.4752326716516, 141.95168632319928, 1235.3862574110171, 1281.7017515787359, 1192.4295204539344, 1360.0491829342054, 1318.8955682691483, 239.56777746600233, 1370.6911399910628, 1466.0798447731283]","[0, 54, 54, 171, 171, 285, 285, 285, 393, 285, 499, 554, 171, 171]","[54, 112, 171, 229, 554, 295, 339, 448, 448, 554, 554, 566, 609, 667]",478277135.00499994,1412.162952707654,-1412.162952707654,0.0,,,,SWT,mdp.39015056038238,244527157.925,,0.0,-63.0,56.0,0.0,-63.0,,456.96295270765404,847.5736589615312,5003.408774538566,847.5736589615312,,0.0,847.5736589615312,,,137.3516863231993,0.0,-63.0,510.8798447731283,456.96295270765404,,256.84566716374513,1.0,0.02820544743509157,0.6741389456543276,0.9999999999999999,0.9999999999999999,0.304347826086957,0.8681319807761015,1.0,,0.37935802790452444,0.8855705214789875,0.8855705214789875,0.8855705214789877,,0.0,0.09877793292219263,0.0,1.0,,,,,0.5,,1.0,0.008547008547008544,0.01694915254237289,0.8453343151499841,0.8453343151499841,0.007874015748031482,2.5024679894820805,0.7085966102379057,39,2.5819369243683474,1.0,1,0,0.49059242216007076,0.8089664456171665,30,0,0.7343530249940596,1.0,1,19.6871362400257,0.814272299622399,17.75,1.9427148194271484,0.8234097347168599,4,rbio,54.8,61.0,31.614192111410073,15,0.8492659053833604,0.8707424157802887,0.1442911414975611,2,3.5
smoothed,bior2.8,77021.31072305278,0.6522388059701493,25.422645459339027,11.7784690408126,670,1,False,False,222.22294404716646,,8.9912690239704,208272.08417194663,1.0,6.820420675270447e-05,0.9980861581462306,855.835855541709,,,,[],[],13,1118.2008167852598,259.3007781870991,1348.9880803916592,"[23, 83, 159, 216, 257, 310, 364, 411, 471, 511, 550, 599, 647]","[1149.4393098628502, 1215.650675819222, 1153.4098197456417, 1286.8575802775208, 1207.0787238005753, 1120.4908226251646, 1095.3787867324468, 1076.4444662281028, 1217.0966539440312, 259.3007781870991, 1161.4823085466787, 1348.9880803916592, 1244.9926120473863]","[1, 1, 114, 1, 233, 288, 288, 288, 288, 502, 502, 1, 614]","[56, 173, 173, 502, 502, 342, 395, 449, 502, 514, 556, 669, 669]",468386879.9190192,1349.0233494139727,-1349.0233494139727,0.0,,,,SWT,mdp.39015056038238,234636902.8390193,,0.0,-36.5,57.0,0.0,-14.0,,393.82334941397266,816.9608167852598,6550.189381791626,816.9608167852598,,0.0,816.9608167852598,,,254.70077818709913,0.0,-9.5,393.78808039165915,393.82334941397266,,247.23585554170893,0.013375556960619192,0.7597595198557626,0.9692761701433591,0.05865414755966386,0.012185945756032459,0.5072463768115946,0.9986195510552838,0.6255386931806115,,0.7959286078127273,0.789429046151287,0.789429046151287,0.7894290461512871,,0.0,0.05431356910102783,0.5020606430541046,0.3607809065037667,,,,,0.75,,0.5482189295603979,0.46153846153846156,0.923728813559322,0.38766625832995677,0.38766625832995677,0.7795275590551183,2.43145049064241,0.688487358428543,47,1.701488120207774,0.6589967803431259,16,0,0.5546478096865801,0.9145911084315526,9,0,0.4930819951653659,0.6714508940292777,14,17.253019059476713,0.8372356692502196,21.5,15.019735277799795,0.8172027402854871,5,bior,19.333333333333332,14.0,17.487410437498283,15,0.29961935834692766,0.481651720101777,0.6457709331266175,1,4.0
smoothed,bior2.6,77021.31072305278,0.6522388059701493,25.422645459339027,11.781431254173214,670,1,False,False,222.2235602199001,,8.991531230535424,208224.04873770164,1.0,6.656128679376274e-05,0.9982166402229147,856.9563806925039,,,,[],[],13,1118.1217340467783,258.01470183379274,1351.029428270281,"[23, 83, 159, 216, 257, 310, 364, 411, 471, 511, 550, 599, 647]","[1145.8629481361772, 1213.60902583199, 1153.3466790461257, 1286.6349262318581, 1209.2094958277949, 1120.944891866184, 1095.2247113412827, 1076.2728685375512, 1216.8434869287455, 258.01470183379274, 1162.0393968237515, 1351.029428270281, 1246.5499819325864]","[1, 1, 114, 1, 233, 288, 288, 288, 288, 502, 502, 1, 614]","[56, 173, 173, 502, 502, 342, 395, 449, 502, 514, 556, 669, 669]",468345040.112833,1350.0248394565406,-1350.0248394565406,0.0,,,,SWT,mdp.39015056038238,234595063.0328331,,0.0,-36.5,57.0,0.0,-14.0,,394.82483945654053,816.8817340467783,6551.217457391884,816.8817340467785,,0.0,816.8817340467783,,,253.41470183379275,0.0,-9.5,395.8294282702809,394.82483945654053,,248.35638069250388,0.013526118309624961,0.7042696915239495,0.969689630079894,0.0598200623955249,0.012185945756032459,0.5072463768115946,0.998713667423733,0.621798582176117,,0.7913632416578329,0.7891806820462233,0.7891806820462233,0.7891806820462242,,0.0,0.059498211624244644,0.5023943402148741,0.37192488872468515,,,,,0.75,,0.5463077116735529,0.46153846153846156,0.923728813559322,0.39492556909209,0.39492556909209,0.7795275590551183,2.4401366294152673,0.6909469177581217,46,1.684258975638365,0.6523238270239337,21,0,0.556245094158063,0.917224963915593,8,0,0.48590625930955883,0.6616793868500637,20,15.96610994158147,0.8493763213058352,23.75,16.369413259902565,0.8126598587661251,6,bior,19.333333333333332,14.0,17.487410437498283,15,0.29961935834692766,0.481651720101777,0.6457709331266175,1,4.75
smoothed,bior1.3,304016.4492203037,0.6,50.00660570764832,11.727769334891466,670,1,False,False,222.2161189434307,,9.033211172961481,207334.00922873698,1.0,6.760696047894276e-05,0.9996582324080733,859.8683624271363,,,,[],[],13,1131.822310381849,270.29156710855784,1365.016608072041,"[23, 83, 159, 216, 256, 310, 364, 411, 470, 511, 550, 599, 647]","[1172.7365965978888, 1204.185170691161, 1153.78613486209, 1280.6941244155453, 1245.8691154421078, 1155.6599678322339, 1111.0238522698332, 1086.0453052244184, 1256.7585598723806, 270.29156710855784, 1163.3143987385788, 1365.016608072041, 1248.3086338372013]","[1, 1, 115, 1, 233, 288, 343, 397, 288, 502, 502, 1, 614]","[58, 173, 173, 288, 288, 343, 397, 449, 502, 514, 559, 669, 669]",470575618.31999993,1360.4734470029175,-1360.4734470029175,0.0,,,,SWT,mdp.39015056038238,236825641.24,,0.0,-32.0,57.0,0.0,-5.0,,405.27344700291746,830.5823103818491,6373.109965035965,830.5823103818491,,0.0,830.5823103818491,,,265.6915671085578,0.0,-5.0,409.81660807204094,405.27344700291746,,251.26836242713625,0.011707847940928183,0.73958745181162,0.9621996045349481,0.24515204761082182,0.1252168548603937,0.0,0.9997534839617578,0.5524987701886577,,0.8349441574172418,0.8322081675083365,0.8322081675083365,0.8322081675083366,,0.0,0.07297188003543098,0.44458345111679454,0.4482827132111427,,,,,0.75,,0.6481992201707969,0.5384615384615385,1.0,0.47066240719008856,0.47066240719008856,0.9212598425196852,2.6328523154758843,0.7455161200241167,25,1.6087937055425074,0.6230956652576195,35,0,0.6064434746558545,1.0,1,0,0.45451450761364093,0.6189318926238747,35,16.041612554021285,0.8486640325092332,24.0,3.645833333333334,0.8111244690848053,7,bior,19.333333333333332,14.0,17.487410437498283,15,0.29961935834692766,0.481651720101777,0.6457709331266175,1,5.5
smoothed,sym20,84814.9626726687,0.6701492537313433,30.633374860214392,11.684192551061521,670,1,False,False,222.25151078882237,,9.006449923421286,205038.73746723027,1.0,6.903406702731861e-05,0.9880757673851488,864.9623399462089,,,,[],[],13,1136.5483033974408,259.5831066022339,1380.585442257567,"[23, 82, 158, 215, 256, 309, 363, 419, 470, 521, 565, 600, 648]","[1206.1082321915364, 1256.4743373283347, 1140.4656438776135, 1323.7631454439309, 1242.3412157062662, 1167.994920736881, 1172.867203780353, 937.8089833907601, 1278.2930688187225, 1221.256439969246, 259.5831066022339, 1380.585442257567, 1187.5862040632842]","[0, 0, 115, 0, 232, 288, 343, 398, 343, 502, 558, 0, 615]","[57, 173, 173, 343, 343, 343, 398, 424, 502, 558, 569, 669, 669]",467475052.5819031,1375.048268196529,-1375.048268196529,0.0,,,,SWT,mdp.39015056038238,233725075.50190318,,0.0,-54.5,57.0,0.0,-50.0,,419.84826819652903,835.3083033974408,6311.672055833273,835.3083033974407,,0.0,835.3083033974408,,,254.9831066022339,0.0,-41.0,425.38544225756687,419.84826819652903,,256.36233994620886,0.02035581902947213,0.7877881550470908,0.9561172424349424,0.12615678956973542,0.0160667494196701,0.6811594202898551,0.9913990833164705,0.373785465969648,,0.7969308287055287,0.8470504333225046,0.8470504333225046,0.8470504333225044,,0.0,0.09654158968358809,0.424641672652826,0.5332749936455131,,,,,0.75,,0.5065671898593318,0.15384615384615385,0.3898305084745763,0.5763081468877768,0.5763081468877768,0.21259842519685043,2.4093479715490957,0.6822288287797851,49,1.7057628950090264,0.6606524268311974,14,0,0.5038665970538292,0.8308550064616727,25,0,0.49410359063461057,0.6728420443813212,12,16.990193249832878,0.8397151580204445,25.0,18.58994625355675,0.8019330507083354,8,sym,51.89473684210526,47.0,36.30716907603496,19,0.8042414355628058,1.0,0.13703099510603592,3,6.75
smoothed,sym14,84248.79117577082,0.6686567164179105,30.222669600350496,11.688631145530387,670,1,False,False,222.24278636645062,,9.006642137504334,205038.73746753798,1.0,6.952856042840203e-05,0.9884777095499313,869.1446897504055,,,,[],[],13,1132.9724106284614,265.64100411764,1375.7600207283426,"[23, 82, 158, 215, 256, 309, 363, 410, 470, 521, 565, 600, 648]","[1201.8742691449434, 1255.5424975757, 1139.6210624830442, 1319.740225428362, 1239.9014739441084, 1159.546429120005, 1164.2245986567832, 934.9840478012704, 1273.1861112631036, 1218.2863568535236, 265.64100411764, 1375.7600207283426, 1180.3332410531705]","[0, 0, 115, 0, 232, 288, 343, 398, 343, 502, 558, 0, 615]","[57, 173, 173, 502, 343, 343, 398, 424, 502, 558, 569, 669, 669]",467489121.0547384,1371.2671594480737,-1371.2671594480737,0.0,,,,SWT,mdp.39015056038238,233739143.97473848,,0.0,-50.0,57.0,0.0,-50.0,,416.06715944807365,831.7324106284614,6358.158661830006,831.7324106284613,,0.0,831.7324106284614,,,261.04100411764,0.0,-41.0,420.5600207283426,416.06715944807365,,260.5446897504055,0.01822401291424347,0.8044897318877592,0.956736772753657,0.12701147927236373,0.015784827615410314,0.6666666666666671,0.9916890031111067,0.3737854659936071,,0.8184353997331764,0.8358201266282174,0.8358201266282174,0.8358201266282173,,0.0,0.11589322014580651,0.4397304933884123,0.5069323931053158,,,,,0.75,,0.5072098294739554,0.23076923076923078,0.3898305084745763,0.5489007416577861,0.5489007416577861,0.21259842519685043,2.4067916575689585,0.6815049851867232,52,1.7051107948452344,0.6603998644399021,15,0,0.5051107575658367,0.8329065752623981,24,0,0.49429849502685186,0.6731074540488893,11,18.484227510682363,0.8256204951822419,25.5,18.308882368631636,0.7925272287231964,9,sym,51.89473684210526,47.0,36.30716907603496,19,0.8042414355628058,1.0,0.13703099510603592,3,7.5
smoothed,rbio4.4,99257.78272799966,0.6656716417910448,31.368769843130863,11.762982647628862,670,1,False,False,222.4608108251648,,9.002836740189267,206825.1904354692,1.0,6.600876477149464e-05,0.9966616401030033,855.9504570996287,,,,[],[],13,1116.6686083844975,226.5955939114374,1359.535754892279,"[23, 81, 159, 216, 257, 310, 362, 411, 471, 519, 566, 599, 647]","[1146.8805104057249, 1217.1035986523277, 1162.5284281628205, 1287.9978358616218, 1197.150242549081, 1112.3647266769283, 1102.9570562060585, 1069.9534055384472, 1215.9939410712627, 1167.5804666757874, 226.5955939114374, 1359.535754892279, 1250.0503483946898]","[1, 1, 114, 1, 233, 288, 288, 288, 288, 503, 556, 1, 614]","[56, 173, 173, 288, 288, 342, 396, 451, 503, 556, 570, 669, 669]",468316292.94422466,1351.4079690428323,-1351.4079690428323,0.0,,,,SWT,mdp.39015056038238,234566315.86422473,,0.0,-45.5,57.0,0.0,-23.0,,396.20796904283225,815.4286083844975,6570.108091001537,815.4286083844975,,0.0,815.4286083844975,,,221.9955939114374,0.0,-14.0,404.33575489227906,396.20796904283225,,247.35045709962867,0.07149812718236709,0.685608190701382,0.9671146097277454,0.1100905864427815,0.023258467672722154,0.63768115942029,0.997592050049582,0.5128813752820431,,0.6798304142662615,0.7846170533506652,0.7846170533506652,0.7846170533506653,,0.0,0.0548438277123549,0.5085259425981009,0.41836202647744963,,,,,0.75,,0.5449945578172478,0.3076923076923077,0.847457627118644,0.4049511979694853,0.4049511979694853,0.6377952755905513,2.378522177385053,0.6735002243203719,55,1.73333702216029,0.6713320553267732,9,0,0.5275503690175923,0.869908558777003,14,0,0.5007155708098642,0.6818458612789327,8,22.48703330069724,0.7878581764085166,21.5,12.280429726437035,0.7925139938646357,10,rbio,54.8,61.0,31.614192111410073,15,0.8492659053833604,0.8707424157802887,0.1442911414975611,2,8.0
