signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,stft_dynamic_cutoff_percentile_diff,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
smoothed,rbio3.1,4386417.862552629,0.6402985074626866,172.27992043235923,8.336929494942476,670,1,False,False,235.55316344622005,,9.266893475924132,236577.96317623637,1.0,1.509151066417816e-05,0.695135602221123,0.49850746268656715,508385.2626380465,0.10620294199161104,0.1181074525770583,2490598.790231929,840370745.0184519,51,80174.00688327635,0.01791044776119403,"[0.0, 0.0014925373134328358, 0.0029850746268656717, 0.004477611940298508, 0.005970149253731343, 0.007462686567164179, 0.008955223880597015, 0.010447761194029851, 0.011940298507462687, 0.013432835820895522, 0.014925373134328358, 0.016417910447761194, 0.01791044776119403, 0.019402985074626865, 0.020895522388059702, 0.022388059701492536, 0.023880597014925373, 0.02537313432835821, 0.026865671641791045, 0.028358208955223882, 0.029850746268656716, 0.03134328358208955, 0.03283582089552239, 0.034328358208955224, 0.03582089552238806, 0.0373134328358209, 0.03880597014925373, 0.04029850746268657, 0.041791044776119404, 0.04328358208955224, 0.04477611940298507, 0.04626865671641791, 0.04776119402985075, 0.049253731343283584, 0.05074626865671642, 0.05223880597014925, 0.05373134328358209, 0.05522388059701493, 0.056716417910447764, 0.058208955223880594, 0.05970149253731343, 0.06119402985074627, 0.0626865671641791, 0.06417910447761194, 0.06567164179104477, 0.06716417910447761, 0.06865671641791045, 0.07014925373134329, 0.07164179104477612, 0.07313432835820896, 0.0746268656716418, 0.07611940298507462, 0.07761194029850746, 0.0791044776119403, 0.08059701492537313, 0.08208955223880597, 0.08358208955223881, 0.08507462686567165, 0.08656716417910448, 0.08805970149253732, 0.08955223880597014, 0.09104477611940298, 0.09253731343283582, 0.09402985074626866, 0.0955223880597015, 0.09701492537313433, 0.09850746268656717, 0.1, 0.10149253731343284, 0.10298507462686567, 0.1044776119402985, 0.10597014925373134, 0.10746268656716418, 0.10895522388059702, 0.11044776119402985, 0.11194029850746269, 0.11343283582089553, 0.11492537313432837, 0.11641791044776119, 0.11791044776119403, 0.11940298507462686, 0.1208955223880597, 0.12238805970149254, 0.12388059701492538, 0.1253731343283582, 0.12686567164179105, 0.12835820895522387, 0.12985074626865672, 0.13134328358208955, 0.1328358208955224, 0.13432835820895522, 0.13582089552238807, 0.1373134328358209, 0.13880597014925372, 0.14029850746268657, 0.1417910447761194, 0.14328358208955225, 0.14477611940298507, 0.14626865671641792, 0.14776119402985075, 0.1492537313432836, 0.15074626865671642, 0.15223880597014924, 0.1537313432835821, 0.15522388059701492, 0.15671641791044777, 0.1582089552238806, 0.15970149253731344, 0.16119402985074627, 0.16268656716417912, 0.16417910447761194, 0.16567164179104477, 0.16716417910447762, 0.16865671641791044, 0.1701492537313433, 0.17164179104477612, 0.17313432835820897, 0.1746268656716418, 0.17611940298507464, 0.17761194029850746, 0.1791044776119403, 0.18059701492537314, 0.18208955223880596, 0.18358208955223881, 0.18507462686567164, 0.1865671641791045, 0.1880597014925373, 0.18955223880597016, 0.191044776119403, 0.1925373134328358, 0.19402985074626866, 0.19552238805970149, 0.19701492537313434, 0.19850746268656716, 0.2, 0.20149253731343283, 0.20298507462686569, 0.2044776119402985, 0.20597014925373133, 0.20746268656716418, 0.208955223880597, 0.21044776119402986, 0.21194029850746268, 0.21343283582089553, 0.21492537313432836, 0.2164179104477612, 0.21791044776119403, 0.21940298507462686, 0.2208955223880597, 0.22238805970149253, 0.22388059701492538, 0.2253731343283582, 0.22686567164179106, 0.22835820895522388, 0.22985074626865673, 0.23134328358208955, 0.23283582089552238, 0.23432835820895523, 0.23582089552238805, 0.2373134328358209, 0.23880597014925373, 0.24029850746268658, 0.2417910447761194, 0.24328358208955225, 0.24477611940298508, 0.2462686567164179, 0.24776119402985075]","[508385.2626380465, 11166.18862852096, 10788.716827124248, 7704.299469711988, 4869.20740378675, 9973.10963242514, 3237.3520279424883, 5601.962584487375, 11043.89122395404, 6704.467352009031, 4066.5808610307745, 41873.443018976715, 80174.00688327635, 15325.117920093373, 11839.81028260383, 10810.606185354305, 5267.763030540091, 7773.980976360461, 3490.6145049684865, 8167.416113540607, 8744.235155113749, 8436.697249585897, 20795.180513537995, 55119.72704960361, 72354.58071846748, 61885.6192518085, 20851.448958187062, 5905.4595207599305, 3967.9126887766, 16471.44591603086, 4493.039361790504, 8327.264350502803, 4586.189373246666, 3006.2451154436985, 6142.980457321045, 13360.592898163826, 4766.31077131739, 9298.168999698943, 8620.9942961572, 3472.6284474613135, 2498.74009377992, 8350.984850310808, 5075.850896128732, 5260.994211269431, 3698.5421401850904, 16551.070098073753, 26592.824375229393, 35300.102551303244, 5581.987646974618, 40193.89600592869, 39125.2957861524, 18187.35994468047, 4850.603184278986, 9237.183821638851, 6777.338810998242, 3630.639875223268, 8979.141386570138, 24477.301465785007, 18063.810753453567, 9462.501978604745, 12988.560142660319, 15145.513567485776, 7584.207298610623, 5558.274652897482, 2472.214489298168, 5203.389788647263, 5105.45810580764, 10776.18647512477, 2732.9719434896815, 17020.074961987968, 3386.5673334819235, 13492.310638193037, 13079.26029367443, 19129.377684909927, 21364.980182181513, 16038.22456203522, 7345.563978602256, 2455.6561788762087, 7015.639046541839, 20520.661913485535, 26722.420767580938, 26832.298034900345, 17793.946901108942, 10018.355861239126, 21116.498034904504, 12390.177351180639, 20877.5852627524, 13083.86888198189, 11349.58877026768, 543.9819341679321, 5630.518687443794, 6048.117247243694, 13096.735737690125, 4630.19494535564, 2379.782994005014, 9989.877648959478, 5779.1558192155935, 6121.406858168049, 7668.420698696757, 12085.903920792834, 11120.01145840277, 1438.5793472795613, 1229.1513694635669, 1430.993412332958, 1938.2140705379766, 4872.880244778523, 2685.8758293228348, 5757.538284226416, 4781.791908271951, 16442.719890067234, 6098.778545795863, 12873.890559131329, 19430.460630699126, 6147.777372640513, 11874.687071641672, 19577.281543796766, 11130.995364492195, 2780.5325895998317, 5033.393303818171, 3950.9604441751726, 12768.400229190001, 10655.336698156356, 11183.959591819543, 5288.208695847399, 13346.803970726563, 6706.194474872768, 8265.349055943627, 6989.502544889711, 7796.460859994893, 7306.445314812984, 8393.2350552487, 8111.060080478527, 3644.834514412773, 5854.789222923295, 6920.094683482795, 5163.628606625401, 5184.727235516188, 5102.587848070375, 660.6128333453493, 1104.7658401038611, 2153.9788400169573, 4156.003720047354, 6164.75391366896, 3184.6589471423763, 6979.743471906322, 9035.00316239405, 8660.693859241099, 1816.3195981642461, 2414.572419143253, 5179.080239085856, 2573.4598140917196, 2876.822147138644, 213.3444275161021, 7826.3205014059495, 2050.6428131427447, 2427.306270374072, 5090.914383270193, 4184.433472629434, 1104.0649176778327, 6093.4714061675395, 978.4153142284996, 3360.6093944834543, 9739.616346679999, 5349.584366457096, 2552.197418431695, 4205.606843384927, 1001.8156347886568]",3.0,0.7,147.56434639886763,15,0.5,57638068.18782572,0.06924386998352375,0.0640902378251325,230298388.32352382,619306925232.2148,"[0.078125, 0.03125, 0.015625, 0.015625, 0.015625, 0.015625, 0.03125, 0.015625, 0.03125, 0.015625, 0.078125, 0.03125, 0.03125, 0.03125, 0.078125, 0.03125, 0.03125, 0.03125, 0.03125]",4,57638068.18782572,0.03125,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[3790434.3982522245, 41768245.14326227, 57638068.18782572, 25518338.08612224, 16444794.731141765, 23377439.267213937, 5146113.486995466, 12874112.76361571, 14996200.721560676, 4590670.844749211, 4450671.189656112, 7507565.201251432, 4284817.295375507, 1929844.647039222, 1388966.1618114223, 1101417.9991958286]",3.0,0.3,tukey,64,32,147.56434639886763,15,25,1062.041387025739,10.253048327204958,1625.6384899478726,"[9, 32, 55, 79, 106, 132, 158, 183, 208, 231, 253, 280, 306, 328, 360, 386, 409, 439, 478, 519, 543, 571, 597, 620, 647]","[335.87572106361006, 1399.8946500540674, 49.55640024815721, 1598.9452089580805, 1399.9535756191665, 508.5276268033258, 1480.4458975442349, 449.07173161855656, 1608.7857783295933, 10.253048327204958, 1369.9015374187375, 1329.3607486307092, 1335.6657840962894, 1352.0470911937778, 1517.2154501659354, 331.27952698589775, 1326.532321505963, 1252.4628861766719, 1565.1808601564226, 1467.835826613075, 1329.5964508911047, 118.9707159346367, 1625.6384899478726, 293.2136119320214, 1494.8237354283615]","[0, 27, 53, 53, 86, 111, 145, 170, 170, 230, 228, 260, 260, 260, 260, 384, 394, 422, 170, 498, 529, 567, 170, 612, 640]","[11, 53, 57, 170, 145, 134, 170, 186, 474, 232, 260, 284, 313, 338, 474, 394, 447, 447, 553, 553, 553, 574, 663, 623, 663]",0.05,30,509891765.6319439,1530.6504790084798,-1530.6504790084798,SWT,mdp.39015056038238,0.0,0.0,533.9838123418132,0.0,-13.0,0.0,0.0,32.0802850061283,,24010.299167455196,402.4441648035166,0.0036551523419410814,0.0,488722241731.23206,0.0,0.007434781103071081,0.0,0.0,424931774.54218423,0.0,25.53101306553431,0.0,0.0,148902.5959713799,943103.5172878802,0.0,-8.5,402.4441648035166,10720.70134231014,422.16573445314197,265990342.74305528,0.010053586277044502,30541448.96572347,25.53101306553431,0.0,30541448.96572347,628.971823281206,533.9838123418132,0.0,-13.0,0.0,0.0,0.0,0.0,135552099.28382468,1.0,0.0027346827905645466,1.0,0.0,0.5038318117234256,1.0,0.9999999999999999,0.0,0.7747294850389012,1.0,,0.13869035897671636,0.7553981442728486,0.7553981442728486,0.7905036644028027,0.8713783972183184,0.8610573026106614,1.0,1.0000000000000002,0.0,0.0,0.041284403669724766,0.0,0.46952842217780133,0.46952842217780133,0.0,0.0,2.6901547527301473,1.0,1,2.312190881049616,1.0,1,0,0,0.44704795373622025,0.8681921486088691,8,0,0,0.6598201620952908,1.0,1,3.5,0.9669811320754716,2.75,1.28,0.9705188679245282,1,rbio,43.46666666666667,44.0,27.958813245473028,15,0.5719298245614035,1.0,0.2996491228070175,3,1.5,1
smoothed,rbio5.5,257345.86256676886,0.6626865671641791,51.02685971309249,10.992411339909161,670,1,False,False,229.87276338010935,,8.927398249268633,231880.1299089158,1.0,1.7789093907213337e-05,0.9722321734077611,0.49850746268656715,508385.26263804664,0.10002856891212784,0.11381962367592625,2414419.2063223827,842252558.1818293,50,80023.69557149116,0.01791044776119403,"[0.0, 0.0014925373134328358, 0.0029850746268656717, 0.004477611940298508, 0.005970149253731343, 0.007462686567164179, 0.008955223880597015, 0.010447761194029851, 0.011940298507462687, 0.013432835820895522, 0.014925373134328358, 0.016417910447761194, 0.01791044776119403, 0.019402985074626865, 0.020895522388059702, 0.022388059701492536, 0.023880597014925373, 0.02537313432835821, 0.026865671641791045, 0.028358208955223882, 0.029850746268656716, 0.03134328358208955, 0.03283582089552239, 0.034328358208955224, 0.03582089552238806, 0.0373134328358209, 0.03880597014925373, 0.04029850746268657, 0.041791044776119404, 0.04328358208955224, 0.04477611940298507, 0.04626865671641791, 0.04776119402985075, 0.049253731343283584, 0.05074626865671642, 0.05223880597014925, 0.05373134328358209, 0.05522388059701493, 0.056716417910447764, 0.058208955223880594, 0.05970149253731343, 0.06119402985074627, 0.0626865671641791, 0.06417910447761194, 0.06567164179104477, 0.06716417910447761, 0.06865671641791045, 0.07014925373134329, 0.07164179104477612, 0.07313432835820896, 0.0746268656716418, 0.07611940298507462, 0.07761194029850746, 0.0791044776119403, 0.08059701492537313, 0.08208955223880597, 0.08358208955223881, 0.08507462686567165, 0.08656716417910448, 0.08805970149253732, 0.08955223880597014, 0.09104477611940298, 0.09253731343283582, 0.09402985074626866, 0.0955223880597015, 0.09701492537313433, 0.09850746268656717, 0.1, 0.10149253731343284, 0.10298507462686567, 0.1044776119402985, 0.10597014925373134, 0.10746268656716418, 0.10895522388059702, 0.11044776119402985, 0.11194029850746269, 0.11343283582089553, 0.11492537313432837, 0.11641791044776119, 0.11791044776119403, 0.11940298507462686, 0.1208955223880597, 0.12238805970149254, 0.12388059701492538, 0.1253731343283582, 0.12686567164179105, 0.12835820895522387, 0.12985074626865672, 0.13134328358208955, 0.1328358208955224, 0.13432835820895522, 0.13582089552238807, 0.1373134328358209, 0.13880597014925372, 0.14029850746268657, 0.1417910447761194, 0.14328358208955225, 0.14477611940298507, 0.14626865671641792, 0.14776119402985075, 0.1492537313432836, 0.15074626865671642, 0.15223880597014924, 0.1537313432835821, 0.15522388059701492, 0.15671641791044777, 0.1582089552238806, 0.15970149253731344, 0.16119402985074627, 0.16268656716417912, 0.16417910447761194, 0.16567164179104477, 0.16716417910447762, 0.16865671641791044, 0.1701492537313433, 0.17164179104477612, 0.17313432835820897, 0.1746268656716418, 0.17611940298507464, 0.17761194029850746, 0.1791044776119403, 0.18059701492537314, 0.18208955223880596, 0.18358208955223881, 0.18507462686567164, 0.1865671641791045, 0.1880597014925373, 0.18955223880597016, 0.191044776119403, 0.1925373134328358, 0.19402985074626866, 0.19552238805970149, 0.19701492537313434, 0.19850746268656716, 0.2, 0.20149253731343283, 0.20298507462686569, 0.2044776119402985, 0.20597014925373133, 0.20746268656716418, 0.208955223880597, 0.21044776119402986, 0.21194029850746268, 0.21343283582089553, 0.21492537313432836, 0.2164179104477612, 0.21791044776119403, 0.21940298507462686, 0.2208955223880597, 0.22238805970149253, 0.22388059701492538, 0.2253731343283582, 0.22686567164179106, 0.22835820895522388, 0.22985074626865673, 0.23134328358208955, 0.23283582089552238, 0.23432835820895523, 0.23582089552238805, 0.2373134328358209, 0.23880597014925373, 0.24029850746268658, 0.2417910447761194, 0.24328358208955225, 0.24477611940298508, 0.2462686567164179, 0.24776119402985075]","[508385.26263804664, 11166.0315155083, 10788.110596651773, 7703.328026227994, 4868.120012037689, 9969.646455190064, 3235.7427862260133, 5598.198877947526, 11034.278310579399, 6697.149308440121, 4061.1573186295395, 41806.64000166419, 80023.69557149116, 15291.858950533084, 11810.4517634494, 10780.325489941984, 5251.263334829052, 7746.997696548323, 3477.2976729171323, 8133.42291536104, 8704.802050351122, 8395.734590159627, 20687.115140555998, 54814.84700054134, 71930.83045846364, 61503.76924257139, 20716.543156881216, 5865.579932604592, 3940.0683093645075, 16351.850945298907, 4459.427428830115, 8263.346641121701, 4550.2189498981625, 2982.2509417572282, 6093.292221632971, 13251.529793987187, 4727.212041329328, 9221.854483570738, 8550.519889587866, 3444.4870573453773, 2478.766291177642, 8285.486357200058, 5037.01034729136, 5221.96049443242, 3672.1157015751833, 16438.04763435502, 26420.7627694343, 35085.84021495306, 5550.575029722651, 39987.14154734303, 38944.552112677055, 18113.60476213621, 4833.859396991713, 9211.222922817524, 6762.88773011457, 3625.4893002226786, 8973.115120070204, 24479.958569672544, 18080.404418963168, 9479.128251408574, 13022.613721366004, 15198.683476013148, 7617.737640300066, 5588.015470806035, 2487.7819137539173, 5241.150939580479, 5147.4664000517, 10875.405777190566, 2760.824950257391, 17210.31822000257, 3427.756072272103, 13669.634594384675, 13263.871890718523, 19417.765895029006, 21707.281413471042, 16310.057598317764, 7476.71515271848, 2501.660813793224, 7153.036251542185, 20939.31519236006, 27288.449604209753, 27420.49924191816, 18196.38447137823, 10251.4175857375, 21620.303371170925, 12692.46631577065, 21396.956341728765, 13414.800716209098, 11640.616818279525, 558.0821653202175, 5777.6111768689325, 6206.878813668134, 13441.096310968363, 4751.747757912967, 2441.9477017195995, 10248.611491613674, 5926.995969674817, 6275.450593513882, 7857.415149278018, 12376.227073992897, 11378.987351135422, 1470.8689462093373, 1255.5629736793862, 1460.2042883599088, 1975.4642420345583, 4960.117207700095, 2730.090110300729, 5843.292097434471, 4844.899950102092, 16629.671673036646, 6156.163017360528, 12968.04565813101, 19529.19918014015, 6164.447809757287, 11877.088357872004, 19529.36034197699, 11072.674462085475, 2757.80498946698, 4976.759883586967, 3893.7772503526226, 12540.619964359303, 10427.842882463558, 10904.294638700878, 5135.87475706462, 12909.678533139731, 6459.135381917741, 7925.86559354469, 6671.839770765394, 7406.903923803002, 6907.338602628132, 7894.497112006791, 7589.057613641375, 3391.7786913926343, 5417.818191950177, 6366.6712808909115, 4722.437092337047, 4712.716547814369, 4608.859584751797, 592.831025908285, 984.82371945344, 1907.030271425003, 3653.7912372149553, 5380.953526172641, 2759.348400904048, 6002.16685877162, 7709.87508714598, 7332.435273672495, 1525.42613055512, 2011.2692728735144, 4278.015772168729, 2107.641198419865, 2335.677423993498, 171.68568665665128, 6241.618614185543, 1620.5109054008137, 1900.405085590878, 3948.3565587794046, 3214.38312803873, 839.9235054711927, 4590.291985744168, 729.7567828839574, 2481.4421728112416, 7118.920917825616, 3870.2308022363864, 1827.416181707439, 2980.052529653608, 702.4651987878905]",3.0,0.7,137.29260154030683,15,0.5,57338724.418179475,0.06753802891332857,0.0609758668378556,227750142.7799017,609688073097.7666,"[0.078125, 0.03125, 0.015625, 0.015625, 0.015625, 0.015625, 0.03125, 0.015625, 0.03125, 0.015625, 0.03125, 0.03125, 0.03125, 0.03125, 0.078125, 0.03125, 0.03125, 0.03125, 0.03125]",4,57338724.418179475,0.03125,"[0.0, 0.015625, 0.03125, 0.046875, 0.0625, 0.078125, 0.09375, 0.109375, 0.125, 0.140625, 0.15625, 0.171875, 0.1875, 0.203125, 0.21875, 0.234375]","[4649954.245714258, 40686492.781664036, 57338724.418179475, 24864939.57648331, 16732620.792530643, 22702983.87221612, 5628625.211975868, 12882320.475537151, 15731504.251575522, 4935348.797890924, 4506065.991675042, 7480097.099517954, 3950836.441773644, 1688833.4105364282, 1010295.1085500428, 654729.6792946392]",3.0,0.3,tukey,64,32,137.29260154030683,15,25,976.3760843041939,25.350867583259458,1576.4167301083203,"[2, 24, 46, 80, 108, 142, 168, 191, 216, 257, 281, 311, 335, 362, 387, 411, 444, 471, 496, 521, 550, 577, 599, 626, 648]","[25.350867583259458, 1432.9092720900853, 308.49341814000195, 1258.9620624080958, 1333.1925737421811, 1426.7495159118073, 299.22373034033194, 358.5529326069236, 1433.5458240571181, 1420.5995647350617, 1275.069474447913, 1337.6154464226875, 470.7897687345577, 1328.51303129668, 207.4267683305859, 1307.2966509342832, 1148.1590456722922, 1535.044040223617, 486.829397573963, 1340.0818344605275, 1389.6008079450746, 70.26640657886946, 1576.4167301083203, 210.1929549514789, 1428.5199883091316]","[0, 0, 36, 58, 58, 58, 162, 172, 146, 233, 262, 262, 333, 344, 385, 344, 424, 344, 487, 500, 476, 559, 476, 613, 642]","[3, 344, 58, 87, 116, 344, 172, 197, 344, 344, 290, 344, 344, 399, 399, 449, 449, 476, 500, 530, 559, 578, 642, 627, 665]",0.05,30,508443997.77463704,1507.6463579244864,-1507.6463579244864,SWT,mdp.39015056038238,0.0,0.0,510.9796912578198,0.0,27.5,0.0,0.0,16.9824657500738,,23859.987855670006,316.7788620819716,0.000540781354664184,0.0,479103389596.7838,0.0,0.0012604080235878862,0.0,0.0,426813587.70556164,0.0,15.259268206973516,0.0,0.0,148902.59597138,866923.9333783337,0.0,3.5,316.7788620819716,8579.068774271514,354.21481835894457,264542574.88574845,0.008347745206849319,30242105.196077228,15.259268206973516,1.0,30242105.196077228,579.7500634416537,510.9796912578198,0.0,-8.5,0.0,0.0,0.0,0.0,133003853.74020259,1.0,0.007022511691696598,0.5732386185960082,0.2792707213195137,0.8507127972303795,0.06417281978733481,0.023299432534990616,0.3191489361702121,0.9794817871769954,0.8131368219050604,,0.07292898768000866,0.5067290381069406,0.5067290381069406,0.5699443557932179,0.5845298143731181,0.6869942504516015,1.0,0.9646686422540778,0.041284403669724766,0.0,0.1513761467889908,0.0,0.40167988646604713,0.40167988646604713,0.0,0.37155963302752293,2.2692457156833257,0.8435372401458856,9,1.6546236245749542,0.7156085763230067,13,0,0,0.39125650519901484,0.7598420327550829,17,0,0,0.48780774184006187,0.7393040859664015,8,4.112987559751022,0.9611982305683866,11.75,10.756802433665708,0.9251745869823065,2,rbio,43.46666666666667,44.0,27.958813245473028,15,0.5719298245614035,1.0,0.2996491228070175,3,2.25,2
