signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,fft_snr_threshold_diff,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,prominence_threshold_diff,prominence_min_diff,fft_peak_amplitude_diff,fft_dynamic_cutoff_diff,avg_prominence_diff,fft_num_peaks_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,fft_spectral_centroid_diff,relative_num_peaks_diff,fft_variance_magnitude_diff,fft_spectral_bandwidth_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
smoothed,morl,21.248049483191068,0.6787778978608067,641.7342879201522,-32.0839726464494,459,127,37270.026357146875,,False,14.767954564482231,417367.1924627483,0.014349619938464356,1.903862017225825e-07,0.44637091127211015,13,52243.37840471771,738.7297582306492,160545.06593071087,"[22, 71, 141, 176, 192, 229, 286, 301, 324, 362, 383, 402, 438]","[160545.06593071087, 29130.30230377582, 52907.86990841131, 65199.92526043374, 1115.2038643985506, 115420.33757942423, 11863.844083657148, 4466.693390211156, 107894.72693275969, 738.7297582306492, 9260.780913283794, 5021.9234042488515, 115598.51593178428]","[0, 53, 107, 107, 188, 107, 263, 263, 263, 351, 351, 351, 107]","[107, 107, 157, 209, 209, 351, 290, 306, 351, 363, 392, 405, 458]",0.05,30,1089328203102.8145,113149.95474702846,-113149.95474702846,,,,,,,,,,,,,,,,CWT,mdp.39015056038212,,,,,0.0,7.0,,111943.95474702846,0.0,2.5,51561.2874956268,664157.9192613303,51561.287495626784,,0.0,699.0630915639825,,,51561.2874956268,,159339.06593071087,111943.95474702846,0.0,-11.0,,,,9.0,,,0.0,0.010518473223432856,0.00047434382156792687,0.8915296426878726,0.615083951359183,0.7256749620536264,0.4719071485096282,1.0,0.028585855641207483,,0.40988310396747984,0.9317241343701295,0.9317241343701295,0.9317198039866252,0.9999999999999998,0.5358385966693777,0.6666666666666666,,0.23076923076923075,0.8275862068965517,0.06947052997947673,0.06947052997947673,0.9069767441860466,2.311120422605243,0.8382796343965379,3,1.8087922890929629,0.8100752492523574,3,0,0,0.6259858068200992,0.8425486941680166,2,1,0.11111111111111112,0.4624162416065092,0.8173991215190028,3,0.5,0.9642857142857143,2.75,2.666666666666667,0.8839285714285714,1,morl,1.0,1.0,,1,0.08333333333333333,,,6,2.25
smoothed,gaus8,21.577540230365315,0.6765820939049285,734.7210414346994,-34.22174663897254,459,127,46102.84675814443,,False,14.724556574528393,567165.3005324673,0.013799290429130735,7.367363322732009e-07,0.3642467027739541,12,54977.45383336713,1500.1529087288873,188511.01252507465,"[24, 62, 141, 177, 192, 228, 285, 301, 323, 386, 403, 438]","[188511.01252507465, 18488.511951558496, 41615.40221368214, 38362.37323928246, 6487.234796266177, 138710.65123760945, 12400.36773151626, 5157.958708419582, 73814.07156727788, 1500.1529087288873, 2153.6031216868287, 132528.10599930276]","[0, 53, 107, 107, 184, 107, 264, 264, 264, 350, 350, 107]","[107, 107, 156, 208, 208, 350, 290, 306, 350, 389, 405, 458]",0.05,30,1778960613213.8545,141500.7225476538,-141500.7225476538,,,,,,,,,,,,,,,,CWT,mdp.39015056038212,,,,,0.0,-11.5,,140294.7225476538,0.0,-11.5,54295.36292427622,644723.4460004056,54295.362924276225,,0.0,1460.4862420622208,,,54295.36292427622,,187305.01252507465,140294.7225476538,0.0,-11.5,,,,10.0,,,0.0,0.07624481899104912,0.04810819697266662,0.7484383088839258,0.577836862432315,0.7631237481289928,0.46065242240393883,0.8155316881033194,0.06377846375204031,,0.8566922112587423,1.0,1.0,1.0,0.9633197459768241,0.665317756454269,0.7777777777777777,,0.2115384615384615,0.1896551724137931,0.13025219755558026,0.13025219755558026,0.2558139534883721,2.4258205588194124,0.8798831732300788,2,1.6928342251038437,0.7581429416263055,5,0,0,0.5983849561682835,0.8053991926597548,3,1,0.11111111111111112,0.43865875815297545,0.7754037408270212,4,1.2909944487358056,0.9077861108045853,3.5,3.116883116883117,0.8288930554022926,2,gaus,8.125,8.5,4.54933276112317,8,0.6770833333333334,1.0,0.2260416666666666,1,1.75
smoothed,gaus6,21.714620689641578,0.6627382361518536,725.142443527637,-35.275502303852846,459,127,51857.56992173364,,False,14.623847892417633,628692.1180800551,0.013674338860859959,8.395784787181802e-07,0.3142692479169449,13,49710.651757651474,210.22009495252132,202687.6931832117,"[30, 62, 140, 177, 192, 230, 285, 301, 323, 342, 386, 403, 425]","[202687.6931832117, 15523.500851358054, 41436.70971876424, 5956.208805419019, 30684.444273696317, 117679.88821549322, 12136.44941330151, 4355.289478624166, 69325.55137538072, 210.22009495252132, 354.3278681471529, 2017.9125392438218, 143870.27703187673]","[0, 53, 107, 107, 107, 107, 264, 264, 264, 341, 350, 107, 107]","[107, 107, 156, 183, 208, 350, 290, 306, 350, 350, 388, 405, 458]",0.05,30,2266641155927.5474,161346.00010454658,-161346.00010454658,,,,,,,,,,,,,,,,CWT,mdp.39015056038212,,,,,0.0,-11.0,,160140.00010454658,0.0,-15.5,49028.56084856056,631232.4728494692,49028.56084856057,,0.0,170.5534282858547,,,49028.56084856056,,201481.6931832117,160140.00010454658,0.0,-6.5,,,,9.0,,,0.0,0.1190665800226963,0.05707454918451087,0.6779054536248796,0.4914018629708855,0.7787038420726777,0.38969489140947844,0.7032717723128122,0.07823318021115074,,0.09974946711970906,0.868476389841842,0.868476389841842,0.8684680479824378,0.9378571406593366,0.7309541794503799,0.6666666666666666,,0.40384615384615385,0.20689655172413793,0.17279880764745792,0.17279880764745792,0.06976744186046513,2.0567706971453794,0.7460229987050911,6,1.563118401032248,0.700049163169595,6,0,0,0.5055630036906572,0.6804650264245362,7,1,0.11111111111111112,0.40636346092058084,0.7183163264766018,7,0.5773502691896257,0.9587606950578839,6.5,6.461538461538462,0.7472374903860848,3,gaus,8.125,8.5,4.54933276112317,8,0.6770833333333334,1.0,0.2260416666666666,1,2.5
smoothed,mexh,23.345444467055795,0.5981335666375036,1691.1246831674373,-43.37767709054362,459,127,170244.29282592825,,False,14.775681506373553,697194.2252019844,0.018394511284720468,2.9546718988037254e-07,0.2259955756036562,17,30358.07198280211,21.247269438608782,260798.36567620255,"[44, 71, 124, 158, 175, 193, 208, 227, 242, 257, 286, 314, 329, 362, 383, 398, 417]","[12602.099996845238, 260798.36567620255, 19491.366095559904, 175.7008150145266, 17028.435304131257, 21.247269438608782, 126.3018362209259, 36609.73895025281, 257.17186659254367, 512.6751022156532, 3234.167701371538, 92.9160617471498, 20162.8225505921, 215.24897361407056, 132478.6210560433, 3880.781596865476, 8399.562854928285]","[0, 0, 109, 157, 157, 192, 207, 209, 241, 256, 263, 263, 263, 263, 263, 393, 406]","[50, 458, 263, 159, 209, 209, 209, 263, 263, 263, 289, 315, 349, 363, 458, 458, 458]",0.05,30,14628860228574.057,264802.00134651165,-264802.00134651165,0.4967320261437909,78371683.79252836,0.01434877272215517,0.05012210396407744,138461763.81129143,27705959650133.97,31.0,9158532.980348643,0.004357298474945534,"[0.0, 0.002178649237472767, 0.004357298474945534, 0.006535947712418302, 0.008714596949891068, 0.010893246187363835, 0.013071895424836603, 0.01525054466230937, 0.017429193899782137, 0.019607843137254905, 0.02178649237472767, 0.02396514161220044, 0.026143790849673207, 0.028322440087145972, 0.03050108932461874, 0.032679738562091505, 0.034858387799564274, 0.03703703703703704, 0.03921568627450981, 0.04139433551198257, 0.04357298474945534, 0.04575163398692811, 0.04793028322440088, 0.050108932461873645, 0.052287581699346414, 0.054466230936819175, 0.056644880174291944, 0.05882352941176471, 0.06100217864923748, 0.06318082788671024, 0.06535947712418301, 0.06753812636165578, 0.06971677559912855, 0.07189542483660132, 0.07407407407407408, 0.07625272331154685, 0.07843137254901962, 0.08061002178649239, 0.08278867102396514, 0.08496732026143791, 0.08714596949891068, 0.08932461873638345, 0.09150326797385622, 0.09368191721132899, 0.09586056644880175, 0.09803921568627452, 0.10021786492374729, 0.10239651416122006, 0.10457516339869283, 0.10675381263616558, 0.10893246187363835, 0.11111111111111112, 0.11328976034858389, 0.11546840958605666, 0.11764705882352942, 0.11982570806100219, 0.12200435729847496, 0.12418300653594773, 0.12636165577342048, 0.12854030501089325, 0.13071895424836602, 0.1328976034858388, 0.13507625272331156, 0.13725490196078433, 0.1394335511982571, 0.14161220043572986, 0.14379084967320263, 0.1459694989106754, 0.14814814814814817, 0.15032679738562094, 0.1525054466230937, 0.15468409586056647, 0.15686274509803924, 0.159041394335512, 0.16122004357298478, 0.16339869281045752, 0.1655773420479303, 0.16775599128540306, 0.16993464052287582, 0.1721132897603486, 0.17429193899782136, 0.17647058823529413, 0.1786492374727669, 0.18082788671023967, 0.18300653594771243, 0.1851851851851852, 0.18736383442265797, 0.18954248366013074, 0.1917211328976035, 0.19389978213507628, 0.19607843137254904, 0.1982570806100218, 0.20043572984749458, 0.20261437908496735, 0.20479302832244012, 0.2069716775599129, 0.20915032679738566, 0.2113289760348584, 0.21350762527233116, 0.21568627450980393, 0.2178649237472767, 0.22004357298474947, 0.22222222222222224, 0.224400871459695, 0.22657952069716777, 0.22875816993464054, 0.2309368191721133, 0.23311546840958608, 0.23529411764705885, 0.23747276688453162, 0.23965141612200438, 0.24183006535947715, 0.24400871459694992, 0.2461873638344227]","[78371683.79252836, 6786954.739643519, 9158532.980348643, 7678035.974387365, 6144801.272175835, 5144035.8719720775, 1123174.596373683, 2389070.6969173728, 2694557.9804586675, 3584813.9417997017, 285643.53534344473, 668699.6374766432, 1048748.7712734682, 719912.5422264761, 561630.2009952829, 431587.0805823206, 453989.88993931265, 1015251.8428626258, 902421.2884833057, 415798.36368847225, 143285.59553072017, 333613.583378224, 190815.14572264338, 61837.19644783797, 151612.02104968863, 274009.40357282327, 264732.8353098065, 301077.2152812082, 230970.0039197349, 238491.61507388353, 206939.58419691666, 18619.91814436686, 190809.78565331956, 283372.51044932654, 159494.42246383915, 438576.42560952203, 137836.7653041614, 108305.39555539071, 89084.4626354476, 69714.44825689179, 78070.82364644541, 88179.03819515288, 119625.15552209942, 69522.747697435, 87919.3253771783, 69338.71245761006, 136965.97534827932, 71825.17916569143, 34801.7457566694, 76634.57895205906, 76738.79541011836, 68096.56932171858, 99930.243095928, 53911.35937310015, 130763.26470795757, 77857.28858358045, 64048.01008268399, 46737.73204063029, 55136.14675626471, 61369.25628442478, 52149.34424944423, 36305.06306418783, 69931.94888826202, 60870.58635752194, 57630.93649612197, 15347.461396018876, 28608.09542244253, 29009.59703239443, 36912.30809960268, 50858.62941863549, 48895.9846251633, 44894.20036839139, 8793.469407975472, 41476.50576905475, 31406.687890410307, 14496.020759213274, 41676.65156772108, 38694.60922487233, 67221.44505700156, 25116.10184066905, 22663.263052204136, 13460.37735050217, 23867.044894345898, 28848.67962274469, 18685.81099806463, 17168.0552518003, 37845.40009736311, 38171.83103245518, 30480.192064736373, 30612.97570856317, 19349.176717653354, 15454.394271372808, 21110.583901168065, 22240.546404696335, 14290.703587951613, 17112.442018640402, 31630.933437846386, 30380.775750345736, 21033.644153393016, 24440.809315105133, 16113.68232608476, 32244.695649062945, 36656.56326382536, 24603.03458360231, 2506.353863461748, 27091.778268821017, 27367.63271329807, 12048.722283865258, 9974.617249335039, 14145.433348660741, 55263.07516989429, 22998.70885467364, 7817.659054235585, 12737.208198350902]",3.0,0.7,121943.52288978909,15.0,CWT,mdp.39015056038212,0.0,0.0,78090608.79252836,137430751.11580044,0.0,12.0,0.0,263596.00134651165,0.0,4.5,29675.981073711202,501081.2237076359,29806.167689011076,,0.0,18.419397228057846,9127110.986916617,121588.95622312243,29675.981073711202,3.0,259592.36567620255,263596.00134651165,0.0,9.0,0.015250544662309372,0.0,0.0837304686532189,5.0,27705604887382.51,0.06941639485118914,0.0,1.0,0.009635890747228947,0.13558853846213537,0.621715735275096,0.9640576685177907,0.05855974676866221,0.5049904662967094,0.09432662652881937,,0.010476018366442241,0.38519998771577924,0.38519998771577924,0.3884122459270658,0.6922121563131577,1.0,0.2222222222222222,,1.0,0.9999999999999999,0.39459979450127347,0.39459979450127347,1.0,1.8436213567634971,0.668710389037712,7,1.4402813280355697,0.6450360623701034,8,0,0,0.5727435172719161,0.7708869710992233,5,1,0.11111111111111112,0.41805377851899966,0.7389809452236159,6,1.2909944487358056,0.9077861108045853,6.5,6.303939962476548,0.7217501982594354,4,mexh,4.0,4.0,,1,0.3333333333333333,,,5,4.25
smoothed,gaus4,21.963156523065955,0.6561679790026247,752.7364190302205,-36.835538473985714,459,127,61633.86830028414,,False,14.533545235541833,741915.9343663107,0.014737583574960649,1.0118726184440363e-06,0.25015901031509197,13,49584.509089840576,40.2335116994218,224613.30953222976,"[35, 62, 137, 177, 192, 229, 285, 302, 324, 343, 386, 403, 424]","[224613.30953222976, 15151.604427517363, 49152.15725626791, 30278.666788728464, 6253.28135702834, 90777.9184805013, 9251.841526809627, 1414.9027145980303, 47273.1670022209, 1440.7899492168417, 40.2335116994218, 2554.4180582475965, 166396.32756286202]","[0, 53, 108, 108, 184, 108, 264, 264, 264, 340, 264, 264, 264]","[264, 264, 156, 208, 208, 264, 290, 305, 350, 350, 388, 405, 458]",0.05,30,3245860793184.2607,190521.93046438106,-190521.93046438106,,,,,,,,,,,,,,,,CWT,mdp.39015056038212,,,,,0.0,-11.0,,189315.93046438106,0.0,-11.0,48902.418180749664,629592.6181679275,48903.830057635714,,0.0,0.5668450327551682,,,48902.418180749664,,223407.30953222976,189315.93046438106,0.0,-11.0,,,,9.0,,,0.0,0.1918134873959548,0.07209611372998861,0.5734848473552498,0.41389801787199865,0.8069515708413716,0.35601864064011246,0.5592666424980823,0.10483325845459954,,0.0,0.8653263305028044,0.8653263305028044,0.865353048753079,0.9347621102218004,0.8324672955202249,0.6666666666666666,,0.23076923076923075,0.20689655172413793,0.23534955452055994,0.23534955452055994,0.2790697674418605,2.122803436011219,0.7699741090207792,4,1.4417359997447359,0.6456875432253065,7,0,0,0.5181113700953107,0.6973545622782158,6,1,0.11111111111111112,0.3792397667928642,0.6703705975910409,8,1.707825127659933,0.8780124908814334,6.25,5.843478260869565,0.7157919597264311,5,gaus,8.125,8.5,4.54933276112317,8,0.6770833333333334,1.0,0.2260416666666666,1,4.0
smoothed,cgau8,15.705258029520762,0.7272399773557717,863.6957781305456,-33.551835522572404,459,127,49042.73358293438,-1140247.424537857,True,15.188850794884237,526868.6660439862,0.014584548105926395,1.1654732178721993e-05,0.28696865957217355,13,38634.32720498674,332.3426288278615,131026.95431136574,"[23, 62, 81, 141, 176, 192, 228, 285, 301, 323, 385, 402, 438]","[131026.95431136574, 17363.47541723649, 332.3426288278615, 35595.139067222626, 39719.730307907324, 2333.2748766378045, 96472.02573389164, 8331.356094278875, 3190.1912330519262, 69699.45392708451, 3240.3320925083062, 2242.2571535932248, 92699.72082122121]","[0, 53, 80, 107, 107, 184, 107, 264, 264, 264, 350, 350, 107]","[107, 107, 107, 156, 208, 208, 350, 290, 306, 350, 391, 405, 458]",0.05,30,1539594424555.999,123599.76590064027,-123599.76590064027,,,,,,,,,,,,,,,,CWT,mdp.39015056038212,,,,,0.0,-11.0,,122393.76590064027,0.0,-2.0,37952.236295895826,487240.25366482756,37952.236295895826,,0.0,292.6759621611949,,,37952.236295895826,,129820.95431136574,122393.76590064027,0.0,-11.0,,,,9.0,,,0.0,0.0981209592488066,1.0,0.7932786313460063,0.976325551245318,0.09570033245015164,0.7203024707640905,0.6419488866759998,0.0543114305297078,0.71146102474754,0.1714119327346339,0.5918762496605802,0.5918762496605802,0.5918503644910603,0.666088973539887,0.3991730889236208,0.6666666666666666,,0.23076923076923075,0.20689655172413793,0.09187404836876994,0.09187404836876994,0.6976744186046513,1.6034532181802519,0.5815976373887477,8,2.192625933516916,0.98197676445292,2,0,0,0.4165026519593823,0.560593805326875,8,0,0.0,0.5657165874452912,1.0,1,3.774917217635375,0.7303630558831875,4.75,2.2857142857142856,0.6955386707987365,6,cgau,6.0,6.0,,1,0.5,,,2,5.0
smoothed,gaus2,22.58666318048105,0.6055787144254027,909.2501659568302,-40.216946262946074,459,127,102099.9708040906,,False,14.590185861688168,618553.1592383666,0.00994598391682863,1.3088622633261283e-06,0.2282145899546257,12,51971.97102576323,1744.3687633604568,242391.88279443543,"[42, 63, 136, 176, 191, 229, 285, 325, 343, 385, 402, 423]","[242391.88279443543, 21719.95894960634, 27332.945501382987, 32529.330893313745, 2203.781620082271, 51793.73746927803, 4880.567902659801, 26469.24077679153, 2615.777950280579, 1744.3687633604568, 5900.446345167205, 204081.61334280035]","[0, 52, 109, 157, 184, 208, 263, 263, 339, 263, 263, 263]","[263, 263, 263, 208, 208, 263, 290, 350, 350, 392, 406, 458]",0.05,30,7078862329366.634,231721.5970288021,-231721.5970288021,,,,,,,,,,,,,,,,CWT,mdp.39015056038212,,,,,0.0,6.5,,230515.5970288021,0.0,2.0,51289.88011667232,608657.6523091588,51289.880116672306,,0.0,1704.7020966937903,,,51289.88011667232,,241185.88279443543,230515.5970288021,0.0,-11.5,,,,10.0,,,0.0,0.49292784547037105,0.0979893282469381,0.34715121604078064,0.46251083245603924,0.8778171949305256,0.09672030247076369,0.5099748410490949,0.07585119815700266,,0.9999999999999999,0.924946496290991,0.924946496290991,0.9249417360371093,0.895249855098833,0.9147800726113625,0.7777777777777777,,0.2115384615384615,0.8103448275862069,0.3236781830422084,0.3236781830422084,0.8837209302325582,2.756980281727799,1.0,1,1.328748432103688,0.5950855849069541,10,0,0,0.7429669182957257,1.0,1,1,0.11111111111111112,0.3645622892971338,0.6444256671763042,10,5.196152422706632,0.6288462555209549,5.5,1.8181818181818181,0.617994556331906,7,gaus,8.125,8.5,4.54933276112317,8,0.6770833333333334,1.0,0.2260416666666666,1,5.5
smoothed,shan,14.863244780269778,0.7818091366030226,796.4082613469112,-30.4634334938878,459,127,35856.471658643306,-1056207.9960729578,True,15.216434789199488,397245.37326282257,0.018042287162826832,5.057813775516104e-07,0.35169410754469016,14,37556.61581051576,309.3525257408546,96766.45075142934,"[19, 74, 139, 177, 201, 231, 250, 284, 307, 322, 343, 373, 401, 439]","[95878.066290355, 44698.41989858872, 96766.45075142934, 33071.870358805296, 796.3619215811268, 66772.08296428072, 321.1422146569803, 9277.510971020678, 1200.100459230136, 73866.490607426, 309.3525257408546, 26081.677305374873, 8452.85458757382, 68300.24049115702]","[0, 52, 106, 156, 200, 208, 249, 263, 263, 263, 342, 353, 394, 106]","[106, 106, 263, 208, 208, 263, 263, 290, 308, 353, 353, 394, 406, 458]",0.05,30,762258289235.8845,80746.38730675548,-80746.38730675548,,,,,,,,,,,,,,,,CWT,mdp.39015056038212,,,,,0.0,12.0,,79540.38730675548,0.0,-10.5,36874.52490142485,510786.6213472206,36874.925651883845,,0.0,269.685859074188,,,36874.52490142485,,95560.45075142934,79540.38730675548,0.0,-10.5,,,,8.0,,,0.0,0.0,0.027972255233914462,1.0,1.0,0.0,1.0,0.7873359088780421,0.023858564310862806,1.0,0.15792115900373532,0.5649634302168867,0.5649634302168867,0.5649458463604946,0.7105299386392508,0.24055084455296627,0.5555555555555556,,0.25,0.9999999999999999,0.0,0.0,0.3023255813953489,1.4390658898368014,0.5219717744716473,11,2.232869465845736,1.0,1,0,0,0.40931298216176026,0.5509168336871225,9,0,0.0,0.5376851920469798,0.9504497551947384,2,4.9916597106239795,0.6434528778125729,5.75,2.350148367952522,0.6163692960491436,8,shan,8.0,8.0,,1,0.6666666666666666,,,7,7.75
smoothed,fbsp,19.098067484185208,0.7039267150429726,1025.0838761020832,-40.362124856218614,459,127,100606.93019784523,-1347466.4937901837,True,14.628428376193916,1047608.9978670409,0.015434326572776746,1.849455793144508e-07,0.17742981565570262,16,41963.43797835795,696.812599446981,212958.67540292873,"[35, 63, 123, 139, 178, 201, 227, 250, 284, 302, 325, 340, 360, 384, 401, 424]","[212958.67540292873, 21355.023337420193, 696.812599446981, 48058.589510031095, 36293.55421707816, 2220.014386257819, 93485.35655408743, 2294.193823018475, 11372.708687107654, 4970.201280974128, 60572.19076927641, 3644.0752814170337, 2492.2561482230813, 5306.519442991717, 4842.491418148376, 160852.3447953198]","[0, 52, 107, 107, 107, 200, 107, 249, 263, 263, 263, 338, 349, 107, 107, 107]","[107, 107, 124, 156, 208, 208, 263, 263, 290, 304, 349, 349, 361, 386, 406, 458]",0.05,30,7315210590560.449,292133.70799431746,-292133.70799431746,,,,,,,,,,,,,,,,CWT,mdp.39015056038212,,,,,0.0,8.5,,290927.70799431746,0.0,-14.0,41281.34706926704,656409.0076537272,41281.34706926702,,0.0,657.1459327803144,,,41281.34706926704,,211752.67540292873,290927.70799431746,0.0,-5.0,,,,6.0,,,0.0,0.4818179056463833,0.0,0.33743372549977635,0.495333143814187,0.48131539615637786,0.6008089334388462,0.3959015153355616,0.17665082894737294,0.0,0.38528578474483527,0.6750114541424579,0.6750114541424579,0.6749908418071192,0.9853748520809411,0.7785076618074742,0.3333333333333333,,0.4615384615384615,0.8793103448275862,0.45319668046348965,0.45319668046348965,0.13953488372093026,2.081634980294789,0.7550416642770579,5,1.3046743880677756,0.5843039228330388,11,0,0,0.5745243694227147,0.7732839178635337,4,0,0.0,0.32991793875983394,0.5831859027675044,12,4.08248290463863,0.7083940782400978,8.0,6.407766990291262,0.5684827534057633,9,fbsp,9.0,9.0,,1,0.75,,,4,7.75
smoothed,gaus7,21.64841098634175,0.6675244025869316,731.6536533290877,-34.97891589106372,459,127,49532.94039721087,,False,14.69514709508046,635619.7580853868,0.013341942796927318,8.376219424353956e-07,0.01924876811080238,16,32602.428763084987,68.43312735600921,208413.8276652905,"[48, 77, 98, 129, 148, 182, 204, 219, 236, 255, 288, 314, 332, 387, 403, 457]","[27458.567474902826, 4061.4164355936664, 208413.8276652905, 5394.487606992614, 32061.705960344054, 1506.6748888168986, 37550.976777982876, 770.1708077840995, 68.43312735600921, 105526.98840701947, 10776.466579318296, 895.6568464530051, 62057.02512053854, 13330.20585205924, 10022.865043541009, 1743.3916153666505]","[6, 6, 6, 121, 133, 163, 163, 214, 163, 163, 277, 277, 277, 367, 395, 6]","[56, 80, 409, 133, 163, 185, 214, 221, 237, 409, 293, 316, 409, 409, 409, 458]",0.05,30,2100069132351.2366,205247.5053270022,-205247.5053270022,,,,,,,,,,,,,,,,CWT,mdp.39015056038212,,,,,0.0,-14.0,,204041.5053270022,0.0,-14.0,31920.33785399408,506632.8602093598,31920.337853994075,,0.0,28.76646068934258,,,31920.33785399408,,207207.8276652905,204041.5053270022,0.0,-14.0,,,,6.0,,,0.0,0.10176866192021373,0.056903967433418336,0.6977573863093234,0.5525956589236909,0.7711786747159222,0.41422667721797246,0.04059348438739735,0.07986071558514289,,0.01654775677523307,0.44124650360571493,0.44124650360571493,0.4412110647738362,0.7026902091213602,0.7574655324293733,0.3333333333333333,,0.11538461538461538,0.10344827586206896,0.26691995157157467,0.26691995157157467,0.13953488372093026,1.422044999234334,0.5157980304244827,12,1.3420157382876952,0.6010274038923205,9,0,0,0.3354957151462776,0.45156211788791795,12,1,0.11111111111111112,0.3338050977560796,0.5900571154604175,11,1.4142135623730951,0.8989847455447789,11.0,10.84931506849315,0.5566352299152466,10,gaus,8.125,8.5,4.54933276112317,8,0.6770833333333334,1.0,0.2260416666666666,1,7.75
